qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,English Horn,A Clarinet 1,A Clarinet 2,A Bass Clarinet,Bassoon 1,Bassoon 2,Bass Sarrusophone,F Horn 1,F Horn 2,F Horn 3,F Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Tuba,Cymbal,Tambourine,Triangle,Celesta,Harp,Violin,Violin 1,Violin 1 div(2),Violin 1 div(3),Violin 2,Violins,Viola,Violoncello,Contrabass,Piano
534.5,242.7588,178,1.5,E6,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,C5,r,r,r,r,r,r,r,G#5,r,B6,E5,E6,r,r,E5,r,E4,r,r,B5
535.0,242.9672,178,2.0,E6,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,B4,E4,B4,E4,D5,r,r,r,r,r,r,r,r,r,B6,E5,E6,r,r,E5,r,E4,B4,r,B5
535.5,243.1755,178,2.5,F6,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,B4,E4,B4,E4,C5,r,r,r,r,r,r,r,r,r,B6,F5,F5,r,r,F5,r,F4,B4,r,B5
535.75,243.2797,178,2.75,G6,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,B4,E4,B4,E4,C5,r,r,r,r,r,r,r,r,r,B6,G5,G5,r,r,G5,r,G4,B4,r,B5
536.0,243.3838,178,3.0,A6,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,B4,r,r,r,r,r,r,r,G#5,r,D7,A5,A5,r,r,A5,r,A4,F#4,r,A5
536.25,243.488,178,3.25,B6,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,B4,r,r,r,r,r,r,r,G#5,r,D7,B5,B5,r,r,B5,r,B4,F#4,r,A5
536.5,243.5922,178,3.5,C7,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,A4,r,r,r,r,r,r,r,G#5,r,D7,C6,C6,r,r,C6,r,C5,F#4,r,A5
536.75,243.6963,178,3.75,D7,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,A4,r,r,r,r,r,r,r,G#5,r,D7,D6,D6,r,r,D6,r,D5,F#4,r,A5
537.0,243.8005,179,1.0,E7,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,G4,r,r,r,r,r,r,r,G#5,r,B6,E6,E6,r,r,E6,r,E5,r,r,B5
537.25,243.9047,179,1.25,E7,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,G4,r,r,r,r,r,r,r,G#5,r,B6,E6,E6,r,r,E6,r,E5,r,r,B5
537.5,244.0088,179,1.5,D7,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,A4,r,r,r,r,r,r,r,G#5,r,B6,D6,D6,r,r,D6,r,D5,r,r,B5
537.75,244.113,179,1.75,C7,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,A4,r,r,r,r,r,r,r,G#5,r,B6,C6,C6,r,r,C6,r,C5,r,r,B5
538.0,244.2172,179,2.0,B6,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,B4,E4,B4,E4,B4,r,r,r,r,r,r,r,r,r,B6,B5,B5,r,r,B5,r,B4,B4,r,B5
538.5,244.4255,179,2.5,B6,B5,A5,B5,A5,E5,F#5,E5,E1,B2,E2,r,B4,E4,B4,E4,B4,r,r,r,r,r,r,r,r,r,B6,B5,B5,r,r,B5,r,B4,B4,r,B5
539.0,244.6338,179,3.0,B6,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,B4,r,r,r,r,r,r,r,G#5,r,A6,B5,B5,r,r,B5,r,B4,F#4,r,A5
539.25,244.738,179,3.25,B6,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,B4,r,r,r,r,r,r,r,G#5,r,A6,B5,B5,r,r,B5,r,B4,F#4,r,A5
539.5,244.8422,179,3.5,A6,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,B4,r,r,r,r,r,r,r,G#5,r,A6,A5,A5,r,r,A5,r,A4,F#4,r,A5
540.0,245.0505,180,1.0,F#6,G#5,E-5,G#5,E-5,G#4,E-5,G#4,r,r,r,r,E-4,G#3,E-4,G#3,B4,r,r,r,r,r,r,r,G#5,r,G#6,G#5,G#5,r,r,G#5,r,G#4,E-4,r,G#5
540.5,245.2588,180,1.5,r,r,r,G#5,E-5,G#4,E-5,G#4,r,r,r,r,E-4,G#3,r,r,B4,r,r,r,r,r,r,r,G#5,r,r,G#5,r,r,r,r,r,r,r,r,G#5
540.75,245.363,180,1.75,r,r,r,G#5,E-5,G#4,E-5,G#4,r,r,r,r,E-4,G#3,r,r,B4,r,r,r,r,r,r,r,G#5,r,r,B5,B5,r,r,r,r,r,r,r,G#5
541.0,245.4672,180,2.0,r,G6,D6,G5,D5,G4,D5,G4,r,G3,C3,r,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,G5,r,G4,G3,r,G5
541.5,245.6755,180,2.5,r,r,r,G5,D5,G4,D5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r,r,r,r,r,G5
541.75,245.7797,180,2.75,r,r,r,G5,D5,G4,D5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,r,r,r,r,r,G5
542.0,245.8838,180,3.0,r,E-6,B-5,E-5,B-4,E-4,B-4,E-4,r,B-3,E-3,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,r,r,E-5,r,E-4,B-3,r,E-5
542.5,246.0922,180,3.5,r,r,r,E-5,B-4,E-4,B-4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r,r,r,r,r,E-5
542.75,246.1963,180,3.75,r,r,r,E-5,B-4,E-4,B-4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,r,r,r,r,r,E-5
543.0,246.3005,181,1.0,r,E6,A5,E5,A4,E4,A4,E4,r,E3,A2,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,r,r,E5,r,E4,E3,r,E5
543.5,246.5088,181,1.5,r,r,r,E5,A4,E4,A4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r,r,r,r,r,E5
543.75,246.613,181,1.75,r,r,r,E5,A4,E4,A4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,r,r,r,r,r,r,r,E5
544.0,246.7172,181,2.0,r,C6,F5,C5,F4,C5,F4,C4,C3,G#3,C#3,r,G#3,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C5,r,r,C5,r,C4,G#3,r,C5
544.5,246.9255,181,2.5,r,r,r,C5,F4,C5,F4,C4,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r,r,r,r,r,C5
544.75,247.0297,181,2.75,r,r,r,C5,F4,C5,F4,C4,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,r,r,r,r,r,r,r,C5
545.0,247.1338,181,3.0,r,G#5,E-5,G#4,E-4,G#4,E-4,A3,G#2,C#3,F#2,r,F#3,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,r,r,G#4,r,G#3,C#3,r,G#4
545.5,247.3422,181,3.5,r,r,r,G#4,E-4,G#4,E-4,A3,G#2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,G#4
545.75,247.4463,181,3.75,r,r,r,G#4,E-4,G#4,E-4,A3,G#2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,r,r,r,r,r,r,r,G#4
546.0,247.5505,182,1.0,r,E5,B4,E4,B3,E4,B3,E3,E2,B2,E2,r,E3,E3,r,r,r,r,r,r,r,E2,r,r,r,r,r,D4,D4,r,r,B3,r,E3,B2,E2,E4
546.5,247.7588,182,1.5,r,r,r,E4,B3,E4,B3,E3,E2,B2,E2,r,E3,E3,r,r,r,r,r,r,r,E2,r,r,r,r,r,D4,D4,r,r,r,r,r,r,E2,E4
546.75,247.863,182,1.75,r,r,r,E4,B3,E4,B3,E3,E2,B2,E2,r,E3,E3,r,r,r,r,r,r,r,E2,r,r,r,r,r,E4,E4,r,r,r,r,r,r,E2,E4
547.0,247.9672,182,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,D3,r,r,r,B3,r,A2,E2,A3,r,r,r,r,E4,E4,r,r,F4,r,D3,A2,E2,B3
547.5,248.1755,182,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,D3,r,r,r,B3,r,A2,E2,A3,r,r,r,r,E4,E4,r,r,F4,r,D3,A2,E2,B3
548.0,248.3838,182,3.0,r,r,r,r,r,r,r,r,E1,E2,E2,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
548.1429,248.4434,182,3.1429,r,r,r,r,r,r,r,r,F#1,F#2,F#2,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
548.2857,248.5029,182,3.2857,r,r,r,r,r,r,r,r,F#1,F#2,F#2,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
548.4286,248.5624,182,3.4286,r,r,r,r,r,r,r,r,A1,A2,A2,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
548.5,248.5922,182,3.5,r,r,r,r,r,r,r,r,A1,A2,A2,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
548.5714,248.6219,182,3.5714,r,r,r,r,r,r,r,r,A1,A2,A2,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
548.7143,248.6815,182,3.7143,r,r,r,r,r,r,r,r,C2,C3,C3,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
548.8571,248.741,182,3.8571,r,r,r,r,r,r,r,r,C2,C3,C3,r,r,B3,A3,r,r,r,E4,r,D3,E2,A3,r,r,r,r,E4,E4,r,r,E4,r,B3,D3,E2,E4
549.0,248.8005,183,1.0,r,r,r,r,r,E3,E3,r,E2,E3,E3,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,E4,r,r,B4,r,E4,A3,E2,B4
549.1429,248.86,183,1.1429,r,r,r,r,r,F#3,F#3,r,F#2,E3,E3,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,E4,r,r,B4,r,E4,A3,E2,B4
549.2857,248.9195,183,1.2857,r,r,r,r,r,F#3,F#3,r,F#2,E3,E3,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,E4,r,r,B4,r,E4,A3,E2,B4
549.3333,248.9394,183,1.3333,r,r,r,r,r,r,r,r,r,E3,E3,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,A4,r,r,B4,r,E4,A3,E2,B4
549.4286,248.9791,183,1.4286,r,r,r,r,r,A3,A3,r,A2,E3,E3,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,A4,r,r,B4,r,E4,A3,E2,B4
549.5,249.0088,183,1.5,r,r,r,r,r,A3,A3,r,A2,r,r,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,A4,r,r,B4,r,E4,A3,E2,B4
549.5714,249.0386,183,1.5714,r,r,r,r,r,A3,A3,r,A2,r,r,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,A4,r,r,B4,r,E4,A3,E2,B4
549.6667,249.0783,183,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,B4,r,r,B4,r,E4,A3,E2,B4
549.7143,249.0981,183,1.7143,r,r,r,r,r,C4,C4,r,C3,r,r,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,B4,r,r,B4,r,E4,A3,E2,B4
549.8571,249.1576,183,1.8571,r,r,r,r,r,C4,C4,r,C3,r,r,r,r,E4,D4,r,r,r,B4,r,A3,E2,A3,r,r,r,E2,E4,B4,r,r,B4,r,E4,A3,E2,B4
550.0,249.2172,183,2.0,r,r,r,E4,E4,E4,E4,r,E3,E4,B3,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,D5,r,r,E5,r,B4,D4,E2,E5
550.1429,249.2767,183,2.1429,r,r,r,F#4,F#4,E4,F#4,r,E3,E4,B3,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,D5,r,r,E5,r,B4,D4,E2,E5
550.2857,249.3362,183,2.2857,r,r,r,F#4,F#4,E4,F#4,r,E3,E4,B3,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,D5,r,r,E5,r,B4,D4,E2,E5
550.3333,249.356,183,2.3333,r,r,r,r,r,E4,r,r,E3,E4,B3,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,E5,r,r,E5,r,B4,D4,E2,E5
550.4286,249.3957,183,2.4286,r,r,r,A4,A4,E4,A4,r,E3,E4,B3,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,E5,r,r,E5,r,B4,D4,E2,E5
550.5,249.4255,183,2.5,r,r,r,A4,A4,E4,A4,r,r,r,r,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,E5,r,r,E5,r,B4,D4,E2,E5
550.5714,249.4552,183,2.5714,r,r,r,A4,A4,E4,A4,r,r,r,r,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,E5,r,r,E5,r,B4,D4,E2,E5
550.6667,249.495,183,2.6667,r,r,r,r,r,E4,r,r,r,r,r,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,A5,r,r,E5,r,B4,D4,E2,E5
550.7143,249.5148,183,2.7143,r,r,r,C5,C5,E4,C5,r,r,r,r,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,A5,r,r,E5,r,B4,D4,E2,E5
550.8571,249.5743,183,2.8571,r,r,r,C5,C5,E4,C5,r,r,r,r,r,r,E4,D4,r,r,E4,B4,B3,D3,E2,A3,r,r,r,E2,E4,A5,r,r,E5,r,B4,D4,E2,E5
551.0,249.6338,183,3.0,E6,E5,E5,E5,E5,B4,E5,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,E4,B5,r,r,B5,r,E5,A4,E2,B5
551.125,249.6859,183,3.125,F#6,F#5,F#5,F#5,F#5,B4,E5,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,F#4,B5,r,r,B5,r,E5,A4,E2,B5
551.25,249.738,183,3.25,G6,G5,G5,G5,G5,B4,E5,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,G4,B5,r,r,B5,r,E5,A4,E2,B5
551.3333,249.7727,183,3.3333,G6,G5,G5,G5,G5,B4,E5,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,G4,D6,r,r,B5,r,E5,A4,E2,B5
551.375,249.7901,183,3.375,A6,A5,A5,A5,A5,B4,E5,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,A4,D6,r,r,B5,r,E5,A4,E2,B5
551.5,249.8422,183,3.5,B6,B5,B5,B5,B5,r,r,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,B4,D6,r,r,B5,r,E5,A4,r,B5
551.625,249.8942,183,3.625,C7,C6,C6,C6,C6,r,r,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,C5,D6,r,r,B5,r,E5,A4,r,B5
551.6667,249.9116,183,3.6667,C7,C6,C6,C6,C6,r,r,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,C5,E6,r,r,B5,r,E5,A4,r,B5
551.75,249.9463,183,3.75,D7,D6,D6,D6,D6,r,r,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,D5,E6,r,r,B5,r,E5,A4,r,B5
551.875,249.9984,183,3.875,E7,E6,E6,E6,E6,r,r,r,r,r,r,r,B4,E4,D4,D4,r,B4,B4,D4,A3,E2,A3,r,r,r,E2,E5,E6,r,r,B5,r,E5,A4,r,B5
552.0,250.0505,184,1.0,F#7,F#6,F#6,F#6,F#6,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,r,F#3,F#4,A3,B3,E3,A3,r,r,r,F#6,F#5,F#6,r,r,F#5,r,F#4,C#4,B2,C#6
552.5,250.2588,184,1.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,F#5,F#6,r,r,F#5,r,F#4,r,B2,C#6
553.0,250.4672,184,2.0,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,F#4,r,r,r,r,r,A3,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,C#5,B2,C#6
553.5,250.6755,184,2.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,C#5,r,r,r,r,r,A3,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,C#5,B2,C#6
553.75,250.7797,184,2.75,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,C#5,r,r,r,r,r,A3,r,G#5,r,r,A5,A6,r,r,A5,r,A4,C#5,B2,C#6
554.0,250.8838,184,3.0,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,F#5,r,r,r,r,r,A3,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,F#4,B2,B5
554.5,251.0922,184,3.5,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,F#5,r,r,r,r,r,A3,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,F#4,B2,B5
554.75,251.1963,184,3.75,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,F#5,r,r,r,r,r,A3,r,G#5,r,r,E5,E6,r,r,E5,r,E4,F#4,B2,B5
555.0,251.3005,185,1.0,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,F#5,r,r,r,r,r,r,r,r,r,r,F#5,F#6,r,r,F#5,r,F#4,r,B2,C#6
555.5,251.5088,185,1.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,E5,r,r,r,r,r,r,r,r,r,r,F#5,F#6,r,r,F#5,r,F#4,r,B2,C#6
556.0,251.7172,185,2.0,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,C#5,r,r,r,r,r,r,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,C#5,B2,C#6
556.5,251.9255,185,2.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,B4,r,r,r,r,r,r,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,C#5,B2,C#6
556.75,252.0297,185,2.75,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,B4,r,r,r,r,r,r,r,G#5,r,r,A5,A6,r,r,A5,r,A4,C#5,B2,C#6
557.0,252.1338,185,3.0,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,C#5,r,r,r,r,r,r,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,F#4,B2,B5
557.5,252.3422,185,3.5,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,C#5,r,r,r,r,r,r,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,F#4,B2,B5
557.75,252.4463,185,3.75,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,C#5,r,r,r,r,r,r,r,G#5,r,r,E5,E6,r,r,E5,r,E4,F#4,B2,B5
558.0,252.5505,186,1.0,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,F#5,F#6,r,r,F#5,r,F#4,r,B2,C#6
558.5,252.7588,186,1.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,F#5,F#6,r,r,F#5,r,F#4,r,B2,C#6
559.0,252.9672,186,2.0,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,E5,r,r,r,r,r,r,r,G#5,r,r,F#5,F#6,r,r,F#5,r,F#4,C#5,B2,C#6
559.5,253.1755,186,2.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,D5,r,r,r,r,r,r,r,G#5,r,r,G#5,G5,r,r,G5,r,G4,C#5,B2,C#6
559.75,253.2797,186,2.75,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,D5,r,r,r,r,r,r,r,G#5,r,r,A5,A5,r,r,A5,r,A4,C#5,B2,C#6
560.0,253.3838,186,3.0,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,C#5,r,r,r,r,r,r,r,G#5,r,r,B5,B5,r,r,B5,r,B4,F#4,B2,B5
560.25,253.488,186,3.25,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,C#5,r,r,r,r,r,r,r,G#5,r,r,C#6,C#6,r,r,C#6,r,C#5,F#4,B2,B5
560.5,253.5922,186,3.5,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,B4,r,r,r,r,r,r,r,G#5,r,r,D6,D6,r,r,D6,r,D5,F#4,B2,B5
560.75,253.6963,186,3.75,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,B4,r,r,r,r,r,r,r,G#5,r,r,E6,E6,r,r,E6,r,E5,F#4,B2,B5
561.0,253.8005,187,1.0,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,F#6,F#6,r,r,F#6,r,F#5,r,B2,C#6
561.5,254.0088,187,1.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,E6,E6,r,r,E6,r,E5,r,B2,C#6
561.75,254.113,187,1.75,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,D6,D6,r,r,D6,r,D5,r,B2,C#6
562.0,254.2172,187,2.0,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,C#5,r,r,r,r,r,r,r,G#5,r,r,C#6,C#6,r,r,C#6,r,C#5,C#5,B2,C#6
562.5,254.4255,187,2.5,r,C#6,B5,C#6,B5,E5,F#5,E5,E1,B2,E2,r,C#5,F#4,C#5,F#4,C#5,r,r,r,r,r,r,r,G#5,r,r,C#6,C#6,r,r,C#6,r,C#5,C#5,B2,C#6
563.0,254.6338,187,3.0,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,C#5,r,r,r,r,r,r,r,G#5,r,r,C#6,C#6,r,r,C#6,r,C#5,F#4,B2,B5
563.5,254.8422,187,3.5,r,B5,A5,B5,A5,D5,E5,D5,E1,B2,E2,r,F#4,B3,F#4,B3,C#5,r,r,r,r,r,r,r,G#5,r,r,B5,B5,r,r,B5,r,B4,F#4,B2,B5
564.0,255.0505,188,1.0,r,B-5,F5,B-5,F5,B-4,F5,B-4,B-2,F4,B-3,r,F4,B-3,F4,B-3,C#5,r,r,r,r,r,r,r,G#5,r,r,B-5,B-5,r,r,B-5,r,B-4,F4,r,B-5
564.5,255.2588,188,1.5,r,r,r,B-5,F5,B-4,F5,B-4,r,r,r,r,F4,B-3,r,r,C#5,r,r,r,r,r,r,r,G#5,r,r,B-5,r,r,r,r,r,r,r,r,B-5
564.75,255.363,188,1.75,r,r,r,B-5,F5,B-4,F5,B-4,r,r,r,r,F4,B-3,r,r,C#5,r,r,r,r,r,r,r,G#5,r,r,C#6,C#6,r,r,C#6,r,C#5,r,r,B-5
565.0,255.4672,188,2.0,r,E-6,B-5,E-6,B-5,E-4,E-5,B-4,E-3,B-3,E-3,r,B-3,E-3,r,r,E-5,r,r,r,r,r,r,r,r,r,r,A5,A5,r,r,A5,r,A4,B3,r,E-5
565.5,255.6755,188,2.5,r,r,r,E-6,B-5,E-4,E-5,B-4,E-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,r,r,r,r,r,r,E-5
565.75,255.7797,188,2.75,r,r,r,E-6,B-5,E-4,E-5,B-4,E-3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G5,r,r,G5,r,G4,r,r,E-5
566.0,255.8838,188,3.0,r,E-6,G#5,E-6,G#5,F#4,F#5,C#5,F#3,C#4,F#3,r,C#4,F#3,r,r,F#5,C#5,r,r,r,r,r,r,r,r,r,F#5,F#5,r,r,F#5,r,F#4,C#4,r,F#5
566.5,256.0922,188,3.5,r,r,r,E-6,G#5,F#4,F#5,C#5,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,r,r,r,r,r,r,r,F#5
566.75,256.1963,188,3.75,r,r,r,E-6,G#5,F#4,F#5,C#5,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-5,r,r,B-5,r,B-4,r,r,F#5
567.0,256.3005,189,1.0,r,C6,G5,C6,G5,C4,C5,G4,C3,G3,C3,r,r,G3,r,C3,C5,G4,r,r,r,r,r,r,r,r,r,F#5,F#5,r,r,F#5,r,F#4,G3,r,C5
567.5,256.5088,189,1.5,r,r,r,C6,G5,C4,C5,G4,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,r,r,r,r,r,r,r,C5
