qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"D, A Timpani",Triangle,Cymbals,Bass Drum,Soprano solo,Alto solo,Tenor solo,Bass solo,Soprano,Alto,Tenor,Bass,Violin 1,Violin 2,Viola,Violoncello,Contrabass
812.0,322.2886,234,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r
812.5,322.6636,234,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r
813.0,323.0386,234,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
813.5,323.4136,234,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r
814.0,323.7886,235,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r
814.5,324.1636,235,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,r,r
815.0,324.5386,235,2.0,r,B5,B5,G5,B4,r,r,G3,G3,G1,G4,G4,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,G3,r,r,r,r,B4,B4,G3,G3,G2
816.0,325.2886,235,3.0,r,G6,B5,B5,G5,r,r,G4,G4,G2,G4,G4,r,r,D5,D4,r,r,r,D3,r,r,r,r,r,r,G3,r,r,r,r,B5,B5,G4,G4,G3
817.0,326.0386,236,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r
818.5,327.1636,236,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r
819.0,327.5386,236,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r
819.5,327.9136,236,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
820.0,328.2886,237,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
820.5,328.6636,237,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,r,r
821.0,329.0386,237,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,r,r
822.0,329.7886,237,3.0,r,C#6,C#6,C#6,E5,r,r,C#4,E3,A1,E4,A3,r,r,A4,A3,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,C#6,A5,A4,A3,A2
823.0,330.5386,238,1.0,r,r,r,C#5,r,E4,r,C#4,E3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
824.0,330.9136,238,2.0,r,r,r,C#5,r,E4,r,C#4,E3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
825.0,331.2886,238,3.0,r,r,r,D5,r,F#4,r,D4,F#3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
826.0,331.6636,238,4.0,r,r,r,E5,r,G4,r,E4,G3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
827.0,332.0386,239,1.0,r,r,r,E5,r,G4,r,E4,G3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r
828.0,332.4136,239,2.0,r,r,r,D5,r,F#4,r,D4,F#3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r,r,r,r
829.0,332.7886,239,3.0,r,r,r,C#5,r,E4,r,C#4,E3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A3,A2,A1
830.0,333.1636,239,4.0,r,r,r,B4,r,D4,r,B3,D3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A3,A2,A1
831.0,333.5386,240,1.0,r,r,r,E5,r,C#5,r,E4,C#4,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
832.0,333.9136,240,2.0,r,r,r,E5,r,C#5,r,E4,C#4,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
833.0,334.2886,240,3.0,r,r,r,F#5,r,D5,r,F#4,D4,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
834.0,334.6636,240,4.0,r,r,r,G5,r,E5,r,G4,E4,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
835.0,335.0386,241,1.0,r,r,r,G5,r,E5,r,G4,E4,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r
836.0,335.4136,241,2.0,r,r,r,F#5,r,D5,r,F#4,D4,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r,r,r,r
837.0,335.7886,241,3.0,r,r,r,E5,r,G4,r,E4,G3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,A3,A3,A3,A3,A2,A1
838.0,336.1636,241,4.0,r,r,r,D5,r,F#4,r,D4,F#3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,A3,A3,A3,A3,A2,A1
838.5,336.3511,241,4.5,r,r,r,D5,r,F#4,r,D4,F#3,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,A3,A3,A3,A3,A2,A1
839.0,336.5386,242,1.0,r,r,r,D5,r,r,r,r,r,r,A3,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
840.0,336.9136,242,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
840.5,337.1011,242,2.5,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
841.0,337.2886,242,3.0,r,r,r,A4,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
842.0,337.6636,242,4.0,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,A3,A3,A3,A2
842.5,337.8511,242,4.5,r,r,r,A4,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,A3,A3,A3,A2
843.0,338.0386,243,1.0,r,r,r,B4,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,A3,A3,A3,A2
844.0,338.4136,243,2.0,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
844.5,338.6011,243,2.5,r,r,r,B4,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
845.0,338.7886,243,3.0,r,r,r,C#5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
846.0,339.1636,243,4.0,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
846.5,339.3511,243,4.5,r,r,r,C#5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
847.0,339.5386,244,1.0,r,r,r,D5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
848.0,339.9136,244,2.0,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
848.5,340.1011,244,2.5,r,r,r,D5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
849.0,340.2886,244,3.0,r,r,r,D5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
850.0,340.6636,244,4.0,r,r,r,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
850.5,340.8511,244,4.5,r,r,r,D5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
851.0,341.0386,245,1.0,r,r,r,D5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
852.5,341.6011,245,2.5,r,r,r,D5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r
853.0,341.7886,245,3.0,r,r,r,C#5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
854.0,342.1636,245,4.0,r,r,r,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r
854.5,342.3511,245,4.5,r,r,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r
855.0,342.5386,246,1.0,r,r,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
856.0,342.9136,246,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,D4,F#3,F#3,F#2
856.5,343.1011,246,2.5,r,r,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,D4,F#3,F#3,F#2
857.0,343.2886,246,3.0,r,r,r,A5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,E4,G3,G3,G2
858.0,343.6636,246,4.0,r,r,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,F#4,A3,A3,A2
858.5,343.8511,246,4.5,r,r,r,A5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,F#4,A3,A3,A2
859.0,344.0386,247,1.0,r,r,r,A5,r,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,F#4,A3,A3,A2
860.0,344.4136,247,2.0,r,r,r,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,E4,G3,G3,G2
860.5,344.6011,247,2.5,r,r,r,A5,r,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,E4,G3,G3,G2
861.0,344.7886,247,3.0,r,r,r,A5,r,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,D4,F#3,F#3,F#2
862.0,345.1636,247,4.0,r,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,G4,E3,E3,E2
862.5,345.3511,247,4.5,r,r,r,G5,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,G4,E3,E3,E2
863.0,345.5386,248,1.0,r,r,r,F#5,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,F#4,D3,D3,D2
864.0,345.9136,248,2.0,r,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
864.5,346.1011,248,2.5,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
865.0,346.2886,248,3.0,r,r,r,E5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
866.0,346.6636,248,4.0,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
866.5,346.8511,248,4.5,r,r,r,D5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
867.0,347.0386,249,1.0,r,r,r,C#5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
868.5,347.6011,249,2.5,r,r,r,D5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
869.0,347.7886,249,3.0,r,r,r,D5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
869.5,347.9761,249,3.5,r,r,r,D5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
870.0,348.1636,249,4.0,r,r,r,E5,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
870.5,348.3511,249,4.5,r,r,r,F#5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
871.0,348.5386,250,1.0,r,r,r,G5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,E3,E3,E2
872.0,348.9136,250,2.0,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
872.5,349.1011,250,2.5,r,r,r,C#5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
873.0,349.2886,250,3.0,r,r,r,D5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,F#3,F#3,F#2
874.0,349.6636,250,4.0,r,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
874.5,349.8511,250,4.5,r,r,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
875.0,350.0386,251,1.0,r,r,r,G5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,E3,E3,E2
875.5,350.2261,251,1.5,r,r,r,C#5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,E3,E3,E2
876.0,350.4136,251,2.0,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
876.5,350.6011,251,2.5,r,r,r,E5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
877.0,350.7886,251,3.0,r,r,r,D5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,F#3,F#3,F#2
878.0,351.1636,251,4.0,r,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
878.5,351.3511,251,4.5,r,r,r,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
879.0,351.5386,252,1.0,r,r,r,G5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,E3,E3,E2
879.5,351.7261,252,1.5,r,r,r,C#5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,E3,E3,E2
880.0,351.9136,252,2.0,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
880.5,352.1011,252,2.5,r,r,r,E5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
881.0,352.2886,252,3.0,r,r,r,D5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,r,r,F#3,F#3,F#2
882.0,352.6636,252,4.0,r,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
882.5,352.8511,252,4.5,r,r,r,G5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
883.0,353.0386,253,1.0,r,r,r,G5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
883.5,353.2261,253,1.5,r,r,r,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
884.0,353.4136,253,2.0,r,r,r,G5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
884.5,353.6011,253,2.5,r,r,r,E5,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
885.0,353.7886,253,3.0,r,r,r,D5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,r,r,r,A4,A3,A3,A2,A1
885.5,353.9761,253,3.5,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r,r,r,r,A4,A3,A3,A2,A1
886.0,354.1636,253,4.0,r,r,r,E5,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
886.5,354.3511,253,4.5,r,r,r,D5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
887.0,354.5386,254,1.0,r,r,r,A5,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
888.0,354.9136,254,2.0,r,r,r,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
888.5,355.1011,254,2.5,r,r,r,A5,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
889.0,355.2886,254,3.0,r,r,r,A5,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
890.0,355.6636,254,4.0,r,r,r,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,A3,A3,A3,A2
890.5,355.8511,254,4.5,r,r,r,A5,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,A3,A3,A3,A2
891.0,356.0386,255,1.0,r,r,r,B5,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,A4,A3,A3,A3,A2
892.0,356.4136,255,2.0,r,r,r,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
892.5,356.6011,255,2.5,r,r,r,B5,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,G3,G3,G2
893.0,356.7886,255,3.0,r,r,r,C#6,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
894.0,357.1636,255,4.0,r,r,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,A4,A3,E3,E3,E2
894.5,357.3511,255,4.5,r,r,r,C#6,r,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
895.0,357.5386,256,1.0,r,r,r,D6,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
895.5,357.7261,256,1.5,r,r,r,A5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
896.0,357.9136,256,2.0,r,r,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
896.5,358.1011,256,2.5,r,r,r,A5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
897.0,358.2886,256,3.0,r,r,r,G5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
897.5,358.4761,256,3.5,r,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
898.0,358.6636,256,4.0,r,r,r,E5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
898.5,358.8511,256,4.5,r,r,r,D5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r,r,r,A4,A3,F#3,F#3,F#2
899.0,359.0386,257,1.0,r,r,r,G5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,A4,A3,E3,E3,E2
900.0,359.4136,257,2.0,r,r,r,G5,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,r,r,r,r
900.5,359.6011,257,2.5,r,r,r,F#5,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
901.0,359.7886,257,3.0,r,r,r,F#5,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
901.5,359.9761,257,3.5,r,D6,F#5,D5,F#4,D5,D4,D3,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,A4,A3,D3,D3,D2
902.0,360.1636,257,4.0,r,E6,G5,E5,G4,E5,E4,E3,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
902.5,360.3511,257,4.5,r,F#6,A5,F#5,A4,F#5,F#4,F#3,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r,r,r,r,r,r,r,r,r
903.0,360.5386,258,1.0,r,G6,A5,G5,A4,G5,G4,E3,E3,r,A4,A3,r,r,A4,A3,r,r,r,A2,r,r,r,r,r,r,r,r,E4,E4,E3,E4,E4,E3,E3,E2
903.5,360.7261,258,1.5,r,G6,A5,G5,A4,G5,G4,A3,A3,r,A4,A3,r,r,A4,A3,r,r,r,A2,r,r,r,r,r,r,r,r,E4,E4,E3,E4,E4,E3,E3,E2
904.0,360.9136,258,2.0,r,C#6,r,C#5,r,C#5,C#4,E3,E3,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,E3,E4,E4,E3,E3,E2
904.5,361.1011,258,2.5,r,C#6,A5,C#5,A4,C#5,C#4,A3,A3,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,E3,E4,E4,E3,E3,E2
905.0,361.2886,258,3.0,r,D6,A5,D5,A4,D5,D4,F#3,F#3,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#3,F#3,F#4,F#4,F#3,F#3,F#2
905.5,361.4761,258,3.5,r,D6,A5,D5,A4,D5,D4,A3,A3,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#3,F#3,F#4,F#4,F#3,F#3,F#2
906.0,361.6636,258,4.0,r,E6,r,E5,r,E5,E4,D3,D3,r,A4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3,D3,D4,D4,D3,D3,D2
