qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Pauken,Violin 1,Violin 2,Viola,Violoncello,Contrabass
287.3333,246.2857,72,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
288.0,246.8571,73,1.0,D6,D6,D6,D6,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,B-1
288.6667,247.4286,73,1.3333,D6,D6,D6,D6,D5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
289.0,247.7143,73,1.5,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
289.3333,248.0,73,1.6667,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
290.0,248.5714,73,2.0,C6,C6,C6,C6,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
290.6667,249.1429,73,2.3333,C6,C6,C6,C6,C5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F4,F3,F2
291.0,249.4286,73,2.5,D5,D5,D5,D5,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F4,F3,F2
291.3333,249.7143,73,2.6667,D5,D5,D5,D5,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F4,F3,F2
291.5,249.8571,73,2.75,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
292.0,250.2857,74,1.0,F5,F5,F5,F5,F4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D4,D3,D2
292.6667,250.8572,74,1.3333,F5,F5,F5,F5,F4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,C3,C2
293.0,251.1429,74,1.5,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,C3,C2
293.3333,251.4285,74,1.6667,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,C3,C2
293.5,251.5714,74,1.75,D5,D5,D5,D5,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
294.0,252.0,74,2.0,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
294.6667,252.5715,74,2.3333,E5,E5,E5,E5,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,G3,G2,G1
295.3333,253.1428,74,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,G3,G2,G1
296.0,253.7143,75,1.0,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,A2
296.3333,254.0,75,1.1667,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,B-5,A3,A3,A3,A2
296.6667,254.2857,75,1.3333,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,A5,A3,A3,A3,A2
297.0,254.5714,75,1.5,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,G5,A3,A3,A3,A2
297.3333,254.8571,75,1.6667,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,F5,A3,A3,A3,A2
297.6667,255.1429,75,1.8333,r,r,r,r,r,r,A3,A2,r,r,r,r,r,r,r,r,r,r,r,E5,r,r,A3,A2
298.0,255.4286,75,2.0,r,r,r,r,r,r,D3,D2,A4,r,A3,r,r,r,r,r,r,r,r,F5,D4,D4,D3,D2
298.3333,255.7143,75,2.1667,r,r,r,r,r,r,D3,D2,A4,r,A3,r,r,r,r,r,r,r,r,G5,D4,D4,D3,D2
298.6667,256.0,75,2.3333,r,r,r,r,r,r,D3,D2,A4,r,A3,r,r,r,r,r,r,r,r,F5,A3,A3,D3,D2
299.0,256.2857,75,2.5,r,r,r,r,r,r,E3,E2,A4,r,A3,r,r,r,r,r,r,r,r,E5,A3,A3,E3,E2
299.3333,256.5714,75,2.6667,r,r,r,r,r,r,E3,E2,A4,r,A3,r,r,r,r,r,r,r,r,D5,A3,A3,E3,E2
299.6667,256.8572,75,2.8333,r,r,r,r,r,r,E3,E2,A4,r,A3,r,r,r,r,r,r,r,r,C#5,r,r,E3,E2
300.0,257.1429,76,1.0,r,r,r,r,r,r,F3,F2,A3,r,A2,r,r,r,r,r,r,r,r,E5,F4,F4,F3,F2
300.3333,257.4285,76,1.1667,r,r,r,r,r,r,F3,F2,A3,r,A2,r,r,r,r,r,r,r,r,D5,F4,F4,F3,F2
300.6667,257.7143,76,1.3333,r,r,r,r,r,r,F3,F2,A3,r,A2,r,r,r,r,r,r,r,r,E5,A3,A3,F3,F2
301.0,258.0,76,1.5,r,r,r,r,r,r,G3,G2,A3,r,A2,r,r,r,r,r,r,r,r,F5,A3,A3,G3,G2
301.3333,258.2857,76,1.6667,r,r,r,r,r,r,G3,G2,A3,r,A2,r,r,r,r,r,r,r,r,E5,A3,A3,G3,G2
301.6667,258.5715,76,1.8333,r,r,r,r,r,r,G3,G2,A3,r,A2,r,r,r,r,r,r,r,r,D5,r,r,G3,G2
302.0,258.8571,76,2.0,r,r,r,r,r,r,E3,E2,E4,r,E3,r,r,r,r,r,r,r,r,E5,E4,E4,E3,E2
302.3333,259.1428,76,2.1667,r,r,r,r,r,r,E3,E2,E4,r,E3,r,r,r,r,r,r,r,r,B4,E4,E4,E3,E2
302.6667,259.4286,76,2.3333,r,r,r,r,r,r,E3,E2,E4,r,E3,r,r,r,r,r,r,r,r,E5,E5,E5,E3,E2
303.0,259.7143,76,2.5,r,r,r,r,r,r,r,r,E4,r,E3,r,r,r,r,r,r,r,r,B5,E5,E5,r,r
303.3333,260.0,76,2.6667,r,r,r,r,r,r,r,r,E4,r,E3,r,r,r,r,r,r,r,r,E-6,E5,E5,r,r
303.6667,260.2857,76,2.8333,r,r,r,r,r,r,r,r,E4,r,E3,r,r,r,r,r,r,r,r,E6,r,r,r,r
304.0,260.5714,77,1.0,r,r,r,r,G4,E4,C4,C3,E4,r,E3,r,r,r,r,r,r,r,r,r,G4,E4,C4,C3
304.3333,260.8571,77,1.1667,r,r,r,r,G4,E4,C4,C3,E4,r,E3,r,r,r,r,r,r,r,r,D6,G4,E4,C4,C3
304.6667,261.1429,77,1.3333,r,r,r,r,E5,G4,C4,C3,E4,r,E3,r,r,r,r,r,r,r,r,C6,E5,G4,C4,C3
305.0,261.4286,77,1.5,r,r,r,r,E5,G4,C4,C3,r,r,r,r,r,r,r,r,r,r,r,B-5,E5,G4,C4,C3
305.3333,261.7143,77,1.6667,r,r,r,r,E5,G4,C4,C3,r,r,r,r,r,r,r,r,r,r,r,A5,E5,G4,C4,C3
305.6667,262.0,77,1.8333,r,r,r,r,r,r,C4,C3,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,C4,C3
306.0,262.2857,77,2.0,r,r,r,r,C5,C4,F3,F2,r,r,C4,r,C5,r,r,r,r,r,r,A5,C5,C4,F3,F2
306.3333,262.5714,77,2.1667,r,r,r,r,C5,C4,F3,F2,r,r,C4,r,C5,r,r,r,r,r,r,B-5,C5,C4,F3,F2
306.6667,262.8572,77,2.3333,r,r,r,r,F5,C5,F3,F2,r,r,C4,r,C5,r,r,r,r,r,r,A5,F5,C5,F3,F2
307.0,263.1429,77,2.5,r,r,r,r,F5,C5,G3,G2,r,r,C4,r,C5,r,r,r,r,r,r,G5,F5,C5,G3,G2
307.3333,263.4285,77,2.6667,r,r,r,r,F5,C5,G3,G2,r,r,C4,r,C5,r,r,r,r,r,r,F5,F5,C5,G3,G2
307.6667,263.7143,77,2.8333,r,r,r,r,r,r,G3,G2,r,r,C4,r,C5,r,r,r,r,r,r,E5,r,r,G3,G2
308.0,264.0,78,1.0,r,r,r,r,C5,C4,G#3,G#2,r,r,C3,r,C4,r,r,r,r,r,r,E-5,C5,C4,G#3,G#2
308.3333,264.2857,78,1.1667,r,r,r,r,C5,C4,G#3,G#2,r,r,C3,r,C4,r,r,r,r,r,r,F5,C5,C4,G#3,G#2
308.6667,264.5715,78,1.3333,r,r,r,r,F4,F4,G#3,G#2,r,r,C3,r,C4,r,r,r,r,r,r,G5,F4,F4,G#3,G#2
309.0,264.8571,78,1.5,r,r,r,r,F4,F4,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,G#5,F4,F4,B-3,B-2
309.3333,265.1428,78,1.6667,r,r,r,r,F4,F4,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,G5,F4,F4,B-3,B-2
309.6667,265.4286,78,1.8333,r,r,r,r,r,r,B-3,B-2,r,r,r,r,r,r,r,r,r,r,r,F5,r,r,B-3,B-2
310.0,265.7143,78,2.0,r,r,r,r,B-4,F4,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,F4,G3,G2
310.3333,266.0,78,2.1667,r,r,r,r,B-4,F4,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,F4,G3,G2
310.6667,266.2857,78,2.3333,r,r,r,r,C5,E4,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,E4,G3,G2
311.0,266.5714,78,2.5,r,r,r,r,C5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,C5,E4,C4,C3
311.3333,266.8571,78,2.6667,r,r,r,r,C5,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,E4,C4,C3
311.6667,267.1429,78,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,C4,C3
312.0,267.4286,79,1.0,r,r,r,r,E-5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,E-5,E-4,G#3,G#2
312.3333,267.7143,79,1.1667,r,r,r,r,E-5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E-5,E-4,G#3,G#2
312.6667,268.0,79,1.3333,r,r,r,r,G#4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G#4,G#4,G#3,G#2
313.0,268.2857,79,1.5,r,r,r,r,G#4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,G#4,C#4,C#3
313.3333,268.5714,79,1.6667,r,r,r,r,G#4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G#4,G#4,C#4,C#3
313.6667,268.8572,79,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,C#4,C#3
314.0,269.1429,79,2.0,r,r,r,r,F5,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,F5,F4,B-3,B-2
314.3333,269.4285,79,2.1667,r,r,r,r,F5,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,F5,F4,B-3,B-2
314.6667,269.7143,79,2.3333,r,r,r,r,B-4,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,B-4,B-4,B-3,B-2
315.0,270.0,79,2.5,r,r,r,r,B-4,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,B-4,E-4,E-3
315.3333,270.2857,79,2.6667,r,r,r,r,B-4,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B-4,B-4,E-4,E-3
315.6667,270.5715,79,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,r,E-4,E-3
316.0,270.8571,80,1.0,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r,r,r,r,r,r,r,C6,E5,G4,C4,C3
316.3333,271.1428,80,1.1667,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r,r,r,r,r,r,r,C#6,E5,G4,C4,C3
316.6667,271.4286,80,1.3333,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r,r,r,r,r,r,r,C6,E5,G4,C4,C3
317.0,271.7143,80,1.5,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r,r,r,r,r,r,r,B-5,E5,G4,r,r
317.3333,272.0,80,1.6667,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r,r,r,r,r,r,r,C6,E5,G4,r,r
317.6667,272.2857,80,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,r,r,r,r
318.0,272.5714,80,2.0,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r,r,r,r,r,r,r,C6,E5,G4,r,r
318.3333,272.8571,80,2.1667,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r,r,r,r,r,r,r,C#5,E5,G4,r,r
318.6667,273.1429,80,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
319.0,273.4286,80,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
319.3333,273.7143,80,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
319.6667,274.0,80,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
320.0,274.2857,81,1.0,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G#3,F4,F3
320.3333,274.5714,81,1.1667,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G#3,F4,F3
320.6667,274.8572,81,1.3333,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,F4,F3
321.0,275.1429,81,1.5,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C#4,G3,G2
321.3333,275.4285,81,1.6667,r,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C#4,G3,G2
321.6667,275.7143,81,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,G3,G2
322.0,276.0,81,2.0,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G3,E-4,E-3
322.3333,276.2857,81,2.1667,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G3,E-4,E-3
322.6667,276.5715,81,2.3333,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,E-4,E-3
323.0,276.8571,81,2.5,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,F3,F2
323.3333,277.1428,81,2.6667,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,F3,F2
323.6667,277.4286,81,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,F3,F2
324.0,277.7143,82,1.0,C#6,C#6,C#6,C#6,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,r,r,r
324.3333,278.0,82,1.1667,C#6,C#6,C#6,C#6,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C5,r,r,r
324.6667,278.2857,82,1.3333,C#6,C#6,C#6,C#6,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,r,r,r
325.0,278.5714,82,1.5,E-5,E-5,E-5,E-5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G#4,r,r,r
325.3333,278.8571,82,1.6667,E-5,E-5,E-5,E-5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G4,r,r,r
325.6667,279.1429,82,1.8333,E-5,E-5,E-5,E-5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r
326.0,279.4286,82,2.0,C6,C6,C6,C6,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,r,r,r
326.3333,279.7143,82,2.1667,C6,C6,C6,C6,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,B-4,r,r,r
326.6667,280.0,82,2.3333,C6,C6,C6,C6,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,r,r,r
327.0,280.2857,82,2.5,C#5,C#5,C#5,C#5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G4,r,r,r
327.3333,280.5714,82,2.6667,C#5,C#5,C#5,C#5,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,r,r,r
327.6667,280.8572,82,2.8333,C#5,C#5,C#5,C#5,F5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r
328.0,281.1429,83,1.0,r,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,C#3,B-3,B-2
328.3333,281.4285,83,1.1667,r,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C#3,B-3,B-2
328.6667,281.7143,83,1.3333,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,B-3,B-2
329.0,282.0,83,1.5,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G3,C3,C2
329.3333,282.2857,83,1.6667,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,C3,C2
329.6667,282.5715,83,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,C3,C2
330.0,282.8571,83,2.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C3,G#3,G#2
330.3333,283.1428,83,2.1667,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,C3,G#3,G#2
330.6667,283.4286,83,2.3333,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,G#3,G#2
331.0,283.7143,83,2.5,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,F3,B-2,B-1
331.3333,284.0,83,2.6667,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F3,B-2,B-1
331.6667,284.2857,83,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,B-2,B-1
332.0,284.5714,84,1.0,G5,G5,G5,G5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,r,r,r
332.3333,284.8571,84,1.1667,G5,G5,G5,G5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,F4,r,r,r
332.6667,285.1429,84,1.3333,G5,G5,G5,G5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,r,r,r
333.0,285.4286,84,1.5,G#4,G#4,G#4,G#4,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,r,r,r
333.3333,285.7143,84,1.6667,G#4,G#4,G#4,G#4,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,C4,r,r,r
333.6667,286.0,84,1.8333,G#4,G#4,G#4,G#4,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r
334.0,286.2857,84,2.0,F5,F5,F5,F5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,D4,r,r,r
334.3333,286.5714,84,2.1667,F5,F5,F5,F5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,E-4,r,r,r
334.6667,286.8572,84,2.3333,F5,F5,F5,F5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,D4,r,r,r
335.0,287.1429,84,2.5,G4,G4,G4,G4,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C4,r,r,r
335.3333,287.4285,84,2.6667,G4,G4,G4,G4,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,B3,r,r,r
335.6667,287.7143,84,2.8333,G4,G4,G4,G4,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,r
336.0,288.0,85,1.0,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,C6,C5,C4,C4,C3
336.1667,288.1429,85,1.0833,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,C6,C5,C4,C4,C3
336.3333,288.2857,85,1.1667,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,C6,C#5,C#4,C#4,C#3
336.5,288.4286,85,1.25,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,C#6,C#5,C#4,C#4,C#3
336.6667,288.5715,85,1.3333,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,C6,C5,C4,C4,C3
336.8333,288.7143,85,1.4167,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,C6,C5,C4,C4,C3
337.0,288.8571,85,1.5,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,B-5,B-4,B-3,B-3,B-2
337.1667,289.0,85,1.5833,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,B-5,B-4,B-3,B-3,B-2
337.3333,289.1428,85,1.6667,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,B-5,G#4,G#3,G#3,G#2
337.5,289.2857,85,1.75,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,G#5,G#4,G#3,G#3,G#2
337.6667,289.4286,85,1.8333,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,G5,G4,G3,G3,G2
337.8333,289.5714,85,1.9167,C6,C6,C6,C6,C6,C5,C4,C3,C4,C4,C3,C3,C5,C4,C4,C4,C3,C3,r,G5,G4,G3,G3,G2
338.0,289.7143,85,2.0,C5,C5,C5,C5,C5,C5,C4,C4,C4,C4,C4,C4,C5,C5,C5,C4,C4,C4,r,G#5,G#4,G#3,G#3,G#2
338.3333,290.0,85,2.1667,C5,C5,C5,C5,C5,C5,C4,C4,C4,C4,C4,C4,C5,C5,C5,C4,C4,C4,r,B-5,B-4,B-3,B-3,B-2
338.6667,290.2857,85,2.3333,C5,C5,C5,C5,C5,C5,C4,C4,C4,C4,C4,C4,C5,C5,C5,C4,C4,C4,r,G#5,G#4,G#3,G#3,G#2
339.0,290.5714,85,2.5,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#3,C4,C4,C4,C4,G#4,G#4,G#4,G#3,G#3,G#3,r,G5,G4,G3,G3,G2
339.3333,290.8571,85,2.6667,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#3,C4,C4,C4,C4,G#4,G#4,G#4,G#3,G#3,G#3,r,F5,F4,F3,F3,F2
339.6667,291.1429,85,2.8333,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#3,C4,C4,C4,C4,G#4,G#4,G#4,G#3,G#3,G#3,r,E-5,E-4,E-3,E-3,E-2
340.0,291.4286,86,1.0,C#6,C#6,C#6,C#6,C#5,C#5,G#3,C#3,F4,C#4,G#3,C#3,C#5,C#4,C#4,F4,G#3,C#3,r,C#5,C#4,C#3,C#3,C#2
340.3333,291.7143,86,1.1667,C#6,C#6,C#6,C#6,C#5,C#5,G#3,C#3,F4,C#4,G#3,C#3,C#5,C#4,C#4,F4,G#3,C#3,r,E-5,E-4,E-3,E-3,E-2
340.6667,292.0,86,1.3333,C#6,C#6,C#6,C#6,C#5,C#5,G#3,C#3,F4,C#4,G#3,C#3,C#5,C#4,C#4,F4,G#3,C#3,r,C#5,C#4,C#3,C#3,C#2
341.0,292.2857,86,1.5,C#6,C#6,C#6,C#6,C#5,C#5,G#3,C#3,F4,C#4,G#3,C#3,C#5,C#4,C#4,F4,G#3,C#3,r,G#4,G#3,G#3,G#2,G#1
341.3333,292.5714,86,1.6667,C#6,C#6,C#6,C#6,C#5,C#5,B-3,F#3,F#4,C#4,B-3,F#3,C#5,C#4,C#4,C#4,B-3,F#3,r,F#4,F#4,F#3,F#2,F#1
341.6667,292.8572,86,1.8333,C#6,C#6,C#6,C#6,C#5,C#5,B-3,F#3,F#4,C#4,B-3,F#3,C#5,C#4,C#4,C#4,B-3,F#3,r,B-4,B-3,B-3,B-2,B-1
342.0,293.1429,86,2.0,C#6,C#6,C#6,C#6,C#5,C#5,G#3,C#3,F4,C#4,G#3,C#3,C#5,C#4,C#4,F4,G#3,C#3,r,C#5,C#4,C#3,C#3,C#2
342.3333,293.4285,86,2.1667,C#6,C#6,C#6,C#6,C#5,C#5,G#3,C#3,F4,C#4,G#3,C#3,C#5,C#4,C#4,F4,G#3,C#3,r,E-5,E-4,E-3,E-3,E-2
342.6667,293.7143,86,2.3333,C#6,C#6,C#6,C#6,C#5,C#5,G#3,C#3,F4,C#4,G#3,C#3,C#5,C#4,C#4,F4,G#3,C#3,r,F5,F4,F3,F3,F2
343.0,294.0,86,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#3,F#2
343.3333,294.2857,86,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#3,G#3,G#2
343.6667,294.5715,86,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,B-3,B-2
344.0,294.8571,87,1.0,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-4,r,r,E-4,E-4,r,r,r,E-4,E-4,r,r,C6,C5,C4,C4,C3
344.3333,295.1428,87,1.1667,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-4,r,r,E-4,E-4,r,r,r,E-4,E-4,r,r,C#6,C#5,C#4,C#4,C#3
344.6667,295.4286,87,1.3333,E-6,E-6,E-5,E-5,E-5,E-5,E-4,E-4,r,r,E-4,E-4,r,r,r,E-4,E-4,r,r,C6,C5,C4,C4,C3
345.0,295.7143,87,1.5,F5,F5,F4,F4,F4,F4,F3,F3,F4,F4,F3,F3,C4,C4,r,F3,F3,r,r,B-5,B-4,B-3,B-3,B-2
345.3333,296.0,87,1.6667,F5,F5,F4,F4,F4,F4,F3,F3,F4,F4,F3,F3,C4,C4,r,F3,F3,r,r,A5,A4,A3,A3,A2
345.6667,296.2857,87,1.8333,F5,F5,F4,F4,F4,F4,F3,F3,F4,F4,F3,F3,C4,C4,r,F3,F3,r,r,F6,F5,F4,F4,F3
346.0,296.5714,87,2.0,F6,F6,F5,F5,F5,F5,F4,F4,B-3,B-3,F4,F4,B-4,B-4,r,F4,F4,r,r,C#6,C#5,C#4,C#4,C#3
346.3333,296.8571,87,2.1667,F6,F6,F5,F5,F5,F5,F4,F4,B-3,B-3,F4,F4,B-4,B-4,r,F4,F4,r,r,E-6,E-5,E-4,E-4,E-3
346.6667,297.1429,87,2.3333,F6,F6,F5,F5,F5,F5,F4,F4,B-3,B-3,F4,F4,B-4,B-4,r,F4,F4,r,r,C#6,C#5,C#4,C#4,C#3
