qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1890.0,1906.0,U(Flute 2)&U(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&U(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(A Clarinet 2),P8(A Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),,,,U(Bass Trombone)&P8(Tuba),Main Part,,,,U(F Horn 4)&P8(Tuba),P8(F Horn 4)&P8(Bass Trombone),,U(Flute 1)&U(Flute 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1906.0,1921.0,,,P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2),P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2),U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 2),P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1),,,,U(Tenor Trombone 1),,U(Bass Trombone)&P8(Tuba),Main Part,U(Main),U(F Horn 2),,U(F Horn 4)&P8(Tuba),P8(F Horn 4)&P8(Bass Trombone),,U(Violin 2)&U(Viola)&U(Violoncello),U(Violin 1)&U(Viola)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Viola),
1921.0,1930.0,,,P8(Oboe 2),P8(Oboe 1),,P3(Tenor Trombone 2)&P8(Tuba),,,Main Part,U(Main),,,,,,P3(A Clarinet 2)&P3(Bass Trombone)&P3(Tuba),P3(Tenor Trombone 2),P8(A Clarinet 2)&P3(Tenor Trombone 2),,U(Violin 2)&U(Viola)&U(Violoncello),U(Violin 1)&U(Viola)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Viola),
1930.0,1934.0,U(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P3(Flute 1)&P3(Flute 2)&U(Oboe 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(F Trumpet 1)&P3(F Trumpet 2),P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P3(Contrabass),P3(A Clarinet 1)&P5(Bassoon 1)&P8(Bassoon 2)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P8(Contrabass),P3(A Clarinet 1)&P5(A Clarinet 2)&P5(Bassoon 2)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P5(Contrabass),P3(A Clarinet 1)&P8(A Clarinet 2)&P5(Bassoon 1)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&U(Contrabass),P3(F Horn 3),,P3(F Horn 1),,P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(F Trumpet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(F Trumpet 1),P3(Tenor Trombone 2)&P8(Bass Trombone)&P5(Tuba)&P5(Timpani),P3(Tenor Trombone 1)&P3(Bass Trombone)&P3(Tuba)&P3(Timpani),P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P5(Tuba)&P5(Timpani),P5(Tenor Trombone 1)&P3(Tenor Trombone 2)&P5(Bass Trombone)&P8(Timpani),P5(Tenor Trombone 1)&P3(Tenor Trombone 2)&P5(Bass Trombone)&P8(Tuba),Main Part,P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Main)&U(Viola)&U(Violoncello)&P3(Contrabass),P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Main)&U(Violin 2)&U(Violoncello)&P3(Contrabass),P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Main)&U(Violin 2)&U(Viola)&P3(Contrabass),P3(A Clarinet 1)&P8(A Clarinet 2)&P5(Bassoon 1)&U(Bassoon 2)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)
1934.0,1944.0,Main Part,U(Main)&P3(Oboe 1)&P3(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P3(Main)&P3(Flute 2)&U(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Contrabass),P3(Main)&P3(Flute 2)&U(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Contrabass),P3(A Clarinet 2)&P8(F Horn 1),P3(A Clarinet 1)&P3(F Horn 1),P3(Oboe 1)&P3(Oboe 2)&P5(F Horn 2),P3(Oboe 1)&P3(Oboe 2)&U(Contrabass),P8(A Clarinet 1)&P3(A Clarinet 2),P3(Oboe 1)&P3(Oboe 2)&P5(Bassoon 1),P5(F Horn 4),P5(F Horn 3),P8(Main)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(F Trumpet 2),P8(Main)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(F Trumpet 1),U(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba),U(Tenor Trombone 1)&P3(Bass Trombone)&P3(Tuba),P3(Tenor Trombone 1)&P3(Tenor Trombone 2)&P8(Tuba),P3(Tenor Trombone 1)&P3(Tenor Trombone 2)&P8(Bass Trombone),,U(Violin 2)&U(Viola)&U(Violoncello),U(Violin 1)&U(Viola)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Viola),P3(Oboe 1)&P3(Oboe 2)&U(Bassoon 2)
1944.0,1954.0,U(Flute 2),U(Flute 1),P8(Oboe 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P8(Oboe 1)&P3(F Trumpet 1)&P3(F Trumpet 2),,,P8(Bassoon 2),P8(Bassoon 1),U(F Horn 2),U(F Horn 1),U(F Horn 4),U(F Horn 3),P3(Oboe 1)&P3(Oboe 2)&U(F Trumpet 2),P3(Oboe 1)&P3(Oboe 2)&U(F Trumpet 1),Main Part,,P8(Tuba)&P8(Contrabass),P8(Bass Trombone)&U(Contrabass),,U(Violin 2)&U(Viola)&U(Violoncello),U(Violin 1)&U(Viola)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Viola),P8(Bass Trombone)&U(Tuba)
1954.0,1966.0,U(Flute 2)&U(Oboe 1)&P8(Oboe 2),U(Flute 1)&U(Oboe 1)&P8(Oboe 2),U(Flute 1)&U(Flute 2)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),,,,,,,,,U(F Trumpet 2),U(F Trumpet 1),,,,,P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P8(Contrabass),Main Part,P3(Timpani)&U(Main)&U(Viola)&U(Violoncello)&P3(Contrabass),P3(Timpani)&U(Main)&U(Violin 2)&U(Violoncello)&P3(Contrabass),P3(Timpani)&U(Main)&U(Violin 2)&U(Viola)&P3(Contrabass),P8(Timpani)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)
1966.0,1978.0,U(Flute 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Flute 1)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Oboe 2),U(Oboe 1),,,P8(Bassoon 2)&P8(Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Tuba)&P8(Contrabass),,,P8(F Horn 4),P8(F Horn 3),P8(Flute 1)&P8(Flute 2)&U(F Trumpet 2),P8(Flute 1)&P8(Flute 2)&U(F Trumpet 1),Main Part,,,P8(Bassoon 1)&P8(Bassoon 2)&U(Contrabass),,U(Violin 2)&U(Viola)&U(Violoncello),U(Violin 1)&U(Viola)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Violoncello),U(Violin 1)&U(Violin 2)&U(Viola),P8(Bassoon 1)&P8(Bassoon 2)&U(Tuba)
1978.0,1990.0,U(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Flute 1)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Oboe 2),U(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&U(F Trumpet 1)&U(F Trumpet 2),P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Contrabass),U(F Horn 2),U(F Horn 1),,,P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&U(A Clarinet 2)&U(F Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&U(A Clarinet 2)&U(F Trumpet 1),,,P8(Tuba),P8(Bass Trombone),,Main Part,U(Main)&U(Viola)&U(Violoncello),U(Main)&U(Violin 2)&U(Violoncello),U(Main)&U(Violin 2)&U(Viola),P8(Bassoon 1)&U(Bassoon 2)
1990.0,1994.0,U(Flute 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Flute 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(Oboe 2),P8(Oboe 1),P8(A Clarinet 2),P8(A Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),U(F Horn 2)&P5(F Horn 3)&P3(F Horn 4),U(F Horn 1)&P5(F Horn 3)&P3(F Horn 4),P5(F Horn 1)&P5(F Horn 2)&P3(F Horn 4),P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3),P8(Flute 1)&P8(Flute 2)&U(F Trumpet 2),P8(Flute 1)&P8(Flute 2)&U(F Trumpet 1),P3(Tenor Trombone 2),P3(Tenor Trombone 1),P8(Tuba)&P8(Contrabass),P8(Bass Trombone)&U(Contrabass),,Main Part,U(Main)&U(Viola)&U(Violoncello),U(Main)&U(Violin 2)&U(Violoncello),U(Main)&U(Violin 2)&U(Viola),P8(Bass Trombone)&U(Tuba)
1994.0,1998.0,Main Part,U(Main)&U(Oboe 1)&P8(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Main)&U(Flute 2)&P8(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(F Trumpet 1)&U(F Trumpet 2),P8(A Clarinet 2)&P3(Bass Trombone)&P3(Tuba)&P3(Contrabass),P8(A Clarinet 1)&P3(Bass Trombone)&P3(Tuba)&P3(Contrabass),P3(Bassoon 2)&U(F Horn 3)&P3(F Horn 4),P3(Bassoon 1)&P3(F Horn 3)&U(F Horn 4),U(F Horn 2),U(F Horn 1),U(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 4),P3(Bassoon 1)&U(Bassoon 2)&P3(F Horn 3),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(F Trumpet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(F Trumpet 1),P3(Tenor Trombone 2)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello),P3(Tenor Trombone 1),P3(A Clarinet 1)&P3(A Clarinet 2)&P8(Tuba)&P8(Contrabass),P3(A Clarinet 1)&P3(A Clarinet 2)&P8(Bass Trombone)&P8(Contrabass),,P3(Tenor Trombone 1)&U(Violin 2)&U(Viola)&U(Violoncello),P3(Tenor Trombone 1)&U(Violin 1)&U(Viola)&U(Violoncello),P3(Tenor Trombone 1)&U(Violin 1)&U(Violin 2)&U(Violoncello),P3(Tenor Trombone 1)&U(Violin 1)&U(Violin 2)&U(Viola),P3(A Clarinet 1)&P3(A Clarinet 2)&P8(Bass Trombone)&P8(Tuba)
1998.0,2002.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P3(Tenor Trombone 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P3(Tenor Trombone 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P3(Tenor Trombone 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(F Trumpet 1)&P8(F Trumpet 2)&P3(Tenor Trombone 2),P8(A Clarinet 2)&P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba)&P3(Contrabass),P8(A Clarinet 1)&P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba)&P3(Contrabass),,,Main Part,U(Main)&U(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello),P5(F Horn 4),P5(F Horn 3),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(F Trumpet 2)&P3(Tenor Trombone 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(F Trumpet 1)&P3(Tenor Trombone 2),P8(A Clarinet 1)&P8(A Clarinet 2)&P3(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba)&P3(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P5(Bass Trombone)&P5(Tuba)&P5(Contrabass),P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P8(Tuba)&U(Contrabass),P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P8(Bass Trombone)&P8(Contrabass),,U(Main)&U(F Horn 2)&U(Violin 2)&U(Viola)&U(Violoncello),U(Main)&U(F Horn 2)&U(Violin 1)&U(Viola)&U(Violoncello),U(Main)&U(F Horn 2)&U(Violin 1)&U(Violin 2)&U(Violoncello),U(Main)&U(F Horn 2)&U(Violin 1)&U(Violin 2)&U(Viola),P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&U(Bass Trombone)&P8(Tuba)
2002.0,2016.0,U(Flute 2)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Flute 1)&P8(F Trumpet 1)&P8(F Trumpet 2),U(Oboe 2),U(Oboe 1),P8(A Clarinet 2),P8(A Clarinet 1),P8(Bassoon 2)&P8(Bass Trombone)&P8(Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Bass Trombone)&P8(Tuba)&U(Contrabass),,,,,P8(Flute 1)&P8(Flute 2)&P8(F Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(F Trumpet 1),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone)&P8(Contrabass),,Main Part,U(Main)&U(Viola)&U(Violoncello),U(Main)&U(Violin 2)&U(Violoncello),U(Main)&U(Violin 2)&U(Viola),P8(Bassoon 1)&U(Bassoon 2)&P8(Bass Trombone)&P8(Tuba)
2016.0,2026.0,U(Flute 2),U(Flute 1),U(Oboe 2),U(Oboe 1),P8(A Clarinet 2),P8(A Clarinet 1),,,,,,,,,,,P8(Tuba)&P8(Contrabass),P8(Bass Trombone)&U(Contrabass),,Main Part,U(Main)&U(Viola)&U(Violoncello),U(Main)&U(Violin 2)&U(Violoncello),U(Main)&U(Violin 2)&U(Viola),P8(Bass Trombone)&U(Tuba)
2026.0,2034.0,U(Flute 2)&P8(F Trumpet 1),U(Flute 1)&P8(F Trumpet 1),U(Oboe 2),U(Oboe 1),U(A Clarinet 2)&U(F Trumpet 2)&U(Main)&U(Violin 2)&U(Viola)&U(Violoncello),U(A Clarinet 1)&U(F Trumpet 2)&U(Main)&U(Violin 2)&U(Viola)&U(Violoncello),U(Bassoon 2)&U(F Horn 2),U(Bassoon 1)&U(F Horn 2),,U(Bassoon 1)&U(Bassoon 2),,,P8(Flute 1)&P8(Flute 2),U(A Clarinet 1)&U(A Clarinet 2)&U(Main)&U(Violin 2)&U(Viola)&U(Violoncello),,,,P8(Contrabass),,Main Part,U(A Clarinet 1)&U(A Clarinet 2)&U(F Trumpet 2)&U(Main)&U(Viola)&U(Violoncello),U(A Clarinet 1)&U(A Clarinet 2)&U(F Trumpet 2)&U(Main)&U(Violin 2)&U(Violoncello),U(A Clarinet 1)&U(A Clarinet 2)&U(F Trumpet 2)&U(Main)&U(Violin 2)&U(Viola),P8(Tuba)
2034.0,2042.0,U(Flute 2)&P8(Main),U(Flute 1)&P8(Main),,,U(A Clarinet 2)&U(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello),U(A Clarinet 1)&U(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello),U(Bassoon 2),U(Bassoon 1),,P3(Tuba)&P3(Contrabass),,P3(Tenor Trombone 2),Main Part,,,P3(F Horn 4),,P3(F Horn 2)&P8(Contrabass),,U(A Clarinet 1)&U(A Clarinet 2)&U(Violin 2)&U(Viola)&U(Violoncello),U(A Clarinet 1)&U(A Clarinet 2)&U(Violin 1)&U(Viola)&U(Violoncello),U(A Clarinet 1)&U(A Clarinet 2)&U(Violin 1)&U(Violin 2)&U(Violoncello),U(A Clarinet 1)&U(A Clarinet 2)&U(Violin 1)&U(Violin 2)&U(Viola),P3(F Horn 2)&P8(Tuba)
2042.0,2050.0,U(Flute 2)&P8(Main)&P8(F Trumpet 2),U(Flute 1)&P8(Main)&P8(F Trumpet 2),,,P8(A Clarinet 2)&U(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello),P8(A Clarinet 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello),U(Bassoon 2),U(Bassoon 1),,,,,Main Part,P8(Flute 1)&P8(Flute 2)&P8(Main),,,P8(Tuba)&P8(Contrabass),P8(Bass Trombone)&U(Contrabass),,U(A Clarinet 1)&P8(A Clarinet 2)&U(Violin 2)&U(Viola)&U(Violoncello),U(A Clarinet 1)&P8(A Clarinet 2)&U(Violin 1)&U(Viola)&U(Violoncello),U(A Clarinet 1)&P8(A Clarinet 2)&U(Violin 1)&U(Violin 2)&U(Violoncello),U(A Clarinet 1)&P8(A Clarinet 2)&U(Violin 1)&U(Violin 2)&U(Viola),P8(Bass Trombone)&U(Tuba)
2050.0,2058.0,U(Flute 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello),U(Flute 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello),P3(Oboe 2)&P3(Timpani),P3(Oboe 1)&P8(Timpani),,,P8(Bassoon 2)&P8(Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Tuba)&P8(Contrabass),P5(Tenor Trombone 1)&P8(Tenor Trombone 2)&P7(Bass Trombone),,,,Main Part,,P5(F Horn 1)&P5(Tenor Trombone 2)&P3(Bass Trombone),P8(F Horn 1)&P5(Tenor Trombone 1)&P7(Bass Trombone),P7(F Horn 1)&P3(Tenor Trombone 1)&P7(Tenor Trombone 2),P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P3(Oboe 1)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&U(Violin 2)&U(Viola)&P8(Violoncello),P8(Flute 1)&P8(Flute 2)&U(Violin 1)&U(Viola)&P8(Violoncello),P8(Flute 1)&P8(Flute 2)&U(Violin 1)&U(Violin 2)&P8(Violoncello),P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(Bassoon 1)&P8(Bassoon 2)&P8(Tuba)
2058.0,2066.0,Main Part,U(Main),U(Violin 1)&U(Violin 2)&U(Viola),P3(F Trumpet 1),P5(A Clarinet 2)&P3(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),P5(A Clarinet 1)&P3(F Trumpet 1)&P5(F Trumpet 2)&P5(Timpani),U(Bassoon 2),U(Bassoon 1),,,,,P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(F Trumpet 2)&P3(Timpani),U(A Clarinet 1)&P5(A Clarinet 2)&P3(F Trumpet 1)&P8(Timpani),,,,,P8(A Clarinet 1)&P5(A Clarinet 2)&P3(F Trumpet 1)&P8(F Trumpet 2),U(Oboe 1)&U(Violin 2)&U(Viola),U(Oboe 1)&U(Violin 1)&U(Viola),U(Oboe 1)&U(Violin 1)&U(Violin 2),,
2066.0,2070.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Violin 1)&U(Violin 2)&U(Viola),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Violin 1)&U(Violin 2)&U(Viola),P5(A Clarinet 2)&P5(F Horn 1)&P8(F Horn 2)&P2(F Horn 4)&P8(Timpani),P5(A Clarinet 1)&U(F Horn 1)&P5(F Horn 2)&P4(F Horn 4)&P5(Timpani),U(Bassoon 2),U(Bassoon 1),P5(A Clarinet 1)&U(A Clarinet 2)&P5(F Horn 2)&P4(F Horn 4)&P5(Timpani),P8(A Clarinet 1)&P5(A Clarinet 2)&P5(F Horn 1)&P2(F Horn 4)&P8(Timpani),,P2(A Clarinet 1)&P4(A Clarinet 2)&P4(F Horn 1)&P2(F Horn 2)&P2(Timpani),Main Part,,U(Tenor Trombone 2)&U(Violoncello),U(Tenor Trombone 1)&U(Violoncello),,,P8(A Clarinet 1)&P5(A Clarinet 2)&P5(F Horn 1)&P8(F Horn 2)&P2(F Horn 4),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Violin 2)&U(Viola),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Violin 1)&U(Viola),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Violin 1)&U(Violin 2),U(Tenor Trombone 1)&U(Tenor Trombone 2),
2070.0,2075.0,U(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Viola),U(Flute 1)&P8(Main)&P8(Oboe 2)&P8(Viola),Main Part,P8(Flute 1)&P8(Flute 2)&U(Main)&U(Viola),P5(A Clarinet 2)&P5(F Trumpet 2)&P2(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba)&P8(Timpani)&P3(Contrabass),P5(A Clarinet 1)&U(F Trumpet 2)&P4(Tenor Trombone 2)&P7(Bass Trombone)&P7(Tuba)&P5(Timpani)&P7(Contrabass),,P4(Tenor Trombone 2),P4(F Horn 4),,,P4(F Horn 1),,P5(A Clarinet 1)&U(A Clarinet 2)&P4(Tenor Trombone 2)&P7(Bass Trombone)&P7(Tuba)&P5(Timpani)&P7(Contrabass),,P2(A Clarinet 1)&P4(A Clarinet 2)&P4(Bassoon 2)&P4(F Trumpet 2)&P4(Bass Trombone)&P4(Tuba)&P2(Timpani)&P4(Contrabass),P3(A Clarinet 1)&P7(A Clarinet 2)&P7(F Trumpet 2)&P4(Tenor Trombone 2)&P8(Tuba)&P3(Timpani)&P8(Contrabass),P3(A Clarinet 1)&P7(A Clarinet 2)&P7(F Trumpet 2)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P3(Timpani)&P8(Contrabass),P8(A Clarinet 1)&P5(A Clarinet 2)&P5(F Trumpet 2)&P2(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba)&P3(Contrabass),U(Violin 2),U(Violin 1),P8(Flute 1)&P8(Flute 2)&U(Main)&U(Oboe 2),,P3(A Clarinet 1)&P7(A Clarinet 2)&P7(F Trumpet 2)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P8(Tuba)&P3(Timpani)
2075.0,2090.0,U(Flute 2)&P5(Bassoon 1)&P5(Bassoon 2),U(Flute 1)&P5(Bassoon 1)&P5(Bassoon 2),P8(Oboe 2),P8(Oboe 1),P8(A Clarinet 2)&P8(Viola),P8(A Clarinet 1)&U(Viola),P5(Flute 1)&P5(Flute 2)&P8(Bassoon 2),P5(Flute 1)&P5(Flute 2)&P8(Bassoon 1),P3(Timpani)&P3(Violoncello)&P3(Contrabass),P5(F Horn 3)&P5(F Horn 4),P5(F Horn 2)&P8(F Horn 4),P5(F Horn 2)&P8(F Horn 3),P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba),,P8(F Trumpet 1)&P3(Tenor Trombone 2)&P5(Bass Trombone)&P5(Tuba),P3(F Trumpet 1)&P3(Tenor Trombone 1),P5(F Trumpet 1)&P5(Tenor Trombone 1)&P8(Tuba),P5(F Trumpet 1)&P5(Tenor Trombone 1)&P8(Bass Trombone),P3(F Horn 1),Main Part,U(Main),P8(A Clarinet 1)&U(A Clarinet 2),P3(F Horn 1)&P8(Contrabass),P3(F Horn 1)&P8(Violoncello)
2090.0,2107.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2),P8(Main)&P8(Flute 2)&P8(Oboe 2),P8(Main)&P8(Flute 2)&P8(Oboe 1),,,P8(Bassoon 2)&U(F Horn 4)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)&U(Contrabass),,,,U(Bassoon 1)&P8(Bassoon 2)&U(Timpani)&U(Violoncello)&P8(Contrabass),,,,,,,U(Bassoon 1)&P8(Bassoon 2)&U(F Horn 4)&U(Violoncello)&P8(Contrabass),U(Violin 2),U(Violin 1),,U(Bassoon 1)&P8(Bassoon 2)&U(F Horn 4)&U(Timpani)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(F Horn 4)&P8(Timpani)&P8(Violoncello)
