qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
177.5,213.0,60,1.5,B5,A5,B5,B5,G5,C4,A3,A2,A3
178.0,213.6,60,2.0,C6,r,C6,C6,A5,F4,A2,A1,A2
178.5,214.2,60,2.5,C6,A5,C6,C6,A5,F4,A2,A1,A2
179.0,214.8,60,3.0,r,B5,r,r,r,r,r,r,r
179.5,215.4,60,3.5,r,C6,r,r,r,r,r,r,r
180.0,216.0,61,1.0,E-5,E-5,E-5,E-5,B4,F#4,B2,B1,B2
181.0,217.2,61,2.0,E5,B5,G5,r,r,r,r,r,r
181.5,217.8,61,2.5,E5,B5,A5,r,r,r,r,r,r
182.0,218.4,61,3.0,D5,B5,F#5,r,r,r,r,r,r
182.5,219.0,61,3.5,D5,B5,G5,r,r,r,r,r,r
183.0,219.6,62,1.0,C#5,B5,F5,r,r,r,r,r,r
183.5,220.2,62,1.5,C#5,B5,G#5,r,r,r,r,r,r
184.0,220.8,62,2.0,F#5,B-5,F#5,r,r,r,r,r,r
184.5,221.4,62,2.5,F#5,B-5,G5,r,r,r,r,r,r
185.0,222.0,62,3.0,F#4,A5,E5,r,r,r,r,r,r
185.5,222.6,62,3.5,F#4,A5,F#5,r,r,r,r,r,r
186.0,223.2,63,1.0,B4,A5,E-5,r,r,r,r,r,r
186.5,223.8,63,1.5,B4,A5,F#5,r,r,r,r,r,r
187.0,224.4,63,2.0,E5,G#5,E5,r,r,r,r,r,r
187.5,225.0,63,2.5,E5,G#5,F#5,r,r,r,r,r,r
188.0,225.6,63,3.0,E4,G5,D5,r,r,r,r,r,r
188.5,226.2,63,3.5,E4,G5,E5,r,r,r,r,r,r
189.0,226.8,64,1.0,A4,G5,C#5,r,r,r,r,r,r
189.5,227.4,64,1.5,A4,G5,E5,r,r,r,r,r,r
190.0,228.0,64,2.0,D5,F#5,D5,r,r,r,r,r,r
190.5,228.6,64,2.5,D5,F#5,E5,r,r,r,r,r,r
191.0,229.2,64,3.0,D4,F5,C5,r,r,r,r,r,r
191.5,229.8,64,3.5,D4,F5,D5,r,r,r,r,r,r
192.0,230.4,65,1.0,G4,F5,B4,r,r,r,r,r,r
192.5,231.0,65,1.5,G4,F5,C6,r,r,r,r,r,r
193.0,231.6,65,2.0,A4,E-5,B5,r,r,r,r,r,r
193.5,232.2,65,2.5,B4,E-5,A5,r,r,r,r,r,r
194.0,232.8,65,3.0,C5,E5,G5,r,r,r,r,r,r
194.5,233.4,65,3.5,C6,E5,E-5,C6,E-5,A4,F#3,F#2,F#3
195.0,234.0,66,1.0,B5,E5,E5,B5,E5,B4,G3,G2,G3
195.5,234.6,66,1.5,A5,F#5,C6,A5,C6,C5,A3,A2,A3
196.0,235.2,66,2.0,G5,G5,E-5,G5,E-5,B4,B3,B2,B3
197.0,236.4,66,3.0,F#5,F#5,E-5,F#5,E-5,A4,B2,B1,B2
197.5,237.0,66,3.5,E5,E5,E5,E5,E5,A4,B2,B1,B2
198.0,237.6,67,1.0,E5,E5,E5,E5,E5,G4,E3,E2,E3
200.0,240.0,67,3.0,B5,B5,F#5,B5,F#5,B4,D3,D2,D3
201.25,241.5,68,1.25,r,B4,r,r,r,r,r,r,r
201.5,241.8,68,1.5,r,C5,r,r,r,r,r,r,r
201.75,242.1,68,1.75,r,D5,r,r,r,r,r,r,r
202.0,242.4,68,2.0,r,E5,r,r,r,r,r,r,r
202.25,242.7,68,2.25,r,F#5,r,r,r,r,r,r,r
202.5,243.0,68,2.5,r,G5,r,r,r,r,r,r,r
202.75,243.3,68,2.75,r,A5,r,r,r,r,r,r,r
203.0,243.6,68,3.0,r,B5,r,r,r,r,r,r,r
203.25,243.9,68,3.25,r,C6,r,r,r,r,r,r,r
203.5,244.2,68,3.5,r,D6,r,r,r,r,r,r,r
203.75,244.5,68,3.75,r,B5,r,r,r,r,r,r,r
204.0,244.8,69,1.0,r,E6,r,r,r,r,r,r,r
204.25,245.1,69,1.25,r,D6,r,r,r,r,r,r,r
204.5,245.4,69,1.5,r,C6,r,r,r,r,r,r,r
204.75,245.7,69,1.75,r,B5,r,r,r,r,r,r,r
205.0,246.0,69,2.0,r,A5,r,r,r,r,r,r,r
205.25,246.3,69,2.25,r,G5,r,r,r,r,r,r,r
205.5,246.6,69,2.5,r,F#5,r,r,r,r,r,r,r
205.75,246.9,69,2.75,r,E5,r,r,r,r,r,r,r
206.0,247.2,69,3.0,r,E-5,r,r,r,r,r,r,r
206.25,247.5,69,3.25,r,E5,r,r,r,r,r,r,r
206.5,247.8,69,3.5,r,E-5,r,r,r,r,r,r,r
206.75,248.1,69,3.75,r,E5,r,r,r,r,r,r,r
208.0,249.6,70,2.0,A5,A5,E5,A5,E5,C5,C3,C2,C3
210.0,252.0,71,1.0,B5,B5,E-5,B5,E-5,F#4,B2,B1,B2
