qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1360.0,485.7143,271,3.0,G6,G5,G5,G5,G5,G4,G4,G3,G2,G2,C4,C3,C5,C4,r,r,r,C3,C6,C6,G4,G3,G2
1360.5,485.8929,271,3.5,G6,G5,G5,G5,G5,G4,G4,G3,G2,G2,C4,C3,C5,C4,r,r,r,C3,C6,C6,G4,G3,G2
1361.0,486.0714,271,4.0,G#6,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#2,G#2,C4,C3,C5,C4,r,r,r,C3,C6,C6,G#4,G#3,G#2
1361.5,486.25,271,4.5,G#6,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#2,G#2,C4,C3,C5,C4,r,r,r,C3,C6,C6,G#4,G#3,G#2
1362.0,486.4286,272,1.0,A6,A5,A5,A5,A5,A4,A4,A3,A2,A2,C4,C3,C5,C4,r,r,r,C3,C6,C6,A4,A3,A2
1362.25,486.5179,272,1.25,A6,A5,A5,A5,A5,A4,A4,A3,A2,A2,C4,C3,C5,C4,r,r,r,C3,C6,C6,A4,A3,A2
1362.5,486.6071,272,1.5,A6,A5,A5,A5,A5,A4,A4,A3,A2,A2,C4,C3,C5,C4,r,r,r,C3,B5,B5,A4,A3,A2
1362.75,486.6964,272,1.75,A6,A5,A5,A5,A5,A4,A4,A3,A2,A2,C4,C3,C5,C4,r,r,r,C3,A5,A5,A4,A3,A2
1363.0,486.7857,272,2.0,B6,B5,B5,B5,B5,B4,B4,B3,B2,B2,C4,C3,C5,C4,r,r,r,C3,G5,G5,B4,B3,B2
1363.25,486.875,272,2.25,B6,B5,B5,B5,B5,B4,B4,B3,B2,B2,C4,C3,C5,C4,r,r,r,C3,F5,F5,B4,B3,B2
1363.5,486.9643,272,2.5,B6,B5,B5,B5,B5,B4,B4,B3,B2,B2,C4,C3,C5,C4,r,r,r,C3,E5,E5,B4,B3,B2
1363.75,487.0536,272,2.75,B6,B5,B5,B5,B5,B4,B4,B3,B2,B2,C4,C3,C5,C4,r,r,r,C3,D5,D5,B4,B3,B2
1364.0,487.1429,272,3.0,C7,C6,C6,C6,C6,C5,C5,C4,C3,C3,C4,C3,C5,C4,r,r,r,C3,C5,C5,C5,C4,C3
1364.25,487.2321,272,3.25,B6,B5,B5,B5,C6,C5,C5,C4,C3,C3,C4,C3,C5,C4,r,r,r,C3,B4,B4,C5,C4,C3
1364.5,487.3214,272,3.5,A6,A5,A5,A5,C5,G4,E4,E3,C3,C2,C4,C3,C5,C4,r,r,r,C3,A4,A4,E3,C3,C2
1364.75,487.4107,272,3.75,G6,G5,G5,G5,C5,G4,E4,E3,C3,C2,C4,C3,C5,C4,r,r,r,C3,G4,G4,E3,C3,C2
1365.0,487.5,272,4.0,F6,F5,F5,F5,C5,F4,D4,F3,D3,D2,C4,C3,C5,C4,r,r,r,C3,F4,F4,F3,D3,D2
1365.25,487.5893,272,4.25,E6,E5,E5,E5,C5,F4,D4,F3,D3,D2,C4,C3,C5,C4,r,r,r,C3,E4,E4,F3,D3,D2
1365.5,487.6786,272,4.5,D6,D5,D5,D5,C5,E4,C4,G3,E3,E2,C4,C3,C5,C4,r,r,r,C3,D4,D4,G3,E3,E2
1365.75,487.7679,272,4.75,C6,C5,C5,C5,C5,E4,C4,G3,E3,E2,C4,C3,C5,C4,r,r,r,C3,C4,C4,G3,E3,E2
1366.0,487.8571,273,1.0,F6,D6,F5,F5,D5,A4,F4,A3,F3,F2,C4,C3,C5,C4,r,r,r,C3,F4,D4,A3,F3,F2
1370.0,489.2857,274,1.0,D6,D6,B5,D5,B4,D4,B3,G3,G2,G2,G3,G2,G4,G3,r,r,r,G2,D4,B3,G3,G3,G2
1374.0,490.7143,275,1.0,r,r,r,C5,r,C5,G4,C4,E3,r,r,r,r,r,r,r,r,r,r,r,G3,r,r
1376.0,491.4286,275,3.0,r,r,r,C5,r,C5,F4,C4,E3,r,r,r,r,r,r,r,r,r,r,G#3,F3,r,r
1377.0,491.7857,275,4.0,r,r,r,B4,r,B4,F4,B3,D3,r,D4,D4,r,r,r,r,r,r,r,G#3,B3,r,r
1378.0,492.1429,276,1.0,r,r,r,A4,r,A4,F#4,A3,C3,r,C4,C4,r,r,r,r,r,r,r,A3,C4,E-4,r
1379.0,492.5,276,2.0,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,r,r,r,D4,r
1380.0,492.8571,276,3.0,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,r,r,r,D4,r
1380.5,493.0357,276,3.5,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,G4,r,r,D4,r
1380.75,493.125,276,3.75,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,A4,r,r,D4,r
1381.0,493.2143,276,4.0,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,B4,r,r,D4,r
1381.25,493.3036,276,4.25,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,C5,r,r,D4,r
1381.5,493.3929,276,4.5,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,D5,r,r,D4,r
1381.75,493.4821,276,4.75,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,B4,r,r,D4,r
1382.0,493.5714,277,1.0,r,r,r,C5,r,C5,G4,C4,E3,r,r,r,r,r,r,r,r,r,C5,r,G3,r,r
1384.0,494.2857,277,3.0,r,r,r,C5,r,C5,F4,C4,E3,r,r,r,r,r,r,r,r,r,r,G#3,F3,r,r
1385.0,494.6429,277,4.0,r,r,r,B4,r,B4,F4,B3,D3,r,D4,D4,r,r,r,r,r,r,r,G#3,B3,r,r
1386.0,495.0,278,1.0,r,r,r,A4,r,A4,F#4,A3,C3,r,C4,C4,r,r,r,r,r,r,r,A3,C4,E-4,r
1387.0,495.3571,278,2.0,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,r,r,r,D4,r
1388.0,495.7143,278,3.0,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,r,r,r,D4,r
1388.5,495.8929,278,3.5,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,G4,r,r,D4,r
1388.75,495.9821,278,3.75,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,A4,r,r,D4,r
1389.0,496.0714,278,4.0,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,B4,r,r,D4,r
1389.25,496.1607,278,4.25,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,C5,r,r,D4,r
1389.5,496.25,278,4.5,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,D5,r,r,D4,r
1389.75,496.3393,278,4.75,r,r,r,G4,r,G4,G4,B3,B2,r,D4,G3,r,r,r,r,r,r,E5,r,r,D4,r
1390.0,496.4286,279,1.0,r,r,r,F5,r,F5,C5,C4,A3,r,F4,r,r,r,r,r,r,r,F5,r,r,r,r
1392.0,497.1429,279,3.0,r,r,r,F5,r,F5,B-4,B-3,A3,r,F4,r,r,r,r,r,r,r,r,C#5,C#4,r,r
1393.0,497.5,279,4.0,r,r,r,E5,r,E5,B-4,B-3,G3,r,E4,E4,r,r,r,r,r,r,r,C#5,C#4,r,r
1394.0,497.8571,280,1.0,r,r,r,D5,r,D5,A4,A3,F3,r,D4,D4,r,r,r,r,r,r,r,D5,D4,r,r
1395.0,498.2143,280,2.0,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,E4,r,r,r,r,r,r,r,B-3,G3,r,r
1396.0,498.5714,280,3.0,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,r,r,r,r,r,r,r,r,B-3,G3,r,r
1396.5,498.75,280,3.5,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,r,r,r,r,r,r,r,C#5,B-3,G3,r,r
1396.75,498.8393,280,3.75,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,r,r,r,r,r,r,r,D5,B-3,G3,r,r
1397.0,498.9286,280,4.0,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,r,r,r,r,r,r,r,E5,B-3,G3,r,r
1397.25,499.0179,280,4.25,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,r,r,r,r,r,r,r,F5,B-3,G3,r,r
1397.5,499.1071,280,4.5,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,r,r,r,r,r,r,r,G5,B-3,G3,r,r
1397.75,499.1964,280,4.75,r,B-5,r,C#5,r,C#5,r,C#4,E3,r,G4,r,r,r,r,r,r,r,E5,B-3,G3,r,r
1398.0,499.2857,281,1.0,r,A5,r,D5,r,D5,A4,D4,F3,r,F4,D4,r,r,r,r,r,r,A5,A3,F3,r,r
1400.0,500.0,281,3.0,r,A5,r,F5,r,A4,F4,D3,D3,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r
1400.25,500.0893,281,3.25,r,A5,r,F5,r,A4,F4,D3,D3,r,F4,D4,r,r,r,r,r,r,A4,r,r,r,r
1400.5,500.1786,281,3.5,r,A5,r,F5,r,A4,F4,D3,D3,r,F4,D4,r,r,r,r,r,r,B4,r,r,r,r
1400.75,500.2679,281,3.75,r,A5,r,F5,r,A4,F4,D3,D3,r,F4,D4,r,r,r,r,r,r,C#5,r,r,r,r
1401.0,500.3571,281,4.0,r,A5,r,F5,r,A4,F4,D3,D3,r,F4,D4,r,r,r,r,r,r,D5,r,r,r,r
1401.25,500.4464,281,4.25,r,A5,r,F5,r,A4,F4,D3,D3,r,F4,D4,r,r,r,r,r,r,E5,r,r,r,r
1401.5,500.5357,281,4.5,r,A5,r,F5,r,A4,F4,D3,D3,r,F4,D4,r,r,r,r,r,r,F5,r,r,r,r
1401.75,500.625,281,4.75,r,F5,r,D5,r,F4,D4,F3,F3,r,F4,D4,r,r,r,r,r,r,D5,r,r,r,r
1402.0,500.7143,282,1.0,r,E5,r,C5,r,E4,C4,G3,G3,r,E4,C4,r,r,r,r,r,r,G5,r,r,r,r
1404.0,501.4286,282,3.0,r,F5,r,D5,r,F4,D4,G2,G2,r,F4,D4,r,r,r,r,r,r,r,r,r,r,r
1404.5,501.6071,282,3.5,r,F5,r,D5,r,F4,D4,G2,G2,r,F4,D4,r,r,r,r,r,r,D5,D4,r,r,r
1404.75,501.6964,282,3.75,r,F5,r,D5,r,F4,D4,G2,G2,r,F4,D4,r,r,r,r,r,r,E5,E4,r,r,r
1405.0,501.7857,282,4.0,r,F5,r,D5,r,F4,D4,G2,G2,r,F4,D4,r,r,r,r,r,r,F5,F4,r,r,r
1405.25,501.875,282,4.25,r,F5,r,D5,r,F4,D4,G2,G2,r,F4,D4,r,r,r,r,r,r,G5,G4,r,r,r
1405.5,501.9643,282,4.5,r,F5,r,D5,r,F4,D4,G2,G2,r,F4,D4,r,r,r,r,r,r,A5,A4,r,r,r
1405.75,502.0536,282,4.75,r,D5,r,B4,r,D4,B3,G2,G2,r,D4,G3,r,r,r,r,r,r,B5,B4,r,r,r
1406.0,502.1429,283,1.0,r,C6,C6,G5,C5,G4,G4,G3,E3,E2,C4,E3,C5,C4,C5,C4,E3,C3,C6,C5,G4,E3,E2
1409.0,503.2143,283,4.0,r,B5,B5,F5,B4,B4,F4,B3,D3,D2,D4,G3,G4,G3,B4,B3,D3,G2,B5,B4,F4,D3,D2
1410.0,503.5714,284,1.0,r,A5,A5,F5,C5,A4,F4,C4,C3,C2,C4,C3,G4,G3,A4,A3,C3,G2,A5,A4,F4,C3,C2
1411.0,503.9286,284,2.0,r,G5,G5,F5,D5,G4,F4,B3,B2,B1,F4,D4,G4,G3,G4,G3,B2,G2,G5,G4,F4,B2,B1
1412.0,504.2857,284,3.0,r,G5,G5,F5,D5,G4,F4,B3,B2,B1,F4,D4,G4,G3,G4,G3,B2,G2,G5,G4,F4,B2,B1
1413.0,504.6429,284,4.0,r,G5,G5,F5,D5,G4,F4,B3,B2,B1,F4,D4,G4,G3,G4,G3,B2,G2,G5,G4,F4,B2,B1
1414.0,505.0,285,1.0,r,C6,C6,G5,C5,C5,G4,G3,E3,E2,C4,E3,C5,C4,C5,C4,E3,C3,C6,C5,G4,E3,E2
1417.0,506.0714,285,4.0,r,B5,B5,F5,B4,B4,F4,B3,D3,D2,D4,G3,G4,G3,B4,B3,D3,G2,B5,B4,F4,D3,D2
1418.0,506.4286,286,1.0,r,A5,A5,F5,C5,A4,F4,C4,C3,C2,C4,C3,G4,G3,A4,A3,C3,G2,A5,A4,F4,C3,C2
1419.0,506.7857,286,2.0,r,G5,G5,F5,D5,G4,F4,B3,B2,B1,F4,D4,G4,G3,G4,G3,B2,G2,G5,G4,F4,B2,B1
1420.0,507.1429,286,3.0,r,G5,G5,F5,D5,G4,F4,B3,B2,B1,F4,D4,G4,G3,G4,G3,B2,G2,G5,G4,F4,B2,B1
1421.0,507.5,286,4.0,r,G5,G5,F5,D5,G4,F4,B3,B2,B1,F4,D4,G4,G3,G4,G3,B2,G2,G5,G4,F4,B2,B1
1422.0,507.8571,287,1.0,r,F6,D6,G5,F5,D5,F4,B3,B2,B1,D4,G3,G4,G3,F4,D4,B2,G2,F6,F5,D4,B2,B1
1425.0,508.9286,287,4.0,r,E6,C6,G5,E5,C5,E4,C4,C3,C2,C4,E3,C5,C4,E4,C4,C3,C3,E6,E5,C4,C3,C2
1426.0,509.2857,288,1.0,r,D6,A5,A5,D5,D5,A4,F3,F2,F1,C4,C3,C5,C4,D4,A3,F3,C3,D6,D5,A3,F2,F1
1427.0,509.6429,288,2.0,r,C#6,B-5,B-5,C#5,B-4,G4,G3,E3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,C#6,C#5,B-3,E2,E1
1428.0,510.0,288,3.0,r,C#6,B-5,B-5,C#5,B-4,G4,G3,E3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,C#6,C#5,B-3,E2,E1
1429.0,510.3571,288,4.0,r,C#6,B-5,B-5,C#5,B-4,G4,G3,E3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,C#6,C#5,B-3,E2,E1
1430.0,510.7143,289,1.0,r,C#6,B-5,B-5,C#5,B-4,G4,G3,E3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,C#6,C#5,B-3,E2,E1
1431.0,511.0714,289,2.0,r,E6,C#6,C#6,B-5,C#5,B-4,B-3,G3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,E6,E5,B-3,E2,E1
1432.0,511.4286,289,3.0,r,E6,C#6,C#6,B-5,C#5,B-4,B-3,G3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,E6,E5,B-3,E2,E1
1433.0,511.7857,289,4.0,r,E6,C#6,C#6,B-5,C#5,B-4,B-3,G3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,E6,E5,B-3,E2,E1
1434.0,512.1429,290,1.0,r,E6,C#6,C#6,B-5,C#5,B-4,B-3,G3,E1,E4,E3,G4,G3,B-4,G3,E3,G2,E6,E5,B-3,E2,E1
1435.0,512.5,290,2.0,r,G6,E6,C#6,B-5,C#5,B-4,C#4,B-3,E1,E4,E3,E5,E4,B-4,B-3,E3,G2,G6,B-5,B-3,E2,E1
1436.0,512.8571,290,3.0,r,G6,E6,C#6,B-5,C#5,B-4,C#4,B-3,E1,E4,E3,E5,E4,B-4,B-3,E3,G2,G6,B-5,B-3,E2,E1
1437.0,513.2143,290,4.0,r,G6,E6,C#6,B-5,C#5,B-4,C#4,B-3,E1,E4,E3,E5,E4,B-4,B-3,E3,G2,G6,B-5,B-3,E2,E1
1438.0,513.5714,291,1.0,r,G6,E6,C#6,B-5,C#5,B-4,C#4,B-3,F1,E4,E4,E5,E4,B-4,B-3,F3,r,G6,B-5,B-3,F2,F1
1440.0,514.2857,291,3.0,r,G6,E6,C#6,B-5,C#5,B-4,C#4,B-3,F1,E4,E4,E5,E4,B-4,B-3,F3,r,G6,B-5,B-3,F2,F1
1442.0,515.0,292,1.0,r,F6,D6,D6,B-5,D5,B-4,D4,B-3,F1,F4,F4,F5,F5,B-4,B-3,F3,r,F6,B-5,B-3,F2,F1
1444.0,515.7143,292,3.0,r,F6,D6,D6,B-5,D5,B-4,D4,B-3,F1,F4,F4,F5,F5,B-4,B-3,F3,r,F6,B-5,B-3,F2,F1
1446.0,516.4286,293,1.0,r,F6,D6,D6,B5,D5,B4,D4,B3,F1,F4,F4,F5,F5,B4,B3,F3,r,F6,B5,B3,F2,F1
1448.0,517.1429,293,3.0,r,F6,D6,D6,B5,D5,B4,D4,B3,F1,F4,F4,F5,F5,B4,B3,F3,r,F6,B5,B3,F2,F1
1450.0,517.8571,294,1.0,r,E-6,C6,C6,E-5,E-5,C5,E-4,C4,F#1,C4,C3,C5,C4,C5,C4,F#3,C3,E-6,C6,C4,F#2,F#1
1452.0,518.5714,294,3.0,r,E-6,C6,C6,E-5,E-5,C5,E-4,C4,F#1,C4,C3,C5,C4,C5,C4,F#3,C3,E-6,C6,C4,F#2,F#1
1454.0,519.2857,295,1.0,r,E-6,C6,C6,E-5,E-5,C5,E-4,C4,F#1,C4,C3,C5,C4,A4,C4,F#3,C3,E-6,C6,C4,F#2,F#1
1456.0,520.0,295,3.0,r,E-6,C6,C6,E-5,E-5,C5,E-4,C4,F#1,C4,C3,C5,C4,A4,C4,F#3,C3,E-6,C6,C4,F#2,F#1
1458.0,520.7143,296,1.0,r,E6,C6,C6,E5,E5,C5,E4,C4,G1,C4,E3,C5,C4,G4,C4,G3,C3,E6,C6,G3,G2,G1
1460.0,521.4286,296,3.0,r,E6,C6,C6,E5,E5,C5,E4,C4,G1,C4,E3,C5,C4,G4,C4,G3,C3,E6,C6,G3,G2,G1
1461.0,521.7857,296,4.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,G5,r,r,C3,G1
1461.3333,521.9047,296,4.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,F5,r,r,C3,G1
1461.6667,522.0238,296,4.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,r,r,C3,G1
1462.0,522.1429,297,1.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,r,r,B2,G1
1463.0,522.5,297,2.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,F5,D4,D4,B2,G1
1463.3333,522.619,297,2.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,E4,E4,B2,G1
1463.6667,522.7381,297,2.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,F4,F4,B2,G1
1464.0,522.8571,297,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,r,r,C3,G1
1465.0,523.2143,297,4.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,C4,C4,C3,G1
1465.3333,523.3333,297,4.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,D4,D4,C3,G1
1465.6667,523.4524,297,4.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,E4,E4,C3,G1
1466.0,523.5714,298,1.0,r,r,r,r,r,r,r,r,r,G1,G4,G3,G4,G3,r,r,r,G2,B4,r,r,D3,G1
1467.0,523.9286,298,2.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,B4,B3,B3,D3,G1
1467.3333,524.0476,298,2.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,C4,C4,D3,G1
1467.6667,524.1667,298,2.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,D4,D4,D3,G1
1468.0,524.2857,298,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,G4,r,r,D3,G1
1469.0,524.6429,298,4.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,A5,r,r,D3,G1
1469.3333,524.7619,298,4.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,G5,r,r,D3,G1
1469.6667,524.881,298,4.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,F5,r,r,D3,G1
1470.0,525.0,299,1.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,r,r,C3,G1
1471.0,525.3571,299,2.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,G5,E4,E4,C3,G1
1471.3333,525.4762,299,2.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,F5,F4,F4,C3,G1
1471.6667,525.5952,299,2.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,G4,G4,C3,G1
1472.0,525.7143,299,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,r,r,D3,G1
1473.0,526.0714,299,4.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,F5,D4,D4,D3,G1
1473.3333,526.1905,299,4.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,E4,E4,D3,G1
1473.6667,526.3095,299,4.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,F4,F4,D3,G1
1474.0,526.4286,300,1.0,r,r,r,r,r,r,r,r,r,G1,G4,G3,G4,G3,r,r,r,G2,C5,r,r,E3,G1
1475.0,526.7857,300,2.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,C4,C4,E3,G1
1475.3333,526.9047,300,2.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,D4,D4,E3,G1
1475.6667,527.0238,300,2.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,E4,E4,E3,G1
1476.0,527.1429,300,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,G4,r,r,E3,G1
1477.0,527.5,300,4.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,G4,G4,G3,G1
1477.3333,527.619,300,4.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,F4,F4,F3,G1
1477.6667,527.7381,300,4.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,E4,E4,E3,G1
1478.0,527.8571,301,1.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,B4,D4,D4,D3,G1
1479.0,528.2143,301,2.0,r,B5,r,B4,r,r,r,B3,r,G1,r,r,r,r,r,r,r,r,B4,F4,F4,F3,G1
1479.3333,528.3333,301,2.3333,r,C6,r,C5,r,r,r,C4,r,G1,r,r,r,r,r,r,r,r,B4,E4,E4,E3,G1
1479.6667,528.4524,301,2.6667,r,D6,r,D5,r,r,r,D4,r,G1,r,r,r,r,r,r,r,r,B4,D4,D4,D3,G1
1480.0,528.5714,301,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,C4,C4,C3,G1
1481.0,528.9286,301,4.0,r,C6,r,C5,r,r,r,C4,r,G1,r,r,r,r,r,r,r,r,C5,E4,E4,E3,G1
1481.3333,529.0476,301,4.3333,r,D6,r,D5,r,r,r,D4,r,G1,r,r,r,r,r,r,r,r,C5,D4,D4,D3,G1
1481.6667,529.1667,301,4.6667,r,E6,r,E5,r,r,r,E4,r,G1,r,r,r,r,r,r,r,r,C5,C4,C4,C3,G1
1482.0,529.2857,302,1.0,r,r,r,r,r,r,r,r,r,G1,G4,G3,G4,G3,G4,D4,G3,G2,D5,B3,B3,B2,G1
1483.0,529.6429,302,2.0,r,D6,r,D5,r,r,r,D4,r,G1,r,r,r,r,r,r,r,r,D5,B3,B3,B2,G1
1483.3333,529.7619,302,2.3333,r,E6,r,E5,r,r,r,E4,r,G1,r,r,r,r,r,r,r,r,D5,C4,C4,C3,G1
1483.6667,529.881,302,2.6667,r,F6,r,F5,r,r,r,F4,r,G1,r,r,r,r,r,r,r,r,D5,D4,D4,D3,G1
1484.0,530.0,302,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,G3,G3,G2,G1
1485.0,530.3571,302,4.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,A4,A4,A3,G1
1485.3333,530.4762,302,4.3333,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,G4,G4,G3,G1
1485.6667,530.5952,302,4.6667,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,F4,F4,F3,G1
1486.0,530.7143,303,1.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,C5,E4,E4,E3,G1
1487.0,531.0714,303,2.0,r,C6,r,C5,r,r,r,C4,r,G1,r,r,r,r,r,r,r,r,C5,G4,G4,G3,G1
1487.3333,531.1905,303,2.3333,r,D6,r,D5,r,r,r,D4,r,G1,r,r,r,r,r,r,r,r,C5,F4,F4,F3,G1
1487.6667,531.3095,303,2.6667,r,E6,r,E5,r,r,r,E4,r,G1,r,r,r,r,r,r,r,r,C5,E4,E4,E3,G1
1488.0,531.4286,303,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,D5,D4,D4,D3,G1
1489.0,531.7857,303,4.0,r,D6,r,D5,r,r,r,D4,r,G1,r,r,r,r,r,r,r,r,D5,F4,F4,F3,G1
1489.3333,531.9047,303,4.3333,r,E6,r,E5,r,r,r,E4,r,G1,r,r,r,r,r,r,r,r,D5,E4,E4,E3,G1
1489.6667,532.0238,303,4.6667,r,F6,r,F5,r,r,r,F4,r,G1,r,r,r,r,r,r,r,r,D5,D4,D4,D3,G1
1490.0,532.1429,304,1.0,r,r,r,r,r,r,r,r,r,G1,G4,G3,G4,r,G4,E4,G3,G2,E5,C4,C4,C3,G1
1491.0,532.5,304,2.0,r,E6,r,E5,r,r,r,E4,r,G1,r,r,r,r,r,r,r,r,E5,C4,C4,C3,G1
1491.3333,532.619,304,2.3333,r,F6,r,F5,r,r,r,F4,r,G1,r,r,r,r,r,r,r,r,E5,D4,D4,D3,G1
1491.6667,532.7381,304,2.6667,r,G6,r,G5,r,r,r,G4,r,G1,r,r,r,r,r,r,r,r,E5,E4,E4,E3,G1
1492.0,532.8571,304,3.0,r,r,r,r,r,r,r,r,r,G1,r,r,r,r,r,r,r,r,E5,G3,G3,G2,G1
1493.0,533.2143,304,4.0,r,E6,C6,E5,C5,E4,C4,C3,C3,C2,E4,C3,C4,C4,E4,G3,C3,C3,G5,C5,G3,C3,C2
1493.3333,533.3333,304,4.3333,r,E6,C6,E5,C5,E4,C4,C3,C3,C2,E4,C3,C4,C4,E4,G3,C3,C3,F5,C5,G3,C4,C3
1493.6667,533.4524,304,4.6667,r,E6,C6,E5,C5,E4,C4,C3,C3,C2,E4,C3,C4,C4,E4,G3,C3,C3,E5,C5,G3,C4,C3
1494.0,533.5714,305,1.0,r,D6,B5,D5,B4,D4,B3,G2,G2,G1,D4,G2,D5,G3,D4,G3,G2,G2,D5,B4,G4,G2,G1
