qstamp,tstamp,measure,beat,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
84.0,50.4,22,4.5,F#5,F#5,D5,r,r,r,B2,B2,B2,B1,B2
84.25,50.55,22,4.75,G5,F#5,D5,r,r,r,B2,B2,B2,B1,B2
84.5,50.7,23,1.0,A5,F#5,C#5,r,r,r,F#3,F#3,F#3,F#2,F#3
85.0,51.0,23,1.5,A5,F#5,D5,D5,B4,F#4,B3,B3,B3,B2,B3
85.25,51.15,23,1.75,A5,F#5,D5,C#5,C#5,G4,A3,A3,A3,A2,A3
85.5,51.3,23,2.0,A5,F#5,D5,D5,B4,F#4,B3,B3,B3,B2,B3
86.0,51.6,23,2.5,G5,E5,B4,D5,B4,G4,E3,E3,E3,E2,E3
86.25,51.75,23,2.75,F#5,F#5,C#5,D5,B4,G4,D3,D3,D3,D2,D3
86.5,51.9,23,3.0,G5,E5,B4,D5,B4,G4,E3,E3,E3,E2,E3
87.0,52.2,23,3.5,G5,E5,C#5,C#5,A4,E4,A3,A3,A3,A2,A3
87.25,52.35,23,3.75,G5,E5,C#5,B4,B4,F#4,G3,G3,G3,G2,G3
87.5,52.5,23,4.0,G5,E5,C#5,C#5,A4,E4,A3,A3,A3,A2,A3
88.0,52.8,23,4.5,F#5,D5,A4,D5,A4,F#4,D3,D3,D3,D2,D3
88.25,52.95,23,4.75,E5,E5,B4,G4,G4,G4,C#3,C#3,C#3,C#2,C#3
88.5,53.1,24,1.0,F#5,D5,A4,D4,A4,F#4,D3,D3,D3,D2,D3
89.0,53.4,24,1.5,E5,B4,G4,E4,E4,B3,G3,G3,G3,G2,G3
89.25,53.55,24,1.75,D5,B4,F#4,F#4,E4,B3,G3,G3,G3,G2,G3
89.5,53.7,24,2.0,A4,A4,E4,G4,E4,C#4,A3,A3,A3,A2,A3
90.0,54.0,24,2.5,C#5,A4,E4,G4,E4,C#4,A2,A2,A2,A1,A2
90.5,54.3,24,3.0,D5,A4,F#4,F#4,D4,A3,D3,D3,D3,D2,D3
90.75,54.45,24,3.25,C#5,A4,F#4,F#4,D4,A3,D3,D3,D3,D2,D3
91.0,54.6,24,3.5,D5,A4,F#4,F#4,D4,A3,D4,D4,D4,D3,D4
91.25,54.75,24,3.75,E5,A4,F#4,F#4,D4,A3,C#4,C#4,C#4,C#3,C#4
91.5,54.9,24,4.0,D5,r,r,F#4,D4,A3,D4,D4,D4,D3,D4
91.75,55.05,24,4.25,F#5,r,r,F#4,D4,A3,D4,D4,D4,D3,D4
92.0,55.2,24,4.5,D5,D5,D5,G4,D4,B3,r,r,r,r,r
92.25,55.35,24,4.75,G5,C#5,C#5,G4,D4,B3,r,r,r,r,r
92.5,55.5,25,1.0,D5,D5,D5,A4,D4,F#3,r,r,r,r,r
92.75,55.65,25,1.25,C#5,D5,D5,A4,D4,F#3,r,r,r,r,r
93.0,55.8,25,1.5,D5,r,r,A4,D4,F#3,D4,D4,D4,D3,D4
93.25,55.95,25,1.75,E5,r,r,A4,D4,F#3,C#4,C#4,C#4,C#3,C#4
93.5,56.1,25,2.0,D5,r,r,A4,D4,F#3,D4,D4,D4,D3,D4
93.75,56.25,25,2.25,A5,r,r,A4,D4,F#3,D4,D4,D4,D3,D4
94.0,56.4,25,2.5,D5,D5,D5,B4,D4,G3,r,r,r,r,r
94.25,56.55,25,2.75,B5,C#5,C#5,B4,D4,G3,r,r,r,r,r
94.5,56.7,25,3.0,F#5,D5,D5,D4,D4,A3,r,r,r,r,r
94.75,56.85,25,3.25,E5,D5,D5,C#4,D4,A3,r,r,r,r,r
95.0,57.0,25,3.5,F#5,D5,A4,D4,r,r,D3,D3,D3,D2,D3
95.25,57.15,25,3.75,G5,D5,A4,E4,r,r,C#3,C#3,C#3,C#2,C#3
95.5,57.3,25,4.0,F#5,D5,A4,D4,r,r,D3,D3,D3,D2,D3
95.75,57.45,25,4.25,A4,D5,A4,F#4,r,r,D3,D3,D3,D2,D3
96.0,57.6,25,4.5,G5,D5,B4,D4,D4,D4,r,r,r,r,r
96.25,57.75,25,4.75,B4,D5,B4,G4,C#4,C#4,r,r,r,r,r
96.5,57.9,26,1.0,F#5,D5,A4,D4,D4,D4,r,r,r,r,r
96.75,58.05,26,1.25,E5,D5,A4,C#4,D4,D4,r,r,r,r,r
97.0,58.2,26,1.5,F#5,D5,A4,D4,r,r,D3,D3,D3,D2,D3
97.25,58.35,26,1.75,G5,D5,A4,E4,r,r,C#3,C#3,C#3,C#2,C#3
97.5,58.5,26,2.0,F#5,D5,A4,D4,r,r,D3,D3,D3,D2,D3
97.75,58.65,26,2.25,C5,D5,A4,A4,r,r,D3,D3,D3,D2,D3
98.0,58.8,26,2.5,G5,D5,B4,D4,D4,D4,r,r,r,r,r
98.25,58.95,26,2.75,B4,D5,B4,B4,C#4,C#4,r,r,r,r,r
98.5,59.1,26,3.0,A4,D5,D4,C5,D4,D4,r,r,r,r,r
98.75,59.25,26,3.25,G4,D5,D4,B4,D4,D4,r,r,r,r,r
99.0,59.4,26,3.5,A4,D5,D4,C5,D4,A3,D4,D4,D4,D3,D4
99.25,59.55,26,3.75,B4,D5,D4,D5,D4,A3,C4,C4,C4,C3,C4
99.5,59.7,26,4.0,A4,D5,D4,C5,D4,A3,D4,D4,D4,D3,D4
99.75,59.85,26,4.25,G5,D5,D4,B4,D4,A3,D4,D4,D4,D3,D4
100.0,60.0,26,4.5,A4,A4,D5,C5,F#4,D4,D3,D3,D3,D2,D3
100.25,60.15,26,4.75,F#5,A4,D5,A4,F#4,D4,D3,D3,D3,D2,D3
100.5,60.3,27,1.0,G5,G4,D5,B4,D4,D4,G2,G2,G2,G1,G2
100.75,60.45,27,1.25,G5,F#4,D5,B4,D4,D4,G2,G2,G2,G1,G2
101.0,60.6,27,1.5,G5,G4,D5,B4,G4,D4,G3,G3,G3,G2,G3
101.25,60.75,27,1.75,G5,A4,D5,B4,G4,D4,F#3,F#3,F#3,F#2,F#3
101.5,60.9,27,2.0,r,G4,r,B4,G4,D4,G3,G3,G3,G2,G3
101.75,61.05,27,2.25,r,B4,r,B4,G4,D4,G3,G3,G3,G2,G3
102.0,61.2,27,2.5,G4,G4,G4,C5,G4,E4,r,r,r,r,r
102.25,61.35,27,2.75,F#4,C5,F#4,C5,G4,E4,r,r,r,r,r
102.5,61.5,27,3.0,G4,G4,G4,D5,G4,B3,r,r,r,r,r
102.75,61.65,27,3.25,G4,F#4,G4,D5,G4,B3,r,r,r,r,r
103.0,61.8,27,3.5,r,G4,r,D5,G4,B3,G3,G3,G3,G2,G3
103.25,61.95,27,3.75,r,A4,r,D5,G4,B3,F#3,F#3,F#3,F#2,F#3
103.5,62.1,27,4.0,r,G4,r,D5,G4,B3,G3,G3,G3,G2,G3
103.75,62.25,27,4.25,r,D5,r,D5,G4,B3,G3,G3,G3,G2,G3
104.0,62.4,27,4.5,G4,G4,G4,E5,G4,C4,r,r,r,r,r
104.25,62.55,27,4.75,F#4,E5,F#4,E5,G4,C4,r,r,r,r,r
104.5,62.7,28,1.0,G4,B4,G4,D5,G3,D4,r,r,r,r,r
104.75,62.85,28,1.25,G4,A4,G4,D5,F#3,D4,r,r,r,r,r
105.0,63.0,28,1.5,G4,B4,D4,r,G3,r,G2,G2,G2,G1,G2
105.25,63.15,28,1.75,G4,C5,D4,r,A3,r,F#2,F#2,F#2,F#1,F#2
105.5,63.3,28,2.0,G4,B4,D4,r,G3,r,G2,G2,G2,G1,G2
105.75,63.45,28,2.25,G4,D4,D4,r,B3,r,G2,G2,G2,G1,G2
106.0,63.6,28,2.5,G4,C5,E4,G3,G3,G3,r,r,r,r,r
106.25,63.75,28,2.75,G4,E4,E4,F#3,C4,F#3,r,r,r,r,r
106.5,63.9,28,3.0,G4,B4,D4,G3,G3,G3,r,r,r,r,r
106.75,64.05,28,3.25,G4,A4,D4,G3,F#3,G3,r,r,r,r,r
107.0,64.2,28,3.5,G4,B4,D4,r,G3,r,G2,G2,G2,G1,G2
107.25,64.35,28,3.75,G4,C5,D4,r,A3,r,F#2,F#2,F#2,F#1,F#2
107.5,64.5,28,4.0,G4,B4,D4,r,G3,r,G2,G2,G2,G1,G2
107.75,64.65,28,4.25,G4,F4,D4,r,D4,r,G2,G2,G2,G1,G2
108.0,64.8,28,4.5,G4,C5,E4,G3,G3,G3,r,r,r,r,r
108.25,64.95,28,4.75,G4,E4,E4,F#3,E4,F#3,r,r,r,r,r
108.5,65.1,29,1.0,G4,D4,G3,G3,F4,G3,r,r,r,r,r
108.75,65.25,29,1.25,G4,C4,G3,G3,E4,G3,r,r,r,r,r
109.0,65.4,29,1.5,G4,D4,G3,G3,F4,D3,G3,G3,G3,G2,G3
109.25,65.55,29,1.75,G4,E4,G3,G3,G4,D3,F3,F3,F3,F2,F3
109.5,65.7,29,2.0,G4,D4,G3,G3,F4,D3,G3,G3,G3,G2,G3
109.75,65.85,29,2.25,G4,C5,G3,G3,E4,D3,G3,G3,G3,G2,G3
110.0,66.0,29,2.5,D4,D4,G3,B3,F4,G3,G2,G2,G2,G1,G2
110.25,66.15,29,2.75,D4,B4,G3,B3,D4,G3,G2,G2,G2,G1,G2
110.5,66.3,29,3.0,C4,C5,G3,G3,E4,G3,C3,C3,C3,C2,C3
110.75,66.45,29,3.25,G4,G4,G4,B3,B3,B3,C3,C3,C3,C2,C3
111.0,66.6,29,3.5,A4,A4,A4,C4,C4,C4,C3,C3,C3,C2,C3
111.25,66.75,29,3.75,B4,B4,B4,D4,D4,D4,C3,C3,C3,C2,C3
111.5,66.9,29,4.0,C5,C5,C5,E4,E4,E4,r,r,r,r,r
111.75,67.05,29,4.25,C5,C5,C5,D4,D4,D4,B2,B2,B2,B1,B2
112.0,67.2,29,4.5,r,r,r,E4,E4,E4,C3,C3,C3,C2,C3
112.25,67.35,29,4.75,r,r,r,F4,F4,F4,D3,D3,D3,D2,D3
112.5,67.5,30,1.0,r,r,r,G4,G4,G4,E3,E3,E3,E2,E3
113.0,67.8,30,1.5,C6,A5,E5,G4,E4,C4,A3,A3,A3,A2,A3
113.25,67.95,30,1.75,B5,B5,F5,G4,E4,C4,G3,G3,G3,G2,G3
113.5,68.1,30,2.0,C6,A5,E5,G4,E4,C4,A3,A3,A3,A2,A3
114.0,68.4,30,2.5,C6,A5,F5,F4,D4,A3,D3,D3,D3,D2,D3
114.25,68.55,30,2.75,C6,A5,F5,E4,E4,B3,C3,C3,C3,C2,C3
114.5,68.7,30,3.0,C6,A5,F5,F4,D4,A3,D3,D3,D3,D2,D3
115.0,69.0,30,3.5,B5,G5,D5,F4,D4,B3,G3,G3,G3,G2,G3
115.25,69.15,30,3.75,A5,A5,E5,F4,D4,B3,F3,F3,F3,F2,F3
115.5,69.3,30,4.0,B5,G5,D5,F4,D4,B3,G3,G3,G3,G2,G3
116.0,69.6,30,4.5,B5,G5,E5,E4,C4,G3,C3,C3,C3,C2,C3
116.25,69.75,30,4.75,B5,G5,E5,D4,D4,A3,B2,B2,B2,B1,B2
116.5,69.9,31,1.0,B-5,G5,E5,E4,C4,G3,C3,C3,C3,C2,C3
117.0,70.2,31,1.5,A5,F5,C5,E4,C4,A3,F3,F3,F3,F2,F3
117.25,70.35,31,1.75,G5,E5,D5,E4,C4,A3,E3,E3,E3,E2,E3
117.5,70.5,31,2.0,A5,F5,C5,E4,C4,A3,F3,F3,F3,F2,F3
117.75,70.65,31,2.25,G5,F5,C5,E4,C4,A3,F3,F3,F3,F2,F3
118.0,70.8,31,2.5,F5,A4,D5,D4,D4,A3,F3,F3,F3,F2,F3
118.25,70.95,31,2.75,E5,A4,D5,C4,D4,A3,F3,F3,F3,F2,F3
118.5,71.1,31,3.0,D5,B4,G4,B3,D4,D3,F3,F3,F3,F2,F3
118.75,71.25,31,3.25,B4,B4,G4,G3,D4,D3,G3,G3,G3,G2,G3
119.0,71.4,31,3.5,G4,B4,G4,B3,D4,G3,F3,F3,F3,F2,F3
119.25,71.55,31,3.75,A4,B4,G4,C4,D4,G3,E3,E3,E3,E2,E3
119.5,71.7,31,4.0,B4,B4,G4,D4,D4,G3,D3,D3,D3,D2,D3
119.75,71.85,31,4.25,C5,A4,G4,E4,D4,G3,C3,C3,C3,C2,C3
120.0,72.0,31,4.5,D5,B4,G4,F4,D4,G3,B2,B2,B2,B1,B2
120.25,72.15,31,4.75,E5,C5,G4,G4,D4,G3,A2,A2,A2,A1,A2
120.5,72.3,32,1.0,F5,D5,D4,A4,D4,G3,G2,G2,G2,G1,G2
120.75,72.45,32,1.25,G5,D5,D4,B4,D4,G3,G2,G2,G2,G1,G2
120.875,72.525,32,1.375,F5,D5,D4,B4,D4,G3,G2,G2,G2,G1,G2
121.0,72.6,32,1.5,E5,G4,C4,C5,E4,G3,C3,C3,C3,C2,C3
121.125,72.675,32,1.625,F5,G4,C4,C5,E4,G3,C3,C3,C3,C2,C3
121.25,72.75,32,1.75,G5,G4,C4,D5,E4,G3,C3,C3,C3,C2,C3
121.5,72.9,32,2.0,D5,G4,D4,B4,F4,G3,G3,G3,G3,G2,G3
122.0,73.2,32,2.5,D5,G4,D4,B4,F4,G3,G2,G2,G2,G1,G2
122.25,73.35,32,2.75,C5,G4,D4,C5,F4,G3,G2,G2,G2,G1,G2
122.5,73.5,32,3.0,C5,G4,E4,C5,E4,G3,C3,C3,C3,C2,C3
122.75,73.65,32,3.25,B4,F4,D4,C5,E4,G3,C3,C3,C3,C2,C3
123.0,73.8,32,3.5,C5,G4,E4,C5,E4,G3,C3,C3,C3,C2,C3
123.25,73.95,32,3.75,D5,A4,F4,C5,E4,G3,C3,C3,C3,C2,C3
123.5,74.1,32,4.0,C5,G4,E4,r,r,r,r,r,r,r,r
123.75,74.25,32,4.25,E5,C5,G4,r,r,r,r,r,r,r,r
124.0,74.4,32,4.5,D5,B4,F4,C4,C4,C4,C4,C4,C4,C3,C4
124.25,74.55,32,4.75,F5,D5,A4,C4,C4,C4,B3,B3,B3,B2,B3
124.5,74.7,33,1.0,E5,C5,G4,E4,E4,E4,C4,C4,C4,C3,C4
124.75,74.85,33,1.25,D5,B4,F4,E4,E4,E4,C4,C4,C4,C3,C4
125.0,75.0,33,1.5,E5,C5,G4,G4,G4,G4,G3,G3,G3,G2,G3
125.25,75.15,33,1.75,F5,D5,A4,G4,G4,G4,F3,F3,F3,F2,F3
125.5,75.3,33,2.0,E5,C5,G4,E4,E4,E4,G3,G3,G3,G2,G3
125.75,75.45,33,2.25,G5,E5,C5,E4,E4,E4,G3,G3,G3,G2,G3
126.0,75.6,33,2.5,F5,D5,G4,C4,C4,C4,C4,C4,C4,C3,C4
126.25,75.75,33,2.75,A5,F5,D5,C4,C4,C4,B3,B3,B3,B2,B3
126.5,75.9,33,3.0,G5,E5,G4,E4,E4,E4,C4,C4,C4,C3,C4
126.75,76.05,33,3.25,F5,D5,C5,E4,E4,E4,C4,C4,C4,C3,C4
127.0,76.2,33,3.5,G5,E5,G4,G4,G4,G4,E3,E3,E3,E2,E3
127.25,76.35,33,3.75,A5,F5,B4,G4,G4,G4,D3,D3,D3,D2,D3
127.5,76.5,33,4.0,G5,E5,G4,E4,E4,E4,E3,E3,E3,E2,E3
127.75,76.65,33,4.25,A5,F5,C5,E4,E4,E4,E3,E3,E3,E2,E3
128.0,76.8,33,4.5,G5,E5,G4,C4,C4,C4,C4,C4,C4,C3,C4
128.25,76.95,33,4.75,F5,D5,B4,C4,C4,C4,B3,B3,B3,B2,B3
128.5,77.1,34,1.0,E5,C5,G4,G4,G4,G4,C4,C4,C4,C3,C4
128.75,77.25,34,1.25,F5,D5,A4,G4,G4,G4,C4,C4,C4,C3,C4
129.0,77.4,34,1.5,E5,C5,G4,G4,G4,G4,C3,C3,C3,C2,C3
129.25,77.55,34,1.75,D5,B4,F4,G4,G4,G4,D3,D3,D3,D2,D3
129.5,77.7,34,2.0,C5,C5,G4,G4,G4,G4,E3,E3,E3,E2,E3
129.75,77.85,34,2.25,E5,C5,G4,G4,G4,G4,E3,E3,E3,E2,E3
130.0,78.0,34,2.5,D5,A4,D4,r,r,r,F#3,F#3,F#3,F#2,F#3
130.25,78.15,34,2.75,C5,A4,D4,r,r,r,F#3,F#3,F#3,F#2,F#3
130.5,78.3,34,3.0,B4,G4,D4,G4,D4,B3,G3,G3,G3,G2,G3
130.75,78.45,34,3.25,B4,G4,D4,F#4,C4,A3,G3,G3,G3,G2,G3
131.0,78.6,34,3.5,G4,D4,B3,G4,D4,B3,G2,G2,G2,G1,G2
131.25,78.75,34,3.75,G4,D4,B3,A4,E4,C4,G2,G2,G2,G1,G2
131.5,78.9,34,4.0,r,r,r,G4,D4,B3,r,r,r,r,r
131.75,79.05,34,4.25,r,r,r,B4,G4,D4,r,r,r,r,r
132.0,79.2,34,4.5,G3,G3,G3,A4,F#4,C4,G3,G3,G3,G2,G3
132.25,79.35,34,4.75,G3,G3,G3,C5,A4,E4,F#3,F#3,F#3,F#2,F#3
132.5,79.5,35,1.0,B3,B3,B3,B4,G4,D4,G3,G3,G3,G2,G3
132.75,79.65,35,1.25,B3,B3,B3,A4,F#4,C4,G3,G3,G3,G2,G3
133.0,79.8,35,1.5,D4,D4,D4,B4,G4,D4,D3,D3,D3,D2,D3
133.25,79.95,35,1.75,D4,D4,D4,C5,A4,E4,C3,C3,C3,C2,C3
133.5,80.1,35,2.0,B3,B3,B3,B4,G4,D4,D3,D3,D3,D2,D3
133.75,80.25,35,2.25,B3,B3,B3,D5,B4,G4,D3,D3,D3,D2,D3
134.0,80.4,35,2.5,G3,G3,G3,C5,A4,D4,G3,G3,G3,G2,G3
134.25,80.55,35,2.75,G3,G3,G3,E5,C5,A4,F#3,F#3,F#3,F#2,F#3
134.5,80.7,35,3.0,B3,B3,B3,D5,B4,D4,G3,G3,G3,G2,G3
134.75,80.85,35,3.25,B3,B3,B3,C5,A4,G4,G3,G3,G3,G2,G3
135.0,81.0,35,3.5,D4,D4,D4,D5,B4,D4,B2,B2,B2,B1,B2
135.25,81.15,35,3.75,D4,D4,D4,E5,C5,F#4,A2,A2,A2,A1,A2
135.5,81.3,35,4.0,B3,B3,B3,D5,B4,D4,B2,B2,B2,B1,B2
135.75,81.45,35,4.25,B3,B3,B3,E5,C5,G4,B2,B2,B2,B1,B2
136.0,81.6,35,4.5,G3,G3,G3,D5,B4,D4,G3,G3,G3,G2,G3
136.25,81.75,35,4.75,G3,G3,G3,C5,A4,F#4,F#3,F#3,F#3,F#2,F#3
136.5,81.9,36,1.0,D4,D4,D4,B4,G4,D4,G3,G3,G3,G2,G3
136.75,82.05,36,1.25,D4,D4,D4,C5,A4,E4,G3,G3,G3,G2,G3
137.0,82.2,36,1.5,D4,D4,D4,B4,G4,D4,G2,G2,G2,G1,G2
137.25,82.35,36,1.75,D4,D4,D4,A4,F#4,C4,A2,A2,A2,A1,A2
137.5,82.5,36,2.0,D4,D4,D4,G4,G4,D4,B2,B2,B2,B1,B2
137.75,82.65,36,2.25,D4,D4,D4,B4,G4,D4,B2,B2,B2,B1,B2
138.0,82.8,36,2.5,r,r,r,A4,E4,A3,C#3,C#3,C#3,C#2,C#3
138.25,82.95,36,2.75,r,r,r,G4,E4,A3,C#3,C#3,C#3,C#2,C#3
138.5,83.1,36,3.0,r,r,r,F#4,D4,A3,D3,D3,D3,D2,D3
138.75,83.25,36,3.25,r,r,r,F#4,D4,A3,C#3,C#3,C#3,D2,D3
139.0,83.4,36,3.5,D5,A4,F#4,F#4,D4,A3,D3,D3,D3,D2,D3
139.25,83.55,36,3.75,C#5,G4,E4,F#4,D4,A3,E3,E3,E3,D2,D3
139.5,83.7,36,4.0,D5,A4,F#4,r,r,r,D3,D3,D3,D2,D3
139.75,83.85,36,4.25,D5,A4,F#4,r,r,r,F#3,F#3,F#3,D2,D3
140.0,84.0,36,4.5,r,r,r,E4,C#4,G3,D3,D3,D3,D2,D3
140.25,84.15,36,4.75,r,r,r,E4,C#4,G3,G3,G3,G3,D2,D3
140.5,84.3,37,1.0,r,r,r,F#4,D4,A3,D3,D3,D3,D2,D3
140.75,84.45,37,1.25,r,r,r,F#4,D4,A3,C#3,C#3,C#3,D2,D3
141.0,84.6,37,1.5,D5,A4,F#4,r,r,r,D3,D3,D3,D2,D3
141.25,84.75,37,1.75,C#5,G4,E4,r,r,r,E3,E3,E3,D2,D3
141.5,84.9,37,2.0,D5,A4,F#4,r,r,r,D3,D3,D3,D2,D3
141.75,85.05,37,2.25,D5,A4,F#4,r,r,r,A3,A3,A3,D2,D3
142.0,85.2,37,2.5,r,r,r,G4,E4,B3,D3,D3,D3,D2,D3
142.25,85.35,37,2.75,r,r,r,G4,E4,B3,B3,B3,B3,D2,D3
142.5,85.5,37,3.0,r,r,r,A4,F#4,C4,D3,D3,D3,D2,D3
142.75,85.65,37,3.25,r,r,r,A4,F#4,C4,C#3,C#3,C#3,D2,D3
143.0,85.8,37,3.5,C5,A4,F#4,r,r,r,D3,D3,D3,D2,D3
143.25,85.95,37,3.75,B4,G4,G4,r,r,r,E3,E3,E3,D2,D3
143.5,86.1,37,4.0,C5,A4,F#4,r,r,r,D3,D3,D3,D2,D3
143.75,86.25,37,4.25,C5,A4,F#4,r,r,r,C4,C4,C4,D2,D3
144.0,86.4,37,4.5,B4,G4,D4,F#4,A3,D4,D3,D3,D3,D3,D4
144.25,86.55,37,4.75,A4,F#4,D4,F#4,A3,D4,D4,D4,D4,D3,D4
144.5,86.7,38,1.0,D5,G4,D4,D4,B3,G3,B3,B3,B3,B2,B3
145.0,87.0,38,1.5,C5,G4,D4,D4,B3,G3,A3,A3,A3,A2,A3
145.25,87.15,38,1.75,B4,G4,D4,D4,B3,G3,G3,G3,G3,G2,G3
145.5,87.3,38,2.0,C5,F#4,C4,A4,A3,C3,A3,A3,A3,A2,A3
146.0,87.6,38,2.5,B4,G4,D4,D4,B3,A3,G3,G3,G3,G2,G3
146.25,87.75,38,2.75,A4,A4,D4,D4,C4,A3,F#3,F#3,F#3,F#2,F#3
146.5,87.9,38,3.0,B4,G4,D4,G4,B3,D3,G3,G3,G3,G2,G3
147.0,88.2,38,3.5,G4,r,r,D5,B4,G4,B3,B3,B3,G2,G3
147.25,88.35,38,3.75,G4,r,r,D5,B4,G4,A3,A3,A3,G2,G3
147.5,88.5,38,4.0,r,r,r,B4,G4,D4,B3,B3,B3,G2,G3
148.0,88.8,38,4.5,D4,D4,D4,G4,D4,B3,D4,D4,D4,G2,G3
148.25,88.95,38,4.75,D4,D4,D4,G4,D4,B3,C4,C4,C4,G2,G3
148.5,89.1,39,1.0,B3,B3,B3,r,r,r,D4,D4,D4,G2,G3
149.0,89.4,39,1.5,G3,G3,G3,G4,D4,B3,r,r,r,G2,G3
149.25,89.55,39,1.75,G3,G3,G3,F#4,C4,A3,r,r,r,G2,G3
149.5,89.7,39,2.0,r,r,r,G4,D4,B3,r,r,r,G2,G3
150.0,90.0,39,2.5,r,r,r,B4,G4,D4,r,r,r,G2,G3
150.25,90.15,39,2.75,r,r,r,A4,F#4,C4,r,r,r,G2,G3
150.5,90.3,39,3.0,r,r,r,B4,G4,D4,r,r,r,G2,G3
151.0,90.6,39,3.5,D5,B4,G4,r,r,r,r,r,r,G2,G3
151.25,90.75,39,3.75,C5,A4,F#4,r,r,r,r,r,r,G2,G3
151.5,90.9,39,4.0,D5,B4,G4,r,r,r,r,r,r,G2,G3
152.0,91.2,39,4.5,G5,D5,B4,r,r,r,G3,G3,G3,G2,G3
152.25,91.35,39,4.75,F#5,C5,A4,r,r,r,G3,G3,G3,G2,G3
152.5,91.5,40,1.0,G5,D5,B4,r,r,r,G3,G3,G3,G2,G3
153.0,91.8,40,1.5,D5,B4,G4,r,r,r,G2,G2,G2,G1,G2
153.25,91.95,40,1.75,C5,A4,F#4,r,r,r,G2,G2,G2,G1,G2
153.5,92.1,40,2.0,D5,B4,G4,r,r,r,G2,G2,G2,G1,G2
154.0,92.4,40,2.5,r,r,r,G4,D4,B3,G3,G3,G3,G2,G3
154.25,92.55,40,2.75,r,r,r,F#4,C4,A3,G3,G3,G3,G2,G3
154.5,92.7,40,3.0,r,r,r,G4,D4,B3,G3,G3,G3,G2,G3
155.0,93.0,40,3.5,r,r,r,B3,G3,D3,G2,G2,G2,G1,G2
155.25,93.15,40,3.75,r,r,r,A3,F#3,C3,G2,G2,G2,G1,G2
155.5,93.3,40,4.0,r,r,r,B3,G3,D3,G2,G2,G2,G1,G2
156.0,93.6,40,4.5,G5,G5,G5,G4,G4,G4,G3,G3,G3,G2,G3
156.25,93.75,40,4.75,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
156.5,93.9,41,1.0,G5,G5,G5,G4,G4,G4,G3,G3,G3,G2,G3
157.0,94.2,41,1.5,G4,G4,G4,G3,G3,G3,G2,G2,G2,G1,G2
157.25,94.35,41,1.75,A4,A4,A4,A3,A3,A3,A2,A2,A2,A1,A2
157.5,94.5,41,2.0,B4,B4,B4,B3,B3,B3,B2,B2,B2,B1,B2
158.0,94.8,41,2.5,C#5,C#5,C#5,C#4,C#4,C#4,C#3,C#3,C#3,C#2,C#3
158.5,95.1,41,3.0,D5,A4,F#4,D4,D4,D4,D3,D3,D3,D2,D3
158.75,95.25,41,3.25,C#5,G4,E4,D4,D4,D4,D3,D3,D3,D2,D3
159.0,95.4,41,3.5,D5,A4,F#4,D5,A4,F#4,D2,D2,D2,D1,D2
159.25,95.55,41,3.75,E5,B4,G4,C#5,G4,E4,D2,D2,D2,D1,D2
159.5,95.7,41,4.0,D5,A4,F#4,D5,A4,F#4,D2,D2,D2,D1,D2
159.75,95.85,41,4.25,F#5,C5,A4,D5,A4,F#4,D2,D2,D2,D1,D2
160.0,96.0,41,4.5,D5,B4,G4,r,r,r,D4,D4,D4,D3,D4
160.25,96.15,41,4.75,G5,D5,B4,r,r,r,C#4,C#4,C#4,C#3,C#4
160.5,96.3,42,1.0,D5,A4,F#4,r,r,r,D4,D4,D4,D3,D4
160.75,96.45,42,1.25,C#5,G4,E4,r,r,r,D4,D4,D4,D3,D4
161.0,96.6,42,1.5,D5,A4,F#4,D4,A3,F#3,D3,D3,D3,D2,D3
161.25,96.75,42,1.75,E5,B4,G4,C#4,G3,E3,D3,D3,D3,D2,D3
161.5,96.9,42,2.0,D5,A4,F#4,D4,A3,F#3,D2,D2,D2,D1,D2
161.75,97.05,42,2.25,A5,F#5,D4,D4,A3,F#3,D2,D2,D2,D1,D2
162.0,97.2,42,2.5,D5,B4,G4,r,r,r,D3,D3,D3,D2,D3
162.25,97.35,42,2.75,B5,G5,E4,r,r,r,C#3,C#3,C#3,C#2,C#3
162.5,97.5,42,3.0,D5,A4,F#4,r,r,r,D3,D3,D3,D2,D3
162.75,97.65,42,3.25,C#5,G4,E4,r,r,r,D3,D3,D3,D2,D3
163.0,97.8,42,3.5,D5,A4,F#4,A4,F#4,D4,D2,D2,D2,D1,D2
163.25,97.95,42,3.75,E5,B4,G4,A4,F#4,D4,D2,D2,D2,D1,D2
163.5,98.1,42,4.0,D5,A4,F#4,F#4,D4,A3,D2,D2,D2,D1,D2
163.75,98.25,42,4.25,C6,G5,A4,F#4,D4,A3,D2,D2,D2,D1,D2
164.0,98.4,42,4.5,D5,F#5,D5,D4,A3,F#3,F#3,F#3,F#3,F#2,F#3
164.25,98.55,42,4.75,D6,A5,F#5,D4,A3,F#3,F#3,F#3,F#3,F#2,F#3
164.5,98.7,43,1.0,B5,B5,B5,G4,D4,D3,G3,G3,G3,G2,G3
165.0,99.0,43,1.5,A5,A5,A5,A4,E4,G3,E3,E3,E3,E2,E3
165.25,99.15,43,1.75,G5,G5,G5,B4,E4,G3,E3,E3,E3,E2,E3
