qstamp,tstamp,measure,beat,Traverso 1,Violin 1,Violin 2,Viola,Soprano 1 solo,Tenor solo,Continuo
361.0,285.0,91,2.0,F#5,F#5,C#5,F#4,C#5,B-3,r
361.5,285.3947,91,2.5,F#5,r,r,r,E5,C#4,r
361.75,285.5921,91,2.75,F#5,r,r,r,D5,B3,r
362.0,285.7895,91,3.0,F#5,E5,B-4,F#4,E5,C#4,r
362.5,286.1842,91,3.5,F#5,r,r,r,D5,B3,r
362.75,286.3816,91,3.75,F#5,r,r,r,C#5,B-3,r
363.0,286.5789,91,4.0,F#5,D5,F#4,B3,D5,B3,r
363.5,286.9737,91,4.5,F#5,r,r,r,B4,G#3,r
364.0,287.3684,92,1.0,F#5,C#5,F#4,B-3,C#5,B-3,F#3
364.5,287.7632,92,1.5,F#5,r,r,r,F#5,F#3,F#2
365.0,288.1579,92,2.0,F#5,E5,B-4,C#4,B-4,C#4,r
365.5,288.5526,92,2.5,F#5,r,r,r,B4,D4,r
366.0,288.9474,92,3.0,F#5,B-4,F#4,C#4,C#5,E4,r
366.5,289.3421,92,3.5,F#5,r,r,r,B4,D4,r
366.75,289.5395,92,3.75,F#5,r,r,r,B-4,C#4,r
367.0,289.7368,92,4.0,F#5,B4,F#4,D4,B4,D4,r
367.5,290.1316,92,4.5,F#5,r,r,r,B-4,C#4,r
367.75,290.3289,92,4.75,F#5,r,r,r,G#4,B3,r
368.0,290.5263,93,1.0,F#5,B-4,F#4,C#4,B-4,C#4,r
368.5,290.9211,93,1.5,F#5,r,r,r,F#4,B-3,F#3
369.0,291.3158,93,2.0,r,r,r,r,F#5,r,D3
369.5,291.7105,93,2.5,r,r,r,r,F#5,r,F#3
370.0,292.1053,93,3.0,r,r,r,r,F#5,F#4,B2
370.5,292.5,93,3.5,r,r,r,r,D5,F#4,D3
371.0,292.8947,93,4.0,r,r,r,r,B4,F#4,G2
371.5,293.2895,93,4.5,r,r,r,r,B4,D4,B3
372.0,293.6842,94,1.0,r,r,r,r,B4,B3,G3
372.5,294.0789,94,1.5,r,r,r,r,G5,C#4,B3
372.75,294.2763,94,1.75,r,r,r,r,G5,D4,B3
373.0,294.4737,94,2.0,r,r,r,r,C#5,E4,E3
373.5,294.8684,94,2.5,r,r,r,r,B4,E4,G3
374.0,295.2632,94,3.0,r,r,r,r,B-4,E4,F#3
374.5,295.6579,94,3.5,r,r,r,r,F#4,B-3,r
374.75,295.8553,94,3.75,r,r,r,r,F#4,B-3,r
375.0,296.0526,94,4.0,r,r,r,r,D5,B3,F3
375.25,296.25,94,4.25,r,r,r,r,D5,C#4,F3
375.5,296.4474,94,4.5,r,r,r,r,G#4,D4,r
376.0,296.8421,95,1.0,r,r,r,r,B4,D4,F#3
376.5,297.2646,95,1.5,r,r,r,r,B4,C#4,r
377.0,297.6872,95,2.0,r,r,r,r,B-4,C#4,F#2
377.75,298.321,95,2.75,r,r,r,r,B4,C#4,r
378.0,298.5322,95,3.0,r,r,r,r,B4,B3,B2
