id	performers	publisher	year	imslp_number	imslp_link	score_id
121	Boston Symphony Orchestra, Serge Koussevitzky	RCA Victor Red Seal. DM 1161.	1947	728945	https://imslp.org/images/e/e6/PMLP2581-04.Iv.Finale-AllegroMoltoPocoAndante.mp3	46
122	New York Philharmonic, Bruno Walter	Columbia. MM 449.	1941	728956	https://imslp.org/images/9/9f/PMLP2581-New_York_-_1941_-_01.I.AllegroConBrio.mp3	43
123	New York Philharmonic, Bruno Walter	Columbia. MM 449.	1941	728957	https://imslp.org/images/1/17/PMLP2581-New_York_-_1941_-_02.Ii.MarciaFunebre-AdagioAssai.mp3	44
124	New York Philharmonic, Bruno Walter	Columbia. MM 449.	1941	728958	https://imslp.org/images/9/9b/PMLP2581-New_York_-_1941_-_03.Iii.Scherzo-AllegroVivaceTrio.mp3	45
125	New York Philharmonic, Bruno Walter	Columbia. MM 449.	1941	728959	https://imslp.org/images/d/d3/PMLP2581-New_York_-_1941_-_04.Iv.Finale-AllegroMoltoPocoAndante.mp3	46
126	Berliner Philharmoniker, Hans Pfitzner	Brunswick Hall of Fame. 90060-90065.	1929	728960	https://imslp.org/images/6/63/PMLP2581-Berliner_-_1929_-_01.I.AllegroConBrio.mp3	43
127	Berliner Philharmoniker, Hans Pfitzner	Brunswick Hall of Fame. 90060-90065.	1929	728951	https://imslp.org/images/4/45/PMLP2581-02.Ii.MarciaFunebreAdagioAssai.mp3	44
128	Berliner Philharmoniker, Hans Pfitzner	Brunswick Hall of Fame. 90060-90065.	1929	728961	https://imslp.org/images/e/ee/PMLP2581-Berliner_-_1929_-_03.Iii.Scherzo-AllegroVivaceTrio.mp3	45
129	Berliner Philharmoniker, Hans Pfitzner	Brunswick Hall of Fame. 90060-90065.	1929	728962	https://imslp.org/images/1/16/PMLP2581-Berliner_-_1929_-_04.Iv.Finale-AllegroMoltoPocoAndante.mp3	46
130	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729163	https://imslp.org/images/8/80/PMLP1585-05.01._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_First_Movement_-_Adagio%3B_Allegro_Vivace.mp3	47
131	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729164	https://imslp.org/images/a/a2/PMLP1585-05.02._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_Second_Movement_-_Adagio.mp3	48
132	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729165	https://imslp.org/images/1/1a/PMLP1585-05.03._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_Third_Movement_-_Menuetto-_Allegro_Vivace%3B_Trio-_Un_Poco_Meno_Allegro.mp3	49
133	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729166	https://imslp.org/images/8/8f/PMLP1585-05.04._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_Fourth_Movement_-_Allegro_Ma_Non_Troppo.mp3	50
134	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15055.	1959	736761	https://imslp.org/images/7/7a/PMLP1585-01.01._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_1st_Mov.-_Adagio_-_Allegro_Vivace.mp3	47
135	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15055.	1959	736762	https://imslp.org/images/7/74/PMLP1585-01.02._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_2nd_Mov.-_Adagio.mp3	48
136	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15055.	1959	736763	https://imslp.org/images/8/82/PMLP1585-02.01._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_3rd_Mov.-_Allegro_Vivace.mp3	49
137	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15055.	1959	736764	https://imslp.org/images/5/51/PMLP1585-02.02._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_4th_Mov.-_Allegro_Ma_Non_Troppo.mp3	50
138	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6070.	1959	736768	https://imslp.org/images/b/b6/PMLP1585-01.01._1st_Mov.-_Adagio-Allegro_Vivace.mp3	47
139	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6070.	1959	736769	https://imslp.org/images/0/01/PMLP1585-01.02._2nd_Mov.-_Adagio.mp3	48
140	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6070.	1959	736770	https://imslp.org/images/3/33/PMLP1585-02.01._3rd_Mov.-_Allegro_Vivace.mp3	49
141	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6070.	1959	736771	https://imslp.org/images/0/0f/PMLP1585-02.02._4th_Mov.-_Allegro_Ma_Non_Troppo.mp3	50
142	Philharmonia Orchestra, Herbert von Karajan	Angel Records. Angel 35203.	1955	736750	https://imslp.org/images/f/f6/PMLP1585-01.01._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_First_Movement.mp3	47
143	Philharmonia Orchestra, Herbert von Karajan	Angel Records. Angel 35203.	1955	736751	https://imslp.org/images/d/d2/PMLP1585-01.02._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_Second_Movement.mp3	48
144	Philharmonia Orchestra, Herbert von Karajan	Angel Records. Angel 35203.	1955	736752	https://imslp.org/images/0/0f/PMLP1585-01.03._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_Third_Movement.mp3	49
145	Philharmonia Orchestra, Herbert von Karajan	Angel Records. Angel 35203.	1955	736753	https://imslp.org/images/e/e5/PMLP1585-02.01._Symphony_No._4_In_B_Flat_Major%2C_Op._60-_Fourth_Movement.mp3	50
146	London Philharmonic, Felix Weingartner	Columbia. ML 4504.	1952	736757	https://imslp.org/images/c/c3/PMLP1585-01.01._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_First_Movement-_Adagio%3B_Allegro_Vivace.mp3	47
147	London Philharmonic, Felix Weingartner	Columbia. ML 4504.	1952	736758	https://imslp.org/images/6/62/PMLP1585-01.02._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_Second_Movement-_Adagio.mp3	48
148	London Philharmonic, Felix Weingartner	Columbia. ML 4504.	1952	736759	https://imslp.org/images/9/9e/PMLP1585-02.01._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_Third_Movement-_Menuetto_And_Trio_%28Allegro_Vivace%29.mp3	49
149	London Philharmonic, Felix Weingartner	Columbia. ML 4504.	1952	736760	https://imslp.org/images/9/9b/PMLP1585-02.02._Symphony_No._4_In_B-Flat_Major%2C_Op._60-_Fourth_Movement-_Adagio_Ma_Non_Troppo.mp3	50
150	Columbia Symphony Orchestra, Bruno Walter	Columbia Masterworks. ML 5906.	1963	726695	https://imslp.org/images/1/19/PMLP1586-02.01._Symphony_No._5_In_C_Minor%2C_Op._67-_I_-_Allegro_Con_Brio.mp3	51
151	Columbia Symphony Orchestra, Bruno Walter	Columbia Masterworks. ML 5906.	1963	726696	https://imslp.org/images/2/22/PMLP1586-02.02._Symphony_No._5_In_C_Minor%2C_Op._67-_II_-_Andante_Con_Moto.mp3	52
152	Berliner Philharmoniker, Herbert von Karajan	Deutsche Grammophon. 2535 304.	1962	728533	https://imslp.org/images/d/d6/PMLP1586-01.01._Symphonie_Nr._5_C-min.%2C_Op._67-_1._Mov-_Allegro_Con_Brio.mp3	51
153	Berliner Philharmoniker, Herbert von Karajan	Deutsche Grammophon. 2535 304.	1962	728534	https://imslp.org/images/6/61/PMLP1586-01.02._Symphonie_Nr._5_C-min.%2C_Op._67-_2._Mov-_Andante_Con_Moto.mp3	52
154	Berliner Philharmoniker, Herbert von Karajan	Deutsche Grammophon. 2535 304.	1962	728535	https://imslp.org/images/e/e6/PMLP1586-02.01._Symphonie_Nr._5_C-min.%2C_Op._67-_3._Mov-_Allegro_Attacca.mp3	53
155	Berliner Philharmoniker, Herbert von Karajan	Deutsche Grammophon. 2535 304.	1962	728536	https://imslp.org/images/7/7a/PMLP1586-02.02._Symphonie_Nr._5_C-min.%2C_Op._67-_4._Mov-_Allegro.mp3	54
156	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729213	https://imslp.org/images/d/d1/PMLP1586-06.01._Symphony_No._5_In_C_Minor%2C_Op._67-_First_Movement_-_Allegro_Con_Brio.mp3	51
157	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729214	https://imslp.org/images/8/81/PMLP1586-06.02._Symphony_No._5_In_C_Minor%2C_Op._67-_Second_Movement_-_Andante_Con_Motto.mp3	52
158	Columbia Symphony Orchestra, Bruno Walter	Odyssey. Y 30314.	1961	726690	https://imslp.org/images/9/9a/PMLP1586-02.01._Symphony_No._5_In_C_Minor%2C_Op._67-_Allegro_Con_Brio.mp3	51
159	Columbia Symphony Orchestra, Bruno Walter	Odyssey. Y 30314.	1961	726691	https://imslp.org/images/a/a1/PMLP1586-02.02._Symphony_No._5_In_C_Minor%2C_Op._67-_Andante_Con_Moto.mp3	52
160	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6037.	1958	729226	https://imslp.org/images/2/29/PMLP1586-london01.01._Symphony_No._5_In_C_Minor%2C_Op._67_First_Movement_Allegro_Con_Brio.mp3	51
161	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6037.	1958	729227	https://imslp.org/images/1/15/PMLP1586-london01.02._Symphony_No._5_In_C_Minor%2C_Op._67_Second_Movement_Andante_Con_Moto.mp3	52
162	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6037.	1958	726649	https://imslp.org/images/f/f9/PMLP1586-02.01._Symphony_No._5_In_C_Minor%2C_Op._67-_Third_Movement-_Scherzo-_Allegro.mp3	53
163	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. CS 6037.	1958	726650	https://imslp.org/images/7/7f/PMLP1586-02.02._Symphony_No._5_In_C_Minor%2C_Op._67-_Fourth_Movement-_Allegro.mp3	54
164	Philharmonia Orchestra, Otto Klemperer	Angel. RL 32032.	1957	726679	https://imslp.org/images/4/42/PMLP1586-01.01._First_Movement-_Allegro_con_brio.mp3	51
165	Philharmonia Orchestra, Otto Klemperer	Angel. RL 32032.	1957	726680	https://imslp.org/images/e/eb/PMLP1586-01.02._Second_Movement-_Andante_con_moto_-_Piu_mosso_-_Tempo_1.mp3	52
166	Philadelphia Orchestra, Eugene Ormandy	Columbia Masterworks. ML 5098.	1956	726651	https://imslp.org/images/7/7f/PMLP1586-01.01._Symphony_No._5_In_C_Minor%2C_OP_57-_I_-_Allegro_Con_Brio.mp3	51
167	Philadelphia Orchestra, Eugene Ormandy	Columbia Masterworks. ML 5098.	1956	726652	https://imslp.org/images/8/84/PMLP1586-01.02._Symphony_No._5_In_C_Minor%2C_OP_57-_II_-_Andante_Con_Moto.mp3	52
168	New York Philharmonic, Bruno Walter	Columbia Masterworks. ML 4009.	1948	726627	https://imslp.org/images/a/af/PMLP1586-01.01._Symphony_No._5_In_C_Minor%2C_Op._67-_First_Movement-_Allegro_Con_Brio.mp3	51
169	New York Philharmonic, Bruno Walter	Columbia Masterworks. ML 4009.	1948	726628	https://imslp.org/images/0/09/PMLP1586-01.02._Symphony_No._5_In_C_Minor%2C_Op._67-_Second_Movement-_Andante_Con_Moto.mp3	52
170	Berliner Philharmoniker, Wilhelm Furtwängler	Unicorn Records. UNI 106.	1943	726687	https://imslp.org/images/f/f9/PMLP1586-01.01._Symphony_No._5_Op._67-_Allegro_Con_Brio.mp3	51
171	Berliner Philharmoniker, Wilhelm Furtwängler	Unicorn Records. UNI 106.	1943	726688	https://imslp.org/images/6/60/PMLP1586-01.02._Symphony_No._5_Op._67-_Andante_Con_Moto.mp3	52
172	Royal Concertgebouw Orchestra, Willem Mengelberg	Capitol Records. P-8110.	1937	726640	https://imslp.org/images/e/e7/PMLP1586-01.01._First_Movement-_Allegro.mp3	51
173	Royal Concertgebouw Orchestra, Willem Mengelberg	Capitol Records. P-8110.	1937	726641	https://imslp.org/images/7/74/PMLP1586-01.02._Second_Movement-_Adante_con_moto.mp3	52
174	Wiener Philharmoniker, Pierre Monteux	RCA Victrola. VICS 1070.	1964	734768	https://imslp.org/images/a/a8/PMLP1595-01.01._Beethoven_Symphony_No._6_In_F._Op._68_%28%22Pastoral%22%29-_First_Movement-_Allegro_Ma_Non_Troppo.mp3	55
175	Wiener Philharmoniker, Pierre Monteux	RCA Victrola. VICS 1070.	1964	734769	https://imslp.org/images/4/47/PMLP1595-01.02._Beethoven_Symphony_No._6_In_F._Op._68_%28%22Pastoral%22%29-_Second_Movement-_Andante_Molto_Mosso.mp3	56
176	London Symphony Orchestra, Antal Doráti	Mercury. SR 90415.	1964	735480	https://imslp.org/images/d/d1/PMLP1595-01.02._Symphony_No._6_In_F_Major_%22Pastoral%22-_I._Allegro_Ma_Non_Troppo.mp3	55
177	London Symphony Orchestra, Antal Doráti	Mercury. SR 90415.	1964	735481	https://imslp.org/images/3/35/PMLP1595-02.01._Symphony_No._6_In_F_Major_%22Pastoral%22-_II._Andante_Molto_Mosso.mp3	56
178	Chicago Symphony Orchestra, Fritz Reiner	RCA Victor Red Seal. LSC 2614.	1963	734759	https://imslp.org/images/a/a4/PMLP1595-01.01._Symphony_No._6_In_F%2C_Op._68_%28%22Pastoral%22%29-_Cheerful_Impressions_On_Arriving_In_The_Country.mp3	55
179	Chicago Symphony Orchestra, Fritz Reiner	RCA Victor Red Seal. LSC 2614.	1963	734760	https://imslp.org/images/5/51/PMLP1595-01.02._Symphony_No._6_In_F%2C_Op._68_%28%22Pastoral%22%29-_By_The_Brook.mp3	56
180	Royal Danish Orchestra, George Hurst	Forum. SF 70018.	1963	734898	https://imslp.org/images/1/12/PMLP1595-01.01._1st_Mvt._Allegro_Ma_Non_Troppo.mp3	55
181	Royal Danish Orchestra, George Hurst	Forum. SF 70018.	1963	734899	https://imslp.org/images/b/bf/PMLP1595-01.02._2nd_Mvt._Andante_Molto_Mosso.mp3	56
182	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729184	https://imslp.org/images/7/76/PMLP1595-07.01._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_First_Movement_-_Allegro_Ma_Non_Troppo_%28Cheerful_Impressions_Awakened_By_Arrival_In_The_Country%29.mp3	55
183	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729185	https://imslp.org/images/9/94/PMLP1595-07.02._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_Second_Movement_-_Andante_Con_Molto_%28Scene_By_The_Brook%29.mp3	56
184	Berliner Philharmoniker, André Cluytens	His Master's Voice. ALP 1863.	1960	734765	https://imslp.org/images/3/3a/PMLP1595-01.01._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_First_Movement-_Awakening_Of_Pleasant_Feelings_Upon_Arriving_In_The_Country_%28Allegro_Ma_Non_Troppo%29.mp3	55
185	Berliner Philharmoniker, André Cluytens	His Master's Voice. ALP 1863.	1960	734766	https://imslp.org/images/2/2f/PMLP1595-01.02._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_Second_Movement-_Scene_At_The_Brook_%28Andante_Molto_Mosso%29.mp3	56
186	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15064.	1960	734905	https://imslp.org/images/8/81/PMLP1595-01.01._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_1st_Movement-_Allegro_Ma_Non_Troppo.mp3	55
187	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15064.	1960	734906	https://imslp.org/images/2/24/PMLP1595-01.02._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_2nd_Movement-_Andante_Molto_Mosso.mp3	56
188	Royal Philharmonic Orchestra, Rafael Kubelík	Capitol Records. SG 7213.	1960	734909	https://imslp.org/images/9/9d/PMLP1595-01.01._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_I._Awakening_Of_Pleasant_Feelings_Upon_Arriving_In_The_Country_%28Allegro_Non_Troppo%29.mp3	55
189	Royal Philharmonic Orchestra, Rafael Kubelík	Capitol Records. SG 7213.	1960	734910	https://imslp.org/images/5/52/PMLP1595-01.02._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastoral%22%29-_II._Scene_At_The_Brook_%28Andante_Molto_Mosso%29.mp3	56
190	London Symphony Orchestra, Josef Krips	Everest. SDBR 3074.	1960	735489	https://imslp.org/images/6/60/PMLP1595-01.01._Beethoven-_Symphony_No._6_In_F_Major_Op._68_%28%22Pastoral%22%29-_1st_Movement_-_Allegro_Ma_Non_Troppo.mp3	55
191	London Symphony Orchestra, Josef Krips	Everest. SDBR 3074.	1960	735490	https://imslp.org/images/b/bd/PMLP1595-01.02._Beethoven-_Symphony_No._6_In_F_Major_Op._68_%28%22Pastoral%22%29-_2nd_Movement_-_Andante_Molto_Moto.mp3	56
192	Philharmonia Orchestra, Otto Klemperer	Angel Records. ANG 35711.	1959	734771	https://imslp.org/images/c/c9/PMLP1595-01.01._Symphony_No.6_In_F_Major%2C_Op.68_%28%27Pastoral%27-_First_Movement-_Awakening_Of_Pleasant_Feelings_Upon_Arriving_In_The_Country_-_Allegro_Ma_Non_Troppo.mp3	55
193	Philharmonia Orchestra, Otto Klemperer	Angel Records. ANG 35711.	1959	734772	https://imslp.org/images/4/48/PMLP1595-01.02._Symphony_No.6_In_F_Major%2C_Op.68_%28%27Pastoral%27-_Second_Movement-_Scene_At_The_Brook_-_Andanta_Molto_Mosso.mp3	56
194	Columbia Symphony Orchestra, Bruno Walter	Columbia. MS 6012.	1958	734892	https://imslp.org/images/4/44/PMLP1595-01.01._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastorale%22%29-_Allegro_Ma_Non_Troppo_%28The_Awakening_Of_Joyful_Feelings%29.mp3	55
195	Columbia Symphony Orchestra, Bruno Walter	Columbia. MS 6012.	1958	734893	https://imslp.org/images/1/18/PMLP1595-01.02._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastorale%22%29-_Andante_Molto_Moto_%28The_Brook%29.mp3	56
196	NBC Symphony Orchestra, Arturo Toscanini	RCA. AT 133.	1956	734777	https://imslp.org/images/9/96/PMLP1595-01.01._First_Movement-_Allegro_Ma_Non_Troppo_%28Risvegli_Di_Piacevoli_Sensazioni_All%27arrivo_In_Campagna%29.mp3	55
197	NBC Symphony Orchestra, Arturo Toscanini	RCA. AT 133.	1956	734778	https://imslp.org/images/f/f7/PMLP1595-01.02._Second_Movement-_Andante_Molto_Mosso_%28Scena_Presso_Il_Ruscello%29.mp3	56
198	Boston Symphony Orchestra, Charles Munch	RCA Victor Red Seal. LM 1997.	1956	734912	https://imslp.org/images/6/69/PMLP1595-01.01._First_Movement-_Awakening_Of_Serene_Impressions_Upon_Arriving_In_The_Country-_Allegro_Ma_Non_Troppo.mp3	55
199	Boston Symphony Orchestra, Charles Munch	RCA Victor Red Seal. LM 1997.	1956	734913	https://imslp.org/images/8/8b/PMLP1595-01.02._Second_Movement-_Scene_By_The_Brookside-_Andante_Molto_Mosso.mp3	56
200	New York Philharmonic, George Szell	Columbia Masterworks. ML 5057.	1955	734895	https://imslp.org/images/e/ee/PMLP1595-01.01._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastorale%22%29-_I_-_Allegro_Ma_Non_Troppo_%28The_Awakening_Of_Joyful_Feelings_Upon_Arrival_In_The_Country%29.mp3	55
201	New York Philharmonic, George Szell	Columbia Masterworks. ML 5057.	1955	734896	https://imslp.org/images/a/a6/PMLP1595-01.02._Symphony_No._6_In_F_Major%2C_Op._68_%28%22Pastorale%22%29-_II_-_Andante_Molto_Moto_%28The_Brook%29.mp3	56
202	Royal Concertgebouw Orchestra, Erich Kleiber	London Records. LL 916.	1954	734774	https://imslp.org/images/a/a5/PMLP1595-01.01._1st_Movement-_Allegro_Ma_Non_Troppo_%28Awakening_Of_Happy_Feelings_On_Arriving_In_The_Country%29.mp3	55
203	Royal Concertgebouw Orchestra, Erich Kleiber	London Records. LL 916.	1954	734775	https://imslp.org/images/6/66/PMLP1595-01.02._2nd_Movement-_Andante_Molto_Mosso_%28By_The_Brook%29.mp3	56
204	Pittsburgh Symphony Orchestra, William Steinberg	Capitol Records. S 8159.	1952	734915	https://imslp.org/images/a/aa/PMLP1595-01.01._1st_Movement_-_Allegro_Ma_Non_Troppo.mp3	55
205	Pittsburgh Symphony Orchestra, William Steinberg	Capitol Records. S 8159.	1952	734916	https://imslp.org/images/8/8a/PMLP1595-01.02._2nd_Movement_-_Andante_Molto_Mosso.mp3	56
206	Wiener Symphoniker, Otto Klemperer	Music-Appreciation Records. MAR 10577.	1950	735484	https://imslp.org/images/8/89/PMLP1595-01.01._Symphony_No._6_In_F_Major%2C_Op._68_%22Pastoral%22-_1_-_Allegro_Ma_Non_Troppo.mp3	55
207	Wiener Symphoniker, Otto Klemperer	Music-Appreciation Records. MAR 10577.	1950	735485	https://imslp.org/images/8/8f/PMLP1595-01.02._Symphony_No._6_In_F_Major%2C_Op._68_%22Pastoral%22-_2_-_Andante_Molto_Mosso.mp3	56
208	Wiener Symphoniker, Otto Klemperer	Music-Appreciation Records. MAR 10577.	1950	735486	https://imslp.org/images/b/b4/PMLP1595-02.01._Symphony_No._6_In_F_Major%2C_Op._68_%22Pastoral%22-_3_-_Allegro.mp3	57
209	Wiener Symphoniker, Otto Klemperer	Music-Appreciation Records. MAR 10577.	1950	735487	https://imslp.org/images/1/12/PMLP1595-02.02._Symphony_No._6_In_F_Major%2C_Op._68_%22Pastoral%22-_4_-_Allegro.mp3	58
210	Wiener Symphoniker, Otto Klemperer	Music-Appreciation Records. MAR 10577.	1950	735488	https://imslp.org/images/4/46/PMLP1595-02.03._Symphony_No._6_In_F_Major%2C_Op._68_%22Pastoral%22-_5_-_Allegretto.mp3	59
211	London Symphony Orchestra, Pierre Monteux	RCA Victrola. VICS 1061.	1964	723380	https://imslp.org/images/e/ee/PMLP1600-01.01._Symphony_No.7_In_A_Major%2C_Opus_92_%22Dance%22-_Poco_Sostenuto.mp3	60
212	London Symphony Orchestra, Pierre Monteux	RCA Victrola. VICS 1061.	1964	723381	https://imslp.org/images/e/ec/PMLP1600-01.02._Symphony_No.7_In_A_Major%2C_Opus_92_%22Dance%22-_Allegretto.mp3	61
213	London Symphony Orchestra, Pierre Monteux	RCA Victrola. VICS 1061.	1964	723382	https://imslp.org/images/5/5f/PMLP1600-02.01._Symphony_No.7_In_A_Major%2C_Opus_92_%22Dance%22-_Presto%3B_Presto_Meno_Assai%3B_Presto.mp3	62
214	London Symphony Orchestra, Pierre Monteux	RCA Victrola. VICS 1061.	1964	723383	https://imslp.org/images/9/91/PMLP1600-02.02._Symphony_No.7_In_A_Major%2C_Opus_92_%22Dance%22-_Allegro_Con_Brio.mp3	63
215	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729188	https://imslp.org/images/8/80/PMLP1600-09.01._Symphony_No._7_In_A_Major%2C_Op._92-_First_Movement_-_Poco_Sostenuto%3B_Vivace.mp3	60
216	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729189	https://imslp.org/images/4/4d/PMLP1600-09.02._Symphony_No._7_In_A_Major%2C_Op._92-_Second_Movement_-_Allegretto.mp3	61
217	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729190	https://imslp.org/images/a/aa/PMLP1600-10.01._Symphony_No._7_In_A_Major%2C_Op._92-_Third_Movement_-_Presto%3B_Assai_Meno_Presto%3B_Presto.mp3	62
218	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729191	https://imslp.org/images/5/5d/PMLP1600-10.02._Symphony_No._7_In_A_Major%2C_Op._92-_Fourth_Movement_-_Allegro_Con_Brio.mp3	63
219	Symphony of the Air, Leopold Stokowski	United Artists Records. USLP 0007.	1961	723372	https://imslp.org/images/f/fd/PMLP1600-01.01._First_Movement-_Poco_sostenuto_-_Vivace.mp3	60
220	Symphony of the Air, Leopold Stokowski	United Artists Records. USLP 0007.	1961	723373	https://imslp.org/images/3/3b/PMLP1600-01.02._Second_Movement-_Allegretto.mp3	61
221	Symphony of the Air, Leopold Stokowski	United Artists Records. USLP 0007.	1961	723374	https://imslp.org/images/6/65/PMLP1600-02.01._Third_Movement-_Presto.mp3	62
222	Symphony of the Air, Leopold Stokowski	United Artists Records. USLP 0007.	1961	723375	https://imslp.org/images/5/59/PMLP1600-02.02._Fourth_Movement-_Allegro_Con_Brio.mp3	63
223	Philharmonia Orchestra, Otto Klemperer	Angel Records. RL-32114.	1961	730987	https://imslp.org/images/8/88/PMLP1600-01.01._Band_1_-_First_Movement_-_Poco_Sostenuto_-_Vivace.mp3	60
224	Philharmonia Orchestra, Otto Klemperer	Angel Records. RL-32114.	1961	730988	https://imslp.org/images/1/1c/PMLP1600-01.02._Band_2_-_Second_Movement_-_Allegretto.mp3	61
225	Philharmonia Orchestra, Otto Klemperer	Angel Records. RL-32114.	1961	730989	https://imslp.org/images/8/89/PMLP1600-02.01._Band_1_-_Third_Movement_-_Presto.mp3	62
226	Philharmonia Orchestra, Otto Klemperer	Angel Records. RL-32114.	1961	730990	https://imslp.org/images/d/d9/PMLP1600-02.02._Band_2_-_Fourth_Movement_-_Allegro_Con_Brio.mp3	63
227	London Symphony Orchestra, Josef Krips	Everest. SDBR 3088.	1961	736445	https://imslp.org/images/a/a9/PMLP1600-01.01._Symphony_No._7_In_A_Major%2C_Op._92-_1st_Movement_-_Poco_Sostenuto%3B_Vivace.mp3	60
228	London Symphony Orchestra, Josef Krips	Everest. SDBR 3088.	1961	736446	https://imslp.org/images/9/9b/PMLP1600-01.02._Symphony_No._7_In_A_Major%2C_Op._92-_2nd_Movement_-_Allegretto.mp3	61
229	London Symphony Orchestra, Josef Krips	Everest. SDBR 3088.	1961	736447	https://imslp.org/images/b/bf/PMLP1600-02.01._Symphony_No._7_In_A_Major%2C_Op._92-_3rd_Movement_-_Presto%3B_Presto_Meno_Assai.mp3	62
230	London Symphony Orchestra, Josef Krips	Everest. SDBR 3088.	1961	736448	https://imslp.org/images/2/23/PMLP1600-02.02._Symphony_No._7_In_A_Major%2C_Op._92-_4th_Movement_-_Finale-_Allegro_Con_Brio.mp3	63
231	New York Philharmonic, Leonard Bernstein	Columbia Masterworks. MS 6612.	1960	723384	https://imslp.org/images/b/ba/PMLP1600-01.01._I._-_Poco_Sostenuto-_Vivace.mp3	60
232	New York Philharmonic, Leonard Bernstein	Columbia Masterworks. MS 6612.	1960	723385	https://imslp.org/images/b/b9/PMLP1600-01.02._II-_Allegretto.mp3	61
233	New York Philharmonic, Leonard Bernstein	Columbia Masterworks. MS 6612.	1960	723386	https://imslp.org/images/1/17/PMLP1600-02.01._III-_Presto.mp3	62
234	New York Philharmonic, Leonard Bernstein	Columbia Masterworks. MS 6612.	1960	723387	https://imslp.org/images/5/5d/PMLP1600-02.02._IV-_Allegro_Con_Brio.mp3	63
235	Royal Philharmonic Orchestra, Thomas Beecham	Capitol Records. SG 7223.	1959	723402	https://imslp.org/images/5/51/PMLP1600-01.01._Poco_Sostenuto_-_Vivace.mp3	60
236	Royal Philharmonic Orchestra, Thomas Beecham	Capitol Records. SG 7223.	1959	723403	https://imslp.org/images/9/91/PMLP1600-01.02._Allegretto.mp3	61
