score_qstamp,qstamp,measure,beat,736441_tstamp,729167_tstamp,711707_tstamp,723421_tstamp,RNS_tstamp
166.125,166.125,51,4.0,186.9671,175.9671,179.9071,185.2671,192.9871
167.125,167.125,52,1.0,187.2671,176.2871,180.1871,185.6471,193.3671
167.375,167.375,52,1.25,187.3621,176.3621,180.3021,185.7621,193.4421
167.625,167.625,52,1.5,187.4371,176.4371,180.3771,185.8371,193.5171
167.875,167.875,52,1.75,187.5121,176.5121,180.4521,185.9121,193.5921
168.125,168.125,52,2.0,187.5871,176.6155,180.5413,185.9871,193.6671
168.375,168.375,52,2.25,187.6621,176.7421,180.6421,186.0621,193.7421
168.625,168.625,52,2.5,187.7742,176.8171,180.7371,186.1771,193.8171
168.875,168.875,52,2.75,187.8521,176.8921,180.8121,186.2521,193.8921
169.125,169.125,52,3.0,187.9768,176.9671,180.8942,186.3484,193.9671
169.375,169.375,52,3.25,188.1421,177.0421,181.0021,186.4621,194.0621
169.625,169.625,52,3.5,188.2171,177.1171,181.0771,186.5371,194.1371
169.875,169.875,52,3.75,188.2921,177.1921,181.1521,186.6121,194.2121
170.125,170.125,52,4.0,188.3671,177.2671,181.2342,186.6871,194.2871
170.375,170.375,52,4.25,188.4421,177.3421,181.3221,186.7621,194.3621
170.625,170.625,52,4.5,188.5171,177.3893,181.3971,186.8371,194.4371
170.875,170.875,52,4.75,188.5921,177.4321,181.4721,186.9121,194.5121
171.125,171.125,53,1.0,188.6671,177.5071,181.5471,186.9871,194.5871
171.375,171.375,53,1.25,188.7821,177.5821,181.6821,187.1021,194.6621
171.625,171.625,53,1.5,188.8571,177.6571,181.7571,187.1771,194.7371
171.875,171.875,53,1.75,188.9321,177.7321,181.8321,187.3121,194.8121
172.125,172.125,53,2.0,189.0142,177.8071,181.9071,187.3871,194.8942
172.375,172.375,53,2.25,189.1221,177.9621,181.9821,187.5021,194.9821
172.625,172.625,53,2.5,189.2171,178.0371,182.0571,187.5771,195.0571
172.875,172.875,53,2.75,189.2921,178.1121,182.1321,187.6521,195.1321
173.125,173.125,53,3.0,189.3671,178.1871,182.2284,187.7271,195.2071
173.375,173.375,53,3.25,189.4621,178.2621,182.3421,187.8021,195.2821
173.625,173.625,53,3.5,189.5371,178.3371,182.4171,187.8771,195.3771
173.875,173.875,53,3.75,189.6121,178.4121,182.4921,187.9721,195.4521
174.125,174.125,53,4.0,189.6942,178.4871,182.5671,188.0471,195.5413
174.375,174.375,53,4.25,189.7821,178.5621,182.6421,188.1221,195.6421
174.625,174.625,53,4.5,189.8771,178.6371,182.7171,188.1971,195.7171
174.875,174.875,53,4.75,189.9521,178.7121,182.7921,188.2721,195.7921
175.125,175.125,54,1.0,190.0271,178.7942,182.8742,188.3471,195.8671
175.375,175.375,54,1.25,190.1021,178.8821,182.9821,188.4221,195.9421
175.625,175.625,54,1.5,190.1771,178.9571,183.0571,188.4971,196.0171
175.875,175.875,54,1.75,190.2521,179.0321,183.1321,188.5721,196.0921
176.125,176.125,54,2.0,190.3271,179.1071,183.2071,188.6471,196.1671
176.375,176.375,54,2.25,190.4442,179.1821,183.2821,188.8063,196.2421
176.625,176.625,54,2.5,190.5371,179.2742,183.3571,188.9171,196.3171
176.875,176.875,54,2.75,190.6121,179.3521,183.4721,188.9921,196.3921
177.125,177.125,54,3.0,190.7071,179.4271,183.5671,189.0671,196.4671
179.125,179.125,55,1.0,191.4071,180.0271,184.1671,189.6871,197.1471
180.125,180.125,55,2.0,191.7071,180.3071,184.5271,190.0271,197.4471
181.125,181.125,55,3.0,192.0671,180.6071,184.9071,190.3871,197.7871
182.125,182.125,55,4.0,192.4271,180.9071,185.2071,190.7542,198.0871
183.125,183.125,56,1.0,192.7271,181.2071,185.5071,191.0671,198.3871
183.375,183.375,56,1.25,192.8021,181.3221,185.6821,191.2221,198.4621
183.625,183.625,56,1.5,192.8771,181.3971,185.7571,191.2971,198.5571
183.875,183.875,56,1.75,192.9721,181.4721,185.8321,191.3721,198.6321
184.125,184.125,56,2.0,193.0471,181.5471,185.9071,191.4471,198.7071
184.375,184.375,56,2.25,193.1242,181.6221,185.9821,191.5242,198.8221
184.625,184.625,56,2.5,193.2371,181.6971,186.0571,191.6171,198.8971
184.875,184.875,56,2.75,193.3121,181.7721,186.1321,191.6921,198.9721
185.125,185.125,56,3.0,193.4213,181.8471,186.2142,191.7813,199.0542
185.375,185.375,56,3.25,193.5221,181.9221,186.3021,191.8821,199.1421
185.625,185.625,56,3.5,193.6142,181.9971,186.3771,191.9571,199.2171
185.875,185.875,56,3.75,193.6921,182.0721,186.4521,192.0442,199.2921
186.125,186.125,56,4.0,193.7671,182.1471,186.5271,192.1342,199.3671
186.375,186.375,56,4.25,193.8421,182.2221,186.6021,192.2221,199.4421
186.625,186.625,56,4.5,193.9171,182.2971,186.6771,192.2971,199.5171
186.875,186.875,56,4.75,193.9921,182.3721,186.7521,192.3721,199.5921
187.125,187.125,57,1.0,194.0671,182.4471,186.8271,192.4471,199.6671
187.375,187.375,57,1.25,194.1421,182.5421,186.9021,192.5421,199.7421
187.625,187.625,57,1.5,194.2171,182.6171,186.9771,192.6171,199.8171
187.875,187.875,57,1.75,194.2921,182.6921,187.0521,192.6921,199.8921
188.125,188.125,57,2.0,194.3671,182.7671,187.1271,192.7671,199.9671
188.375,188.375,57,2.25,194.5221,182.8421,187.2421,192.9021,200.1221
188.625,188.625,57,2.5,194.6142,182.9171,187.4171,192.9771,200.1971
188.875,188.875,57,2.75,194.6921,182.9921,187.4921,193.0521,200.2721
189.125,189.125,57,3.0,194.7671,183.0671,187.5871,193.1342,200.3542
189.375,189.375,57,3.25,194.8821,183.1421,187.6621,193.2221,200.4421
189.625,189.625,57,3.5,194.9571,183.2171,187.7371,193.2971,200.5171
189.875,189.875,57,3.75,195.0321,183.2921,187.8121,193.3721,200.6321
190.125,190.125,57,4.0,195.1071,183.3813,187.8871,193.4471,200.7071
190.375,190.375,57,4.25,195.2221,183.4821,187.9663,193.5821,200.8021
190.625,190.625,57,4.5,195.2971,183.5571,188.0771,193.6571,200.8771
190.875,190.875,57,4.75,195.3721,183.6321,188.1521,193.7321,200.9521
191.125,191.125,58,1.0,195.4471,183.7071,188.2271,193.8071,201.0271
192.875,192.875,58,2.75,196.0921,184.2321,188.7521,194.3921,201.5521
193.125,193.125,58,3.0,196.1671,184.3284,188.8271,194.4813,201.6271
194.125,194.125,58,4.0,196.4942,184.6671,189.1871,194.8071,201.9271
194.375,194.375,58,4.25,196.5821,184.7421,189.2821,194.8821,202.0021
194.625,194.625,58,4.5,196.6571,184.8171,189.3571,194.9571,202.1113
194.875,194.875,58,4.75,196.7721,184.9042,189.4321,195.0521,202.2321
195.125,195.125,59,1.0,196.8471,184.9871,189.5071,195.1271,202.3071
195.375,195.375,59,1.25,196.9242,185.0821,189.6421,195.2463,202.3821
195.625,195.625,59,1.5,197.0513,185.1571,189.7171,195.3571,202.4571
195.875,195.875,59,1.75,197.1321,185.2321,189.8121,195.4321,202.5321
196.125,196.125,59,2.0,197.2355,185.3071,189.9013,195.5213,202.6071
197.125,197.125,59,3.0,197.5871,185.6342,190.2471,195.8813,202.9071
198.125,198.125,59,4.0,197.9271,185.9471,190.5471,196.2471,203.2271
199.125,199.125,60,1.0,198.2271,186.2471,190.8471,196.5471,203.5271
200.875,200.875,60,2.75,198.8521,186.7721,191.3721,197.0921,204.1242
201.125,201.125,60,3.0,198.9271,186.8471,191.4471,197.1742,204.2071
202.125,202.125,60,4.0,199.2671,187.1471,191.7471,197.4871,204.5471
202.375,202.375,60,4.25,199.3421,187.2242,191.8221,197.5621,204.6221
202.625,202.625,60,4.5,199.4171,187.3171,191.8971,197.6771,204.6971
202.875,202.875,60,4.75,199.4921,187.3921,192.1121,197.7521,204.8321
203.125,203.125,61,1.0,199.6071,187.4671,192.2071,197.8742,204.9071
204.125,204.125,61,2.0,199.9871,187.7671,192.6671,198.2471,205.2071
205.125,205.125,61,3.0,200.2871,188.0671,192.9671,198.5542,205.5071
206.125,206.125,61,4.0,200.6271,188.3671,193.2671,198.8871,205.8071
207.125,207.125,62,1.0,200.9671,188.6671,193.5813,199.2271,206.1071
207.625,207.625,62,1.5,201.1171,188.8971,193.7771,199.4371,206.2571
208.125,208.125,62,2.0,201.3413,189.0471,193.9671,199.5871,206.4271
208.625,208.625,62,2.5,201.5171,189.1971,194.1171,199.7371,206.5971
209.125,209.125,62,3.0,201.6671,189.3471,194.2671,199.9071,206.7671
209.625,209.625,62,3.5,201.8342,189.4971,194.4371,200.0571,206.9171
210.125,210.125,62,4.0,201.9942,189.6471,194.6071,200.2613,207.1071
210.625,210.625,62,4.5,202.1771,189.7971,194.7571,200.4371,207.2571
211.125,211.125,63,1.0,202.3342,189.9471,194.9271,200.6071,207.4213
211.625,211.625,63,1.5,202.4971,190.0971,195.0771,200.7571,207.5971
212.125,212.125,63,2.0,202.6471,190.2471,195.2471,200.9471,207.7471
212.625,212.625,63,2.5,202.8371,190.4171,195.3971,201.0971,207.8971
213.125,213.125,63,3.0,203.0071,190.5871,195.5742,201.2742,208.0671
213.625,213.625,63,3.5,203.1771,190.7371,195.7371,201.4371,208.2171
214.125,214.125,63,4.0,203.3271,190.8871,195.8942,201.5942,208.3671
214.625,214.625,63,4.5,203.4771,191.0371,196.0571,201.7571,208.5171
215.125,215.125,64,1.0,203.6342,191.1942,196.2542,201.9071,208.6955
215.625,215.625,64,1.5,203.8171,191.3771,196.4171,202.1171,208.9171
216.125,216.125,64,2.0,203.9813,191.5271,196.5671,202.3071,209.0671
216.625,216.625,64,2.5,204.1571,191.6771,196.7171,202.4571,209.2171
217.125,217.125,64,3.0,204.3271,191.8271,196.9271,202.6471,209.3671
217.625,217.625,64,3.5,204.4971,191.9771,197.0771,202.7971,209.5171
218.125,218.125,64,4.0,204.6471,192.1271,197.2271,202.9471,209.6671
218.625,218.625,64,4.5,204.7971,192.2771,197.3971,203.0971,209.8171
219.125,219.125,65,1.0,204.9742,192.4271,197.5471,203.3013,209.9742
219.625,219.625,65,1.5,205.1371,192.5771,197.6971,203.4771,210.1371
220.125,220.125,65,2.0,205.2871,192.7342,197.8871,203.6471,210.3071
220.625,220.625,65,2.5,205.4371,192.8971,198.0371,203.7971,210.4571
221.125,221.125,65,3.0,205.6213,193.0671,198.2142,203.9671,210.6071
221.625,221.625,65,3.5,205.7971,193.2171,198.3771,204.1371,210.7571
222.125,222.125,65,4.0,205.9671,193.3671,198.5342,204.2942,210.9271
222.625,222.625,65,4.5,206.1171,193.5171,198.6971,204.4571,211.0771
223.125,223.125,66,1.0,206.3071,193.7271,198.8671,204.6613,211.2542
223.625,223.625,66,1.5,206.4571,193.8771,199.0513,204.8571,211.4371
224.125,224.125,66,2.0,206.6271,194.0413,199.2071,205.0071,211.5871
224.625,224.625,66,2.5,206.8171,194.2171,199.4171,205.2171,211.7571
225.125,225.125,66,3.0,207.0071,194.3871,199.5671,205.3671,211.9271
225.625,225.625,66,3.5,207.1571,194.5371,199.7171,205.5171,212.0771
226.125,226.125,66,4.0,207.3213,194.6871,199.8671,205.7342,212.2271
226.625,226.625,66,4.5,207.4971,194.8371,200.0371,205.8971,212.3771
227.125,227.125,67,1.0,207.6471,194.9871,200.1871,206.0742,212.5413
227.625,227.625,67,1.5,207.7971,195.1371,200.3371,206.2371,212.7171
228.125,228.125,67,2.0,207.9942,195.2871,200.5471,206.4271,212.8671
228.625,228.625,67,2.5,208.1571,195.4371,200.6971,206.5771,213.0171
229.125,229.125,67,3.0,208.3071,195.5942,200.8742,206.7542,213.2271
229.625,229.625,67,3.5,208.4571,195.7571,201.0371,206.9571,213.3771
230.125,230.125,67,4.0,208.6213,195.9071,201.1871,207.1271,213.5271
230.625,230.625,67,4.5,208.7971,196.0571,201.3371,207.2771,213.6771
231.125,231.125,68,1.0,208.9871,196.2071,201.5471,207.4271,213.8271
231.375,231.375,68,1.25,209.0621,196.2821,201.6221,207.5105,213.9042
231.625,231.625,68,1.5,209.1371,196.3571,201.6971,207.6571,213.9971
231.875,231.875,68,1.75,209.2921,196.4321,201.7721,207.7321,214.1321
232.125,232.125,68,2.0,209.3671,196.5071,201.8471,207.8271,214.2071
232.375,232.375,68,2.25,209.4621,196.5821,201.9221,207.9042,214.3021
232.625,232.625,68,2.5,209.5371,196.7171,201.9971,207.9971,214.3771
232.875,232.875,68,2.75,209.6121,196.7921,202.0721,208.0721,214.4521
233.125,233.125,68,3.0,209.6871,196.8671,202.1471,208.1471,214.5342
233.375,233.375,68,3.25,209.7621,196.9421,202.2621,208.2421,214.6221
233.625,233.625,68,3.5,209.8371,197.0171,202.3371,208.3171,214.6971
233.875,233.875,68,3.75,209.9321,197.0921,202.4121,208.3921,214.7721
234.125,234.125,68,4.0,210.0071,197.1671,202.5013,208.4813,214.8471
234.375,234.375,68,4.25,210.0821,197.2621,202.6221,208.5821,214.9221
234.625,234.625,68,4.5,210.1913,197.3371,202.6971,208.6742,215.0171
234.875,234.875,68,4.75,210.2921,197.4121,202.7721,208.7921,215.1121
235.125,235.125,69,1.0,210.3671,197.4871,202.8471,208.8871,215.1871
235.375,235.375,69,1.25,210.4621,197.5621,202.9242,208.9621,215.2621
235.625,235.625,69,1.5,210.5371,197.6371,203.0171,209.0371,215.3571
235.875,235.875,69,1.75,210.6121,197.7521,203.0921,209.1121,215.4321
236.125,236.125,69,2.0,210.6942,197.8271,203.1671,209.1871,215.5071
236.375,236.375,69,2.25,210.7821,197.9021,203.2421,209.3021,215.5821
236.625,236.625,69,2.5,210.8571,197.9771,203.3342,209.3771,215.6571
236.875,236.875,69,2.75,210.9521,198.0521,203.4321,209.4521,215.7321
237.125,237.125,69,3.0,211.0342,198.1271,203.5071,209.5342,215.8071
237.375,237.375,69,3.25,211.1221,198.2421,203.5821,209.6221,215.9221
237.625,237.625,69,3.5,211.1971,198.3171,203.6571,209.7171,215.9971
237.875,237.875,69,3.75,211.3121,198.3921,203.7521,209.8321,216.0721
238.125,238.125,69,4.0,211.3942,198.4671,203.8271,209.9071,216.1471
238.375,238.375,69,4.25,211.4821,198.5421,203.9021,209.9821,216.2221
238.625,238.625,69,4.5,211.5571,198.6171,203.9771,210.0571,216.2971
238.875,238.875,69,4.75,211.6521,198.7121,204.0642,210.1921,216.3721
239.125,239.125,70,1.0,211.7271,198.8071,204.1471,210.2671,216.4871
239.375,239.375,70,1.25,211.8842,198.9221,204.2821,210.4421,216.6021
239.625,239.625,70,1.5,212.0371,198.9971,204.3971,210.5171,216.6771
239.875,239.875,70,1.75,212.1121,199.0721,204.4721,210.5921,216.7521
240.125,240.125,70,2.0,212.1871,199.1471,204.5471,210.6671,216.8342
240.375,240.375,70,2.25,212.2621,199.2221,204.6221,210.7442,216.9242
240.625,240.625,70,2.5,212.3371,199.2971,204.6971,210.8913,217.0171
240.875,240.875,70,2.75,212.4321,199.3721,204.7721,210.9721,217.0921
241.125,241.125,70,3.0,212.5071,199.4471,204.8471,211.0471,217.1671
241.375,241.375,70,3.25,212.6021,199.5621,204.9221,211.2421,217.3421
241.625,241.625,70,3.5,212.6771,199.6371,205.0571,211.3171,217.4342
241.875,241.875,70,3.75,212.7721,199.7121,205.1321,211.3921,217.5121
242.125,242.125,70,4.0,212.8684,199.7871,205.2071,211.4671,217.5871
242.375,242.375,70,4.25,212.9842,199.8621,205.2821,211.5421,217.6621
242.625,242.625,70,4.5,213.0771,199.9371,205.3571,211.6171,217.7371
242.875,242.875,70,4.75,213.1921,200.0121,205.4521,211.7321,217.8121
243.125,243.125,71,1.0,213.2671,200.0871,205.5271,211.8071,217.8871
243.375,243.375,71,1.25,213.3421,200.1621,205.6021,211.8821,217.9821
243.625,243.625,71,1.5,213.4171,200.2371,205.6771,211.9742,218.0571
243.875,243.875,71,1.75,213.5121,200.3121,205.7721,212.0521,218.1321
244.125,244.125,71,2.0,213.5871,200.3871,205.8471,212.1471,218.2071
244.375,244.375,71,2.25,213.6621,200.4821,205.9221,212.2221,218.3021
244.625,244.625,71,2.5,213.7371,200.5571,205.9971,212.3142,218.3771
244.875,244.875,71,2.75,213.8721,200.6321,206.1121,212.3921,218.4521
245.125,245.125,71,3.0,213.9471,200.7071,206.1871,212.4871,218.5271
245.375,245.375,71,3.25,214.0221,200.7821,206.261,212.5621,218.6421
245.625,245.625,71,3.5,214.0971,200.8571,206.3171,212.6542,218.7171
245.875,245.875,71,3.75,214.1921,200.9521,206.3921,212.7521,218.7921
246.125,246.125,71,4.0,214.2671,201.0271,206.4671,212.8471,218.8671
246.375,246.375,71,4.25,214.3421,201.1021,206.5421,212.9221,218.9621
246.625,246.625,71,4.5,214.4342,201.1771,206.6342,212.9971,219.0371
246.875,246.875,71,4.75,214.5321,201.2921,206.7121,213.0721,219.1321
247.125,247.125,72,1.0,214.6271,201.3671,206.7871,213.2271,219.2071
248.125,248.125,72,2.0,214.9871,201.6671,207.1684,213.7142,219.6071
250.125,250.125,72,4.0,215.6471,202.3071,207.8271,214.3271,220.2271
251.125,251.125,73,1.0,216.0871,202.6471,208.1671,214.7071,220.5471
252.125,252.125,73,2.0,216.4271,203.0071,208.5271,215.0671,220.9071
253.125,253.125,73,3.0,216.7671,203.3271,208.8271,215.4671,221.2271
254.125,254.125,73,4.0,217.1471,203.7471,209.2071,215.8071,221.6671
255.125,255.125,74,1.0,217.5871,204.0871,209.6271,216.3071,222.0871
255.625,255.625,74,1.5,217.7371,204.2371,209.7771,216.5971,222.2371
256.125,256.125,74,2.0,217.8871,204.3871,209.9271,216.7471,222.3871
256.625,256.625,74,2.5,218.0371,204.5371,210.0771,216.9171,222.5371
257.125,257.125,74,3.0,218.1871,204.6871,210.2271,217.0671,222.6871
257.625,257.625,74,3.5,218.4571,204.8371,210.4171,217.3371,222.8371
258.125,258.125,74,4.0,218.6071,204.9871,210.5671,217.4871,222.9871
258.625,258.625,74,4.5,218.7571,205.1371,210.7171,217.6371,223.1571
258.875,258.875,74,4.75,218.8321,205.2121,210.7921,217.7121,223.2521
259.125,259.125,75,1.0,218.9871,205.3271,210.9239,217.8936,223.3271
259.625,259.625,75,1.5,219.2371,205.4771,211.1771,218.2371,223.4771
260.125,260.125,75,2.0,219.4084,205.6271,211.3671,218.3871,223.6271
260.625,260.625,75,2.5,219.5971,205.7771,211.5171,218.5371,223.7771
261.125,261.125,75,3.0,219.7471,205.9671,211.6671,218.6871,223.9136
261.625,261.625,75,3.5,219.8971,206.1171,211.8171,218.8371,224.0443
262.125,262.125,75,4.0,220.0471,206.2671,211.9671,218.9871,224.1471
262.625,262.625,75,4.5,220.1971,206.4171,212.1171,219.1371,224.2971
262.875,262.875,75,4.75,220.2842,206.4921,212.1921,219.2121,224.3721
263.125,263.125,76,1.0,220.3942,206.5671,212.2942,219.2942,224.4471
263.625,263.625,76,1.5,220.5971,206.7171,212.4771,219.5171,224.5971
264.125,264.125,76,2.0,220.7542,206.8671,212.6271,219.6671,224.7542
264.625,264.625,76,2.5,220.9171,207.0171,212.8371,219.8771,224.9171
265.125,265.125,76,3.0,221.0671,207.1671,212.9871,220.0484,225.0671
265.625,265.625,76,3.5,221.2171,207.3171,213.1371,220.2371,225.2171
266.125,266.125,76,4.0,221.3671,207.5871,213.2871,220.3942,225.3671
266.625,266.625,76,4.5,221.5971,207.7771,213.4971,220.5771,225.5171
267.125,267.125,77,1.0,221.7471,207.9271,213.6471,220.7271,225.6671
267.625,267.625,77,1.5,222.0171,208.0771,213.9771,221.0371,225.9571
268.125,268.125,77,2.0,222.2071,208.2271,214.1271,221.2271,226.1071
268.625,268.625,77,2.5,222.3571,208.4371,214.2771,221.3971,226.2571
269.125,269.125,77,3.0,222.5071,208.6671,214.4271,221.5471,226.4071
269.625,269.625,77,3.5,222.6571,208.8171,214.5771,221.6971,226.5571
270.125,270.125,77,4.0,222.8471,208.9671,214.7271,221.8471,226.7071
270.625,270.625,77,4.5,222.9971,209.1171,214.8771,221.9971,226.8571
271.125,271.125,78,1.0,223.1471,209.2671,215.0342,222.1471,227.0355
271.625,271.625,78,1.5,223.3371,209.4342,215.1971,222.4371,227.2371
272.125,272.125,78,2.0,223.4871,209.6271,215.3471,222.5871,227.3871
272.625,272.625,78,2.5,223.6571,209.7771,215.4971,222.7371,227.5371
273.125,273.125,78,3.0,223.8742,209.9413,215.7271,222.8871,227.6942
273.625,273.625,78,3.5,224.1171,210.1371,215.8971,223.1771,227.8571
274.125,274.125,78,4.0,224.2671,210.2871,216.0471,223.3271,228.0071
274.625,274.625,78,4.5,224.4171,210.4371,216.1971,223.4771,228.1571
274.875,274.875,78,4.75,224.4921,210.5121,216.2721,223.5521,228.2321
275.125,275.125,79,1.0,224.6671,210.5871,216.4071,223.8142,228.3671
275.625,275.625,79,1.5,224.8171,210.7371,216.5571,223.9771,228.5171
276.125,276.125,79,2.0,224.9671,210.8871,216.7071,224.1271,228.6671
276.625,276.625,79,2.5,225.1171,211.0371,216.8571,224.2771,228.8171
277.125,277.125,79,3.0,225.2671,211.1871,217.0271,224.4271,228.9671
277.625,277.625,79,3.5,225.4171,211.3371,217.1771,224.5771,229.1171
278.125,278.125,79,4.0,225.5955,211.4871,217.3271,224.7271,229.2671
278.625,278.625,79,4.5,225.7971,211.6371,217.4971,224.8771,229.4171
278.875,278.875,79,4.75,225.8721,211.7121,217.5721,224.9521,229.5121
279.125,279.125,80,1.0,225.9471,211.7871,217.6471,225.0555,229.5942
279.625,279.625,80,1.5,226.1371,211.9771,217.8971,225.3171,229.7971
280.125,280.125,80,2.0,226.2871,212.1271,218.0471,225.4671,229.9471
280.625,280.625,80,2.5,226.4571,212.2771,218.1971,225.6171,230.0971
280.875,280.875,80,2.75,226.5321,212.3321,218.2721,225.6921,230.1721
281.125,281.125,80,3.0,226.6142,212.4071,218.3471,225.7671,230.2471
281.625,281.625,80,3.5,226.7971,212.5571,218.5571,225.9771,230.4571
282.125,282.125,80,4.0,226.9471,212.7071,218.7071,226.1484,230.6071
282.625,282.625,80,4.5,227.1571,212.8571,218.8571,226.3371,230.7571
282.875,282.875,80,4.75,227.2321,212.9321,218.9321,226.4121,230.8521
283.125,283.125,81,1.0,227.3142,213.0142,219.0071,226.5355,230.9342
284.125,284.125,81,2.0,227.7671,213.4471,219.3471,226.9671,231.2671
284.375,284.375,81,2.25,227.8421,213.5221,219.4221,227.0421,231.3421
284.625,284.625,81,2.5,227.9171,213.5971,219.4971,227.1171,231.4171
284.875,284.875,81,2.75,227.9921,213.6721,219.5721,227.1921,231.4921
285.125,285.125,81,3.0,228.0671,213.7613,219.6471,227.2671,231.5671
285.375,285.375,81,3.25,228.1821,213.8621,219.7821,227.3421,231.6421
285.625,285.625,81,3.5,228.2571,213.9371,219.9084,227.4171,231.7171
285.875,285.875,81,3.75,228.3321,214.0121,219.9921,227.4921,231.7921
286.125,286.125,81,4.0,228.4071,214.0871,220.0742,227.6555,231.8884
286.375,286.375,81,4.25,228.4821,214.1621,220.1821,227.7821,232.0021
286.625,286.625,81,4.5,228.5571,214.2371,220.2571,227.8571,232.0771
286.875,286.875,81,4.75,228.7321,214.3121,220.3321,227.9721,232.1521
287.125,287.125,82,1.0,228.8142,214.4013,220.4342,228.0755,232.2342
287.625,287.625,82,1.5,228.9771,214.5771,220.5971,228.3171,232.4313
288.125,288.125,82,2.0,229.1471,214.7271,220.7471,228.4671,232.5871
288.375,288.375,82,2.25,229.2221,214.8021,220.8221,228.5421,232.6621
288.625,288.625,82,2.5,229.3171,214.8771,220.8971,228.6171,232.7371
288.875,288.875,82,2.75,229.3921,214.9521,220.9721,228.6921,232.8121
289.125,289.125,82,3.0,229.5271,215.0471,221.1671,228.8071,232.9071
289.375,289.375,82,3.25,229.6021,215.1263,221.2442,228.8821,232.9821
289.625,289.625,82,3.5,229.6942,215.2371,221.3371,229.1371,233.0571
289.875,289.875,82,3.75,229.7721,215.3121,221.4121,229.2121,233.1321
290.125,290.125,82,4.0,229.8471,215.3871,221.5071,229.2871,233.2071
290.375,290.375,82,4.25,229.9221,215.4621,221.5821,229.3621,233.2821
290.625,290.625,82,4.5,229.9971,215.5371,221.6571,229.4371,233.3571
290.875,290.875,82,4.75,230.0721,215.6121,221.7321,229.5121,233.4321
291.125,291.125,83,1.0,230.2568,215.6871,221.8071,229.6581,233.5071
291.375,291.375,83,1.25,230.4221,215.8221,221.9421,229.8621,233.6621
291.625,291.625,83,1.5,230.4971,215.8971,222.0171,229.9371,233.7371
291.875,291.875,83,1.75,230.5721,215.9721,222.0921,230.0121,233.8121
292.125,292.125,83,2.0,230.6471,216.0471,222.1671,230.1071,233.8871
292.375,292.375,83,2.25,230.7221,216.1221,222.2421,230.1821,233.9621
292.625,292.625,83,2.5,230.8171,216.1971,222.3571,230.2571,234.0371
292.875,292.875,83,2.75,230.8921,216.2721,222.4321,230.3321,234.1121
293.125,293.125,83,3.0,230.9671,216.3471,222.5071,230.4071,234.1871
293.375,293.375,83,3.25,231.0421,216.4221,222.5821,230.4821,234.2621
293.625,293.625,83,3.5,231.1171,216.4971,222.6571,230.5571,234.3371
293.875,293.875,83,3.75,231.1921,216.556,222.7321,230.6321,234.4121
294.125,294.125,83,4.0,231.2671,216.6271,222.8071,230.7071,234.4871
294.375,294.375,83,4.25,231.3421,216.7021,222.8821,230.7821,234.5621
294.625,294.625,83,4.5,231.4171,216.7771,222.9571,230.8571,234.6371
294.875,294.875,83,4.75,231.4921,216.8521,223.0321,230.9321,234.7121
295.125,295.125,84,1.0,231.5671,216.9271,223.1213,231.0471,234.8071
295.375,295.375,84,1.25,231.7021,217.0042,223.2221,231.1642,234.8821
295.625,295.625,84,1.5,231.7771,217.1171,223.2971,231.2571,234.9571
295.875,295.875,84,1.75,231.8521,217.1921,223.3721,231.3321,235.0321
296.125,296.125,84,2.0,231.9342,217.2671,223.4542,231.4142,235.1071
296.375,296.375,84,2.25,232.0221,217.3421,223.5421,231.5021,235.1821
296.625,296.625,84,2.5,232.0971,217.4171,223.6171,231.5971,235.2571
296.875,296.875,84,2.75,232.1721,217.4921,223.6921,231.6721,235.3321
297.125,297.125,84,3.0,232.2671,217.5671,223.7813,231.7684,235.4142
297.375,297.375,84,3.25,232.3421,217.6421,223.8821,231.8821,235.5021
297.625,297.625,84,3.5,232.4171,217.7171,223.9571,231.9571,235.5771
297.875,297.875,84,3.75,232.4921,217.7921,224.0321,232.0321,235.6521
298.125,298.125,84,4.0,232.5671,217.8742,224.1071,232.1071,235.7271
298.375,298.375,84,4.25,232.6663,217.9621,224.2021,232.2421,235.8021
298.625,298.625,84,4.5,232.7771,218.0371,224.2771,232.3171,235.8771
298.875,298.875,84,4.75,232.8521,218.1121,224.3521,232.3921,235.9521
299.125,299.125,85,1.0,232.9271,218.1871,224.4271,232.4671,236.0271
299.375,299.375,85,1.25,233.0021,218.2621,224.5421,232.6621,236.1221
299.625,299.625,85,1.5,233.1313,218.3371,224.6371,232.7371,236.2171
299.875,299.875,85,1.75,233.2121,218.4721,224.7121,232.9121,236.3521
300.125,300.125,85,2.0,233.2871,218.5671,224.7871,232.9871,236.4271
300.375,300.375,85,2.25,233.3621,218.6421,224.8621,233.0621,236.5021
300.625,300.625,85,2.5,233.4371,218.7171,224.9542,233.1371,236.5771
300.875,300.875,85,2.75,233.5121,218.7921,225.0321,233.2121,236.6521
301.125,301.125,85,3.0,233.6471,218.8671,225.1142,233.2871,236.7271
301.625,301.625,85,3.5,233.7971,219.0171,225.2771,233.4371,236.8771
302.125,302.125,85,4.0,234.0071,219.1871,225.4871,233.5871,237.0671
302.625,302.625,85,4.5,234.1571,219.3371,225.6371,233.7371,237.2171
303.125,303.125,86,1.0,234.3626,219.4871,225.7871,233.8871,237.3955
303.625,303.625,86,1.5,234.6171,219.6371,226.0313,234.1171,237.5971
