qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
895.0,906.0,P8(Oboe 1)&P3(Oboe 2)&P8(Main),,P8(Flute 1)&P3(Oboe 2)&U(Main),P3(Flute 1)&P3(Oboe 1)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Main),P3(Bb Clarinet 2)&U(Violin 2),P3(Bb Clarinet 1)&P3(Violin 2),U(Bassoon 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,P3(Oboe 2)&P8(Bb Trumpet 2),P3(Oboe 2)&P8(Bb Trumpet 1),,Main Part,U(Bb Clarinet 1)&P3(Bb Clarinet 2),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
906.0,926.0,,,P3(Oboe 2)&P8(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Violoncello)&P8(Contrabass),,,,,Main Part,,,,,,P8(Oboe 1)&P3(Oboe 2)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Violin 1)&P5(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P5(Oboe 2)&P3(Violin 1)&P5(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Violoncello)
926.0,930.0,,,Main Part,P3(Main)&P3(Violin 1)&P8(Violin 2),,,,,,,,,,,P8(Main)&P3(Oboe 2)&P3(Violin 2),P3(Main)&P8(Oboe 2)&P3(Violin 1),,P8(Contrabass),P8(Violoncello)
930.0,936.0,,,,,,,,,,Main Part,,,,,,,,,
936.0,950.0,,,P5(Oboe 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(Violin 1)&P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P5(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P5(Violin 2)&P7(Viola)&P7(Violoncello)&P7(Contrabass),,,P5(Oboe 1)&P8(Oboe 2)&U(Bassoon 2)&P8(Violin 1)&P5(Violin 2)&P7(Viola)&P7(Violoncello)&P7(Contrabass),P5(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&P8(Violin 1)&P5(Violin 2)&P7(Viola)&P7(Violoncello)&P7(Contrabass),Main Part,,,,,,P5(Oboe 1)&U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P5(Violin 2)&P7(Viola)&P7(Violoncello)&P7(Contrabass),P8(Oboe 1)&P5(Oboe 2)&P5(Bassoon 1)&P5(Bassoon 2)&P5(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P7(Oboe 2)&P7(Bassoon 1)&P7(Bassoon 2)&P7(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P7(Oboe 2)&P7(Bassoon 1)&P7(Bassoon 2)&P7(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Oboe 1)&P7(Oboe 2)&P7(Bassoon 1)&P7(Bassoon 2)&P7(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
950.0,954.0,,,Main Part,P8(Bassoon 1)&U(Violin 1),,,P8(Oboe 2)&P8(Violin 1),,P5(Eb Horn 2)&P3(Eb Horn 3),P5(Eb Horn 1)&P3(Eb Horn 3),P3(Eb Horn 1)&P3(Eb Horn 2),,,,U(Oboe 2)&P8(Bassoon 1),P8(Main),,P8(Contrabass),P8(Violoncello)
954.0,974.0,P3(Flute 2)&P8(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Violoncello)&P8(Contrabass),,,,,,,Main Part,,,,,,P8(Flute 1)&P3(Flute 2)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Violin 1)&P5(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P5(Flute 2)&P3(Violin 1)&P5(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Violoncello)
974.0,978.0,Main Part,P3(Main)&P3(Violin 1)&P8(Violin 2),,,,,,,,,,,,,P8(Main)&P3(Flute 2)&P3(Violin 2),P3(Main)&P8(Flute 2)&P3(Violin 1),,P8(Contrabass),P8(Violoncello)
978.0,984.0,,,,,,,,,,Main Part,,,,,,,,,
984.0,999.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1),,,Main Part,,,,,,,,,P8(Contrabass),P8(Violoncello)
999.0,1003.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 2)&P8(Eb Horn 3),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 2)&P8(Eb Horn 3),,,P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2)&P8(Eb Horn 2)&P8(Eb Horn 3),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Eb Horn 2)&U(Eb Horn 3),,,,P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 3),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Eb Horn 2),,,,Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1003.0,1011.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Oboe 2),U(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1),,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,Main Part,P8(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1011.0,1022.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),U(Oboe 2),U(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,,,,,Main Part,P8(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1022.0,1055.0,P8(Bassoon 1),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),,,P8(Flute 2)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 2)&U(Bb Clarinet 1)&P8(Bassoon 2),P8(Flute 1),P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,,,,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1055.0,1061.0,,,,,,,,,,,,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Main),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1061.0,1067.0,Main Part,,,,,,,,,,,,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1067.0,1070.0,Main Part,,,,,,,,,,,,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1070.0,1073.0,,,,,,,,,,,,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Main),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1073.0,1076.0,,,,,,,,,,,,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Main),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1076.0,1079.0,,,,,,,,,,P8(Violin 1)&U(Viola),,,,,P8(Eb Horn 2)&P8(Viola),Main Part,U(Eb Horn 2)&P8(Violin 1),P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
1079.0,1086.0,,,,,,,,,,,,,,,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Violin 1)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Main)&U(Viola)&P8(Contrabass),P8(Violin 1)&P8(Main)&P8(Viola)&P8(Violoncello)
1086.0,1100.0,,,P3(Oboe 2)&P8(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P3(Main)&P8(Violin 2)&P5(Viola)&P8(Violoncello)&P8(Contrabass),,,,,,,,,,,Main Part,P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P5(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P5(Oboe 2)&P3(Main)&P5(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Violin 2)&P5(Viola)&P8(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Violin 2)&P5(Viola)&P8(Violoncello)
1100.0,1104.0,,,P3(Oboe 2)&P8(Main)&P3(Violin 2),P3(Oboe 1)&P3(Main)&P8(Violin 2),,,,,,,,,,,Main Part,P3(Oboe 1)&P8(Oboe 2)&P3(Main),,P8(Contrabass),P8(Violoncello)
1104.0,1110.0,,,,,,,,,,,,,,,,Main Part,,,
1110.0,1125.0,,,,,P8(Bb Clarinet 2)&P2(Violin 1)&P3(Main)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P8(Bb Clarinet 1)&P2(Violin 1)&P3(Main)&P8(Viola)&P3(Violoncello)&P3(Contrabass),,,,,,,,,P2(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Main)&P2(Viola)&P2(Violoncello)&P2(Contrabass),Main Part,P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Violin 1)&P3(Main)&P3(Violoncello)&P3(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Violin 1)&P5(Main)&P3(Viola)&P8(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Violin 1)&P5(Main)&P3(Viola)&P8(Violoncello)
1125.0,1137.0,,,,,P8(Bb Clarinet 2),P8(Bb Clarinet 1),,,P7(Eb Horn 2)&P5(Eb Horn 3),P7(Eb Horn 1)&P3(Eb Horn 3),P5(Eb Horn 1)&P3(Eb Horn 2),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1137.0,1149.0,,,,,P8(Bb Clarinet 2)&P2(Main)&P3(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P8(Bb Clarinet 1)&P2(Main)&P3(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),,,,,,,,,Main Part,P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Main)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Main)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Main)&P5(Violin 2)&P3(Viola)&P8(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Main)&P5(Violin 2)&P3(Viola)&P8(Violoncello)
1149.0,1161.0,,,,,P8(Bb Clarinet 2),P8(Bb Clarinet 1),,,P3(Eb Horn 2)&P3(Eb Horn 3),P3(Eb Horn 1)&P5(Eb Horn 3),P3(Eb Horn 1)&P5(Eb Horn 2),,,,,Main Part,P3(Main),P8(Contrabass),P8(Violoncello)
1161.0,1181.0,,,P3(Oboe 2)&P8(Violin 1)&P3(Main)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P3(Oboe 1)&P3(Violin 1)&P8(Main)&P6(Viola)&P6(Violoncello)&P6(Contrabass),,,,,P3(Eb Horn 2),P3(Eb Horn 1),,,,,P8(Oboe 1)&P3(Oboe 2)&P3(Main)&P4(Viola)&P4(Violoncello)&P4(Contrabass),Main Part,P4(Oboe 1)&P6(Oboe 2)&P4(Violin 1)&P6(Main)&P8(Violoncello)&P8(Contrabass),P4(Oboe 1)&P6(Oboe 2)&P4(Violin 1)&P6(Main)&P8(Viola)&P8(Contrabass),P4(Oboe 1)&P6(Oboe 2)&P4(Violin 1)&P6(Main)&P8(Viola)&P8(Violoncello)
1181.0,1185.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P3(Oboe 2),P3(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1),,,P3(Violoncello)&P3(Contrabass),,U(Violin 2),,,,Main Part,U(Eb Horn 3),,P3(Eb Horn 1)&P8(Contrabass),P3(Eb Horn 1)&P8(Violoncello)
1185.0,1189.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 2)&P8(Eb Horn 3),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 2)&P8(Eb Horn 3),,,P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2)&P8(Eb Horn 2)&P8(Eb Horn 3),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Eb Horn 2)&U(Eb Horn 3),,,,P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 3),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Eb Horn 2),,,,Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1189.0,1197.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Oboe 2),U(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1),,,Main Part,P8(Eb Horn 3),P8(Eb Horn 2),,,,P8(Violin 2)&P8(Viola),P8(Violin 1)&P8(Viola),P8(Violin 1)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1197.0,1208.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),U(Oboe 2),U(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,Main Part,,,,,,P8(Violin 2)&P8(Viola),P8(Violin 1)&P8(Viola),P8(Violin 1)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1208.0,1241.0,P8(Bassoon 1),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),Main Part,,P8(Flute 2)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 2)&U(Bb Clarinet 1)&P8(Bassoon 2),P8(Flute 1),P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,,,,P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
1241.0,1247.0,,,Main Part,,,,,,,,,,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1247.0,1253.0,,,,,,,,,,Main Part,,,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1253.0,1256.0,,,,,,,,,,Main Part,,,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1256.0,1259.0,,,,,,,,,Main Part,,,,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1259.0,1262.0,,,,,,,,,Main Part,,,,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1262.0,1265.0,,,,,,,,,,P8(Main)&U(Viola),,,,,Main Part,P8(Violoncello)&P8(Contrabass),U(Eb Horn 2)&P8(Main),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1265.0,1272.0,,,,,,,,,,,,,,,Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1272.0,1286.0,,,P3(Oboe 2)&P8(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Violoncello)&P8(Contrabass),,,,,Main Part,,,,,,P8(Oboe 1)&P3(Oboe 2)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Violin 1)&P5(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P5(Oboe 2)&P3(Violin 1)&P5(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Contrabass),P3(Oboe 1)&P8(Oboe 2)&P3(Violin 1)&P8(Violin 2)&P5(Viola)&P8(Violoncello)
1286.0,1290.0,,,P3(Oboe 2)&P8(Violin 1)&P3(Violin 2),P3(Oboe 1)&P3(Violin 1)&P8(Violin 2),,,,,Main Part,,,,,,P8(Oboe 1)&P3(Oboe 2)&P3(Violin 2),P3(Oboe 1)&P8(Oboe 2)&P3(Violin 1),,P8(Contrabass),P8(Violoncello)
1290.0,1296.0,,,,,,,,,,,,,,,Main Part,,,,
1296.0,1311.0,,,,,P8(Bb Clarinet 2)&P2(Main)&P3(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P8(Bb Clarinet 1)&P2(Main)&P3(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),,,,,,,,,Main Part,P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Main)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Main)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Main)&P5(Violin 2)&P3(Viola)&P8(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Main)&P5(Violin 2)&P3(Viola)&P8(Violoncello)
1311.0,1323.0,,,,,P8(Bb Clarinet 2),P8(Bb Clarinet 1),,,Main Part,P7(Main)&P3(Eb Horn 3),P5(Main)&P3(Eb Horn 2),,,,,,,P8(Contrabass),P8(Violoncello)
1323.0,1335.0,,,,,P8(Bb Clarinet 2)&P2(Violin 1)&P3(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P8(Bb Clarinet 1)&P2(Violin 1)&P3(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),,,Main Part,,,,,,P2(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Violin 2)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Violin 1)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Violin 1)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Violoncello)
1335.0,1347.0,,,Main Part,,P8(Bb Clarinet 2),P8(Bb Clarinet 1),,,P3(Eb Horn 2)&P3(Eb Horn 3),P3(Eb Horn 1)&P5(Eb Horn 3),P3(Eb Horn 1)&P5(Eb Horn 2),,,,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
1347.0,1357.0,,,,,,,,,P3(Eb Horn 2)&P3(Eb Horn 3),P3(Eb Horn 1)&P5(Eb Horn 3),P3(Eb Horn 1)&P5(Eb Horn 2),,,,Main Part,,,,
1357.0,1359.0,,,,,,,,,Main Part,P3(Main)&P5(Eb Horn 3),P3(Main)&P5(Eb Horn 2),,,,,,,P8(Contrabass),P8(Violoncello)
1359.0,1387.0,,,,,,,,,,,,,,,Main Part,,,,
1387.0,1410.0,,,Main Part,,,,,,,,,,,,,,,,
1410.0,1422.0,,,,,,,,,,,,,,,Main Part,P3(Violoncello)&P3(Contrabass),,P3(Violin 2)&P8(Contrabass),P3(Violin 2)&P8(Violoncello)
1422.0,1452.0,P8(Bassoon 1),,Main Part,,,,P8(Flute 1),,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1452.0,1488.0,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1488.0,1510.0,Main Part,,,,,,,,,,,,,,P8(Main),,,P8(Contrabass),P8(Violoncello)
1510.0,1522.0,,,P8(Bassoon 1),,,,P8(Oboe 1),,,,,,,,,,Main Part,P8(Contrabass),P8(Violoncello)
1522.0,1525.0,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1525.0,1531.0,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),,,,,,,,P8(Violoncello)&P8(Contrabass),,Main Part,P8(Violin 1)&P8(Contrabass),P8(Violin 1)&P8(Violoncello)
1531.0,1545.0,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1545.0,1550.0,Main Part,P8(Oboe 2),,P8(Flute 2),,,,,,,,,,,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1550.0,1574.0,,,,,,,,,,,,,,,Main Part,P8(Main)&P8(Violoncello)&P8(Contrabass),,P8(Main)&P8(Violin 2)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)
1574.0,1585.0,,,,,,,,,,,,,,,,,Main Part,P8(Contrabass),P8(Violoncello)
1585.0,1596.0,,,,,,,,,,,,,,,P3(Violin 2)&P5(Viola),P3(Violin 1)&P3(Viola),P5(Violin 1)&P3(Violin 2),Main Part,P8(Main)
1596.0,1608.0,,,P5(Bb Clarinet 1)&P8(Bassoon 1)&P5(Bassoon 2),,P5(Oboe 1)&P5(Bassoon 1)&P8(Bassoon 2),,P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 2),P5(Oboe 1)&P8(Bb Clarinet 1)&P5(Bassoon 1),,,,,,,Main Part,P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Violin 2)&P5(Viola)&P8(Contrabass),P3(Violin 2)&P5(Viola)&P8(Violoncello)
1608.0,1645.0,,,Main Part,,,U(Eb Horn 3)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P8(Timpani),,,P8(Eb Horn 2),P8(Eb Horn 1),U(Bb Clarinet 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P8(Timpani),P5(Bb Clarinet 2)&P5(Eb Horn 3)&P8(Bb Trumpet 2)&P5(Timpani),P5(Bb Clarinet 2)&P5(Eb Horn 3)&P8(Bb Trumpet 1)&P5(Timpani),P8(Bb Clarinet 2)&P8(Eb Horn 3)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2),P8(Main),,,P8(Contrabass),P8(Violoncello)
1645.0,1681.0,,,Main Part,U(Main)&P8(Bb Clarinet 2),P8(Violin 1)&P8(Violin 2),P8(Main)&P8(Oboe 2),,P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Eb Horn 3),P8(Eb Horn 2),P8(Bb Trumpet 2),P8(Bb Trumpet 1),,P8(Bb Clarinet 1)&P8(Violin 2),P8(Bb Clarinet 1)&P8(Violin 1),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1681.0,1724.0,,,,,,,,,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1724.0,1735.0,,,Main Part,,,,,,,,,,,,P3(Violoncello)&P3(Contrabass),,,P3(Violin 1)&P8(Contrabass),P3(Violin 1)&P8(Violoncello)
1735.0,1751.0,P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),,Main Part,P8(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),,,P8(Flute 1)&P8(Oboe 2)&U(Bassoon 2)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 2)&U(Bassoon 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,P8(Main),P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),,P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Contrabass),P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Violoncello)
