qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Bassoon,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto,Tenor,Bass,Continuo
55.875,30.4773,19,2.875,r,r,r,r,C#5,A4,C#5,A4,r,C#4,C#4,C#4,A4,F#4,C#4,A3,F#3,r
56.0,30.5455,19,3.0,r,r,r,r,C#5,A4,C#5,A4,r,C#4,C#4,C#4,A4,F#4,C#4,A3,F#3,r
56.5,30.8182,19,3.5,r,r,r,r,r,r,r,r,r,C#4,C#4,C#4,A4,G#4,B3,G#3,F#3,r
56.75,30.9545,19,3.75,r,r,r,r,r,r,r,r,r,C#4,C#4,C#4,A4,A4,A3,F#3,F#3,r
57.0,31.0909,20,1.0,r,r,r,r,r,r,r,r,r,A3,A3,A3,A4,G4,E4,C#4,C#3,r
57.5,31.3636,20,1.5,r,r,r,r,C#5,E4,C#5,E4,A3,A3,A3,A3,A4,G4,G4,E4,C#3,A3
57.75,31.5,20,1.75,r,r,r,r,D5,F#4,D5,F#4,A3,A3,A3,A3,A4,G4,F#4,D4,C#3,A3
57.875,31.5682,20,1.875,r,r,r,r,E5,G4,E5,G4,A3,A3,A3,A3,A4,G4,F#4,D4,C#3,A3
58.0,31.6364,20,2.0,r,r,r,r,E5,G4,E5,G4,A2,C#4,C#4,C#4,A4,G4,E4,C#4,r,A2
58.5,31.9091,20,2.5,r,r,r,r,C#5,E4,C#5,E4,A3,E4,E4,E4,A4,G4,E4,C#4,r,A3
58.75,32.0455,20,2.75,r,r,r,r,D5,F#4,D5,F#4,A3,E4,E4,E4,A4,G4,E4,C#4,r,A3
58.875,32.1136,20,2.875,r,r,r,r,E5,G4,E5,G4,A3,E4,E4,E4,A4,G4,E4,C#4,r,A3
59.0,32.1818,20,3.0,r,r,r,r,E5,G4,E5,G4,A2,C#4,C#4,C#4,A4,G4,E4,C#4,r,A2
59.5,32.4545,20,3.5,r,r,r,r,D5,F#4,D5,F#4,A3,A3,A3,A3,A4,G4,E4,C#4,r,A3
59.75,32.5909,20,3.75,r,r,r,r,C#5,E4,C#5,E4,A3,A3,A3,A3,A4,G4,E4,C#4,r,A3
60.0,32.7273,21,1.0,r,r,r,r,D5,D4,D5,D4,D2,A4,A4,A4,A4,F#4,D4,A3,r,D2
60.5,33.0,21,1.5,r,r,r,r,D4,D4,D4,D4,D3,D4,A3,F#3,A4,A4,F#4,A3,D3,D3
60.75,33.1364,21,1.75,r,r,r,r,E4,E4,E4,E4,C#3,E4,A3,F#3,A4,A4,F#4,A3,D3,C#3
61.0,33.2727,21,2.0,r,r,r,r,F#4,F#4,F#4,F#4,D3,F#4,D4,A3,F#4,F#4,D4,A3,D3,D3
61.25,33.4091,21,2.25,r,r,r,r,G#4,G#4,G#4,G#4,D3,G#4,D4,A3,G#4,G#4,E4,A3,D3,D3
61.5,33.5455,21,2.5,r,r,r,r,A4,A4,A4,A4,B2,A4,F#4,D4,A4,A4,F#4,D4,B2,B2
61.75,33.6818,21,2.75,r,r,r,r,G#4,G#4,G#4,G#4,B2,G#4,F#4,D4,G#4,G#4,F#4,D4,B2,B2
62.0,33.8182,21,3.0,r,r,r,r,B4,B4,B4,B4,C#3,B4,E4,C#4,B4,B4,E4,C#4,C#3,C#3
62.25,33.9545,21,3.25,r,r,r,r,A4,A4,A4,A4,C#3,A4,E4,C#4,A4,A4,E4,C#4,C#3,C#3
62.5,34.0909,21,3.5,r,r,r,r,G#4,G#4,G#4,G#4,D3,G#4,D4,B3,G#4,G#4,D4,B3,D3,D3
62.75,34.2273,21,3.75,r,r,r,r,F#4,F#4,F#4,F#4,D3,F#4,D4,B3,F#4,F#4,D4,B3,D3,D3
63.0,34.3636,22,1.0,r,r,r,r,G#4,G#4,G#4,G#4,E2,G#4,D4,B3,G#4,G#4,D4,B3,E3,E2
63.25,34.5,22,1.25,r,r,r,r,F#4,F#4,F#4,F#4,E2,F#4,D4,B3,F#4,F#4,D4,B3,D3,E2
63.5,34.6364,22,1.5,r,r,r,r,E4,E4,E4,E4,E3,E4,B3,G#3,E4,E4,B3,G#3,E3,E3
63.75,34.7727,22,1.75,r,r,r,r,F#4,F#4,F#4,F#4,D3,F#4,B3,G#3,F#4,F#4,B3,G#3,D3,D3
64.0,34.9091,22,2.0,r,r,r,r,G#4,G#4,G#4,G#4,E3,G#4,E4,B3,G#4,G#4,E4,B3,E3,E3
64.25,35.0455,22,2.25,r,r,r,r,A4,A4,A4,A4,E3,A4,E4,B3,A4,A4,F#4,B3,E3,E3
64.5,35.1818,22,2.5,r,r,r,r,B4,B4,B4,B4,C#3,B4,G#4,E4,B4,B4,G#4,E4,C#3,C#3
64.75,35.3182,22,2.75,r,r,r,r,A4,A4,A4,A4,C#3,A4,G#4,E4,A4,A4,G#4,E4,C#3,C#3
65.0,35.4545,22,3.0,r,r,r,r,C#5,C#5,C#5,C#5,D3,C#5,F#4,D4,C#5,C#5,F#4,D4,D3,D3
65.25,35.5909,22,3.25,r,r,r,r,B4,B4,B4,B4,D3,B4,F#4,D4,B4,B4,F#4,D4,D3,D3
65.5,35.7273,22,3.5,r,r,r,r,A4,A4,A4,A4,E3,A4,E4,C#4,A4,A4,E4,C#4,E3,E3
65.75,35.8636,22,3.75,r,r,r,r,G#4,G#4,G#4,G#4,E3,G#4,E4,C#4,G#4,G#4,E4,C#4,E3,E3
66.0,36.0,23,1.0,r,r,r,r,A4,A4,A4,A4,F#2,A4,E4,C#4,A4,A4,E4,C#4,F#3,F#2
66.25,36.1364,23,1.25,r,r,r,r,G#4,G#4,G#4,G#4,F#2,G#4,E4,C#4,G#4,G#4,E4,C#4,E3,F#2
66.5,36.2727,23,1.5,r,r,r,r,F#4,F#4,F#4,F#4,F#3,F#4,C#4,A3,F#4,F#4,C#4,A3,F#3,F#3
66.75,36.4091,23,1.75,r,r,r,r,G#4,G#4,G#4,G#4,E3,G#4,C#4,A3,G#4,G#4,C#4,A3,E3,E3
67.0,36.5455,23,2.0,r,r,r,r,A4,A4,A4,A4,F#3,A4,F#4,D4,A4,A4,F#4,D4,F#3,F#3
67.25,36.6818,23,2.25,r,r,r,r,B4,B4,B4,B4,F#3,B4,F#4,D4,B4,B4,G#4,D4,F#3,F#3
67.5,36.8182,23,2.5,r,r,r,r,C#5,C#5,C#5,C#5,D3,C#5,A4,F#4,C#5,C#5,A4,F#4,D3,D3
67.75,36.9545,23,2.75,r,r,r,r,B4,B4,B4,B4,D3,B4,A4,F#4,B4,B4,A4,F#4,D3,D3
68.0,37.0909,23,3.0,r,r,r,r,D5,D5,D5,D5,E3,D5,G#4,E4,D5,D5,G#4,E4,E3,E3
68.25,37.2273,23,3.25,r,r,r,r,C#5,C#5,C#5,C#5,E3,C#5,G#4,E4,C#5,C#5,G#4,E4,E3,E3
68.5,37.3636,23,3.5,r,r,r,r,B4,B4,B4,B4,F#3,B4,F#4,D4,B4,B4,F#4,D4,F#3,F#3
68.75,37.5,23,3.75,r,r,r,r,A4,A4,A4,A4,F#3,A4,F#4,D4,A4,A4,F#4,D4,F#3,F#3
69.0,37.6364,24,1.0,r,r,r,r,B4,B4,B4,B4,G#2,B4,F#4,D4,B4,B4,F#4,D4,G#3,G#2
69.25,37.7727,24,1.25,r,r,r,r,A4,A4,A4,A4,G#2,A4,F#4,D4,A4,A4,F#4,D4,F#3,G#2
69.5,37.9091,24,1.5,r,r,r,r,G#4,G#4,G#4,G#4,G#3,G#4,E4,B3,G#4,G#4,E4,B3,G#3,G#3
69.75,38.0455,24,1.75,r,r,r,r,A4,A4,A4,A4,F#3,A4,E4,B3,A4,A4,F#4,B3,F#3,F#3
70.0,38.1818,24,2.0,r,r,r,r,B4,B4,B4,B4,G#3,B4,G#4,E4,B4,B4,G#4,E4,G#3,G#3
70.25,38.3182,24,2.25,r,r,r,r,C#5,C#5,C#5,C#5,G#3,C#5,G#4,E4,C#5,C#5,A4,E4,G#3,G#3
70.5,38.4545,24,2.5,r,r,r,r,D5,D5,D5,D5,E3,D5,B4,G#4,D5,D5,B4,G#4,E3,E3
70.75,38.5909,24,2.75,r,r,r,r,C#5,C#5,C#5,C#5,E3,C#5,B4,G#4,C#5,C#5,B4,G#4,E3,E3
71.0,38.7273,24,3.0,r,r,r,r,E5,E5,E5,E5,F#3,E5,A4,C#4,E5,E5,A4,C#4,F#3,F#3
71.25,38.8636,24,3.25,r,r,r,r,D5,D5,D5,D5,F#3,D5,A4,C#4,D5,D5,A4,C#4,F#3,F#3
71.5,39.0,24,3.5,r,r,r,r,C#5,C#5,C#5,C#5,G#3,C#5,E4,E4,C#5,C#5,E4,E4,G#3,G#3
71.75,39.1364,24,3.75,r,r,r,r,B4,B4,B4,B4,G#3,B4,E4,E4,B4,B4,E4,E4,G#3,G#3
72.0,39.2727,25,1.0,r,E5,A4,A2,C#5,A4,C#5,A4,A3,C#5,A4,E4,C#5,A4,E4,A3,A3,A3
72.25,39.4091,25,1.25,r,E5,A4,A2,B4,G#4,B4,G#4,A3,C#5,A4,E4,C#5,A4,E4,A3,A3,A3
72.5,39.5455,25,1.5,E5,E5,A4,A2,C#5,A4,C#5,A4,A2,E5,E5,E4,C#5,A4,E4,A3,A3,A2
72.75,39.6818,25,1.75,E5,E5,A4,A2,D5,B4,D5,B4,A2,C#5,C#5,E4,C#5,A4,E4,A3,A3,A2
73.0,39.8182,25,2.0,A5,r,r,r,E5,C#5,E5,C#5,A2,C#5,C#5,r,C#5,A4,E4,A3,A3,A2
73.25,39.9545,25,2.25,A5,r,r,r,E5,C#5,E5,C#5,A2,A4,A4,r,C#5,A4,E4,A3,A3,A2
73.5,40.0909,25,2.5,C#6,r,r,r,r,r,r,r,A2,A4,A4,A4,C#5,A4,E4,A3,A3,A2
73.75,40.2273,25,2.75,C#6,r,r,r,r,r,r,r,A2,E4,E4,E4,C#5,A4,E4,A3,A3,A2
74.0,40.3636,25,3.0,A5,r,r,r,r,r,r,r,A2,E4,E4,E4,C#5,A4,E4,A3,A3,A2
74.25,40.5,25,3.25,A5,r,r,r,r,r,r,r,A2,C#4,C#4,C#4,C#5,A4,E4,A3,A3,A2
74.5,40.6364,25,3.5,E5,r,r,r,r,r,r,r,A2,C#4,C#4,C#4,C#5,A4,E4,A3,A3,A2
74.75,40.7727,25,3.75,E5,r,r,r,r,r,r,r,A2,A3,A3,A3,C#5,A4,E4,A3,A3,A2
75.0,40.9091,26,1.0,r,A5,E5,A2,C#5,A4,C#5,A4,G3,A3,A3,A3,C#5,A4,E4,A3,A3,G3
75.25,41.0455,26,1.25,r,A5,E5,A2,B4,G4,B4,G4,G3,A3,A3,A3,C#5,A4,E4,A3,A3,G3
75.5,41.1818,26,1.5,A5,A5,E5,A2,C#5,A4,C#5,A4,G2,E5,E5,A3,C#5,A4,E4,A3,A3,G2
75.75,41.3182,26,1.75,A5,A5,E5,A2,D5,B4,D5,B4,G2,C#5,C#5,A3,C#5,A4,E4,A3,A3,G2
76.0,41.4545,26,2.0,C#6,r,r,r,E5,C#5,E5,C#5,G2,C#5,C#5,r,C#5,A4,E4,A3,G3,G2
76.25,41.5909,26,2.25,C#6,r,r,r,E5,C#5,E5,C#5,G2,A4,A4,r,C#5,A4,E4,A3,G3,G2
76.5,41.7273,26,2.5,E6,r,r,r,r,r,r,r,G2,A4,A4,A4,C#5,A4,E4,A3,G3,G2
76.75,41.8636,26,2.75,E6,r,r,r,r,r,r,r,G2,E4,E4,E4,C#5,A4,E4,A3,G3,G2
77.0,42.0,26,3.0,C#6,r,r,r,r,r,r,r,G2,E4,E4,E4,C#5,A4,E4,A3,G3,G2
77.25,42.1364,26,3.25,C#6,r,r,r,r,r,r,r,G2,C#4,C#4,C#4,C#5,A4,E4,A3,G3,G2
77.5,42.2727,26,3.5,A5,r,r,r,r,r,r,r,G2,C#4,C#4,C#4,C#5,A4,E4,A3,G3,G2
77.75,42.4091,26,3.75,A5,r,r,r,r,r,r,r,G2,A3,A3,A3,C#5,A4,E4,A3,G3,G2
78.0,42.5455,27,1.0,r,r,r,r,F#5,E-5,F#5,E-5,F#3,A3,A3,A3,C5,A4,E-4,A3,F#3,F#3
78.25,42.6818,27,1.25,r,r,r,r,E5,C#5,E5,C#5,F#3,A3,A3,A3,C5,A4,E-4,A3,F#3,F#3
78.5,42.8182,27,1.5,C#6,r,r,r,F#5,E-5,F#5,E-5,F#2,E-5,E-5,A3,C5,A4,E-4,A3,F#3,F#2
78.75,42.9545,27,1.75,C#6,r,r,r,G#5,E5,G#5,E5,F#2,C5,C5,A3,C5,A4,E-4,A3,F#3,F#2
79.0,43.0909,27,2.0,A5,r,r,r,A5,F#5,A5,F#5,F#2,C5,C5,r,C5,A4,E-4,A3,F#3,F#2
79.25,43.2273,27,2.25,A5,r,r,r,A5,F#5,A5,F#5,F#2,A4,A4,r,C5,A4,E-4,A3,F#3,F#2
79.5,43.3636,27,2.5,F#5,r,r,r,r,r,r,r,F#2,A4,A4,A4,C5,A4,E-4,A3,F#3,F#2
79.75,43.5,27,2.75,F#5,r,r,r,r,r,r,r,F#2,F#4,F#4,F#4,C5,A4,E-4,A3,F#3,F#2
80.0,43.6364,27,3.0,A5,r,r,r,r,r,r,r,F#2,F#4,F#4,F#4,C5,A4,E-4,A3,F#3,F#2
80.25,43.7727,27,3.25,A5,r,r,r,r,r,r,r,F#2,E-4,E-4,E-4,C5,A4,E-4,A3,F#3,F#2
80.5,43.9091,27,3.5,C#6,r,r,r,r,r,r,r,F#2,E-4,E-4,E-4,C5,A4,E-4,A3,F#3,F#2
80.75,44.0455,27,3.75,C#6,r,r,r,r,r,r,r,F#2,A3,A3,A3,C5,A4,E-4,A3,F#3,F#2
81.0,44.1818,28,1.0,r,E5,A4,A2,A5,C5,A5,C5,E3,A3,A3,A3,C5,A4,E4,A3,E3,E3
81.25,44.3182,28,1.25,r,E5,A4,A2,G#5,B4,G#5,B4,E3,A3,A3,A3,C5,A4,E4,A3,E3,E3
81.5,44.4545,28,1.5,C#6,E5,A4,A2,A5,C5,A5,C5,E2,E5,E5,A3,C5,A4,E4,A3,E3,E2
81.75,44.5909,28,1.75,C#6,E5,A4,A2,B5,D5,B5,D5,E2,C5,C5,A3,C5,A4,E4,A3,E3,E2
82.0,44.7273,28,2.0,A5,r,r,r,C6,E5,C6,E5,E2,C5,C5,r,C5,A4,E4,A3,E3,E2
82.25,44.8636,28,2.25,A5,r,r,r,C6,E5,C6,E5,E2,A4,A4,r,C5,A4,E4,A3,E3,E2
82.5,45.0,28,2.5,E5,r,r,r,r,r,r,r,E2,A4,A4,A4,C5,A4,E4,A3,E3,E2
82.75,45.1364,28,2.75,E5,r,r,r,r,r,r,r,E2,E4,E4,E4,C5,A4,E4,A3,E3,E2
83.0,45.2727,28,3.0,A5,r,r,r,r,r,r,r,E2,E4,E4,E4,C5,A4,E4,A3,E3,E2
83.25,45.4091,28,3.25,A5,r,r,r,r,r,r,r,E2,C4,C4,C4,C5,A4,E4,A3,E3,E2
83.5,45.5455,28,3.5,C#6,r,r,r,r,r,r,r,E2,C4,C4,C4,C5,A4,E4,A3,E3,E2
83.75,45.6818,28,3.75,C#6,r,r,r,r,r,r,r,E2,A3,A3,A3,C5,A4,E4,A3,E3,E2
84.0,45.8182,29,1.0,r,r,r,r,F#5,A4,F#5,A4,E-3,A3,A3,A3,C5,A4,F#4,A3,E-3,E-3
84.25,45.9545,29,1.25,r,r,r,r,E5,G#4,E5,G#4,E-3,A3,A3,A3,C5,A4,F#4,A3,E-3,E-3
84.5,46.0909,29,1.5,C6,r,r,r,F#5,A4,F#5,A4,E-2,F#5,F#5,A3,C5,A4,F#4,A3,E-3,E-2
84.75,46.2273,29,1.75,C6,r,r,r,G#5,B4,G#5,B4,E-2,C5,C5,A3,C5,A4,F#4,A3,E-3,E-2
85.0,46.3636,29,2.0,A5,r,r,r,A5,C5,A5,C5,E-2,C5,C5,r,C5,A4,F#4,A3,E-3,E-2
85.25,46.5,29,2.25,A5,r,r,r,A5,C5,A5,C5,E-2,A4,A4,r,C5,A4,F#4,A3,E-3,E-2
85.5,46.6364,29,2.5,F#5,r,r,r,r,r,r,r,E-2,A4,A4,A4,C5,A4,F#4,A3,E-3,E-2
85.75,46.7727,29,2.75,F#5,r,r,r,r,r,r,r,E-2,F#4,F#4,F#4,C5,A4,F#4,A3,E-3,E-2
86.0,46.9091,29,3.0,A5,r,r,r,r,r,r,r,E-2,F#4,F#4,F#4,C5,A4,F#4,A3,E-3,E-2
86.25,47.0455,29,3.25,A5,r,r,r,r,r,r,r,E-2,A3,A3,A3,C5,A4,F#4,A3,E-3,E-2
86.5,47.1818,29,3.5,B5,r,r,r,r,r,r,r,E-2,A3,A3,A3,B4,F#4,F#4,B3,E-3,E-2
86.75,47.3182,29,3.75,B5,r,r,r,r,r,r,r,E-2,G#3,G#3,G#3,B4,F#4,F#4,B3,E-3,E-2
87.0,47.4545,30,1.0,r,G#5,E5,D3,E5,G#4,E5,G#4,D3,G#3,G#3,G#3,B4,G#4,E4,E3,D3,D3
87.25,47.5909,30,1.25,r,G#5,E5,D3,D5,F#4,D5,F#4,D3,G#3,G#3,G#3,B4,G#4,E4,E3,D3,D3
87.5,47.7273,30,1.5,B5,G#5,E5,D3,E5,G#4,E5,G#4,D2,G#5,G#5,G#3,B4,G#4,E4,E3,D3,D2
87.75,47.8636,30,1.75,B5,G#5,E5,D3,F#5,A4,F#5,A4,D2,E5,E5,G#3,B4,G#4,E4,E3,D3,D2
88.0,48.0,30,2.0,G#5,r,r,r,G#5,B4,G#5,B4,D2,E5,E5,r,B4,G#4,E4,E3,D3,D2
88.25,48.1364,30,2.25,G#5,r,r,r,G#5,B4,G#5,B4,D2,B4,B4,r,B4,G#4,E4,E3,D3,D2
88.5,48.2727,30,2.5,E5,r,r,r,r,r,r,r,D2,B4,B4,B4,B4,G#4,E4,E3,D3,D2
88.75,48.4091,30,2.75,E5,r,r,r,r,r,r,r,D2,G#4,G#4,G#4,B4,G#4,E4,E3,D3,D2
89.0,48.5455,30,3.0,G#5,r,r,r,r,r,r,r,D2,G#4,G#4,G#4,r,r,r,r,r,D2
89.25,48.6818,30,3.25,G#5,r,r,r,r,r,r,r,D2,E4,E4,E4,r,r,r,r,r,D2
89.5,48.8182,30,3.5,B5,r,r,r,r,r,r,r,D2,E4,E4,E4,G#4,E4,E4,B3,D3,D2
89.75,48.9545,30,3.75,B5,r,r,r,r,r,r,r,D2,A3,A3,A3,G#4,E4,E4,B3,D3,D2
90.0,49.0909,31,1.0,A5,E5,A4,A2,r,r,r,r,C#2,A3,A3,A3,A4,A4,E4,C#4,C#3,C#2
90.25,49.2273,31,1.25,A5,E5,A4,A2,E4,E4,E4,E4,C#2,E4,A3,A3,E4,A4,E4,C#4,C#3,C#2
90.5,49.3636,31,1.5,C#6,E5,A4,A2,F#4,F#4,F#4,F#4,A3,F#4,C#4,A3,F#4,C#5,C#4,A3,A3,A3
90.75,49.5,31,1.75,B5,E5,A4,A2,G#4,G#4,G#4,G#4,B3,G#4,C#4,A3,G#4,B4,C#4,A3,B3,B3
91.0,49.6364,31,2.0,C#6,r,r,r,A4,A4,A4,A4,A3,A4,E4,C#4,A4,C#5,E4,C#4,A3,A3
91.25,49.7727,31,2.25,C#6,r,r,r,B4,B4,B4,B4,A3,B4,E4,C#4,B4,C#5,E4,C#4,A3,A3
91.5,49.9091,31,2.5,C#6,A5,E5,A2,C#5,C#5,C#5,C#5,G#3,C#5,A4,E4,C#5,C#5,A4,E4,G#3,G#3
91.75,50.0455,31,2.75,C#6,A5,E5,A2,D5,D5,D5,D5,G#3,D5,G#4,E4,D5,C#5,G#4,E4,G#3,G#3
92.0,50.1818,31,3.0,C#6,A5,E5,A2,E5,E5,E5,E5,F#3,E5,A4,A3,E5,C#5,A4,A3,F#3,F#3
92.25,50.3182,31,3.25,C#6,A5,E5,A2,F#5,F#5,F#5,F#5,F#3,F#5,A4,A3,F#5,C#5,A4,A3,F#3,F#3
92.5,50.4545,31,3.5,C#6,A5,E5,A2,G5,G5,G5,G5,E3,G5,C#4,A3,G5,C#5,C#4,A3,E3,E3
92.75,50.5909,31,3.75,C#6,A5,E5,A2,E5,E5,E5,E5,E3,E5,C#4,A3,E5,C#5,C#4,A3,E3,E3
93.0,50.7273,32,1.0,C#6,F#5,A4,D3,F#5,F#5,F#5,F#5,D3,F#5,D4,A3,F#5,C#5,D4,A3,D3,D3
93.25,50.8636,32,1.25,C#6,F#5,A4,D3,E5,E5,E5,E5,D3,F#5,D4,A3,E5,C#5,D4,A3,F#3,D3
93.5,51.0,32,1.5,B5,F#5,A4,D3,D5,D5,D5,D5,G#3,D4,B3,G#3,D5,B4,B3,G#3,G#3,G#3
93.75,51.1364,32,1.75,A5,F#5,A4,D3,C#5,C#5,C#5,C#5,A3,D4,B3,G#3,C#5,A4,B3,G#3,A3,A3
94.0,51.2727,32,2.0,B5,r,r,r,B4,B4,B4,B4,G#3,G#4,D4,B3,B4,B4,D4,B3,G#3,G#3
94.25,51.4091,32,2.25,B5,r,r,r,A4,A4,A4,A4,G#3,G#4,D4,B3,A4,B4,D4,B3,G#3,G#3
94.5,51.5455,32,2.5,B5,D5,r,r,G#4,G#4,G#4,G#4,F#3,B4,G#4,D4,G#4,B4,G#4,D4,F#3,F#3
94.75,51.6818,32,2.75,B5,D5,r,r,A4,A4,A4,A4,F#3,B4,F#4,D4,A4,B4,F#4,D4,F#3,F#3
95.0,51.8182,32,3.0,B5,E5,r,r,B4,B4,B4,B4,E3,D5,G#4,G#3,B4,B4,G#4,G#3,E3,E3
95.25,51.9545,32,3.25,B5,E5,r,r,C#5,C#5,C#5,C#5,E3,D5,G#4,G#3,C#5,B4,G#4,G#3,E3,E3
95.5,52.0909,32,3.5,B5,F#5,r,r,D5,D5,D5,D5,D3,F#5,B3,G#3,D5,B4,B3,G#3,D3,D3
95.75,52.2273,32,3.75,B5,F#5,r,r,B4,B4,B4,B4,D3,F#5,B3,G#3,B4,B4,B3,G#3,D3,D3
96.0,52.3636,33,1.0,B5,E5,r,r,E5,E5,E5,E5,C#3,E5,C#4,G#3,E5,B4,C#4,G#3,C#3,C#3
96.25,52.5,33,1.25,B5,E5,r,r,D5,D5,D5,D5,C#3,E5,C#4,G#3,D5,B4,C#4,G#3,E3,C#3
96.5,52.6364,33,1.5,A5,E5,r,r,C#5,C#5,C#5,C#5,F#3,C#4,A3,F#3,C#5,A4,A3,F#3,F#3,F#3
96.75,52.7727,33,1.75,G#5,E5,r,r,B4,B4,B4,B4,G#3,C#4,A3,F#3,B4,G#4,A3,F#3,G#3,G#3
97.0,52.9091,33,2.0,A5,r,r,r,A4,A4,A4,A4,F#3,F#4,C#4,A3,A4,A4,C#4,A3,F#3,F#3
97.25,53.0455,33,2.25,A5,r,r,r,G#4,G#4,G#4,G#4,F#3,F#4,C#4,A3,G#4,A4,C#4,A3,F#3,F#3
97.5,53.1818,33,2.5,A5,A4,A4,A2,F#4,F#4,F#4,F#4,E3,A4,F#4,C#4,F#4,A4,F#4,C#4,E3,E3
97.75,53.3182,33,2.75,A5,A4,A4,A2,G#4,G#4,G#4,G#4,E3,A4,E4,C#4,G#4,A4,E4,C#4,E3,E3
98.0,53.4545,33,3.0,A5,D5,A4,A2,A4,A4,A4,A4,D3,C#5,F#4,F#3,A4,A4,F#4,F#3,D3,D3
98.25,53.5909,33,3.25,A5,D5,A4,A2,B4,B4,B4,B4,D3,C#5,F#4,F#3,B4,A4,F#4,F#3,D3,D3
98.5,53.7273,33,3.5,A5,E5,A4,A2,C#5,C#5,C#5,C#5,C#3,E5,A3,F#3,C#5,A4,A3,F#3,C#3,C#3
98.75,53.8636,33,3.75,A5,E5,A4,A2,A4,A4,A4,A4,C#3,E5,A3,F#3,A4,A4,A3,F#3,C#3,C#3
99.0,54.0,34,1.0,A5,D5,F#4,D3,D5,D5,D5,D5,B2,D5,B3,F#3,D5,A4,B3,F#3,B2,B2
99.25,54.1364,34,1.25,A5,D5,F#4,D3,E4,E4,E4,E4,C#3,D5,B3,F#3,D5,A4,B3,F#3,C#3,C#3
99.5,54.2727,34,1.5,B5,D5,F#4,D3,F#4,F#4,F#4,F#4,D3,F#5,F#4,B3,F#5,A4,F#4,B3,D3,D3
99.75,54.4091,34,1.75,C#6,D5,F#4,D3,G#4,G#4,G#4,G#4,C#3,E5,F#4,B3,E5,A4,F#4,B3,C#3,C#3
99.875,54.4773,34,1.875,D6,D5,F#4,D3,G#4,G#4,G#4,G#4,C#3,E5,F#4,B3,E5,A4,F#4,B3,C#3,C#3
100.0,54.5455,34,2.0,D6,r,r,r,A4,A4,A4,A4,B2,D5,F#4,B3,D5,D5,F#4,B3,B2,B2
100.25,54.6818,34,2.25,D6,r,r,r,F#4,F#4,F#4,F#4,B2,D5,F#4,B3,D5,D5,F#4,B3,B2,B2
100.5,54.8182,34,2.5,B5,r,r,r,G#4,G#4,G#4,G#4,A2,D5,F#4,B3,D5,D5,F#4,B3,B3,A2
100.75,54.9545,34,2.75,C#6,r,r,r,A4,A4,A4,A4,A2,C#5,F#4,B3,C#5,D5,F#4,B3,A3,A2
100.875,55.0227,34,2.875,D6,r,r,r,A4,A4,A4,A4,A2,C#5,F#4,B3,C#5,D5,F#4,B3,A3,A2
101.0,55.0909,34,3.0,D6,r,r,r,B4,B4,B4,B4,G#2,B4,F#4,B3,B4,D5,F#4,B3,G#3,G#2
101.25,55.2273,34,3.25,D6,r,r,r,C#5,C#5,C#5,C#5,G#2,B4,F#4,B3,B4,D5,F#4,B3,G#3,G#2
101.5,55.3636,34,3.5,B5,r,r,r,D5,D5,D5,D5,F#2,B4,F#4,B3,B4,D5,F#4,B3,G#3,F#2
101.75,55.5,34,3.75,C#6,r,r,r,B4,B4,B4,B4,F#2,A4,F#4,B3,A4,D5,F#4,B3,F#3,F#2
101.875,55.5682,34,3.875,D6,r,r,r,B4,B4,B4,B4,F#2,A4,F#4,B3,A4,D5,F#4,B3,F#3,F#2
102.0,55.6364,35,1.0,D6,r,r,r,G#4,G#4,G#4,G#4,E2,G#4,B3,E4,G#4,D5,G#4,B3,E3,E2
102.25,55.7727,35,1.25,D6,r,r,r,E5,E5,E5,E5,E2,E5,B3,E4,G#4,D5,G#4,B3,E3,E2
102.5,55.9091,35,1.5,D6,r,r,r,D5,D5,D5,D5,F#2,D5,B3,E4,F#4,D5,B3,G#3,E3,F#2
102.75,56.0455,35,1.75,D6,r,r,r,C#5,C#5,C#5,C#5,F#2,C#5,B3,E4,E4,D5,B3,G#3,F#3,F#2
103.0,56.1818,35,2.0,D6,r,r,r,B4,B4,B4,B4,G#2,B4,r,r,E5,D5,r,r,G#3,G#2
103.25,56.3182,35,2.25,D6,r,r,r,A4,A4,A4,A4,G#2,A4,r,r,E5,D5,r,r,G#3,G#2
103.5,56.4545,35,2.5,D6,r,r,r,G#4,G#4,G#4,G#4,E2,G#4,G#4,B3,E5,E5,G#4,B3,E3,E2
103.75,56.5909,35,2.75,D6,r,r,r,F#4,F#4,F#4,F#4,E2,F#4,G#4,B3,E5,D5,G#4,B3,E3,E2
104.0,56.7273,35,3.0,C#6,r,r,r,E4,E4,E4,E4,A2,E4,A4,C#4,E5,C#5,A4,C#4,A3,A2
104.25,56.8636,35,3.25,C#6,r,r,r,F#4,F#4,F#4,F#4,A2,F#4,A4,C#4,E5,C#5,A4,C#4,A3,A2
104.5,57.0,35,3.5,B5,r,r,r,G#4,G#4,G#4,G#4,E3,G#4,B4,D4,G#4,B4,B4,D4,E3,E3
104.75,57.1364,35,3.75,B5,r,r,r,E4,E4,E4,E4,E3,E4,B4,D4,G#4,B4,B4,D4,E3,E3
