qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
753.0,755.0,,,,,P4(C Clarinet 2)&P3(C Horn 1)&P2(C Horn 2),P4(C Clarinet 1)&P6(C Horn 1)&P3(C Horn 2),,,P3(C Clarinet 1)&P6(C Clarinet 2)&P4(C Horn 2),P2(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1),,,,Main Part,,,,
755.0,759.0,,,,,Main Part,P4(Main)&P6(C Horn 1)&P3(C Horn 2),,,P3(Main)&P6(C Clarinet 2)&P4(C Horn 2),P2(Main)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
759.0,761.0,,,,,Main Part,P4(Main)&P6(C Horn 1)&P3(C Horn 2),,,P3(Main)&P6(C Clarinet 2)&P4(C Horn 2),P2(Main)&P3(C Clarinet 2)&P4(C Horn 1),,,,,,,,
761.0,774.0,,,,,U(C Clarinet 2),U(C Clarinet 1),,,,,,,,Main Part,,,,
774.0,786.0,P3(Flute 2)&P3(C Trumpet 1)&P3(C Trumpet 2),P3(Flute 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P3(Oboe 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,P3(Bassoon 2),P3(Bassoon 1),P5(C Horn 2),P5(C Horn 1),P3(Flute 1)&P8(Flute 2)&P8(C Trumpet 2),P3(Flute 1)&P8(Flute 2)&P8(C Trumpet 1),P8(Oboe 1)&P3(Oboe 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),Main Part,,P8(Oboe 1)&P3(Oboe 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P3(Oboe 2)&U(Timpani)&P8(Viola)&P8(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)
786.0,822.0,,,,,Main Part,,,P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(C Trumpet 2),P8(C Trumpet 1),,,,P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
822.0,846.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Main)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Main)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Main)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Main)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Main)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Main)&P8(C Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Main)&P8(C Clarinet 2)&P8(Bassoon 1),U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),U(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2),P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1),,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
846.0,858.0,,,,,,,,U(Violoncello),,,,,,Main Part,P8(Main),,U(Bassoon 2),
858.0,870.0,P8(Flute 2)&P8(Oboe 1),P8(Flute 1)&U(Oboe 1),P8(Flute 1)&U(Flute 2),,,,,U(Violoncello),,,,,,Main Part,,,U(Bassoon 2),
870.0,897.0,,,,,Main Part,,U(Violoncello),P8(Contrabass),,,,,,,,,U(Bassoon 1),P8(Bassoon 2)
897.0,924.0,,,,,Main Part,,,,,,,,,,,P8(Violoncello),P8(Viola),
924.0,927.0,,,P8(Bassoon 1),,,,P8(Oboe 1),,,,,,,Main Part,P4(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
927.0,936.0,,,P8(Bassoon 1),,,,P8(Oboe 1),,,,,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
936.0,939.0,,,P8(Bassoon 1),,Main Part,,P8(Oboe 1),,,,,,,P2(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P2(Violin 1)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P4(Violin 1)&P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Violin 1)&P5(Violin 2)&P8(Viola)&P8(Contrabass),P4(Violin 1)&P5(Violin 2)&P8(Viola)&P8(Violoncello)
939.0,948.0,,,P8(Bassoon 1),,Main Part,,P8(Oboe 1),,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
948.0,954.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P5(Timpani),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P5(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P5(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P5(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Timpani),P5(Flute 1)&P3(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P3(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
954.0,978.0,P8(Oboe 1),,P8(Flute 1),,,,,,,,,P8(Timpani),P8(C Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
978.0,996.0,,,,,Main Part,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
996.0,1018.0,P8(Oboe 1),,P8(Flute 1),P3(Main)&U(C Clarinet 2)&P3(Bassoon 2)&P3(Timpani),Main Part,U(Oboe 2)&P3(Main)&P3(Bassoon 2)&P3(Timpani),,P3(Oboe 2)&P8(Main)&P3(C Clarinet 2)&U(Timpani),P8(C Horn 2),P8(C Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),P3(Oboe 2)&P8(Main)&P3(C Clarinet 2)&U(Bassoon 2),,,,P8(Contrabass),P8(Violoncello)
1018.0,1042.0,,,,,Main Part,,P8(Bassoon 2),P8(Bassoon 1),,,,,P8(Violoncello)&P8(Contrabass),,,,P8(Timpani)&P8(Contrabass),P8(Timpani)&P8(Violoncello)
1042.0,1057.0,,,U(Oboe 2),U(Oboe 1),Main Part,P8(Main),,,,P8(C Trumpet 2),,P8(C Horn 2),,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
