qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,E Horn 3,E Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
87.125,73.6268,23,1.125,D6,r,r,r,D5,r,D4,r,B-2,r,r,r,r,r,r,r,r,r,r,C4,C4,G4,B-3,B-2
87.25,73.7324,23,1.25,C6,r,C5,r,C5,r,C4,r,B-2,C5,r,r,r,r,r,r,r,r,r,D4,D4,G4,B-3,B-2
87.375,73.838,23,1.375,C6,r,C5,r,C5,r,C4,r,B-2,C5,r,r,r,r,r,r,r,r,r,E4,E4,G4,B-3,B-2
87.5,73.9437,23,1.5,C#6,r,C#5,r,C#5,r,C#4,r,B-2,C#5,r,r,r,r,r,r,r,r,r,F4,F4,G4,B-3,B-2
87.625,74.0493,23,1.625,C#6,r,C#5,r,C#5,r,C#4,r,B-2,C#5,r,r,r,r,r,r,r,r,r,G4,G4,G4,B-3,B-2
87.75,74.1549,23,1.75,C#6,r,C#5,r,C#5,r,C#4,r,B-2,C#5,r,r,r,r,r,r,r,r,r,G#4,G#4,G4,B-3,B-2
87.875,74.2606,23,1.875,C#6,r,C#5,r,C#5,r,C#4,r,B-2,C#5,r,r,r,r,r,r,r,r,r,B-4,B-4,G4,B-3,B-2
88.0,74.3662,23,2.0,C#6,r,C#5,r,C#5,r,C#4,G#3,G#2,C#5,r,r,r,r,r,r,r,r,r,C5,C5,G#4,G#3,G#2
88.125,74.4718,23,2.125,C#6,r,C#5,r,C#5,r,C#4,G#3,G#2,C#5,r,r,r,r,r,r,r,r,r,F4,F4,G#4,G#3,G#2
88.25,74.5775,23,2.25,C6,r,C5,r,C5,r,C4,G#3,G#2,C5,r,r,r,r,r,r,r,r,r,G4,G4,G#4,G#3,G#2
88.375,74.6831,23,2.375,C6,r,C5,r,C5,r,C4,G#3,G#2,C5,r,r,r,r,r,r,r,r,r,G#4,G#4,G#4,G#3,G#2
88.5,74.7887,23,2.5,G6,r,G5,r,G5,r,G4,G#3,G#2,G5,r,r,r,r,r,r,r,r,r,B-4,B-4,G#4,G#3,G#2
88.625,74.8944,23,2.625,G6,r,G5,r,G5,r,G4,G#3,G#2,G5,r,r,r,r,r,r,r,r,r,C5,C5,G#4,G#3,G#2
88.75,75.0,23,2.75,G6,r,G5,r,G5,r,G4,G#3,G#2,G5,r,r,r,r,r,r,r,r,r,D5,D5,G#4,G#3,G#2
88.875,75.1056,23,2.875,G6,r,G5,r,G5,r,G4,G#3,G#2,G5,r,r,r,r,r,r,r,r,r,E5,E5,G#4,G#3,G#2
89.0,75.2113,23,3.0,G6,r,G5,r,G5,r,G4,F3,F2,G5,r,r,r,r,r,r,r,r,r,F5,F5,G#4,F3,F2
89.125,75.3169,23,3.125,G6,r,G5,r,G5,r,G4,F3,F2,G5,r,r,r,r,r,r,r,r,r,G#4,G#3,G#4,F3,F2
89.25,75.4225,23,3.25,F6,r,F5,r,F5,r,F4,F3,F2,F5,r,r,r,r,r,r,r,r,r,B-4,B-3,G#4,F3,F2
89.375,75.5282,23,3.375,F6,r,F5,r,F5,r,F4,F3,F2,F5,r,r,r,r,r,r,r,r,r,C5,C4,G#4,F3,F2
89.5,75.6338,23,3.5,B-6,r,B-5,r,B-5,r,B-4,F3,F2,B-5,r,r,r,r,r,r,r,r,r,C#5,C#4,G#4,F3,F2
89.625,75.7394,23,3.625,B-6,r,B-5,r,B-5,r,B-4,F3,F2,B-5,r,r,r,r,r,r,r,r,r,E-5,E-4,G#4,F3,F2
89.75,75.8451,23,3.75,B-6,r,B-5,r,B-5,r,B-4,F3,F2,B-5,r,r,r,r,r,r,r,r,r,F5,F4,G#4,F3,F2
89.875,75.9507,23,3.875,B-6,r,B-5,r,B-5,r,B-4,F3,F2,B-5,r,r,r,r,r,r,r,r,r,G5,G4,G#4,F3,F2
90.0,76.0563,23,4.0,B-6,r,B-5,r,B-5,r,B-4,C#3,C#2,B-5,r,r,r,r,r,r,r,r,r,G#5,G#4,G#4,C#3,C#2
90.125,76.162,23,4.125,B-6,r,B-5,r,B-5,r,B-4,C#3,C#2,B-5,r,r,r,r,r,r,r,r,r,C#5,C#4,G#4,C#3,C#2
90.25,76.2676,23,4.25,G#6,r,G#5,r,G#5,r,G#4,C#3,C#2,G#5,r,r,r,r,r,r,r,r,r,E-5,E-4,G#4,C#3,C#2
90.375,76.3732,23,4.375,G#6,r,G#5,r,G#5,r,G#4,C#3,C#2,G#5,r,r,r,r,r,r,r,r,r,F5,F4,G#4,C#3,C#2
90.5,76.4789,23,4.5,G6,r,G5,r,G5,r,G4,C#3,C#2,G5,r,r,r,r,r,r,r,r,r,G5,G4,G#4,C#3,C#2
90.625,76.5845,23,4.625,G6,r,G5,r,G5,r,G4,C#3,C#2,G5,r,r,r,r,r,r,r,r,r,G#5,G#4,G#4,C#3,C#2
90.75,76.6901,23,4.75,G6,r,G5,r,G5,r,G4,C#3,C#2,G5,r,r,r,r,r,r,r,r,r,B-5,B-4,G#4,C#3,C#2
90.875,76.7958,23,4.875,G6,r,G5,r,G5,r,G4,C#3,C#2,G5,r,r,r,r,r,r,r,r,r,C6,C5,G#4,C#3,C#2
91.0,76.9014,24,1.0,G6,r,G5,r,G5,r,G4,G#3,G#2,G5,r,r,r,r,r,r,r,r,r,C#6,C#5,G#4,G#3,G#2
91.125,77.007,24,1.125,G6,r,G5,r,G5,r,G4,G#3,G#2,G5,r,r,r,r,r,r,r,r,r,C#5,C#5,G#4,G#3,G#2
91.25,77.1127,24,1.25,F6,F6,F5,F5,F5,F5,F4,G#2,G#1,F5,r,r,r,r,r,r,r,r,r,C#6,C#5,G#4,G#2,G#1
91.375,77.2183,24,1.375,F6,F6,F5,F5,F5,F5,F4,G#2,G#1,F5,r,r,r,r,r,r,r,r,r,C#6,C#5,G#4,G#2,G#1
91.5,77.3239,24,1.5,F#6,F#6,F#5,F#5,F#5,F#5,F#4,A2,A1,C5,C4,r,r,C5,C4,r,r,r,C3,E-6,E-5,C5,A2,A1
91.625,77.4296,24,1.625,F#6,F#6,F#5,F#5,F#5,F#5,F#4,A2,A1,C5,C4,r,r,C5,C4,r,r,r,C3,D6,E-5,C5,A2,A1
91.75,77.5352,24,1.75,F#6,F#6,F#5,F#5,F#5,F#5,F#4,A2,A1,C5,C4,r,r,C5,C4,r,r,r,C3,C6,C6,C5,A2,A1
91.875,77.6408,24,1.875,F#6,F#6,F#5,F#5,F#5,F#5,F#4,A2,A1,C5,C4,r,r,C5,C4,r,r,r,C3,r,B5,C5,A2,A1
92.0,77.7465,24,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C6,r,r,r
92.125,77.8521,24,2.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,r,r,r
92.25,77.9577,24,2.25,E-6,E-6,E-5,E-5,E-5,E-5,A3,F#3,r,C5,C4,r,r,C5,C4,r,r,r,C3,A5,A5,A4,C3,C2
92.375,78.0634,24,2.375,E-6,E-6,E-5,E-5,E-5,E-5,A3,F#3,r,C5,C4,r,r,C5,C4,r,r,r,C3,r,G#5,A4,C3,C2
92.5,78.169,24,2.5,C6,C6,C5,C5,C5,C5,A3,F#3,r,C5,C4,r,r,C5,C4,r,r,r,C3,A5,A5,A4,E-3,E-2
92.625,78.2746,24,2.625,C6,C6,C5,C5,C5,C5,A3,F#3,r,C5,C4,r,r,C5,C4,r,r,r,C3,G5,r,A4,E-3,E-2
92.75,78.3803,24,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,r,r,r
92.875,78.4859,24,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,r,r,r
93.0,78.5915,24,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,r,r,r
93.125,78.6972,24,3.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,r,r,r,r
93.25,78.8028,24,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,r,r,r
93.375,78.9085,24,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r
93.5,79.0141,24,3.5,A5,r,r,r,A4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,E-4,F#3,F#2
93.625,79.1197,24,3.625,A5,r,r,r,A4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,D5,r,E-4,F#3,F#2
93.75,79.2254,24,3.75,A5,r,r,r,A4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,C5,C5,E-4,F#3,F#2
93.875,79.331,24,3.875,A5,r,r,r,A4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,F#3,F#2
94.0,79.4366,24,4.0,F#5,r,r,r,F#4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,C5,C5,E-4,A3,A2
94.125,79.5423,24,4.125,F#5,r,r,r,F#4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,B-4,r,E-4,A3,A2
94.25,79.6479,24,4.25,F#5,r,r,r,F#4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,A4,A4,E-4,A3,A2
94.375,79.7535,24,4.375,F#5,r,r,r,F#4,r,E-3,C3,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E-4,A3,A2
94.5,79.8592,24,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,r,r,r
94.625,79.9648,24,4.625,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
94.75,80.0704,24,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,r,r,r
94.875,80.1761,24,4.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r
95.0,80.2817,25,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,r,r,r
95.125,80.3873,25,1.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r
95.25,80.493,25,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,r,r,r
95.375,80.5986,25,1.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r
95.5,80.7042,25,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,r,r,r
95.625,80.8099,25,1.625,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r
95.75,80.9155,25,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r
95.875,81.0211,25,1.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,r,r,r
96.0,81.1268,25,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r
96.125,81.2324,25,2.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r
96.25,81.338,25,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,r,r,r
96.375,81.4437,25,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,r,r,r
96.5,81.5493,25,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r
96.625,81.6549,25,2.625,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,r,r,r
96.75,81.7606,25,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,r,r,r
96.875,81.8662,25,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,r,r,r
97.0,81.9718,25,3.0,r,r,r,r,r,r,r,r,A2,C5,C4,r,r,C5,C4,r,r,r,r,A3,A3,C4,A3,A2
97.125,82.0775,25,3.125,r,r,r,r,r,r,r,r,A2,C5,C4,r,r,C5,C4,r,r,r,r,A4,A4,C4,A3,A2
97.25,82.1831,25,3.25,F#6,r,F#5,r,F#5,r,F#4,A3,A1,C5,C4,r,r,C5,C4,r,r,r,r,C5,C4,C5,A2,A1
97.375,82.2887,25,3.375,F#6,r,F#5,r,F#5,r,F#4,A3,A1,C5,C4,r,r,C5,C4,r,r,r,r,C6,C5,C5,A2,A1
97.5,82.3944,25,3.5,F6,r,F5,r,F5,r,F4,B3,G#1,F5,D5,r,r,F5,D5,r,r,r,r,D6,D5,B4,G#2,G#1
97.625,82.5,25,3.625,F6,r,F5,r,F5,r,F4,B3,G#1,F5,D5,r,r,F5,D5,r,r,r,r,C6,r,B4,G#2,G#1
97.75,82.6056,25,3.75,F6,r,F5,r,F5,r,F4,B3,G#1,F5,D5,r,r,F5,D5,r,r,r,r,B5,B5,B4,G#2,G#1
97.875,82.7113,25,3.875,F6,r,F5,r,F5,r,F4,B3,G#1,F5,D5,r,r,F5,D5,r,r,r,r,r,B-5,B4,G#2,G#1
98.0,82.8169,25,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B5,r,r,r
98.125,82.9225,25,4.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,r,r,r
98.25,83.0282,25,4.25,D6,r,D5,r,D5,r,G#3,F3,r,F5,D5,r,r,F5,D5,r,r,r,r,G#5,G#5,G#4,B2,B1
98.375,83.1338,25,4.375,D6,r,D5,r,D5,r,G#3,F3,r,F5,D5,r,r,F5,D5,r,r,r,r,r,G5,G#4,B2,B1
98.5,83.2394,25,4.5,B5,r,B4,r,B4,r,G#3,F3,r,F5,D5,r,r,F5,D5,r,r,r,r,G#5,G#5,G#4,D3,D2
98.625,83.3451,25,4.625,B5,r,B4,r,B4,r,G#3,F3,r,F5,D5,r,r,F5,D5,r,r,r,r,G5,r,G#4,D3,D2
98.75,83.4507,25,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,r
98.875,83.5563,25,4.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,r,r
99.0,83.662,26,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F5,r,r,r
99.125,83.7676,26,1.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
99.25,83.8732,26,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,r,r
99.375,83.9789,26,1.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r
99.5,84.0845,26,1.5,G#5,r,r,r,G#4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,D5,D5,D4,F3,F2
99.625,84.1901,26,1.625,G#5,r,r,r,G#4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,C5,r,D4,F3,F2
99.75,84.2958,26,1.75,G#5,r,r,r,G#4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,D4,F3,F2
99.875,84.4014,26,1.875,G#5,r,r,r,G#4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,r,B-4,D4,F3,F2
100.0,84.507,26,2.0,F5,r,r,r,F4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,B4,B4,D4,G#3,G#2
100.125,84.6127,26,2.125,F5,r,r,r,F4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,B-4,r,D4,G#3,G#2
100.25,84.7183,26,2.25,F5,r,r,r,F4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,D4,G#3,G#2
100.375,84.8239,26,2.375,F5,r,r,r,F4,r,B3,D3,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,G#3,G#2
100.5,84.9296,26,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,r,r,r
100.625,85.0352,26,2.625,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
100.75,85.1408,26,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r
100.875,85.2465,26,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r
101.0,85.3521,26,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r
101.125,85.4577,26,3.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,r,r,r
101.25,85.5634,26,3.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r
101.375,85.669,26,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r
101.5,85.7746,26,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,r,r,r
101.625,85.8803,26,3.625,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r
101.75,85.9859,26,3.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r
101.875,86.0915,26,3.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,r,r,r
102.0,86.1972,26,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,r,r,r
102.125,86.3028,26,4.125,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r
102.25,86.4085,26,4.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,r,r,r
102.375,86.5141,26,4.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,G#3,r,r,r
102.5,86.6197,26,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,r,r,r
102.625,86.7254,26,4.625,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,r,r,r
102.75,86.831,26,4.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,G#3,r,r,r
102.875,86.9366,26,4.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,r,r,r
103.0,87.0423,27,1.0,r,r,r,r,r,r,r,r,E-2,r,r,r,r,r,r,r,r,r,r,C4,G3,C4,E-3,E-2
103.25,87.2535,27,1.25,E-6,E-6,E-5,E-5,r,r,E-4,E-4,E-2,r,r,r,r,r,r,r,r,r,r,C4,G3,C4,E-3,E-2
103.5,87.4648,27,1.5,E-6,E-6,E-5,E-5,r,r,E-4,E-4,F2,r,r,r,r,r,r,r,r,r,r,C4,G#3,C4,F3,F2
103.75,87.6761,27,1.75,D6,D6,D5,D5,r,r,D4,D4,F2,r,r,r,r,r,r,r,r,r,r,C4,G#3,C4,F3,F2
103.875,87.7817,27,1.875,C6,C6,C5,C5,r,r,C4,C4,F2,r,r,r,r,r,r,r,r,r,r,C4,G#3,C4,F3,F2
104.0,87.8873,27,2.0,r,r,r,r,r,r,r,r,F#2,r,r,r,r,r,r,r,r,r,r,E-4,C4,C4,F#3,F#2
104.25,88.0986,27,2.25,E-6,E-6,E-5,E-5,r,r,E-4,E-4,F#2,r,r,r,r,r,r,r,r,r,r,E-4,C4,C4,F#3,F#2
104.5,88.3099,27,2.5,E-6,E-6,E-5,E-5,r,r,E-4,E-4,G2,r,r,r,r,r,r,r,r,r,r,C5,E-4,C4,G3,G2
104.75,88.5211,27,2.75,D6,D6,D5,D5,r,r,D4,D4,G2,r,r,r,r,r,r,r,r,r,r,C5,E-4,C4,G3,G2
104.875,88.6268,27,2.875,C6,C6,C5,C5,r,r,C4,C4,G2,r,r,r,r,r,r,r,r,r,r,C5,E-4,C4,G3,G2
105.0,88.7324,27,3.0,r,r,r,r,r,r,r,r,G#2,r,r,r,r,r,r,r,r,r,r,E-4,C4,E-4,G#3,G#2
105.25,88.9437,27,3.25,F#6,F#6,F#5,F#5,r,r,F#4,F#4,G#2,r,r,r,r,r,r,r,r,r,r,E-4,C4,E-4,G#3,G#2
105.5,89.1549,27,3.5,F#6,F#6,F#5,F#5,r,r,F#4,F#4,A2,r,r,r,r,r,r,r,r,r,r,E-4,C4,E-4,A3,A2
105.75,89.3662,27,3.75,F6,F6,F5,F5,r,r,F4,F4,A2,r,r,r,r,r,r,r,r,r,r,E-4,C4,E-4,A3,A2
105.875,89.4718,27,3.875,E-6,E-6,E-5,E-5,r,r,E-4,E-4,A2,r,r,r,r,r,r,r,r,r,r,E-4,C4,E-4,A3,A2
106.0,89.5775,27,4.0,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,r,r,r,r,F#4,E-4,E-4,B-3,B-2
106.25,89.7887,27,4.25,F#6,F#6,F#5,F#5,r,r,F#4,F#4,B-2,r,r,r,r,r,r,r,r,r,r,F#4,E-4,E-4,B-3,B-2
106.5,90.0,27,4.5,F#6,F#6,F#5,F#5,r,r,F#4,F#4,B2,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-4,B3,B2
106.75,90.2113,27,4.75,F6,F6,F5,F5,r,r,F4,F4,B2,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-4,B3,B2
106.875,90.3169,27,4.875,E-6,E-6,E-5,E-5,r,r,E-4,E-4,B2,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-4,B3,B2
107.0,90.4225,28,1.0,r,r,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,C4,C3
107.25,90.6338,28,1.25,A6,F#6,A5,F#5,A5,F#5,F#4,C4,C2,A5,E-5,F#4,E-4,E-5,E-4,r,r,r,r,F#5,F#4,F#4,C3,C2
107.75,91.0563,28,1.75,A6,F6,A5,F5,A5,F5,F4,C4,C2,A5,E-5,F#4,E-4,E-5,E-4,r,r,r,r,F5,F#4,F#4,C3,C2
107.875,91.162,28,1.875,A6,E-6,A5,E-5,A5,E-5,E-4,C4,C2,A5,E-5,F#4,E-4,E-5,E-4,r,r,r,r,E-5,F#4,F#4,C3,C2
108.0,91.2676,28,2.0,r,r,r,r,r,r,r,r,B-2,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,B-3,B-2
108.25,91.4789,28,2.25,B-6,F#6,B-5,F#5,B-5,F#5,F#4,B-3,B-1,B-5,E-5,F#4,E-4,E-5,E-4,r,r,r,r,F#5,E-5,F#4,B-2,B-1
108.75,91.9014,28,2.75,B-6,F6,B-5,F5,B-5,F5,F4,B-3,B-1,B-5,E-5,F#4,E-4,E-5,E-4,r,r,r,r,F5,E-5,F#4,B-2,B-1
108.875,92.007,28,2.875,B-6,E-6,B-5,E-5,B-5,E-5,E-4,B-3,B-1,B-5,E-5,F#4,E-4,E-5,E-4,r,r,r,r,E-5,E-5,F#4,B-2,B-1
109.0,92.1127,28,3.0,r,r,r,r,r,r,r,r,A2,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,A3,A2
109.25,92.3239,28,3.25,F#6,E-6,C6,E-5,C6,E-5,F#4,A3,A1,C6,C4,F#4,E-4,E-5,C5,r,r,r,C3,C6,F#5,C4,A2,A1
109.5,92.5352,28,3.5,r,r,r,r,r,r,r,r,A1,r,C4,r,r,r,r,r,r,r,C3,r,r,C4,A2,A1
110.0,92.9577,28,4.0,r,r,r,r,r,r,r,r,A1,r,C4,r,r,r,r,r,r,r,C3,r,r,C4,A2,A1
111.0,93.8028,29,1.0,r,r,r,r,r,r,r,r,A1,r,C4,r,r,r,r,r,r,r,C3,r,r,C4,A2,A1
113.0,95.493,29,3.0,r,r,r,r,r,r,r,r,G#1,r,C4,r,r,r,r,r,r,r,C3,r,r,C4,G#2,G#1
114.0,96.338,29,4.0,r,r,r,r,r,r,r,r,G#1,r,C4,r,r,r,r,r,r,r,C3,r,r,C4,G#2,G#1
115.0,97.1831,30,1.0,E5,C5,r,r,r,r,r,r,G1,E5,r,r,r,r,r,r,E3,C3,G2,r,r,r,G2,G1
117.0,98.4874,30,3.0,E5,C5,r,r,r,r,r,r,r,E5,r,r,r,r,r,G3,E3,C3,G2,r,r,r,G2,G1
118.0,99.1396,30,4.0,E5,C5,r,r,r,r,r,r,r,D5,r,r,r,r,r,G3,E3,C3,G2,r,r,r,G2,G1
118.25,99.3027,30,4.25,E5,C5,r,r,r,r,r,r,r,C5,r,r,r,r,r,G3,E3,C3,G2,r,r,r,G2,G1
119.0,99.7918,31,1.0,E5,C5,r,r,r,r,r,r,r,G4,G4,r,r,r,r,G3,E3,C3,G2,E6,C6,C4,G2,G1
120.0,100.444,31,2.0,E5,C5,r,r,r,r,r,r,r,G4,G4,r,r,r,r,G3,E3,C3,G2,G5,E5,E4,G2,G1
121.0,101.0961,31,3.0,E5,C5,r,r,r,r,r,r,r,G4,G4,r,r,r,r,C4,E3,G2,G2,C6,E5,C4,G2,G1
122.0,101.7483,31,4.0,E5,C5,r,r,r,r,r,r,r,r,G4,r,r,r,r,C4,E3,G2,G2,E5,G4,E4,G2,G1
123.0,102.4005,32,1.0,r,r,r,r,r,r,r,r,r,D5,r,r,r,r,r,C4,D3,G2,G2,G5,D5,C4,G2,G1
124.0,103.0527,32,2.0,r,r,r,r,r,r,r,r,r,D5,r,r,r,r,r,C4,D3,G2,G2,G4,C5,D4,G2,G1
125.0,103.7048,32,3.0,r,r,r,r,r,r,r,r,r,D5,r,r,r,r,r,B3,F3,G2,G2,G5,F5,B3,G2,G1
126.0,104.357,32,4.0,r,r,r,r,r,r,r,r,r,E5,r,r,r,r,r,B3,F3,G2,G2,G4,B4,F4,G2,G1
127.0,105.0092,33,1.0,r,r,r,r,r,r,G3,r,r,C5,C5,r,r,r,r,C4,E3,G2,G2,G5,E5,C4,G2,G1
128.0,105.6614,33,2.0,r,r,r,r,r,r,G3,r,r,C5,C5,r,r,r,r,C4,E3,G2,G2,G4,C5,E4,G2,G1
129.0,106.3135,33,3.0,r,r,r,r,r,r,G3,r,r,C5,C5,r,r,C5,C4,C4,E3,C3,C3,E5,C5,C4,C2,C2
129.5,106.6396,33,3.5,r,r,r,r,r,r,G3,r,r,C5,C5,r,r,C5,C4,C4,E3,C3,C3,G4,E4,E4,C2,C2
130.0,106.9657,33,4.0,r,r,r,r,r,r,A3,r,r,r,C5,r,r,C5,C4,r,r,r,C3,C5,A4,C4,C2,C2
130.5,107.2918,33,4.5,r,r,r,r,r,r,A3,r,r,r,C5,r,r,C5,C4,r,r,r,C3,E4,E4,E4,C2,C2
131.0,107.6179,34,1.0,r,r,r,r,r,r,B-3,r,r,G5,r,r,r,C5,C4,r,r,r,C3,C5,G4,C4,C2,C2
132.0,108.2701,34,2.0,r,r,r,r,r,r,B-3,r,r,G5,r,r,r,C5,C4,r,r,r,C3,B-4,E4,E4,C2,C2
133.0,108.9222,34,3.0,r,r,r,r,C5,C4,A3,r,r,G5,r,r,r,C5,C4,r,r,r,C3,C5,A4,C4,C2,C2
