qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
586.5,588.5,P8(Bb Clarinet)&P8(Bassoon 1),,"P4(Oboe 2)&P8(Bb Clarinet 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)","P4(Oboe 1)&P4(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Flute 1)&P8(Bassoon 1),"P8(Oboe 1)&P4(Oboe 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)",P8(Flute 1)&P8(Bb Clarinet),P4(Eb Horn 1)&P4(Eb Horn 2)&P8(Contrabass),P4(Bassoon 2)&P8(Eb Horn 2)&P4(Contrabass),P4(Bassoon 2)&P8(Eb Horn 1)&P4(Contrabass),"P4(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 2)&U(C Trumpet 2)&P8(C, G Timpani)","P4(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 2)&U(C Trumpet 1)&P8(C, G Timpani)",P4(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P8(Main),U(Violoncello),U(Viola),P8(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2)
588.5,590.5,Main Part,,"P8(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Oboe 1)&U(Bb Clarinet 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Main)&P8(Bassoon 1),"P8(Oboe 1)&U(Oboe 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Main)&P8(Bb Clarinet),P8(Contrabass),P8(Eb Horn 2),P8(Eb Horn 1),"P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Violin 2),P8(Violin 1),U(Violoncello),U(Viola),P8(Bassoon 2)
590.5,592.5,P8(Bb Clarinet)&P8(Bassoon 1),,"P8(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Oboe 1)&U(Bb Clarinet 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Flute 1)&P8(Bassoon 1),"P8(Oboe 1)&U(Oboe 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Flute 1)&P8(Bb Clarinet),P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Contrabass),P3(Bassoon 2)&P8(Eb Horn 2)&P3(Contrabass),P3(Bassoon 2)&P8(Eb Horn 1)&P3(Contrabass),"P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P8(Main),P8(Violoncello),P8(Viola),P8(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)
592.5,594.5,Main Part,,"P4(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P4(Oboe 1)&P4(Bb Clarinet 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(C, G Timpani)",P8(Main)&P8(Bassoon 1),"P8(Oboe 1)&P4(Oboe 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Main)&P8(Bb Clarinet),P8(Contrabass),P8(Eb Horn 2),P8(Eb Horn 1),"P8(Oboe 1)&P4(Oboe 2)&U(Bb Clarinet 2)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Violin 2),P8(Violin 1),U(Violoncello),U(Viola),P8(Bassoon 2)
594.5,604.5,,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,,P8(Violoncello),P8(Viola),
604.5,612.5,U(Main),P3(C Trumpet 1)&P3(C Trumpet 2),"P3(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(C, G Timpani)","P3(Oboe 1)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C, G Timpani)","P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(C, G Timpani)","P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet)&U(Eb Horn 1)&P8(Eb Horn 2)&P8(C, G Timpani)",P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),"P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet)&U(Bb Clarinet 2)&P8(Eb Horn 2)&P8(C, G Timpani)","P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(C, G Timpani)",P3(Flute 2)&P8(C Trumpet 2),P3(Flute 2)&P8(C Trumpet 1),P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),Main Part,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
612.5,620.5,U(Main),,P8(Bb Clarinet),P8(Bb Clarinet 2),P8(Oboe 1),P8(Oboe 2),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Eb Horn 2),P8(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
620.5,627.0,P8(Flute 2)&P5(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P5(Oboe 1)&U(Oboe 2)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P5(Flute 2)&P5(Oboe 2)&P8(Bb Clarinet)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&U(Flute 2)&P5(Oboe 1)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet)&P3(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1),,,U(C Trumpet 2),U(C Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
627.0,634.0,,,U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet),U(Bassoon 2),U(Bassoon 1),,,U(C Trumpet 2),U(C Trumpet 1),,P8(Violin 2),P8(Violin 1),Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
634.0,643.0,P8(C Trumpet 2),P8(C Trumpet 1),,,P3(Bb Clarinet 2),P3(Bb Clarinet),P8(Bassoon 2),P8(Bassoon 1),,,P8(Flute 2),P8(Flute 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
643.0,649.0,,,U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet),U(Bassoon 2),U(Bassoon 1),U(Eb Horn 2),U(Eb Horn 1),,,,P8(Violin 2),P8(Violin 1),Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
649.0,652.5,P8(Bb Clarinet),,P8(Oboe 2),P8(Oboe 1),P8(Flute 1),,U(Bassoon 2),U(Bassoon 1),U(Eb Horn 2),U(Eb Horn 1),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
652.5,658.0,Main Part,U(Main)&U(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2),U(Main)&U(Flute 2)&P8(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet)&P8(Bb Clarinet 2),U(Main)&U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet),,,U(Eb Horn 2),U(Eb Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violoncello)&P3(Contrabass),P3(Violin 1),P3(Violin 1)&P3(Violin 2)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Violoncello)
658.0,662.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),U(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P4(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1)&U(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&P5(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&U(C Trumpet 1)&U(C Trumpet 2),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1)&P4(C Trumpet 1)&P4(C Trumpet 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&U(Bassoon 1)&P5(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&U(C Trumpet 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet)&P4(Bb Clarinet 2)&U(Bassoon 1)&P5(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&U(C Trumpet 1),,Main Part,,P5(Violoncello)&P5(Contrabass),P5(Viola)&P8(Contrabass),P5(Viola)&P8(Violoncello)
662.0,666.0,Main Part,U(Main)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Main)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Main)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Main)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Eb Horn 1)&U(Eb Horn 2),,,P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&U(Eb Horn 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&U(Eb Horn 1),U(C Trumpet 2),U(C Trumpet 1),,P5(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P5(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
666.0,670.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Flute 1)&U(Flute 2)&U(Oboe 2)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Flute 1)&U(Flute 2)&U(Oboe 1)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P5(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P5(Bb Clarinet 2)&P5(Bassoon 2)&P4(Eb Horn 1)&P4(Eb Horn 2),P2(Flute 1)&P2(Flute 2)&P2(Oboe 1)&P2(Oboe 2)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1),,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
670.0,674.0,Main Part,U(Main)&U(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet)&P4(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Main)&U(Flute 2)&U(Oboe 2)&P4(Bb Clarinet)&P4(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2),U(Main)&U(Flute 2)&U(Oboe 1)&P4(Bb Clarinet)&P4(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2),P4(Main)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P8(Bassoon 1)&P4(Eb Horn 1)&P4(Eb Horn 2),,P4(Main)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Eb Horn 1)&P4(Eb Horn 2),,P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P4(Bassoon 1)&U(Eb Horn 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P4(Bassoon 1)&U(Eb Horn 1),,,,P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P4(Violin 1)&P7(Viola)&P7(Violoncello)&P7(Contrabass),P4(Violin 1)&P7(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Violin 1)&P7(Violin 2)&P8(Viola)&P8(Contrabass),P4(Violin 1)&P7(Violin 2)&P8(Viola)&P8(Violoncello)
674.0,678.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2),U(Flute 1)&U(Flute 2)&U(Oboe 2)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2),U(Flute 1)&U(Flute 2)&U(Oboe 1)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet)&P6(Bb Clarinet 2)&P3(Bassoon 1)&P4(Eb Horn 1)&P4(Eb Horn 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&U(Eb Horn 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&U(Eb Horn 1),,,,Main Part,,P4(Main),P8(Contrabass),P8(Violoncello)
678.0,682.0,Main Part,U(Main)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P4(Bassoon 1),U(Main)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 2)&P4(Bassoon 1),U(Main)&U(Flute 2)&U(Oboe 1)&P8(Bb Clarinet 2)&P4(Bassoon 1),,P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P4(Bassoon 1),P4(Main)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 2),P4(Eb Horn 1)&P4(Eb Horn 2),P4(Bassoon 2)&U(Eb Horn 2),P4(Bassoon 2)&U(Eb Horn 1),,,,P4(Violin 2)&P4(Viola)&P7(Violoncello)&P7(Contrabass),P4(Violin 1)&P8(Viola)&P4(Violoncello)&P4(Contrabass),P4(Violin 1)&P8(Violin 2)&P4(Violoncello)&P4(Contrabass),P7(Violin 1)&P4(Violin 2)&P4(Viola)&P8(Contrabass),P7(Violin 1)&P4(Violin 2)&P4(Viola)&P8(Violoncello)
682.0,684.0,P8(Bb Clarinet)&P4(Bassoon 1)&P5(Bassoon 2),,,,P8(Flute 1)&P4(Bassoon 1)&P5(Bassoon 2),,P4(Flute 1)&P4(Bb Clarinet)&P2(Bassoon 2),P5(Flute 1)&P5(Bb Clarinet)&P2(Bassoon 1),,,,,,Main Part,P4(Main)&P8(Viola)&P4(Violoncello)&P4(Contrabass),P4(Main)&P8(Violin 2)&P4(Violoncello)&P4(Contrabass),P7(Main)&P4(Violin 2)&P4(Viola)&P8(Contrabass),P7(Main)&P4(Violin 2)&P4(Viola)&P8(Violoncello)
684.0,686.0,Main Part,,,,P8(Main)&P4(Bassoon 1)&P5(Bassoon 2),,P4(Main)&P4(Bb Clarinet)&P2(Bassoon 2),P5(Main)&P5(Bb Clarinet)&P2(Bassoon 1),,,,,,P8(Violin 2)&P4(Viola)&P5(Violoncello)&P5(Contrabass),P8(Violin 1)&P4(Viola)&P5(Violoncello)&P5(Contrabass),P4(Violin 1)&P4(Violin 2)&P2(Violoncello)&P2(Contrabass),P5(Violin 1)&P5(Violin 2)&P2(Viola)&P8(Contrabass),P5(Violin 1)&P5(Violin 2)&P2(Viola)&P8(Violoncello)
686.0,688.0,P8(Bb Clarinet)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P4(Bassoon 2),,,,P8(Flute 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P4(Bassoon 2),P5(Flute 1)&P5(Bb Clarinet)&U(Bassoon 1)&P2(Bassoon 2),P5(Flute 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P2(Bassoon 2),P4(Flute 1)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P2(Bassoon 1),,,,,,Main Part,P8(Main)&P4(Viola)&P5(Violoncello)&P5(Contrabass),P4(Main)&P4(Violin 2)&P2(Violoncello)&P2(Contrabass),P5(Main)&P5(Violin 2)&P2(Viola)&P8(Contrabass),P5(Main)&P5(Violin 2)&P2(Viola)&P8(Violoncello)
688.0,690.0,Main Part,,,,P8(Main)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P4(Bassoon 2),P5(Main)&P5(Bb Clarinet)&U(Bassoon 1)&P2(Bassoon 2),P5(Main)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P2(Bassoon 2),P4(Main)&P4(Bb Clarinet)&P2(Bb Clarinet 2)&P2(Bassoon 1),,,,,,P5(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P5(Violin 1)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P4(Violin 1)&P2(Violin 2)&U(Violoncello)&P8(Contrabass),P4(Violin 1)&P2(Violin 2)&U(Viola)&P8(Contrabass),P4(Violin 1)&P2(Violin 2)&P8(Viola)&P8(Violoncello)
690.0,692.0,P8(Bb Clarinet)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),,,,P8(Flute 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),P6(Flute 1)&P6(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P6(Flute 1)&P6(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P4(Flute 1)&P4(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,Main Part,P5(Main)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P4(Main)&P2(Violin 2)&U(Violoncello)&P8(Contrabass),P4(Main)&P2(Violin 2)&U(Viola)&P8(Contrabass),P4(Main)&P2(Violin 2)&P8(Viola)&P8(Violoncello)
692.0,694.0,Main Part,,,,P8(Main)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),P6(Main)&P6(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P6(Main)&P6(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P4(Main)&P4(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,P6(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P6(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
