qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
101.25,62.3077,68,1.5,D4,G5,B4,r,r,r,r,r,r
101.5,62.4615,68,1.6667,D4,A5,C5,r,r,r,r,r,r
102.0,62.7692,69,1.0,D4,G5,B4,B5,G5,G3,r,r,G3
102.25,62.9231,69,1.1667,D5,G5,B4,B5,G5,G3,r,r,G3
102.5,63.0769,69,1.3333,D5,D5,B4,r,r,r,r,r,r
102.75,63.2308,69,1.5,B4,E5,C5,r,r,r,r,r,r
103.0,63.3846,69,1.6667,B4,F5,D5,G4,D4,B3,G2,G1,G2
103.25,63.5385,69,1.8333,G4,F5,D5,G4,D4,B3,G2,G1,G2
103.5,63.6923,70,1.0,G4,F5,D5,G4,E4,C4,C3,C2,C3
103.75,63.8462,70,1.1667,E5,F5,D5,G4,E4,C4,C3,C2,C3
104.0,64.0,70,1.3333,E5,E5,C5,r,r,r,r,r,r
104.25,64.1538,70,1.5,C#5,F5,D5,r,r,r,r,r,r
104.5,64.3077,70,1.6667,C#5,G5,E5,A4,E4,C#4,A2,A1,A2
104.75,64.4615,70,1.8333,A4,G5,E5,A4,E4,C#4,A2,A1,A2
105.0,64.6154,71,1.0,A4,G5,E5,A4,F#4,D4,D3,D2,D3
105.25,64.7692,71,1.1667,F#5,G5,E5,A4,F#4,D4,D3,D2,D3
105.5,64.9231,71,1.3333,F#5,F#5,D5,r,r,r,r,r,r
105.75,65.0769,71,1.5,E-5,G5,E5,r,r,r,r,r,r
106.0,65.2308,71,1.6667,E-5,A5,F#5,B4,F#4,E-4,B2,B1,B2
106.25,65.3846,71,1.8333,B4,A5,F#5,B4,F#4,E-4,B2,B1,B2
106.5,65.5385,72,1.0,B4,A5,F#5,B4,G4,E4,E3,E2,E3
106.75,65.6923,72,1.1667,G5,A5,F#5,B4,G4,E4,E3,E2,E3
107.0,65.8462,72,1.3333,G5,G5,E5,r,r,r,r,r,r
107.25,66.0,72,1.5,E5,A5,F#5,r,r,r,r,r,r
107.5,66.1538,72,1.6667,E5,B5,G5,B4,G4,E4,D3,D2,D3
107.75,66.3077,72,1.8333,G5,B5,G5,B4,G4,E4,D3,D2,D3
108.0,66.4615,73,1.0,G5,B5,G5,E5,C5,G4,C3,C2,C3
108.25,66.6154,73,1.1667,C5,B5,G5,E5,D5,G4,C3,C2,C3
108.5,66.7692,73,1.3333,C5,A5,F#5,A4,C5,D4,D3,D2,D3
108.75,66.9231,73,1.5,F#5,B5,G5,A4,B4,D4,D3,D2,D3
109.0,67.0769,73,1.6667,F#5,C6,A5,D5,A4,F#4,D2,D1,D2
109.25,67.2308,73,1.8333,A4,C6,A5,D5,A4,F#4,D2,D1,D2
109.5,67.3846,74,1.0,B4,C6,A5,D5,G4,B3,G2,G1,G2
109.75,67.5385,74,1.1667,E5,C6,A5,E5,G4,B3,G2,G1,G2
110.0,67.6923,74,1.3333,D5,B5,G5,D5,D4,G4,G3,G2,G3
110.25,67.8462,74,1.5,C5,C6,A5,C5,D4,G4,G3,G2,G3
110.5,68.0,74,1.6667,B4,D6,B5,B4,F#4,D4,F3,F2,F3
110.75,68.1538,74,1.8333,A4,D6,B5,A4,F#4,D4,F3,F2,F3
111.0,68.3077,75,1.0,G4,D6,B5,G4,B4,E4,E3,E2,E3
111.25,68.4615,75,1.1667,G4,E5,C5,G4,B4,E4,E3,E2,E3
111.5,68.6154,75,1.3333,B4,F5,D5,B4,F#4,G4,E3,E2,E3
111.75,68.7692,75,1.5,B4,G5,E5,B4,F#4,G4,E3,E2,E3
112.0,68.9231,75,1.6667,G4,A5,F5,G4,E4,E4,E3,E2,E3
112.25,69.0769,75,1.8333,G4,B5,D5,G4,E4,E4,E3,E2,E3
112.5,69.2308,76,1.0,E4,C6,G5,E4,C4,C4,E3,E2,E3
112.75,69.3846,76,1.1667,E4,E6,C6,E4,C4,C4,E3,E2,E3
113.0,69.5385,76,1.3333,E4,E6,C6,E4,C4,C4,G3,G2,G3
113.25,69.6923,76,1.5,E4,C6,A5,E4,C4,C4,G3,G2,G3
113.5,69.8462,76,1.6667,E4,C6,A5,E4,C4,C4,E3,E2,E3
113.75,70.0,76,1.8333,E4,A5,E5,E4,C4,C4,E3,E2,E3
114.0,70.1538,77,1.0,E4,A5,E5,E4,C4,C4,C3,C2,C3
114.25,70.3077,77,1.1667,E5,A5,A5,E5,E4,C4,C3,C2,C3
114.5,70.4615,77,1.3333,E5,C6,A5,E5,E4,C4,C3,C2,C3
114.75,70.6154,77,1.5,C5,A5,E5,C5,A4,E4,C3,C2,C3
115.0,70.7692,77,1.6667,C5,A5,E5,C5,A4,E4,C3,C2,C3
115.25,70.9231,77,1.8333,A4,F#5,D5,A4,D5,A4,C3,C2,C3
115.5,71.0769,78,1.0,A4,F#5,D5,A4,D5,A4,C3,C2,C3
115.75,71.2308,78,1.1667,D5,A5,F#5,D5,A4,D4,C4,C3,C4
116.0,71.3846,78,1.3333,D5,A5,F#5,D5,A4,D4,C4,C3,C4
116.25,71.5385,78,1.5,A4,F#5,D5,A4,A4,D4,C3,C2,C3
116.5,71.6923,78,1.6667,A4,F#5,D5,A4,A4,D4,C3,C2,C3
116.75,71.8462,78,1.8333,F#4,D5,F#5,F#4,B4,D4,B2,B1,B2
117.0,72.0,79,1.0,D4,C6,G5,D4,B4,D4,B2,B1,B2
117.25,72.1538,79,1.1667,D5,C6,G5,D5,D5,G4,B2,B1,B2
117.5,72.3077,79,1.3333,G5,r,r,G5,B4,B4,E3,E2,E3
117.75,72.4615,79,1.5,G5,G5,B5,G5,B4,B4,E3,E2,E3
118.0,72.6154,79,1.6667,r,C6,A5,r,r,r,A2,A1,A2
118.25,72.7692,79,1.8333,E5,C6,A5,E5,C5,A4,A2,A1,A2
118.5,72.9231,80,1.0,F#5,r,r,F#5,A4,A4,D3,D2,D3
118.75,73.0769,80,1.1667,F#5,A5,F#5,F#5,A4,A4,D3,D2,D3
119.0,73.2308,80,1.3333,r,B5,G5,r,r,r,G2,G1,G2
119.25,73.3846,80,1.5,D5,B5,G5,D5,D5,G4,G2,G1,G2
119.5,73.5385,80,1.6667,E5,r,r,E5,C5,G4,C3,C2,C3
119.75,73.6923,80,1.8333,E5,E5,G5,E5,C5,G4,C3,C2,C3
120.0,73.8462,81,1.0,r,A5,E5,r,r,r,C3,C2,C3
120.25,74.0,81,1.1667,E5,A5,E5,E5,C5,E4,C3,C2,C3
120.5,74.1538,81,1.3333,D5,r,r,D5,B4,F#4,D3,D2,D3
120.75,74.3077,81,1.5,C5,F#5,A4,C5,A4,F#4,D3,D2,D3
121.0,74.4615,81,1.6667,B4,G5,E5,B4,G4,B3,E3,E2,E3
121.25,74.6154,81,1.8333,A4,G5,E5,A4,F#4,B3,E3,E2,E3
121.5,74.7692,82,1.0,B4,r,r,B4,G4,E4,C3,C2,C3
121.75,74.9231,82,1.1667,C5,A5,E5,C5,E5,E4,C3,C2,C3
122.0,75.0769,82,1.3333,A4,F#5,D5,A4,A4,F#4,D3,D2,D3
122.5,75.3846,82,1.6667,A4,F#5,C5,A4,D5,A4,D2,D1,D2
122.75,75.5385,82,1.8333,G4,G5,C5,G4,D5,A4,D2,D1,D2
123.0,75.6923,83,1.0,G4,G5,B4,G4,D5,B4,G2,G1,G2
123.25,75.8462,83,1.1667,G5,G5,B4,G4,D5,B4,G2,G1,G2
123.5,76.0,83,1.3333,D5,G5,B4,G4,D5,B4,G2,G1,G2
123.75,76.1538,83,1.5,B4,G5,B4,G4,D5,B4,G2,G1,G2
124.0,76.3077,83,1.6667,G4,r,r,r,r,r,r,r,r
124.25,76.4615,83,1.8333,D4,r,r,r,r,r,r,r,r
124.5,76.6154,84,1.0,F4,r,r,r,r,r,r,r,r
124.75,76.7692,84,1.1667,B4,r,r,r,r,r,r,r,r
125.0,76.9231,84,1.3333,D5,r,r,r,r,r,r,r,r
125.25,77.0769,84,1.5,A4,r,r,r,r,r,r,r,r
125.5,77.2308,84,1.6667,G4,r,r,r,r,r,r,r,r
125.75,77.3846,84,1.8333,F4,r,r,r,r,r,r,r,r
126.0,77.5385,85,1.0,E4,r,r,r,r,r,G2,G1,G2
126.25,77.6923,85,1.1667,G5,r,r,r,r,r,G2,G1,G2
126.5,77.8462,85,1.3333,E5,r,r,r,r,r,r,r,r
126.75,78.0,85,1.5,C5,r,r,r,r,r,r,r,r
127.0,78.1538,85,1.6667,G4,r,r,r,r,r,r,r,r
127.25,78.3077,85,1.8333,E4,r,r,r,r,r,r,r,r
127.5,78.4615,86,1.0,G4,r,r,r,r,r,r,r,r
127.75,78.6154,86,1.1667,C5,r,r,r,r,r,r,r,r
128.0,78.7692,86,1.3333,E5,r,r,r,r,r,r,r,r
128.25,78.9231,86,1.5,B4,r,r,r,r,r,r,r,r
128.5,79.0769,86,1.6667,A4,r,r,r,r,r,r,r,r
128.75,79.2308,86,1.8333,G4,r,r,r,r,r,r,r,r
129.0,79.3846,87,1.0,F#4,r,r,r,r,r,G2,G1,G2
129.25,79.5385,87,1.1667,A5,r,r,r,r,r,G2,G1,G2
129.5,79.6923,87,1.3333,F#5,r,r,r,r,r,r,r,r
129.75,79.8462,87,1.5,D5,r,r,r,r,r,r,r,r
130.0,80.0,87,1.6667,A4,r,r,r,r,r,r,r,r
130.25,80.1538,87,1.8333,F#4,r,r,r,r,r,r,r,r
130.5,80.3077,88,1.0,A4,r,r,r,r,r,r,r,r
130.75,80.4615,88,1.1667,C5,r,r,r,r,r,r,r,r
131.0,80.6154,88,1.3333,F#5,r,r,r,r,r,r,r,r
131.25,80.7692,88,1.5,A5,r,r,r,r,r,r,r,r
131.5,80.9231,88,1.6667,D5,r,r,r,r,r,r,r,r
131.75,81.0769,88,1.8333,C5,r,r,r,r,r,r,r,r
132.0,81.2308,89,1.0,B4,D6,G5,G5,D5,B4,G3,G2,G3
132.25,81.3846,89,1.1667,D5,D6,B5,G5,D5,B4,G3,G2,G3
132.5,81.5385,89,1.3333,G5,D6,D6,r,r,r,r,r,r
132.75,81.6923,89,1.5,D5,D6,B5,r,r,r,r,r,r
133.0,81.8462,89,1.6667,B4,D6,G5,r,r,r,r,r,r
133.25,82.0,89,1.8333,G4,D6,B5,r,r,r,r,r,r
133.5,82.1538,90,1.0,F#4,D6,A5,A5,F#5,A4,D3,D2,D3
133.75,82.3077,90,1.1667,A4,D6,F#5,A5,F#5,A4,D3,D2,D3
134.0,82.4615,90,1.3333,D5,D6,D5,r,r,r,r,r,r
134.25,82.6154,90,1.5,A4,D6,F#5,r,r,r,r,r,r
134.5,82.7692,90,1.6667,F#4,D6,A5,r,r,r,r,r,r
134.75,82.9231,90,1.8333,D4,D6,C6,r,r,r,r,r,r
135.0,83.0769,91,1.0,B3,D6,B5,B5,G5,G4,G2,G1,G2
135.25,83.2308,91,1.1667,G3,D6,B5,B5,G5,G4,G2,G1,G2
135.5,83.3846,91,1.3333,B3,r,r,r,r,r,r,r,r
135.75,83.5385,91,1.5,D4,r,r,r,r,r,r,r,r
136.0,83.6923,91,1.6667,G4,r,r,r,r,r,r,r,r
136.25,83.8462,91,1.8333,B4,r,r,r,r,r,r,r,r
136.5,84.0,92,1.0,D5,r,r,r,r,r,r,r,r
136.75,84.1538,92,1.1667,B4,r,r,r,r,r,r,r,r
137.0,84.3077,92,1.3333,G4,r,r,r,r,r,r,r,r
137.25,84.4615,92,1.5,F4,r,r,r,r,r,r,r,r
137.5,84.6154,92,1.6667,E4,r,r,r,r,r,r,r,r
137.75,84.7692,92,1.8333,D4,r,r,r,r,r,r,r,r
138.0,84.9231,93,1.0,E4,r,r,r,r,r,G2,G1,G2
138.25,85.0769,93,1.1667,C4,r,r,r,r,r,G2,G1,G2
138.5,85.2308,93,1.3333,E4,r,r,r,r,r,r,r,r
138.75,85.3846,93,1.5,G4,r,r,r,r,r,r,r,r
139.0,85.5385,93,1.6667,C5,r,r,r,r,r,r,r,r
139.25,85.6923,93,1.8333,E5,r,r,r,r,r,r,r,r
139.5,85.8462,94,1.0,G5,r,r,r,r,r,r,r,r
139.75,86.0,94,1.1667,E5,r,r,r,r,r,r,r,r
140.0,86.1538,94,1.3333,C5,r,r,r,r,r,r,r,r
140.25,86.3077,94,1.5,B4,r,r,r,r,r,r,r,r
140.5,86.4615,94,1.6667,A4,r,r,r,r,r,r,r,r
140.75,86.6154,94,1.8333,G4,r,r,r,r,r,r,r,r
141.0,86.7692,95,1.0,F#4,r,r,r,r,r,G2,G1,G2
141.25,86.9231,95,1.1667,A4,r,r,r,r,r,G2,G1,G2
141.5,87.0769,95,1.3333,D5,r,r,r,r,r,r,r,r
141.75,87.2308,95,1.5,F#5,r,r,r,r,r,r,r,r
142.0,87.3846,95,1.6667,A5,r,r,r,r,r,r,r,r
142.25,87.5385,95,1.8333,B5,r,r,r,r,r,r,r,r
142.5,87.6923,96,1.0,C6,r,r,r,r,r,r,r,r
142.75,87.8462,96,1.1667,A5,r,r,r,r,r,r,r,r
143.0,88.0,96,1.3333,F#5,r,r,r,r,r,r,r,r
143.25,88.1538,96,1.5,E5,r,r,r,r,r,r,r,r
143.5,88.3077,96,1.6667,D5,r,r,r,r,r,r,r,r
143.75,88.4615,96,1.8333,C5,r,r,r,r,r,r,r,r
144.0,88.6154,97,1.0,B4,r,r,r,r,r,G2,G1,G2
144.25,88.7692,97,1.1667,G4,r,r,r,r,r,G2,G1,G2
144.5,88.9231,97,1.3333,B4,r,r,r,r,r,r,r,r
144.75,89.0769,97,1.5,D5,r,r,r,r,r,r,r,r
145.0,89.2308,97,1.6667,G5,r,r,r,r,r,r,r,r
145.25,89.3846,97,1.8333,B5,r,r,r,r,r,r,r,r
145.5,89.5385,98,1.0,E4,r,r,r,r,r,r,r,r
145.75,89.6923,98,1.1667,C5,r,r,r,r,r,r,r,r
146.0,89.8462,98,1.3333,E5,r,r,r,r,r,E3,r,E3
146.25,90.0,98,1.5,B5,r,r,r,r,r,E3,r,E3
146.5,90.1538,98,1.6667,A5,r,r,r,r,r,C3,r,C3
146.75,90.3077,98,1.8333,G5,r,r,r,r,r,C3,r,C3
147.0,90.4615,99,1.0,A5,r,r,r,r,r,F#2,r,F#2
147.25,90.6154,99,1.1667,F#4,r,r,r,r,r,F#2,r,F#2
147.5,90.7692,99,1.3333,A4,r,r,r,r,r,r,r,r
147.75,90.9231,99,1.5,D5,r,r,r,r,r,r,r,r
148.0,91.0769,99,1.6667,F#5,r,r,r,r,r,r,r,r
148.25,91.2308,99,1.8333,A5,r,r,r,r,r,r,r,r
148.5,91.3846,100,1.0,D4,r,r,r,r,r,r,r,r
148.75,91.5385,100,1.1667,F#4,r,r,r,r,r,r,r,r
149.0,91.6923,100,1.3333,B4,r,r,r,r,r,D3,r,D3
149.25,91.8462,100,1.5,A5,r,r,r,r,r,D3,r,D3
149.5,92.0,100,1.6667,G5,r,r,r,r,r,B2,r,B2
149.75,92.1538,100,1.8333,F#5,r,r,r,r,r,B2,r,B2
150.0,92.3077,101,1.0,G5,r,r,r,r,r,E2,r,E2
150.25,92.4615,101,1.1667,E4,r,r,r,r,r,E2,r,E2
150.5,92.6154,101,1.3333,G4,r,r,r,r,r,r,r,r
150.75,92.7692,101,1.5,B4,r,r,r,r,r,r,r,r
151.0,92.9231,101,1.6667,E5,r,r,r,r,r,r,r,r
151.25,93.0769,101,1.8333,G5,r,r,r,r,r,r,r,r
151.5,93.2308,102,1.0,C#4,r,r,r,r,r,r,r,r
151.75,93.3846,102,1.1667,E4,r,r,r,r,r,r,r,r
152.0,93.5385,102,1.3333,A4,r,r,r,r,r,C#3,r,C#3
152.25,93.6923,102,1.5,G5,r,r,r,r,r,C#3,r,C#3
152.5,93.8462,102,1.6667,F#5,r,r,r,r,r,A2,r,A2
152.75,94.0,102,1.8333,E5,r,r,r,r,r,A2,r,A2
153.0,94.1538,103,1.0,F#5,D5,A5,D5,A4,F#4,D3,D2,D3
153.25,94.3077,103,1.1667,A5,F#5,A5,D5,A4,F#4,D3,D2,D3
153.5,94.4615,103,1.3333,D6,A5,A5,r,r,r,r,r,r
153.75,94.6154,103,1.5,A5,F#5,A5,r,r,r,r,r,r
154.0,94.7692,103,1.6667,F#5,D5,A5,r,r,r,r,r,r
154.25,94.9231,103,1.8333,D5,F#5,A5,r,r,r,r,r,r
154.5,95.0769,104,1.0,C#5,E5,A5,E5,C#5,E4,A2,A1,A2
154.75,95.2308,104,1.1667,E5,C#5,A5,E5,C#5,E4,A2,A1,A2
155.0,95.3846,104,1.3333,A5,A4,A5,r,r,r,r,r,r
155.25,95.5385,104,1.5,E5,C#5,A5,r,r,r,r,r,r
155.5,95.6923,104,1.6667,C#5,E5,A5,r,r,r,r,r,r
155.75,95.8462,104,1.8333,A4,G5,A5,r,r,r,r,r,r
156.0,96.0,105,1.0,F#4,F#5,A5,F#5,D5,D4,D2,D1,D2
156.25,96.1538,105,1.1667,D5,F#5,A5,F#5,D5,D4,D2,D1,D2
156.5,96.3077,105,1.3333,A4,F#5,A5,r,r,r,r,r,r
156.75,96.4615,105,1.5,F#4,F#5,A5,r,r,r,r,r,r
157.0,96.6154,105,1.6667,D4,F#5,A5,r,r,r,r,r,r
157.25,96.7692,105,1.8333,A3,F#5,A5,r,r,r,r,r,r
157.5,96.9231,106,1.0,C4,r,r,r,r,r,r,r,r
157.75,97.0769,106,1.1667,F#4,r,r,r,r,r,r,r,r
158.0,97.2308,106,1.3333,A4,r,r,r,r,r,r,r,r
158.25,97.3846,106,1.5,E4,r,r,r,r,r,r,r,r
158.5,97.5385,106,1.6667,D4,r,r,r,r,r,r,r,r
158.75,97.6923,106,1.8333,C4,r,r,r,r,r,r,r,r
159.0,97.8462,107,1.0,B3,r,r,r,r,r,D2,D1,D2
159.25,98.0,107,1.1667,D5,r,r,r,r,r,D2,D1,D2
159.5,98.1538,107,1.3333,B4,r,r,r,r,r,r,r,r
159.75,98.3077,107,1.5,G4,r,r,r,r,r,r,r,r
160.0,98.4615,107,1.6667,D4,r,r,r,r,r,r,r,r
160.25,98.6154,107,1.8333,B3,r,r,r,r,r,r,r,r
160.5,98.7692,108,1.0,D4,r,r,r,r,r,r,r,r
160.75,98.9231,108,1.1667,G4,r,r,r,r,r,r,r,r
161.0,99.0769,108,1.3333,B4,r,r,r,r,r,r,r,r
161.25,99.2308,108,1.5,F#4,r,r,r,r,r,r,r,r
161.5,99.3846,108,1.6667,E4,r,r,r,r,r,r,r,r
161.75,99.5385,108,1.8333,D4,r,r,r,r,r,r,r,r
162.0,99.6923,109,1.0,C#4,r,r,r,r,r,D2,D1,D2
162.25,99.8462,109,1.1667,E5,r,r,r,r,r,D2,D1,D2
162.5,100.0,109,1.3333,C#5,r,r,r,r,r,r,r,r
162.75,100.1538,109,1.5,A4,r,r,r,r,r,r,r,r
163.0,100.3077,109,1.6667,E4,r,r,r,r,r,r,r,r
163.25,100.4615,109,1.8333,C#4,r,r,r,r,r,r,r,r
163.5,100.6154,110,1.0,E4,r,r,r,r,r,r,r,r
163.75,100.7692,110,1.1667,G4,r,r,r,r,r,r,r,r
164.0,100.9231,110,1.3333,C#5,r,r,r,r,r,r,r,r
164.25,101.0769,110,1.5,E5,r,r,r,r,r,r,r,r
164.5,101.2308,110,1.6667,A4,r,r,r,r,r,r,r,r
164.75,101.3846,110,1.8333,G4,r,r,r,r,r,r,r,r
165.0,101.5385,111,1.0,F#4,A5,D5,D5,A4,F#4,D2,D1,D2
165.25,101.6923,111,1.1667,A4,A5,F#5,D5,A4,F#4,D2,D1,D2
165.5,101.8462,111,1.3333,D5,A5,A5,r,r,r,r,r,r
165.75,102.0,111,1.5,A4,A5,F#5,r,r,r,r,r,r
166.0,102.1538,111,1.6667,F#4,A5,D5,r,r,r,r,r,r
166.25,102.3077,111,1.8333,D4,A5,F#5,r,r,r,r,r,r
166.5,102.4615,112,1.0,C#4,A5,E5,E5,C#5,E4,A2,A1,A2
166.75,102.6154,112,1.1667,E4,A5,C#5,E5,C#5,E4,A2,A1,A2
167.0,102.7692,112,1.3333,A4,A5,A4,r,r,r,r,r,r
167.25,102.9231,112,1.5,E4,A5,C#5,r,r,r,r,r,r
167.5,103.0769,112,1.6667,C#4,A5,E5,r,r,r,r,r,r
167.75,103.2308,112,1.8333,A3,A5,G5,r,r,r,r,r,r
168.0,103.3846,113,1.0,F#4,A5,F#5,F#5,D5,D4,D3,D2,D3
168.25,103.5385,113,1.1667,D4,A5,F#5,F#5,D5,D4,D3,D2,D3
168.5,103.6923,113,1.3333,F#4,r,r,r,r,r,r,r,r
168.75,103.8462,113,1.5,A4,r,r,r,r,r,r,r,r
169.0,104.0,113,1.6667,D5,r,r,r,r,r,r,r,r
169.25,104.1538,113,1.8333,F#5,r,r,r,r,r,r,r,r
169.5,104.3077,114,1.0,A5,r,r,r,r,r,r,r,r
169.75,104.4615,114,1.1667,G5,r,r,r,r,r,r,r,r
170.0,104.6154,114,1.3333,F#5,r,r,r,r,r,r,r,r
170.25,104.7692,114,1.5,E5,r,r,r,r,r,r,r,r
170.5,104.9231,114,1.6667,D5,r,r,r,r,r,r,r,r
170.75,105.0769,114,1.8333,C5,r,r,r,r,r,r,r,r
171.0,105.2308,115,1.0,B4,r,r,r,r,r,D3,D2,D3
171.25,105.3846,115,1.1667,D4,r,r,r,r,r,D3,D2,D3
171.5,105.5385,115,1.3333,G4,r,r,r,r,r,r,r,r
171.75,105.6923,115,1.5,B4,r,r,r,r,r,r,r,r
172.0,105.8462,115,1.6667,D5,r,r,r,r,r,r,r,r
172.25,106.0,115,1.8333,G5,r,r,r,r,r,r,r,r
172.5,106.1538,116,1.0,B5,r,r,r,r,r,r,r,r
172.75,106.3077,116,1.1667,A5,r,r,r,r,r,r,r,r
173.0,106.4615,116,1.3333,G5,r,r,r,r,r,r,r,r
173.25,106.6154,116,1.5,F#5,r,r,r,r,r,r,r,r
173.5,106.7692,116,1.6667,E5,r,r,r,r,r,r,r,r
173.75,106.9231,116,1.8333,D5,r,r,r,r,r,r,r,r
174.0,107.0769,117,1.0,C#5,r,r,r,r,r,D3,D2,D3
174.25,107.2308,117,1.1667,A4,r,r,r,r,r,D3,D2,D3
174.5,107.3846,117,1.3333,C#5,r,r,r,r,r,r,r,r
174.75,107.5385,117,1.5,E5,r,r,r,r,r,r,r,r
175.0,107.6923,117,1.6667,G5,r,r,r,r,r,r,r,r
175.25,107.8462,117,1.8333,F#5,r,r,r,r,r,r,r,r
175.5,108.0,118,1.0,E5,r,r,r,r,r,r,r,r
175.75,108.1538,118,1.1667,D5,r,r,r,r,r,r,r,r
176.0,108.3077,118,1.3333,C#5,r,r,r,r,r,r,r,r
176.25,108.4615,118,1.5,B4,r,r,r,r,r,r,r,r
176.5,108.6154,118,1.6667,A4,r,r,r,r,r,r,r,r
176.75,108.7692,118,1.8333,G4,r,r,r,r,r,r,r,r
177.0,108.9231,119,1.0,F#4,r,r,r,r,r,D3,D2,D3
177.25,109.0769,119,1.1667,D4,r,r,r,r,r,D3,D2,D3
177.5,109.2308,119,1.3333,F#4,r,r,r,r,r,r,r,r
177.75,109.3846,119,1.5,A4,r,r,r,r,r,r,r,r
178.0,109.5385,119,1.6667,D5,r,r,r,r,r,r,r,r
178.25,109.6923,119,1.8333,F#5,r,r,r,r,r,r,r,r
178.5,109.8462,120,1.0,B3,r,r,r,r,r,r,r,r
178.75,110.0,120,1.1667,G4,r,r,r,r,r,r,r,r
179.0,110.1538,120,1.3333,D5,r,r,r,r,r,B3,r,B3
179.25,110.3077,120,1.5,F#5,r,r,r,r,r,B3,r,B3
179.5,110.4615,120,1.6667,E5,r,r,r,r,r,G3,r,G3
179.75,110.6154,120,1.8333,D5,r,r,r,r,r,G3,r,G3
180.0,110.7692,121,1.0,E5,r,r,r,r,r,C#3,r,C#3
180.25,110.9231,121,1.1667,C#4,r,r,r,r,r,C#3,r,C#3
180.5,111.0769,121,1.3333,E4,r,r,r,r,r,r,r,r
180.75,111.2308,121,1.5,A4,r,r,r,r,r,r,r,r
181.0,111.3846,121,1.6667,C#5,r,r,r,r,r,r,r,r
181.25,111.5385,121,1.8333,E5,r,r,r,r,r,r,r,r
181.5,111.6923,122,1.0,A3,r,r,r,r,r,r,r,r
181.75,111.8462,122,1.1667,F#4,r,r,r,r,r,r,r,r
182.0,112.0,122,1.3333,C#5,r,r,r,r,r,A3,r,A3
182.25,112.1538,122,1.5,E5,r,r,r,r,r,A3,r,A3
182.5,112.3077,122,1.6667,D5,r,r,r,r,r,F#3,r,F#3
182.75,112.4615,122,1.8333,C#5,r,r,r,r,r,F#3,r,F#3
183.0,112.6154,123,1.0,D5,r,r,r,r,r,B2,r,B2
183.25,112.7692,123,1.1667,B3,r,r,r,r,r,B2,r,B2
183.5,112.9231,123,1.3333,D4,r,r,r,r,r,r,r,r
183.75,113.0769,123,1.5,F#4,r,r,r,r,r,r,r,r
184.0,113.2308,123,1.6667,B4,r,r,r,r,r,r,r,r
184.25,113.3846,123,1.8333,D5,r,r,r,r,r,r,r,r
184.5,113.5385,124,1.0,G#3,r,r,r,r,r,r,r,r
184.75,113.6923,124,1.1667,E4,r,r,r,r,r,r,r,r
185.0,113.8462,124,1.3333,B4,r,r,r,r,r,G#3,r,G#3
185.25,114.0,124,1.5,D5,r,r,r,r,r,G#3,r,G#3
185.5,114.1538,124,1.6667,C#5,r,r,r,r,r,E3,r,E3
185.75,114.3077,124,1.8333,B4,r,r,r,r,r,E3,r,E3
186.0,114.4615,125,1.0,C#5,r,r,A3,A3,A3,A3,A1,A2
186.25,114.6154,125,1.1667,A5,r,r,A3,A3,A3,A3,A1,A2
186.5,114.7692,125,1.3333,A5,E5,C#5,A3,A3,A3,A3,r,r
186.75,114.9231,125,1.5,E5,F#5,D5,A3,A3,A3,A3,r,r
187.0,115.0769,125,1.6667,E5,E5,C#5,A3,A3,A3,A3,r,r
187.25,115.2308,125,1.8333,C#5,F#5,D5,A3,A3,A3,A3,r,r
187.5,115.3846,126,1.0,C#5,G5,E5,A3,A3,A3,A3,r,r
187.75,115.5385,126,1.1667,E5,F#5,D5,A3,A3,A3,A3,r,r
188.0,115.6923,126,1.3333,E5,E5,C#5,A3,A3,A3,A3,r,r
188.25,115.8462,126,1.5,C#5,F#5,D5,A3,A3,A3,A3,r,r
188.5,116.0,126,1.6667,C#5,G5,E5,A3,A3,A3,A3,r,r
188.75,116.1538,126,1.8333,A4,G5,E5,A3,A3,A3,A3,r,r
189.0,116.3077,127,1.0,A4,G5,E5,A3,A3,A3,A3,r,r
189.25,116.4615,127,1.1667,G5,F#5,D5,A3,A3,A3,A3,r,r
189.5,116.6154,127,1.3333,G5,E5,C#5,A3,A3,A3,A3,r,r
189.75,116.7692,127,1.5,E5,F#5,D5,A3,A3,A3,A3,r,r
190.0,116.9231,127,1.6667,E5,G5,E5,A3,A3,A3,A3,r,r
190.25,117.0769,127,1.8333,C#5,F#5,D5,A3,A3,A3,A3,r,r
190.5,117.2308,128,1.0,C#5,G5,E5,A3,A3,A3,A3,r,r
190.75,117.3846,128,1.1667,A4,B5,G5,A3,A3,A3,A3,r,r
191.0,117.5385,128,1.3333,C#5,A5,F#5,A3,A3,A3,A3,r,r
191.25,117.6923,128,1.5,E5,G5,E5,A3,A3,A3,A3,r,r
191.5,117.8462,128,1.6667,A5,F#5,D5,A3,A3,A3,A3,r,r
191.75,118.0,128,1.8333,E5,E5,C#5,A3,A3,A3,A3,r,r
192.0,118.1538,129,1.0,C#5,F#5,E5,r,r,B-3,B-3,B-1,B-2
192.25,118.3077,129,1.1667,F#5,F#5,E5,r,r,B-3,B-3,B-1,B-2
192.5,118.4615,129,1.3333,F#5,F#5,E5,C#5,B-4,B-3,B-3,r,r
