score_qstamp,qstamp,measure,beat,726696_tstamp,728534_tstamp,729214_tstamp,726691_tstamp,729227_tstamp,726680_tstamp,726652_tstamp,726628_tstamp,726688_tstamp,726641_tstamp
74.5,74.5,51,1.3333,143.6078,127.4739,113.8339,143.1339,129.2139,301.7539,95.2739,307.4739,151.2539,112.6539
74.75,74.75,51,1.5,144.0,127.8,114.16,143.46,129.58,302.08,95.56,307.86,151.66,112.94
75.0,75.0,51,1.6667,144.4983,128.1661,114.5461,143.9722,130.0061,302.5261,95.8461,308.2288,152.0966,113.3061
75.25,75.25,51,1.8333,144.8522,128.5122,114.8844,144.3122,130.4522,302.9922,96.0922,308.7332,152.5044,113.6322
75.5,75.5,52,1.0,145.1783,128.8383,115.2183,144.6383,130.7783,303.3183,96.2983,309.0983,152.8383,113.8783
75.75,75.75,52,1.1667,145.5344,129.2043,115.5643,144.9944,131.1929,303.6843,96.6243,309.4643,153.2043,114.2043
76.0,76.0,52,1.3333,146.0224,129.5304,115.8904,145.492,131.5504,304.0104,96.8704,309.7904,153.5504,114.4904
76.25,76.25,52,1.5,146.3965,129.8965,116.2165,145.8565,131.8765,304.5165,97.1193,310.1165,153.933,114.7965
76.5,76.5,52,1.6667,146.7452,130.2452,116.5426,146.2026,132.2678,304.9504,97.4426,310.6426,154.393,115.1226
76.75,76.75,52,1.8333,147.1287,130.6287,116.8687,146.5687,132.6487,305.3487,97.6977,310.9774,154.8287,115.4487
77.0,77.0,53,1.0,147.4548,130.9548,117.1948,146.8948,133.0548,305.6748,97.9348,311.3948,155.1548,115.6148
77.25,77.25,53,1.1667,147.8609,131.2809,117.6209,147.3409,133.4009,306.1409,98.1409,311.7209,155.5009,115.9409
77.5,77.5,53,1.3333,148.207,131.628,117.947,147.667,133.734,306.507,98.407,312.087,155.827,116.207
77.75,77.75,53,1.5,148.633,131.993,118.273,148.073,134.093,306.913,98.733,312.593,156.193,116.533
78.0,78.0,53,1.6667,149.0391,132.3991,118.5991,148.3991,134.4591,307.3782,98.9499,312.9591,156.5791,116.7991
78.25,78.25,53,1.8333,149.4452,132.7304,118.9304,148.7252,134.8356,307.7252,99.1652,313.3408,156.9652,117.1252
78.5,78.5,54,1.0,149.8313,133.0913,119.2713,149.2365,135.2313,308.1678,99.4913,313.7113,157.3565,117.4513
78.75,78.75,54,1.1667,150.2774,133.4974,119.6174,149.6974,135.5774,308.6774,99.8174,314.2574,157.8374,117.7774
79.0,79.0,54,1.3333,150.6035,133.8235,119.9435,150.0235,135.9035,309.0035,100.0635,314.5835,158.1635,118.1035
79.25,79.25,54,1.5,150.9496,134.1496,120.2696,150.4496,136.2784,309.3296,100.2696,314.9096,158.4992,118.2696
79.5,79.5,54,1.6667,151.3856,134.4757,120.5957,150.8228,136.6357,309.7114,100.5957,315.2357,158.8557,118.6157
79.75,79.75,54,1.8333,151.7617,134.8417,120.9234,151.2017,137.0217,310.1417,100.7417,315.6017,159.1817,118.9417
80.0,80.0,55,1.0,152.158,135.2312,121.2678,151.5902,137.4278,310.6078,101.0678,316.0214,159.6078,119.2834
80.25,80.25,55,1.1667,152.5939,135.5939,121.6139,152.0139,137.8139,311.0339,101.358,316.4939,159.9339,119.6539
80.5,80.5,55,1.3333,152.94,135.92,121.94,152.36,138.16,311.36,101.56,316.84,160.3,119.98
80.75,80.75,55,1.5,153.4061,136.2861,122.3061,152.8444,138.5261,311.7261,101.7461,317.3861,160.7261,120.3061
81.0,81.0,55,1.6667,153.7922,136.6122,122.7322,153.2322,138.8722,312.1522,102.0722,317.7122,161.0522,120.6322
81.25,81.25,55,1.8333,154.1783,136.9383,123.0583,153.5783,139.1983,312.5783,102.3383,318.1783,161.4783,120.9583
81.5,81.5,56,1.0,154.5643,137.2643,123.3843,153.9843,139.5243,312.9643,102.5243,318.5243,161.8043,121.2843
81.75,81.75,56,1.1667,154.8904,137.6112,123.7104,154.3304,139.9608,313.4504,102.8504,318.8504,162.1504,121.6104
82.0,82.0,56,1.3333,155.3165,137.9565,124.0365,154.7365,140.3365,313.7765,103.0565,319.1765,162.4765,121.8593
82.25,82.25,56,1.5,155.7026,138.3226,124.3626,155.1026,140.7026,314.1426,103.2626,319.6426,162.8426,122.1426
82.5,82.5,56,1.6667,156.0687,138.6887,124.7235,155.4574,141.0487,314.5887,103.5487,320.0661,163.2557,122.4687
82.75,82.75,56,1.8333,156.5348,139.0748,125.0948,155.9548,141.4148,315.0748,103.7948,320.4148,163.6948,122.7948
83.0,83.0,57,1.0,156.8809,139.4209,125.4209,156.3409,141.7418,315.4009,104.1209,320.7609,164.0209,123.1209
83.25,83.25,57,1.1667,157.287,139.747,125.747,156.687,142.156,315.867,104.427,321.254,164.367,123.447
83.5,83.5,57,1.3333,157.613,140.073,126.133,157.013,142.573,316.213,104.693,321.593,164.693,123.773
83.75,83.75,57,1.5,158.0391,140.4991,126.5191,157.4191,142.9591,316.7791,105.0191,322.1591,165.2391,124.1791
84.0,84.0,57,1.6667,158.4424,140.8252,126.8652,157.7904,143.3008,317.1252,105.1252,322.4904,165.5652,124.5104
84.25,84.25,57,1.8333,159.1313,141.5913,127.1913,158.5513,143.6913,317.4713,105.4513,323.2113,166.0113,124.8713
84.5,84.5,58,1.0,159.4974,141.9174,127.5174,158.8774,144.1174,318.0574,105.7374,323.5374,166.3374,125.1374
84.75,84.75,58,1.1667,159.8235,142.2435,127.8435,159.2435,144.4435,318.3835,105.9835,323.9835,166.7035,125.4635
85.0,85.0,58,1.3333,160.2896,142.5696,128.1696,159.7096,144.9296,318.8696,106.3096,324.3496,167.0296,125.7896
85.25,85.25,58,1.5,160.6157,142.8757,128.4957,160.0357,145.2557,319.2357,106.4757,324.7357,167.3557,126.1357
85.5,85.5,58,1.6667,161.0723,143.2017,128.9817,160.4557,145.6217,319.7319,106.8017,325.1038,167.9034,126.4617
85.75,85.75,58,1.8333,161.7278,143.5278,129.3434,161.1478,145.9878,320.2146,107.0713,325.6912,168.2478,126.7878
86.0,86.0,59,1.0,162.0739,143.8539,129.7417,161.4739,146.4539,320.6139,107.3539,326.1817,168.6156,127.1939
86.25,86.25,59,1.1667,162.4,144.18,130.08,161.8,146.78,321.04,107.68,326.56,168.98,127.52
86.5,86.5,59,1.3333,162.9261,144.6061,130.4261,162.3044,147.2061,321.3922,107.9661,326.9661,169.5061,127.8461
86.75,86.75,59,1.5,163.2522,144.9322,130.7522,162.6722,147.5322,321.7522,108.1322,327.2922,169.8322,128.1722
87.0,87.0,59,1.6667,163.6983,145.3766,131.0783,163.1383,147.9383,322.2149,108.4583,327.9183,170.1183,128.5383
87.25,87.25,59,1.8333,164.3372,145.7043,131.4843,163.7443,148.2686,322.6243,108.7843,328.4043,170.4243,128.8643
87.5,87.5,60,1.0,164.7104,146.0304,131.8104,164.0704,148.6608,323.1304,109.1104,328.8016,170.9112,129.2504
87.75,87.75,60,1.1667,165.0365,146.3565,132.1365,164.3965,148.9965,323.4565,109.3561,329.1565,171.2565,129.5765
88.0,88.0,60,1.3333,165.3626,146.6826,132.4626,164.7226,149.3252,323.9426,109.5626,329.6026,171.6026,129.9026
88.25,88.25,60,1.5,165.9322,147.0461,132.7887,165.2896,149.7035,324.3287,109.8887,330.0174,171.9287,130.1774
88.5,88.5,60,1.6667,166.3148,147.3948,133.174,165.6948,150.0748,324.7148,110.2148,330.3748,172.2948,130.5148
88.75,88.75,60,1.8333,166.7845,147.7636,133.5209,166.1427,150.4836,325.1827,110.4009,330.9018,172.6263,130.8409
89.0,89.0,61,1.0,167.274,148.181,133.914,166.622,150.894,325.661,110.727,331.407,173.269,131.216
89.25,89.25,61,1.1667,167.833,148.626,134.253,167.173,151.353,326.373,111.053,331.913,173.733,131.673
89.5,89.5,61,1.3333,168.1591,148.9591,134.5791,167.5182,151.7591,326.7391,111.2991,332.2391,174.0591,132.0191
89.75,89.75,61,1.5,168.5808,149.3052,134.9156,167.9452,152.0852,327.1432,111.6252,332.8164,174.6052,132.4452
90.0,90.0,61,1.6667,169.0313,149.6313,135.2713,168.4913,152.4113,327.7913,111.9513,333.2313,175.0913,132.7913
90.25,90.25,61,1.8333,169.6774,150.2374,135.6348,168.9374,152.9374,328.2374,112.2774,333.7974,175.6574,133.4948
90.5,90.5,62,1.0,170.0035,150.5635,136.0835,169.307,153.307,328.6835,112.6035,334.1435,176.1235,134.0035
91.0,91.0,62,1.3333,170.9957,151.4314,136.9957,170.2957,154.1757,329.7213,113.2557,335.097,177.2641,134.9357
92.0,92.0,63,1.0,172.54,152.92,138.3,171.88,155.82,331.46,114.4,336.56,179.22,136.24
92.5,92.5,63,1.3333,173.5522,153.7322,139.1922,172.9522,156.6722,332.5444,115.0522,337.7122,180.401,137.2566
93.5,93.5,64,1.0,175.1765,155.2165,140.6565,174.473,158.3765,334.4165,116.3765,339.0165,182.493,138.6565
94.0,94.0,64,1.3333,176.1087,156.1687,141.3287,175.3887,159.4687,335.7487,117.1487,339.9244,183.3583,139.4487
94.5,94.5,64,1.6667,176.7609,156.8209,141.9809,176.0809,160.1609,336.4809,117.8009,341.5609,184.3009,140.3409
94.6667,94.6667,64,1.7778,176.9783,157.1481,142.1983,176.2983,160.3783,336.8447,118.0183,341.7783,184.6464,140.6183
94.8333,94.8333,64,1.8889,177.2112,157.3912,142.4624,176.5156,160.6556,337.1556,118.2356,342.0756,184.8756,140.9112
94.875,94.875,64,1.9167,177.28,157.67,142.53,176.57,160.73,337.36,118.29,342.17,184.99,140.97
95.0,95.0,65,1.0,177.466,157.833,142.693,176.792,160.973,337.592,118.531,342.386,185.278,141.318
95.75,95.75,65,1.5,179.6313,158.9913,143.9713,178.8826,162.4713,339.2226,119.5913,344.1313,187.0113,142.5113
96.0,96.0,65,1.6667,180.0818,159.3574,144.2974,179.327,162.8148,339.5574,119.9174,344.4574,187.3374,142.8374
96.25,96.25,65,1.8333,180.6115,159.855,144.641,179.868,163.301,340.1585,120.2435,345.022,187.9515,143.3035
96.5,96.5,66,1.0,181.4696,160.3296,145.0496,180.6488,163.9296,340.8496,120.5896,345.8496,188.4392,143.9696
96.75,96.75,66,1.1667,181.7957,160.6957,145.3757,180.9957,164.2757,341.1757,120.9157,346.1757,188.7757,144.2957
97.0,97.0,66,1.3333,182.1702,161.1217,145.8217,181.4651,164.7017,341.6417,121.2417,346.6051,189.3834,144.6417
97.75,97.75,66,1.8333,183.26,162.24,147.04,182.54,165.8,342.76,122.26,347.88,190.38,145.62
98.0,98.0,67,1.0,183.8396,162.6454,147.5383,183.0796,166.2654,343.1671,122.5861,348.362,190.8891,146.0376
98.25,98.25,67,1.1667,184.7722,163.3522,147.9122,183.9722,167.2522,344.0844,122.9122,349.2922,191.9122,146.8322
98.5,98.5,67,1.3333,185.2549,163.8783,148.2983,184.5983,167.6983,344.4783,123.2383,349.9783,192.4183,147.2783
99.0,99.0,67,1.6667,186.3904,164.5504,149.0304,185.512,168.5504,345.2304,123.9304,350.8704,193.6408,148.192
99.25,99.25,67,1.8333,186.8765,164.9165,149.4365,186.0365,168.9565,345.5765,124.2565,351.4565,193.9765,148.5565
99.5,99.5,68,1.0,187.333,165.4956,149.773,186.5356,169.3078,346.0266,124.5852,351.8564,194.3852,149.0052
100.0,100.0,68,1.3333,188.4948,166.7748,150.4948,187.8348,170.4948,347.3748,125.4148,353.2748,195.0748,150.0748
100.5,100.5,68,1.6667,189.361,167.427,151.161,188.547,171.283,348.188,126.167,354.208,196.06,150.727
100.6667,100.6667,68,1.7778,189.6332,167.6444,151.5688,188.8288,171.6244,349.0264,126.3844,354.5332,197.4044,150.9488
100.8333,100.8333,68,1.8889,189.9787,167.9668,151.8685,189.1587,171.8753,349.3455,126.6034,355.4319,197.6417,151.2302
100.875,100.875,68,1.9167,190.2161,168.0922,151.9961,189.3961,172.0761,349.6561,126.6961,355.5961,197.6961,151.4161
101.0,101.0,69,1.0,190.7191,168.3164,152.1591,189.7791,172.3155,349.9191,126.8591,355.7591,197.8591,151.5791
102.0,102.0,69,1.6667,192.6635,169.6835,153.5835,191.827,173.7035,351.6035,128.1835,357.2235,199.3435,153.0835
102.1667,102.1667,69,1.7778,192.8809,169.9009,153.8009,192.0618,173.9409,351.8209,128.4009,357.7809,199.9218,153.3009
102.3333,102.3333,69,1.8889,193.0982,170.1182,154.1382,192.2982,174.2582,352.1582,128.7182,358.1982,200.1582,153.5182
102.375,102.375,69,1.9167,193.1526,170.3926,154.1926,192.3526,174.3526,352.2126,128.7726,358.2526,200.2126,153.6326
102.5,102.5,70,1.0,193.3314,170.5557,154.4813,192.5628,174.5314,352.3757,128.9357,358.4628,200.5899,153.8671
103.5,103.5,70,1.6667,194.98,172.0,155.76,194.12,176.0,354.18,130.22,360.18,202.24,155.24
103.6667,103.6667,70,1.7778,195.2974,172.2174,155.9774,194.3374,176.5774,354.4774,130.4374,361.1574,202.8974,155.5374
103.8333,103.8333,70,1.8889,195.8547,172.5747,156.2747,194.9147,176.7947,354.8147,130.6547,361.3747,203.2547,155.7947
104.0,104.0,71,1.0,196.2264,172.7922,156.5522,195.1722,177.0122,355.3098,130.8722,361.6288,203.6444,156.0322
104.5,104.5,71,1.3333,198.0372,173.8686,157.5172,197.1658,178.0443,356.3086,131.5686,362.8043,204.7486,156.8643
105.0,105.0,71,1.6667,198.9165,174.619,158.5565,198.0765,178.6965,357.2565,132.2365,363.7945,205.5155,157.6765
105.5,105.5,72,1.0,199.5687,175.7948,159.2087,198.8287,179.5035,358.4122,132.9087,364.6887,206.6974,158.4687
106.5,106.5,72,1.6667,201.033,176.853,160.513,200.173,181.113,360.213,134.213,366.533,208.473,160.013
106.875,106.875,72,1.9167,201.5422,177.4488,161.0022,200.6622,181.6066,360.7022,134.7022,367.2866,208.9732,160.5022
107.0,107.0,73,1.0,201.7408,177.6912,161.1652,200.8712,181.8304,360.9364,134.8652,367.4852,209.3712,160.7156
107.125,107.125,73,1.0833,201.9483,177.9283,161.3283,201.1083,182.0083,361.1883,135.0283,367.6483,209.6083,160.9083
107.25,107.25,73,1.1667,202.1113,178.0913,161.4913,201.2713,182.1713,361.4191,135.1113,367.9713,209.8713,161.0713
107.375,107.375,73,1.25,202.2743,178.2543,161.6543,201.4943,182.3543,361.6343,135.2543,368.1343,210.1343,161.2343
107.5,107.5,73,1.3333,202.4374,178.4174,161.8174,201.8574,182.5574,361.7974,135.4174,368.5932,210.2974,161.3974
107.625,107.625,73,1.4167,202.9604,178.5804,161.9804,202.0604,182.9004,361.9604,135.5804,368.8804,210.5604,161.5808
107.75,107.75,73,1.5,203.1235,178.7435,162.1435,202.2235,183.114,362.1235,135.7435,369.0435,210.7235,161.8035
107.875,107.875,73,1.5833,203.2865,178.9065,162.3265,202.3865,183.3465,362.6065,135.9065,369.2065,210.8865,162.0065
108.0,108.0,73,1.6667,203.4784,179.1376,162.4896,202.5784,183.5096,362.7696,136.0696,369.4096,211.248,162.1792
108.125,108.125,73,1.75,203.8326,179.5726,162.6726,202.8978,183.6726,362.9926,136.2326,369.6956,211.7126,162.3526
108.25,108.25,73,1.8333,204.0157,179.7357,162.8357,203.0757,183.8357,363.2157,136.3957,369.8957,211.8757,162.5357
108.375,108.375,73,1.9167,204.2187,179.8987,163.0587,203.2587,183.9987,363.4961,136.5587,370.0987,212.0387,162.7761
108.5,108.5,74,1.0,204.4387,180.0702,163.2217,203.5319,184.1617,363.7051,136.7217,370.3034,212.2068,162.9417
108.625,108.625,74,1.0833,204.8048,180.3248,163.3848,203.9048,184.3248,363.9248,136.8848,370.4848,212.4248,163.1048
108.75,108.75,74,1.1667,204.9878,180.4878,163.5478,204.0678,184.4878,364.1878,137.0478,370.7478,212.6078,163.2678
108.875,108.875,74,1.25,205.1709,180.6509,163.7109,204.2509,184.6509,364.4309,137.2109,370.9527,212.8109,163.4309
109.0,109.0,74,1.3333,205.3339,180.8139,163.8739,204.4139,184.8139,364.5939,137.3739,371.1339,212.9739,163.5939
109.125,109.125,74,1.4167,205.497,181.028,164.037,204.577,184.977,364.953,137.4442,371.297,213.419,163.757
109.25,109.25,74,1.5,205.66,181.22,164.2,204.74,185.14,365.14,137.56,371.46,213.6,163.92
109.375,109.375,74,1.5833,205.823,181.383,164.363,204.923,185.423,365.306,137.723,371.823,213.763,164.083
109.5,109.5,74,1.6667,205.9861,181.5461,164.5261,205.1061,185.5861,365.4861,137.8861,372.0261,213.9261,164.2461
109.625,109.625,74,1.75,206.1491,181.7091,164.7291,205.3692,185.7491,365.6491,138.0491,372.1891,214.1291,164.4091
109.75,109.75,74,1.8333,206.4566,181.8722,164.8922,205.8322,185.9322,365.8722,138.2122,372.3522,214.2922,164.5722
109.875,109.875,74,1.9167,206.8632,182.1608,165.0704,205.9952,186.3552,366.0352,138.3752,372.6368,214.5904,164.7352
110.0,110.0,75,1.0,207.1566,182.5583,165.2783,206.1983,186.6383,366.3349,138.5383,372.9566,214.7583,164.9183
110.125,110.125,75,1.0833,207.5013,182.8013,165.5613,206.5613,186.8013,366.7813,138.7013,373.2413,215.3013,165.0813
110.25,110.25,75,1.1667,207.6643,182.9643,165.7243,206.7243,186.9643,366.9443,138.7643,373.4043,215.4643,165.2443
110.375,110.375,75,1.25,207.8348,183.1274,165.8874,206.9318,187.1274,367.1074,138.9274,373.5674,215.6674,165.4074
110.5,110.5,75,1.3333,208.0104,183.2904,166.0504,207.2104,187.3504,367.2704,139.0904,373.7304,215.8304,165.5704
110.625,110.625,75,1.4167,208.4335,183.4735,166.2935,207.4735,187.647,367.6735,139.2535,374.1335,216.1135,165.7335
110.75,110.75,75,1.5,208.5965,183.6365,166.4565,207.6365,187.8165,367.9165,139.4165,374.2965,216.2765,165.8965
110.875,110.875,75,1.5833,208.7596,183.7996,166.6196,207.7996,187.9996,368.0796,139.5796,374.656,216.4396,166.0596
111.0,111.0,75,1.6667,208.9486,183.993,166.8026,207.9834,188.2182,368.2426,139.7426,374.8252,216.7104,166.2226
111.125,111.125,75,1.75,209.2857,184.2457,166.9657,208.2857,188.5057,368.4057,139.8857,375.0057,216.9457,166.3857
111.25,111.25,75,1.8333,209.4487,184.4948,167.1287,208.4487,188.6687,368.5774,140.0487,375.1687,217.1087,166.5487
111.375,111.375,75,1.9167,209.7717,184.6917,167.3117,208.7917,188.8317,368.7517,140.2117,375.3917,217.3517,166.7117
111.5,111.5,76,1.0,209.9348,184.8548,167.4748,208.9548,188.9948,369.1548,140.3748,375.6244,217.5948,166.8748
111.625,111.625,76,1.0833,210.1778,185.0778,167.6378,209.1578,189.1978,369.4578,140.5378,376.1378,217.8778,167.0978
111.75,111.75,76,1.1667,210.3517,185.3609,167.8009,209.3535,189.3618,369.6209,140.7009,376.3009,218.0409,167.2809
111.875,111.875,76,1.25,210.7439,185.5239,167.9639,209.7839,189.6439,369.8839,140.8422,376.4639,218.2039,167.4439
112.0,112.0,76,1.3333,210.907,185.687,168.167,209.947,189.807,370.047,140.857,376.627,218.407,167.627
112.125,112.125,76,1.4167,211.07,185.85,168.33,210.11,189.97,370.21,140.99,376.79,218.62,167.79
112.25,112.25,76,1.5,211.233,186.013,168.493,210.273,190.133,370.373,141.153,376.953,219.399,167.953
112.375,112.375,76,1.5833,211.3961,186.1761,168.6561,210.4361,190.3161,370.5961,141.3161,377.1361,219.9532,168.1161
112.5,112.5,76,1.6667,211.5591,186.3791,168.8191,210.5991,190.4791,370.8737,141.4791,377.4137,220.9512,168.2791
112.875,112.875,76,1.9167,212.3883,186.9083,169.5083,211.4283,191.1283,371.6883,141.9683,378.4483,221.4683,168.7683
113.0,113.0,77,1.0,212.6113,187.1278,169.6713,211.6713,191.2913,371.8939,142.1113,378.6113,221.6313,168.9313
113.125,113.125,77,1.0833,212.8543,187.3743,169.9801,211.8943,191.5143,372.2143,142.2743,378.9143,221.7943,169.1743
113.25,113.25,77,1.1667,213.1174,187.5374,170.1774,212.1974,191.6774,372.3774,142.4374,379.0774,221.9574,169.3574
113.375,113.375,77,1.25,213.2804,187.7004,170.3404,212.3604,191.8404,372.6804,142.6004,379.2404,222.1204,169.5404
113.5,113.5,77,1.3333,213.6035,187.8635,170.5035,212.6235,192.0035,372.8435,142.7635,379.4235,222.2835,169.7035
113.75,113.75,77,1.5,213.9976,188.2296,170.8496,213.0176,192.4296,373.2096,143.0896,379.7496,222.6096,170.0296
114.0,114.0,77,1.6667,214.4114,188.6757,171.1757,213.4157,192.8157,373.5357,143.3357,380.1157,222.9357,170.3557
114.375,114.375,77,1.9167,215.1048,189.3448,171.7048,214.1448,193.5448,374.6648,143.8248,381.0248,223.6048,170.8848
114.5,114.5,78,1.0,215.3078,189.6078,171.8678,214.3678,193.7078,374.8478,143.9278,381.1878,223.7678,171.0878
114.625,114.625,78,1.0833,215.4818,189.7709,172.0309,214.5418,193.8709,375.1436,144.0909,381.3509,223.9309,171.2509
114.75,114.75,78,1.1667,215.8478,189.9339,172.1939,214.8339,194.0939,375.3339,144.1788,381.5139,224.0939,171.4139
114.875,114.875,78,1.25,216.017,190.097,172.357,214.997,194.257,375.497,144.337,381.751,224.257,171.577
115.0,115.0,78,1.3333,216.18,190.28,172.52,215.2,194.42,375.66,144.5,381.92,224.42,171.74
115.25,115.25,78,1.5,216.6749,190.7261,172.8461,215.6888,194.8461,376.2861,144.823,382.3661,224.7461,172.1261
115.5,115.5,78,1.6667,217.1122,191.1122,173.1722,216.1122,195.1722,376.7342,145.1322,382.9444,225.0722,172.4522
115.875,115.875,78,1.9167,217.9039,191.8665,173.8852,216.9052,195.8026,377.6626,145.6213,383.7013,225.8439,173.0639
116.0,116.0,79,1.0,218.1043,192.1443,174.1043,217.1443,196.0243,377.9443,145.7643,383.8643,226.0643,173.2843
116.125,116.125,79,1.0833,219.0074,192.9348,174.4074,217.9074,196.4874,379.0474,145.9274,384.617,226.7962,173.5074
116.25,116.25,79,1.1667,219.1704,193.1104,174.6304,218.0704,196.6504,379.2104,146.0904,384.8704,227.2304,173.6704
116.375,116.375,79,1.25,219.3335,193.2735,174.7935,218.2335,196.8135,379.3735,146.2535,385.0335,227.4135,173.8335
116.5,116.5,79,1.3333,219.4965,193.4365,174.9565,218.3965,196.9765,379.5365,146.4165,385.1965,227.5765,173.9965
116.625,116.625,79,1.4167,219.6596,193.5996,175.1196,218.5596,197.1396,379.6996,146.5796,385.3596,227.7396,174.1596
116.75,116.75,79,1.5,219.8226,193.7626,175.2826,218.7426,197.3026,379.8626,146.7426,385.5226,227.9078,174.3226
116.875,116.875,79,1.5833,219.9857,193.9457,175.4457,218.9057,197.4657,380.0257,146.9057,385.6857,228.1057,174.4857
117.0,117.0,79,1.6667,220.1487,194.1087,175.6087,219.0687,197.6287,380.1887,147.0687,385.8487,228.2687,174.6487
117.125,117.125,79,1.75,220.3117,194.2717,175.7717,219.2717,197.7917,380.3517,147.2317,386.0117,228.4317,174.8117
117.25,117.25,79,1.8333,220.4748,194.4348,175.9348,219.4548,197.9748,380.5148,147.3948,386.1748,228.5948,174.9748
117.375,117.375,79,1.9167,220.6378,194.5978,176.0978,219.6378,198.1378,380.6778,147.4397,386.3378,228.7578,175.1378
117.5,117.5,80,1.0,220.8009,194.7609,176.2609,219.8009,198.3009,380.8418,147.6009,386.5009,228.9227,175.3009
117.625,117.625,80,1.0833,221.2917,195.0639,176.6039,220.4239,198.5478,381.5239,147.7839,386.9039,229.4039,175.5239
117.75,117.75,80,1.1667,221.494,195.227,176.767,220.607,198.747,381.707,147.947,387.067,229.567,175.687
117.875,117.875,80,1.25,221.67,195.39,176.93,220.77,198.91,381.87,148.11,387.23,229.73,175.85
118.0,118.0,80,1.3333,221.833,195.593,177.093,220.933,199.073,382.173,148.273,387.413,229.913,176.013
118.125,118.125,80,1.4167,222.2161,195.9161,177.2561,221.1761,199.3961,382.3561,148.4361,387.6761,230.1161,176.2122
118.25,118.25,80,1.5,222.3791,196.0791,177.4191,221.3391,199.5591,382.5191,148.5991,387.8791,230.2791,176.3791
118.375,118.375,80,1.5833,222.5422,196.2422,177.5411,221.5022,199.7222,382.6822,148.6891,388.0422,230.4422,176.5422
118.5,118.5,80,1.6667,222.7052,196.4052,177.6852,221.6652,199.8852,382.8452,148.7652,388.2452,230.6052,176.7052
118.625,118.625,80,1.75,223.1483,196.8483,177.8683,222.0966,200.1483,383.4083,148.9283,388.6581,231.0683,176.9483
118.75,118.75,80,1.8333,223.3313,197.0113,178.0313,222.2913,200.3113,383.5713,149.0913,388.8913,231.2713,177.1113
118.875,118.875,80,1.9167,223.4943,197.1743,178.1943,222.4543,200.4743,383.7343,149.2286,389.0543,231.4343,177.2743
119.0,119.0,81,1.0,223.6574,197.3374,178.3574,222.6174,200.6374,383.8974,149.3574,389.2174,231.5974,177.4374
119.5,119.5,81,1.3333,225.3896,198.3264,179.2496,223.9696,201.6296,385.4496,150.0096,390.5496,232.8896,178.4096
120.0,120.0,81,1.6667,225.8017,199.0668,179.9017,224.6268,202.2187,386.1017,150.6617,391.2302,233.5519,179.0617
120.375,120.375,81,1.9167,226.4109,199.7509,180.3909,225.3509,202.8909,386.7545,151.0709,391.8109,234.2509,179.5309
120.5,120.5,82,1.0,226.6356,199.9417,180.5539,225.6451,203.0678,386.9817,151.1539,391.9739,234.4973,179.6939
120.625,120.625,82,1.0833,226.937,200.197,180.797,225.877,203.237,387.197,151.317,392.137,234.697,179.857
120.75,120.75,82,1.1667,227.3,200.54,180.96,226.24,203.48,387.54,151.48,392.66,235.1,180.04
120.875,120.875,82,1.25,227.463,200.703,181.123,226.403,203.703,387.763,151.623,392.823,235.263,180.203
121.0,121.0,82,1.3333,227.6261,200.8722,181.3261,226.6461,203.9661,387.9261,151.7661,392.9861,235.4261,180.3661
121.125,121.125,82,1.4167,227.7891,201.0691,181.5291,226.8091,204.1382,388.1164,151.9291,393.1491,235.6582,180.5291
121.25,121.25,82,1.5,228.0922,201.2522,181.6922,227.1322,204.3722,388.4922,152.0922,393.4522,236.0122,180.6922
121.375,121.375,82,1.5833,228.3352,201.4952,181.8552,227.2952,204.5352,388.7152,152.1988,393.6152,236.1752,180.8552
121.5,121.5,82,1.6667,228.5898,201.6783,182.0183,227.5132,204.6983,388.9349,152.3583,393.8549,236.3383,181.0183
121.625,121.625,82,1.75,228.8039,201.9239,182.1852,227.7239,204.8613,389.1852,152.5213,394.0613,236.5813,181.2213
121.75,121.75,82,1.8333,229.0286,202.1243,182.4043,227.9529,205.0329,389.4215,152.6643,394.2243,236.7486,181.3843
121.875,121.875,82,1.9167,229.2696,202.3474,182.5674,228.2022,205.2874,389.6948,152.8274,394.4948,237.0474,181.5474
122.0,122.0,83,1.0,229.5104,202.5904,182.7304,228.4408,205.4504,389.9104,152.9904,394.6704,237.2616,181.7104
122.125,122.125,83,1.0833,230.1135,202.8335,183.1935,229.0335,205.6935,390.3535,153.1535,395.1135,237.4735,181.8735
122.25,122.25,83,1.1667,230.2765,203.0165,183.3565,229.1965,205.8565,390.5165,153.2365,395.2765,237.6365,182.0365
122.375,122.375,83,1.25,230.4396,203.1796,183.5196,229.3596,206.0996,390.6796,153.3996,395.4396,237.8996,182.1996
122.5,122.5,83,1.3333,230.6026,203.3652,183.6826,229.5226,206.2826,390.9226,153.5626,395.6052,238.0826,182.3626
122.625,122.625,83,1.4167,230.7657,203.6571,183.8457,229.6857,206.4828,391.1285,153.7257,395.8114,238.297,182.5257
122.75,122.75,83,1.5,230.9287,203.8487,184.0087,229.8487,206.7487,391.3487,153.8687,395.9974,238.5887,182.6887
122.875,122.875,83,1.5833,231.1117,204.0517,184.1717,230.0317,206.9117,391.5717,154.0117,396.1717,238.8317,182.8517
123.0,123.0,83,1.6667,231.2748,204.2348,184.3348,230.314,207.0748,391.8948,154.1148,396.3348,239.1148,183.0148
