qstamp_start,qstamp_end,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
304.0,314.5,,Main Part,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
314.5,317.0,Main Part,,,U(Viola 2)&U(Viola 3),U(Viola 1)&U(Viola 3),U(Viola 1)&U(Viola 2),U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
317.0,322.5,Main Part,,,U(Viola 2)&U(Viola 3),U(Viola 1)&U(Viola 3),U(Viola 1)&U(Viola 2),U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
322.5,326.5,,Main Part,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
326.5,330.5,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
330.5,334.5,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
334.5,340.0,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
340.0,346.5,,,,Main Part,U(Main),,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
346.5,360.5,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
360.5,368.5,Main Part,P3(Violin 3),P3(Violin 2),U(Viola 2)&U(Viola 3),U(Viola 1)&U(Viola 3),U(Viola 1)&U(Viola 2),U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
368.5,376.5,Main Part,,,U(Viola 2)&U(Viola 3),U(Viola 1)&U(Viola 3),U(Viola 1)&U(Viola 2),U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
376.5,385.0,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
385.0,386.0,Main Part,P6(Viola 2),,P3(Main),P6(Violin 2),,,,,P8(Harpsichord),P8(Violone)
386.0,387.0,,Main Part,P3(Viola 3),,,P3(Violin 3),,,,P8(Harpsichord),P8(Violone)
387.0,389.0,,P3(Viola 2),Main Part,,P3(Violin 2),,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
389.0,390.0,Main Part,P3(Viola 2),,P3(Main),P3(Violin 2),,,,,P8(Harpsichord),P8(Violone)
390.0,391.0,,Main Part,P3(Viola 3),,P3(Main),P3(Violin 3),,,,P8(Harpsichord),P8(Violone)
391.0,393.0,,P3(Viola 2),Main Part,,P3(Violin 2),,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
393.0,394.0,Main Part,P3(Viola 2),,P3(Main),P3(Violin 2),,,,,P8(Harpsichord),P8(Violone)
394.0,395.0,,Main Part,P3(Viola 3),,P3(Main),P3(Violin 3),,,,P8(Harpsichord),P8(Violone)
395.0,397.0,,,Main Part,,,,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
397.0,402.5,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
402.5,410.5,,,,Main Part,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
410.5,419.0,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
419.0,427.0,,,,Main Part,U(Main)&U(Viola 3),U(Main)&U(Viola 2),U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
427.0,427.75,U(Violin 3),,U(Violin 1),Main Part,U(Main)&U(Viola 3),U(Main)&U(Viola 2),U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
427.75,432.5,P3(Violin 3),Main Part,P3(Violin 1),,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
432.5,436.5,Main Part,P6(Violin 3),P6(Violin 2),,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
436.5,440.5,,,Main Part,P5(Viola 2),P5(Viola 1),,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
440.5,444.5,,P6(Violin 3),P6(Violin 2),Main Part,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
444.5,448.5,,P6(Violin 3),P6(Violin 2),,Main Part,P4(Violoncello 1)&P4(Violoncello 2)&P4(Violoncello 3)&P4(Violone)&P4(Harpsichord),P4(Viola 3)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),P4(Viola 3)&U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),P4(Viola 3)&U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P4(Viola 3)&P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),P4(Viola 3)&U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
448.5,452.5,P3(Violin 3),,P3(Violin 1),,,Main Part,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
452.5,460.5,,,,,,,Main Part,U(Main)&U(Violoncello 3),U(Main)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
460.5,468.5,,,,,,,Main Part,U(Main)&U(Violoncello 3),U(Main)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
468.5,473.0,,,,,,,Main Part,U(Main)&U(Violoncello 3),U(Main)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
473.0,474.0,Main Part,P3(Viola 2),,P3(Main),P3(Violin 2),,,,,P8(Harpsichord),P8(Violone)
474.0,475.0,,Main Part,P3(Viola 3),,P3(Main),P3(Violin 3),,,,P8(Harpsichord),P8(Violone)
475.0,477.0,,P3(Viola 2),Main Part,,P3(Violin 2),,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
477.0,478.0,Main Part,P3(Viola 2),,P3(Main),P3(Violin 2),,,,,P8(Harpsichord),P8(Violone)
478.0,479.0,,Main Part,P3(Viola 3),,P3(Main),P3(Violin 3),,,,P8(Harpsichord),P8(Violone)
479.0,481.0,,,Main Part,,,,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
481.0,482.0,Main Part,P3(Viola 2),,,P3(Violin 2),,,,,P8(Harpsichord),P8(Violone)
482.0,483.0,,Main Part,P3(Viola 3),,P3(Main),P3(Violin 3),,,,P8(Harpsichord),P8(Violone)
483.0,485.0,,,Main Part,,,,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
485.0,487.0,,,,Main Part,,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
487.0,489.0,,,,,Main Part,,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
489.0,491.0,,,,,,Main Part,U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
491.0,496.5,,,,,,,Main Part,U(Main)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Main)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Main)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Main)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
496.5,512.5,Main Part,U(Main)&U(Violin 3),U(Main)&U(Violin 2),U(Viola 2)&U(Viola 3),U(Viola 1)&U(Viola 3),U(Viola 1)&U(Viola 2),U(Violoncello 2)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 3)&P8(Violone)&U(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&P8(Violone)&U(Harpsichord),P8(Violoncello 1)&P8(Violoncello 2)&P8(Violoncello 3)&P8(Harpsichord),U(Violoncello 1)&U(Violoncello 2)&U(Violoncello 3)&P8(Violone)
512.5,527.0,Main Part,U(Main)&U(Violin 3),U(Main)&U(Violin 2),U(Viola 2)&U(Viola 3),U(Viola 1)&U(Viola 3),U(Viola 1)&U(Viola 2),P8(Violone)&P8(Harpsichord),,,P8(Violoncello 1)&P8(Harpsichord),P8(Violoncello 1)&P8(Violone)
527.0,529.0,,,,P6(Viola 2)&P4(Viola 3),P6(Viola 1)&P3(Viola 3),P4(Viola 1)&P3(Viola 2),Main Part,,,P8(Harpsichord),P8(Violone)
529.0,531.0,P3(Violin 2)&P6(Violin 3),P3(Violin 1)&P4(Violin 3),P6(Violin 1)&P4(Violin 2),Main Part,,,,,,P8(Harpsichord),P8(Violone)
531.0,542.5,Main Part,,,,,,U(Violoncello 2)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 3),U(Violoncello 1)&U(Violoncello 2),P8(Harpsichord),P8(Violone)
