qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Trombone 1,Trombone 2,Trombone 3,Harp,Soprano,Alto,Tenor,Bass,Viola 1,Viola 2,Violoncello 1,Violoncello 2,Violoncello 3,Contrabass
363.3333,236.9565,91,4.3333,B-5,E-5,E-5,B-4,C#4,G3,E-4,E-4,C#4,B-3,G2,C#5,E-5,E-4,C#4,G2,B-4,F4,C#4,C#4,C#3,C#2
363.5,237.0652,91,4.5,B-5,E-5,E-5,B-4,C#4,G3,E-4,E-4,C#4,B-3,G2,C#5,E-5,E-4,E-4,G2,B-4,E-4,E-4,E-4,E-3,E-2
363.6667,237.1739,91,4.6667,B-5,E-5,E-5,B-4,C#4,G3,E-4,E-4,C#4,B-3,G2,E-5,E-5,E-4,E-4,G2,B-4,E-4,E-4,E-4,E-3,E-2
364.0,237.3913,92,1.0,G#5,F5,E-5,G#4,F4,G#3,G#4,F4,C#4,G#3,G#2,G#5,E-5,F4,C#4,G#2,G#4,F4,C#4,C#4,C#3,C#2
364.3333,237.6087,92,1.3333,G#5,F5,E-5,G#4,F4,G#3,G#4,F4,C#4,G#3,G#2,G#4,E-5,F4,C#4,G#2,G#4,F4,C#4,C#4,C#3,C#2
364.5,237.7174,92,1.5,G#5,F5,E-5,G#4,F4,G#3,G#4,F4,C#4,G#3,G#2,G#4,E-5,F4,C#4,G#2,G#4,F4,G#3,G#3,G#2,G#1
364.6667,237.8261,92,1.6667,G#5,F5,E-5,G#4,F4,G#3,G#4,F4,C#4,G#3,G#2,E-5,E-5,F4,C#4,G#2,G#4,F4,G#3,G#3,G#2,G#1
365.0,238.0435,92,2.0,G#5,F5,C#5,G#4,F4,G#3,G#4,F4,r,r,r,F5,C#5,F4,G#3,C#3,G#4,F4,C#4,C#4,C#3,C#2
365.3333,238.2608,92,2.3333,G#5,F5,C#5,G#4,F4,G#3,G#4,F4,r,r,r,G#4,C#5,F4,G#3,C#3,G#4,F4,C#4,C#4,C#3,C#2
365.5,238.3696,92,2.5,G#5,F5,C#5,G#4,F4,G#3,G#4,F4,r,r,r,G#4,C#5,F4,G#3,E-3,G#4,F4,E-4,E-4,E-3,E-2
365.6667,238.4783,92,2.6667,G#5,F5,C#5,G#4,F4,G#3,G#4,F4,r,r,r,C#5,C#5,F4,G#3,E-3,G#4,F4,E-4,E-4,E-3,E-2
366.0,238.6957,92,3.0,G#5,F5,C#5,F4,C#4,G#3,F4,G#3,r,r,r,F5,C#5,F4,G#3,C#3,G#4,F4,C#4,C#4,C#3,C#2
366.3333,238.913,92,3.3333,G#5,F5,C#5,F4,C#4,G#3,F4,G#3,r,r,r,F4,C#5,F4,G#3,C#3,G#4,F4,C#4,C#4,C#3,C#2
366.5,239.0217,92,3.5,G#5,F5,C#5,F4,C#4,G#3,F4,G#3,r,r,r,F4,C#5,F4,G#3,C#3,G#4,F4,G#3,G#3,G#2,G#1
366.6667,239.1305,92,3.6667,G#5,F5,C#5,F4,C#4,G#3,F4,G#3,r,r,r,G#4,C#5,F4,G#3,C#3,G#4,F4,G#3,G#3,G#2,G#1
367.0,239.3478,92,4.0,G#5,F5,G#4,F4,C#4,G#3,F4,G#3,r,r,r,C#5,G#4,F4,r,C#3,G#4,F4,C#4,C#4,C#3,C#2
367.3333,239.5652,92,4.3333,G#5,F5,G#4,F4,C#4,G#3,F4,G#3,r,r,r,F4,G#4,F4,r,C#3,G#4,F4,C#4,C#4,C#3,C#2
367.5,239.6739,92,4.5,G#5,F5,G#4,F4,C#4,G#3,F4,G#3,r,r,r,F4,G#4,F4,r,C#3,G#4,F4,E-4,E-4,E-3,E-2
367.6667,239.7826,92,4.6667,G#5,F5,G#4,F4,C#4,G#3,F4,G#3,r,r,r,G#4,G#4,F4,r,C#3,G#4,F4,E-4,E-4,E-3,E-2
368.0,240.0,93,1.0,G#5,F5,G#4,F4,C#4,F3,F4,G#3,r,r,r,C#5,r,F4,r,G#2,G#4,F4,C#4,C#4,C#3,C#2
368.3333,240.2174,93,1.3333,G#5,F5,G#4,F4,C#4,F3,F4,G#3,r,r,r,C#4,r,F4,r,G#2,G#4,F4,C#4,C#4,C#3,C#2
368.5,240.3261,93,1.5,G#5,F5,G#4,F4,C#4,F3,F4,G#3,r,r,r,C#4,r,F4,r,G#2,F4,C#4,C#4,C#4,G#2,G#1
368.6667,240.4348,93,1.6667,G#5,F5,G#4,F4,C#4,F3,F4,G#3,r,r,r,F4,r,F4,r,G#2,F4,C#4,C#4,C#4,G#2,G#1
369.0,240.6522,93,2.0,r,r,r,r,G#3,F3,F4,G#3,r,r,r,G#4,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,C#3,C#2
369.3333,240.8695,93,2.3333,r,r,r,r,G#3,F3,F4,G#3,r,r,r,C#4,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,C#3,C#2
369.5,240.9783,93,2.5,r,r,r,r,G#3,F3,F4,G#3,r,r,r,C#4,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,E-3,E-2
369.6667,241.087,93,2.6667,r,r,r,r,G#3,F3,F4,G#3,r,r,r,F4,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,E-3,E-2
370.0,241.3043,93,3.0,r,r,r,r,r,r,G#3,F3,r,r,r,G#4,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,C#3,C#2
370.3333,241.5217,93,3.3333,r,r,r,r,r,r,G#3,F3,r,r,r,G#3,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,C#3,C#2
370.5,241.6304,93,3.5,r,r,r,r,r,r,G#3,F3,r,r,r,G#3,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,C#3,C#2
370.6667,241.7392,93,3.6667,r,r,r,r,r,r,G#3,F3,r,r,r,C#4,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,C#3,C#2
371.0,241.9565,93,4.0,r,r,r,r,r,r,r,r,r,r,r,F4,F4,C#4,G#3,G#2,r,r,G#3,G#3,G#2,G#1
372.0,242.6087,94,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,G#2,F#4,C#4,B-3,B-3,r,r
373.0,243.2609,94,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,r,r
374.0,243.913,94,3.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#4,G#3,G#2,F4,C#4,G#3,G#3,G#2,G#1
375.0,244.5652,94,4.0,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,G#3,F#3,E-4,C4,F#3,F#3,G#2,G#1
376.0,245.2174,95,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,B-3,F#3,C#4,C#4,B-3,F#3,C#2,C#2
377.0,245.8696,95,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,G#3,F3,C#4,C#4,G#3,F3,C#2,C#2
379.0,247.1739,95,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,E-3,r,r,F#3,E-3,C#2,C#2
380.0,247.8261,96,1.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,F3,C#3,r,r,F3,C#3,C#2,C#2
381.0,248.4783,96,2.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,F3,C#3,r,r,r,r,C#2,C#2
382.0,249.1304,96,3.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#2,C#2
383.0,249.7826,96,4.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#2,C#2
384.0,250.4348,97,1.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,C#2,C#2
385.0,251.087,97,2.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,C#2,C#2
386.0,251.7391,97,3.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,C#2,C#2
387.0,252.3913,97,4.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,C#2,C#2
388.0,253.0435,98,1.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,F#4,F#4,C#4,B-3,C#2,C#2
389.0,253.6957,98,2.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,F#4,F#4,C#4,B-3,C#2,C#2
389.5,254.0217,98,2.5,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,G#4,G#4,C#4,B-3,C#2,C#2
390.0,254.3478,98,3.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,B-4,B-4,C#4,B-3,C#2,C#2
391.0,255.0,98,4.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,G#4,G#4,C#4,B-3,C#2,C#2
392.0,255.6522,99,1.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,F#4,F#4,C4,A3,C#2,C#2
393.0,256.3043,99,2.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,F4,F4,C4,A3,C#2,C#2
394.0,256.9565,99,3.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,E-4,E-4,C4,A3,C#2,C#2
395.0,257.6087,99,4.0,r,r,r,r,r,C#3,r,r,r,r,r,r,r,r,r,r,F4,F4,C4,A3,C#2,C#2
396.0,258.2609,100,1.0,r,r,r,r,r,C#3,r,r,r,r,r,r,C#4,G#3,F3,C#3,F4,F4,C#4,G#3,C#2,C#2
400.0,260.8696,101,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,B3,G#3,C#3,r,r,r,r,r,r
404.0,263.4783,102,1.0,r,r,r,r,r,r,C3,r,r,r,r,r,F4,C4,A3,C3,F3,F3,C3,A2,C2,C2
405.0,264.1304,102,2.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r,F3,F3,C3,A2,C2,C2
405.5,264.4565,102,2.5,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r,G3,G3,C3,A2,C2,C2
406.0,264.7826,102,3.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r,A3,A3,C3,A2,C2,C2
407.0,265.4348,102,4.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,r,r,r,G3,G3,C3,A2,C2,C2
408.0,266.087,103,1.0,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,r,r,F3,F3,B2,G#2,C2,C2
409.0,266.7391,103,2.0,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,r,r,E3,E3,B2,G#2,C2,C2
410.0,267.3913,103,3.0,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,r,r,D3,D3,B2,G#2,C2,C2
411.0,268.0435,103,4.0,r,r,r,r,r,r,B2,r,r,r,r,r,r,r,r,r,E3,E3,B2,G#2,C2,C2
412.0,268.6957,104,1.0,r,r,r,r,r,r,C3,r,r,r,r,r,C5,G4,C4,r,E3,E3,C3,G2,C2,C2
416.0,271.3043,105,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,G4,E4,r,r,r,r,r,r,r
420.0,273.913,106,1.0,F5,F5,A4,C5,r,r,F4,r,r,r,r,r,C5,F4,F4,r,r,r,r,r,r,r
421.0,274.5652,106,2.0,F5,F5,A4,C5,r,r,F4,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r
422.0,275.2174,106,3.0,A5,F5,E-5,C5,r,r,F4,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r
423.0,275.8696,106,4.0,A5,F5,E-5,C5,r,r,F4,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r
424.0,276.5217,107,1.0,B-5,F5,D5,D5,r,r,F4,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r
425.0,277.1739,107,2.0,B-5,G5,E5,C5,r,r,F4,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r
426.0,277.8261,107,3.0,A5,A5,F5,C5,r,r,F4,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r
427.0,278.4783,107,4.0,D6,A5,A4,F5,r,r,D4,r,r,r,r,r,r,D4,r,r,r,r,r,r,r,r
428.0,279.1304,108,1.0,C6,A5,A4,E5,r,r,A4,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,r
429.0,279.7826,108,2.0,C6,A5,C5,E5,r,r,E4,r,r,r,r,r,r,A4,r,r,r,r,r,r,r,r
430.0,280.4348,108,3.0,B5,A5,E5,E5,r,r,E4,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r
431.0,281.087,108,4.0,B5,G5,E5,G4,r,r,E4,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r
432.0,281.7391,109,1.0,A5,G5,E5,A4,F4,r,F4,r,r,r,r,r,r,F4,F4,r,r,r,r,r,r,r
432.5,282.0652,109,1.5,A5,E5,E5,A4,F4,r,F4,r,r,r,r,r,r,F4,F4,r,r,r,r,r,r,r
433.0,282.3913,109,2.0,A5,F5,D5,A4,D4,r,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r,r
434.0,283.0435,109,3.0,G5,G5,F5,D5,B-3,r,r,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r
435.0,283.6957,109,4.0,A5,A5,F5,D5,G3,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,r,r,r
435.5,284.0217,109,4.5,B-5,B-5,F5,D5,G3,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,r,r,r
436.0,284.3478,110,1.0,G5,G5,F5,C5,C4,r,G4,C4,r,r,r,r,r,r,C4,r,r,r,r,r,r,r
437.0,285.0,110,2.0,G5,G5,E5,C5,r,r,G4,C4,r,r,r,r,r,r,C4,r,r,r,r,r,r,r
437.5,285.3261,110,2.5,G5,G5,D5,C5,r,r,G4,C4,r,r,r,r,r,r,C4,r,r,r,r,r,r,r
438.0,285.6522,110,3.0,G5,G5,E5,C5,r,r,G4,C4,r,r,r,r,r,r,C4,r,r,r,r,r,r,r
439.0,286.3043,110,4.0,G5,G5,E5,B-4,r,r,G4,C4,r,r,r,r,r,r,C4,r,r,r,r,r,r,r
440.0,286.9565,111,1.0,F5,F5,F5,A4,r,r,F4,F3,r,r,r,r,F4,A3,F3,F3,r,r,r,r,r,r
441.0,287.6087,111,2.0,r,r,r,r,r,r,r,F3,r,r,r,r,F4,A3,C4,F3,r,r,r,r,r,r
442.0,288.2609,111,3.0,r,r,r,r,r,r,r,F3,r,r,r,r,A4,C4,C4,F3,r,r,r,r,r,r
443.0,288.913,111,4.0,r,r,r,r,r,r,r,F3,r,r,r,r,A4,C4,E-4,F3,r,r,r,r,r,r
444.0,289.5652,112,1.0,r,r,r,r,r,r,r,F3,r,r,r,r,B-4,F4,D4,F3,r,r,r,r,r,r
445.0,290.2174,112,2.0,r,r,r,r,r,r,r,F3,r,r,r,r,B-4,G4,E4,F3,r,r,r,r,r,r
446.0,290.8696,112,3.0,r,r,r,r,r,r,r,F3,r,r,r,r,A4,C4,F4,F3,r,r,r,r,r,r
447.0,291.5217,112,4.0,r,r,r,r,r,r,r,A3,r,r,r,r,D5,F4,A3,D3,r,r,r,r,r,r
448.0,292.1739,113,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,A3,A3,r,r,r,r,r,r
449.0,292.8261,113,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,C4,E3,r,r,r,r,r,r
450.0,293.4783,113,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,A4,E4,E3,r,r,r,r,r,r
451.0,294.1304,113,4.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,E4,E3,r,r,r,r,r,r
452.0,294.7826,114,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,G4,C4,F3,r,r,r,r,r,r
453.0,295.4348,114,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,A3,F3,r,r,r,r,r,r
454.0,296.087,114,3.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,A3,D3,r,r,r,r,r,r
455.0,296.7391,114,4.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,D4,D3,r,r,r,r,r,r
456.0,297.3913,115,1.0,r,r,r,r,r,r,A3,r,r,r,r,r,r,E4,D4,A2,r,r,A3,r,r,r
457.0,298.0435,115,2.0,C6,E5,E5,C5,A3,A2,A3,r,r,r,r,r,C5,E4,C4,A2,r,r,A3,A2,A2,A1
458.0,298.6957,115,3.0,C6,E5,E5,C5,B-3,B-2,C4,r,r,r,r,r,C5,E4,G4,B-2,C5,E4,G3,B-2,B-2,B-1
458.5,299.0217,115,3.5,C6,E5,E5,C5,A3,A2,C4,r,r,r,r,r,C5,E4,G4,A2,C5,E4,G3,A2,A2,A1
459.0,299.3478,115,4.0,C6,B-5,E5,B-4,G3,G2,C4,r,r,r,r,r,C5,B-4,E4,G2,C5,E4,C4,G2,G2,G1
460.0,300.0,116,1.0,F6,A5,F5,A4,A3,A2,F4,A3,r,r,r,r,F5,A4,C4,A2,A4,F4,C4,A2,A2,A1
461.0,300.6522,116,2.0,E6,G5,E5,G4,C4,C3,G4,C4,r,r,r,r,E5,G4,C4,C3,G4,E4,C4,C3,C3,C2
462.0,301.3043,116,3.0,D6,B5,D5,B4,G3,G3,G4,D4,r,r,r,r,D5,G4,B3,G3,G4,D4,B3,G3,G3,G2
463.0,301.9565,116,4.0,E6,C6,E5,C5,C4,C3,G4,C4,r,r,r,r,E5,G4,C4,C3,C5,E4,C4,C3,C3,C2
464.0,302.6087,117,1.0,C6,A5,C5,A4,A3,F3,F4,A3,r,r,r,r,C5,F4,A3,F3,C5,F4,A3,F3,F3,F2
465.0,303.2609,117,2.0,A5,A5,A4,A4,C4,A3,E4,C4,r,r,r,r,A4,E4,C4,A3,A4,E4,C4,A3,A3,A2
466.0,303.913,117,3.0,r,r,r,r,r,r,F4,r,r,r,r,r,F4,F4,r,r,F4,F4,r,r,r,r
467.0,304.5652,117,4.0,r,r,r,r,r,r,F4,r,r,r,r,r,F4,A3,F3,F3,F4,A3,r,F3,F3,F2
468.0,305.2174,118,1.0,r,r,r,r,r,r,F4,r,r,r,r,r,F4,D4,F3,B-2,F4,D4,F3,B-2,B-2,B-1
469.0,305.8696,118,2.0,r,r,r,r,r,r,F4,r,r,r,r,r,F4,B-3,F3,D3,F4,B-3,F3,D3,D3,D2
470.0,306.5217,118,3.0,r,r,r,r,r,r,C4,r,r,r,r,r,F4,G3,G3,C3,F4,G3,G3,C3,C3,C2
470.5,306.8478,118,3.5,r,r,r,r,r,r,C4,r,r,r,r,r,D4,G3,G3,C3,D4,G3,G3,C3,C3,C2
471.0,307.1739,118,4.0,r,r,r,r,r,r,C4,r,r,r,r,r,E4,C4,G3,C3,E4,G3,G3,C3,C3,C2
472.0,307.8261,119,1.0,F5,A4,F5,A4,A3,F2,C4,F3,F2,r,r,r,F4,C4,A3,F2,F4,F3,A3,F2,F2,F1
474.0,309.1304,119,3.0,A4,F4,A4,F4,C4,F3,F4,F3,F3,r,r,r,r,r,r,r,r,r,r,r,r,r
476.0,310.4348,120,1.0,G4,F4,G4,F4,D4,B-2,F4,F3,B-2,r,r,r,D5,F4,G3,B-2,r,r,r,r,r,r
478.0,311.7391,120,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,G3,C3,r,r,r,r,r,r
479.0,312.3913,120,4.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,G3,C3,r,r,r,r,r,r
480.0,313.0435,121,1.0,A5,F5,A5,F5,C4,F2,C5,A3,F2,r,r,r,A4,F4,A3,F2,r,r,r,r,r,r
482.0,314.3478,121,3.0,C5,A4,C5,A4,C4,F3,F4,A3,F3,r,r,r,r,r,r,r,r,r,r,r,r,r
484.0,315.6522,122,1.0,B4,A4,B4,A4,D4,D3,F4,A3,D3,r,r,r,F5,A4,B3,D3,r,r,r,r,r,r
486.0,316.9565,122,3.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,G#4,B3,E3,r,r,r,r,r,r
487.0,317.6087,122,4.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,B3,E3,r,r,r,r,r,r
488.0,318.2609,123,1.0,C5,A4,C5,A4,E4,C4,E4,A3,C4,A3,r,r,C5,A4,C4,A2,r,r,r,r,r,r
490.0,319.5652,123,3.0,C5,A4,C5,A4,E-4,C4,F4,F3,C4,A3,r,r,r,r,r,r,r,r,r,r,r,r
492.0,320.8696,124,1.0,F5,B-4,F5,B-4,C#4,B-3,F4,F3,C#4,F3,B-2,r,C#5,F4,B-3,B-2,C#5,F4,B-3,B-2,B-2,B-1
494.0,322.1739,124,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,F4,B-2,C#5,F4,B-3,B-2,B-2,B-1
496.0,323.4783,125,1.0,F5,B4,G5,B4,D4,G3,G4,F4,B3,F3,G2,r,D5,B4,F4,G3,D5,F4,B3,G2,G2,G1
498.0,324.7826,125,3.0,F5,B4,D5,B4,D4,G3,G4,F4,B3,F3,G2,r,D5,F4,B3,G3,D5,F4,B3,G2,G2,G1
500.0,326.087,126,1.0,E5,C5,C5,r,E4,G3,G4,C4,C4,E3,C3,r,C5,E4,C4,C3,C5,E4,G3,C2,C2,C1
502.0,327.3913,126,3.0,E5,B-4,B-4,r,E4,G3,G4,C4,G3,E3,C3,r,B-4,E4,G3,C3,B-4,E4,G3,C2,C2,C1
504.0,328.6957,127,1.0,E5,A4,A4,r,E4,A3,A4,A3,A3,E3,C#3,r,A4,E4,A3,C#3,A4,E4,A3,A2,C#2,C#1
504.5,329.0217,127,1.5,E5,A4,A4,r,E4,A3,A4,A3,A3,E3,C#3,r,A4,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
505.0,329.3478,127,2.0,r,r,A4,r,r,r,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,r,r,C#2,C#1
505.5,329.6739,127,2.5,r,r,A4,r,r,r,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
506.0,330.0,127,3.0,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A3,E3,A2,C#2,C#1
506.5,330.3261,127,3.5,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A3,E3,A2,C#2,C#1
507.0,330.6522,127,4.0,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A3,r,r,C#2,C#1
507.5,330.9783,127,4.5,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A3,E3,A2,C#2,C#1
508.0,331.3043,128,1.0,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,E3,C3,C2,C1
508.5,331.6304,128,1.5,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,E3,C3,C2,C1
509.0,331.9565,128,2.0,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,r,r,C2,C1
509.5,332.2826,128,2.5,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,E3,C3,C2,C1
510.0,332.6087,128,3.0,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-3,E3,G2,C2,C1
510.5,332.9348,128,3.5,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-3,E3,G2,C2,C1
511.0,333.2609,128,4.0,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-3,r,r,C2,C1
511.5,333.587,128,4.5,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-3,E3,G2,C2,C1
512.0,333.913,129,1.0,r,r,A5,r,r,r,r,r,r,r,r,r,r,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
512.5,334.2391,129,1.5,r,r,A5,r,r,r,r,r,r,r,r,r,r,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
513.0,334.5652,129,2.0,r,r,A5,r,r,r,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,r,r,C#2,C#1
513.5,334.8913,129,2.5,r,r,A5,r,r,r,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
514.0,335.2174,129,3.0,A5,E5,A5,A4,E3,C#3,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
514.5,335.5435,129,3.5,A5,E5,A5,A4,E3,C#3,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
515.0,335.8696,129,4.0,A5,E5,A5,A4,E3,C#3,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,r,r,C#2,C#1
515.5,336.1957,129,4.5,A5,E5,A5,A4,E3,C#3,r,r,r,r,r,r,A4,E4,A3,C#3,E4,A3,E3,A2,C#2,C#1
516.0,336.5217,130,1.0,B-5,E5,G5,B-4,G3,C3,r,r,r,r,r,r,B-4,E4,G3,C3,E4,G3,E3,C3,C2,C1
516.5,336.8478,130,1.5,B-5,E5,G5,B-4,G3,C3,r,r,r,r,r,r,B-4,E4,G3,C3,E4,G3,E3,C3,C2,C1
517.0,337.1739,130,2.0,C6,E5,E5,B-4,G3,C3,r,r,r,r,r,r,C5,E4,G3,C3,E4,G3,r,r,C2,C1
517.5,337.5,130,2.5,C6,E5,E5,B-4,G3,C3,r,r,r,r,r,r,C5,E4,G3,C3,E4,G3,E3,C3,C2,C1
518.0,337.8261,130,3.0,D6,B-5,C5,C5,G3,C3,r,r,r,r,r,r,D5,B-4,G3,C3,E4,B-3,G3,C3,C2,C1
518.5,338.1522,130,3.5,D6,B-5,C5,C5,G3,C3,r,r,r,r,r,r,D5,B-4,G3,C3,E4,B-3,G3,C3,C2,C1
519.0,338.4783,130,4.0,E6,B-5,E5,B-4,C4,C3,r,r,r,r,r,r,E5,B-4,C4,C3,E4,B-3,r,r,C2,C1
519.5,338.8043,130,4.5,E6,B-5,E5,B-4,C4,C3,r,r,r,r,r,r,E5,B-4,C4,C3,E4,B-3,C4,C3,C2,C1
520.0,339.1304,131,1.0,G6,B-5,E5,B-4,C4,F2,r,r,r,r,r,r,G5,B-4,C4,F3,B-4,E4,C4,F3,F2,F1
520.5,339.4565,131,1.5,G6,B-5,E5,B-4,C4,F2,r,r,r,r,r,r,G5,B-4,C4,F3,B-4,E4,C4,F3,F2,F1
521.0,339.7826,131,2.0,G6,B-5,E5,B-4,C4,F2,r,r,r,r,r,r,G5,B-4,C4,F3,B-4,E4,C4,F3,F2,F1
521.3333,340.0,131,2.3333,G6,B-5,E5,B-4,C4,F2,r,r,r,r,r,r,G5,B-4,C4,F3,B-4,E4,C4,F3,F2,F1
521.5,340.1087,131,2.5,G6,B-5,E5,B-4,C4,F2,r,r,r,r,r,r,G5,B-4,C4,F3,B-4,E4,C4,F3,F2,F1
521.6667,340.2174,131,2.6667,G6,B-5,E5,B-4,C4,F2,r,r,r,r,r,r,G5,B-4,C4,F3,B-4,E4,C4,F3,F2,F1
522.0,340.4348,131,3.0,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
522.3333,340.6522,131,3.3333,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
522.5,340.7609,131,3.5,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
522.6667,340.8696,131,3.6667,G6,B-5,E5,B-4,C#4,F2,r,r,r,r,r,r,G5,B-4,C#4,F3,B-4,E4,C#4,F3,F2,F1
