qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,A Horn 1,A Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
273.75,114.0625,136,2.75,E-6,C6,A5,F#5,A4,F#4,C#3,C#3,C#5,C#5,A5,A4,A2,E-6,F#5,F#4,C#2,C#2
274.0,114.1667,137,1.0,E6,C#6,G#5,E5,G#4,E4,C#3,C#3,C#5,C#5,E5,E5,E3,E6,E5,E4,C#2,C#2
274.25,114.2708,137,1.25,E6,C#6,G#5,E5,G#4,E4,C#3,C#3,C#5,C#5,E5,E5,E3,E6,A5,C#3,C#2,C#2
274.5,114.375,137,1.5,E6,C#6,A5,E5,A4,A4,A3,C#3,C#5,C#5,E5,E5,E3,E6,A5,C#4,C#2,C#2
274.75,114.4792,137,1.75,E6,C#6,A5,E5,A4,A4,A3,C#3,C#5,C#5,E5,E5,E3,E6,A5,C#4,C#2,C#2
275.0,114.5833,137,2.0,F#6,B5,A5,F#5,A4,F#4,A3,F#3,B4,B4,A5,A4,A2,F#6,A5,B3,E-2,E-2
275.5,114.7917,137,2.5,F#6,B5,A5,F#5,A4,F#4,A3,F#3,B4,B4,A5,A4,A2,F#6,A5,B3,E-2,E-2
276.0,115.0,138,1.0,E6,B5,G#5,E5,G#4,E4,G#3,E3,E4,E3,E5,E5,E3,E6,G#5,E4,E2,E2
276.5,115.2083,138,1.5,E6,E5,E5,E4,E5,E4,r,r,E4,E3,E5,E5,E3,r,r,r,r,r
276.75,115.3125,138,1.75,E6,E5,E5,E4,E5,E4,r,r,E4,E3,E5,E5,E3,r,r,r,r,r
277.0,115.4167,138,2.0,E6,E5,E5,E4,E5,E4,r,r,E4,E3,E5,E5,E3,r,r,r,r,r
281.0,117.0833,140,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B5,D4,E2,E2
281.5,117.2917,140,1.5,D6,B5,D5,B4,D5,B4,D4,B3,E4,E3,E5,E5,E3,r,r,r,r,r
281.75,117.3958,140,1.75,D6,B5,D5,B4,D5,B4,D4,B3,E4,E3,E5,E5,E3,r,r,r,r,r
282.0,117.5,140,2.0,D6,B5,D5,B4,D5,B4,D4,B3,E4,E3,E5,E5,E3,r,r,r,r,r
286.0,119.1667,5,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,E3,B4,E4,G#3,E2,E1
286.5,119.375,5,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
286.75,119.4792,5,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
287.0,119.5833,5,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
287.25,119.6875,5,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
287.5,119.7917,5,2.5,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
287.75,119.8958,5,2.75,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
288.0,120.0,6,1.0,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
288.5,120.2083,6,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,A3,r,r
288.75,120.3125,6,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E4,A3,r,r
289.0,120.4167,6,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,F#5,E4,G#3,E2,E1
289.25,120.5208,6,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,G#3,E2,E1
289.5,120.625,6,2.5,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,D5,E4,A3,E2,E1
289.75,120.7292,6,2.75,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
290.0,120.8333,7,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
290.5,121.0417,7,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
290.75,121.1458,7,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
291.0,121.25,7,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
291.25,121.3542,7,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
291.5,121.4583,7,2.5,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
291.75,121.5625,7,2.75,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
292.0,121.6667,8,1.0,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,C#4,A3,E2,E1
292.25,121.7708,8,1.25,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,C#4,A3,E2,E1
292.5,121.875,8,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,D4,B3,r,r
292.75,121.9792,8,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,E4,C#4,r,r
293.0,122.0833,8,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,A5,F#4,D4,E2,E1
293.25,122.1875,8,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,A5,E4,C#4,E2,E1
293.5,122.2917,8,2.5,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,A5,D4,B3,E2,E1
293.75,122.3958,8,2.75,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,A5,C#4,A3,E2,E1
294.0,122.5,9,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,A5,B3,G#3,E2,E1
294.25,122.6042,9,1.25,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,A5,E4,G#3,E2,E1
294.5,122.7083,9,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
294.75,122.8125,9,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
295.0,122.9167,9,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
295.25,123.0208,9,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
295.5,123.125,9,2.5,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
295.75,123.2292,9,2.75,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
296.0,123.3333,10,1.0,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
296.5,123.5417,10,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,A3,r,r
296.75,123.6458,10,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E4,A3,r,r
297.0,123.75,10,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,F#5,E4,G#3,E2,E1
297.25,123.8542,10,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,G#3,E2,E1
297.5,123.9583,10,2.5,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,D5,E4,A3,E2,E1
297.75,124.0625,10,2.75,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
298.0,124.1667,11,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
298.5,124.375,11,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
298.75,124.4792,11,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
299.0,124.5833,11,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
299.25,124.6875,11,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
299.5,124.7917,11,2.5,E6,E5,B5,D5,B4,D4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
299.75,124.8958,11,2.75,E6,E5,B5,D5,B4,D4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
300.0,125.0,12,1.0,A5,E5,A5,C#5,A4,C#4,A3,A3,E4,A3,A4,A4,A2,A5,C#4,A3,A2,A1
300.25,125.1042,12,1.25,A5,E5,A5,C#5,A4,C#4,A3,A3,E4,A3,A4,A4,A2,A5,D4,B3,A2,A1
300.5,125.2083,12,1.5,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,E4,C#4,r,r
300.75,125.3125,12,1.75,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,F#4,D4,r,r
301.0,125.4167,12,2.0,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,G#4,E4,r,r
301.25,125.5208,12,2.25,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,A4,F#4,r,r
301.5,125.625,12,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r
301.75,125.7292,12,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,r,r
302.0,125.8333,13,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,E3,B4,E4,G#3,E2,E1
302.5,126.0417,13,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
302.75,126.1458,13,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
303.0,126.25,13,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
303.25,126.3542,13,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
303.5,126.4583,13,2.5,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
303.75,126.5625,13,2.75,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
304.0,126.6667,14,1.0,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
304.5,126.875,14,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,A3,r,r
304.75,126.9792,14,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E4,A3,r,r
305.0,127.0833,14,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,F#5,E4,G#3,E2,E1
305.25,127.1875,14,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,G#3,E2,E1
305.5,127.2917,14,2.5,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,D5,E4,A3,E2,E1
305.75,127.3958,14,2.75,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
306.0,127.5,15,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
306.5,127.7083,15,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
306.75,127.8125,15,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
307.0,127.9167,15,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
307.25,128.0208,15,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
307.5,128.125,15,2.5,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
307.75,128.2292,15,2.75,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
308.0,128.3333,16,1.0,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,C#4,A3,E2,E1
308.25,128.4375,16,1.25,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,C#4,A3,E2,E1
308.5,128.5417,16,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,D4,B3,r,r
308.75,128.6458,16,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,E4,C#4,r,r
309.0,128.75,16,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,A5,F#4,D4,E2,E1
309.25,128.8542,16,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,A5,E4,C#4,E2,E1
309.5,128.9583,16,2.5,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,A5,D4,B3,E2,E1
309.75,129.0625,16,2.75,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,A5,C#4,A3,E2,E1
310.0,129.1667,17,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,A5,B3,G#3,E2,E1
310.25,129.2708,17,1.25,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,A5,E4,G#3,E2,E1
310.5,129.375,17,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
310.75,129.4792,17,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
311.0,129.5833,17,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
311.25,129.6875,17,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
311.5,129.7917,17,2.5,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
311.75,129.8958,17,2.75,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
312.0,130.0,18,1.0,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
312.5,130.2083,18,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,A3,r,r
312.75,130.3125,18,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E4,A3,r,r
313.0,130.4167,18,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,F#5,E4,G#3,E2,E1
313.25,130.5208,18,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,G#3,E2,E1
313.5,130.625,18,2.5,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,D5,E4,A3,E2,E1
313.75,130.7292,18,2.75,E6,E5,C#6,A5,C#5,A4,C#4,A3,E4,E3,E5,E5,r,C#5,E4,A3,E2,E1
314.0,130.8333,19,1.0,E6,E5,B5,G#5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
314.5,131.0417,19,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,G#3,r,r
314.75,131.1458,19,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
315.0,131.25,19,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,E4,F#3,E2,E1
315.25,131.3542,19,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,E4,F#3,E2,E1
315.5,131.4583,19,2.5,E6,E5,B5,D5,B4,D4,B3,G#3,E4,E3,E5,E5,r,C#5,E4,G#3,E2,E1
315.75,131.5625,19,2.75,E6,E5,B5,D5,B4,D4,B3,G#3,E4,E3,E5,E5,r,B4,E4,G#3,E2,E1
316.0,131.6667,20,1.0,A5,E5,A5,C#5,A4,C#4,A3,A3,E4,A3,A4,A4,A2,A5,C#4,A3,A2,A1
316.25,131.7708,20,1.25,A5,E5,A5,C#5,A4,C#4,A3,A3,E4,A3,A4,A4,A2,A5,D4,B3,A2,A1
316.5,131.875,20,1.5,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,E4,C#4,r,r
316.75,131.9792,20,1.75,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,F#4,D4,r,r
317.0,132.0833,20,2.0,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,G4,E4,r,r
317.25,132.1875,20,2.25,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,F#4,D4,r,r
317.5,132.2917,20,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,r
317.75,132.3958,20,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C#4,r,r
318.0,132.5,21,1.0,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,A2,F#5,F#4,A3,D2,D1
318.25,132.6042,21,1.25,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,A2,F#5,A3,F#3,D2,D1
318.5,132.7083,21,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,A3,F#3,r,r
318.75,132.8125,21,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,A3,F#3,r,r
319.0,132.9167,21,2.0,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,B5,A3,F3,D2,D1
319.25,133.0208,21,2.25,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,A5,A3,F3,D2,D1
319.5,133.125,21,2.5,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,G#5,A3,F#3,D2,D1
319.75,133.2292,21,2.75,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,F#5,A3,F#3,D2,D1
320.0,133.3333,22,1.0,E6,A5,A5,E5,E5,A4,E4,A3,A2,A1,A4,A4,r,E5,A3,E3,C#2,C#1
320.25,133.4375,22,1.25,E6,A5,A5,E5,E5,A4,E4,A3,A2,A1,A4,A4,r,E5,E4,A3,C#2,C#1
320.5,133.5417,22,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,A3,r,r
320.75,133.6458,22,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E4,A3,r,r
321.0,133.75,22,2.0,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,A5,E-4,A3,C#2,C#1
321.25,133.8542,22,2.25,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,G#5,E-4,A3,C#2,C#1
321.5,133.9583,22,2.5,E6,A5,A5,E5,E5,A4,E4,A3,A2,A1,A4,A4,r,F#5,E4,A3,C#2,C#1
321.75,134.0625,22,2.75,E6,A5,A5,E5,E5,A4,E4,A3,A2,A1,A4,A4,r,E5,E4,A3,C#2,C#1
322.0,134.1667,23,1.0,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,F#5,F#4,A3,D2,D1
322.25,134.2708,23,1.25,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,F#5,A3,F#3,D2,D1
322.5,134.375,23,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,A3,F#3,r,r
322.75,134.4792,23,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,A3,F#3,r,r
323.0,134.5833,23,2.0,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,B5,A3,F3,D2,D1
323.25,134.6875,23,2.25,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,A5,A3,F3,D2,D1
323.5,134.7917,23,2.5,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,G#5,A3,F#3,D2,D1
323.75,134.8958,23,2.75,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,F#5,A3,F#3,D2,D1
324.0,135.0,24,1.0,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,F#5,A3,E3,C#2,C#1
324.25,135.1042,24,1.25,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,F#5,C#4,A3,C#2,C#1
324.5,135.2083,24,1.5,F6,F6,F5,F5,F5,F5,F4,F4,r,r,r,r,r,F5,C#4,A3,r,r
324.75,135.3125,24,1.75,F6,F6,F5,F5,F5,F5,F4,F4,r,r,r,r,r,F5,C#4,A3,r,r
325.0,135.4167,24,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B-3,F#3,F#2,F#1
325.25,135.5208,24,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#4,B-3,F#2,F#1
325.5,135.625,24,2.5,E6,C#6,C#6,E5,E5,C#5,E4,C#4,r,r,r,r,r,E5,C#4,B-3,F#2,F#1
325.75,135.7292,24,2.75,E6,C#6,C#6,E5,E5,C#5,E4,C#4,r,r,r,r,r,E5,C#4,B-3,F#2,F#1
326.0,135.8333,25,1.0,E-6,A5,B5,E-5,E-5,A4,E-4,A3,B4,B4,r,r,r,E-5,A3,F#3,B2,B1
326.25,135.9375,25,1.25,E-6,A5,B5,E-5,E-5,A4,E-4,A3,B4,B4,r,r,r,E-5,B3,A3,B2,B1
326.5,136.0417,25,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B3,A3,r,r
326.75,136.1458,25,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B3,A3,r,r
327.0,136.25,25,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,G#5,G#3,E3,E2,E1
327.25,136.3542,25,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,F#5,B3,G#3,E2,E1
327.5,136.4583,25,2.5,D6,B5,B5,D5,D5,B4,D4,B3,E4,E3,E5,E5,r,E5,B3,G#3,E2,E1
327.75,136.5625,25,2.75,E6,E6,B5,D5,D5,B4,D4,B3,E4,E3,E5,E5,r,D5,B3,G#3,E2,E1
328.0,136.6667,26,1.0,E6,C#6,A5,C#5,C#5,A4,C#4,A3,A4,E3,E5,E5,r,C#5,A3,E3,A2,A1
328.25,136.7708,26,1.25,E6,C#6,A5,C#5,C#5,A4,C#4,A3,A4,E3,E5,E5,r,C#5,C#4,A3,A2,A1
328.5,136.875,26,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,A3,r,r
328.75,136.9792,26,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C#4,A3,r,r
329.0,137.0833,26,2.0,r,r,r,r,r,r,r,r,C#4,E3,E5,E5,A2,F#5,A3,E3,C#2,C#1
329.25,137.1875,26,2.25,r,r,r,r,r,r,r,r,C#4,E3,E5,E5,A2,E5,C#4,A3,C#2,C#1
329.5,137.2917,26,2.5,E6,C#6,A5,E5,C#5,A4,C#4,A3,C#4,E3,E5,E5,r,D5,C#4,A3,C#2,C#1
329.75,137.3958,26,2.75,E6,C#6,A5,E5,C#5,A4,C#4,A3,C#4,E3,E5,E5,r,C#5,C#4,A3,C#2,C#1
330.0,137.5,27,1.0,E6,B5,G#5,E5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,G#3,G#3,E2,E1
330.25,137.6042,27,1.25,E6,B5,G#5,E5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,B3,B3,E2,E1
330.5,137.7083,27,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,r,r
330.75,137.8125,27,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B3,B3,r,r
331.0,137.9167,27,2.0,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,E5,B3,E3,E2,E1
331.25,138.0208,27,2.25,r,r,r,r,r,r,r,r,E4,E3,E5,E5,E3,D5,G#4,B3,E2,E1
331.5,138.125,27,2.5,E6,B5,G#5,E5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,C#5,G#4,B3,E2,E1
331.75,138.2292,27,2.75,E6,B5,G#5,E5,B4,G#4,B3,G#3,E4,E3,E5,E5,r,B4,G#4,B3,E2,E1
332.0,138.3333,28,1.0,A5,A5,A5,E5,A4,A4,A3,A3,A2,A1,A4,A4,A2,A5,A4,C#4,A2,A1
332.25,138.4375,28,1.25,A5,A5,A5,E5,A4,A4,A3,A3,A2,A1,A4,A4,A2,A5,C#4,A3,A2,A1
332.5,138.5417,28,1.5,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,D4,B3,r,r
332.75,138.6458,28,1.75,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,E4,C#4,r,r
333.0,138.75,28,2.0,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,F#4,D4,r,r
333.25,138.8542,28,2.25,A6,A5,A5,A4,A5,A4,r,r,A4,A3,A4,A4,A2,r,G4,E4,r,r
333.5,138.9583,28,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,r,r
333.75,139.0625,28,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,r
334.0,139.1667,29,1.0,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,A2,F#5,F#4,A3,D2,D1
334.25,139.2708,29,1.25,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,A2,F#5,A3,F#3,D2,D1
334.5,139.375,29,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,A3,F#3,r,r
334.75,139.4792,29,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,A3,F#3,r,r
335.0,139.5833,29,2.0,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,B5,A3,F3,D2,D1
335.25,139.6875,29,2.25,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,A5,A3,F3,D2,D1
335.5,139.7917,29,2.5,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,G#5,A3,F#3,D2,D1
335.75,139.8958,29,2.75,F#6,A5,A5,F#5,F#5,A4,F#4,A3,A2,A1,A4,A4,r,F#5,A3,F#3,D2,D1
336.0,140.0,30,1.0,E6,A5,A5,E5,E5,A4,E4,A3,A2,A1,A4,A4,r,E5,A3,E3,C#2,C#1
336.25,140.1042,30,1.25,E6,A5,A5,E5,E5,A4,E4,A3,A2,A1,A4,A4,r,E5,E4,A3,C#2,C#1
336.5,140.2083,30,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,A3,r,r
336.75,140.3125,30,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E4,A3,r,r
337.0,140.4167,30,2.0,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,A5,E-4,A3,C#2,C#1
337.25,140.5208,30,2.25,r,r,r,r,r,r,r,r,A2,A1,A4,A4,A2,G#5,E-4,A3,C#2,C#1
337.5,140.625,30,2.5,E6,A5,A5,E5,E5,A4,E4,A3,A2,A1,A4,A4,r,F#5,E4,A3,C#2,C#1
