qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello 1,Violoncello 2,Contrabass
191.3333,151.0526,96,2.3333,E6,E5,E5,r,E5,E4,E4,E3,E4,E3,A4,A3,A2,C6,E5,A3,A2,A2,A1
191.5,151.1842,96,2.5,E6,E5,E5,r,E5,E4,E4,E3,E4,E3,A4,A3,A2,C6,E4,A3,A2,A2,A1
191.6667,151.3158,96,2.6667,E6,E5,E5,r,E5,E4,E4,E3,E4,E3,A4,A3,A2,C6,E4,A3,A2,A3,A2
192.0,151.5789,97,1.0,E6,E5,E5,r,E5,E4,E3,r,E4,E3,E5,E5,E3,D6,r,r,E2,E2,E1
192.3333,151.8421,97,1.3333,E6,E5,E5,r,E5,E4,E3,r,E4,E3,E5,E5,E3,D6,r,G#3,G#3,E2,E1
192.5,151.9737,97,1.5,E6,E5,E5,r,E5,E4,E3,r,E4,E3,E5,E5,E3,D6,B4,G#3,G#3,E2,E1
192.6667,152.1053,97,1.6667,E6,E5,E5,r,E5,E4,E3,r,E4,E3,E5,E5,E3,D6,B4,E4,E4,E2,E1
193.0,152.3684,97,2.0,F#6,F#5,F#5,r,F#5,F#4,F#3,r,F#4,r,E5,E5,E3,D6,E5,E3,E3,r,r
193.3333,152.6316,97,2.3333,F#6,F#5,F#5,r,F#5,F#4,F#3,r,F#4,r,E5,E5,E3,D6,E5,E3,E3,E2,E1
193.5,152.7632,97,2.5,G#6,G#5,G#5,r,G#5,G#4,G#3,r,G#4,r,E5,E5,E3,C6,D5,E3,E3,E2,E1
193.6667,152.8948,97,2.6667,G#6,G#5,G#5,r,G#5,G#4,G#3,r,G#4,r,E5,E5,E3,C6,D5,E4,E3,E3,E2
193.75,152.9605,97,2.75,G#6,G#5,G#5,r,G#5,G#4,G#3,r,G#4,r,E5,E5,E3,B5,D5,E4,E3,E3,E2
194.0,153.1579,98,1.0,A6,A5,A5,r,A5,A4,A3,r,A4,r,A4,A3,A2,A5,C5,A3,A2,A2,A1
196.0,154.7368,99,1.0,r,r,E5,E5,D5,B4,D4,B3,E4,E3,r,r,r,D5,r,r,r,r,r
197.0,155.5263,99,2.0,r,r,F#5,E5,D5,B4,D4,B3,E4,E3,r,r,r,D5,r,r,r,r,r
197.5,155.9211,99,2.5,r,r,G#5,E5,D5,B4,D4,B3,E4,E3,r,r,r,C5,r,r,r,r,r
197.75,156.1184,99,2.75,r,r,G#5,E5,D5,B4,D4,B3,E4,E3,r,r,r,B4,r,r,r,r,r
198.0,156.3158,100,1.0,r,r,A5,E5,C5,A4,C4,A3,E4,E4,r,r,r,A4,r,r,r,r,r
200.0,157.8947,101,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,E2,E2,E1
201.0,158.6842,101,2.0,r,r,r,r,E5,r,E4,r,r,r,r,r,r,E5,D4,r,F#2,F#2,F#1
201.3333,158.9473,101,2.3333,r,r,r,r,E5,r,E4,r,r,r,r,r,r,D5,D4,r,F#2,F#2,F#1
201.5,159.0789,101,2.5,r,r,r,r,E5,r,E4,r,r,r,r,r,r,D5,C#4,r,G#2,G#2,G#1
201.6667,159.2106,101,2.6667,r,r,r,r,E5,r,E4,r,r,r,r,r,r,B4,C#4,r,G#2,G#2,G#1
201.75,159.2763,101,2.75,r,r,r,r,E5,r,E4,r,r,r,r,r,r,B4,B3,r,G#2,G#2,G#1
202.0,159.4737,102,1.0,r,r,r,r,E5,r,E4,r,r,r,r,r,r,E5,A3,E3,A2,A2,A1
202.3333,159.7368,102,1.3333,r,r,r,r,E5,r,E4,r,r,r,r,r,r,C#5,A3,E3,A2,A2,A1
202.6667,160.0,102,1.6667,r,r,r,r,E5,r,E4,r,r,r,r,r,r,A4,A3,E3,A2,A2,A1
203.0,160.2632,102,2.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,C#5,A3,E3,A3,A3,A2
203.3333,160.5263,102,2.3333,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
203.5,160.6579,102,2.5,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
203.6667,160.7895,102,2.6667,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,E4,A3,E3,A3,A3,A2
204.0,161.0526,103,1.0,r,r,r,r,A4,r,A3,r,r,r,r,r,r,A4,A3,E3,A2,A2,A1
204.3333,161.3158,103,1.3333,r,r,r,r,A4,r,A3,r,r,r,r,r,r,E4,A3,E3,A2,A2,A1
204.6667,161.579,103,1.6667,r,r,r,r,A4,r,A3,r,r,r,r,r,r,C#4,A3,E3,A2,A2,A1
205.0,161.8421,103,2.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,C#5,A3,E3,A3,A3,A2
205.3333,162.1052,103,2.3333,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
205.5,162.2368,103,2.5,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
205.6667,162.3684,103,2.6667,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,E4,A3,E3,A3,A3,A2
206.0,162.6316,104,1.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,C#5,B3,F#3,A2,A2,A1
206.3333,162.8947,104,1.3333,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,F#4,B3,F#3,A2,A2,A1
206.6667,163.1579,104,1.6667,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,D4,B3,F#3,A2,A2,A1
207.0,163.4211,104,2.0,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,B4,B3,F#3,A3,A3,A2
207.3333,163.6842,104,2.3333,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,B3,F#3,A3,A3,A2
207.5,163.8158,104,2.5,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,B3,F#3,A3,A3,A2
207.6667,163.9474,104,2.6667,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,D4,B3,F#3,A3,A3,A2
208.0,164.2105,105,1.0,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,B4,B3,F#3,A2,A2,A1
208.3333,164.4737,105,1.3333,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,B3,F#3,A2,A2,A1
208.6667,164.7369,105,1.6667,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,D4,B3,F#3,A2,A2,A1
209.0,165.0,105,2.0,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,E3,A3,A3,A2
209.3333,165.2631,105,2.3333,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,E3,A3,A3,A2
209.5,165.3947,105,2.5,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,C#4,A3,A3,A2
209.6667,165.5263,105,2.6667,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,C#4,A3,A3,A2
210.0,165.7895,106,1.0,r,r,r,r,G#4,B3,G#3,B2,r,r,r,r,r,B3,G#3,D4,A2,A2,A1
210.3333,166.0526,106,1.3333,r,r,r,r,G#4,B3,G#3,B2,r,r,r,r,r,D4,G#3,D4,A2,A2,A1
210.6667,166.3158,106,1.6667,r,r,r,r,G#4,B3,G#3,B2,r,r,r,r,r,G#4,G#3,D4,A2,A2,A1
211.0,166.5789,106,2.0,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,C#4,A3,A3,A2
211.3333,166.8421,106,2.3333,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,C#4,A3,A3,A2
211.5,166.9737,106,2.5,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,E3,A3,A3,A2
211.6667,167.1053,106,2.6667,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,E3,A3,A3,A2
212.0,167.3684,107,1.0,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,D4,A3,F#3,A2,A2,A1
212.3333,167.6316,107,1.3333,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,A3,F#3,A2,A2,A1
212.6667,167.8948,107,1.6667,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,B4,A3,F#3,A2,A2,A1
213.0,168.1579,107,2.0,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,C#5,G#3,E3,A3,A3,A2
213.3333,168.421,107,2.3333,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,E4,G#3,E3,A3,A3,A2
213.5,168.5526,107,2.5,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,E4,G#3,E3,A3,A3,A2
213.6667,168.6842,107,2.6667,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,C#5,G#3,E3,A3,A3,A2
214.0,168.9474,108,1.0,r,r,r,r,D5,F#4,D4,F#3,r,r,r,r,r,F#4,A3,F#3,A2,A2,A1
214.3333,169.2105,108,1.3333,r,r,r,r,D5,F#4,D4,F#3,r,r,r,r,r,A4,A3,F#3,A2,A2,A1
214.6667,169.4737,108,1.6667,r,r,r,r,D5,F#4,D4,F#3,r,r,r,r,r,D5,A3,F#3,A2,A2,A1
215.0,169.7368,108,2.0,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,E5,B3,G#3,A3,A3,A2
215.3333,170.0,108,2.3333,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,G#4,B3,G#3,A3,A3,A2
215.5,170.1316,108,2.5,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,G#4,B3,G#3,A3,A3,A2
215.6667,170.2632,108,2.6667,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,E5,B3,G#3,A3,A3,A2
216.0,170.5263,109,1.0,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,D5,B3,G#3,A2,A2,A1
216.3333,170.7894,109,1.3333,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,G#4,B3,G#3,A2,A2,A1
216.6667,171.0527,109,1.6667,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,B4,B3,G#3,A2,A2,A1
217.0,171.3158,109,2.0,r,r,r,r,C#5,A4,C#4,A3,r,r,r,r,r,A4,A3,E3,A3,A3,A2
217.3333,171.5789,109,2.3333,r,r,r,r,C#5,A4,C#4,A3,r,r,r,r,r,C#5,A3,E3,A3,A3,A2
217.5,171.7105,109,2.5,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,C#5,G4,E3,A3,A3,A2
217.6667,171.8421,109,2.6667,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,A5,G4,E3,A3,A3,A2
218.0,172.1053,110,1.0,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,A5,G4,E3,A2,A2,A1
218.3333,172.3684,110,1.3333,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,C#5,G4,E3,A2,A2,A1
218.6667,172.6316,110,1.6667,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,A4,G4,E3,A2,A2,A1
219.0,172.8947,110,2.0,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,G4,C#3,A3,A3,A2
219.3333,173.1579,110,2.3333,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
219.5,173.2895,110,2.5,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
219.6667,173.4211,110,2.6667,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,G4,G4,C#3,A3,A3,A2
220.0,173.6842,111,1.0,G6,E6,G5,E5,C#5,A4,C#4,A3,r,r,A4,A3,r,C#5,G4,C#3,A2,A2,A1
220.3333,173.9473,111,1.3333,G6,E6,G5,E5,C#5,A4,C#4,A3,r,r,A4,A3,r,G4,G4,C#3,A2,A2,A1
220.6667,174.2106,111,1.6667,G6,E6,G5,E5,C#5,A4,C#4,A3,r,r,A4,A3,r,E4,G4,C#3,A2,A2,A1
221.0,174.4737,111,2.0,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,G4,C#3,A3,A3,A2
221.3333,174.7368,111,2.3333,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
221.5,174.8684,111,2.5,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
221.6667,175.0,111,2.6667,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,G4,G4,C#3,A3,A3,A2
222.0,175.2632,112,1.0,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,G4,C#3,A2,A2,A1
222.3333,175.5263,112,1.3333,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A2,A2,A1
222.5,175.6579,112,1.5,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A2,A2,A1
222.6667,175.7895,112,1.6667,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,G4,G4,C#3,A2,A2,A1
223.0,176.0526,112,2.0,F#6,D6,F#5,D5,F#5,D5,F#4,D4,r,r,A4,A3,r,F#4,F#4,D3,A3,A3,A2
223.3333,176.3158,112,2.3333,F#6,D6,F#5,D5,F#5,D5,F#4,D4,r,r,A4,A3,r,D5,F#4,D3,A3,A3,A2
223.5,176.4474,112,2.5,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,D5,F#4,D3,A3,A3,A2
223.6667,176.579,112,2.6667,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,E5,F#4,D3,A3,A3,A2
224.0,176.8421,113,1.0,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,F#5,F#4,D3,A2,A2,A1
224.3333,177.1052,113,1.3333,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,D5,F#4,D3,A2,A2,A1
224.6667,177.3684,113,1.6667,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,F#4,F#4,D3,A2,A2,A1
225.0,177.6316,113,2.0,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,E4,A3,E3,A3,A3,A2
225.3333,177.8947,113,2.3333,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,A3,E3,A3,A3,A2
225.5,178.0263,113,2.5,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,A3,E3,A3,A3,A2
225.6667,178.1579,113,2.6667,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,A3,E3,A3,A3,A2
226.0,178.4211,114,1.0,D6,B5,r,r,D5,B4,D4,B3,r,r,A4,A3,r,D5,A3,F#3,F#2,F#2,F#1
226.3333,178.6842,114,1.3333,D6,B5,r,r,D5,B4,D4,B3,r,r,A4,A3,r,B4,A3,F#3,F#2,F#2,F#1
226.5,178.8158,114,1.5,D6,B5,r,r,D5,B4,D4,B3,r,r,A4,A3,r,B4,B3,G#3,G#2,G#2,G#1
226.6667,178.9474,114,1.6667,D6,B5,r,r,D5,B4,D4,B3,r,r,A4,A3,r,E4,B3,G#3,G#2,G#2,G#1
227.0,179.2105,114,2.0,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,A4,A3,r,E4,C#4,A3,A2,A2,A1
227.3333,179.4737,114,2.3333,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,A4,A3,r,A4,C#4,A3,A2,A2,A1
227.5,179.6053,114,2.5,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,A4,A3,r,A4,C#4,E3,A2,A2,A1
227.6667,179.7369,114,2.6667,C#6,A5,C#6,A5,C#5,A4,C#4,A3,r,r,A4,A3,r,C#5,C#4,E3,A2,A2,A1
228.0,180.0,115,1.0,B5,G#5,B5,G#5,B4,G#4,B3,G#3,B4,B3,r,r,r,B4,G#3,E3,B2,B2,B1
228.3333,180.2631,115,1.3333,B5,G#5,B5,G#5,B4,G#4,B3,G#3,B4,B3,r,r,r,G#4,G#3,E3,B2,B2,B1
228.5,180.3947,115,1.5,B5,G#5,B5,G#5,B4,G#4,B3,G#3,B4,B3,r,r,r,G#4,B3,G#3,B2,B2,B1
228.6667,180.5263,115,1.6667,B5,G#5,B5,G#5,B4,G#4,B3,G#3,B4,B3,r,r,r,E4,B3,G#3,B2,B2,B1
229.0,180.7895,115,2.0,E-6,F#5,A5,F#5,E-5,F#4,E-4,F#3,B4,B3,r,r,r,F#4,B3,A3,B3,B3,B2
229.3333,181.0526,115,2.3333,E-6,F#5,A5,F#5,E-5,F#4,E-4,F#3,B4,B3,r,r,r,A4,B3,A3,B3,B3,B2
229.5,181.1842,115,2.5,E-6,F#5,A5,F#5,E-5,F#4,E-4,F#3,B4,B3,r,r,r,A4,A3,F#3,B3,B3,B2
229.6667,181.3158,115,2.6667,E-6,F#5,A5,F#5,E-5,F#4,E-4,F#3,B4,B3,r,r,r,E-5,A3,F#3,B3,B3,B2
230.0,181.5789,116,1.0,E6,E5,G#5,E5,E5,G#4,E4,G#3,E4,E3,r,r,r,E5,G#3,E3,E3,E3,E2
230.3333,181.8421,116,1.3333,E6,E5,G#5,E5,E5,G#4,E4,G#3,E4,E3,r,r,r,B4,G#3,E3,E3,E3,E2
230.6667,182.1053,116,1.6667,E6,E5,G#5,E5,E5,G#4,E4,G#3,E4,E3,r,r,r,G#4,G#3,E3,E3,E3,E2
231.0,182.3684,116,2.0,r,r,r,r,E5,G#4,G#3,E3,E4,E3,r,r,r,E5,G#4,E4,E4,E4,E3
231.3333,182.6316,116,2.3333,r,r,r,r,E5,G#4,G#3,E3,E4,E3,r,r,r,B4,G#4,E4,E4,E4,E3
231.5,182.7632,116,2.5,r,r,r,r,E5,G#4,G#3,E3,E4,E3,r,r,r,B4,G#4,E4,E4,E4,E3
231.6667,182.8948,116,2.6667,r,r,r,r,E5,G#4,G#3,E3,E4,E3,r,r,r,G#4,G#4,E4,E4,E4,E3
232.0,183.1579,117,1.0,r,r,r,r,A5,r,A3,F#3,E4,E3,r,r,r,F#5,G#4,F#4,E3,E3,E2
232.3333,183.421,117,1.3333,r,r,r,r,A5,r,A3,F#3,E4,E3,r,r,r,B4,G#4,F#4,E3,E3,E2
232.6667,183.6842,117,1.6667,r,r,r,r,A5,r,A3,F#3,E4,E3,r,r,r,A4,G#4,F#4,E3,E3,E2
233.0,183.9474,117,2.0,r,r,r,r,A5,r,A3,F#3,E4,E3,r,r,r,F#5,G#4,F#4,E4,E4,E3
233.3333,184.2105,117,2.3333,r,r,r,r,A5,r,A3,F#3,E4,E3,r,r,r,B4,G#4,F#4,E4,E4,E3
233.5,184.3421,117,2.5,r,r,r,r,A5,r,A3,F#3,E4,E3,r,r,r,B4,G#4,F#4,E4,E4,E3
233.6667,184.4737,117,2.6667,r,r,r,r,A5,r,A3,F#3,E4,E3,r,r,r,A4,G#4,F#4,E4,E4,E3
234.0,184.7368,118,1.0,r,r,r,r,A5,r,G#3,E3,E4,E3,r,r,r,E5,G#4,E4,E3,E3,E2
234.3333,185.0,118,1.3333,r,r,r,r,G#5,r,G#3,E3,E4,E3,r,r,r,B4,G#4,E4,E3,E3,E2
234.6667,185.2632,118,1.6667,r,r,r,r,F#5,r,G#3,E3,E4,E3,r,r,r,G#4,G#4,E4,E3,E3,E2
235.0,185.5263,118,2.0,r,r,r,r,E5,r,G#3,E3,E4,E3,r,r,r,E5,G#4,E4,E4,E4,E3
235.3333,185.7894,118,2.3333,r,r,r,r,E-5,r,G#3,E3,E4,E3,r,r,r,B4,G#4,E4,E4,E4,E3
235.5,185.9211,118,2.5,r,r,r,r,E-5,r,G#3,E3,E4,E3,r,r,r,B4,G#4,E4,E4,E4,E3
235.6667,186.0527,118,2.6667,r,r,r,r,C#5,r,G#3,E3,E4,E3,r,r,r,G#4,G#4,E4,E4,E4,E3
236.0,186.3158,119,1.0,r,r,r,r,B4,r,A3,F#3,r,A4,r,r,r,E-5,G#4,F#4,E3,E3,E2
236.3333,186.5789,119,1.3333,r,r,r,r,B4,r,A3,F#3,r,A4,r,r,r,A4,G#4,F#4,E3,E3,E2
236.6667,186.8421,119,1.6667,r,r,r,r,B4,r,A3,F#3,r,A4,r,r,r,F#4,G#4,F#4,E3,E3,E2
237.0,187.1053,119,2.0,r,r,r,r,C#5,r,A3,F#3,r,A4,r,r,r,B4,G#4,F#4,E4,E4,E3
237.3333,187.3684,119,2.3333,r,r,r,r,C#5,r,A3,F#3,r,A4,r,r,r,A4,G#4,F#4,E4,E4,E3
237.5,187.5,119,2.5,r,r,r,r,E-5,r,A3,F#3,r,A4,r,r,r,A4,G#4,F#4,E4,E4,E3
237.6667,187.6316,119,2.6667,r,r,r,r,E-5,r,A3,F#3,r,A4,r,r,r,F#4,G#4,F#4,E4,E4,E3
238.0,187.8947,120,1.0,r,r,r,r,E5,r,G#3,E3,r,A4,r,r,r,E4,G#4,E4,E3,E3,E2
238.3333,188.1579,120,1.3333,r,r,r,r,E5,r,G#3,E3,r,G#4,r,r,r,G#4,G#4,E4,E3,E3,E2
238.6667,188.4211,120,1.6667,r,r,r,r,E5,r,G#3,E3,r,F#4,r,r,r,B4,G#4,E4,E3,E3,E2
239.0,188.6842,120,2.0,r,r,r,r,E5,r,G#3,E3,r,E4,r,r,r,G#4,G#4,E4,E4,E4,E3
239.3333,188.9473,120,2.3333,r,r,r,r,F#5,r,G#3,E3,r,E-4,r,r,r,B4,G#4,E4,E4,E4,E3
239.5,189.0789,120,2.5,r,r,r,r,F#5,r,G#3,E3,r,E-4,r,r,r,B4,G#4,E4,E4,E4,E3
239.6667,189.2106,120,2.6667,r,r,r,r,G#5,r,G#3,E3,r,C#4,r,r,r,E5,G#4,E4,E4,E4,E3
240.0,189.4737,121,1.0,r,r,r,r,A5,r,A3,F#3,r,B3,r,r,r,F#5,G#4,F#4,E3,E3,E2
240.3333,189.7368,121,1.3333,r,r,r,r,A5,r,A3,F#3,r,B3,r,r,r,B4,G#4,F#4,E3,E3,E2
240.6667,190.0,121,1.6667,r,r,r,r,A5,r,A3,F#3,r,B3,r,r,r,A4,G#4,F#4,E3,E3,E2
241.0,190.2632,121,2.0,r,r,r,r,A5,r,A3,F#3,r,C#4,r,r,r,F#5,G#4,F#4,E4,E4,E3
241.3333,190.5263,121,2.3333,r,r,r,r,A5,r,A3,F#3,r,C#4,r,r,r,B4,G#4,F#4,E4,E4,E3
241.5,190.6579,121,2.5,r,r,r,r,A5,r,A3,F#3,r,E-4,r,r,r,B4,G#4,F#4,E4,E4,E3
241.6667,190.7895,121,2.6667,r,r,r,r,A5,r,A3,F#3,r,E-4,r,r,r,A4,G#4,F#4,E4,E4,E3
242.0,191.0526,122,1.0,r,r,r,r,A5,r,G#3,E3,r,E4,r,r,r,E5,G#4,E4,E3,E3,E2
242.3333,191.3158,122,1.3333,r,r,r,r,G#5,r,G#3,E3,r,E4,r,r,r,B4,G#4,E4,E3,E3,E2
242.6667,191.579,122,1.6667,r,r,r,r,F#5,r,G#3,E3,r,E4,r,r,r,G#4,G#4,E4,E3,E3,E2
243.0,191.8421,122,2.0,r,r,r,r,E5,r,B3,B3,r,E4,r,r,r,E5,G#3,E3,E4,E4,E3
243.3333,192.1052,122,2.3333,r,r,r,r,E-5,r,B3,B3,r,E-4,r,r,r,B4,G#3,E3,E4,E4,E3
243.5,192.2368,122,2.5,r,r,r,r,E-5,r,B3,B3,r,E-4,r,r,r,B4,G#3,E3,E4,E4,E3
243.6667,192.3684,122,2.6667,r,r,r,r,E5,r,B3,B3,r,E4,r,r,r,G#4,G#3,E3,E4,E4,E3
244.0,192.6316,123,1.0,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,E5,G3,E3,C#3,C#3,C#2
244.3333,192.8947,123,1.3333,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,B-4,G3,E3,C#3,C#3,C#2
244.6667,193.1579,123,1.6667,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,G4,G3,E3,C#3,C#3,C#2
245.0,193.4211,123,2.0,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,E4,G3,E3,C#4,C#4,C#3
245.3333,193.6842,123,2.3333,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,G4,G3,E3,C#4,C#4,C#3
245.5,193.8158,123,2.5,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,G4,G3,E3,C#4,C#4,C#3
245.6667,193.9474,123,2.6667,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,B-4,G3,E3,C#4,C#4,C#3
246.0,194.2105,124,1.0,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,E4,G#3,E3,D3,D3,D2
246.3333,194.4737,124,1.3333,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,G#4,G#3,E3,D3,D3,D2
246.6667,194.7369,124,1.6667,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,B4,G#3,E3,D3,D3,D2
247.0,195.0,124,2.0,r,r,F#5,B4,F#5,B4,B3,B3,F#4,F#4,r,r,r,E5,G#3,E3,D4,D4,D3
247.3333,195.2631,124,2.3333,r,r,F#5,B4,F#5,B4,B3,B3,F#4,F#4,r,r,r,B4,G#3,E3,D4,D4,D3
247.5,195.3947,124,2.5,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,B4,G#3,E3,D4,D4,D3
247.6667,195.5263,124,2.6667,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,G#4,G#3,E3,D4,D4,D3
248.0,195.7895,125,1.0,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,E5,G3,E3,C#3,C#3,C#2
248.3333,196.0526,125,1.3333,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,B-4,G3,E3,C#3,C#3,C#2
248.6667,196.3158,125,1.6667,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,G4,G3,E3,C#3,C#3,C#2
249.0,196.5789,125,2.0,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,E4,G3,E3,C#4,C#4,C#3
249.3333,196.8421,125,2.3333,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,G4,G3,E3,C#4,C#4,C#3
249.5,196.9737,125,2.5,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,G4,G3,E3,C#4,C#4,C#3
249.6667,197.1053,125,2.6667,r,r,E5,B-4,E5,B-4,B-3,B-3,E4,E4,r,r,r,B-4,G3,E3,C#4,C#4,C#3
250.0,197.3684,126,1.0,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,E4,G#3,E3,D3,D3,D2
250.3333,197.6316,126,1.3333,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,G#4,G#3,E3,D3,D3,D2
250.6667,197.8948,126,1.6667,r,r,E5,B4,E5,B4,B3,B3,E4,E4,r,r,r,B4,G#3,E3,D3,D3,D2
251.0,198.1579,126,2.0,r,r,G#5,B4,G#5,B4,B3,B3,G#4,G#4,r,r,r,E5,G#3,E3,D4,D4,D3
