qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello 1,Violoncello 2,Contrabass
359.0,283.4211,180,2.0,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,B4,F4,r,A2,A2,A1
359.25,283.6184,180,2.25,D6,r,D5,r,r,r,D4,r,r,r,A4,A3,A2,F4,F4,r,A2,A2,A1
359.3333,283.6842,180,2.3333,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,F4,F4,r,A2,A2,A1
359.5,283.8158,180,2.5,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,D4,r,r,r,r,r
359.6667,283.9474,180,2.6667,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,D4,r,r,r,r,r
359.75,284.0132,180,2.75,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,C5,r,r,r,r,r
360.0,284.2105,181,1.0,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,C#5,r,r,r,r,r
360.25,284.4079,181,1.25,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,C#5,r,E4,r,r,r
360.3333,284.4737,181,1.3333,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,C#5,r,E4,r,r,r
360.5,284.6053,181,1.5,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,C#4,r,r,r
360.6667,284.7369,181,1.6667,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,C#4,r,r,r
360.75,284.8026,181,1.75,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,E4,r,r,r
361.0,285.0,181,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G4,A2,A2,A1
361.25,285.1974,181,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,A2,A2,A1
361.5,285.3947,181,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C#4,A2,A2,A1
361.75,285.5921,181,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,A2,A2,A1
362.0,285.7895,182,1.0,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,r,r,G#3,r,r,r
362.25,285.9868,182,1.25,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,F4,r,G#3,r,r,r
362.3333,286.0526,182,1.3333,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,F4,r,G#3,r,r,r
362.5,286.1842,182,1.5,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,D4,r,r,r,r,r
362.6667,286.3158,182,1.6667,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,D4,r,r,r,r,r
362.75,286.3816,182,1.75,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,F4,r,r,r,r,r
363.0,286.5789,182,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,A2,A2,A1
363.25,286.7763,182,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,A2,A2,A1
363.5,286.9737,182,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D5,r,A2,A2,A1
363.75,287.1711,182,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,D5,r,A2,A2,A1
364.0,287.3684,183,1.0,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,A4,C5,r,r,r,r
364.25,287.5658,183,1.25,F6,r,F5,r,r,r,F4,r,r,r,A4,A3,A2,A4,D5,r,r,r,r
364.3333,287.6316,183,1.3333,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,A4,D5,r,r,r,r
364.5,287.7632,183,1.5,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,A4,E5,r,r,r,r
364.6667,287.8948,183,1.6667,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,A4,E5,r,r,r,r
364.75,287.9605,183,1.75,E6,r,E5,r,r,r,E4,r,r,r,A4,A3,A2,A4,D5,r,r,r,r
365.0,288.1579,183,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C5,r,A2,A2,A1
365.25,288.3553,183,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,D5,r,A2,A2,A1
365.5,288.5526,183,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C5,r,A2,A2,A1
365.75,288.75,183,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,A2,A2,A1
366.0,288.9474,184,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,r,r
366.25,289.1447,184,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,B4,r,r,r,r
366.5,289.3421,184,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C5,r,r,r,r
366.75,289.5395,184,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,D5,r,r,r,r
367.0,289.7368,184,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E5,r,r,r,r
367.25,289.9342,184,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F#5,r,r,r,r
367.5,290.1316,184,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#5,r,r,r,r
367.75,290.3289,184,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A5,r,r,r,r
368.0,290.5263,185,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#5,r,r,r,r
368.25,290.7237,185,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E5,r,r,r,r
368.5,290.9211,185,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#5,r,r,r,r
368.75,291.1184,185,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#5,r,r,r,r
369.0,291.3158,185,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,A5,r,r,r,r
369.25,291.5132,185,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B5,r,r,r,r
369.5,291.7105,185,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A5,r,r,r,r
369.75,291.9079,185,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G5,r,r,r,r
370.0,292.1053,186,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#5,r,r,r,r
370.25,292.3026,186,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#5,r,r,r,r
370.5,292.5,186,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G5,r,r,r,r
370.75,292.6974,186,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A5,r,r,r,r
371.0,292.8947,186,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B5,r,r,r,r
371.25,293.0921,186,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,r,r,r
371.5,293.2895,186,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C#5,r,r,r,r
371.75,293.4868,186,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-5,r,r,r,r
372.0,293.6842,187,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E5,r,r,r,r
372.25,293.8816,187,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E5,r,r,r,r
372.5,294.0789,187,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E5,r,r,r,r
372.75,294.2763,187,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E5,r,r,r,r
373.0,294.4737,187,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E5,r,r,r,r
373.25,294.6711,187,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E5,r,r,r,r
373.5,294.8684,187,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,F#5,r,r,r,r
373.75,295.0658,187,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#5,r,r,r,r
374.0,295.2632,188,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G5,r,r,r,r
374.25,295.4605,188,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,G5,r,r,r,r
374.5,295.6579,188,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G5,r,r,r,r
374.75,295.8553,188,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,G5,r,r,r,r
375.0,296.0526,188,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G5,r,r,r,r
375.25,296.25,188,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,G5,r,r,r,r
375.5,296.4474,188,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G5,r,r,r,r
375.75,296.6447,188,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G5,r,r,r,r
376.0,296.8421,189,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,F#5,r,r,r,r
376.25,297.0395,189,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#5,r,r,r,r
376.5,297.2368,189,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#5,r,r,r,r
376.75,297.4342,189,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#5,r,r,r,r
377.0,297.6316,189,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#5,r,r,r,r
377.25,297.8289,189,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#5,r,r,r,r
377.5,298.0263,189,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G#5,r,r,r,r
377.75,298.2237,189,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#5,r,r,r,r
378.0,298.4211,190,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A5,r,r,r,r
378.25,298.6184,190,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,A5,r,r,r,r
378.5,298.8158,190,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F5,r,r,r,r
378.75,299.0132,190,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F5,r,r,r,r
379.0,299.2105,190,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,r,r,r
379.25,299.4079,190,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E5,r,r,r,r
379.5,299.6053,190,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,D5,r,r,r,r
379.75,299.8026,190,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,D5,r,r,r,r
380.0,300.0,191,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,D5,C4,A3,A3,A2
380.25,300.1974,191,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,D5,D4,A3,A3,A2
380.5,300.3947,191,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C5,E4,A3,A3,A2
380.75,300.5921,191,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C5,D4,A3,A3,A2
381.0,300.7895,191,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,A3,A3,A2
381.25,300.9868,191,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,D4,A3,A3,A2
381.5,301.1842,191,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C4,B3,B3,B2
381.75,301.3816,191,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B3,B3,B3,B2
382.0,301.5789,192,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A3,C4,C4,C3
382.25,301.7763,192,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B3,C4,C4,C3
382.5,301.9737,192,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,C4,C4,C3
382.75,302.1711,192,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,D4,C4,C4,C3
383.0,302.3684,192,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E4,C4,C4,C3
383.25,302.5658,192,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,C4,C4,C3
383.5,302.7632,192,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G#4,C4,C4,C3
383.75,302.9605,192,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,C4,C4,C3
384.0,303.1579,193,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G#4,B3,B3,B2
384.25,303.3553,193,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,B3,B3,B2
384.5,303.5526,193,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,B3,B3,B2
384.75,303.75,193,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,B3,B3,B2
385.0,303.9474,193,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,A4,B3,B3,B2
385.25,304.1447,193,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,B3,B3,B2
385.5,304.3421,193,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,C#4,C#4,C#3
385.75,304.5395,193,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,C#4,C#4,C#3
386.0,304.7368,194,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,D4,D4,D3
386.25,304.9342,194,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,D4,D4,D3
386.5,305.1316,194,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,C4,C4,C3
386.75,305.3289,194,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,C4,C4,C3
387.0,305.5263,194,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B4,B3,B3,B2
387.25,305.7237,194,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B3,B3,B3,B2
387.5,305.9211,194,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E5,C#4,A3,A3,A2
387.75,306.1184,194,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#5,E-4,A3,A3,A2
388.0,306.3158,195,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,G5,E4,G3,G3,G2
388.25,306.5132,195,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,G5,E4,A3,A3,A2
388.5,306.7105,195,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G5,E4,B3,B3,B2
388.75,306.9079,195,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G5,E4,A3,A3,A2
389.0,307.1053,195,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,E4,G3,G3,G2
389.25,307.3026,195,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,E4,A3,A3,A2
389.5,307.5,195,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,F#4,G3,G3,G2
389.75,307.6974,195,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,F#4,F#3,F#3,F#2
390.0,307.8947,196,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,G4,E3,E3,E2
390.25,308.0921,196,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,G4,F#3,F#3,F#2
390.5,308.2895,196,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,G4,G3,G3,G2
390.75,308.4868,196,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,G4,A3,A3,A2
391.0,308.6842,196,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,G4,B3,B3,B2
391.25,308.8816,196,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,G4,C#4,C#4,C#3
391.5,309.0789,196,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,G4,E-4,E-4,E-3
391.75,309.2763,196,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,G4,E4,E4,E3
392.0,309.4737,197,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,F#4,E4,E4,E3
392.25,309.6711,197,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,F#4,A3,A3,A2
392.5,309.8684,197,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,F#4,B3,B3,B2
392.75,310.0658,197,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,F#4,C#4,C#4,C#3
393.0,310.2632,197,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,F#4,D4,D4,D3
393.25,310.4605,197,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,F#4,B3,B3,B2
393.5,310.6579,197,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,G#4,E4,E4,E3
393.75,310.8553,197,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,G#4,D4,D4,D3
394.0,311.0526,198,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,r,A4,C4,C4,C3
394.25,311.25,198,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,r,A4,B3,B3,B2
394.5,311.4474,198,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,F4,C4,C4,C3
394.75,311.6447,198,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,F4,D4,D4,D3
395.0,311.8421,198,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,E4,E4,E4,E3
395.25,312.0395,198,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,E4,E3,E3,E2
395.5,312.2368,198,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,D4,F#3,F#3,F#2
395.75,312.4342,198,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,D4,G#3,G#3,G#2
396.0,312.6316,199,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,C#4,A3,A3,A2
396.25,312.8289,199,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,C#4,A3,A3,A2
396.5,313.0263,199,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,D4,G3,G3,G2
396.75,313.2237,199,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,E4,G3,G3,G2
397.0,313.4211,199,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#3,F#3,F#2
397.25,313.6184,199,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A3,F#3,F#3,F#2
397.5,313.8158,199,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B3,E3,E3,E2
397.75,314.0132,199,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#4,E3,E3,E2
398.0,314.2105,200,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,F#3,F#3,F#2
398.25,314.4079,200,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,F#3,F#3,F#2
398.5,314.6053,200,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C4,G3,G3,G2
398.75,314.8026,200,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C4,A3,A3,A2
399.0,315.0,200,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,D3,D3,D2
399.25,315.1974,200,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,B-3,D3,D3,D2
399.5,315.3947,200,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,A3,E3,E3,E2
399.75,315.5921,200,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,A3,F#3,F#3,F#2
400.0,315.7895,201,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,B3,G3,G3,G2
400.25,315.9868,201,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,B3,G3,G3,G2
400.5,316.1842,201,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,C4,F3,F3,F2
400.75,316.3816,201,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,D4,F3,F3,F2
401.0,316.5789,201,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G3,E3,E3,E2
401.25,316.7763,201,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,B4,G3,E3,E3,E2
401.5,316.9737,201,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C5,A3,D3,D3,D2
401.75,317.1711,201,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,D5,B3,D3,D3,D2
402.0,317.3684,202,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E5,C4,D3,D3,D2
402.25,317.5658,202,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F5,C4,D3,D3,D2
402.5,317.7632,202,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G5,C4,C3,C3,C2
402.75,317.9605,202,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F5,C4,C3,C3,C2
403.0,318.1579,202,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E5,r,C3,C3,C2
403.25,318.3553,202,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F5,r,C3,C3,C2
403.5,318.5526,202,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E5,r,G3,G3,G2
403.75,318.75,202,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D5,r,G3,G3,G2
404.0,318.9474,203,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C5,r,G3,G3,G2
404.25,319.1447,203,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,D5,r,G3,G3,G2
404.5,319.3421,203,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,r,C3,C3,C2
404.75,319.5395,203,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,F5,r,C3,C3,C2
405.0,319.7368,203,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G5,r,C3,C3,C2
405.25,319.9342,203,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A5,r,C3,C3,C2
405.5,320.1316,203,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B5,E4,C4,C4,C3
405.75,320.3289,203,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C6,E4,C4,C4,C3
406.0,320.5263,204,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#5,E4,r,r,r
406.25,320.7237,204,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F#5,E4,r,r,r
406.5,320.9211,204,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#5,D4,r,r,r
406.75,321.1184,204,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F#5,D4,r,r,r
407.0,321.3158,204,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#5,D4,r,r,r
407.25,321.5132,204,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#5,D4,r,r,r
407.5,321.7105,204,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#5,D4,r,r,r
407.75,321.9079,204,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#5,D4,r,r,r
408.0,322.1053,205,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A5,D4,r,r,r
408.25,322.3026,205,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,A5,D4,r,r,r
408.5,322.5,205,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A5,C4,r,r,r
408.75,322.6974,205,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,A5,C4,r,r,r
409.0,322.8947,205,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A5,C4,r,r,r
409.25,323.0921,205,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,A5,C4,r,r,r
409.5,323.2895,205,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,A5,C5,r,r,r
409.75,323.4868,205,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A5,C5,r,r,r
410.0,323.6842,206,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,A5,B-3,D4,D4,D3
410.25,323.8816,206,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A5,C4,D4,D4,D3
410.5,324.0789,206,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G5,D4,D4,D4,D3
410.75,324.2763,206,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,G5,C4,D4,D4,D3
411.0,324.4737,206,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G5,B-3,D4,D4,D3
411.25,324.6711,206,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G5,D4,D4,D4,D3
411.5,324.8684,206,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,G5,C4,E4,E4,E3
411.75,325.0658,206,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G5,B-3,E4,E4,E3
412.0,325.2632,207,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G5,A3,F4,F4,F3
412.25,325.4605,207,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G5,B-3,F4,F4,F3
412.5,325.6579,207,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F5,C4,F4,F4,F3
412.75,325.8553,207,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F5,D4,F4,F4,F3
413.0,326.0526,207,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F5,E4,F4,F4,F3
413.25,326.25,207,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F5,F4,F4,F4,F3
413.5,326.4474,207,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F5,G4,F4,F4,F3
413.75,326.6447,207,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F5,A4,F4,F4,F3
414.0,326.8421,208,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,G5,B3,F3,F3,F2
414.25,327.0395,208,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,G4,B3,E3,E3,E2
414.5,327.2368,208,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,B3,G3,G3,G2
414.75,327.4342,208,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,D4,B3,F3,F3,F2
415.0,327.6316,208,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#4,B3,E3,E3,E2
415.25,327.8289,208,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,B3,G3,G3,G2
415.5,328.0263,208,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,A4,C#4,F3,F3,F2
415.75,328.2237,208,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,C#4,E3,E3,E2
416.0,328.4211,209,1.0,r,r,D5,D5,r,r,D4,D4,r,r,r,r,r,G5,F4,D4,D3,D3,D2
