qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Trumpet 1,Eb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
115.0,82.1429,39,2.0,F5,F5,F5,F4,F4,F3,F3,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
115.375,82.4107,39,2.375,D5,D5,D5,D4,D4,D3,D3,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
115.5,82.5,39,2.5,B-5,B-5,B-5,B-4,B-4,B-3,B-3,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
115.875,82.7679,39,2.875,F5,F5,F5,F4,F4,F3,F3,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
116.0,82.8571,39,3.0,D6,D6,D6,D5,D5,D4,D4,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
116.375,83.125,39,3.375,B-5,B-5,B-5,B-4,B-4,B-3,B-3,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
116.5,83.2143,39,3.5,F6,F5,F5,F5,F5,F4,F4,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
116.875,83.4821,39,3.875,D6,D5,D5,D5,D5,D4,D4,B-3,B-2,r,r,r,G#5,G#5,G#4,G#4,G#3
117.0,83.5714,40,1.0,G#6,G#5,G#5,G#5,G#4,G#4,G#4,B-3,B-2,B-4,B-3,B-2,G#5,G#5,G#4,G#4,G#3
117.375,83.8393,40,1.375,G#6,G#5,G#5,G#5,G#4,G#4,G#4,B-3,B-2,B-4,B-3,B-2,F5,F5,F4,F4,F3
117.5,83.9286,40,1.5,G#6,G#5,G#5,G#5,G#4,G#4,G#4,B-3,B-2,B-4,B-3,B-2,D5,D5,D4,D4,D3
117.875,84.1964,40,1.875,G#6,G#5,G#5,G#5,G#4,G#4,G#4,B-3,B-2,B-4,B-3,B-2,B-4,B-4,B-3,B-3,B-2
118.0,84.2857,40,2.0,G#6,G#5,G#5,G#5,G#4,G#4,G#4,B-3,B-2,B-4,B-3,B-2,G#4,G#4,G#3,G#3,G#2
118.375,84.5536,40,2.375,F6,F5,F5,F5,F4,F4,F4,B-3,B-2,B-4,B-3,B-2,F4,F4,F3,F3,F2
118.5,84.6429,40,2.5,D6,D5,D5,D5,D4,D4,D4,B-3,B-2,B-4,B-3,B-2,D4,D4,D3,D3,D2
118.875,84.9107,40,2.875,B-5,B-5,B-5,B-4,B-3,B-3,B-3,B-3,B-2,B-4,B-3,B-2,B-4,B-4,B-3,B-3,B-2
119.0,85.0,40,3.0,G#5,G#5,G#5,G#4,G#4,G#3,G#3,B-3,B-2,B-4,B-3,B-2,G#4,G#4,G#3,G#3,G#2
119.375,85.2679,40,3.375,F5,F5,F5,F4,F4,F3,F3,B-3,B-2,B-4,B-3,B-2,F4,F4,F3,F3,F2
119.5,85.3571,40,3.5,D5,D5,D5,D4,D4,D3,D3,B-3,B-2,B-4,B-3,B-2,D4,D4,D3,D3,D2
119.875,85.625,40,3.875,B-4,B-4,B-4,B-3,B-3,B-2,B-2,B-3,B-2,B-4,B-3,B-2,B-3,B-3,B-3,B-2,B-1
120.0,85.7143,41,1.0,E-5,E-5,E-5,E-4,E-4,E-3,E-3,E-4,E-3,E-4,E-4,E-3,E-4,E-4,E-3,E-3,E-2
120.375,85.9821,41,1.375,E-5,E-5,E-5,E-4,E-4,E-3,E-3,E-4,E-3,E-4,E-4,E-3,E-4,B-3,E-3,E-3,E-2
120.5,86.0714,41,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r
120.875,86.3393,41,1.875,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r,r
121.0,86.4286,41,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r
121.375,86.6964,41,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r,r
121.5,86.7857,41,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r
121.875,87.0536,41,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r,r
122.0,87.1429,41,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r
122.375,87.4107,41,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r,r
122.5,87.5,41,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r
122.875,87.7679,41,3.875,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r,r
123.0,87.8571,42,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G3,E-3,r
123.375,88.125,42,1.375,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,G3,E-3,r
123.5,88.2143,42,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,G3,E-3,r
123.75,88.3929,42,1.75,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,G3,E-3,r
124.0,88.5714,42,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,G3,E-3,r
124.375,88.8393,42,2.375,r,r,r,r,r,r,r,r,r,r,r,r,D5,E-4,G3,E-3,r
124.5,88.9286,42,2.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G3,E-3,r
124.75,89.1071,42,2.75,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G3,E-3,r
125.0,89.2857,42,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,G#3,E-3,r
125.1667,89.4048,42,3.1667,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,G#3,E-3,r
125.3333,89.5238,42,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,G#3,E-3,r
125.375,89.5536,42,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,G#3,E-3,r
125.5,89.6429,42,3.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G#4,G#3,E-3,r
125.6667,89.7619,42,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,G#3,E-3,r
125.75,89.8214,42,3.75,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,G#3,E-3,r
125.8333,89.8809,42,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,G#3,E-3,r
126.0,90.0,43,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,B-3,E-3,r
126.375,90.2679,43,1.375,r,r,r,r,r,r,r,r,r,r,r,r,B-4,D4,B-3,E-3,r
126.5,90.3571,43,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,E-3,r
126.75,90.5357,43,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,E-3,r
127.0,90.7143,43,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,C4,E-3,r
127.1667,90.8334,43,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,C4,E-3,r
127.3333,90.9524,43,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,C4,E-3,r
127.375,90.9821,43,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,E-3,r
127.5,91.0714,43,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,D4,E-3,r
127.6667,91.1905,43,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,D4,E-3,r
127.75,91.25,43,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,D4,E-3,r
127.8333,91.3095,43,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,D4,E-3,r
128.0,91.4286,43,3.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,E-4,E-3,r
128.1667,91.5476,43,3.1667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,E-4,E-3,r
128.3333,91.6666,43,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,E-4,E-3,r
128.375,91.6964,43,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,E-4,E-3,r
128.5,91.7857,43,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,G#3,G#2,r
128.6667,91.9048,43,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,G#3,G#2,r
128.75,91.9643,43,3.75,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,G#3,G#2,r
128.8333,92.0238,43,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,G#3,G#2,r
129.0,92.1429,44,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,G3,B-2,r
129.375,92.4107,44,1.375,r,r,r,r,r,r,r,r,r,r,r,r,E-4,G3,G3,B-2,r
129.5,92.5,44,1.5,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B-3,G3,B-2,r
129.6667,92.6191,44,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,F4,B-3,G3,B-2,r
129.75,92.6786,44,1.75,r,r,r,r,r,r,r,r,r,r,r,r,F4,B-3,G3,B-2,r
129.8333,92.7381,44,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,F4,B-3,G3,B-2,r
130.0,92.8571,44,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,F3,B-2,r
130.1667,92.9762,44,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F3,B-2,r
130.3333,93.0952,44,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,F3,B-2,r
130.375,93.125,44,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B-2,r
130.5,93.2143,44,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E-4,G3,E-3,B-2,r
130.6667,93.3334,44,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,D4,G3,E-3,B-2,r
130.75,93.3929,44,2.75,r,r,r,r,r,r,r,r,r,r,r,r,D4,B-3,E-3,B-2,r
130.8333,93.4524,44,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,D4,B-3,E-3,B-2,r
131.0,93.5714,44,3.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,D3,B-2,r
131.1667,93.6905,44,3.1667,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,D3,B-2,r
131.3333,93.8095,44,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,D3,B-2,r
131.375,93.8393,44,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,D3,B-2,r
131.5,93.9286,44,3.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,E-4,C3,B-2,r
131.6667,94.0476,44,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,C3,B-2,r
131.75,94.1071,44,3.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,F3,B-2,r
131.8333,94.1666,44,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,F3,B-2,r
132.0,94.2857,45,1.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,F3,B-2,r
132.375,94.5536,45,1.375,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,F3,B-2,r
132.5,94.6429,45,1.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,F3,B-2,r
132.6667,94.7619,45,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,F3,B-2,r
132.75,94.8214,45,1.75,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,F3,B-2,r
132.8333,94.8809,45,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,F3,B-2,r
133.0,95.0,45,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,F3,B-2,r
133.1667,95.1191,45,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,F3,B-2,r
133.3333,95.2381,45,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,F3,B-2,r
133.375,95.2679,45,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,F3,B-2,r
133.5,95.3571,45,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F3,B-2,r
133.6667,95.4762,45,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,A4,D4,F3,B-2,r
133.75,95.5357,45,2.75,r,r,r,r,r,r,r,r,r,r,r,r,A4,D4,F3,B-2,r
133.8333,95.5952,45,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,A4,D4,F3,B-2,r
134.0,95.7143,45,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,G2,r
134.1667,95.8334,45,3.1667,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,F3,G2,r
134.3333,95.9524,45,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,F3,G2,r
134.375,95.9821,45,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F3,G2,r
134.5,96.0714,45,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,G2,r
134.6667,96.1905,45,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,F3,G2,r
134.75,96.25,45,3.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,F3,G2,r
134.8333,96.3095,45,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,F3,G2,r
135.0,96.4286,46,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,F3,G#2,r
135.1667,96.5476,46,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,F3,G#2,r
135.3333,96.6666,46,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
135.375,96.6964,46,1.375,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,r,r
135.5,96.7857,46,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,G#2,r
135.875,97.0536,46,1.875,r,r,r,r,r,r,r,r,r,r,r,r,F4,C4,C3,r,r
136.0,97.1429,46,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,G#2,r
136.1667,97.2619,46,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,E4,F4,F3,G#2,r
136.3333,97.3809,46,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
136.375,97.4107,46,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,r,r
136.5,97.5,46,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,G#2,r
136.6667,97.6191,46,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,E4,F4,F3,G#2,r
136.8333,97.7381,46,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
136.875,97.7679,46,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,r,r
137.0,97.8571,46,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,G#2,r
137.1667,97.9762,46,3.1667,r,r,r,r,r,r,r,r,r,r,r,r,E4,F4,F3,G#2,r
137.3333,98.0952,46,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,E4,F4,F3,G#2,r
137.5,98.2143,46,3.5,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r
137.6667,98.3334,46,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
137.8333,98.4524,46,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
138.0,98.5714,47,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G#4,D4,G#3,B-2,r
138.1667,98.6905,47,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,G#3,B-2,r
138.3333,98.8095,47,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,B-2,r
138.375,98.8393,47,1.375,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B-2,r
138.5,98.9286,47,1.5,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,G#3,B-2,r
138.875,99.1964,47,1.875,r,r,r,r,r,r,r,r,r,r,r,r,D4,G#3,F3,B-2,r
139.0,99.2857,47,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,G#3,B-2,r
139.1667,99.4048,47,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,C#4,D4,G#3,B-2,r
139.3333,99.5238,47,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,B-2,r
139.375,99.5536,47,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,B-2,r
139.5,99.6429,47,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,G3,C3,r
139.6667,99.7619,47,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,D4,E-4,G3,C3,r
139.8333,99.8809,47,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r,C3,r
139.875,99.9107,47,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,E-3,C3,r
140.0,100.0,47,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C4,G#2,r
140.1667,100.1191,47,3.1667,r,r,r,r,r,r,r,r,r,r,r,r,E4,F4,C4,G#2,r
140.3333,100.2381,47,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,G#2,r
140.375,100.2679,47,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G#3,G#2,r
140.5,100.3571,47,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G#3,F2,r
140.6667,100.4762,47,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,G#3,F2,r
140.8333,100.5952,47,3.8333,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,F2,r
140.875,100.625,47,3.875,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,F3,F2,r
141.0,100.7143,48,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
141.1667,100.8334,48,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,B-2,r
141.3333,100.9524,48,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,B-2,r
141.375,100.9821,48,1.375,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,E-3,B-2,r
141.5,101.0714,48,1.5,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,r,B-3,G3,B-2,r
141.6667,101.1905,48,1.6667,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,A4,B-3,G3,B-2,r
141.75,101.25,48,1.75,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,A4,B-3,G3,B-2,r
141.8333,101.3095,48,1.8333,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,A4,B-3,G3,B-2,r
142.0,101.4286,48,2.0,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,r,r,r,B-2,r
142.1667,101.5476,48,2.1667,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,A4,r,r,B-2,r
142.3333,101.6666,48,2.3333,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,A4,r,r,B-2,r
142.375,101.6964,48,2.375,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,r,G3,E3,B-2,r
142.5,101.7857,48,2.5,r,r,r,G4,E4,G3,E3,r,r,r,r,r,r,B-3,G3,B-2,r
142.6667,101.9048,48,2.6667,r,r,r,G4,E4,G3,E3,r,r,r,r,r,C5,B-3,G3,B-2,r
142.75,101.9643,48,2.75,r,r,r,G4,E4,G3,E3,r,r,r,r,r,C5,B-3,G3,B-2,r
142.8333,102.0238,48,2.8333,r,r,r,G4,E4,G3,E3,r,r,r,r,r,C5,B-3,G3,B-2,r
143.0,102.1429,48,3.0,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,r,r,r,B-2,r
143.1667,102.2619,48,3.1667,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,C5,r,r,B-2,r
143.3333,102.3809,48,3.3333,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,C5,r,r,B-2,r
143.375,102.4107,48,3.375,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,r,G#3,F3,B-2,r
143.5,102.5,48,3.5,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,r,G#3,F3,B-2,r
143.6667,102.6191,48,3.6667,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,C5,G#3,F3,B-2,r
143.75,102.6786,48,3.75,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,C5,G#3,F3,B-2,r
143.8333,102.7381,48,3.8333,r,r,r,G#4,F4,G#3,F3,r,r,r,r,r,C5,G#3,F3,B-2,r
144.0,102.8571,49,1.0,r,r,r,G4,E-4,G3,E-3,E-4,E-3,E-5,E-4,E-3,B-4,E-4,E-3,E-3,E-2
144.375,103.125,49,1.375,r,B-4,B-4,B-4,B-3,B-2,B-2,B-3,B-2,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
144.5,103.2143,49,1.5,r,E-5,E-5,E-5,E-4,E-3,E-3,E-4,E-3,E-5,E-4,E-3,r,E-4,E-4,E-3,E-2
144.875,103.4821,49,1.875,r,B-4,B-4,B-4,B-3,B-2,B-2,B-3,B-2,B-4,B-3,B-2,r,B-3,B-3,B-2,B-1
145.0,103.5714,49,2.0,r,E-5,E-5,E-5,E-4,E-3,E-3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,E-4,E-3,E-2
145.375,103.8393,49,2.375,r,B-4,B-4,B-4,B-3,B-2,B-2,B-3,B-2,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
145.5,103.9286,49,2.5,r,E-5,E-5,E-5,E-4,E-3,E-3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,E-4,E-3,E-2
145.875,104.1964,49,2.875,r,B-4,B-4,B-4,B-3,B-2,B-2,B-3,B-2,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
146.0,104.2857,49,3.0,r,E-5,E-5,E-5,E-4,E-3,E-3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,E-4,E-3,E-2
146.375,104.5536,49,3.375,B-5,B-4,B-4,B-4,B-3,B-2,B-2,B-3,B-2,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
146.5,104.6429,49,3.5,E-6,E-5,E-5,E-5,E-4,E-3,E-3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,E-4,E-3,E-2
146.875,104.9107,49,3.875,B-5,B-4,B-4,B-4,B-3,B-2,B-2,B-3,B-2,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
147.0,105.0,50,1.0,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-3,F#3,F#2
147.125,105.0893,50,1.125,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-4,F#4,F#2
147.25,105.1786,50,1.25,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-3,F#3,F#2
147.375,105.2679,50,1.375,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-3,F#3,F#2
147.5,105.3571,50,1.5,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-3,F#3,F#2
147.625,105.4464,50,1.625,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-3,F#3,F#2
147.75,105.5357,50,1.75,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-3,F#3,F#2
147.875,105.625,50,1.875,E-6,E-5,E-5,B-4,F#4,B-3,F#3,E-4,E-3,E-5,E-4,E-3,E-5,E-4,B-3,F#3,F#2
148.0,105.7143,50,2.0,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#3,F3,F2
148.125,105.8036,50,2.125,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#4,F4,F2
148.25,105.8929,50,2.25,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#3,F3,F2
148.375,105.9821,50,2.375,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#3,F3,F2
148.5,106.0714,50,2.5,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#3,F3,F2
148.625,106.1607,50,2.625,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#3,F3,F2
148.75,106.25,50,2.75,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#3,F3,F2
148.875,106.3393,50,2.875,C#6,C#5,C#5,G#4,F4,G#3,F3,E-4,E-3,E-5,E-4,E-3,C#5,C#4,G#3,F3,F2
149.0,106.4286,50,3.0,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#3,E-3,E-2
149.125,106.5179,50,3.125,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#4,E-4,E-2
149.25,106.6071,50,3.25,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#3,E-3,E-2
149.375,106.6964,50,3.375,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#3,E-3,E-2
149.5,106.7857,50,3.5,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#3,E-3,E-2
149.625,106.875,50,3.625,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#3,E-3,E-2
149.75,106.9643,50,3.75,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#3,E-3,E-2
149.875,107.0536,50,3.875,B5,B4,B4,F#4,E-4,F#3,E-3,E-4,E-3,E-5,E-4,E-3,B4,B3,F#3,E-3,E-2
150.0,107.1429,51,1.0,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,B-4,B-3,B-2,B-4,B-3,F3,C#3,C#2
150.125,107.2321,51,1.125,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,B-4,B-3,B-2,B-4,B-3,F4,C#4,C#2
150.25,107.3214,51,1.25,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,B-4,B-3,B-2,B-4,B-3,F3,C#3,C#2
150.375,107.4107,51,1.375,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,B-4,B-3,B-2,B-4,B-3,F3,C#3,C#2
150.5,107.5,51,1.5,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,r,r,r,B-4,B-3,F3,C#3,C#2
150.625,107.5893,51,1.625,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,r,r,r,B-4,B-3,F3,C#3,C#2
150.75,107.6786,51,1.75,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,r,r,r,B-4,B-3,F3,C#3,C#2
150.875,107.7679,51,1.875,B-5,B-5,B-4,F4,C#4,F3,C#3,B-3,B-2,r,r,r,B-4,B-3,F3,C#3,C#2
151.0,107.8571,51,2.0,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,B-4,B-3,B-2,G#4,G#3,E-3,B2,B1
