qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Eb Trumpet 1,Eb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
390.5,154.1447,168,2.5,D6,G#5,F5,F5,D5,G#4,D4,F3,r,r,r,r,r,r,D6,G#4,F4,F3,F2
390.75,154.2434,168,2.75,C6,G#5,F5,F5,C5,G#4,E-4,F3,r,r,r,r,r,r,C6,G#4,E-4,F3,F2
391.0,154.3421,169,1.0,B5,G5,B5,B5,B4,G4,F4,F3,r,r,r,r,r,r,B5,G4,D4,F3,F2
391.5,154.5395,169,1.5,r,r,B5,B5,r,r,r,r,r,r,r,r,r,r,r,G4,C4,E-3,E-2
392.0,154.7368,169,2.0,r,r,B4,B4,r,r,r,r,r,r,r,r,r,r,r,G4,B3,D3,D2
392.5,154.9342,169,2.5,r,r,B4,B4,r,r,r,r,r,r,r,r,r,r,r,G4,D4,F3,F2
393.0,155.1316,170,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C5,C4,E-3,E-2
393.5,155.3289,170,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C5,C4,C4,C3
393.75,155.4276,170,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C5,C4,B3,B2
394.0,155.5263,170,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C4,r,C4,C3
394.25,155.625,170,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C4,r,B3,B-2
394.5,155.7237,170,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C4,r,G#3,G#2
394.75,155.8224,170,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C4,r,G3,G2
395.0,155.9211,171,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,D4,F#3,F#2
395.5,156.1184,171,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,D4,D3,D2
395.75,156.2171,171,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,D4,C#3,C#2
396.0,156.3158,171,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,B-5,D4,D3,D2
396.25,156.4145,171,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,B-5,D4,C3,C2
396.5,156.5132,171,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,B-5,D4,B-2,B-1
396.75,156.6118,171,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,B-5,D4,G#2,G#1
397.0,156.7105,172,1.0,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,A5,B-5,G4,G2,G1
397.5,156.9079,172,1.5,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,A5,B-5,G4,G3,G2
397.75,157.0066,172,1.75,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,A5,B-5,G4,F#3,F#2
398.0,157.1053,172,2.0,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,A4,B-4,G3,G3,G2
398.25,157.2039,172,2.25,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,A4,B-4,G3,A3,A2
398.5,157.3026,172,2.5,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,A4,B-4,G3,B-3,B-2
398.75,157.4013,172,2.75,r,r,r,r,r,r,D4,D3,r,r,r,r,r,r,A4,B-4,G3,G3,G2
399.0,157.5,173,1.0,B-5,B-5,r,r,r,r,G4,G3,r,r,r,r,r,r,G5,B-5,E-3,E-3,E-2
399.5,157.6974,173,1.5,B-5,B-5,r,r,r,r,G3,G2,r,r,r,r,r,r,G5,B-5,E-3,E-3,E-2
399.75,157.7961,173,1.75,B-5,B-5,r,r,r,r,G3,G2,r,r,r,r,r,r,G5,B-5,E-3,D3,D2
400.0,157.8947,173,2.0,B-5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,G4,B-4,E-4,E-3,E-2
400.25,157.9934,173,2.25,B-5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,G4,B-4,E-4,F3,F2
400.5,158.0921,173,2.5,B-5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,G4,B-4,E-4,E-3,E-2
400.75,158.1908,173,2.75,B-5,B-5,r,r,r,r,r,r,r,r,r,r,r,r,G4,B-4,E-4,D3,D2
401.0,158.2895,174,1.0,E6,E6,A4,A4,A4,A4,r,r,r,r,r,r,r,r,G5,A5,E4,C#3,C#2
401.5,158.4868,174,1.5,E5,E5,A4,A4,A4,A4,r,r,r,r,r,r,r,r,G5,A5,E4,C#3,C#2
401.75,158.5855,174,1.75,E5,E5,A4,A4,A4,A4,r,r,r,r,r,r,r,r,G5,A5,E4,B2,B1
402.0,158.6842,174,2.0,r,r,A4,A4,A4,A4,r,r,r,r,r,r,r,r,G4,A4,E3,C#3,C#2
402.25,158.7829,174,2.25,r,r,A4,A4,A4,A4,r,r,r,r,r,r,r,r,G4,A4,E3,D3,D2
402.5,158.8816,174,2.5,r,r,A4,A4,A4,A4,r,r,r,r,r,r,r,r,G4,A4,E3,E3,E2
402.75,158.9803,174,2.75,r,r,A4,A4,A4,A4,r,r,r,r,r,r,r,r,G4,A4,E3,C#3,C#2
403.0,159.0789,175,1.0,r,r,D5,D5,D5,D5,r,r,r,r,r,r,r,r,F5,A5,D3,D3,D2
403.5,159.2763,175,1.5,r,r,D4,D4,D4,D4,r,r,r,r,r,r,r,r,F5,A5,D3,E3,E2
403.75,159.375,175,1.75,r,r,D4,D4,D4,D4,r,r,r,r,r,r,r,r,F5,A5,D3,F3,F2
404.0,159.4737,175,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A4,D4,G3,G2
404.25,159.5724,175,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A4,D4,A3,A2
404.5,159.6711,175,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A4,D4,B3,B2
404.75,159.7697,175,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A4,D4,C#4,C#3
405.0,159.8684,176,1.0,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F5,A5,D4,D4,D3
405.25,159.9671,176,1.25,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F5,A5,D4,C#4,C#3
405.5,160.0658,176,1.5,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F4,A4,D4,D4,D3
405.75,160.1645,176,1.75,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F4,A4,D4,C#4,C#3
406.0,160.2632,176,2.0,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F5,A5,D5,D4,D3
406.25,160.3618,176,2.25,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F5,A5,D5,A3,A2
406.5,160.4605,176,2.5,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F4,A4,D4,F3,F2
406.75,160.5592,176,2.75,D6,D6,D5,D5,r,r,D4,D3,r,r,r,r,r,r,F4,A4,D4,D3,D2
407.0,160.6579,177,1.0,r,r,F5,D5,F5,D4,G#3,G#2,r,r,r,r,r,r,F5,B5,D5,G#3,G#2
407.25,160.7566,177,1.25,r,r,F5,D5,F5,D4,G#3,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
407.5,160.8553,177,1.5,r,r,F4,D4,F5,D4,G#2,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
407.75,160.9539,177,1.75,r,r,F4,D4,F5,D4,G#2,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
408.0,161.0526,177,2.0,F6,D6,r,r,F5,D4,B3,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
408.5,161.25,177,2.5,F5,D5,r,r,F5,D4,B2,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
409.0,161.4474,178,1.0,F6,D6,F5,D5,F5,D4,D4,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
409.5,161.6447,178,1.5,F5,D5,F4,D4,F5,D4,D3,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
410.0,161.8421,178,2.0,F6,D6,F5,D5,F5,D4,F4,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
410.5,162.0395,178,2.5,F5,D5,F4,D4,F5,D4,F3,G#2,r,r,r,r,r,r,F5,B4,D4,G#3,G#2
411.0,162.2368,179,1.0,F6,D6,F5,D5,F5,D4,G3,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
411.5,162.4342,179,1.5,F5,D5,F4,D4,F5,D4,G2,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
412.0,162.6316,179,2.0,r,r,r,r,F5,D4,B3,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
412.5,162.8289,179,2.5,r,r,r,r,F5,D4,B2,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
413.0,163.0263,180,1.0,F6,D6,F5,D5,F5,D4,D4,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
413.5,163.2237,180,1.5,F5,D5,F4,D4,F5,D4,D3,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
414.0,163.4211,180,2.0,F6,D6,F5,D5,F5,D4,F4,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
414.5,163.6184,180,2.5,F5,D5,F4,D4,F5,D4,F3,G2,r,r,r,r,r,r,F5,B4,D4,G3,G2
415.0,163.8158,181,1.0,F#6,D6,F#5,D5,F#5,D4,F#4,F#2,r,r,r,r,r,r,F#5,B4,D4,F#3,F#2
415.5,164.0132,181,1.5,F#6,r,F#5,D5,F#5,D4,F#4,F#2,r,r,r,r,r,r,F#5,D4,B3,F#3,F#2
416.0,164.2105,181,2.0,F#6,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,D4,B3,r,r
416.5,164.4079,181,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B3,r,r
417.0,164.6053,182,1.0,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,F#3,F#2
417.5,164.8026,182,1.5,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,F#3,F#2
418.0,165.0,182,2.0,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G#3,r,r
418.5,165.1974,182,2.5,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G#3,r,r
419.0,165.3947,183,1.0,G6,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,F#3,F#2
419.5,165.5921,183,1.5,G6,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G#3,F#3,F#2
420.0,165.7895,183,2.0,G6,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G#3,r,r
420.5,165.9868,183,2.5,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G#3,r,r
421.0,166.1842,184,1.0,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,B3,B2
421.5,166.3816,184,1.5,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B3,B3,B2
422.0,166.5789,184,2.0,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B3,r,r
422.5,166.7763,184,2.5,F#6,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,D4,B3,r,r
423.0,166.9737,185,1.0,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,C#4,C#3
423.5,167.1711,185,1.5,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,E4,C#4,C#4,C#3
424.0,167.3684,185,2.0,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,A3,A2
424.5,167.5658,185,2.5,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,G4,C#4,A3,A2
425.0,167.7632,186,1.0,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,D4,D3
425.5,167.9605,186,1.5,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F#4,D4,D4,D3
426.0,168.1579,186,2.0,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F#4,D4,r,r
426.5,168.3553,186,2.5,F#6,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,D4,D3,D2
427.0,168.5526,187,1.0,A6,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,C#3,C#2
427.25,168.6513,187,1.25,G6,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,C#3,C#2
427.5,168.75,187,1.5,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,E4,G#2,G#1
428.0,168.9474,187,2.0,G6,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,A3,D3,D2
428.25,169.0461,187,2.25,F#6,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,A3,D3,D2
428.5,169.1447,187,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,E4,F#3,F#2
429.0,169.3421,188,1.0,F#6,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,r,r,A2,A1
429.5,169.5395,188,1.5,F#6,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,G#4,D4,A3,A2
430.0,169.7368,188,2.0,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,C#4,A2,A1
430.5,169.9342,188,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
431.0,170.1316,189,1.0,F#6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,r
431.25,170.2303,189,1.25,F#6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
431.5,170.3289,189,1.5,F#6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
431.75,170.4276,189,1.75,F#6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
432.0,170.5263,189,2.0,F#6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
432.25,170.625,189,2.25,F#6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
432.5,170.7237,189,2.5,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
432.75,170.8224,189,2.75,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
433.0,170.9211,190,1.0,C#6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
433.25,171.0197,190,1.25,C#6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,F#5,r,r,r,r
433.5,171.1184,190,1.5,C#6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
433.75,171.2171,190,1.75,C#6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,F#5,r,r,r,r
434.0,171.3158,190,2.0,C#6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
434.25,171.4145,190,2.25,C#6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
434.5,171.5132,190,2.5,E6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
434.75,171.6118,190,2.75,E6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
435.0,171.7105,191,1.0,G6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
435.25,171.8092,191,1.25,G6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
435.5,171.9079,191,1.5,G6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
435.75,172.0066,191,1.75,G6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
436.0,172.1053,191,2.0,G6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
436.25,172.2039,191,2.25,G6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
436.5,172.3026,191,2.5,E6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
436.75,172.4013,191,2.75,E6,r,A5,G5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
437.0,172.5,192,1.0,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
437.25,172.5987,192,1.25,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,r
437.5,172.6974,192,1.5,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
437.75,172.7961,192,1.75,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
438.0,172.8947,192,2.0,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
438.25,172.9934,192,2.25,D6,r,A5,F#5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
438.5,173.0921,192,2.5,F#6,A5,A5,F#5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
438.75,173.1908,192,2.75,F#6,A5,A5,F#5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
439.0,173.2895,193,1.0,A6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
439.25,173.3882,193,1.25,A6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,F#5,r,r,r,r
439.5,173.4868,193,1.5,A6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
439.75,173.5855,193,1.75,A6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
440.0,173.6842,193,2.0,A6,A5,G5,E5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
440.25,173.7829,193,2.25,A6,A5,G5,E5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
440.5,173.8816,193,2.5,A6,A5,G5,E5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
440.75,173.9803,193,2.75,A6,A5,G5,E5,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
441.0,174.0789,194,1.0,A6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
441.25,174.1776,194,1.25,A6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
441.5,174.2763,194,1.5,A6,A5,A5,F#5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
441.75,174.375,194,1.75,A6,A5,A5,F#5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
442.0,174.4737,194,2.0,A6,A5,A5,F#5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
442.25,174.5724,194,2.25,A6,A5,A5,F#5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
442.5,174.6711,194,2.5,F#6,B5,A5,F#5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
442.75,174.7697,194,2.75,F#6,B5,A5,F#5,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
443.0,174.8684,195,1.0,G6,B5,G5,G5,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
443.25,174.9671,195,1.25,G6,B5,G5,G5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
443.5,175.0658,195,1.5,E6,A5,G5,E5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
443.75,175.1645,195,1.75,E6,A5,G5,E5,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
444.0,175.2632,195,2.0,F#6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
444.25,175.3618,195,2.25,F#6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
444.5,175.4605,195,2.5,D6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
444.75,175.5592,195,2.75,D6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,r
445.0,175.6579,196,1.0,F#6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r
445.25,175.7566,196,1.25,F#6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,D4,r,r,r,r
445.5,175.8553,196,1.5,F#6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
445.75,175.9539,196,1.75,F#6,A5,F#5,D5,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
446.0,176.0526,196,2.0,E6,A5,E5,C#5,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r
446.5,176.25,196,2.5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
446.75,176.3487,196,2.75,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
447.0,176.4474,197,1.0,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,B-3,A2,A1
447.25,176.5461,197,1.25,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B-3,A2,A1
447.5,176.6447,197,1.5,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,A3,A2,A1
447.75,176.7434,197,1.75,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A3,A2,A1
448.0,176.8421,197,2.0,G6,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B-4,r,r,r
448.25,176.9408,197,2.25,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-4,r,r,r
448.5,177.0395,197,2.5,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,A4,r,r,r
448.75,177.1382,197,2.75,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,r,r,r
449.0,177.2368,198,1.0,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,B3,A2,A1
449.25,177.3355,198,1.25,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B3,A2,A1
449.5,177.4342,198,1.5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,A3,A2,A1
449.75,177.5329,198,1.75,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A3,A2,A1
450.0,177.6316,198,2.0,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B4,r,r,r
450.25,177.7303,198,2.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B4,r,r,r
450.5,177.8289,198,2.5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,A4,r,r,r
450.75,177.9276,198,2.75,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,r,r,r
451.0,178.0263,199,1.0,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,B-3,A2,A1
451.25,178.125,199,1.25,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B-3,A2,A1
451.5,178.2237,199,1.5,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,A3,A2,A1
451.75,178.3224,199,1.75,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A3,A2,A1
452.0,178.4211,199,2.0,G6,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,B-4,r,r,r
452.25,178.5197,199,2.25,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-4,r,r,r
452.5,178.6184,199,2.5,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G#4,r,r,r
452.75,178.7171,199,2.75,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G#4,r,r,r
453.0,178.8158,200,1.0,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,A3,G3,G2
453.25,178.9145,200,1.25,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,A3,G3,G2
453.5,179.0132,200,1.5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,G3,G3,G2
453.75,179.1118,200,1.75,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,G3,G3,G2
454.0,179.2105,200,2.0,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A4,r,r,r
454.25,179.3092,200,2.25,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A4,r,r,r
454.5,179.4079,200,2.5,C6,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G4,r,r,r
454.75,179.5066,200,2.75,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G4,r,r,r
455.0,179.6053,201,1.0,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,G3,F#3,F#2
455.25,179.7039,201,1.25,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,G3,F#3,F#2
455.5,179.8026,201,1.5,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,F#3,F#3,F#2
455.75,179.9013,201,1.75,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,F#3,F#3,F#2
456.0,180.0,201,2.0,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,G4,r,r,r
456.25,180.0987,201,2.25,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,G4,r,r,r
456.5,180.1974,201,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,F#4,r,r,r
456.75,180.2961,201,2.75,C#6,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F#4,r,r,r
457.0,180.3947,202,1.0,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,A3,G3,G2
457.25,180.4934,202,1.25,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,A3,G3,G2
457.5,180.5921,202,1.5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,G3,G3,G2
457.75,180.6908,202,1.75,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,G3,G3,G2
458.0,180.7895,202,2.0,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,A4,r,r,r
458.25,180.8882,202,2.25,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,A4,r,r,r
458.5,180.9868,202,2.5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,G4,r,r,r
458.75,181.0855,202,2.75,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,G4,r,r,r
459.0,181.1842,203,1.0,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,G#3,A3,A2
459.25,181.2829,203,1.25,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,G#3,A3,A2
459.5,181.3816,203,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,A3,r,r
459.75,181.4803,203,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,A3,r,r
460.0,181.5789,203,2.0,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G#4,G#3,A2,A1
460.25,181.6776,203,2.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G#4,G#3,A2,A1
460.5,181.7763,203,2.5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,A4,A3,r,r
460.75,181.875,203,2.75,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,A3,r,r
461.0,181.9737,204,1.0,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D3,D3,D2
461.3333,182.1053,204,1.3333,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A4,A3,A2
