qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
540.0,548.0,,Main Part,,P8(Bassoon 2),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Main),P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,,,,,
548.0,552.0,,Main Part,,P3(Main)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Main)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Main)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Main)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Main)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 2),P7(Main)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1),,,,,,,,
552.0,560.0,,Main Part,,P8(Bassoon 2),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Main),P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,,,,,
560.0,564.0,,P3(Bb Clarinet 1)&P6(Bassoon 1)&P6(Bassoon 2),,P3(Oboe 1)&P4(Bassoon 1)&P4(Bassoon 2),,P6(Oboe 1)&P4(Bb Clarinet 1)&U(Bassoon 2),P6(Oboe 1)&P4(Bb Clarinet 1)&U(Bassoon 1),,,,,,Main Part,,,,
564.0,582.0,,,,,,,,P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),,,,Main Part,P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Violin 2)&P5(Viola)&P8(Contrabass),P3(Violin 2)&P5(Viola)&P8(Violoncello)
582.0,588.0,,,,,,,,P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
588.0,596.0,,P8(Bassoon 1),,,P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1),,P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,Main Part,P6(Viola)&P6(Violoncello)&P6(Contrabass),P6(Violin 2)&P8(Violoncello)&P8(Contrabass),P6(Violin 2)&P8(Viola)&P8(Contrabass),P6(Violin 2)&P8(Viola)&P8(Violoncello)
596.0,600.0,,P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),,P3(Oboe 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Oboe 1)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1),,,,Main Part,,,,
600.0,606.0,,P8(Bassoon 1),,P8(Bassoon 2),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1),P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,Main Part,,,,
606.0,612.0,,P8(Bassoon 1),,Main Part,,P8(Oboe 1),,P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),,,,,,,,
612.0,636.0,,P8(Bb Clarinet 2),,Main Part,P8(Oboe 1),,,,,,,,,,,,
636.0,642.0,P8(Oboe 1),P8(Flute),,Main Part,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,,,,,
642.0,648.0,P8(Oboe 1),P8(Flute),,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,Main Part,P3(Main)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P4(Main)&P6(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Main)&P4(Violin 2)&P3(Viola)&P8(Contrabass),P2(Main)&P4(Violin 2)&P3(Viola)&P8(Violoncello)
648.0,654.0,P8(Oboe 1),P8(Flute),,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,Main Part,,,,
654.0,659.5,P8(Oboe 1),P8(Flute),,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,Main Part,P6(Viola),P6(Violin 2),P2(Main)&P8(Contrabass),P2(Main)&P8(Violoncello)
659.5,671.5,,,,Main Part,,U(Violin 2),,,,,,,P8(Violoncello),U(Bassoon 1),,P8(Violin 1),
671.5,690.0,U(Oboe 1)&P6(Oboe 2)&P8(Main)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),U(Flute)&P6(Oboe 2)&P8(Main)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P6(Flute)&P6(Oboe 1)&P6(Main)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),Main Part,P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P6(Main)&P6(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P8(Main)&P6(Bb Clarinet 2)&P6(Bassoon 2)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P6(Main)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P8(Main)&P6(Bb Clarinet 2)&U(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 2),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P8(Main)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1),,,,P8(Viola)&P8(Violoncello),,P8(Violin 1)&P8(Violoncello),P8(Violin 1)&P8(Viola),
690.0,698.0,P8(Main)&P8(Bassoon 1),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bassoon 2),Main Part,P8(Oboe 2)&P8(Bassoon 2),P8(Flute)&P8(Main),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Oboe 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P8(Bb (basso) Horn 1),,,,,U(Viola)&P8(Violoncello),U(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
698.0,702.0,P7(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P7(Flute)&P5(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P3(Flute)&P5(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P8(Flute)&P7(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Flute)&P5(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P8(Flute)&P7(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Flute)&P5(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Flute)&P8(Oboe 1)&P5(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 2),P7(Flute)&P8(Oboe 1)&P5(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1),,,,Main Part,U(Viola)&P8(Violoncello),U(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
702.0,710.0,P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Flute)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Oboe 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P8(Bb (basso) Horn 1),,,,Main Part,P8(Viola)&P8(Violoncello),P8(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
710.0,714.0,P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),,,P8(Flute)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P6(Flute)&P6(Bb Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Flute)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P6(Flute)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P6(Flute)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 2),P6(Flute)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),,,,Main Part,P8(Viola)&P8(Violoncello),P8(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
714.0,738.0,P8(Main)&P8(Bassoon 1),P6(Oboe 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P6(Oboe 1)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),Main Part,P8(Bassoon 2),P8(Flute)&P8(Main),P8(Bb Clarinet 2),,,P6(Oboe 1)&U(Oboe 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P6(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P6(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Contrabass),,,P8(Violoncello),P8(Viola),P6(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)
738.0,759.0,P8(Main)&P8(Bassoon 1),,,Main Part,,P8(Flute)&P8(Main),,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),
759.0,762.0,P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P3(Oboe 2)&U(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Flute)&P3(Oboe 1)&P3(Main)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),Main Part,P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Timpani)&P4(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)
762.0,765.0,P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P8(Flute)&P3(Oboe 2)&U(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Flute)&P3(Oboe 1)&P3(Main)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),Main Part,P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2),P8(Timpani)&P8(Contrabass),P8(Bb Trumpet 2),P8(Bb Trumpet 1),P8(Bb (basso) Horn 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Bb (basso) Horn 2)&P8(Timpani)
765.0,768.0,P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P3(Oboe 2)&U(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P3(Main)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),Main Part,P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
768.0,771.0,P8(Oboe 1)&P8(Main)&P8(Bassoon 1),P8(Flute)&U(Main)&P8(Bassoon 1),U(Bb Clarinet 2)&P8(Bassoon 2)&P6(Bb (basso) Horn 1),Main Part,U(Oboe 2)&P8(Bassoon 2)&P6(Bb (basso) Horn 1),P8(Flute)&P8(Oboe 1)&P8(Main),P8(Oboe 2)&P8(Bb Clarinet 2)&P6(Bb (basso) Horn 1),P6(Oboe 2)&P6(Bb Clarinet 2)&P6(Bassoon 2),P8(Timpani)&P8(Contrabass),P8(Bb Trumpet 2),P8(Bb Trumpet 1),P8(Bb (basso) Horn 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Bb (basso) Horn 2)&P8(Timpani)
771.0,774.0,P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P3(Oboe 2)&U(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Flute)&P3(Oboe 1)&P3(Main)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),Main Part,P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Timpani)&P4(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)
774.0,777.0,P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P8(Flute)&P3(Oboe 2)&U(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Flute)&P3(Oboe 1)&P3(Main)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),Main Part,P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2),P8(Timpani)&P8(Contrabass),P8(Bb Trumpet 2),P8(Bb Trumpet 1),P8(Bb (basso) Horn 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Bb (basso) Horn 2)&P8(Timpani)
