qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Traverso 1,Traverso 2,Oboe 1,Oboe 2,Bassoon,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto,Tenor,Bass,Continuo
54.0,33.0612,37,1.0,B5,D5,r,r,B5,D5,B5,D5,B2,B5,D5,F#4,r,r,r,r,r,B2
54.25,33.2143,37,1.1667,B5,D5,r,r,B5,F#4,B5,F#4,B2,B5,F#4,F#4,r,r,r,r,r,B2
54.5,33.3673,37,1.3333,r,r,r,r,r,B4,r,B4,D3,r,B4,F#4,r,r,r,r,r,D3
54.75,33.5204,37,1.5,r,r,r,r,r,D5,r,D5,D3,r,D5,F#4,r,r,r,r,r,D3
55.0,33.6735,37,1.6667,r,r,r,r,r,B4,r,B4,C#3,r,B4,F#4,r,r,r,r,r,C#3
55.25,33.8265,37,1.8333,r,r,r,r,r,F#4,r,F#4,C#3,r,F#4,F#4,r,r,r,r,r,C#3
55.5,33.9796,38,1.0,F#5,D5,r,r,r,D5,r,D5,B2,r,D5,F#4,r,r,r,r,r,B2
55.75,34.1327,38,1.1667,F#5,D5,r,r,B4,D5,B4,D5,B2,B4,D5,F#4,r,r,r,r,r,B2
56.0,34.2857,38,1.3333,r,r,r,r,D5,D5,D5,D5,B2,D5,D5,F#4,r,r,r,r,r,B2
56.25,34.4388,38,1.5,r,r,r,r,F#5,D5,F#5,D5,B2,F#5,D5,F#4,r,r,r,r,r,B2
56.5,34.5918,38,1.6667,r,r,r,r,D5,D5,D5,D5,A2,D5,D5,F#4,r,r,r,r,r,A2
56.75,34.7449,38,1.8333,r,r,r,r,B4,D5,B4,D5,A2,B4,D5,F#4,r,r,r,r,r,A2
57.0,34.898,39,1.0,B5,D5,r,r,B5,D5,B5,D5,G#2,B5,D5,E4,r,r,r,r,r,G#2
57.25,35.051,39,1.1667,B5,D5,r,r,B5,E4,B5,E4,G#2,B5,E4,E4,r,r,r,r,r,G#2
57.5,35.2041,39,1.3333,r,r,r,r,B5,G#4,B5,G#4,E3,B5,G#4,B3,r,r,r,r,r,E3
57.75,35.3571,39,1.5,r,r,r,r,B5,B4,B5,B4,E3,B5,B4,B3,r,r,r,r,r,E3
58.0,35.5102,39,1.6667,r,r,r,r,B5,G#4,B5,G#4,D3,B5,G#4,B3,r,r,r,r,r,D3
58.25,35.6633,39,1.8333,r,r,r,r,B5,E4,B5,E4,D3,B5,E4,B3,r,r,r,r,r,D3
58.5,35.8163,40,1.0,r,r,r,r,B5,E5,B5,E5,C#3,B5,E5,E3,r,r,r,r,r,C#3
58.75,35.9694,40,1.1667,r,r,r,r,D6,F#5,D6,F#5,B2,D6,F#5,E3,r,r,r,r,r,B2
59.0,36.1224,40,1.3333,C#6,E5,r,r,C#6,E5,C#6,E5,C#3,C#6,E5,A3,r,r,r,r,r,C#3
59.25,36.2755,40,1.5,C#6,E5,r,r,B5,D5,B5,D5,D3,B5,D5,A3,r,r,r,r,r,D3
59.5,36.4286,40,1.6667,B5,E5,r,r,A5,C#5,A5,C#5,E3,A5,C#5,E4,r,r,r,r,r,E3
59.75,36.5816,40,1.8333,B5,E5,r,r,G#5,B4,G#5,B4,E3,G#5,B4,E4,r,r,r,r,r,E3
60.0,36.7347,41,1.0,A5,E5,A4,A2,A5,C#5,A5,C#5,A2,A5,C#5,E4,A4,r,r,r,r,A2
60.25,36.8878,41,1.1667,A5,E5,A4,A2,A5,C#5,A5,C#5,A2,A5,C#5,E4,A4,r,r,r,r,A3
60.5,37.0408,41,1.3333,r,r,r,r,r,r,r,r,r,A3,r,r,E4,r,r,r,r,C#4
60.75,37.1939,41,1.5,r,r,r,r,r,r,r,r,r,A3,r,r,E4,r,r,r,r,E4
61.0,37.3469,41,1.6667,r,r,r,r,r,r,r,r,r,A4,r,r,A4,r,r,r,r,C#4
61.25,37.5,41,1.8333,r,r,r,r,r,r,r,r,r,A4,r,r,A4,r,r,r,r,A3
61.5,37.6531,42,1.0,r,r,r,r,r,r,r,r,r,A4,r,r,B4,r,r,r,r,E4
62.0,37.9592,42,1.3333,r,r,r,r,r,r,r,r,r,G#4,r,r,C#5,r,r,r,r,r
62.25,38.1122,42,1.5,r,r,r,r,r,r,r,r,r,A4,r,r,B4,r,r,r,r,r
62.5,38.2653,42,1.6667,r,r,r,r,r,r,r,r,r,F#4,r,r,A4,r,r,r,r,r
62.75,38.4184,42,1.8333,r,r,r,r,r,r,r,r,r,G#4,r,r,B4,r,r,r,r,r
63.0,38.5714,43,1.0,A5,E5,A4,A2,r,r,r,r,r,A4,A4,r,C#5,A4,r,r,r,r
63.25,38.7245,43,1.1667,A5,E5,A4,A2,r,r,r,r,r,G#4,A4,r,C#5,A4,r,r,r,A3
63.5,38.8776,43,1.3333,r,r,r,r,r,r,r,r,r,A4,A3,r,E5,E4,r,r,r,C#4
63.75,39.0306,43,1.5,r,r,r,r,r,r,r,r,r,B4,A3,r,D5,E4,r,r,r,E4
64.0,39.1837,43,1.6667,r,r,r,r,r,r,r,r,r,C#5,A4,r,E5,A4,r,r,r,C#4
64.25,39.3367,43,1.8333,r,r,r,r,r,r,r,r,r,D5,A4,r,C#5,A4,r,r,r,A3
64.5,39.4898,44,1.0,r,r,r,r,r,r,r,r,r,B4,A4,r,D5,B4,r,r,r,E4
65.0,39.7959,44,1.3333,r,r,r,r,r,r,r,r,r,E4,G#4,r,E5,C#5,r,r,r,r
65.25,39.949,44,1.5,r,r,r,r,r,r,r,r,r,E4,A4,r,E5,B4,r,r,r,r
65.5,40.102,44,1.6667,r,r,r,r,r,r,r,r,r,D5,F#4,r,F#5,A4,r,r,r,r
65.75,40.2551,44,1.8333,r,r,r,r,r,r,r,r,r,D5,G#4,r,F#5,B4,r,r,r,r
66.0,40.4082,45,1.0,C#6,A5,E5,A2,r,r,r,r,A2,C#5,A4,E4,E5,C#5,A4,E3,A2,A2
66.25,40.5612,45,1.1667,C#6,A5,E5,A2,E4,E4,E4,E4,A2,D5,B4,E4,E5,C#5,A4,E3,A2,A2
66.5,40.7143,45,1.3333,C#6,A5,E5,A2,A4,A4,A4,A4,A2,E5,C#5,C#4,E5,C#5,E4,A3,A2,A2
66.75,40.8673,45,1.5,C#6,A5,E5,A2,C#5,C#5,C#5,C#5,A2,E5,C#5,C#4,E5,C#5,E4,A3,A2,A2
67.0,41.0204,45,1.6667,B5,G#5,D5,D3,E5,E5,E5,E5,B2,E5,G#4,D4,E5,B4,D4,G#3,B2,B2
67.25,41.1735,45,1.8333,B5,G#5,D5,D3,G#4,G#4,G#4,G#4,B2,E5,G#4,D4,E5,B4,D4,G#3,B2,B2
67.5,41.3265,46,1.0,A5,A5,E5,A2,A4,A4,A4,A4,C#3,E5,E4,A4,E5,A4,C#4,A3,C#3,C#3
67.75,41.4796,46,1.1667,A5,A5,E5,A2,E5,A4,E5,A4,C#3,E5,E4,A4,E5,A4,C#4,A3,C#3,C#3
68.0,41.6327,46,1.3333,r,r,r,r,F#5,G#4,F#5,G#4,D3,F#5,G#4,B3,F#5,G#4,B3,D4,D3,D3
68.25,41.7857,46,1.5,r,r,r,r,E5,G#4,E5,G#4,C#3,E5,G#4,B3,E5,G#4,B3,D4,C#3,C#3
68.5,41.9388,46,1.6667,r,r,r,r,D5,A4,D5,A4,B2,D5,A4,E4,D5,A4,E4,E4,B2,B2
68.75,42.0918,46,1.8333,r,r,r,r,C#5,A4,C#5,A4,A2,C#5,A4,E4,C#5,A4,E4,E4,A2,A2
69.0,42.2449,47,1.0,r,r,r,r,B4,G#4,B4,G#4,E3,B4,G#4,E4,B4,E4,G#4,E4,E3,E3
69.25,42.398,47,1.1667,r,r,r,r,B4,E4,B4,E4,E3,B4,E4,E4,B4,E4,G#4,E4,E3,E3
69.5,42.551,47,1.3333,r,r,r,r,r,G#4,r,G#4,r,r,G#4,r,E5,B4,E4,B3,E3,r
69.75,42.7041,47,1.5,r,r,r,r,r,B4,r,B4,r,r,B4,r,E5,A4,E4,B3,E3,r
70.0,42.8571,47,1.6667,r,r,r,r,r,G#4,r,G#4,r,r,G#4,r,D5,B4,G#4,B3,E3,r
70.25,43.0102,47,1.8333,r,r,r,r,r,E4,r,E4,r,r,E4,r,D5,G#4,G#4,B3,E3,r
70.5,43.1633,48,1.0,r,r,r,r,r,E5,r,E5,E2,r,E5,A4,C#5,E4,A4,C#4,A3,E2
70.75,43.3163,48,1.1667,r,r,r,r,C#5,E5,C#5,E5,E2,C#5,E5,A4,C#5,E4,A4,C#4,A3,E2
71.0,43.4694,48,1.3333,r,r,r,r,E5,E5,E5,E5,r,E5,E5,r,D5,E5,E4,B3,G#3,r
71.25,43.6224,48,1.5,r,r,r,r,A5,E5,A5,E5,r,A5,E5,r,C#5,E5,E4,B3,G#3,r
71.5,43.7755,48,1.6667,r,r,r,r,E5,E5,E5,E5,r,E5,E5,r,B4,E4,E4,C#4,A3,r
71.75,43.9286,48,1.8333,r,r,r,r,E-5,E5,E-5,E5,r,E-5,E5,r,A4,E4,E4,C#4,A3,r
72.0,44.0816,49,1.0,r,r,r,r,B5,E5,B5,E5,E3,B5,E5,G#4,E5,B4,E4,B3,E3,E3
72.25,44.2347,49,1.1667,r,r,r,r,B5,E4,B5,E4,E3,B5,E4,G#4,E5,B4,E4,B3,E3,E3
72.5,44.3878,49,1.3333,r,r,r,r,r,G#4,r,G#4,E3,r,G#4,E4,B4,G#4,E4,B3,E3,E3
72.75,44.5408,49,1.5,r,r,r,r,r,B4,r,B4,E3,r,B4,E4,B4,G#4,E4,B3,E3,E3
73.0,44.6939,49,1.6667,r,r,r,r,r,G#4,r,G#4,D3,r,G#4,B3,B4,G#4,E4,B3,E3,D3
73.25,44.8469,49,1.8333,r,r,r,r,r,E4,r,E4,D3,r,E4,B3,B4,G#4,E4,B3,E3,D3
73.5,45.0,50,1.0,r,r,r,r,r,E5,r,E5,C#3,r,E5,C#4,E5,C#5,r,r,r,C#3
73.75,45.1531,50,1.1667,r,r,r,r,C#5,E5,C#5,E5,C#3,C#5,E5,C#4,E5,C#5,r,r,r,C#3
74.0,45.3061,50,1.3333,r,r,r,r,E5,E5,E5,E5,C#3,E5,E5,G#4,E5,C#5,r,r,C#3,C#3
74.25,45.4592,50,1.5,r,r,r,r,G#5,E5,G#5,E5,C#3,G#5,E5,G#4,E5,C#5,r,r,C#3,C#3
74.5,45.6122,50,1.6667,r,r,r,r,E5,E5,E5,E5,B2,E5,E5,G#4,E5,C#5,r,r,C#3,B2
74.75,45.7653,50,1.8333,r,r,r,r,C#5,E5,C#5,E5,B2,C#5,E5,G#4,E5,C#5,r,r,C#3,B2
75.0,45.9184,51,1.0,r,r,r,r,C#6,E5,C#6,E5,B-2,C#6,E5,F#4,E5,C#5,r,r,F#3,B-2
75.25,46.0714,51,1.1667,r,r,r,r,C#6,F#4,C#6,F#4,B-2,C#6,F#4,F#4,E5,C#5,r,r,F#3,B-2
75.5,46.2245,51,1.3333,r,r,r,r,C#6,B-4,C#6,B-4,F#3,C#6,B-4,C#4,E5,C#5,B-4,C#4,F#3,F#3
75.75,46.3776,51,1.5,r,r,r,r,C#6,C#5,C#6,C#5,F#3,C#6,C#5,C#4,E5,C#5,B-4,C#4,F#3,F#3
76.0,46.5306,51,1.6667,r,r,r,r,C#6,B-4,C#6,B-4,E3,C#6,B-4,C#4,E5,C#5,B-4,C#4,E3,E3
76.25,46.6837,51,1.8333,r,r,r,r,C#6,F#4,C#6,F#4,E3,C#6,F#4,C#4,E5,C#5,B-4,C#4,E3,E3
76.5,46.8367,52,1.0,r,r,r,r,C#6,F#5,C#6,F#5,D3,C#6,F#5,F#3,E5,C#5,B-4,F#4,D3,D3
76.75,46.9898,52,1.1667,r,r,r,r,E6,G5,C#6,G5,C#3,E6,G5,F#3,G5,E5,B-4,F#4,C#3,C#3
77.0,47.1429,52,1.3333,r,r,r,r,D6,F#5,B5,F#5,D3,D6,F#5,B3,F#5,D5,B4,F#4,D3,D3
77.25,47.2959,52,1.5,r,r,r,r,C#6,E5,C#6,E5,E3,C#6,E5,B3,E5,C#5,B4,F#4,E3,E3
77.5,47.449,52,1.6667,r,r,r,r,B5,D5,B5,D5,F#3,B5,D5,F#4,D5,B4,F#4,F#4,F#3,F#3
77.75,47.602,52,1.8333,r,r,r,r,B-5,C#5,B-5,C#5,F#3,B-5,C#5,F#4,C#5,B-4,F#4,F#4,F#3,F#3
78.0,47.7551,53,1.0,r,r,r,r,B5,D5,B5,D5,B2,B5,D5,F#4,D5,B4,r,F#4,B2,B2
78.25,47.9082,53,1.1667,r,r,r,r,B5,F#4,B5,F#4,B2,B5,F#4,F#4,D5,B4,r,E4,B2,B2
78.5,48.0612,53,1.3333,r,r,r,r,r,B4,r,B4,D3,r,B4,D4,B4,F#4,F#4,F#4,r,D3
78.75,48.2143,53,1.5,r,r,r,r,r,D5,r,D5,D3,r,D5,D4,B4,F#4,F#4,G4,r,D3
79.0,48.3673,53,1.6667,r,r,r,r,r,B4,r,B4,C#3,r,B4,E4,r,r,F#4,F#4,r,C#3
79.25,48.5204,53,1.8333,r,r,r,r,r,F#4,r,F#4,C#3,r,F#4,E4,r,r,F#4,E4,r,C#3
79.5,48.6735,54,1.0,r,r,r,r,r,D5,r,D5,B2,r,D5,F#4,r,r,B4,D4,r,B2
79.75,48.8265,54,1.1667,r,r,r,r,B4,D5,B4,D5,B2,B4,D5,F#4,r,r,B4,D4,r,B2
80.0,48.9796,54,1.3333,r,r,r,r,D5,D5,D5,D5,B2,D5,D5,F#4,r,r,B4,D4,B2,B2
80.25,49.1327,54,1.5,r,r,r,r,F#5,D5,F#5,D5,B2,F#5,D5,F#4,r,r,B4,D4,B2,B2
80.5,49.2857,54,1.6667,r,r,r,r,D5,D5,D5,D5,A2,D5,D5,F#4,r,r,B4,D4,B2,A2
80.75,49.4388,54,1.8333,r,r,r,r,B4,D5,B4,D5,A2,B4,D5,F#4,r,r,B4,D4,B2,A2
81.0,49.5918,55,1.0,r,r,r,r,B5,D5,B5,D5,G#2,B5,D5,E4,r,r,B4,D4,E3,G#2
81.25,49.7449,55,1.1667,r,r,r,r,B5,E4,B5,E4,G#2,B5,E4,E4,r,r,B4,D4,E3,G#2
81.5,49.898,55,1.3333,r,r,r,r,B5,G#4,B5,G#4,E3,B5,G#4,B3,B4,G#4,B4,D4,E3,E3
81.75,50.051,55,1.5,r,r,r,r,B5,B4,B5,B4,E3,B5,B4,B3,B4,G#4,B4,D4,E3,E3
82.0,50.2041,55,1.6667,r,r,r,r,B5,G#4,B5,G#4,D3,B5,G#4,B3,B4,G#4,B4,D4,D3,D3
82.25,50.3571,55,1.8333,r,r,r,r,B5,E4,B5,E4,D3,B5,E4,B3,B4,G#4,B4,D4,D3,D3
82.5,50.5102,56,1.0,r,r,r,r,B5,E5,B5,E5,C#3,B5,E5,E3,E5,G#4,B4,D4,C#3,C#3
82.75,50.6633,56,1.1667,r,r,r,r,D6,F#5,D6,F#5,B2,D6,F#5,E3,E5,G#4,D5,F#4,B2,B2
83.0,50.8163,56,1.3333,r,r,r,r,C#6,E5,C#6,E5,C#3,C#6,E5,A3,E5,A4,C#5,E4,C#3,C#3
83.25,50.9694,56,1.5,r,r,r,r,B5,D5,B5,D5,D3,B5,D5,A3,E5,A4,B4,D4,D3,D3
83.5,51.1224,56,1.6667,r,r,r,r,A5,C#5,A5,C#5,E3,A5,C#5,E4,E5,E4,A4,C#4,E3,E3
83.75,51.2755,56,1.8333,r,r,r,r,G#5,B4,G#5,B4,E3,G#5,B4,E4,E5,E4,G#4,B3,E3,E3
84.0,51.4286,57,1.0,r,r,r,r,A5,C#5,A5,C#5,A2,A5,C#5,E4,E5,r,A4,C#4,A2,A2
84.25,51.5816,57,1.1667,r,r,r,r,A5,C#5,A5,C#5,A2,A4,C#5,E4,A4,r,A4,C#4,A2,A2
84.5,51.7347,57,1.3333,r,r,r,r,E5,C#5,E5,C#5,A3,C#5,r,r,C#5,C#5,E4,A3,A3,A3
84.75,51.8878,57,1.5,r,r,r,r,E5,C#5,E5,C#5,A3,E5,r,r,E5,C#5,E4,A3,B3,A3
85.0,52.0408,57,1.6667,r,r,r,r,A5,F#5,A5,F#5,F#3,A5,C#5,F#4,A5,A4,r,r,C#4,F#3
85.25,52.1939,57,1.8333,r,r,r,r,A5,F#5,A5,F#5,F#3,C#5,C#5,F#4,A5,A4,r,r,A3,F#3
85.5,52.3469,58,1.0,r,r,r,r,r,r,r,r,D3,B4,F#5,F#4,A5,F#5,B4,r,D4,D3
85.75,52.5,58,1.1667,r,r,r,r,r,r,r,r,D3,A5,F#5,F#4,A5,F#5,B4,r,D4,D3
86.0,52.6531,58,1.3333,r,r,r,r,G#5,E5,G#5,E5,B2,G#5,r,r,G#5,E5,B4,r,B3,B2
86.25,52.8061,58,1.5,r,r,r,r,F#5,D5,F#5,D5,B2,F#5,r,r,F#5,D5,B4,r,B3,B2
86.5,52.9592,58,1.6667,r,r,r,r,G#5,E5,G#5,E5,E3,G#5,E5,B3,G#5,C#5,G#4,r,E4,E3
86.75,53.1122,58,1.8333,r,r,r,r,G#5,E5,G#5,E5,E3,B4,E5,B3,G#5,B4,G#4,r,E4,E3
87.0,53.2653,59,1.0,r,r,r,r,r,r,r,r,F#2,A4,C#5,F#4,C#5,A4,C#5,C#4,F#3,F#2
87.25,53.4184,59,1.1667,r,r,r,r,r,r,r,r,F#2,F#4,C#5,F#4,C#5,A4,C#5,C#4,F#3,F#2
87.5,53.5714,59,1.3333,r,r,r,r,C#5,A4,C#5,A4,F#3,A4,r,r,F#5,A4,A4,C#4,A3,F#3
87.75,53.7245,59,1.5,r,r,r,r,C#5,A4,C#5,A4,F#3,C#5,r,r,F#5,A4,A4,C#4,A3,F#3
88.0,53.8776,59,1.6667,r,r,r,r,F#5,D5,F#5,D5,D3,F#5,D5,A4,F#5,A4,F#4,A3,D4,D3
88.25,54.0306,59,1.8333,r,r,r,r,F#5,D5,F#5,D5,D3,A4,D5,A4,F#5,A4,F#4,A3,D4,D3
88.5,54.1837,60,1.0,r,r,r,r,r,r,r,r,B2,G#4,D5,B4,F#5,G#4,D5,B3,B3,B2
88.75,54.3367,60,1.1667,r,r,r,r,r,r,r,r,B2,F#5,D5,B4,F#5,G#4,D5,B3,B3,B2
89.0,54.4898,60,1.3333,r,r,r,r,E5,C#5,E5,C#5,G#2,E5,r,r,E5,G#4,B4,G#4,G#3,G#2
89.25,54.6429,60,1.5,r,r,r,r,D5,B4,D5,B4,G#2,D5,r,r,D5,G#4,B4,F#4,G#3,G#2
89.5,54.7959,60,1.6667,r,r,r,r,E5,C#5,E5,C#5,C#3,E5,A4,E4,E5,r,C#5,E4,C#4,C#3
89.75,54.949,60,1.8333,r,r,r,r,E5,C#5,E5,C#5,C#3,G4,A4,E4,E5,r,C#5,E4,C#4,C#3
90.0,55.102,61,1.0,r,r,r,r,r,r,r,r,D2,F#4,A4,F#4,A4,r,C#5,F#4,D3,D2
90.25,55.2551,61,1.1667,r,r,r,r,r,r,r,r,D2,D4,A4,F#4,F#4,r,A4,F#4,D3,D2
90.5,55.4082,61,1.3333,r,r,r,r,A4,F#4,A4,F#4,D3,F#4,r,r,A4,F#5,F#4,F#4,F#3,D3
90.75,55.5612,61,1.5,r,r,r,r,A4,F#4,A4,F#4,D3,A4,r,r,C#5,E5,F#4,F#4,F#3,D3
91.0,55.7143,61,1.6667,r,r,r,r,D5,B4,D5,B4,B2,D5,B4,F#4,D5,F#5,F#4,D4,B3,B2
91.25,55.8673,61,1.8333,r,r,r,r,D5,B4,D5,B4,B2,F#4,B4,F#4,D5,D5,B4,D4,B3,B2
91.5,56.0204,62,1.0,r,r,r,r,r,r,r,r,G#2,E4,B4,B3,D5,E5,B4,B3,G#3,G#2
91.75,56.1735,62,1.1667,r,r,r,r,r,r,r,r,G#2,D5,B4,B3,D5,E5,B4,B3,G#3,G#2
92.0,56.3265,62,1.3333,r,r,r,r,C#5,A4,C#5,A4,E2,C#5,r,r,C#5,E4,A4,E4,E3,E2
92.25,56.4796,62,1.5,r,r,r,r,B4,G#4,B4,G#4,E2,B4,r,r,B4,D4,G#4,E4,E3,E2
92.5,56.6327,62,1.6667,r,r,r,r,C#5,A4,C#5,A4,A2,C#5,E4,A3,C#5,E4,A4,C#4,A3,A2
92.75,56.7857,62,1.8333,r,r,r,r,C#5,A4,C#5,A4,A2,E4,E4,A3,C#5,E4,A4,C#4,A3,A2
93.0,56.9388,63,1.0,r,r,r,r,B4,A4,B4,A4,D3,F#4,D4,F#4,B4,F#4,A4,D4,D3,D3
93.25,57.0918,63,1.1667,r,r,r,r,B4,A4,B4,A4,D3,E4,C#4,F#4,B4,F#4,A4,C#4,D3,D3
93.5,57.2449,63,1.3333,r,r,r,r,B4,A4,B4,A4,E3,D4,B3,G#4,C#5,G#4,A4,B3,E3,E3
93.75,57.398,63,1.5,r,r,r,r,B4,A4,B4,A4,E3,C#4,A3,G#4,C#5,G#4,A4,A3,E3,E3
94.0,57.551,63,1.6667,r,r,r,r,B4,A4,B4,A4,F#3,B3,D4,A4,D5,A4,A4,F#4,F#3,F#3
94.25,57.7041,63,1.8333,r,r,r,r,C#5,A4,C#5,A4,F#3,G#4,D4,A4,D5,A4,A4,G#4,F#3,F#3
94.375,57.7806,63,1.9167,r,r,r,r,D5,A4,D5,A4,F#3,G#4,D4,A4,D5,A4,A4,G#4,F#3,F#3
94.5,57.8571,64,1.0,r,r,r,r,C#5,A4,C#5,A4,E3,A4,E4,A4,C#5,A4,A4,A4,E3,E3
94.75,58.0102,64,1.1667,r,r,r,r,B4,B4,B4,B4,D3,B4,F#4,F#4,B4,B4,F#4,D4,D3,D3
95.0,58.1633,64,1.3333,r,r,r,r,B4,G#4,B4,G#4,E3,B4,G#4,B3,B4,G#4,E4,B3,E3,E3
95.5,58.4694,64,1.6667,r,r,r,r,B4,G#4,B4,G#4,E2,B4,G#4,E4,B4,G#4,E4,B3,E3,E2
95.75,58.6224,64,1.8333,r,r,r,r,A4,A4,A4,A4,E2,A4,A4,E4,A4,A4,E4,B3,E3,E2
96.0,58.7755,65,1.0,E5,C#6,A5,A2,A4,A4,A4,A4,A2,A4,A4,C#4,A4,A4,E4,C#4,A2,A2
96.25,58.9286,65,1.1667,E5,C#6,A5,A2,A4,A4,A4,A4,A2,A3,A3,A3,A4,A4,E4,C#4,A2,A2
96.5,59.0816,65,1.3333,E5,r,r,r,E4,r,E4,r,A3,C#4,C#4,C#4,A4,A4,E4,C#4,A2,A3
96.75,59.2347,65,1.5,E5,r,r,r,E4,r,E4,r,G#3,E4,E4,E4,A4,A4,E4,C#4,A2,G#3
97.0,59.3878,65,1.6667,E5,r,r,r,A4,r,A4,r,A3,C#4,C#4,C#4,r,r,r,r,r,A3
97.25,59.5408,65,1.8333,E5,r,r,r,A4,r,A4,r,A3,A3,A3,A3,r,r,r,r,r,A3
97.5,59.6939,66,1.0,E5,r,r,r,B4,r,B4,r,A3,E4,E4,E4,r,r,r,r,r,A3
98.0,60.0,66,1.3333,E5,r,r,r,C#5,r,C#5,r,G#3,r,r,r,r,r,r,r,r,G#3
98.25,60.1531,66,1.5,E5,r,r,r,B4,r,B4,r,G#3,r,r,r,r,r,r,r,r,G#3
98.5,60.3061,66,1.6667,E5,r,r,r,A4,r,A4,r,E3,r,r,r,r,r,r,r,r,E3
98.75,60.4592,66,1.8333,E5,r,r,r,B4,r,B4,r,E3,r,r,r,r,r,r,r,r,E3
99.0,60.6122,67,1.0,E5,A5,A4,A2,C#5,A4,C#5,A4,A3,r,r,r,r,r,r,r,r,A3
99.25,60.7653,67,1.1667,E5,A5,A4,A2,C#5,A4,C#5,A4,A3,A3,A3,A3,r,r,r,r,r,A3
99.5,60.9184,67,1.3333,A5,r,r,r,A4,E4,A4,E4,r,C#4,C#4,C#4,r,r,r,r,r,r
99.75,61.0714,67,1.5,G#5,r,r,r,A4,E4,A4,E4,r,E4,E4,E4,r,r,r,r,r,r
100.0,61.2245,67,1.6667,A5,r,r,r,C#5,A4,C#5,A4,r,C#4,C#4,C#4,r,r,r,r,r,r
100.25,61.3776,67,1.8333,A5,r,r,r,C#5,A4,C#5,A4,r,A3,A3,A3,r,r,r,r,r,r
100.5,61.5306,68,1.0,A5,r,r,r,D5,B4,D5,B4,r,E4,E4,E4,r,r,r,r,r,r
101.0,61.8367,68,1.3333,G#5,r,r,r,E5,C#5,E5,C#5,r,r,r,r,r,r,r,r,r,r
101.25,61.9898,68,1.5,A5,r,r,r,D5,B4,D5,B4,r,r,r,r,r,r,r,r,r,r
101.5,62.1429,68,1.6667,F#5,r,r,r,C#5,A4,C#5,A4,r,r,r,r,r,r,r,r,r,r
101.75,62.2959,68,1.8333,G#5,r,r,r,D5,B4,D5,B4,r,r,r,r,r,r,r,r,r,r
102.0,62.449,69,1.0,A5,E5,A4,A2,E5,C#5,E5,C#5,r,r,r,r,r,r,r,E4,r,A2
102.25,62.602,69,1.1667,A5,E5,A4,A2,E5,C#5,E5,C#5,r,r,A3,A3,r,r,r,E4,r,A2
102.5,62.7551,69,1.3333,r,r,r,r,r,r,r,r,r,E5,C#4,C#4,r,r,r,A3,r,A3
102.75,62.9082,69,1.5,r,r,r,r,r,r,r,r,r,E5,E4,E4,r,r,r,A3,r,A3
103.0,63.0612,69,1.6667,r,r,r,r,r,r,r,r,r,E5,C#4,C#4,r,r,r,E4,r,G3
103.25,63.2143,69,1.8333,r,r,r,r,r,r,r,r,r,E5,A3,A3,r,r,r,E4,r,G3
103.5,63.3673,70,1.0,r,r,r,r,r,r,r,r,r,E5,A4,A4,r,r,r,F#4,r,F#3
104.0,63.6735,70,1.3333,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r,r,G4,r,B3
104.25,63.8265,70,1.5,r,r,r,r,r,r,r,r,r,E5,r,r,r,r,r,F#4,r,B3
104.5,63.9796,70,1.6667,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r,r,E4,r,B2
104.75,64.1327,70,1.8333,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r,r,F#4,r,B2
105.0,64.2857,71,1.0,r,r,r,r,r,r,r,r,r,E5,r,r,r,r,B4,G4,r,E3
105.25,64.4388,71,1.1667,r,r,r,r,r,r,r,r,r,E4,r,E4,r,r,B4,G4,r,E3
105.5,64.5918,71,1.3333,r,r,r,r,r,r,r,r,r,G4,B4,G4,r,r,E4,G4,r,E4
105.75,64.7449,71,1.5,r,r,r,r,r,r,r,r,r,B4,B4,B4,r,r,E4,G4,r,E4
106.0,64.898,71,1.6667,r,r,r,r,r,r,r,r,r,G4,B4,G4,r,r,B4,G4,r,D4
106.25,65.051,71,1.8333,r,r,r,r,r,r,r,r,r,E4,B4,E4,r,r,B4,G4,r,D4
106.5,65.2041,72,1.0,r,r,r,r,r,r,r,r,r,E5,B4,E5,r,r,C#5,G4,r,C#4
107.0,65.5102,72,1.3333,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,D5,F#4,r,F#4
107.25,65.6633,72,1.5,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,C#5,E4,r,F#4
107.5,65.8163,72,1.6667,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,B4,D4,r,F#3
107.75,65.9694,72,1.8333,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,C#5,C#4,r,F#3
108.0,66.1224,73,1.0,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,D5,B3,F#3,B3
108.25,66.2755,73,1.1667,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,D5,B3,F#3,F#3
108.5,66.4286,73,1.3333,r,r,r,r,D5,r,D5,r,r,r,r,r,r,r,D5,F#4,B2,B3
