qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (alto) Horn 1,Bb (alto) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
955.6000000000004,473.0152,84,2.8,F6,F5,F5,F5,F4,F4,F3,r,r,r,r,r,B-5,B-4,C4,r,r
955.8000000000004,473.0985,84,2.9,F6,F5,F5,F5,F4,F4,F3,r,r,r,r,r,C6,C5,C4,r,r
956.0000000000005,473.1818,85,1.0,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,D6,D5,B-3,B-2,B-1
956.5000000000005,473.3902,85,1.25,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,D6,D5,B-3,B-2,B-1
957.0000000000005,473.5985,85,1.5,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
957.5000000000005,473.8068,85,1.75,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
958.0000000000005,474.0152,85,2.0,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,F5,F4,B-3,B-2,B-1
958.5000000000005,474.2235,85,2.25,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,F5,F4,B-3,B-2,B-1
959.0000000000005,474.4318,85,2.5,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
959.5000000000005,474.6402,85,2.75,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
960.0000000000005,474.8485,86,1.0,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,D5,D4,B-3,B-2,B-1
960.5000000000005,475.0568,86,1.25,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,D5,D4,B-3,B-2,B-1
961.0000000000005,475.2652,86,1.5,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,F5,F4,B-3,B-2,B-1
961.5000000000005,475.4735,86,1.75,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,F5,F4,B-3,B-2,B-1
962.0000000000005,475.6818,86,2.0,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
962.5000000000005,475.8902,86,2.25,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
963.0000000000005,476.0985,86,2.5,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,D5,D4,B-3,B-2,B-1
963.5000000000005,476.3068,86,2.75,D6,D5,D5,D5,D4,B-3,B-2,B-4,B-3,B-4,B-3,B-2,D5,D4,B-3,B-2,B-1
964.0000000000005,476.5152,87,1.0,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,B-2,G4,G3,E-4,E-3,E-2
964.5000000000005,476.7235,87,1.25,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,B-2,G4,G3,E-4,E-3,E-2
965.0000000000005,476.9318,87,1.5,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,r,E-5,E-4,E-4,E-3,E-2
965.5000000000005,477.1402,87,1.75,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,r,E-5,E-4,E-4,E-3,E-2
966.0000000000005,477.3485,87,2.0,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,r,C5,C4,E-4,E-3,E-2
966.5000000000005,477.5568,87,2.25,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,r,C5,C4,E-4,E-3,E-2
967.0000000000005,477.7652,87,2.5,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,r,B-4,B-3,E-4,E-3,E-2
967.5000000000005,477.9735,87,2.75,G5,r,r,G4,r,G3,E-3,B-4,B-3,B-4,B-3,r,B-4,B-3,E-4,E-3,E-2
968.0000000000005,478.1818,88,1.0,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,F2,A4,A3,F4,F3,F2
968.5000000000005,478.3902,88,1.25,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,F2,A4,A3,F4,F3,F2
969.0000000000005,478.5985,88,1.5,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,r,F5,F4,F4,F3,F2
969.5000000000005,478.8068,88,1.75,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,r,F5,F4,F4,F3,F2
970.0000000000005,479.0152,88,2.0,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,r,E-5,E-4,F4,F3,F2
970.5000000000005,479.2235,88,2.25,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,r,E-5,E-4,F4,F3,F2
971.0000000000005,479.4318,88,2.5,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,r,C5,C4,F4,F3,F2
971.5000000000005,479.6402,88,2.75,A5,r,r,A4,r,A3,F3,F4,F3,F4,F3,r,C5,C4,F4,F3,F2
972.0000000000005,479.8485,89,1.0,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
972.5000000000005,480.0568,89,1.25,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,B-2,B-4,B-3,B-3,B-2,B-1
973.0000000000005,480.2652,89,1.5,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,r,G5,G4,B-3,B-2,B-1
973.5000000000005,480.4735,89,1.75,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,r,G5,G4,B-3,B-2,B-1
974.0000000000005,480.6818,89,2.0,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,r,E5,E4,B-3,B-2,B-1
974.5000000000005,480.8902,89,2.25,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,r,E5,E4,B-3,B-2,B-1
975.0000000000005,481.0985,89,2.5,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,r,D5,D4,B-3,B-2,B-1
975.5000000000005,481.3068,89,2.75,B-5,r,r,B-4,r,B-3,B-2,B-4,B-3,B-4,B-3,r,D5,D4,B-3,B-2,B-1
976.0000000000005,481.5152,90,1.0,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,C#5,C#4,A3,A2,A1
976.5000000000005,481.7235,90,1.25,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,C#5,C#4,A3,A2,A1
977.0000000000005,481.9318,90,1.5,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,A5,A4,A3,A2,A1
977.5000000000005,482.1402,90,1.75,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,A5,A4,A3,A2,A1
978.0000000000005,482.3485,90,2.0,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,G5,G4,A3,A2,A1
978.5000000000005,482.5568,90,2.25,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,G5,G4,A3,A2,A1
979.0000000000005,482.7652,90,2.5,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,E5,E4,A3,A2,A1
979.5000000000005,482.9735,90,2.75,C#6,r,r,C#5,r,C#4,A2,r,r,r,r,r,E5,E4,A3,A2,A1
980.0000000000005,483.1818,91,1.0,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,F2,D5,D4,D4,D3,D2
980.5000000000005,483.3902,91,1.25,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,F2,D5,D4,D4,D3,D2
981.0000000000005,483.5985,91,1.5,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,r,B5,B4,D4,D3,D2
981.5000000000005,483.8068,91,1.75,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,r,B5,B4,D4,D3,D2
982.0000000000005,484.0152,91,2.0,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,r,G#5,G#4,D4,D3,D2
982.5000000000005,484.2235,91,2.25,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,r,G#5,G#4,D4,D3,D2
983.0000000000005,484.4318,91,2.5,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,r,F5,F4,D4,D3,D2
983.5000000000005,484.6402,91,2.75,D6,r,r,D5,r,D4,D3,F5,F4,F5,F4,r,F5,F4,D4,D3,D2
984.0000000000005,484.8485,92,1.0,E6,r,r,E5,r,C4,C3,C5,C5,r,r,r,E5,E4,C4,C3,C2
984.5000000000005,485.0568,92,1.25,E6,r,r,E5,r,C4,C3,C5,C5,r,r,r,E5,E4,C4,C3,C2
985.0000000000005,485.2652,92,1.5,C6,r,r,C5,C4,C4,C3,C5,C5,r,r,r,C6,C5,C4,C3,C2
985.5000000000005,485.4735,92,1.75,C6,r,r,C5,C4,C4,C3,C5,C5,r,r,r,C6,C5,C4,C3,C2
986.0000000000005,485.6818,92,2.0,C6,r,r,C5,C4,C4,C3,C5,C5,r,r,r,B-5,B-4,C4,C3,C2
986.5000000000005,485.8902,92,2.25,C6,r,r,C5,C4,C4,C3,C5,C5,r,r,r,B-5,B-4,C4,C3,C2
987.0000000000005,486.0985,92,2.5,C6,r,r,C5,C4,C4,C3,C5,C5,r,r,r,G5,G4,C4,C3,C2
987.5000000000005,486.3068,92,2.75,C6,r,r,C5,C4,C4,C3,C5,C5,r,r,r,G5,G4,C4,C3,C2
988.0000000000005,486.5152,93,1.0,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,E5,E4,C4,C3,C2
988.5000000000005,486.7235,93,1.25,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,E5,E4,C4,C3,C2
989.0000000000005,486.9318,93,1.5,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,C5,C5,C4,C4,C3
989.5000000000005,487.1402,93,1.75,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,C5,C5,C4,r,r
990.0000000000005,487.3485,93,2.0,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,B-4,B-4,B-3,B-3,B-2
990.5000000000005,487.5568,93,2.25,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,B-4,B-4,B-3,r,r
991.0000000000005,487.7652,93,2.5,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,G4,G4,G3,G3,G2
991.5000000000005,487.9735,93,2.75,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,G4,G4,G3,r,r
992.0000000000005,488.1818,94,1.0,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,G#4,G#4,G#3,G#3,G#2
992.5000000000005,488.3902,94,1.25,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,G#4,G#4,G#3,r,r
993.0000000000005,488.5985,94,1.5,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,F4,F4,F3,F3,F2
993.5000000000005,488.8068,94,1.75,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,F4,F4,F3,r,r
994.0000000000005,489.0152,94,2.0,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,E-4,E-4,E-3,E-3,E-2
994.5000000000005,489.2235,94,2.25,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,E-4,E-4,E-3,r,r
995.0000000000005,489.4318,94,2.5,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,C#4,C#4,C#3,C#3,C#2
995.5000000000005,489.6402,94,2.75,C6,r,r,C5,C4,r,r,C5,C5,r,r,r,C#4,C#4,C#3,r,r
996.0000000000005,489.8485,95,1.0,C6,r,r,C5,C4,C4,C3,C5,C5,r,r,r,C4,C4,C3,C3,C2
997.0000000000005,490.2652,95,1.5,r,C5,C5,G4,E4,G3,E3,C5,C5,r,r,r,r,r,r,r,r
999.0000000000005,491.0985,95,2.5,r,C5,C5,G#4,F4,G#3,F3,C5,C5,r,r,r,r,r,r,r,r
1000.0000000000005,491.5152,96,1.0,r,C5,C5,G#4,F4,G#3,F3,C5,C5,r,r,r,r,r,r,r,r
1001.0000000000005,491.9318,96,1.5,r,C5,C5,B-4,G4,B-3,G3,C5,C5,r,r,r,r,r,r,r,r
1003.0000000000005,492.7652,96,2.5,r,C5,C5,F4,D4,F3,D3,C5,C5,r,r,r,r,r,r,r,r
1004.0000000000005,493.1818,97,1.0,r,C5,C5,F4,D4,F3,D3,C5,C5,r,r,r,r,r,r,r,r
1005.0000000000005,493.5985,97,1.5,r,C5,C5,G4,E4,G3,E3,C5,C5,r,r,r,r,r,r,r,r
1007.0000000000005,494.4318,97,2.5,r,C5,C5,G#4,F4,G#3,F3,C5,C5,r,r,r,r,r,r,r,r
1008.0000000000005,494.8485,98,1.0,r,C5,C5,G#4,F4,G#3,F3,C5,C5,r,r,r,r,r,r,r,r
1009.0000000000005,495.2652,98,1.5,r,D5,D5,G#4,F4,G#3,F3,C5,C5,r,r,r,B5,B4,F3,F3,F2
1011.0000000000005,496.0985,98,2.5,r,C5,C5,G4,E4,G3,E3,C5,C5,r,r,r,C6,C5,C3,C3,C2
1012.0000000000005,496.5152,99,1.0,r,C5,C5,G4,E4,G3,E3,C5,C5,r,r,r,C6,C5,C3,C3,C2
1013.0000000000005,496.9318,99,1.5,C6,G5,E5,C5,C4,E4,B-3,C5,C5,C5,C5,r,G5,G4,C4,B-3,B-2
1015.0000000000005,497.7652,99,2.5,C6,G#5,F5,C5,C4,F4,G#3,C5,C5,C5,C5,r,G#5,G#4,C4,G#3,G#2
1016.0000000000005,498.1818,100,1.0,C6,G#5,F5,C5,C4,F4,G#3,C5,C5,C5,C5,r,G#5,G#4,C4,G#3,G#2
1017.0000000000005,498.5985,100,1.5,C6,B-5,G5,C5,C4,E4,G3,C5,C5,C5,C5,r,B-5,B-4,C4,G3,G2
1019.0000000000005,499.4318,100,2.5,C6,F5,D5,C5,C4,D4,G#3,C5,C5,C5,C5,r,F5,F4,C4,G#3,G#2
1020.0000000000005,499.8485,101,1.0,C6,F5,D5,C5,C4,D4,G#3,C5,C5,C5,C5,r,F5,F4,C4,G#3,G#2
1021.0000000000005,500.2652,101,1.5,C6,G5,E5,C5,C4,E4,G3,C5,C5,C5,C5,r,G5,G4,C4,G3,G2
1023.0000000000005,501.0985,101,2.5,C6,G#5,F5,C5,C4,F4,F3,C5,C5,C5,C5,r,G#5,G#4,C4,F3,F2
1024.0000000000005,501.5152,102,1.0,C6,G#5,F5,C5,C4,F4,F3,C5,C5,C5,C5,r,G#5,G#4,C4,F3,F2
1025.0000000000005,501.9318,102,1.5,D6,G#5,F5,G#4,F4,F4,F3,C5,C5,C5,C5,r,B5,B4,C4,F3,F2
1027.0000000000005,502.7652,102,2.5,C6,G5,E5,G4,E4,E4,C3,C5,C5,C5,C5,r,C6,C5,C4,C3,C2
1028.0000000000005,503.1818,103,1.0,C6,G5,E-5,G4,E4,E4,C3,C5,C5,C5,C5,r,C6,C5,C4,C4,C2
1031.0000000000005,504.4318,103,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,D4,D4,C2
1032.0000000000005,504.8485,104,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,G3,G3,C2
1033.0000000000005,505.2652,104,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,A3,A3,C2
1034.0000000000005,505.6818,104,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,B-3,B-3,C2
1035.0000000000005,506.0985,104,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,E3,E3,C2
1036.0000000000005,506.5152,105,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,F3,F3,C2
1037.0000000000005,506.9318,105,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,G3,G3,C2
1038.0000000000005,507.3485,105,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C3,C3,C2
1039.0000000000005,507.7652,105,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,D4,D3,C2
1040.0000000000005,508.1818,106,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,B-3,B-2,C2
1041.0000000000005,508.5985,106,1.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,A3,A2,C2
1042.0000000000005,509.0152,106,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-3,G3,G2,C2
1043.0000000000005,509.4318,106,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,C4,C3,C2
1044.0000000000005,509.8485,107,1.0,r,r,r,r,r,C4,r,r,r,r,r,r,F4,A3,F3,F2,F1
1044.5000000000005,510.0568,107,1.25,r,r,r,r,r,A3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1045.0000000000005,510.2652,107,1.5,r,r,r,r,r,B-3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1045.5000000000005,510.4735,107,1.75,r,r,r,r,r,G3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1046.0000000000005,510.6818,107,2.0,r,r,r,r,r,F3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1047.0000000000005,511.0985,107,2.5,r,r,r,r,r,C3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1048.0000000000005,511.5152,108,1.0,r,r,r,r,r,F3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1049.0000000000005,511.9318,108,1.5,r,r,r,r,r,G3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1050.0000000000005,512.3485,108,2.0,r,r,r,r,r,A3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1051.0000000000005,512.7652,108,2.5,r,r,r,r,r,B-3,r,r,r,r,r,r,F4,A3,F3,F2,F1
1052.0000000000005,513.1818,109,1.0,r,C6,r,r,r,C4,r,r,r,r,r,r,F4,A3,C4,F2,F1
1052.5000000000005,513.3902,109,1.25,r,A5,r,r,r,C4,r,r,r,r,r,r,F4,A3,C4,F2,F1
1053.0000000000005,513.5985,109,1.5,r,B-5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1053.5000000000005,513.8068,109,1.75,r,G5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1054.0000000000005,514.0152,109,2.0,r,F5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1055.0000000000005,514.4318,109,2.5,r,C5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1056.0000000000005,514.8485,110,1.0,r,F5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1057.0000000000005,515.2652,110,1.5,r,G5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1058.0000000000005,515.6818,110,2.0,r,A5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1059.0000000000005,516.0985,110,2.5,r,A5,r,r,r,r,r,r,r,r,r,r,F4,A3,C4,F2,F1
1060.0000000000005,516.5152,111,1.0,F6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1060.5000000000005,516.7235,111,1.25,D6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1061.0000000000005,516.9318,111,1.5,E6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1061.5000000000005,517.1402,111,1.75,C#6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1062.0000000000005,517.3485,111,2.0,D6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1063.0000000000005,517.7652,111,2.5,A5,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1064.0000000000005,518.1818,112,1.0,D6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1065.0000000000005,518.5985,112,1.5,E6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1066.0000000000005,519.0152,112,2.0,F6,A5,r,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1067.0000000000005,519.4318,112,2.5,G6,F5,D5,r,r,r,r,r,r,r,r,r,F4,D4,A3,D3,D2
1068.0000000000005,519.8485,113,1.0,A6,E5,C#5,r,r,r,r,r,r,r,r,r,E4,C#4,A3,A2,A1
1069.0000000000005,520.2652,113,1.5,A6,E5,C#5,r,r,r,r,r,r,r,r,r,C#4,A3,r,r,r
1070.0000000000005,520.6818,113,2.0,A6,E5,C#5,r,r,r,r,r,r,r,r,r,E4,C#4,r,r,r
1071.0000000000005,521.0985,113,2.5,G6,E5,C#5,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
1072.0000000000005,521.5152,114,1.0,F6,F5,D5,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
1073.0000000000005,521.9318,114,1.5,F6,F5,D5,r,r,r,r,r,r,r,r,r,D4,A3,r,r,r
1074.0000000000005,522.3485,114,2.0,F6,F5,D5,r,r,r,r,r,r,r,r,r,F4,D4,r,r,r
1075.0000000000005,522.7652,114,2.5,D6,F5,D5,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
1076.0000000000005,523.1818,115,1.0,C#6,G5,E5,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
1077.0000000000005,523.5985,115,1.5,C#6,G5,E5,r,r,r,r,r,r,r,r,r,D4,A3,r,r,r
1078.0000000000005,524.0152,115,2.0,C#6,G5,E5,r,r,r,r,r,r,r,r,r,F4,D4,r,r,r
1079.0000000000005,524.4318,115,2.5,E6,G5,E5,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
1080.0000000000005,524.8485,116,1.0,D6,F5,D5,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
1081.0000000000005,525.2652,116,1.5,C#6,F5,D5,r,r,r,r,r,r,r,r,r,D4,A3,r,r,r
1082.0000000000005,525.6818,116,2.0,D6,F5,D5,r,r,r,r,r,r,r,r,r,F4,D4,r,r,r
1083.0000000000005,526.0985,116,2.5,B-5,F5,D5,r,r,r,r,r,r,r,r,r,r,r,A3,A2,A1
1084.0000000000005,526.5152,117,1.0,A5,E5,C#5,r,r,E4,C#4,r,r,r,r,r,A5,A4,A3,A2,A1
1085.0000000000005,526.9318,117,1.5,r,r,r,r,r,E4,C#4,r,r,r,r,r,G#5,G#4,E3,r,r
1086.0000000000005,527.3485,117,2.0,r,r,r,r,r,E4,C#4,r,r,r,r,r,A5,A4,A3,r,r
1087.0000000000005,527.7652,117,2.5,r,r,r,r,r,E4,C#4,r,r,r,r,r,G5,G4,r,A2,A1
1088.0000000000005,528.1818,118,1.0,r,r,r,r,r,F4,D4,r,r,r,r,r,F5,F4,r,A2,A1
1089.0000000000005,528.5985,118,1.5,r,r,r,r,r,F4,D4,r,r,r,r,r,E5,E4,F3,r,r
1090.0000000000005,529.0152,118,2.0,r,r,r,r,r,F4,D4,r,r,r,r,r,F5,F4,A3,r,r
1091.0000000000005,529.4318,118,2.5,r,r,r,r,r,F4,D4,r,r,r,r,r,D5,D4,r,A2,A1
1092.0000000000005,529.8485,119,1.0,r,r,r,r,r,G4,E4,r,r,r,r,r,C#5,C#4,r,A2,A1
1093.0000000000005,530.2652,119,1.5,r,r,r,r,r,G4,E4,r,r,r,r,r,C5,C4,G3,r,r
1094.0000000000005,530.6818,119,2.0,r,r,r,r,r,G4,E4,r,r,r,r,r,C#5,C#4,A3,r,r
1095.0000000000005,531.0985,119,2.5,r,r,r,r,r,G4,E4,r,r,r,r,r,E5,E4,r,A2,A1
1096.0000000000005,531.5152,120,1.0,r,r,r,r,r,F4,D4,r,r,r,r,r,D5,D4,r,A2,A1
1097.0000000000005,531.9318,120,1.5,r,r,r,r,r,F4,D4,r,r,r,r,r,C#5,C#4,F3,r,r
1098.0000000000005,532.3485,120,2.0,r,r,r,r,r,F4,D4,r,r,r,r,r,D5,D4,F3,r,r
1099.0000000000005,532.7652,120,2.5,r,r,r,r,r,F4,D4,r,r,r,r,r,B-4,B-3,F3,A2,A1
1100.0000000000005,533.1818,121,1.0,r,r,r,r,r,A3,A3,r,r,r,r,r,A4,A3,A3,A2,A1
1102.0000000000005,534.0152,121,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,B-2,B-1
1104.0000000000005,534.8485,122,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G3,G2,G1
1106.0000000000005,535.6818,122,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,B2,B1
1108.0000000000005,536.5152,123,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C4,C3,C2
1110.0000000000005,537.3485,123,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,A3,A2,A1
1112.0000000000005,538.1818,124,1.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C4,C3,C2
1114.0000000000005,539.0152,124,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D4,D3,D2
1116.0000000000005,539.8485,125,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,B-2,B-1
1118.0000000000005,540.6818,125,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D4,D3,D2
1120.0000000000005,541.5152,126,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E4,E3,E2
1122.0000000000005,542.3485,126,2.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C4,C3,C2
1124.0000000000005,543.1818,127,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E4,E3,E2
1126.0000000000005,544.0152,127,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,F3,F2
1128.0000000000005,544.8485,128,1.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D4,D3,D2
1130.0000000000005,545.6818,128,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,F3,F2
1132.0000000000005,546.5152,129,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
1134.0000000000005,547.3485,129,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E3,E3,E2
1136.0000000000005,548.1818,130,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G3,G3,G2
1138.0000000000005,549.0152,130,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,A3,A3,A2
1140.0000000000005,549.8485,131,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-4,B-3,B-3,B-2
1142.0000000000005,550.6818,131,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,B3,B3,B2
1144.0000000000005,551.5152,132,1.0,C6,G5,E5,C5,G4,E4,C4,C5,C5,C5,C5,r,C6,C5,C4,C3,C2
1146.0000000000005,552.3485,132,2.0,C6,G5,E5,C5,G4,E4,B-3,C5,C5,C5,C5,r,C6,E5,B-4,B-3,B-2
1148.0000000000005,553.1818,133,1.0,C6,G5,E5,C5,G4,E4,G3,C5,C5,C5,C5,r,C6,E5,G4,G3,G2
1150.0000000000005,554.0152,133,2.0,C6,G5,E5,C5,G4,E4,E3,C5,C5,C5,C5,r,C6,E5,E4,E3,E2
1152.0000000000005,554.8485,134,1.0,C6,G5,E5,C5,G4,E4,C3,C5,C5,C5,C5,r,C6,E5,C4,C3,C2
1154.0000000000005,555.6818,134,2.0,C6,G5,E5,C5,G4,E4,B-2,C5,C5,C5,C5,r,C6,E5,B-3,B-2,B-1
1156.0000000000005,556.5152,135,1.0,C6,F5,C5,C5,A4,F4,A2,C5,F4,C5,F4,F2,C6,F5,A3,A2,A1
