qstamp,tstamp,measure,beat,Traverso 1,Traverso 2,Violin 1,Violin 2,Viola,Soprano,Alto,Tenor,Bass,Violoncello,Continuo
82.5,103.125,29,1.5,F#5,C#5,A4,C#4,F#3,A4,C#4,A3,C#3,F#2,F#2
82.75,103.4375,29,1.75,F#5,D5,A4,C#4,F#3,A4,C#4,A3,C#3,F#2,F#2
83.0,103.75,29,2.0,F#5,C#5,A4,F#4,C#4,r,r,r,C#3,F#2,r
83.25,104.0625,29,2.25,F#5,B4,A4,F#4,C#4,r,r,r,C#3,F#2,r
83.5,104.375,29,2.5,F#5,A4,B4,G#4,F3,r,r,r,C#3,F#2,r
83.75,104.6875,29,2.75,F#5,G#4,B4,G#4,F3,r,r,r,C#3,F#2,r
84.0,105.0,29,3.0,r,F#4,C#5,A4,C#4,r,r,C#4,C#3,F#2,r
84.25,105.3125,29,3.25,r,A4,C#5,A4,C#4,r,r,C#4,C#3,F#2,r
84.5,105.625,29,3.5,r,G#4,F5,A4,A3,r,r,A3,C#3,F#2,r
84.75,105.9375,29,3.75,r,F#4,F5,A4,A3,r,r,A3,C#3,F#2,r
85.0,106.25,30,1.0,A5,F#5,F#5,A4,C4,r,r,F#3,A3,D2,D2
85.25,106.5625,30,1.25,G5,E5,F#5,A4,C4,r,r,F#3,A3,D2,D2
85.5,106.875,30,1.5,A5,F#5,F#5,D4,A3,r,r,F#3,A3,D2,D2
85.75,107.1875,30,1.75,B5,G5,F#5,D4,A3,r,r,F#3,A3,D2,D2
86.0,107.5,30,2.0,A5,F#5,F#5,E4,C4,r,r,F#3,A3,D2,r
86.25,107.8125,30,2.25,G5,E5,F#5,E4,C4,r,r,F#3,A3,D2,r
86.5,108.125,30,2.5,F#5,D5,F#5,F#4,A3,r,r,F#3,A3,D2,r
86.75,108.4375,30,2.75,E5,E5,F#5,F#4,A3,r,r,F#3,A3,D2,r
87.0,108.75,30,3.0,D5,F#5,F#5,G4,C4,r,F#4,F#3,A3,D2,r
87.25,109.0625,30,3.25,F#5,D5,F#5,G4,C4,r,F#4,F#3,A3,D2,r
87.5,109.375,30,3.5,E5,E5,F#5,A4,F#3,r,D4,F#3,A3,D2,r
87.75,109.6875,30,3.75,D5,F#5,F#5,A4,F#3,r,D4,F#3,A3,D2,r
88.0,110.0,31,1.0,D6,B4,F#5,B4,G3,r,B3,D4,A3,G2,G2
88.5,110.625,31,1.5,D6,B4,D4,G4,B3,r,B3,D4,A3,G2,G2
88.75,110.9375,31,1.75,D6,B4,D4,A4,C4,r,B3,D4,A3,G2,G2
89.0,111.25,31,2.0,D6,B4,D4,B4,D4,r,B3,D4,G3,G2,r
89.25,111.5625,31,2.25,D6,B4,D4,C5,D4,r,B3,D4,G3,G2,r
89.5,111.875,31,2.5,D6,B4,E4,D5,C4,r,B3,D4,F#3,G2,r
89.75,112.1875,31,2.75,D6,B4,F#4,D5,C4,r,B3,D4,F#3,G2,r
90.0,112.5,31,3.0,D6,B4,G4,D5,B3,B4,B3,D4,B3,G2,r
90.25,112.8125,31,3.25,D6,B4,A4,D5,B3,B4,B3,D4,B3,G2,r
90.5,113.125,31,3.5,D6,B4,B4,B4,D4,G4,B3,D4,B3,G2,r
91.0,113.75,32,1.0,D6,B4,B4,G#4,D4,F4,G#4,D4,B3,G#2,G#2
91.5,114.375,32,1.5,D6,B4,B4,G#4,B3,F4,G#4,D4,B3,G#2,G#2
92.0,115.0,32,2.0,D6,B4,B4,G#4,G#3,F4,G#4,C#4,B3,G#2,r
92.5,115.625,32,2.5,D6,B4,B4,G#4,A3,F4,G#4,C#4,B3,G#2,r
93.0,116.25,32,3.0,D6,B4,B4,G#4,B3,F4,G#4,B3,D3,G#2,r
93.5,116.875,32,3.5,D6,B4,B4,G#4,D4,F4,G#4,B3,D3,G#2,r
94.0,117.5,33,1.0,D6,B4,B4,G#4,F3,D5,G#4,B3,r,F2,F2
94.25,117.8125,33,1.25,C#6,B4,B4,G#4,F3,D5,G#4,B3,r,F2,F2
94.5,118.125,33,1.5,D6,B4,B4,G#4,F3,D5,G#4,B3,r,F2,F2
94.75,118.4375,33,1.75,E6,B4,B4,G#4,F3,D5,G#4,B3,r,F2,F2
95.0,118.75,33,2.0,D6,B4,B4,G#4,F3,D5,F#4,B3,B3,F2,r
95.25,119.0625,33,2.25,C#6,B4,B4,G#4,F3,D5,F#4,B3,B3,F2,r
95.5,119.375,33,2.5,B5,B4,B4,G#4,F3,D5,F#4,B3,B3,F2,r
95.75,119.6875,33,2.75,A5,B4,B4,G#4,F3,D5,F#4,B3,B3,F2,r
96.0,120.0,33,3.0,B5,B4,B4,G#4,F3,D5,F4,B3,B3,F2,r
96.25,120.3125,33,3.25,G#5,B4,B4,G#4,F3,D5,F4,B3,B3,F2,r
96.5,120.625,33,3.5,A5,B4,B4,G#4,F3,D5,F4,B3,G#3,F2,r
96.75,120.9375,33,3.75,B5,B4,B4,G#4,F3,D5,F4,B3,G#3,F2,r
97.0,121.25,34,1.0,F5,B4,B4,G#4,F3,D5,B4,r,C#4,C#2,C#2
97.25,121.5625,34,1.25,F#5,A4,B4,G#4,F3,D5,B4,r,C#4,C#2,C#2
97.5,121.875,34,1.5,G#5,B4,G#4,G#4,F#3,D5,B4,r,C#4,C#2,C#2
97.75,122.1875,34,1.75,A5,C#5,G#4,G#4,F#3,D5,B4,r,C#4,C#2,C#2
98.0,122.5,34,2.0,G#5,B4,F4,G#4,G#3,C#5,B4,G#4,C#4,C#2,r
98.25,122.8125,34,2.25,F#5,A4,F4,G#4,G#3,C#5,B4,G#4,C#4,C#2,r
98.5,123.125,34,2.5,F5,G#4,F#4,G#4,A3,C#5,B4,G#4,C#4,C#2,r
98.75,123.4375,34,2.75,E-5,F#4,F#4,G#4,A3,C#5,B4,G#4,C#4,C#2,r
99.0,123.75,34,3.0,C#5,F4,G#4,G#4,B3,B4,C#4,G#4,r,C#2,r
99.25,124.0625,34,3.25,F5,G#4,G#4,G#4,G#3,B4,C#4,G#4,r,C#2,r
99.5,124.375,34,3.5,E-5,F#4,B4,G#4,C#4,B4,C#4,F4,r,C#2,r
99.75,124.6875,34,3.75,C#5,F4,B4,G#4,C#4,B4,C#4,F4,r,C#2,r
100.0,125.0,35,1.0,A5,C#5,A4,F#4,C#4,A4,r,F#4,r,F#2,F#2
100.25,125.3125,35,1.25,A5,B4,A4,F#4,C#4,A4,r,F#4,r,F#2,F#2
100.5,125.625,35,1.5,A5,C#5,A4,F#4,C#4,G#4,r,F#4,r,F#2,F#2
100.75,125.9375,35,1.75,A5,D5,A4,F#4,C#4,G#4,r,F#4,r,F#2,F#2
101.0,126.25,35,2.0,F#5,C#5,A4,F#4,C#4,A4,F#4,A3,F#3,F#2,r
101.25,126.5625,35,2.25,F#5,B4,A4,F#4,C#4,A4,F#4,A3,F#3,F#2,r
101.5,126.875,35,2.5,F#5,A4,A4,F#4,C#4,A4,F#4,B3,G#3,F#2,r
101.75,127.1875,35,2.75,F#5,G#4,A4,F#4,C#4,A4,F#4,B3,G#3,F#2,r
102.0,127.5,35,3.0,F#5,F#4,A4,F#4,C#4,F#4,F#4,C#4,A3,F#2,r
102.25,127.8125,35,3.25,F#5,A4,A4,F#4,C#4,F#4,F#4,C#4,A3,F#2,r
102.5,128.125,35,3.5,F#5,G#4,A4,F#4,C#4,F#4,D4,A3,F#3,F#2,r
102.75,128.4375,35,3.75,F#5,F#4,A4,F#4,C#4,F#4,D4,A3,F#3,F#2,r
103.0,128.75,36,1.0,F#5,D5,B4,F#4,D4,F#4,B3,D4,B3,F#2,F#2
103.25,129.0625,36,1.25,E5,D5,B4,F#4,D4,F#4,B3,D4,B3,F#2,F#2
103.5,129.375,36,1.5,F#5,D5,B4,F#4,D4,B4,B3,D4,B3,F#2,F#2
103.75,129.6875,36,1.75,G5,D5,B4,F#4,D4,B-4,B3,D4,B3,F#2,F#2
104.0,130.0,36,2.0,F#5,D5,B4,F#4,D4,B4,D4,D4,B3,F#2,r
104.25,130.3125,36,2.25,E5,D5,B4,F#4,D4,B4,D4,D4,B3,F#2,r
104.5,130.625,36,2.5,D5,D5,B4,F#4,D4,C#5,E4,D4,B3,F#2,r
104.75,130.9375,36,2.75,C#5,D5,B4,F#4,D4,C#5,E4,D4,B3,F#2,r
105.0,131.25,36,3.0,B4,D5,B4,F#4,D4,D5,F#4,D4,B3,F#2,r
105.25,131.5625,36,3.25,D5,D5,B4,F#4,D4,D5,F#4,D4,B3,F#2,r
105.5,131.875,36,3.5,C#5,D5,B4,F#4,D4,B4,D4,D4,B3,F#2,r
105.75,132.1875,36,3.75,B4,D5,B4,F#4,D4,B4,D4,D4,B3,F#2,r
106.0,132.5,37,1.0,G#5,D5,B4,B4,D4,F4,G#4,D4,B3,F#2,F#2
106.25,132.8125,37,1.25,G#5,B4,B4,B4,D4,F4,G#4,D4,B3,F#2,F#2
106.5,133.125,37,1.5,G#5,B4,B4,A4,F#4,F4,G#4,D4,B3,F#2,F#2
106.75,133.4375,37,1.75,G#5,C#5,B4,A4,F#4,F4,G#4,D4,B3,F#2,F#2
107.0,133.75,37,2.0,G#5,C#5,B4,G#4,F4,C#4,F4,G#3,B3,F#2,r
107.25,134.0625,37,2.25,G#5,A4,B4,G#4,F4,C#4,F4,G#3,B3,F#2,r
107.5,134.375,37,2.5,G#5,A4,B4,F#4,F4,C#4,F4,G#3,B3,F#2,r
107.75,134.6875,37,2.75,G#5,B4,B4,F#4,F4,C#4,F4,G#3,B3,F#2,r
108.0,135.0,37,3.0,G#5,B4,B4,F4,F4,F4,G#4,C#4,B3,F#2,r
108.25,135.3125,37,3.25,G#5,G#4,B4,F4,F4,F4,G#4,C#4,B3,F#2,r
108.5,135.625,37,3.5,G#5,G#4,B4,G#4,F4,F4,G#4,C#4,B3,F#2,r
108.75,135.9375,37,3.75,G#5,A4,B4,G#4,F4,F4,G#4,C#4,B3,F#2,r
109.0,136.25,38,1.0,G#5,A4,F#4,C#4,A4,F#4,F#4,C#4,A3,F#2,F#2
109.25,136.5625,38,1.25,F5,A4,F#4,C#4,A4,F#4,F#4,C#4,A3,F#2,F#2
109.5,136.875,38,1.5,F5,A4,G#4,C#4,A4,G#4,F#4,C#4,A3,F#2,F#2
109.75,137.1875,38,1.75,F#5,A4,G#4,C#4,A4,G#4,F#4,C#4,A3,F#2,F#2
110.0,137.5,38,2.0,F#5,B-4,B-4,F#4,C#4,B-4,F#4,C#4,F#3,F#2,r
110.25,137.8125,38,2.25,D5,B-4,B-4,F#4,C#4,B-4,F#4,C#4,F#3,F#2,r
110.5,138.125,38,2.5,D5,B-4,B4,F#4,C#4,B4,F#4,C#4,F#3,F#2,r
110.75,138.4375,38,2.75,E5,B-4,B4,F#4,C#4,B4,F#4,C#4,F#3,F#2,r
111.0,138.75,38,3.0,E5,B-4,C#5,C#4,C#4,C#5,C#4,C#4,G3,F#2,r
111.25,139.0625,38,3.25,C#5,B-4,C#5,C#4,C#4,C#5,C#4,C#4,G3,F#2,r
111.5,139.375,38,3.5,C#5,B-4,B-4,C#4,C#4,F#4,C#4,C#4,F#3,F#2,r
111.75,139.6875,38,3.75,D5,B-4,B-4,C#4,C#4,F#4,C#4,C#4,F#3,F#2,r
112.0,140.0,39,1.0,D5,B4,F#5,D4,B3,F#5,D4,B3,F#3,F#2,F#2
112.25,140.3125,39,1.25,B4,B4,F#5,D4,B3,F#5,D4,B3,F#3,F#2,F#2
112.5,140.625,39,1.5,B4,B4,F#5,C#4,C#4,E5,C#4,C#4,G#3,F#2,F#2
112.75,140.9375,39,1.75,A5,B4,F#5,C#4,C#4,E5,C#4,C#4,G#3,F#2,F#2
113.0,141.25,39,2.0,A5,C5,E-5,C4,E-4,E-5,C4,E-4,A3,F#3,F#3
113.25,141.5625,39,2.25,F#5,C5,E-5,C4,E-4,E-5,C4,E-4,A3,F#3,F#3
113.5,141.875,39,2.5,F#5,C5,C#5,E-4,E-4,C#5,E-4,E-4,A3,F#3,F#3
113.75,142.1875,39,2.75,G#5,C5,C#5,E-4,E-4,C#5,E-4,E-4,A3,F#3,F#3
114.0,142.5,39,3.0,G#5,C5,C5,G#4,E4,C5,G#4,E4,G#3,E3,E3
114.25,142.8125,39,3.25,E5,C5,C5,G#4,E4,C5,G#4,E4,G#3,E3,E3
114.5,143.125,39,3.5,E5,C5,C#5,F#4,E4,C#5,F#4,E4,G#3,E3,E3
114.75,143.4375,39,3.75,F#5,C5,C#5,F#4,E4,C#5,F#4,E4,G#3,E3,E3
115.0,143.75,40,1.0,F#5,C5,C5,A4,F#4,C5,A4,F#4,r,E-3,E-3
115.25,144.0625,40,1.25,E-5,F#4,C5,A4,F#4,C5,A4,F#4,r,E-3,E-3
115.5,144.375,40,1.5,E-5,F#4,C#5,A4,F#4,C#5,A4,F#4,r,E-3,E-3
115.75,144.6875,40,1.75,F#5,A5,C#5,A4,F#4,C#5,A4,F#4,r,E-3,E-3
116.0,145.0,40,2.0,F#5,A5,E-5,A4,E-4,E-5,A4,E-4,E-3,C3,C3
116.25,145.3125,40,2.25,E-5,F#5,E-5,A4,E-4,E-5,A4,E-4,E-3,C3,C3
116.5,145.625,40,2.5,E-5,F#5,E-5,A4,E-4,E-5,A4,E-4,C#3,C3,C3
116.75,145.9375,40,2.75,E5,G#5,E-5,A4,E-4,E-5,A4,E-4,C#3,C3,C3
117.0,146.25,40,3.0,E5,G#5,E5,E4,G#3,E5,E4,G#3,C3,C#3,C#3
117.25,146.5625,40,3.25,C#5,E5,E5,E4,G#3,E5,E4,G#3,C3,C#3,C#3
117.5,146.875,40,3.5,C#5,E5,E5,F#4,G#3,E5,F#4,G#3,C#3,C#3,C#3
117.75,147.1875,40,3.75,D5,F#5,E5,G#4,G#3,E5,G#4,G#3,C#3,C#3,C#3
118.0,147.5,41,1.0,D5,F#5,r,F#4,D4,r,F#4,D4,A3,F#2,F#2
118.25,147.8125,41,1.25,C5,F#5,r,F#4,D4,r,F#4,D4,A3,F#2,F#2
118.5,148.125,41,1.5,C5,F#5,r,F#4,D4,r,F#4,D4,A3,F#2,F#2
118.75,148.4375,41,1.75,C#5,F#5,r,F#4,D4,r,F#4,D4,A3,F#2,F#2
119.0,148.75,41,2.0,C#5,F#5,E-5,F#4,F#3,E-5,F#4,F#3,G#3,E-2,E-2
119.25,149.0625,41,2.25,F#4,F#5,E-5,F#4,F#3,E-5,F#4,F#3,G#3,E-2,E-2
119.5,149.375,41,2.5,F#4,F#5,E-5,A4,F#3,E-5,A4,F#3,F#3,E-2,E-2
119.75,149.6875,41,2.75,C5,F#5,E-5,A4,F#3,E-5,A4,F#3,F#3,E-2,E-2
120.0,150.0,41,3.0,C5,F#5,E-5,C4,G#3,E-5,C4,G#3,E3,G#2,G#2
120.25,150.3125,41,3.25,G#4,F#5,E-5,C4,G#3,E-5,C4,G#3,E3,G#2,G#2
120.5,150.625,41,3.5,G#4,F#5,E-5,E-4,G#3,C5,E-4,G#3,E-3,G#2,G#2
120.75,150.9375,41,3.75,C5,F#5,E-5,E-4,G#3,C5,E-4,G#3,E-3,G#2,G#2
121.0,151.25,42,1.0,C#5,F#5,C#5,C#4,G#3,C#5,C#4,G#3,E3,C#3,C#3
121.25,151.5625,42,1.25,C#5,E-5,C5,C#4,G#3,G#4,C#4,G#3,F#3,C#3,C#3
121.5,151.875,42,1.5,C#5,E5,C#5,G#3,C#4,C#5,G#3,C#4,G#3,C#3,C#3
121.75,152.1875,42,1.75,C#5,C#5,E-5,G#3,C#4,C#5,G#3,C#4,G#3,C#3,C#3
122.0,152.5,42,2.0,C#5,E-5,E-5,G#4,C#4,C#5,G#4,C#4,G#3,G#3,G#3
122.25,152.8125,42,2.25,C5,E-5,E-5,G#4,C#4,C5,G#4,C#4,G#3,G#3,G#3
122.5,153.125,42,2.5,C#5,E-5,E-5,G#4,F#3,C#5,G#4,F#3,A3,G#3,G#3
122.75,153.4375,42,2.75,B-4,E-5,E-5,G#4,F#3,E-5,G#4,F#3,G#3,G#3,G#3
123.0,153.75,42,3.0,C5,E-5,G#4,E-4,A3,C5,E-4,A3,F#3,G#2,G#2
123.25,154.0625,42,3.25,C5,E-5,G#4,E-4,A3,C5,E-4,A3,E3,G#2,G#2
123.5,154.375,42,3.5,C5,C#5,G#4,E-4,G#3,C5,E-4,G#3,F#3,G#2,G#2
123.75,154.6875,42,3.75,C#5,C#5,G#4,E-4,G#3,C#5,E-4,G#3,F#3,G#2,G#2
124.0,155.0,43,1.0,C#5,C#5,G#4,E4,E3,C#5,E4,G#3,E3,C#3,C#3
124.5,155.625,43,1.5,G#5,C#5,F#4,E4,G#3,C#5,E4,G#3,E3,C#3,C#3
124.75,155.9375,43,1.75,A5,C#5,F#4,E4,G#3,C#5,E4,G#3,E3,C#3,C#3
125.0,156.25,43,2.0,G#5,E5,E4,r,C#4,C#5,G#4,C#4,C#3,C#3,r
125.25,156.5625,43,2.25,F#5,E5,E4,r,C#4,C#5,G#4,C#4,C#3,C#3,r
125.5,156.875,43,2.5,E5,E5,G#4,r,G#3,C#5,G#4,C#4,C#3,C#3,r
125.75,157.1875,43,2.75,E-5,E5,G#4,r,G#3,C#5,G#4,C#4,C#3,C#3,r
126.0,157.5,43,3.0,C#5,E5,C#5,r,E3,C#5,E4,r,r,C#3,r
126.25,157.8125,43,3.25,E5,E5,B4,r,G3,C#5,E4,r,r,C#3,r
126.5,158.125,43,3.5,E-5,E5,B-4,r,F#3,E5,E4,r,r,C#3,r
126.75,158.4375,43,3.75,C#5,E5,G#4,r,E3,E5,E4,r,r,C#3,r
127.0,158.75,44,1.0,B-5,E5,F#4,C#5,C#4,B-4,C#4,r,r,F#2,F#2
127.25,159.0625,44,1.25,B-5,D5,F#4,C#5,C#4,B-4,C#4,r,r,F#2,F#2
127.5,159.375,44,1.5,B-5,E5,F#4,B4,F#3,B-4,C#4,r,r,F#2,F#2
127.75,159.6875,44,1.75,B-5,F#5,F#4,B4,F#3,B-4,C#4,r,r,F#2,F#2
128.0,160.0,44,2.0,B-5,E5,F#4,C#5,C#4,C#5,F#4,F#3,B-3,F#2,r
128.25,160.3125,44,2.25,B-5,D5,F#4,C#5,C#4,C#5,F#4,F#3,B-3,F#2,r
128.5,160.625,44,2.5,B-5,C#5,F#4,B-4,F#3,B-4,F#4,F#3,B-3,F#2,r
128.75,160.9375,44,2.75,B-5,B4,F#4,B-4,F#3,B-4,F#4,F#3,B-3,F#2,r
129.0,161.25,44,3.0,C#6,B-4,F#4,F#5,C#4,F#4,F#4,B-3,B-3,F#2,r
129.25,161.5625,44,3.25,C#6,G5,F#4,E5,C#4,F#4,F#4,B-3,B-3,F#2,r
129.5,161.875,44,3.5,C#6,F#5,F#4,D5,F#3,C#5,F#4,B-3,F#3,F#2,r
129.75,162.1875,44,3.75,C#6,E5,F#4,C#5,F#3,C#5,F#4,B-3,F#3,F#2,r
130.0,162.5,45,1.0,C#6,D5,F#4,B4,D4,D5,F#4,B3,B3,B2,B2
130.25,162.8125,45,1.25,B-5,D5,F#4,B4,D4,D5,F#4,B3,B3,B2,B2
130.5,163.125,45,1.5,B-5,D5,F#4,B4,F#3,D5,F#4,B3,B3,B2,B2
130.75,163.4375,45,1.75,B5,D5,F#4,B4,F#3,D5,F#4,B3,B3,B2,B2
131.0,163.75,45,2.0,B5,D5,B4,B4,D4,D5,F#4,D4,B3,B2,r
131.25,164.0625,45,2.25,G5,D5,B4,B4,D4,D5,F#4,D4,B3,B2,r
131.5,164.375,45,2.5,G5,D5,D5,B4,F#3,D5,F#4,D4,B3,B2,r
131.75,164.6875,45,2.75,A5,D5,D5,B4,F#3,D5,F#4,D4,B3,B2,r
132.0,165.0,45,3.0,A5,D5,F#4,B4,D4,D5,F#4,B3,D4,B2,r
132.25,165.3125,45,3.25,F#5,D5,F#4,B4,D4,D5,F#4,B3,D4,B2,r
132.5,165.625,45,3.5,F#5,D5,B4,B4,F#3,D5,F#4,B3,D4,B2,r
132.75,165.9375,45,3.75,G#5,D5,B4,B4,F#3,D5,F#4,B3,D4,B2,r
133.0,166.25,46,1.0,G#5,D5,G#4,B4,B3,D5,B3,G#3,F3,F2,F2
133.25,166.5625,46,1.25,G#5,B4,G#4,B4,B3,D5,B3,G#3,F3,F2,F2
133.5,166.875,46,1.5,G#5,B4,G#4,G#4,C#3,D5,B3,G#3,F3,F2,F2
133.75,167.1875,46,1.75,G#5,C#5,G#4,G#4,C#3,D5,B3,G#3,F3,F2,F2
134.0,167.5,46,2.0,G#5,C#5,r,F4,G#3,C#5,G#4,G#3,F3,F2,r
134.25,167.8125,46,2.25,G#5,A4,r,F4,G#3,C#5,G#4,G#3,F3,F2,r
134.5,168.125,46,2.5,G#5,A4,C#4,C#5,C#3,C#5,G#4,C#4,F3,F2,r
134.75,168.4375,46,2.75,G#5,B4,C#4,C#5,C#3,C#5,G#4,C#4,F3,F2,r
135.0,168.75,46,3.0,G#5,B4,F4,G#4,C#4,B4,G#4,C#4,F3,F2,r
135.25,169.0625,46,3.25,G#5,G#4,F4,G#4,C#4,B4,G#4,C#4,F3,F2,r
135.5,169.375,46,3.5,G#5,G#4,G#4,B4,C#3,B4,G#4,C#4,F3,F2,r
135.75,169.6875,46,3.75,G#5,A4,G#4,B4,C#3,B4,G#4,C#4,F3,F2,r
136.0,170.0,47,1.0,G#5,A4,C#5,A4,F#3,A4,G#4,C#4,F#3,F#2,F#2
136.25,170.3125,47,1.25,F5,A4,C#5,A4,F#3,A4,G#4,C#4,F#3,F#2,F#2
136.5,170.625,47,1.5,F5,A4,B4,D5,F#3,A4,G#4,C#4,F#3,F#2,F#2
136.75,170.9375,47,1.75,F#5,A4,B4,D5,F#3,A4,G#4,C#4,F#3,F#2,F#2
137.0,171.25,47,2.0,F#5,A4,A4,C#5,F#3,A4,F#4,C#4,F#3,F#2,r
137.25,171.5625,47,2.25,D5,A4,A4,C#5,F#3,A4,F#4,C#4,F#3,F#2,r
137.5,171.875,47,2.5,D5,A4,G#4,B4,F#3,A4,F#4,C#4,F#3,F#2,r
137.75,172.1875,47,2.75,E5,A4,G#4,B4,F#3,A4,F#4,C#4,F#3,F#2,r
138.0,172.5,47,3.0,E5,A4,F#4,A4,F#3,A4,F#4,C#4,F#3,F#2,r
138.25,172.8125,47,3.25,C#5,A4,F#4,A4,F#3,A4,F#4,C#4,F#3,F#2,r
138.5,173.125,47,3.5,C#5,A4,E5,G#4,F#3,A4,F#4,C#4,F#3,F#2,r
138.75,173.4375,47,3.75,D5,A4,E5,G#4,F#3,A4,F#4,C#4,F#3,F#2,r
139.0,173.75,48,1.0,D5,A4,D5,F#4,F#3,r,r,r,r,B2,B2
139.25,174.0625,48,1.25,D5,F#4,D5,F#4,F#3,r,r,r,r,B2,B2
139.5,174.375,48,1.5,D5,F#4,C#5,E5,F#3,r,r,r,r,B2,B2
139.75,174.6875,48,1.75,B4,G4,C#5,E5,F#3,r,r,r,r,B2,B2
140.0,175.0,48,2.0,B4,G4,B4,D5,G3,G4,D4,B3,B3,B2,r
140.25,175.3125,48,2.25,D5,B4,B4,D5,G3,G4,D4,B3,B3,B2,r
140.5,175.625,48,2.5,D5,B4,A4,C#5,A3,F#4,D4,B3,B3,B2,r
140.75,175.9375,48,2.75,G5,D5,A4,C#5,A3,F#4,D4,B3,B3,B2,r
141.0,176.25,48,3.0,G5,D5,G4,B4,B3,G4,D4,B3,B2,B2,r
141.25,176.5625,48,3.25,B5,G5,G4,B4,B3,G4,D4,B3,B2,B2,r
141.5,176.875,48,3.5,B5,G5,D5,B3,D4,B4,D4,B3,B2,B2,r
141.75,177.1875,48,3.75,D6,B5,D5,B3,D4,B4,D4,B3,B2,B2,r
142.0,177.5,49,1.0,D6,B5,F4,G#4,C#4,F4,G#3,B3,C#3,C#3,C#3
142.25,177.8125,49,1.25,D6,F5,F4,G#4,C#4,F4,G#3,B3,C#3,C#3,C#3
142.5,178.125,49,1.5,D6,F5,F4,G#4,C#4,F4,G#3,B3,C#3,C#3,C#3
142.75,178.4375,49,1.75,D6,G#5,F4,G#4,C#4,F4,G#3,B3,C#3,C#3,C#3
143.0,178.75,49,2.0,D6,G#5,F4,G#4,C#4,F4,G#3,B3,C#3,C#3,C#3
143.25,179.0625,49,2.25,D6,C#5,F4,G#4,C#4,F4,G#3,B3,C#3,C#3,C#3
143.5,179.375,49,2.5,C#6,C#5,G#4,C#5,F3,A4,C#4,A3,C#3,C#3,C#3
143.75,179.6875,49,2.75,C#6,F5,G#4,C#5,F3,A4,C#4,A3,C#3,C#3,C#3
144.0,180.0,49,3.0,B5,F#5,F#4,F#4,B3,F#4,F#3,B3,D3,D3,D3
144.25,180.3125,49,3.25,A5,F#5,F#4,F#4,B3,F#4,F#3,B3,D3,D3,D3
144.5,180.625,49,3.5,B5,F#5,G#4,B4,D4,F#4,F#3,B3,D3,D3,D3
144.75,180.9375,49,3.75,G#5,F#5,F4,B4,D4,F#4,F#3,B3,D3,D3,D3
145.0,181.25,50,1.0,A5,F#5,F#4,D4,F#3,F#4,F#3,B3,B2,B2,B2
145.25,181.5625,50,1.25,G#5,F5,F#4,D4,F#3,F#4,F#3,B3,B2,B2,B2
145.5,181.875,50,1.5,A5,F#5,D5,F#4,D4,D5,F#4,F#3,B2,B2,B2
145.75,182.1875,50,1.75,B5,G#5,D5,F#4,D4,D5,F#4,F#3,B2,B2,B2
146.0,182.5,50,2.0,G#5,F5,C#5,C#4,G#3,C#5,F4,C#4,C#3,C#3,C#3
146.5,183.125,50,2.5,G#5,F5,B-4,C#4,F#3,B-4,F4,C#4,C#3,C#3,C#3
147.0,183.75,50,3.0,G#5,F5,B4,C#4,G#3,B4,F4,C#4,C#3,C#2,C#2
147.5,184.375,50,3.5,F#5,F#5,B4,C#4,C#4,B4,F4,C#4,C#3,C#2,C#2
148.0,185.0,51,1.0,F#5,F#5,B-4,C#4,C#4,B-4,F#4,C#4,F#2,F#2,F#2
