qstamp,tstamp,measure,beat,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
70.0,32.3077,12,3.6667,F#4,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
70.25,32.4231,12,3.8333,E4,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
70.5,32.5385,12,4.0,D4,D4,D4,F#4,F#4,F#4,D2,D2,D2,D1,D2
72.0,33.2308,1,1.0,G4,r,r,G4,G4,G4,r,r,r,r,r
72.25,33.3462,1,1.1667,F#4,r,r,G4,G4,G4,r,r,r,r,r
72.5,33.4615,1,1.3333,G4,r,r,B4,B4,B4,r,r,r,r,r
72.75,33.5769,1,1.5,A4,r,r,B4,B4,B4,r,r,r,r,r
73.0,33.6923,1,1.6667,B4,r,r,D5,D5,D5,r,r,r,r,r
73.25,33.8077,1,1.8333,C5,r,r,D5,D5,D5,r,r,r,r,r
73.5,33.9231,1,2.0,D5,r,r,F#4,F#4,F#4,r,r,r,r,r
73.75,34.0385,1,2.1667,E5,r,r,F#4,F#4,F#4,r,r,r,r,r
74.0,34.1538,1,2.3333,D5,r,r,A4,A4,A4,r,r,r,r,r
74.25,34.2692,1,2.5,C5,r,r,A4,A4,A4,r,r,r,r,r
74.5,34.3846,1,2.6667,B4,r,r,D5,D5,D5,r,r,r,r,r
74.75,34.5,1,2.8333,A4,r,r,D5,D5,D5,r,r,r,r,r
75.0,34.6154,1,3.0,B4,G4,r,G4,G4,G4,r,r,r,r,r
75.25,34.7308,1,3.1667,B4,F#4,r,G4,G4,G4,r,r,r,r,r
75.5,34.8462,1,3.3333,D5,G4,r,B4,B4,B4,r,r,r,r,r
75.75,34.9615,1,3.5,D5,A4,r,B4,B4,B4,r,r,r,r,r
76.0,35.0769,1,3.6667,G5,B4,r,D5,D5,D5,r,r,r,r,r
76.25,35.1923,1,3.8333,G5,C5,r,D5,D5,D5,r,r,r,r,r
76.5,35.3077,1,4.0,F#5,D5,r,D4,D4,D4,r,r,r,r,r
76.75,35.4231,1,4.1667,G5,E5,r,D4,D4,D4,r,r,r,r,r
77.0,35.5385,1,4.3333,F#5,D5,r,A4,A4,A4,r,r,r,r,r
77.25,35.6538,1,4.5,E5,C5,r,A4,A4,A4,r,r,r,r,r
77.5,35.7692,1,4.6667,D5,B4,r,D5,D5,D5,r,r,r,r,r
77.75,35.8846,1,4.8333,C5,A4,r,D5,D5,D5,r,r,r,r,r
78.0,36.0,2,1.0,B4,B4,G4,G4,G4,G4,r,r,r,r,r
78.25,36.1154,2,1.1667,B4,B4,F#4,F#4,F#4,F#4,r,r,r,r,r
78.5,36.2308,2,1.3333,G4,D5,G4,G4,G4,G4,r,r,r,r,r
78.75,36.3462,2,1.5,G4,D5,A4,A4,A4,A4,r,r,r,r,r
79.0,36.4615,2,1.6667,D5,G5,B4,B4,B4,B4,r,r,r,r,r
79.25,36.5769,2,1.8333,D5,G5,C5,C5,C5,C5,r,r,r,r,r
79.5,36.6923,2,2.0,D5,F#5,D5,D5,D5,D5,r,r,r,r,r
79.75,36.8077,2,2.1667,D5,G5,E5,E5,E5,E5,r,r,r,r,r
80.0,36.9231,2,2.3333,D5,F#5,D5,D5,D5,D5,r,r,r,r,r
80.25,37.0385,2,2.5,D5,E5,C5,C5,C5,C5,r,r,r,r,r
80.5,37.1538,2,2.6667,D5,D5,B4,B4,B4,B4,r,r,r,r,r
80.75,37.2692,2,2.8333,D5,C5,A4,A4,A4,A4,r,r,r,r,r
81.0,37.3846,2,3.0,D5,B4,B4,G4,G4,G4,G3,G3,G3,G2,G3
81.25,37.5,2,3.1667,D5,B4,B4,G4,G4,G4,F#3,F#3,F#3,F#2,F#3
81.5,37.6154,2,3.3333,D5,G4,D5,B4,B4,B4,G3,G3,G3,G2,G3
81.75,37.7308,2,3.5,D5,G4,D5,B4,B4,B4,A3,A3,A3,A2,A3
82.0,37.8462,2,3.6667,D5,D5,G5,D4,D4,D4,B3,B3,B3,B2,B3
82.25,37.9615,2,3.8333,D5,D5,G5,D4,D4,D4,C4,C4,C4,C3,C4
82.5,38.0769,2,4.0,D5,D5,F#5,A4,A4,A4,D4,D4,D4,D3,D4
82.75,38.1923,2,4.1667,D5,D5,G5,A4,A4,A4,E4,E4,E4,E3,E4
83.0,38.3077,2,4.3333,D5,D5,F#5,C5,C5,C5,D4,D4,D4,D3,D4
83.25,38.4231,2,4.5,D5,D5,E5,C5,C5,C5,C4,C4,C4,C3,C4
83.5,38.5385,2,4.6667,D5,D5,D5,D4,D4,D4,B3,B3,B3,B2,B3
83.75,38.6538,2,4.8333,D5,D5,C5,D4,D4,D4,A3,A3,A3,A2,A3
84.0,38.7692,3,1.0,B5,D5,D5,B4,B4,B4,G3,G3,G3,G2,G3
84.25,38.8846,3,1.1667,C6,D5,E5,B4,B4,B4,F#3,F#3,F#3,F#2,F#3
84.5,39.0,3,1.3333,B5,G5,D5,B4,B4,B4,G3,G3,G3,G2,G3
84.75,39.1154,3,1.5,A5,G5,C5,B4,B4,B4,A3,A3,A3,A2,A3
85.0,39.2308,3,1.6667,G5,D5,B4,B4,B4,B4,B3,B3,B3,B2,B3
85.25,39.3462,3,1.8333,F#5,D5,A4,B4,B4,B4,G3,G3,G3,G2,G3
85.5,39.4615,3,2.0,E5,E5,G4,B4,B4,B4,C4,C4,C4,C3,C4
85.75,39.5769,3,2.1667,D5,F#5,G4,B4,B4,B4,D4,D4,D4,D3,D4
86.0,39.6923,3,2.3333,E5,E5,C5,B4,B4,B4,C4,C4,C4,C3,C4
86.25,39.8077,3,2.5,F#5,D5,C5,B4,B4,B4,B3,B3,B3,B2,B3
86.5,39.9231,3,2.6667,G5,C#5,G4,B4,B4,B4,A3,A3,A3,A2,A3
86.75,40.0385,3,2.8333,E5,B4,G4,B4,B4,B4,G3,G3,G3,G2,G3
87.0,40.1538,3,3.0,A5,C#5,A4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
87.25,40.2692,3,3.1667,B5,C#5,D5,A4,A4,A4,E3,E3,E3,E2,E3
87.5,40.3846,3,3.3333,A5,F#5,C#5,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
87.75,40.5,3,3.5,G5,F#5,B4,A4,A4,A4,G3,G3,G3,G2,G3
88.0,40.6154,3,3.6667,F#5,C#5,A4,A4,A4,A4,A3,A3,A3,A2,A3
88.25,40.7308,3,3.8333,E5,C#5,G4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
88.5,40.8462,3,4.0,D5,D5,F#4,A4,A4,A4,B3,B3,B3,B2,B3
88.75,40.9615,3,4.1667,C#5,E5,F#4,A4,A4,A4,C#4,C#4,C#4,C#3,C#4
89.0,41.0769,3,4.3333,D5,D5,B4,A4,A4,A4,B3,B3,B3,B2,B3
89.25,41.1923,3,4.5,E5,C#5,B4,A4,A4,A4,A3,A3,A3,A2,A3
89.5,41.3077,3,4.6667,F#5,B4,F#4,A4,A4,A4,G3,G3,G3,G2,G3
89.75,41.4231,3,4.8333,D5,A4,F#4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
90.0,41.5385,4,1.0,G5,B4,G4,G4,G4,G4,E3,E3,E3,E2,E3
90.25,41.6538,4,1.1667,A5,B4,C5,G4,G4,G4,D3,D3,D3,D2,D3
90.5,41.7692,4,1.3333,G5,E5,B4,G4,G4,G4,E3,E3,E3,E2,E3
90.75,41.8846,4,1.5,F#5,E5,A4,G4,G4,G4,F#3,F#3,F#3,F#2,F#3
91.0,42.0,4,1.6667,E5,B4,G4,G4,G4,G4,G3,G3,G3,G2,G3
91.25,42.1154,4,1.8333,D5,B4,F#4,G4,G4,G4,E3,E3,E3,E2,E3
91.5,42.2308,4,2.0,C#5,C#5,E4,G4,G4,G4,A3,A3,A3,A2,A3
91.75,42.3462,4,2.1667,B4,C#5,E4,G4,G4,G4,B3,B3,B3,B2,B3
92.0,42.4615,4,2.3333,C#5,E5,A4,G4,G4,G4,A3,A3,A3,A2,A3
92.25,42.5769,4,2.5,D5,E5,A4,G4,G4,G4,G3,G3,G3,G2,G3
92.5,42.6923,4,2.6667,E5,A5,C#5,G4,G4,G4,F#3,F#3,F#3,F#2,F#3
92.75,42.8077,4,2.8333,C#5,A5,C#5,G4,G4,G4,E3,E3,E3,E2,E3
93.0,42.9231,4,3.0,D5,D5,D5,F#4,F#4,F#4,D3,D3,D3,D2,D3
93.25,43.0385,4,3.1667,D5,D5,D5,E4,F#4,F#4,D3,D3,D3,D2,D3
93.5,43.1538,4,3.3333,F#5,F#5,F#5,D4,A4,A4,D3,D3,D3,D2,D3
93.75,43.2692,4,3.5,F#5,F#5,F#5,E4,A4,A4,D3,D3,D3,D2,D3
94.0,43.3846,4,3.6667,A5,A5,A5,F#4,D5,D5,r,r,r,r,r
94.25,43.5,4,3.8333,A5,A5,A5,G4,D5,D5,r,r,r,r,r
94.5,43.6154,4,4.0,C5,C#5,C#5,A4,E4,E4,A2,A2,A2,A1,A2
94.75,43.7308,4,4.1667,C5,C#5,C#5,B4,E4,E4,A2,A2,A2,A1,A2
95.0,43.8462,4,4.3333,E5,E5,E5,A4,G4,G4,A2,A2,A2,A1,A2
95.25,43.9615,4,4.5,E5,E5,E5,G4,G4,G4,A2,A2,A2,A1,A2
95.5,44.0769,4,4.6667,A5,A5,A5,F#4,C#5,C#5,r,r,r,r,r
95.75,44.1923,4,4.8333,A5,A5,A5,E4,C#5,C#5,r,r,r,r,r
96.0,44.3077,5,1.0,D5,D5,D5,F#4,D4,D4,D2,D2,D2,D1,D2
96.25,44.4231,5,1.1667,D5,D5,D5,F#4,C#4,C#4,D2,D2,D2,D1,D2
96.5,44.5385,5,1.3333,F#5,F#5,F#5,A4,D4,D4,D2,D2,D2,D1,D2
96.75,44.6538,5,1.5,F#5,F#5,F#5,A4,E4,E4,D2,D2,D2,D1,D2
97.0,44.7692,5,1.6667,A5,A5,A5,D5,F#4,F#4,r,r,r,r,r
97.25,44.8846,5,1.8333,A5,A5,A5,D5,G4,G4,r,r,r,r,r
97.5,45.0,5,2.0,A4,A4,A4,C#5,A4,A4,A2,A2,A2,A1,A2
97.75,45.1154,5,2.1667,A4,A4,A4,D5,B4,B4,A2,A2,A2,A1,A2
98.0,45.2308,5,2.3333,E5,E5,E5,C#5,A4,A4,A2,A2,A2,A1,A2
98.25,45.3462,5,2.5,E5,E5,E5,B4,G4,G4,A2,A2,A2,A1,A2
98.5,45.4615,5,2.6667,A5,A5,A5,A4,F#4,F#4,r,r,r,r,r
98.75,45.5769,5,2.8333,A5,A5,A5,G4,E4,E4,r,r,r,r,r
99.0,45.6923,5,3.0,D5,D5,D5,F#4,F#4,F#4,D3,D3,D3,D2,D3
99.25,45.8077,5,3.1667,C#5,C#5,C#5,F#4,F#4,F#4,D3,D3,D3,D2,D3
99.5,45.9231,5,3.3333,D5,D5,D5,D4,A4,A4,F#3,F#3,F#3,F#2,F#3
99.75,46.0385,5,3.5,E5,E5,E5,D4,A4,A4,F#3,F#3,F#3,F#2,F#3
100.0,46.1538,5,3.6667,F#5,F#5,F#5,A4,D5,D5,A3,A3,A3,A2,A3
100.25,46.2692,5,3.8333,G5,G5,G5,A4,D5,D5,A3,A3,A3,A2,A3
100.5,46.3846,5,4.0,A5,A5,A5,A4,C#5,C#5,A2,A2,A2,A1,A2
100.75,46.5,5,4.1667,B5,B5,B5,A4,D5,D5,A2,A2,A2,A1,A2
101.0,46.6154,5,4.3333,A5,A5,A5,A4,C#5,C#5,E3,E3,E3,E2,E3
101.25,46.7308,5,4.5,G5,G5,G5,A4,B4,B4,E3,E3,E3,E2,E3
101.5,46.8462,5,4.6667,F#5,F#5,F#5,A4,A4,A4,A3,A3,A3,A2,A3
101.75,46.9615,5,4.8333,E5,E5,E5,A4,G4,G4,A3,A3,A3,A2,A3
102.0,47.0769,6,1.0,D5,D5,D5,A4,F#4,F#4,D3,D3,D3,D2,D3
102.25,47.1923,6,1.1667,D5,D5,D5,A4,F#4,F#4,C#3,C#3,C#3,C#2,C#3
102.5,47.3077,6,1.3333,F#5,F#5,F#5,A4,D4,A4,D3,D3,D3,D2,D3
102.75,47.4231,6,1.5,F#5,F#5,F#5,A4,D4,A4,E3,E3,E3,E2,E3
103.0,47.5385,6,1.6667,A4,A4,A4,A4,A4,D4,F#3,F#3,F#3,F#2,F#3
103.25,47.6538,6,1.8333,A4,A4,A4,A4,A4,D4,G3,G3,G3,G2,G3
103.5,47.7692,6,2.0,E5,E5,E5,A4,A4,C#4,A3,A3,A3,A2,A3
103.75,47.8846,6,2.1667,E5,E5,E5,A4,A4,D4,B3,B3,B3,B2,B3
104.0,48.0,6,2.3333,G5,G5,G5,A4,A4,C#4,A3,A3,A3,A2,A3
104.25,48.1154,6,2.5,G5,G5,G5,A4,A4,B3,G3,G3,G3,G2,G3
104.5,48.2308,6,2.6667,A4,A4,A4,A4,A4,A3,F#3,F#3,F#3,F#2,F#3
104.75,48.3462,6,2.8333,A4,A4,A4,A4,A4,G3,E3,E3,E3,E2,E3
105.0,48.4615,6,3.0,F#5,F#5,F#5,A4,A4,A3,D3,D3,D3,D2,D3
105.25,48.5769,6,3.1667,F#5,F#5,F#5,A4,G4,A3,C#3,C#3,C#3,C#2,C#3
105.5,48.6923,6,3.3333,F#5,F#5,F#5,D5,F#4,A4,D3,D3,D3,D2,D3
105.75,48.8077,6,3.5,F#5,F#5,F#5,D5,E4,G4,E3,E3,E3,E2,E3
106.0,48.9231,6,3.6667,F#5,F#5,F#5,A4,D4,F#4,F#3,F#3,F#3,F#2,F#3
106.25,49.0385,6,3.8333,F#5,F#5,F#5,A4,C#4,E4,D3,D3,D3,D2,D3
106.5,49.1538,6,4.0,F#5,F#5,F#5,B4,B3,D4,G3,G3,G3,G2,G3
106.75,49.2692,6,4.1667,F#5,F#5,F#5,C#5,A3,D4,A3,A3,A3,A2,A3
107.0,49.3846,6,4.3333,F#5,F#5,F#5,B4,B3,G4,G3,G3,G3,G2,G3
107.25,49.5,6,4.5,F#5,F#5,F#5,A4,C#4,G4,F#3,F#3,F#3,F#2,F#3
107.5,49.6154,6,4.6667,F#5,F#5,F#5,G#4,D4,D4,E3,E3,E3,E2,E3
107.75,49.7308,6,4.8333,F#5,F#5,F#5,F#4,B3,D4,D3,D3,D3,D2,D3
108.0,49.8462,7,1.0,E5,E5,E5,G#4,E4,E4,C#3,C#3,C#3,C#2,C#3
108.25,49.9615,7,1.1667,E5,E5,E5,G#4,F#4,A4,B2,B2,B2,B1,B2
108.5,50.0769,7,1.3333,E5,E5,E5,C#5,E4,G4,C#3,C#3,C#3,C#2,C#3
108.75,50.1923,7,1.5,E5,E5,E5,C#5,D4,F#4,D3,D3,D3,D2,D3
109.0,50.3077,7,1.6667,E5,E5,E5,G#4,C#4,E4,E3,E3,E3,E2,E3
109.25,50.4231,7,1.8333,E5,E5,E5,G#4,B3,D4,C#3,C#3,C#3,C#2,C#3
109.5,50.5385,7,2.0,E5,E5,E5,A4,A3,C#4,F#3,F#3,F#3,F#2,F#3
109.75,50.6538,7,2.1667,E5,E5,E5,B4,G#3,C#4,G3,G3,G3,G2,G3
110.0,50.7692,7,2.3333,E5,E5,E5,A4,A3,F#4,F#3,F#3,F#3,F#2,F#3
110.25,50.8846,7,2.5,E5,E5,E5,G#4,B3,F#4,E3,E3,E3,E2,E3
110.5,51.0,7,2.6667,E5,E5,E5,F#4,C#4,C#4,D3,D3,D3,D2,D3
110.75,51.1154,7,2.8333,E5,E5,E5,E4,A3,C#4,C#3,C#3,C#3,C#2,C#3
111.0,51.2308,7,3.0,D5,D5,D5,F#4,D4,D4,B2,B2,B2,B1,B2
111.25,51.3462,7,3.1667,D5,D5,D5,F#4,E4,G4,A2,A2,A2,A1,A2
111.5,51.4615,7,3.3333,D5,D5,D5,B4,D4,F#4,B2,B2,B2,B1,B2
111.75,51.5769,7,3.5,D5,D5,D5,B4,C#4,E4,C#3,C#3,C#3,C#2,C#3
112.0,51.6923,7,3.6667,D5,D5,D5,F#4,B3,D4,D3,D3,D3,D2,D3
112.25,51.8077,7,3.8333,D5,D5,D5,F#4,A3,C#4,B2,B2,B2,B1,B2
112.5,51.9231,7,4.0,D5,D5,D5,G#4,G#3,B3,E3,E3,E3,E2,E3
112.75,52.0385,7,4.1667,D5,D5,D5,G#4,F#3,B3,F#3,F#3,F#3,F#2,F#3
113.0,52.1538,7,4.3333,D5,D5,D5,B4,G#3,E4,E3,E3,E3,E2,E3
113.25,52.2692,7,4.5,D5,D5,D5,B4,A3,E4,D3,D3,D3,D2,D3
113.5,52.3846,7,4.6667,D5,D5,D5,E4,B3,G#4,C#3,C#3,C#3,C#2,C#3
113.75,52.5,7,4.8333,D5,D5,D5,E4,G#3,G#4,B2,B2,B2,B1,B2
114.0,52.6154,8,1.0,C#5,C#5,C#5,A4,E4,A4,A2,A2,A2,A1,A2
114.25,52.7308,8,1.1667,E5,C#5,C#5,A4,E4,A4,A2,A2,A2,A1,A2
114.5,52.8462,8,1.3333,A4,E5,C#5,E4,C#4,A4,A2,A2,A2,A1,A2
114.75,52.9615,8,1.5,E5,E5,C#5,E4,C#4,A4,A2,A2,A2,A1,A2
115.0,53.0769,8,1.6667,C#5,A5,E5,C#4,A3,E4,A2,A2,A2,A1,A2
115.25,53.1923,8,1.8333,E5,A5,E5,C#4,A3,E4,A2,A2,A2,A1,A2
115.5,53.3077,8,2.0,D5,D5,D5,A4,F#4,A4,A2,A2,A2,A1,A2
115.75,53.4231,8,2.1667,F#5,D5,D5,A4,F#4,A4,A2,A2,A2,A1,A2
116.0,53.5385,8,2.3333,A4,F#5,D5,F#4,D4,A4,A2,A2,A2,A1,A2
116.25,53.6538,8,2.5,F#5,F#5,D5,F#4,D4,A4,A2,A2,A2,A1,A2
116.5,53.7692,8,2.6667,D5,A5,F#5,D4,A3,F#4,A2,A2,A2,A1,A2
116.75,53.8846,8,2.8333,F#5,A5,F#5,D4,A3,F#4,A2,A2,A2,A1,A2
117.0,54.0,8,3.0,E5,C#5,E5,G4,E4,A4,A2,A2,A2,A1,A2
117.25,54.1154,8,3.1667,G5,E5,E5,G4,E4,A4,A2,A2,A2,A1,A2
117.5,54.2308,8,3.3333,A4,A4,E5,E4,C#4,A4,A2,A2,A2,A1,A2
117.75,54.3462,8,3.5,G5,E5,E5,E4,C#4,A4,A2,A2,A2,A1,A2
118.0,54.4615,8,3.6667,E5,C#5,G5,C#4,A3,E4,A2,A2,A2,A1,A2
118.25,54.5769,8,3.8333,G5,E5,G5,C#4,A3,E4,A2,A2,A2,A1,A2
118.5,54.6923,8,4.0,F#5,D5,F#5,F#4,D4,A4,A2,A2,A2,A1,A2
118.75,54.8077,8,4.1667,A5,F#5,F#5,F#4,D4,A4,A2,A2,A2,A1,A2
119.0,54.9231,8,4.3333,A4,A4,F#5,D4,A3,A4,A2,A2,A2,A1,A2
119.25,55.0385,8,4.5,A5,F#5,F#5,D4,A3,A4,A2,A2,A2,A1,A2
119.5,55.1538,8,4.6667,F#5,D5,A5,A3,F#3,D4,A2,A2,A2,A1,A2
119.75,55.2692,8,4.8333,A5,F#5,A5,A3,F#3,D4,A2,A2,A2,A1,A2
120.0,55.3846,9,1.0,G5,E5,C#5,E4,C#4,A4,A2,A2,A2,A1,A2
120.25,55.5,9,1.1667,C#5,G5,E5,E4,C#4,A4,A2,A2,A2,A1,A2
120.5,55.6154,9,1.3333,G5,A4,A4,C#4,C#4,E4,A2,A2,A2,A1,A2
120.75,55.7308,9,1.5,C#5,G5,E5,C#4,C#4,E4,A2,A2,A2,A1,A2
121.0,55.8462,9,1.6667,G5,E5,C#5,A3,A4,C#4,A2,A2,A2,A1,A2
121.25,55.9615,9,1.8333,C#5,G5,E5,A3,A4,C#4,A2,A2,A2,A1,A2
121.5,56.0769,9,2.0,F#5,F#5,D5,F#4,D4,A4,A2,A2,A2,A1,A2
121.75,56.1923,9,2.1667,D5,A5,F#5,F#4,D4,A4,A2,A2,A2,A1,A2
122.0,56.3077,9,2.3333,F#5,A4,A4,D4,D4,F#4,A2,A2,A2,A1,A2
122.25,56.4231,9,2.5,D5,A5,F#5,D4,D4,F#4,A2,A2,A2,A1,A2
122.5,56.5385,9,2.6667,F#5,F#5,D5,A3,A4,D4,A2,A2,A2,A1,A2
122.75,56.6538,9,2.8333,D5,A5,F#5,A3,A4,D4,A2,A2,A2,A1,A2
123.0,56.7692,9,3.0,E5,G5,E5,C#4,C#4,C#4,A2,A2,A2,A1,A2
123.25,56.8846,9,3.1667,A4,C#5,G5,E4,E4,E4,A2,A2,A2,A1,A2
123.5,57.0,9,3.3333,E5,G5,A4,A3,A3,A3,A2,A2,A2,A1,A2
123.75,57.1154,9,3.5,A4,C#5,G5,E4,E4,E4,A2,A2,A2,A1,A2
124.0,57.2308,9,3.6667,E5,G5,E5,C#4,C#4,C#4,A2,A2,A2,A1,A2
124.25,57.3462,9,3.8333,A4,C#5,G5,E4,E4,E4,A2,A2,A2,A1,A2
124.5,57.4615,9,4.0,D5,F#5,F#5,D4,D4,D4,A2,A2,A2,A1,A2
124.75,57.5769,9,4.1667,A4,D5,A5,F#4,F#4,F#4,A2,A2,A2,A1,A2
125.0,57.6923,9,4.3333,D5,F#5,A4,A3,A3,A3,A2,A2,A2,A1,A2
125.25,57.8077,9,4.5,A4,D5,A5,F#4,F#4,F#4,A2,A2,A2,A1,A2
125.5,57.9231,9,4.6667,D5,F#5,F#5,D4,D4,D4,A2,A2,A2,A1,A2
125.75,58.0385,9,4.8333,A4,D5,A5,F#4,F#4,F#4,A2,A2,A2,A1,A2
126.0,58.1538,10,1.0,C#5,C#5,C#5,E4,E4,E4,A2,A2,A2,A1,A2
126.25,58.2692,10,1.1667,C#5,C#5,C#5,G4,G4,G4,A2,A2,A2,A1,A2
126.5,58.3846,10,1.3333,A4,A4,A4,A3,A3,A3,C#3,C#3,C#3,C#2,C#3
126.75,58.5,10,1.5,A4,A4,A4,G4,G4,G4,C#3,C#3,C#3,C#2,C#3
127.0,58.6154,10,1.6667,A4,A4,A4,E4,E4,E4,E3,E3,E3,E2,E3
127.25,58.7308,10,1.8333,A4,A4,A4,G4,G4,G4,E3,E3,E3,E2,E3
127.5,58.8462,10,2.0,A4,A4,A4,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
127.75,58.9615,10,2.1667,A4,A4,A4,G4,G4,G4,C#3,C#3,C#3,C#2,C#3
128.0,59.0769,10,2.3333,A4,A4,A4,A3,A3,A3,E3,E3,E3,E2,E3
128.25,59.1923,10,2.5,A4,A4,A4,G4,G4,G4,E3,E3,E3,E2,E3
128.5,59.3077,10,2.6667,A4,A4,A4,E4,E4,E4,A3,A3,A3,A2,A3
128.75,59.4231,10,2.8333,A4,A4,A4,G4,G4,G4,A3,A3,A3,A2,A3
129.0,59.5385,10,3.0,A5,A5,A5,F#4,F#4,F#4,D3,D3,D3,D2,D3
129.25,59.6538,10,3.1667,C6,C6,C6,F#4,F#4,F#4,D3,D3,D3,D2,D3
129.5,59.7692,10,3.3333,D5,D5,D5,D4,D4,D4,F#3,F#3,F#3,F#2,F#3
129.75,59.8846,10,3.5,C6,C6,C6,D4,D4,D4,F#3,F#3,F#3,F#2,F#3
130.0,60.0,10,3.6667,A5,A5,A5,D4,D4,D4,A3,A3,A3,A2,A3
130.25,60.1154,10,3.8333,C6,C6,C6,D4,D4,D4,A3,A3,A3,A2,A3
130.5,60.2308,10,4.0,A5,A5,A5,D4,D4,D4,F#3,F#3,F#3,F#2,F#3
130.75,60.3462,10,4.1667,C6,C6,C6,D4,D4,D4,F#3,F#3,F#3,F#2,F#3
131.0,60.4615,10,4.3333,D5,D5,D5,D4,D4,D4,A3,A3,A3,A2,A3
131.25,60.5769,10,4.5,C6,C6,C6,D4,D4,D4,A3,A3,A3,A2,A3
131.5,60.6923,10,4.6667,A5,A5,A5,D4,D4,D4,D4,D4,D4,D3,D4
131.75,60.8077,10,4.8333,C6,C6,C6,D4,D4,D4,D4,D4,D4,D3,D4
132.0,60.9231,11,1.0,B5,G4,G4,D4,D4,D4,G2,G2,G2,G1,G2
132.25,61.0385,11,1.1667,C6,G4,G4,D4,D4,D4,G2,G2,G2,G1,G2
132.5,61.1538,11,1.3333,D6,B4,B4,D4,D4,D4,G2,G2,G2,G1,G2
132.75,61.2692,11,1.5,C6,B4,B4,D4,D4,D4,G2,G2,G2,G1,G2
133.0,61.3846,11,1.6667,B5,D5,D5,D4,D4,D4,r,r,r,r,r
133.25,61.5,11,1.8333,A5,D5,D5,D4,D4,D4,r,r,r,r,r
133.5,61.6154,11,2.0,G5,B4,B4,D4,D4,D4,r,r,r,r,r
133.75,61.7308,11,2.1667,A5,B4,B4,D4,D4,D4,r,r,r,r,r
134.0,61.8462,11,2.3333,B5,D5,D5,D4,D4,D4,r,r,r,r,r
134.25,61.9615,11,2.5,A5,D5,D5,D4,D4,D4,r,r,r,r,r
134.5,62.0769,11,2.6667,G5,G5,G5,D4,D4,D4,r,r,r,r,r
134.75,62.1923,11,2.8333,F#5,G5,G5,D4,D4,D4,r,r,r,r,r
135.0,62.3077,11,3.0,E5,C#5,C#5,A4,A4,A4,G3,G3,G3,G2,G3
135.25,62.4231,11,3.1667,F#5,C#5,C#5,A4,A4,A4,G3,G3,G3,G2,G3
135.5,62.5385,11,3.3333,G5,E5,E5,A4,A4,A4,G3,G3,G3,G2,G3
135.75,62.6538,11,3.5,F#5,E5,E5,A4,A4,A4,G3,G3,G3,G2,G3
136.0,62.7692,11,3.6667,E5,A5,A5,A4,A4,A4,r,r,r,r,r
136.25,62.8846,11,3.8333,D5,A5,A5,A4,A4,A4,r,r,r,r,r
136.5,63.0,11,4.0,C#5,E5,E5,A4,A4,A4,r,r,r,r,r
136.75,63.1154,11,4.1667,D5,E5,E5,A4,A4,A4,r,r,r,r,r
137.0,63.2308,11,4.3333,E5,A5,A5,A4,A4,A4,r,r,r,r,r
137.25,63.3462,11,4.5,D5,A5,A5,A4,A4,A4,r,r,r,r,r
137.5,63.4615,11,4.6667,C#5,C#6,C#6,A4,A4,A4,r,r,r,r,r
137.75,63.5769,11,4.8333,B4,C#6,C#6,A4,A4,A4,r,r,r,r,r
138.0,63.6923,12,1.0,A4,D6,D6,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
138.25,63.8077,12,1.1667,B4,D6,D6,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
138.5,63.9231,12,1.3333,A4,D5,D5,F#4,F#4,F#4,E3,E3,E3,E2,E3
138.75,64.0385,12,1.5,G4,E5,E5,G4,G4,G4,E3,E3,E3,E2,E3
139.0,64.1538,12,1.6667,F#4,F#5,F#5,A4,A4,A4,D3,D3,D3,D2,D3
139.25,64.2692,12,1.8333,G4,F#5,F#5,A4,A4,A4,D3,D3,D3,D2,D3
139.5,64.3846,12,2.0,E4,A4,A4,A3,A3,A3,A3,A3,A3,A2,A3
139.75,64.5,12,2.1667,F#4,A4,A4,A3,A3,A3,A3,A3,A3,A2,A3
140.0,64.6154,12,2.3333,G4,D5,D5,E4,E4,E4,A3,A3,A3,A2,A3
140.25,64.7308,12,2.5,A4,D5,D5,E4,E4,E4,A3,A3,A3,A2,A3
140.5,64.8462,12,2.6667,B4,C#5,C#5,G4,G4,G4,A2,A2,A2,A1,A2
140.75,64.9615,12,2.8333,C#5,C#5,C#5,G4,G4,G4,A2,A2,A2,A1,A2
141.0,65.0769,12,3.0,D5,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
141.25,65.1923,12,3.1667,B4,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
141.5,65.3077,12,3.3333,A4,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
