qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Bass Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
521.0,524.0,,,,,,,,,Main Part,,,,P3(F Trumpet 2)&P8(F Trumpet 3)&P4(Bass Trombone)&P8(Violin 1)&P3(Violin 2)&P8(Viola),P3(F Trumpet 1)&P3(F Trumpet 3)&P6(Bass Trombone)&P3(Violin 1)&P8(Violin 2)&P3(Viola),P8(F Trumpet 1)&P3(F Trumpet 2)&P4(Bass Trombone)&P8(Violin 1)&P3(Violin 2)&U(Viola),,,P4(F Trumpet 1)&P6(F Trumpet 2)&P4(F Trumpet 3)&P4(Violin 1)&P6(Violin 2)&P4(Viola),,,P8(F Trumpet 1)&P3(F Trumpet 2)&P8(F Trumpet 3)&P4(Bass Trombone)&P3(Violin 2)&P8(Viola),P3(F Trumpet 1)&P8(F Trumpet 2)&P3(F Trumpet 3)&P6(Bass Trombone)&P3(Violin 1)&P3(Viola),P8(F Trumpet 1)&P3(F Trumpet 2)&U(F Trumpet 3)&P4(Bass Trombone)&P8(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
524.0,526.0,,,,,,,,,U(F Horn 2)&U(F Horn 3)&U(F Horn 4),U(F Horn 1)&U(F Horn 3)&U(F Horn 4),U(F Horn 1)&U(F Horn 2)&U(F Horn 4),U(F Horn 1)&U(F Horn 2)&U(F Horn 3),P3(F Trumpet 2)&P8(F Trumpet 3),P3(F Trumpet 1)&P3(F Trumpet 3),P8(F Trumpet 1)&P3(F Trumpet 2),P8(Tenor Trombone)&P8(Bass Trombone)&P8(Main)&P8(Contrabass),P8(Alto Trombone)&U(Bass Trombone)&U(Main)&P8(Contrabass),P8(Alto Trombone)&U(Tenor Trombone)&U(Main)&P8(Contrabass),,,P3(Violin 2)&P8(Viola),P3(Violin 1)&P3(Viola),P8(Violin 1)&P3(Violin 2),Main Part,P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Main)
526.0,533.0,,,,,,,,,U(F Horn 2)&U(F Horn 3)&U(F Horn 4),U(F Horn 1)&U(F Horn 3)&U(F Horn 4),U(F Horn 1)&U(F Horn 2)&U(F Horn 4),U(F Horn 1)&U(F Horn 2)&U(F Horn 3),,,,P8(Tenor Trombone)&P8(Bass Trombone),P8(Alto Trombone)&U(Bass Trombone),P8(Alto Trombone)&U(Tenor Trombone),,,P3(Violin 2)&P8(Viola),P3(Violin 1)&P3(Viola),P8(Violin 1)&P3(Violin 2),Main Part,P8(Main)
533.0,535.0,,,,,,,,,Main Part,U(Main),,,,,,,,,,,P3(Violin 2)&P8(Viola),P3(Violin 1)&P3(Viola),P8(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
535.0,537.0,,,,,,,,,Main Part,U(Main),,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
537.0,539.0,Main Part,,,,,,,,U(F Horn 2),U(F Horn 1),,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
539.0,541.0,Main Part,,,,,,,,U(F Horn 2),U(F Horn 1),,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
541.0,543.0,,,,,,,,,Main Part,U(Main),,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
543.0,548.0,P8(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2),,P8(Flute 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2),P8(Flute 1)&U(Oboe 1)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2),P3(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 2),P4(Flute 1)&P4(Oboe 1)&P4(Oboe 2)&P6(Bb Clarinet 1),,,Main Part,U(Main),,,,,,,,,,,P3(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Violin 1)&P6(Violoncello)&P6(Contrabass),,P4(Violin 1)&P6(Violin 2)&P8(Contrabass),P4(Violin 1)&P6(Violin 2)&P8(Violoncello)
548.0,554.0,,,U(Oboe 2),U(Oboe 1),,,,,Main Part,P3(Main)&P3(F Horn 3)&P6(F Horn 4)&P6(Violoncello)&P6(Contrabass),P8(Main)&P3(F Horn 2)&P4(F Horn 4)&P4(Violoncello)&P4(Contrabass),P4(Main)&P6(F Horn 2)&P4(F Horn 3)&P8(Violoncello)&P8(Contrabass),,,,,,,,,,,,P4(Main)&P6(F Horn 2)&P4(F Horn 3)&P8(F Horn 4)&P8(Contrabass),P4(Main)&P6(F Horn 2)&P4(F Horn 3)&P8(F Horn 4)&P8(Violoncello)
554.0,570.0,P4(Oboe 1)&P4(Oboe 2)&P6(Bb Clarinet 2),,P4(Flute 1)&U(Oboe 2)&P3(Bb Clarinet 2),P4(Flute 1)&U(Oboe 1)&P3(Bb Clarinet 2),,P6(Flute 1)&P3(Oboe 1)&P3(Oboe 2),,,Main Part,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
570.0,573.0,,,,,,,,,P6(F Horn 4),P2(F Horn 3),P2(F Horn 2),P6(F Horn 1),,,,,,,,,Main Part,,,,
573.0,592.0,,,,,,,,,,,,,,,,,,,,,Main Part,,,,
