qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
681.0,687.0,P8(Oboe 2)&P8(Bassoon 2),P8(Oboe 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 1),P8(Flute 1)&P8(Bassoon 2),P6(Bb Clarinet 2),P6(Bb Clarinet 1),P8(Flute 2)&P8(Oboe 1),P8(Flute 1)&P8(Oboe 2),U(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Eb Horn 1)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1),,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
687.0,700.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),P3(Bb Clarinet 2),P3(Bb Clarinet 1),,,P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1),,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
700.0,703.0,,,,,P3(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P3(Bb Clarinet 1)&P3(Bassoon 1)&P4(Bassoon 2),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bassoon 2),P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1),,,,,,,Main Part,,,,
703.0,706.0,,,P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2),,P3(Oboe 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P8(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P4(Bassoon 2),P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bassoon 2),P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1),,,,,,,Main Part,,,,
706.0,712.0,Main Part,,P8(Bb Clarinet 2),,P8(Main),P8(Oboe 1),,,,,,,,,P3(Violin 2)&P8(Viola)&P3(Violoncello),P3(Violin 1)&P3(Viola)&P5(Violoncello),P8(Violin 1)&P3(Violin 2)&P3(Violoncello),P3(Violin 1)&P5(Violin 2)&P3(Viola),
712.0,719.0,Main Part,,P8(Bassoon 1)&P2(Contrabass),,,,P8(Oboe 1)&P2(Contrabass),,,,,,,,,,P3(Violoncello),P3(Viola),P2(Oboe 1)&P2(Bassoon 1)
719.0,724.0,,,U(Main),,P4(Bb Clarinet 2)&P7(Bassoon 2),P4(Bb Clarinet 1)&P4(Bassoon 2),,P7(Bb Clarinet 1)&P4(Bb Clarinet 2),,,,,,,Main Part,,,,
724.0,727.0,,,,P8(Eb Horn 1)&P8(Eb Horn 2),P4(Bb Clarinet 2)&P8(Bassoon 1)&P7(Bassoon 2),P4(Bb Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2),P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P7(Bassoon 2),P7(Bb Clarinet 1)&P4(Bb Clarinet 2)&P7(Bassoon 1),P8(Oboe 2)&U(Eb Horn 2),P8(Oboe 2)&U(Eb Horn 1),,,,,Main Part,,,,
727.0,730.0,,,P8(Eb Horn 3),P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2),P3(Oboe 2)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),P2(Oboe 2)&P4(Bb Clarinet 1)&P4(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2),P3(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2),,P8(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 2),P8(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 1),P8(Oboe 1),,,,Main Part,,,,
730.0,736.0,,,P2(Oboe 2)&P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2)&P8(Eb Horn 3),P2(Oboe 1)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P2(Eb Horn 3),P4(Oboe 1)&P3(Oboe 2)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P5(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P4(Eb Horn 3),P8(Oboe 1)&P2(Oboe 2)&P4(Bb Clarinet 1)&P4(Bassoon 1)&P2(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2)&U(Eb Horn 3),P4(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P5(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P4(Eb Horn 3),P2(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2)&P2(Eb Horn 3),P2(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 2)&P2(Eb Horn 3),P2(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 1)&P2(Eb Horn 3),P8(Oboe 1)&P2(Oboe 2)&P4(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(Bassoon 1)&P2(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
736.0,742.0,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,Main Part,P8(Main)
742.0,748.0,P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P3(Bassoon 1),,,P8(Flute 1),P8(Flute 2)&P3(Bassoon 1),P3(Flute 2)&P3(Bb Clarinet 2),,,,,,,,,,,Main Part,P8(Main)
748.0,759.0,,,,,,,,,,,,,,,Main Part,,,,
759.0,777.0,P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,P8(Flute 1),P8(Flute 2),,,U(Eb Horn 2),U(Eb Horn 1),P4(Timpani),,,P4(Eb Horn 3),Main Part,,,,
777.0,789.0,P8(Eb Horn 3),,P8(Bb Clarinet 2),,,P8(Oboe 1),,,,,P8(Flute 1),U(Bb Trumpet 2),U(Bb Trumpet 1),,,,,Main Part,P8(Main)
789.0,801.0,P8(Bb Clarinet 2),,P4(Eb Horn 1)&P8(Eb Horn 3)&P8(Violin 1),,,P8(Flute 1),,U(Main)&P8(Contrabass),P4(Oboe 1)&P4(Eb Horn 3)&P4(Violin 1),,P8(Oboe 1)&P4(Eb Horn 1)&P8(Violin 1),U(Bb Trumpet 2),U(Bb Trumpet 1),,P8(Oboe 1)&P4(Eb Horn 1)&P8(Eb Horn 3),,,Main Part,P8(Bassoon 2)&P8(Main)
801.0,819.0,,,,,,,P8(Bassoon 2),P8(Bassoon 1),P8(Eb Horn 2),P8(Eb Horn 1),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 3)&P8(Bb Trumpet 2),P8(Eb Horn 3)&P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
819.0,846.0,,,P8(Bb Clarinet 2),,,P8(Oboe 1),,,,,,,P8(Timpani),P8(Bb Trumpet 2),Main Part,,,,
846.0,849.0,P5(Oboe 1)&P8(Oboe 2)&P7(Bassoon 1)&P4(Bassoon 2)&P8(Main)&P5(Violin 2),,P5(Flute 1)&P5(Oboe 2)&P3(Bassoon 1)&P2(Bassoon 2)&P5(Main)&P8(Violin 2),P8(Flute 1)&P5(Oboe 1)&P7(Bassoon 1)&P4(Bassoon 2)&U(Main)&P5(Violin 2),,,P7(Flute 1)&P3(Oboe 1)&P7(Oboe 2)&P4(Bassoon 2)&P7(Main)&P3(Violin 2),P4(Flute 1)&P2(Oboe 1)&P4(Oboe 2)&P4(Bassoon 1)&P4(Main)&P2(Violin 2),,,,,,,Main Part,P5(Flute 1)&P8(Oboe 1)&P5(Oboe 2)&P3(Bassoon 1)&P2(Bassoon 2)&P5(Main),U(Violoncello),U(Viola),
849.0,852.0,P8(Main),,P3(Bassoon 1),P4(Bassoon 2)&P4(Viola)&P4(Violoncello),,,P3(Oboe 1),P4(Oboe 2)&U(Viola)&U(Violoncello),,,,,,,Main Part,,P4(Oboe 2)&U(Bassoon 2)&U(Violoncello),P4(Oboe 2)&U(Bassoon 2)&U(Viola),
852.0,855.0,P8(Violin 1),,P3(Bassoon 1),,,,P3(Oboe 1),P3(Main),,,,,,,P8(Flute 1),Main Part,U(Violoncello),U(Viola),
855.0,894.0,,,,,,,,,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,,Main Part,,,
894.0,900.0,P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P3(Eb Horn 1)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani),P6(Flute 1)&P4(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P4(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Flute 1)&P4(Flute 2)&P4(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P8(Eb Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P6(Flute 1)&P8(Flute 2)&P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P4(Eb Horn 1)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute 1)&P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P3(Eb Horn 1)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani),P3(Flute 1)&P4(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P4(Bassoon 2)&U(Eb Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute 1)&P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bassoon 2)&P3(Eb Horn 1)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani),P6(Flute 1)&P8(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Eb Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P3(Flute 1)&P4(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Eb Horn 3)&U(Violoncello)&P8(Contrabass),P8(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P6(Flute 1)&P8(Flute 2)&P4(Oboe 1)&U(Oboe 2)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P4(Eb Horn 1)&P8(Bb Trumpet 2)&P8(Timpani),P6(Flute 1)&P8(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&P4(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Timpani),P6(Flute 1)&P8(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P4(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,Main Part,,U(Eb Horn 2)&P8(Eb Horn 3)&P8(Contrabass),P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Violoncello)
900.0,906.0,,,,,,,,,,P8(Eb Horn 3)&U(Main)&P8(Contrabass),P8(Eb Horn 2)&P8(Main)&P8(Contrabass),,,,,P8(Viola),P8(Violin 2),Main Part,P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Main)
906.0,914.0,,,,,,,,,,P8(Eb Horn 3),P8(Eb Horn 2),,,,,Main Part,P8(Main),P8(Contrabass),P8(Violoncello)
914.0,920.0,,,P8(Bassoon 1),,,,P8(Oboe 1),,,,,,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
920.0,926.0,,,Main Part,,,,P8(Main),,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
926.0,949.0,,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
949.0,952.0,,,Main Part,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,,
952.0,955.0,,,,,,,Main Part,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
955.0,961.0,Main Part,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
961.0,964.0,,,Main Part,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,,
964.0,967.0,,,,,,,Main Part,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
967.0,973.0,Main Part,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
973.0,976.0,,,Main Part,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
976.0,984.0,Main Part,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
984.0,989.0,,,,,,,P5(Eb Horn 1)&P5(Eb Horn 2),,P5(Bassoon 1)&P8(Eb Horn 2),P5(Bassoon 1)&P8(Eb Horn 1),,,,,,P3(Viola),P3(Violin 2),Main Part,P8(Main)
989.0,995.0,,,P8(Violin 2)&P3(Viola),,,,,,,,,,,,Main Part,P8(Oboe 1)&P3(Viola),P3(Oboe 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
995.0,1001.0,,,P8(Violin 1),,,,,,,,,,,,P8(Oboe 1),P3(Viola),P3(Violin 2),Main Part,P8(Main)
1001.0,1008.5,U(Flute 2),U(Flute 1),P8(Violin 2),P8(Bassoon 2),P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Bb Clarinet 1)&U(Bassoon 1),P8(Bb Clarinet 1)&U(Bb Clarinet 2),P8(Oboe 2),,,,,,,Main Part,P8(Oboe 1),,P8(Contrabass),P8(Violoncello)
1008.5,1014.5,P8(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1),P3(Bb Clarinet 2)&P5(Bassoon 2),P8(Flute 1)&P3(Bb Clarinet 1)&P3(Bassoon 1),P3(Bb Clarinet 2),P3(Flute 1)&P3(Oboe 1),P3(Flute 2)&P3(Oboe 2)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1),P5(Flute 2)&P3(Bb Clarinet 2),U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1),,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1014.5,1020.5,P8(Oboe 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Oboe 2),P8(Flute 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1)&U(Bb Trumpet 2),P8(Flute 2),P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P3(Bassoon 1)&U(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2),P8(Bb Clarinet 1),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Flute 1)&U(Oboe 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 2),P8(Flute 1)&U(Oboe 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1),,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1020.5,1026.5,P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P5(Flute 1)&P5(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2),P8(Flute 1)&P5(Flute 2)&P5(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2),P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P6(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2),P2(Flute 1)&P6(Flute 2)&P2(Oboe 1)&P6(Oboe 2)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P8(Bassoon 2)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P2(Bb Clarinet 1)&P3(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P4(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2),P2(Flute 1)&P6(Flute 2)&P2(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Bassoon 1)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&U(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Flute 1)&P5(Flute 2)&U(Oboe 1)&P5(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1),,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1026.5,1032.0,,,P8(Bb Clarinet 2),P6(Bb Clarinet 1)&P5(Eb Horn 1)&P5(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2),P6(Oboe 2)&P2(Eb Horn 1)&P2(Eb Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2),P8(Oboe 1),,P8(Violin 1),P5(Oboe 2)&P2(Bb Clarinet 1)&U(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),P5(Oboe 2)&P2(Bb Clarinet 1)&U(Eb Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),,P5(Oboe 2)&P2(Bb Clarinet 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2),P5(Oboe 2)&P2(Bb Clarinet 1)&U(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1),,P8(Bassoon 2),Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1032.0,1044.0,,,P4(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P3(Timpani),P4(Oboe 1)&P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&P4(Eb Horn 3)&P6(Timpani),P3(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Eb Horn 3)&P8(Timpani),P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&U(Eb Horn 1)&U(Eb Horn 2)&U(Eb Horn 3)&P3(Timpani),,,P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&U(Eb Horn 2)&U(Eb Horn 3)&P3(Timpani),P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&U(Eb Horn 1)&U(Eb Horn 3)&P3(Timpani),P8(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&U(Eb Horn 1)&U(Eb Horn 2)&P3(Timpani),,,P3(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Eb Horn 3),Main Part,,,P8(Contrabass),P8(Violoncello)
1044.0,1056.5,P8(Oboe 2),P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Bb Clarinet 2),P8(Flute 1),P8(Flute 2)&P8(Bassoon 1),P8(Oboe 1),P8(Flute 2)&P8(Bb Clarinet 1),,U(Eb Horn 2)&U(Eb Horn 3),U(Eb Horn 1)&U(Eb Horn 3),U(Eb Horn 1)&U(Eb Horn 2),P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1056.5,1068.0,P8(Oboe 2),,,P8(Flute 1),,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1068.0,1080.0,P4(Flute 2)&P8(Oboe 2)&P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2),P4(Flute 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P4(Flute 2)&P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2),P4(Flute 1)&P8(Flute 2)&P4(Oboe 2)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P4(Flute 2)&P8(Oboe 2)&P4(Bb Clarinet 1)&P6(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P3(Flute 2)&P6(Oboe 2)&P3(Bb Clarinet 1)&P6(Bb Clarinet 2)&U(Bassoon 2),P6(Flute 1)&P3(Flute 2)&P6(Oboe 2)&P3(Bb Clarinet 1)&P6(Bb Clarinet 2)&U(Bassoon 1),P8(Eb Horn 2),P8(Eb Horn 1),,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1080.0,1092.0,P8(Bassoon 1),,,,,,P8(Flute 1),,,P2(Eb Horn 3),P2(Eb Horn 2),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1092.0,1111.0,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1111.0,1114.0,,,,,Main Part,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,,
1114.0,1117.0,,,,,,,Main Part,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
1117.0,1120.0,Main Part,,,,P8(Main),,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
1120.0,1123.0,,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1123.0,1126.0,,,,,Main Part,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,,
