qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,F Horn 1,F Horn 2,C Horn 3,C Horn 4,C Trumpet 1,C Trumpet 2,Timpani,Triangle,Violin 1,Violin 2,Viola,Violoncello,Contrabass
318.25,159.125,160,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,F#2,F#1
318.5,159.25,160,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C#4,E3,F#2,F#1
318.75,159.375,160,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,E3,F#2,F#1
319.0,159.5,160,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,G#2,G#1
319.25,159.625,160,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,G#2,G#1
319.5,159.75,160,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,E-3,G#2,G#1
319.75,159.875,160,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,C4,E-3,G#2,G#1
320.0,160.0,161,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,C#3,C#2
320.25,160.125,161,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,C#3,C#2
320.5,160.25,161,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,C#4,E3,B2,B1
320.75,160.375,161,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,E3,B2,B1
321.0,160.5,161,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,A2,A1
321.25,160.625,161,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,A2,A1
321.5,160.75,161,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C#4,A3,G#2,G#1
321.75,160.875,161,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,A3,G#2,G#1
322.0,161.0,162,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,E-2,E-1
322.25,161.125,162,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,E-2,E-1
322.5,161.25,162,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C#4,E-3,E-2,E-1
322.75,161.375,162,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,E-3,E-2,E-1
323.0,161.5,162,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,G#2,G#1
323.25,161.625,162,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,r,G#2,G#1
323.5,161.75,162,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,C4,E-3,G#2,G#1
323.75,161.875,162,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,E-3,G#2,G#1
324.0,162.0,163,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G#3,C#4,C#3,C#2
324.25,162.125,163,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,C#4,E3,C#3,C#2
324.5,162.25,163,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G#3,C#4,B2,B1
325.0,162.5,163,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A3,C#4,A2,A1
325.25,162.625,163,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C#4,E3,A2,A1
325.5,162.75,163,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A3,C#4,G#2,G#1
326.0,163.0,164,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#2,F#1
327.0,163.5,164,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G#3,C4,G#2,G#1
327.25,163.625,164,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,C4,E-3,G#2,G#1
327.5,163.75,164,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G#3,C4,G#2,G#1
328.0,164.0,165,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#3,C#2
328.5,164.25,165,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
329.0,164.5,165,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A3,C#4,A2,A1
329.25,164.625,165,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C#4,E3,A2,A1
329.5,164.75,165,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,A3,C#4,G#2,G#1
330.0,165.0,166,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-2,E-1
331.0,165.5,166,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G#3,C4,G#2,G#1
331.25,165.625,166,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,G#3,E-3,G#2,G#1
331.5,165.75,166,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,C4,G#2,G#1
333.0,166.5,167,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,C#4,C#3,C#2
335.0,167.5,168,2.0,C#6,C#6,r,C#6,r,F5,C#5,C#4,C#4,r,G#4,F4,r,r,r,r,r,E4,C#4,C#4,C#4,C#3,C#2
336.0,168.0,169,1.0,C#6,C#6,r,C#6,r,F5,C#5,C#4,C#4,r,G#4,F4,r,r,r,r,r,r,r,r,r,r,r
336.5,168.25,169,1.5,C6,C6,r,C6,r,F5,G#4,r,r,r,F4,F4,r,r,r,r,r,r,r,r,r,r,r
337.0,168.5,169,2.0,B-5,B-5,r,B-5,r,C#5,B-4,r,r,r,F#4,F#4,r,r,r,r,r,r,r,r,r,r,r
337.5,168.75,169,2.5,G#5,G#5,r,G#5,r,C5,G#4,r,r,r,G#4,G#4,r,r,r,r,r,r,r,r,r,r,r
338.0,169.0,170,1.0,F#5,F#5,r,F#5,r,C#5,B-4,r,r,r,B-4,B-4,r,r,r,r,r,r,r,r,r,r,r
339.0,169.5,170,2.0,G#5,G#5,r,G#5,r,C5,G#4,r,r,r,G#4,G#4,r,r,r,r,r,r,r,r,r,r,r
340.0,170.0,171,1.0,C#6,C#6,r,C#6,r,F5,C#5,C#4,C#4,r,G#4,F4,r,r,r,r,r,r,r,r,r,r,r
340.5,170.25,171,1.5,C6,C6,r,C6,r,F5,C5,r,r,r,G#4,F4,r,r,r,r,r,r,r,r,r,r,r
341.0,170.5,171,2.0,B-5,B-5,r,B-5,r,C#5,B-4,r,r,r,F#4,F#4,r,r,r,r,r,r,r,r,r,r,r
341.5,170.75,171,2.5,F#5,F#5,r,F#5,r,F#5,E-5,r,r,r,B-4,E-4,r,r,r,r,r,r,r,r,r,r,r
342.0,171.0,172,1.0,E-5,E-5,r,E-5,r,E-5,C5,r,r,r,G#4,G#4,r,r,r,r,r,r,r,r,r,r,r
343.0,171.5,172,2.0,F5,F5,r,F5,r,F5,C5,r,r,r,G#4,F4,r,r,r,r,r,r,r,r,r,r,r
344.0,172.0,173,1.0,F5,F5,r,F5,r,F5,C5,r,r,r,G#4,F4,r,r,r,r,r,r,r,r,r,r,r
346.0,173.0,174,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,F#3,B-2,F#1
347.0,173.5,174,2.0,C#6,B-5,B-5,C#5,B-4,C#5,B-4,F#4,F#4,r,B-4,F#4,r,r,r,r,r,r,r,r,r,r,r
348.0,174.0,175,1.0,C#6,B-5,B-5,C#5,B-4,C#5,B-4,F#4,F#4,r,B-4,F#4,r,r,r,r,r,r,r,r,r,r,r
348.5,174.25,175,1.5,C#6,B-5,B-5,C#5,B-4,C#5,B-4,F4,F4,r,B-4,F#4,r,r,r,r,r,r,r,r,r,r,r
349.0,174.5,175,2.0,C#6,B-5,B-5,C#5,B-4,C#5,B-4,E-4,E-4,r,B-4,F#4,r,r,r,r,r,r,r,r,r,r,r
349.5,174.75,175,2.5,C#6,B-5,B-5,C#5,B-4,C#5,B-4,C#4,C#4,r,B-4,F#4,r,r,r,r,r,r,r,r,r,r,r
350.0,175.0,176,1.0,E-6,C6,C6,E-5,B-4,E-5,B-4,C4,C4,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r
350.5,175.25,176,1.5,E-6,C6,C6,E-5,B-4,E-5,B-4,B-3,B-3,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r
351.0,175.5,176,2.0,E-6,C6,C6,E-5,B-4,E-5,B-4,G#3,G#3,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r
351.5,175.75,176,2.5,E-6,C6,C6,E-5,B-4,E-5,B-4,F#3,F#3,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r
352.0,176.0,177,1.0,r,r,r,r,r,A3,F3,F3,A2,F1,F3,F2,A3,A3,r,r,F2,r,A3,A3,A3,A2,F1
354.0,177.0,178,1.0,r,r,r,r,r,A3,F3,A2,F2,F1,F3,F2,A3,A3,r,r,F2,r,A3,A3,A3,A2,F1
356.0,178.0,179,1.0,r,r,r,r,r,C4,G#3,G#2,F2,F1,F3,F2,C4,C4,r,r,F2,r,C4,G#3,G#3,G#2,F1
358.0,179.0,180,1.0,r,r,r,r,r,C4,G#3,G#2,F2,F1,F3,F2,C4,C4,r,r,F2,r,C4,G#3,G#3,G#2,F1
360.0,180.0,181,1.0,r,r,r,r,r,C#4,G#3,G#2,F2,F1,F3,F2,F4,F4,r,r,F2,r,F4,C#4,G#3,F2,F1
360.5,180.2632,181,1.5,r,r,r,r,r,C#4,G#3,G#2,F2,F1,F3,F2,F4,F4,r,r,F2,r,F4,C#4,G#3,G#2,F1
361.0,180.5263,181,2.0,r,r,r,r,r,G#3,G#3,C#4,C#4,r,r,r,F4,F4,r,r,F2,r,F4,C#4,G#3,C#3,F1
361.5,180.7895,181,2.5,r,r,r,r,r,G#3,G#3,C#4,C#4,r,r,r,F4,F4,r,r,F2,r,F4,C#4,G#3,F3,F1
362.0,181.0526,182,1.0,r,r,r,r,r,G#3,G#3,C#4,C#4,r,r,r,F4,F4,r,r,F2,r,r,r,r,G#3,F1
362.5,181.3158,182,1.5,r,r,r,r,r,G#3,G#3,G#3,G#3,r,r,r,E-4,E-4,r,r,F2,r,r,r,r,G#3,F1
363.0,181.5789,182,2.0,r,r,r,r,r,G#3,G#3,F3,F3,r,r,r,C#4,C#4,r,r,F2,r,C#4,G#3,F3,G#2,F1
363.5,181.8421,182,2.5,r,r,r,r,r,G#3,G#3,G#3,G#3,r,r,r,E-4,E-4,r,r,F2,r,C#4,G#3,F3,G#2,F1
364.0,182.1053,183,1.0,r,r,r,r,r,G#3,G#3,C#4,C#4,r,r,r,F4,F4,r,r,F2,r,F4,C#4,G#3,F2,F1
364.5,182.3684,183,1.5,r,r,r,r,r,G#3,G#3,C#4,C#4,r,r,r,F4,F4,r,r,F2,r,F4,C#4,G#3,G#2,G#1
365.0,182.6316,183,2.0,r,r,r,r,r,G#3,G#3,F3,C#3,r,r,r,G#4,F4,r,r,r,r,G#4,F4,G#3,C#3,C#2
365.5,182.8947,183,2.5,r,r,r,r,r,G#3,G#3,F3,C#3,r,r,r,G#4,F4,r,r,r,r,G#4,F4,G#3,F3,F2
366.0,183.1579,184,1.0,r,r,r,r,r,G#3,G#3,F3,C#3,r,r,r,G#4,F4,r,r,r,r,r,r,r,G#3,G#2
366.5,183.4211,184,1.5,r,r,r,r,r,G#3,G#3,G#3,E-3,r,r,r,F#4,E-4,r,r,r,r,r,r,r,G#3,G#2
367.0,183.6842,184,2.0,r,r,r,r,r,G#3,G#3,C#4,F3,r,r,r,F4,C#4,r,r,r,r,G#3,G#3,G#3,G#2,G#1
367.5,183.9474,184,2.5,r,r,r,r,r,G#3,G#3,E-4,F#3,r,r,r,E-4,C4,r,r,r,r,G#3,G#3,G#3,G#2,G#1
368.0,184.2105,185,1.0,r,r,r,r,r,G#3,G#3,G#3,F3,r,r,r,F4,C#4,r,r,r,r,F4,G#3,G#3,C#3,C#2
368.5,184.4737,185,1.5,r,r,r,r,r,C#4,C#4,G#3,F3,r,r,r,F4,C#4,r,r,r,r,F4,G#3,G#3,C#3,C#2
369.0,184.7368,185,2.0,r,r,r,r,r,C#4,C#4,B-3,F#3,r,B-4,B-4,F#4,C#4,r,r,r,r,B-4,C#4,B-3,F#3,F#2
369.5,185.0,185,2.5,r,r,r,r,r,C#4,C#4,B-3,F#3,r,B-4,B-4,F#4,C#4,r,r,r,r,B-4,C#4,C#3,C#3,C#2
370.0,185.2632,186,1.0,r,r,r,r,r,C#4,C#4,B-3,F#3,r,B-4,B-4,F#4,C#4,r,r,r,r,r,r,B-3,F#3,F#2
370.5,185.5263,186,1.5,r,r,r,r,r,C#4,C#4,C#4,G#3,r,G#4,G#4,F4,C#4,r,r,r,r,r,r,B-3,F#3,F#2
371.0,185.7895,186,2.0,r,r,r,r,r,C#4,C#4,F#4,B-3,r,F#4,F#4,E-4,C#4,r,r,r,r,C#4,C#4,B-3,C#3,C#2
371.5,186.0526,186,2.5,r,r,r,r,r,C#4,C#4,C#4,G#3,r,G#4,G#4,F4,C#4,r,r,r,r,C#4,C#4,B-3,C#3,C#2
372.0,186.3158,187,1.0,r,r,r,r,r,C#4,C#4,B-3,F#3,r,B-4,B-4,F#4,C#4,r,r,r,r,B-4,C#4,B-3,F#3,F#2
373.0,186.8421,187,2.0,r,r,r,E-5,E-5,C#5,C#4,B-3,G3,r,B-4,E-4,G4,C#4,r,r,r,r,E-5,B-4,G4,E-3,E-2
373.5,187.1053,187,2.5,r,r,r,E-5,E-5,C#5,C#4,B-3,G3,r,B-4,E-4,G4,C#4,r,r,r,r,E-5,B-4,G4,B-2,B-1
374.0,187.3684,188,1.0,r,r,r,E-5,E-5,C#5,C#4,B-3,G3,r,B-4,E-4,G4,C#4,r,r,r,r,r,B5,r,E-3,E-2
374.5,187.6316,188,1.5,r,r,r,C#5,C#5,C#5,C#4,B-3,G3,r,B-4,E-4,G4,C#4,r,r,r,r,r,B5,r,E-3,E-2
375.0,187.8947,188,2.0,r,r,r,C5,C5,C#4,C#4,G3,E-3,r,r,r,G4,r,r,r,r,r,C#4,B-3,G3,E-3,E-2
375.5,188.1579,188,2.5,r,r,r,B-4,B-4,C#4,C#4,G3,E-3,r,r,r,G4,r,r,r,r,r,C#4,B-3,G3,E-3,E-2
376.0,188.4211,189,1.0,r,r,r,C#5,C#5,C#4,C#4,G#3,F3,r,r,r,F4,r,r,r,r,r,r,G#3,F3,F2,F1
376.5,188.6842,189,1.5,r,r,r,G#4,G#4,C4,C4,G#3,F3,r,r,r,F4,r,r,r,r,r,r,G#3,F3,F2,F1
377.0,188.9474,189,2.0,r,r,r,G4,G4,B3,B3,F3,F3,r,G4,G4,D4,G3,r,r,r,r,B3,G3,F3,F3,F2
377.5,189.2105,189,2.5,r,r,r,G4,G4,B3,B3,F3,F3,r,G4,G4,D4,G3,r,r,r,r,C4,A3,F3,F3,F2
378.0,189.4737,190,1.0,r,r,r,r,r,r,r,F3,F3,r,G4,G4,r,G3,r,r,r,r,D4,B3,F3,F3,F2
378.5,189.7368,190,1.5,r,r,r,r,r,r,r,E3,E3,r,G4,G4,r,G3,r,r,r,r,E4,C4,E3,E3,E2
379.0,190.0,190,2.0,r,r,r,r,r,r,r,D3,D3,r,G4,G4,r,G3,r,r,r,r,F4,B3,D3,D3,D2
379.5,190.2632,190,2.5,r,r,r,r,r,r,r,E3,E3,r,G4,G4,r,G3,r,r,r,r,E4,C4,E3,E3,E2
380.0,190.5263,191,1.0,r,r,r,r,r,r,r,F3,F3,r,G4,G4,r,G3,r,r,r,r,D4,B3,F3,F3,F2
380.5,190.7895,191,1.5,r,r,r,r,r,r,r,D3,D3,r,G4,G4,r,G3,r,r,r,r,F4,B3,F3,D3,D2
381.0,191.0526,191,2.0,F6,A6,A6,A5,F5,r,r,G3,B2,r,r,r,r,G3,r,r,r,r,D4,G3,F3,B2,B1
381.5,191.3158,191,2.5,F6,A6,A6,A5,F5,r,r,A3,C3,r,r,r,r,G3,r,r,r,r,C4,G3,F3,A2,A1
382.0,191.5789,192,1.0,F6,A6,A6,A5,F5,r,r,B3,D3,r,r,r,r,G3,r,r,r,r,B3,G3,D3,G2,G1
382.5,191.8421,192,1.5,E6,G6,G6,G5,E5,r,r,C#4,E3,r,r,r,B-4,G3,r,r,r,r,r,r,r,G2,G1
383.0,192.1053,192,2.0,D6,F6,F6,F5,D5,r,r,D4,F3,r,r,r,A4,G3,r,r,r,r,r,r,r,G2,G1
383.5,192.3684,192,2.5,r,C#6,C#6,C#5,C#5,r,r,G4,B-3,r,r,r,E4,G3,r,r,r,r,r,r,r,G2,G1
384.0,192.6316,193,1.0,r,D6,D6,D5,D5,r,r,F4,A3,r,r,r,F4,G3,r,r,r,r,r,r,r,G2,G1
384.5,192.8947,193,1.5,r,G#5,G#5,G#4,G#4,r,r,C4,G#3,r,r,r,F4,G3,r,r,r,r,r,r,r,G2,G1
385.0,193.1579,193,2.0,r,G5,G5,G4,G4,r,r,B3,G3,r,G4,G4,D4,G3,r,r,r,r,B3,r,G3,F3,F2
385.5,193.4211,193,2.5,r,G5,G5,r,r,r,r,B3,G3,r,G4,G4,D4,G3,r,r,r,r,C4,r,A3,F3,F2
386.0,193.6842,194,1.0,r,r,r,r,r,r,r,r,r,r,G4,G4,r,G3,r,r,r,r,D4,r,B3,F3,F2
386.5,193.9474,194,1.5,r,r,r,r,r,r,r,r,r,r,G4,G4,r,G3,r,r,r,r,E4,r,C4,E3,E2
387.0,194.2105,194,2.0,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r,r,r,r,F4,r,B3,D3,D2
387.5,194.4737,194,2.5,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r,r,r,r,E4,r,C4,E3,E2
388.0,194.7368,195,1.0,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r,r,r,r,D4,r,B3,F3,F2
388.5,195.0,195,1.5,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,r,r,r,r,F4,r,B3,D3,D2
389.0,195.2632,195,2.0,r,r,r,r,r,A5,F5,G3,G3,r,A4,F4,G3,G3,r,r,r,r,D4,r,F3,B2,B1
389.5,195.5263,195,2.5,r,r,r,r,r,A5,F5,A3,A3,r,A4,F4,G3,G3,r,r,r,r,C4,r,F3,A2,A1
390.0,195.7895,196,1.0,r,r,r,r,r,A5,F5,B3,G2,r,A4,F4,G3,G3,r,r,r,r,B3,r,D3,G2,G1
390.5,196.0526,196,1.5,r,r,r,r,r,G5,E5,B-3,C#3,r,G4,E4,G3,G3,r,r,r,r,r,r,r,G2,G1
391.0,196.3158,196,2.0,r,r,r,r,r,F5,D5,A3,D3,r,F4,D4,r,r,r,r,r,r,r,r,r,G2,G1
391.5,196.5789,196,2.5,r,r,r,r,r,C#5,B-4,B-3,G3,r,E4,C#4,r,r,r,r,r,r,r,r,r,G2,G1
392.0,196.8421,197,1.0,r,r,r,r,r,D5,A4,A3,F3,r,F4,D4,r,r,r,r,r,r,r,r,r,G2,G1
393.5,197.6316,197,2.5,r,r,r,r,r,C#5,E4,B-3,G3,r,r,r,r,r,r,r,r,r,r,r,r,G2,G1
394.0,197.8947,198,1.0,r,r,r,r,r,D5,D4,A3,F3,r,r,r,r,r,r,r,r,r,r,r,r,G2,G1
395.5,198.6842,198,2.5,r,r,r,r,r,G#4,F4,C4,D3,r,r,r,r,r,r,r,r,r,r,r,r,G2,G1
396.0,198.9474,199,1.0,r,r,r,r,r,G4,D4,B3,G3,r,r,r,r,r,r,r,r,r,r,r,r,G2,G1
397.0,199.4474,199,2.0,G6,E-6,E-6,G5,E-5,G5,B-4,G3,G2,G1,G4,E-4,B-3,B-3,E-5,G4,G2,r,G5,E-5,G3,G2,G2
397.1667,199.5307,199,2.1667,G6,E-6,E-6,G5,E-5,G5,B-4,G3,G2,G1,G4,E-4,B-3,B-3,E-5,G4,G2,r,G5,E-5,E3,B-2,G2
397.3333,199.614,199,2.3333,G6,E-6,E-6,G5,E-5,G5,B-4,G3,G2,G1,G4,E-4,B-3,B-3,E-5,G4,G2,r,G5,E-5,E3,B-2,G2
397.5,199.6974,199,2.5,G6,E-6,E-6,G5,E-5,G5,B-4,G3,G2,G1,G4,E-4,B-3,B-3,E-5,G4,G2,r,G5,E-5,B-3,G3,G2
397.6667,199.7807,199,2.6667,G6,E-6,E-6,G5,E-5,G5,B-4,G3,G2,G1,G4,E-4,B-3,B-3,E-5,G4,G2,r,G5,E-5,E-4,B-3,G2
397.8333,199.864,199,2.8333,G6,E-6,E-6,G5,E-5,G5,B-4,G3,G2,G1,G4,E-4,B-3,B-3,E-5,G4,G2,r,G5,E-5,E-4,B-3,G2
398.0,199.9474,200,1.0,G6,E-6,E-6,G5,E-5,G5,B-4,G3,G2,G1,G4,E-4,B-3,B-3,E-5,G4,G2,r,G5,E-5,B-4,G4,G2
399.0,200.4474,200,2.0,F6,D6,D6,F5,D5,F5,D5,B-3,B-2,B-1,F4,D4,B-3,B-3,B-4,B-4,r,r,F5,D5,B-4,B-2,B-1
399.3333,200.614,200,2.3333,E-6,B-5,B-5,E-5,B-4,E-5,B-4,B-3,B-2,B-1,E-4,E-4,B-3,B-3,B-4,B-4,r,r,E-5,B-4,B-4,B-2,B-1
399.6667,200.7807,200,2.6667,F6,D6,D6,F5,D5,F5,D5,B-3,B-2,B-1,F4,D4,B-3,B-3,B-4,B-4,r,r,F5,D5,B-4,B-2,B-1
400.0,200.9474,201,1.0,G6,E-6,E-6,G5,E-5,G5,B-4,E-4,E-3,E-2,G4,E-4,E-4,E-4,G4,G4,r,r,G5,E-5,B-4,E-3,E-2
401.0,201.4474,201,2.0,B-6,G6,G6,B-5,E-5,G5,B-4,G3,G2,G1,B-4,E-4,G4,B-3,E-5,G4,G2,r,B-5,E-5,G3,G2,G1
401.1667,201.5307,201,2.1667,B-6,G6,G6,B-5,E-5,G5,B-4,G3,G2,G1,B-4,E-4,G4,B-3,E-5,G4,G2,r,B-5,E-5,E3,B-2,G1
401.3333,201.614,201,2.3333,B-6,G6,G6,B-5,E-5,G5,B-4,G3,G2,G1,B-4,E-4,G4,B-3,E-5,G4,G2,r,B-5,E-5,E3,B-2,G1
401.5,201.6974,201,2.5,B-6,G6,G6,B-5,E-5,G5,B-4,G3,G2,G1,B-4,E-4,G4,B-3,E-5,G4,G2,r,B-5,E-5,B-3,G3,G1
401.6667,201.7807,201,2.6667,B-6,G6,G6,B-5,E-5,G5,B-4,G3,G2,G1,B-4,E-4,G4,B-3,E-5,G4,G2,r,B-5,E-5,E-4,B-3,G1
401.8333,201.864,201,2.8333,B-6,G6,G6,B-5,E-5,G5,B-4,G3,G2,G1,B-4,E-4,G4,B-3,E-5,G4,G2,r,B-5,E-5,E-4,B-3,G1
402.0,201.9474,202,1.0,B-6,G6,G6,B-5,E-5,G5,B-4,G3,G2,G1,B-4,E-4,G4,B-3,E-5,G4,G2,r,B-5,E-5,B-4,G4,G1
403.0,202.4474,202,2.0,G#6,D6,D6,G#5,D5,D5,G#4,B-3,B-2,B-1,G#4,D4,G#4,B-3,B-4,B-4,r,r,G#5,D5,G#4,B-2,B-1
403.3333,202.614,202,2.3333,G6,D6,D6,G5,D5,D5,G#4,B-3,B-2,B-1,G4,D4,G4,B-3,B-4,B-4,r,r,G5,D5,G#4,B-2,B-1
403.6667,202.7807,202,2.6667,F6,D6,D6,F5,D5,D5,G#4,B-3,B-2,B-1,F4,D4,F4,B-3,B-4,B-4,r,r,F5,D5,G#4,B-2,B-1
404.0,202.9474,203,1.0,G6,E-6,E-6,G5,E-5,E-5,G4,E-4,E-3,E-2,G4,E-4,G4,E-4,G4,G4,r,r,G5,E-5,G4,E-3,E-2
405.0,203.4474,203,2.0,G6,B5,B5,G5,B4,D5,B4,G3,G2,G1,D4,B3,G4,G3,D5,G4,G2,r,G5,D5,G3,G2,G1
405.1667,203.5307,203,2.1667,G6,B5,B5,G5,B4,D5,B4,G3,G2,G1,D4,B3,G4,G3,D5,G4,G2,r,G5,D5,D3,B2,G1
405.3333,203.614,203,2.3333,G6,B5,B5,G5,B4,D5,B4,G3,G2,G1,D4,B3,G4,G3,D5,G4,G2,r,G5,D5,D3,B2,G1
405.5,203.6974,203,2.5,G6,B5,B5,G5,B4,D5,B4,G3,G2,G1,D4,B3,G4,G3,D5,G4,G2,r,G5,D5,B3,G3,G1
405.6667,203.7807,203,2.6667,G6,B5,B5,G5,B4,D5,B4,G3,G2,G1,D4,B3,G4,G3,D5,G4,G2,r,G5,D5,D4,B3,G1
405.8333,203.864,203,2.8333,G6,B5,B5,G5,B4,D5,B4,G3,G2,G1,D4,B3,G4,G3,D5,G4,G2,r,G5,D5,D4,B3,G1
406.0,203.9474,204,1.0,G6,B5,B5,G5,B4,D5,B4,G3,G2,G1,D4,B3,G4,G3,D5,G4,G2,r,G5,D5,B4,G4,G1
407.0,204.4474,204,2.0,F6,C6,C6,F5,C5,F5,C5,G#3,G#3,G#2,F4,C4,C4,C3,C5,C4,C3,r,F5,C5,C4,G#3,G#2
407.3333,204.614,204,2.3333,E-6,C6,C6,E-5,C5,E-5,C5,G#3,G#3,G#2,E-4,C4,C4,C3,C5,C4,C3,r,E-5,C5,C4,G#3,G#2
407.6667,204.7807,204,2.6667,F6,C6,C6,F5,C5,F5,C5,G#3,G#3,G#2,F4,C4,C4,C3,C5,C4,C3,r,F5,C5,C4,G#3,G#2
408.0,204.9474,205,1.0,G6,B5,B5,G5,B4,D5,B4,G3,G3,G2,G4,B3,G4,G3,G4,G4,G2,r,G5,B4,G3,G3,G2
409.0,205.4474,205,2.0,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,G3,G2,G1
409.1667,205.5307,205,2.1667,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,D3,B2,G1
409.3333,205.614,205,2.3333,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,D3,B2,G1
409.5,205.6974,205,2.5,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,B3,G3,G1
409.6667,205.7807,205,2.6667,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,D4,B3,G1
409.8333,205.864,205,2.8333,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,D4,B3,G1
410.0,205.9474,206,1.0,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,B3,G2,G1
