qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,C Trumpet 1,C Trumpet 2,Alto Trombone,Tenor Trombone,Violin 1,Violin 2,Viola,Violoncello,Contrabass
91.25,60.8333,31,1.8333,F6,D6,G5,F5,D4,D4,B-2,B-1,G4,F4,D5,D5,r,r,F6,G5,D3,D3,B-1
91.5,61.0,31,2.0,E6,C6,G5,E5,E4,E4,C3,C2,G4,C4,C5,C4,G4,C3,E6,G5,E3,E3,C2
92.0,61.3333,31,2.3333,E6,C6,G5,E5,E4,E4,C3,C2,G4,C4,C5,C4,G4,C3,E6,G5,E3,E3,C2
92.5,61.6667,31,2.6667,E6,C6,G5,E5,C4,C4,C3,C2,G4,C4,C5,C4,G4,C3,E6,G5,C3,C3,C2
93.0,62.0,32,1.0,F6,C6,A5,F5,F4,F4,F2,F2,F4,A3,r,r,F4,F3,F6,A5,C3,C3,F1
93.25,62.1667,32,1.1667,F6,C6,A5,F5,F4,F4,F2,F2,F4,A3,r,r,F4,F3,F6,C4,C3,C3,F1
93.5,62.3333,32,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,F4,F3,F3,r
93.75,62.5,32,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,C4,F3,F3,r
94.0,62.6667,32,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F3,F3,r
94.25,62.8333,32,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,F3,F3,r
94.5,63.0,32,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,C3,C3,r
94.75,63.1667,32,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C3,r
95.0,63.3333,32,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,G3,r
95.25,63.5,32,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G3,r
95.5,63.6667,32,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,G3,r
95.75,63.8333,32,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G3,r
96.0,64.0,33,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C3,C3,r
96.25,64.1667,33,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C3,r
96.5,64.3333,33,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A3,A3,r
96.75,64.5,33,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,A3,r
97.0,64.6667,33,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,A3,r
97.25,64.8333,33,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,A3,r
97.5,65.0,33,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,C4,C4,r
97.75,65.1667,33,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,r
98.0,65.3333,33,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-3,B-3,r
98.25,65.5,33,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,B-3,r
98.5,65.6667,33,2.6667,C6,C5,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,r,r,C5,E4,G3,G3,B-1
98.75,65.8333,33,2.8333,C6,C5,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,r,r,C5,G4,E3,E3,B-1
99.0,66.0,34,1.0,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,C5,A4,C3,C3,A1
99.25,66.1667,34,1.1667,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,C5,A4,F3,F3,A1
99.5,66.3333,34,1.3333,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,A4,A3,A3,A1
99.75,66.5,34,1.5,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,A4,C4,C4,A1
100.0,66.6667,34,1.6667,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,r,A3,A3,A1
100.25,66.8333,34,1.8333,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,r,F3,F3,A1
100.5,67.0,34,2.0,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,C5,r,C3,C3,E2
100.75,67.1667,34,2.1667,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,C5,r,G3,G3,E2
101.0,67.3333,34,2.3333,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,B-3,B-3,E2
101.25,67.5,34,2.5,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,C4,C4,E2
101.5,67.6667,34,2.6667,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,B-3,B-3,E2
101.75,67.8333,34,2.8333,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,G3,G3,E2
102.0,68.0,35,1.0,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,C5,r,C3,C3,F2
102.25,68.1667,35,1.1667,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,C5,r,F3,F3,F2
102.5,68.3333,35,1.3333,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,A3,A3,F2
102.75,68.5,35,1.5,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,C4,C4,F2
103.0,68.6667,35,1.6667,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,A3,A3,F2
103.25,68.8333,35,1.8333,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,F3,F3,F2
103.5,69.0,35,2.0,C6,C5,B-5,G5,B-4,G4,B-3,G3,C4,C3,C5,C4,r,r,C6,r,C3,C3,C2
103.75,69.1667,35,2.1667,C6,C5,B-5,G5,B-4,G4,B-3,G3,C4,C3,C5,C4,r,r,C6,r,G3,G3,C2
104.0,69.3333,35,2.3333,C6,C5,B-5,G5,B-4,G4,B-3,G3,C4,C3,C5,C4,r,r,B-5,r,B-3,B-3,C2
104.25,69.5,35,2.5,C6,C5,B-5,G5,B-4,G4,B-3,G3,C4,C3,C5,C4,r,r,B-5,r,C4,C4,C2
104.5,69.6667,35,2.6667,C6,C5,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,r,r,G5,B-3,C3,C3,C2
104.75,69.8333,35,2.8333,C6,C5,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,r,r,E5,C4,C3,C3,C2
105.0,70.0,36,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C3,C3,r
105.25,70.1667,36,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C3,r
105.5,70.3333,36,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,F3,r
105.75,70.5,36,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,F3,F3,r
106.0,70.6667,36,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,F3,F3,r
106.25,70.8333,36,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,F3,F3,r
106.5,71.0,36,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,C3,C3,r
106.75,71.1667,36,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C3,r
107.0,71.3333,36,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,G3,r
107.25,71.5,36,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G3,r
107.5,71.6667,36,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,G3,r
107.75,71.8333,36,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,G3,G3,r
108.0,72.0,37,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,C3,C3,r
108.25,72.1667,37,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C3,r
108.5,72.3333,37,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A3,A3,r
108.75,72.5,37,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,A3,r
109.0,72.6667,37,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,A3,A3,r
109.25,72.8333,37,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,A3,r
109.5,73.0,37,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,C4,C4,r
109.75,73.1667,37,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,r
110.0,73.3333,37,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B-3,B-3,r
110.25,73.5,37,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,B-3,B-3,r
110.5,73.6667,37,2.6667,C6,C5,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,r,r,C5,E4,G3,G3,B-1
110.75,73.8333,37,2.8333,C6,C5,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,r,r,C5,G4,E3,E3,B-1
111.0,74.0,38,1.0,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,C5,C5,C3,C3,A1
111.25,74.1667,38,1.1667,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,C5,C5,F3,F3,A1
111.5,74.3333,38,1.3333,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,C5,A3,A3,A1
111.75,74.5,38,1.5,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,C5,C4,C4,A1
112.0,74.6667,38,1.6667,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,r,A3,A3,A1
112.25,74.8333,38,1.8333,C6,C5,F5,F5,F4,F4,F3,F3,C4,C3,C5,C4,r,r,F5,r,F3,F3,A1
112.5,75.0,38,2.0,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,C5,r,C3,C3,E2
112.75,75.1667,38,2.1667,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,C5,r,G3,G3,E2
113.0,75.3333,38,2.3333,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,B-3,B-3,E2
113.25,75.5,38,2.5,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,C4,C4,E2
113.5,75.6667,38,2.6667,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,B-3,B-3,E2
113.75,75.8333,38,2.8333,C6,C5,G5,G5,G4,G4,G3,r,C4,C3,C5,C4,r,r,G5,r,G3,G3,E2
114.0,76.0,39,1.0,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,C5,r,C3,C3,F2
114.25,76.1667,39,1.1667,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,C5,r,F3,F3,F2
114.5,76.3333,39,1.3333,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,A3,A3,F2
114.75,76.5,39,1.5,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,C4,C4,F2
115.0,76.6667,39,1.6667,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,A3,A3,F2
115.25,76.8333,39,1.8333,C6,C5,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,r,r,A5,r,F3,F3,F2
115.5,77.0,39,2.0,C6,C5,B-5,E5,B-4,E4,B-3,G3,C4,C3,C5,C4,r,r,C6,r,C3,C3,G2
115.75,77.1667,39,2.1667,C6,C5,B-5,E5,B-4,E4,B-3,G3,C4,C3,C5,C4,r,r,C6,r,E3,E3,G2
116.0,77.3333,39,2.3333,C6,C5,B-5,E5,B-4,E4,B-3,G3,C4,C3,C5,C4,r,r,B-5,r,B-3,B-3,G2
116.25,77.5,39,2.5,C6,C5,B-5,E5,B-4,E4,B-3,G3,C4,C3,C5,C4,r,r,B-5,r,C4,C4,G2
116.5,77.6667,39,2.6667,C6,C5,B-5,E5,G4,E4,B-3,G3,C4,C3,C5,C4,r,r,G5,B-3,r,r,G1
116.75,77.8333,39,2.8333,C6,C5,B-5,E5,G4,E4,B-3,G3,C4,C3,C5,C4,r,r,E5,C4,r,r,G1
117.0,78.0,40,1.0,C6,C5,A5,F5,C5,F4,C4,A3,C4,C3,r,r,r,r,r,A3,D4,D4,A1
117.25,78.1667,40,1.1667,C6,C5,A5,F5,C5,F4,C4,A3,C4,C3,r,r,r,r,r,C4,D4,D4,A1
117.5,78.3333,40,1.3333,C6,C5,A5,F5,C5,F4,C4,A3,C4,C3,r,r,r,r,r,A3,C4,C4,A1
117.75,78.5,40,1.5,C6,C5,A5,F5,C5,F4,C4,A3,C4,C3,r,r,r,r,r,C4,C4,C4,A1
118.0,78.6667,40,1.6667,C6,C5,A5,F5,C5,F4,C4,A3,C4,C3,r,r,r,r,r,A3,A3,A3,r
118.25,78.8333,40,1.8333,C6,C5,A5,F5,C5,F4,C4,A3,C4,C3,r,r,r,r,r,C4,F3,F3,r
118.5,79.0,40,2.0,D6,D5,G5,F5,D5,F4,D4,B3,G4,G4,r,r,r,r,E5,B3,r,r,r
118.75,79.1667,40,2.1667,D6,D5,G5,F5,D5,F4,D4,B3,G4,G4,r,r,r,r,E5,D4,r,r,r
119.0,79.3333,40,2.3333,D6,D5,G5,F5,D5,F4,D4,B3,G4,G4,r,r,r,r,D5,B3,r,r,r
119.25,79.5,40,2.5,D6,D5,G5,F5,D5,F4,D4,B3,G4,G4,r,r,r,r,D5,D4,r,r,r
119.5,79.6667,40,2.6667,D6,D5,G5,F5,D4,B3,D3,B2,G4,G4,r,r,r,r,B4,B3,r,r,B1
119.75,79.8333,40,2.8333,D6,D5,G5,F5,D4,B3,D3,B2,G4,G4,r,r,r,r,G4,D4,r,r,B1
120.0,80.0,41,1.0,E6,C6,G5,E5,E4,C4,E3,C3,G4,G4,r,r,r,r,r,C4,F4,F4,C2
120.25,80.1667,41,1.1667,E6,C6,G5,E5,E4,C4,E3,C3,G4,G4,r,r,r,r,r,E4,F4,F4,C2
120.5,80.3333,41,1.3333,E6,C6,G5,E5,E4,C4,E3,C3,G4,G4,r,r,r,r,r,C4,E4,E4,C2
120.75,80.5,41,1.5,E6,C6,G5,E5,E4,C4,E3,C3,G4,G4,r,r,r,r,r,E4,E4,E4,C2
121.0,80.6667,41,1.6667,E6,C6,G5,E5,E4,C4,E3,C3,G4,G4,r,r,r,r,r,C4,C4,C4,r
121.25,80.8333,41,1.8333,E6,C6,G5,E5,E4,C4,E3,C3,G4,G4,r,r,r,r,r,E4,G3,G3,r
121.5,81.0,41,2.0,F6,B5,G5,F5,F4,D4,F3,D3,G4,G4,r,r,r,r,G5,D4,r,r,r
121.75,81.1667,41,2.1667,F6,B5,G5,F5,F4,D4,F3,D3,G4,G4,r,r,r,r,G5,F4,r,r,r
122.0,81.3333,41,2.3333,F6,B5,G5,F5,F4,D4,F3,D3,G4,G4,r,r,r,r,F5,D4,r,r,r
122.25,81.5,41,2.5,F6,B5,G5,F5,F4,D4,F3,D3,G4,G4,r,r,r,r,F5,F4,r,r,r
122.5,81.6667,41,2.6667,G6,B5,G5,B4,F4,D4,F3,D3,G4,G4,r,r,r,r,D5,D4,r,D3,D2
122.75,81.8333,41,2.8333,G6,B5,G5,B4,F4,D4,F3,D3,G4,G4,r,r,r,r,B4,F4,r,D3,D2
123.0,82.0,42,1.0,G6,C6,G5,C5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,A5,G4,r,E3,E2
123.5,82.3333,42,1.3333,G6,C6,G5,C5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G5,G4,r,E3,E2
124.0,82.6667,42,1.6667,G6,C6,G5,C5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,E5,G4,r,r,r
124.25,82.8333,42,1.8333,G6,C6,G5,C5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,C5,G4,r,r,r
124.5,83.0,42,2.0,G6,C6,G5,C5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,A4,A4,r,r,r
125.0,83.3333,42,2.3333,G6,C6,G5,C5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G4,G4,r,r,r
125.5,83.6667,42,2.6667,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E4,E4,r,r,r
125.75,83.8333,42,2.8333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,C4,C4,r,r,r
126.0,84.0,43,1.0,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,G3,C5,A3,A3,r
126.5,84.3333,43,1.3333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,G3,C5,G3,G3,r
127.0,84.6667,43,1.6667,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,E3,E3,r
127.25,84.8333,43,1.8333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,C3,C3,r
127.5,85.0,43,2.0,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,r,A2,A1
127.75,85.1667,43,2.1667,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,G3,A2,A1
128.0,85.3333,43,2.3333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,C4,G2,G1
128.25,85.5,43,2.5,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,E4,G2,G1
128.5,85.6667,43,2.6667,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,G4,E2,E2
128.75,85.8333,43,2.8333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,r,r,r,r,E5,C5,G4,C2,C2
129.0,86.0,44,1.0,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,G5,B4,G4,G2,G1
129.5,86.3333,44,1.3333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,F5,B4,G4,G2,G1
130.0,86.6667,44,1.6667,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,D5,B4,G4,G2,G1
130.25,86.8333,44,1.8333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,B4,B4,G4,G2,G1
130.5,87.0,44,2.0,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,G4,G4,G4,G2,G1
131.0,87.3333,44,2.3333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,F4,F4,G4,G2,G1
131.5,87.6667,44,2.6667,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D4,D4,G4,G2,G1
131.75,87.8333,44,2.8333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,B3,B3,G4,G2,G1
132.0,88.0,45,1.0,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,G3,B4,G3,G3,r
132.5,88.3333,45,1.3333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,G3,B4,F3,F3,r
133.0,88.6667,45,1.6667,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,D3,D3,r
133.25,88.8333,45,1.8333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,B3,B2,r
133.5,89.0,45,2.0,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,r,A2,A1
133.75,89.1667,45,2.1667,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,G3,A2,A1
134.0,89.3333,45,2.3333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,B3,G2,G1
134.25,89.5,45,2.5,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,D4,G2,G1
134.5,89.6667,45,2.6667,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,G4,F2,F1
134.75,89.8333,45,2.8333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,r,r,r,r,D5,B4,G4,D2,D1
135.0,90.0,46,1.0,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,r,r,G4,E4,A5,C5,G4,G2,G1
135.25,90.1667,46,1.1667,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,r,r,G4,E4,G5,C5,G4,G2,G1
135.5,90.3333,46,1.3333,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,r,r,G4,E4,F#5,C5,G4,G2,G1
135.75,90.5,46,1.5,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,r,r,G4,E4,G5,C5,G4,G2,G1
136.0,90.6667,46,1.6667,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,r,r,G4,E4,E5,C5,G4,G2,G1
136.25,90.8333,46,1.8333,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,r,r,G4,E4,C5,C5,G4,G2,G1
136.5,91.0,46,2.0,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,A4,A4,G4,G2,G1
136.75,91.1667,46,2.1667,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G4,G4,G4,G2,G1
137.0,91.3333,46,2.3333,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,F#4,F#4,G4,G2,G1
137.25,91.5,46,2.5,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G4,G4,G4,G2,G1
137.5,91.6667,46,2.6667,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,E4,E4,G4,G2,G1
137.75,91.8333,46,2.8333,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,C4,C4,G4,G2,G1
138.0,92.0,47,1.0,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G3,C5,A3,A3,r
138.25,92.1667,47,1.1667,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G3,C5,G3,G3,r
138.5,92.3333,47,1.3333,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G3,C5,F#3,F#3,r
138.75,92.5,47,1.5,G6,E6,G5,E5,G4,E4,G3,E3,G4,G4,G4,G3,G4,E4,G3,C5,G3,G3,r
139.0,92.6667,47,1.6667,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,E3,E3,r
139.25,92.8333,47,1.8333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,C3,C3,r
139.5,93.0,47,2.0,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,r,A2,A1
139.75,93.1667,47,2.1667,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,G3,G2,G1
140.0,93.3333,47,2.3333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,C4,F#2,F#1
140.25,93.5,47,2.5,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,E4,G2,G1
140.5,93.6667,47,2.6667,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,G4,E2,E2
140.75,93.8333,47,2.8333,E6,C6,E5,C5,E4,C4,E3,C3,G4,G4,G4,G3,r,r,E5,C5,G4,C2,C2
141.0,94.0,48,1.0,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,r,r,F4,D4,G5,B4,G4,G2,G1
141.25,94.1667,48,1.1667,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,r,r,F4,D4,F5,B4,G4,G2,G1
141.5,94.3333,48,1.3333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,r,r,F4,D4,E5,B4,G4,G2,G1
141.75,94.5,48,1.5,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,r,r,F4,D4,F5,B4,G4,G2,G1
142.0,94.6667,48,1.6667,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,r,r,F4,D4,D5,B4,G4,G2,G1
142.25,94.8333,48,1.8333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,r,r,F4,D4,B4,B4,G4,G2,G1
142.5,95.0,48,2.0,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,G4,G4,G4,G2,G1
142.75,95.1667,48,2.1667,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,F4,F4,G4,G2,G1
143.0,95.3333,48,2.3333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,E4,E4,G4,G2,G1
143.25,95.5,48,2.5,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,F4,F4,G4,G2,G1
143.5,95.6667,48,2.6667,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,D4,D4,G4,G2,G1
143.75,95.8333,48,2.8333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,B3,B3,G4,G2,G1
144.0,96.0,49,1.0,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,G3,B4,A3,A3,r
144.25,96.1667,49,1.1667,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,G3,B4,G3,G3,r
144.5,96.3333,49,1.3333,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,G3,B4,F#3,F#3,r
144.75,96.5,49,1.5,F6,D6,F5,D5,F4,D4,F3,D3,G4,G4,G4,G3,F4,D4,G3,B4,G3,G3,r
145.0,96.6667,49,1.6667,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,F3,F3,r
145.25,96.8333,49,1.8333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,D3,D3,r
145.5,97.0,49,2.0,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,r,A2,A1
145.75,97.1667,49,2.1667,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,G3,G2,G1
146.0,97.3333,49,2.3333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,B3,F2,F1
146.25,97.5,49,2.5,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,D4,D2,D2
