qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
170.0,191.0,P8(Oboe 2)&P8(Bassoon 1),,P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 2),,P8(Oboe 1)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P8(Oboe 1)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Oboe 1)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2),P8(Oboe 1)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
191.0,207.5,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
207.5,224.5,,,,,,,,,,,,,,Main Part,,,,
224.5,238.0,,,,,,,,,P8(C Trumpet 1),,P8(C Horn 1),,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
238.0,242.5,P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(C Horn 1)&U(C Trumpet 1),,P8(Flute 1)&P3(Flute 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(C Trumpet 1),P8(C Trumpet 2),U(Oboe 1)&P8(C Horn 1),P8(C Horn 2),,Main Part,,P8(Flute 1)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Violoncello)
242.5,246.0,Main Part,,P3(Oboe 2)&P8(C Horn 1)&P3(C Horn 2)&U(C Trumpet 1)&P3(C Trumpet 2),P3(Oboe 1)&P3(C Horn 1)&P8(C Horn 2)&P3(C Trumpet 1)&U(C Trumpet 2),P8(Main)&P8(Bassoon 1),,P8(Main)&P8(C Clarinet 1),,P8(Oboe 1)&P3(Oboe 2)&P3(C Horn 2)&P8(C Trumpet 1)&P3(C Trumpet 2),P3(Oboe 1)&P8(Oboe 2)&P3(C Horn 1)&P3(C Trumpet 1)&P8(C Trumpet 2),U(Oboe 1)&P3(Oboe 2)&P8(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 2),P3(Oboe 1)&U(Oboe 2)&P3(C Horn 1)&P8(C Horn 2)&P3(C Trumpet 1),,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
246.0,250.5,Main Part,,P8(C Horn 1)&U(C Trumpet 1),,P8(Main)&P8(Bassoon 1),,P8(Main)&P8(C Clarinet 1),,P8(Oboe 1)&P8(C Trumpet 1),P8(C Trumpet 2),U(Oboe 1)&P8(C Horn 1),P8(C Horn 2),,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
250.5,255.0,,,,,P8(Bassoon 1),P8(Bassoon 2),P8(C Clarinet 1),P8(C Clarinet 2),,,P3(C Trumpet 2),P3(C Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
255.0,259.0,,,P8(C Clarinet 2)&P8(Bassoon 2)&P8(Viola),U(C Clarinet 1)&P8(Bassoon 1)&P8(C Horn 1)&U(C Trumpet 1)&U(Violin 2),U(Oboe 2)&P8(Bassoon 1)&P8(C Horn 1)&U(C Trumpet 1)&U(Violin 2),P8(Oboe 1)&P8(Bassoon 2)&U(Viola),P8(Oboe 2)&P8(C Clarinet 1)&U(C Horn 1)&P8(C Trumpet 1)&P8(Violin 2),P8(Oboe 1)&P8(C Clarinet 2)&P8(Viola),P8(Oboe 2)&P8(C Clarinet 1)&U(Bassoon 1)&P8(C Trumpet 1)&P8(Violin 2),P8(C Trumpet 2),U(Oboe 2)&U(C Clarinet 1)&P8(Bassoon 1)&P8(C Horn 1)&U(Violin 2),P8(C Horn 2),,Main Part,U(Oboe 2)&U(C Clarinet 1)&P8(Bassoon 1)&P8(C Horn 1)&U(C Trumpet 1),P8(Oboe 1)&U(C Clarinet 2)&P8(Bassoon 2),P8(Contrabass),P8(Violoncello)
259.0,278.0,Main Part,,,,,,,,P8(C Horn 2),P8(C Horn 1),P8(C Trumpet 2),P8(C Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
278.0,286.0,Main Part,U(Oboe 1),U(Flute 2),,,,P8(Main)&U(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Main)&U(Bassoon 1)&U(Violoncello)&P8(Contrabass),U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violin 1),U(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violin 1),P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2)&P8(Violin 1),P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(Violin 1),,P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),,,P8(Main)&U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
286.0,290.0,U(Flute 2)&P8(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&U(C Trumpet 2),U(Flute 1)&P8(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&U(C Trumpet 2),P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&U(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(C Clarinet 2),P8(C Clarinet 1),P8(Oboe 1),U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),U(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2),U(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1),,Main Part,,,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
290.0,306.0,,P8(C Horn 1)&P8(C Horn 2),,,P8(C Clarinet 2),P8(C Clarinet 1),,U(Violoncello)&P8(Contrabass),P8(Flute 2)&U(C Horn 2),P8(Flute 2)&U(C Horn 1),,,,Main Part,P8(Main),,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
306.0,318.0,Main Part,U(C Clarinet 1)&P8(C Clarinet 2),P8(Bassoon 1),,U(Flute 2)&P8(C Clarinet 2),P8(Flute 2)&P8(C Clarinet 1),P8(Oboe 1),U(Violoncello)&P8(Contrabass),P8(C Horn 2),P8(C Horn 1),,,,P8(Violin 2),P8(Violin 1),,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
318.0,334.5,Main Part,,,,,,,,P8(C Trumpet 1),,P8(C Horn 1),,,,,,P8(Contrabass),P8(Violoncello)
334.5,336.5,P8(C Clarinet 1)&P8(Bassoon 1),P8(C Clarinet 2)&P8(Bassoon 2),P3(Oboe 2)&P8(Timpani),P3(Oboe 1)&P3(Timpani),P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),P8(C Trumpet 1),P8(C Trumpet 2)&P8(Violin 2),P8(C Horn 1),P8(C Horn 2)&P8(Violin 2),P8(Oboe 1)&P3(Oboe 2),Main Part,P8(C Horn 2)&P8(C Trumpet 2),P3(Main),P8(Contrabass),P8(Violoncello)
336.5,338.5,P6(Flute 2)&P8(C Clarinet 1)&P6(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),,P8(Main),P8(Flute 1)&P6(Flute 2)&P6(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(C Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P8(C Clarinet 1)&P6(C Clarinet 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1),P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violin 2),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violin 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&U(Violin 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Violin 2),,Main Part,P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
338.5,340.5,Main Part,P8(C Clarinet 2)&P8(Bassoon 2),P4(Oboe 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&U(Violin 1)&U(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Oboe 1)&P2(C Horn 1)&P2(C Horn 2)&P2(C Trumpet 1)&P2(C Trumpet 2)&P4(Violin 1)&P4(Violin 2)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),P3(Oboe 1)&P2(Oboe 2)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&U(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,U(Oboe 1)&P4(Oboe 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&U(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),U(Oboe 1)&P4(Oboe 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&U(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P2(Oboe 2)&U(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
340.5,342.5,Main Part,P6(Main)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),U(Violin 1)&U(Violin 2),,P8(Main)&P6(Flute 2)&P6(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Main)&P8(Flute 2)&P6(C Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Main)&P6(Flute 2)&P8(C Clarinet 1)&P6(C Clarinet 2)&P6(Bassoon 2),P6(Main)&P8(Flute 2)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1),P8(C Trumpet 1),P8(C Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Horn 1),P8(C Horn 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,U(Oboe 1)&U(Violin 2),U(Oboe 1)&U(Violin 1),P8(C Horn 2)&P8(C Trumpet 2)&P8(Violoncello)&P8(Contrabass),P8(C Horn 2)&P8(C Trumpet 2)&P8(Viola)&P8(Contrabass),P8(C Horn 2)&P8(C Trumpet 2)&P8(Viola)&P8(Violoncello)
342.5,344.5,P8(C Clarinet 1)&P8(Bassoon 1),P8(C Clarinet 2)&P8(Bassoon 2),P3(Oboe 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P8(Timpani)&P3(Main)&P5(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani)&P8(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),P5(Oboe 1)&P3(Oboe 2)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P5(Timpani)&P3(Main)&P8(Violin 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P5(Oboe 1)&P3(Oboe 2)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P5(Timpani)&P3(Main)&P8(Violin 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P5(Oboe 1)&P3(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P5(Timpani)&P3(Main)&U(Violin 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P5(Oboe 1)&P3(Oboe 2)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P5(Timpani)&P3(Main)&P8(Violin 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P3(Main)&P5(Violin 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),Main Part,P5(Oboe 1)&P3(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P5(Timpani)&P3(Main)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P8(Timpani)&P3(Main)&P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&P8(Timpani)&P3(Main)&P5(Violin 2)&P8(Viola)&P8(Contrabass),P8(Oboe 1)&P3(Oboe 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2)&U(Timpani)&P3(Main)&P5(Violin 2)&P8(Viola)&P8(Violoncello)
344.5,346.5,P6(Flute 2)&P8(C Clarinet 1)&P6(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),,P8(Main),P8(Flute 1)&P6(Flute 2)&P6(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(C Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P8(C Clarinet 1)&P6(C Clarinet 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1),P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Violin 2),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violin 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&U(Violin 2),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Violin 2),,Main Part,P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
346.5,348.5,Main Part,P8(C Clarinet 2)&P8(Bassoon 2),P4(Oboe 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&U(Violin 1)&U(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Oboe 1)&P2(C Horn 1)&P2(C Horn 2)&P2(C Trumpet 1)&P2(C Trumpet 2)&P4(Violin 1)&P4(Violin 2)&P2(Viola)&P2(Violoncello)&P2(Contrabass),P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),P3(Oboe 1)&P2(Oboe 2)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&U(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,U(Oboe 1)&P4(Oboe 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&U(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),U(Oboe 1)&P4(Oboe 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&U(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P2(Oboe 2)&U(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Oboe 1)&P2(Oboe 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
348.5,350.0,Main Part,P3(Main)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Timpani),U(Violin 1)&U(Violin 2),,P8(Main)&P3(Flute 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Timpani),P3(Main)&P8(Flute 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Timpani),P8(Main)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P3(Timpani),P3(Main)&P8(Flute 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Timpani),P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Main)&P8(Flute 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),U(Oboe 1)&U(Violin 2),U(Oboe 1)&U(Violin 1),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violoncello)&P8(Contrabass),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Viola)&P8(Contrabass),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Viola)&P8(Violoncello)
350.0,370.0,P8(Oboe 2)&P8(Bassoon 1),,P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Main),P8(Flute 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 2),U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Main),P8(Oboe 1)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Main),P8(Oboe 1)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Main),P8(Oboe 1)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Main),,Main Part,,,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
370.0,374.0,P2(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 2)&P2(C Horn 1)&P2(C Horn 2)&P2(C Trumpet 1)&P2(C Trumpet 2)&P2(Timpani)&P3(Contrabass),P2(Flute 1)&P2(Oboe 2)&P2(C Clarinet 1)&P2(C Clarinet 2)&P4(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani)&P4(Contrabass),,P8(Flute 1)&P2(Flute 2)&U(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 2)&P2(C Horn 1)&P2(C Horn 2)&P2(C Trumpet 1)&P2(C Trumpet 2)&P2(Timpani)&P3(Contrabass),P8(Flute 1)&P2(Flute 2)&U(Oboe 2)&P8(C Clarinet 2)&P3(Bassoon 2)&P2(C Horn 1)&P2(C Horn 2)&P2(C Trumpet 1)&P2(C Trumpet 2)&P2(Timpani)&P3(Contrabass),P8(Flute 1)&P2(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 2)&P2(C Horn 1)&P2(C Horn 2)&P2(C Trumpet 1)&P2(C Trumpet 2)&P2(Timpani)&P3(Contrabass),,P3(Flute 1)&P4(Flute 2)&P3(Oboe 2)&P3(C Clarinet 1)&P3(C Clarinet 2)&P4(C Horn 1)&P4(C Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(Timpani)&P8(Contrabass),P2(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(C Clarinet 1)&P2(C Clarinet 2)&P4(Bassoon 2)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani)&P4(Contrabass),P2(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(C Clarinet 1)&P2(C Clarinet 2)&P4(Bassoon 2)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani)&P4(Contrabass),P2(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(C Clarinet 1)&P2(C Clarinet 2)&P4(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani)&P4(Contrabass),P2(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(C Clarinet 1)&P2(C Clarinet 2)&P4(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Timpani)&P4(Contrabass),P2(Flute 1)&P8(Flute 2)&P2(Oboe 2)&P2(C Clarinet 1)&P2(C Clarinet 2)&P4(Bassoon 2)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P4(Contrabass),Main Part,P3(Violoncello),,P3(Violin 2),P3(Flute 1)&P4(Flute 2)&P3(Oboe 2)&P3(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 2)&P4(C Horn 1)&P4(C Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(Timpani)
374.0,379.25,,,Main Part,,,,P3(Violin 2)&P5(Viola)&U(Violoncello),,,,,,,,P3(Bassoon 1)&P7(Viola)&P3(Violoncello),P5(Bassoon 1)&P7(Violin 2)&P5(Violoncello),U(Bassoon 1)&P3(Violin 2)&P5(Viola),
379.25,382.0,,,P3(Bassoon 1)&P3(Bassoon 2)&P5(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),,,,P3(Oboe 1)&P8(Bassoon 2)&P3(Violin 2)&P3(Viola)&U(Violoncello)&P8(Contrabass),P3(Oboe 1)&P8(Bassoon 1)&P3(Violin 2)&P3(Viola)&P8(Violoncello)&U(Contrabass),,,,,,Main Part,P5(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&U(Bassoon 1)&P8(Bassoon 2)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Oboe 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
