qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
492.0,516.0,P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),Main Part,P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(A Clarinet 2),P8(A Clarinet 1),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&U(Viola),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,P8(Flute 1)&U(Flute 2)&U(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
516.0,519.0,Main Part,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
519.0,522.0,Main Part,,,,,,,,,,,,,,,,,
522.0,525.0,,,,,,,,,,,,,,Main Part,,,,
525.0,528.0,P4(A Clarinet 1)&P6(A Clarinet 2),,,,P4(Flute 1)&P3(A Clarinet 2),P6(Flute 1)&P3(A Clarinet 1),,,,,,,,Main Part,,,,
528.0,553.0,Main Part,,,,,P6(Main),,,,,,,,P5(Violin 2)&P3(Viola),P5(Violin 1)&P3(Viola),P3(Violin 1)&P3(Violin 2),,
553.0,565.0,Main Part,,,,,,P4(Bassoon 2)&P3(D Horn 1)&P2(Violoncello)&P2(Contrabass),P4(Bassoon 1)&P2(D Horn 1)&P5(Violoncello)&P5(Contrabass),P3(Bassoon 1)&P2(Bassoon 2)&P4(Violoncello)&P4(Contrabass),,,,,P3(Viola),,P3(Violin 1),P2(Bassoon 1)&P5(Bassoon 2)&P4(D Horn 1)&P8(Contrabass),P2(Bassoon 1)&P5(Bassoon 2)&P4(D Horn 1)&P8(Violoncello)
565.0,573.0,Main Part,P3(Main)&P6(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P6(Violin 1)&P6(Violin 2)&P8(Viola),P4(Main)&P6(Flute 2)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P3(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&U(Violin 1)&P8(Violin 2)&P6(Viola),P3(Main)&P8(Flute 2)&P6(Oboe 1)&P3(A Clarinet 1)&U(A Clarinet 2)&P4(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P6(Violin 1)&P6(Violin 2)&P8(Viola),P8(Main)&P3(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P2(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P4(Violin 1)&P4(Violin 2)&P3(Viola),P3(Main)&P8(Flute 2)&P6(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&P4(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P6(Violin 1)&P6(Violin 2)&P8(Viola),P4(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P4(Bassoon 1),,P2(Main)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P3(Violin 1)&P3(Violin 2)&P4(Viola),P3(Main)&P8(Flute 2)&P6(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 2)&P6(Violin 1)&P6(Violin 2)&P8(Viola),P3(Main)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 1)&P6(Violin 1)&P6(Violin 2)&U(Viola),,P4(Main)&P6(Flute 2)&U(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P3(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P8(Violin 2)&P6(Viola),P4(Main)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P3(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P8(Violin 1)&P6(Viola),P3(Main)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P4(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P6(Violin 1)&P6(Violin 2),P2(Bassoon 1)&P8(Contrabass),P2(Bassoon 1)&P8(Violoncello)
573.0,601.0,Main Part,P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),,P3(Main),P3(Flute 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P4(Bassoon 2)&P2(D Horn 1)&P2(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Violoncello)&P2(Contrabass),P8(Flute 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),P3(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 2)&P2(D Horn 1)&P2(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Violoncello)&P2(Contrabass),P6(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P3(Violoncello)&P3(Contrabass),P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&U(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P8(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),P8(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P8(D Trumpet 1)&P4(Violoncello)&P4(Contrabass),,,,,P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Contrabass),P4(Flute 2)&P2(A Clarinet 1)&P4(A Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P8(Violoncello)
601.0,613.0,,,,,,,P5(Bassoon 2)&P2(Violoncello)&P2(Contrabass),P5(Bassoon 1)&P4(Violoncello)&P4(Contrabass),,,,,,Main Part,,,P2(Bassoon 1)&P4(Bassoon 2)&P8(Contrabass),P2(Bassoon 1)&P4(Bassoon 2)&P8(Violoncello)
613.0,621.0,,,,,,,P3(Viola)&P2(Violoncello)&P2(Contrabass),,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P8(Main)&P8(Violin 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P8(Main)&P8(Violin 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P3(Timpani)&P8(Main)&U(Violin 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P3(Timpani)&P8(Main)&U(Violin 2),P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Main)&P3(Violin 2),Main Part,P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&U(D Trumpet 2)&P3(Timpani)&P8(Main),P3(Bassoon 1)&P4(Violoncello)&P4(Contrabass),P2(Bassoon 1)&P4(Viola)&P8(Contrabass),P2(Bassoon 1)&P4(Viola)&P8(Violoncello)
621.0,633.0,,,Main Part,,,,,U(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),U(Bassoon 2)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),U(Bassoon 2)&U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),,,,P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)
633.0,664.0,,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
664.0,688.0,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
688.0,708.0,P8(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani),P8(Flute 1)&U(A Clarinet 1)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani),P8(Bassoon 1),,P8(Flute 1)&U(Flute 2)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani),P3(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P6(D Horn 1)&P6(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani),P8(Oboe 1),,P4(Flute 1)&P4(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&U(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani),P4(Flute 1)&P4(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&U(D Horn 1)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani),P3(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 2)&P3(Timpani),P3(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 1)&P3(Timpani),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
708.0,715.0,P8(Main)&P8(Violin 2),P8(Oboe 2),P8(Bassoon 1)&P8(Viola),P8(Flute 2),P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),,P8(Oboe 1)&U(Viola),,P4(A Clarinet 1)&U(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P4(A Clarinet 1)&U(D Horn 1)&P6(D Trumpet 1)&P6(D Trumpet 2)&P4(Timpani)&P4(Violoncello)&P4(Contrabass),P3(A Clarinet 1)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P3(A Clarinet 1)&P6(D Horn 1)&P6(D Horn 2)&P8(D Trumpet 1)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(A Clarinet 1)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Flute 1)&P8(Main),P8(Oboe 1)&U(Bassoon 1),P8(A Clarinet 1)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(A Clarinet 1)&P4(D Horn 1)&P4(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Violoncello)
715.0,740.0,P8(Oboe 1),P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2),P8(Flute 1),P8(Flute 2)&P8(A Clarinet 1)&U(A Clarinet 2),U(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2),P8(Flute 2)&U(Oboe 2)&P8(A Clarinet 1),,,U(D Horn 2),U(D Horn 1),P8(D Trumpet 2)&P3(Timpani),P8(D Trumpet 1)&P3(Timpani),P3(D Trumpet 1)&P3(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
740.0,752.0,Main Part,,P8(Main),,,,,,U(D Horn 2)&P4(Timpani),U(D Horn 1)&P4(Timpani),,,P4(D Horn 1)&P4(D Horn 2),P8(Viola),,P8(Violin 1),,
752.0,761.0,Main Part,,P8(Main),,,,,,U(D Horn 2)&P4(Timpani),U(D Horn 1)&P4(Timpani),,,P4(D Horn 1)&P4(D Horn 2),P8(Viola)&P8(Violoncello),,P8(Violin 1)&P8(Violoncello),P8(Violin 1)&P8(Viola),
761.0,769.0,,,P5(Oboe 2),P5(Oboe 1),,,,,U(D Horn 2)&P4(Timpani),U(D Horn 1)&P4(Timpani),,,P4(D Horn 1)&P4(D Horn 2),,,,Main Part,
769.0,775.0,,,P3(Bassoon 2),,,,,P3(Oboe 1),,,,,,P3(Violin 2)&P5(Viola)&P3(Main)&P3(Contrabass),P3(Violin 1)&P3(Viola)&P5(Main)&P5(Contrabass),P5(Violin 1)&P3(Violin 2)&P7(Main)&P7(Contrabass),Main Part,P3(Violin 1)&P5(Violin 2)&P7(Viola)&P8(Main)
775.0,793.0,,,,,,,,,,,,,,,,Main Part,P8(Contrabass),P8(Violoncello)
793.0,817.0,,P5(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P5(Bassoon 2),P8(Bassoon 1),P5(Flute 2)&P5(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 2),P8(Flute 2)&P5(Oboe 2)&P3(A Clarinet 2)&P5(Bassoon 2),P3(Flute 2)&P3(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 2),P8(Oboe 1),P5(Flute 2)&P8(Oboe 2)&P5(A Clarinet 1)&P3(A Clarinet 2),,,,,,,,Main Part,P8(Contrabass),P8(Violoncello)
817.0,852.0,P8(Oboe 1)&P8(Violin 1),,P8(Flute 1)&P8(Violin 1),,P3(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(A Clarinet 1)&P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2),,,P8(A Clarinet 1)&P3(A Clarinet 2)&U(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P8(A Clarinet 1)&P3(A Clarinet 2)&U(D Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(A Clarinet 1)&U(A Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 2),P3(A Clarinet 1)&P8(A Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 1),,P8(Flute 1)&P8(Oboe 1),Main Part,,P8(Contrabass),P8(Violoncello)
852.0,855.0,,,,,,,U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),,,,,,,Main Part,,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
855.0,858.0,,,,,,,,,,,,,,Main Part,,,,
858.0,861.0,,,,,,,,,,,,,,Main Part,,,,
861.0,864.0,Main Part,P8(Main)&U(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&U(Flute 2)&P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&U(Timpani)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Main)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P3(Timpani)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 2),P8(Violin 1),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&U(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)
864.0,889.0,Main Part,P8(Main)&U(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&U(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(Violin 1)&P8(Violin 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,U(D Trumpet 2),U(D Trumpet 1),,P8(Bassoon 1)&P8(Violin 2),P8(Bassoon 1)&P8(Violin 1),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
889.0,913.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),Main Part,P3(Main),,,,,,,,P8(Violin 2),P8(Violin 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Viola)&P8(Violoncello)
913.0,937.0,,,P3(Oboe 2),P3(Oboe 1),Main Part,P3(Main),,,,,,,,P8(Violin 2),P8(Violin 1),,,
937.0,961.0,P8(Flute 2),P8(Flute 1),Main Part,,,,,,,,,,,P8(Violin 2),P8(Violin 1),,,
961.0,985.0,,,Main Part,,,,,,,,,,,P8(Violin 2),P8(Violin 1),,,
985.0,1009.0,Main Part,,P3(Main)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,P8(Main)&P3(Oboe 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Main)&P8(Oboe 1)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Main)&P3(Oboe 1)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P3(Main)&P8(Oboe 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),,,,,,P8(Violin 2),P8(Violin 1),,,
1009.0,1039.0,Main Part,,P8(A Clarinet 2)&P8(Bassoon 2),,P8(Main)&P8(Bassoon 1),P8(Oboe 1)&P8(Bassoon 2),P8(Main)&P8(A Clarinet 1),P8(Oboe 1)&P8(A Clarinet 2),U(D Horn 2),U(D Horn 1),,,,P8(Violin 2),P8(Violin 1),,,
1039.0,1063.0,Main Part,,,,,,,,,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1063.0,1087.0,Main Part,P3(Main),P3(Oboe 2),P3(Oboe 1),P3(A Clarinet 2),P3(A Clarinet 1),P8(Violin 1),,,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),P8(Bassoon 1),,,P8(Contrabass),P8(Violoncello)
1087.0,1108.0,P8(A Clarinet 1)&P8(Violin 1),P8(A Clarinet 2),P3(Oboe 2),P3(Oboe 1),P8(Flute 1)&P8(Violin 1),P8(Flute 2),U(Bassoon 2),U(Bassoon 1),Main Part,P8(Main),P8(D Trumpet 2),P8(D Trumpet 1),,P8(Flute 1)&P8(A Clarinet 1),,,P8(Contrabass),P8(Violoncello)
