qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1 (orig. E and A),E Horn 2 (orig. E and A),Violin 1,Violin 2,Viola,Violoncello,Contrabass
280.0,365.2174,187,1.6667,r,r,r,r,C#5,A4,C#4,A3,E4,E3,A5,A4,C#4,C#3,C#2
280.125,365.3804,187,1.75,r,r,r,r,C#5,A4,C#4,A3,E4,E3,B5,B4,C#4,C#3,C#2
280.25,365.5435,187,1.8333,r,r,r,r,C#5,A4,C#4,A3,E4,E3,C#6,C#5,C#4,C#3,C#2
280.375,365.7065,187,1.9167,r,r,r,r,C#5,A4,C#4,A3,E4,E3,C#6,C#5,C#4,C#3,C#2
280.5,365.8696,188,1.0,r,r,r,r,E5,C#5,E4,C#4,r,r,r,r,B3,B2,B1
280.75,366.1957,188,1.1667,r,r,r,r,E5,C#5,E4,C#4,r,r,D5,F#4,B3,B2,B1
280.875,366.3587,188,1.25,r,r,r,r,E5,C#5,E4,C#4,r,r,D6,D5,B3,B2,B1
281.0,366.5217,188,1.3333,r,r,r,r,E5,C#5,E4,C#4,r,r,r,r,B3,B2,B1
281.25,366.8478,188,1.5,r,r,r,r,D5,B4,D4,B3,r,r,D5,F#4,B3,B2,B1
281.375,367.0109,188,1.5833,r,r,r,r,D5,B4,D4,B3,r,r,D6,D5,B3,B2,B1
281.5,367.1739,188,1.6667,r,r,r,r,C#5,A4,C#4,A3,E4,E3,r,r,E4,E3,E2
281.75,367.5,188,1.8333,r,r,r,r,B4,G#4,B3,G#3,E4,E3,G#5,B4,E4,E3,E2
281.875,367.663,188,1.9167,r,r,r,r,B4,G#4,B3,G#3,E4,E3,B5,D5,E4,E3,E2
282.0,367.8261,189,1.0,r,r,r,r,A4,A4,A3,A3,E4,E3,A5,C#5,A3,A2,A1
282.25,368.1522,189,1.1667,r,r,r,r,A4,A4,A3,A3,E4,E3,A5,E4,A3,A2,A1
282.5,368.4783,189,1.3333,r,r,r,r,r,r,r,r,r,r,r,E4,A3,r,r
282.75,368.8043,189,1.5,r,r,r,r,r,r,r,r,r,r,r,E4,A3,r,r
283.0,369.1304,189,1.6667,r,r,r,r,r,r,r,r,r,r,r,E4,A3,r,r
283.25,369.4565,189,1.8333,r,r,r,r,E4,r,E3,r,r,r,r,E4,A3,r,r
283.5,369.7826,190,1.0,r,r,r,r,E4,r,E3,r,E4,E3,r,E4,A3,C#4,C#3
283.75,370.1087,190,1.1667,r,r,r,r,E4,r,E3,r,E4,E3,r,E4,A3,C#4,C#3
283.875,370.2717,190,1.25,r,r,r,r,A4,r,A3,r,E4,E3,r,E4,A3,C#4,C#3
284.0,370.4348,190,1.3333,r,r,r,r,C#5,r,C#4,r,E4,E3,r,E4,A3,r,r
284.25,370.7609,190,1.5,r,r,r,r,C#5,r,C#4,r,E4,E3,r,E4,A3,r,r
284.5,371.087,190,1.6667,r,r,r,r,C#5,r,C#4,r,E4,E3,r,E4,A3,r,r
284.75,371.413,190,1.8333,r,r,r,r,A4,r,A3,r,E4,E3,r,E4,A3,r,r
285.0,371.7391,191,1.0,r,r,r,r,G#4,r,G#3,r,E4,E3,r,E4,B3,B3,B2
285.25,372.0652,191,1.1667,r,r,r,r,G#4,r,G#3,r,E4,E3,r,E4,B3,B3,B2
285.375,372.2283,191,1.25,r,r,r,r,B4,r,B3,r,E4,E3,r,E4,B3,B3,B2
285.5,372.3913,191,1.3333,r,r,r,r,D5,r,D4,r,E4,E3,r,E4,B3,r,r
285.75,372.7174,191,1.5,r,r,r,r,D5,r,D4,r,E4,E3,r,E4,B3,r,r
286.0,373.0435,191,1.6667,r,r,r,r,r,r,r,r,E4,E3,r,E4,B3,r,r
286.25,373.3696,191,1.8333,r,r,r,r,r,r,r,r,E4,E3,E5,E4,B3,r,r
286.5,373.6957,192,1.0,r,r,r,r,r,r,r,r,E4,E3,E5,E4,G#3,E3,E2
286.75,374.0217,192,1.1667,r,r,r,r,r,r,r,r,E4,E3,E5,E4,G#3,E3,E2
286.875,374.1848,192,1.25,r,r,r,r,r,r,r,r,E4,E3,B5,E4,G#3,E3,E2
287.0,374.3478,192,1.3333,r,r,r,r,r,r,r,r,E4,E3,D6,E4,G#3,r,r
287.25,374.6739,192,1.5,r,r,r,r,r,r,r,r,E4,E3,D6,E4,G#3,r,r
287.5,375.0,192,1.6667,r,r,r,r,r,r,r,r,E4,E3,D6,E4,G#3,r,r
287.75,375.3261,192,1.8333,r,r,r,r,r,r,r,r,E4,E3,B5,E4,G#3,r,r
288.0,375.6522,193,1.0,r,r,r,r,r,r,r,r,E4,E3,A5,E4,A3,A3,A2
288.25,375.9783,193,1.1667,r,r,r,r,r,r,r,r,E4,E3,A5,E4,A3,A3,A2
288.375,376.1413,193,1.25,r,r,r,r,r,r,r,r,E4,E3,C#6,E4,A3,A3,A2
288.5,376.3043,193,1.3333,r,r,r,r,r,r,r,r,E4,E3,E6,E4,A3,r,r
288.75,376.6304,193,1.5,r,r,r,r,r,r,r,r,E4,E3,E6,E4,A3,r,r
289.0,376.9565,193,1.6667,r,r,r,r,r,r,r,r,E4,E3,r,E4,A3,r,r
289.25,377.2826,193,1.8333,r,r,r,r,E4,r,E3,r,E4,E3,r,E4,A3,r,r
289.5,377.6087,194,1.0,r,r,r,r,E4,r,E3,r,E4,E3,r,E4,A3,C4,C3
289.75,377.9348,194,1.1667,r,r,r,r,E4,r,E3,r,E4,E3,r,E4,A3,C4,C3
289.875,378.0978,194,1.25,r,r,r,r,A4,r,A3,r,E4,E3,r,E4,A3,C4,C3
290.0,378.2609,194,1.3333,r,r,E5,r,C5,r,C4,r,E4,E3,r,E4,A3,r,r
290.25,378.587,194,1.5,r,r,E5,r,C5,r,C4,r,E4,E3,r,E4,A3,r,r
290.5,378.913,194,1.6667,r,r,E5,r,C5,r,C4,r,E4,E3,r,E4,A3,r,r
290.75,379.2391,194,1.8333,r,r,E5,r,A4,r,A3,r,E4,E3,r,E4,A3,r,r
291.0,379.5652,195,1.0,r,r,F5,r,G#4,r,G#3,r,E4,E3,r,E4,G#3,B3,B2
291.25,379.8913,195,1.1667,r,r,E5,r,G#4,r,G#3,r,E4,E3,r,E4,G#3,B3,B2
291.375,380.0543,195,1.25,r,r,E5,r,B4,r,B3,r,E4,E3,r,E4,G#3,B3,B2
291.5,380.2174,195,1.3333,r,r,E5,r,D5,r,D4,r,E4,E3,r,E4,G#3,r,r
291.75,380.5435,195,1.5,r,r,E5,r,D5,r,D4,r,E4,E3,r,E4,G#3,r,r
292.0,380.8696,195,1.6667,r,r,r,r,r,r,r,r,E4,E3,r,E4,G#3,r,r
292.25,381.1957,195,1.8333,r,r,r,r,r,r,r,r,E4,E3,E5,E4,G#3,r,r
292.5,381.5217,196,1.0,r,r,r,r,r,r,r,r,E4,E3,E5,E4,G#3,E3,E2
292.75,381.8478,196,1.1667,r,r,r,r,r,r,r,r,E4,E3,E5,E4,G#3,E3,E2
292.875,382.0109,196,1.25,r,r,r,r,r,r,r,r,E4,E3,B5,E4,G#3,E3,E2
293.0,382.1739,196,1.3333,r,r,r,r,E5,r,E4,r,E4,E3,D6,E4,G#3,r,r
293.25,382.5,196,1.5,r,r,r,r,E5,r,E4,r,E4,E3,D6,E4,G#3,r,r
293.5,382.8261,196,1.6667,r,r,r,r,E5,r,E4,r,E4,E3,D6,E4,G#3,r,r
293.75,383.1522,196,1.8333,r,r,r,r,E5,r,E4,r,E4,E3,B5,E4,G#3,r,r
294.0,383.4783,197,1.0,r,r,r,r,F5,r,F4,r,E4,E3,A5,E4,A3,A3,A2
294.25,383.8043,197,1.1667,r,r,r,r,E5,r,E4,r,E4,E3,A5,E4,A3,A3,A2
294.375,383.9674,197,1.25,r,r,r,r,E5,r,E4,r,E4,E3,C6,E4,A3,A3,A2
294.5,384.1304,197,1.3333,r,r,r,r,E5,r,E4,r,E4,E3,E6,E4,A3,r,r
294.75,384.4565,197,1.5,r,r,r,r,E5,r,E4,r,E4,E3,E6,E4,A3,r,r
295.0,384.7826,197,1.6667,r,r,r,r,r,r,r,r,E4,E3,r,E4,A3,r,r
295.25,385.1087,197,1.8333,r,r,r,r,r,r,r,r,E4,E3,r,E4,A3,r,r
295.5,385.4348,198,1.0,r,r,r,r,r,r,r,r,r,r,r,F4,C4,A2,A1
295.75,385.7609,198,1.1667,r,r,r,r,r,r,r,r,r,r,r,F4,C4,A2,A1
295.875,385.9239,198,1.25,r,r,r,r,r,r,r,r,r,r,r,F4,C4,C3,C2
296.0,386.087,198,1.3333,r,r,r,r,r,r,r,r,r,r,C6,F4,C4,F3,F2
296.25,386.413,198,1.5,r,r,r,r,r,r,r,r,r,r,C6,F4,C4,F3,F2
296.375,386.5761,198,1.5833,r,r,r,r,r,r,r,r,r,r,A5,F4,C4,F3,F2
296.5,386.7391,198,1.6667,r,r,r,r,r,r,r,r,r,r,F5,F4,C4,r,r
296.75,387.0652,198,1.8333,r,r,r,r,r,r,r,r,r,r,F5,F4,C4,r,r
297.0,387.3913,199,1.0,r,r,r,r,r,r,G3,r,r,r,F5,F4,C#4,G3,r
297.25,387.7174,199,1.1667,r,r,r,r,r,r,G3,r,r,r,F5,F4,C#4,G3,r
297.375,387.8804,199,1.25,r,r,r,r,r,r,B-3,r,r,r,F5,F4,C#4,B-3,r
297.5,388.0435,199,1.3333,r,r,B-5,r,r,r,E4,r,r,r,E5,E4,C#4,E4,r
297.75,388.3696,199,1.5,r,r,B-5,r,r,r,E4,r,r,r,E5,E4,C#4,E4,r
297.875,388.5326,199,1.5833,r,r,G5,r,r,r,E4,r,r,r,E5,E4,C#4,E4,r
298.0,388.6957,199,1.6667,r,r,E5,r,r,r,r,r,r,r,r,E4,C#4,r,r
298.25,389.0217,199,1.8333,r,r,E5,r,r,r,r,r,r,r,r,E4,C#4,r,r
298.5,389.3478,200,1.0,r,r,E5,r,r,r,r,r,r,r,r,E4,A3,F2,F1
298.75,389.6739,200,1.1667,r,r,E5,r,r,r,r,r,r,r,r,E4,A3,F2,F1
298.875,389.837,200,1.25,r,r,E5,r,r,r,r,r,r,r,r,E4,A3,A2,A1
299.0,390.0,200,1.3333,r,r,D5,r,r,r,r,r,r,r,A5,D4,A3,D3,D2
299.25,390.3261,200,1.5,r,r,D5,r,r,r,r,r,r,r,A5,D4,A3,D3,D2
299.375,390.4891,200,1.5833,r,r,D5,r,r,r,r,r,r,r,F5,D4,A3,D3,D2
299.5,390.6522,200,1.6667,r,r,r,r,r,r,r,r,r,r,D5,D4,A3,r,r
299.75,390.9783,200,1.8333,r,r,r,r,r,r,r,r,r,r,D5,D4,A3,r,r
300.0,391.3043,201,1.0,r,r,r,r,r,r,E3,r,r,r,D5,D4,G3,E3,r
300.25,391.6304,201,1.1667,r,r,r,r,r,r,E3,r,r,r,D5,D4,G3,E3,r
300.375,391.7935,201,1.25,r,r,r,r,r,r,G3,r,r,r,D5,D4,G3,G3,r
300.5,391.9565,201,1.3333,r,r,G5,r,r,r,C4,r,r,r,C5,C4,G3,C4,r
300.75,392.2826,201,1.5,r,r,G5,r,r,r,C4,r,r,r,C5,C4,G3,C4,r
300.875,392.4457,201,1.5833,r,r,E5,r,r,r,C4,r,r,r,C5,C4,G3,C4,r
301.0,392.6087,201,1.6667,r,r,C5,r,r,r,r,r,r,r,r,C4,G3,r,r
301.25,392.9348,201,1.8333,r,r,C5,r,r,r,r,r,r,r,r,C4,G3,r,r
301.5,393.2609,202,1.0,r,r,C5,r,r,r,r,r,r,r,r,F4,r,D3,D2
301.875,393.75,202,1.25,r,r,C5,r,r,r,r,r,r,r,r,F4,r,F3,F2
302.0,393.913,202,1.3333,F6,r,B-4,r,r,r,D3,D3,r,r,F5,F4,D3,B-3,B-2
302.375,394.4022,202,1.5833,D6,r,B-4,r,r,r,F3,F3,r,r,D5,F4,F3,B-3,B-2
302.5,394.5652,202,1.6667,B-5,r,r,r,r,r,B-3,B-3,r,r,B-4,F4,B-3,r,r
303.0,395.2174,203,1.0,r,r,r,r,r,r,r,r,A4,A3,r,F#4,r,E-3,E-2
303.375,395.7065,203,1.25,r,r,r,r,r,r,r,r,A4,A3,r,F#4,r,A3,A2
303.5,395.8696,203,1.3333,F#6,r,r,r,r,r,E-3,E-3,A4,A3,F#5,F#4,E-3,C4,C3
303.875,396.3587,203,1.5833,C6,r,r,r,r,r,A3,A3,A4,A3,C5,F#4,A3,C4,C3
304.0,396.5217,203,1.6667,A5,r,r,r,r,r,C4,C4,A4,A3,A4,F#4,C4,r,r
304.5,397.1739,204,1.0,G#5,r,r,r,r,r,B3,r,r,r,G#4,B3,E4,E3,E2
304.75,397.5,204,1.1667,G#5,r,E5,E5,B4,G#4,D4,B3,E4,E4,G#4,B3,E4,E3,E2
305.25,398.1522,204,1.5,r,r,E5,E5,B4,G#4,D4,B3,E4,E4,r,r,r,r,r
305.5,398.4783,204,1.6667,r,r,E5,E5,C5,A4,C4,A3,E4,E4,r,r,r,r,r
305.75,398.8043,204,1.8333,r,r,E5,E5,C5,A4,C4,A3,E4,E4,r,r,r,r,r
306.0,399.1304,205,1.0,r,r,E5,E5,D5,B4,B3,G#3,E4,E4,E5,B4,G#4,E3,E2
306.25,399.4565,205,1.1667,r,r,E5,E5,D5,B4,B3,G#3,E4,E4,E6,D5,B4,G#3,G#2
306.75,400.1087,205,1.5,r,r,r,r,r,r,r,r,r,r,E6,D5,B4,G#3,G#2
307.0,400.4348,205,1.6667,r,r,r,r,r,r,r,r,r,r,E6,C5,A4,A3,A2
307.25,400.7609,205,1.8333,r,r,r,r,r,r,r,r,r,r,E6,C5,A4,A3,A2
307.5,401.087,206,1.0,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,E3,E2
307.75,401.413,206,1.1667,r,r,E5,E5,B4,G#4,D4,B3,E4,E4,r,B4,G#4,E3,E2
308.25,402.0652,206,1.5,r,r,E5,E5,B4,G#4,D4,B3,E4,E4,r,r,r,r,r
308.5,402.3913,206,1.6667,r,r,E5,E5,C5,A4,C4,A3,E4,E4,r,r,r,r,r
308.75,402.7174,206,1.8333,r,r,E5,E5,C5,A4,C4,A3,E4,E4,r,r,r,r,r
309.0,403.0435,207,1.0,r,r,E5,E5,D5,B4,B3,G#3,E4,E4,E5,B4,G#4,E3,E2
309.25,403.3696,207,1.1667,r,r,E5,E5,D5,B4,B3,G#3,E4,E4,E6,D5,B4,G#3,G#2
309.75,404.0217,207,1.5,r,r,r,r,r,r,r,r,r,r,E6,D5,B4,G#3,G#2
310.0,404.3478,207,1.6667,r,r,r,r,r,r,r,r,r,r,E6,C5,A4,A3,A2
310.25,404.6739,207,1.8333,r,r,r,r,r,r,r,r,r,r,E6,C5,A4,A3,A2
310.5,405.0,208,1.0,r,r,r,r,r,r,r,r,E4,E4,E5,B4,G#4,E3,E2
310.75,405.3261,208,1.1667,D6,B5,E5,E5,D5,B4,D4,B3,E4,E3,E6,D5,B4,G#3,G#2
311.25,405.9783,208,1.5,D6,B5,E5,E5,D5,B4,D4,B3,E4,E3,E6,D5,B4,G#3,G#2
311.5,406.3043,208,1.6667,C6,A5,E5,E5,C5,A4,C4,A3,E4,E3,E6,C5,A4,A3,A2
311.75,406.6304,208,1.8333,C6,A5,E5,E5,C5,A4,C4,A3,E4,E3,E6,C5,A4,A3,A2
312.0,406.9565,209,1.0,B5,G#5,E5,E5,B4,G#4,B3,G#3,E4,E3,E6,B4,E4,E3,E2
312.25,407.2826,209,1.1667,D6,B5,E5,E5,D5,B4,D4,B3,E4,E3,E6,B5,E4,E3,E2
312.5,407.6087,209,1.3333,D6,B5,E5,E5,D5,B4,D4,B3,E4,E3,E6,B5,G#4,G#3,G#2
312.75,407.9348,209,1.5,D6,B5,E5,E5,D5,B4,D4,B3,E4,E3,E6,B5,E4,E3,E2
313.0,408.2609,209,1.6667,C6,A5,E5,E5,C5,A4,C4,A3,E4,E3,E6,A5,A4,A3,A2
313.25,408.587,209,1.8333,C6,A5,E5,E5,C5,A4,C4,A3,E4,E3,E6,A5,A3,A2,A1
313.5,408.913,210,1.0,B5,G#5,E5,E5,B4,G#4,B3,G#3,E4,E3,E6,G#5,E4,E3,E2
313.75,409.2391,210,1.1667,B5,G#5,E5,E5,B4,G#4,B3,G#3,E4,E3,E5,G#5,E4,E3,E2
314.25,409.8913,210,1.5,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
314.5,410.2174,210,1.6667,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
314.75,410.5435,210,1.8333,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
315.0,410.8696,211,1.0,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
315.25,411.1957,211,1.1667,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
315.5,411.5217,211,1.3333,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
315.75,411.8478,211,1.5,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
316.0,412.1739,211,1.6667,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
316.25,412.5,211,1.8333,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r
316.5,412.8261,212,1.0,r,r,r,r,r,r,r,r,r,r,E5,B3,E3,G#3,G#2
316.75,413.1522,212,1.1667,r,r,r,r,r,r,r,r,r,r,E5,B3,E3,G#3,G#2
317.0,413.4783,212,1.3333,r,r,r,r,r,r,r,r,r,r,E5,B3,E3,E3,E2
317.25,413.8043,212,1.5,r,r,r,r,r,r,r,r,r,r,F#5,B3,E3,E3,E2
317.5,414.1304,212,1.6667,r,r,r,r,r,r,r,r,r,r,E5,B3,E3,E3,E2
317.75,414.4565,212,1.8333,r,r,r,r,r,r,r,r,r,r,D5,B3,E3,E3,E2
318.0,414.7826,213,1.0,r,r,r,r,r,r,r,r,r,r,D5,C#4,E3,A3,A2
318.25,415.1087,213,1.1667,r,r,r,r,r,r,r,r,r,r,C#5,C#4,E3,A3,A2
318.5,415.4348,213,1.3333,r,r,r,r,r,r,r,r,r,r,C#5,C#4,E3,E3,E2
318.75,415.7609,213,1.5,r,r,r,r,r,r,r,r,r,r,E5,C#4,E3,E3,E2
319.0,416.087,213,1.6667,r,r,r,r,r,r,r,r,r,r,C#5,C#4,E3,E3,E2
319.25,416.413,213,1.8333,r,r,r,r,r,r,r,r,r,r,A4,C#4,E3,E3,E2
319.5,416.7391,214,1.0,r,r,r,r,r,r,r,r,r,r,A4,D4,E3,B3,B2
319.75,417.0652,214,1.1667,r,r,r,r,r,r,r,r,r,r,G#4,D4,E3,B3,B2
320.0,417.3913,214,1.3333,r,r,r,r,r,r,r,r,r,r,G#4,D4,E3,E3,E2
320.25,417.7174,214,1.5,r,r,r,r,r,r,r,r,r,r,B4,D4,E3,E3,E2
320.5,418.0435,214,1.6667,r,r,r,r,r,r,r,r,r,r,G#4,D4,E3,E3,E2
320.75,418.3696,214,1.8333,r,r,r,r,r,r,r,r,r,r,D4,D4,E3,E3,E2
321.0,418.6957,215,1.0,r,r,r,r,r,r,r,r,r,r,C#4,E4,E3,E3,E2
321.25,419.0217,215,1.1667,r,r,r,r,r,r,r,r,r,E4,E4,E4,E4,E4,E3
321.5,419.3478,215,1.3333,r,r,r,r,r,r,r,r,r,C#4,A4,r,C#4,C#4,C#3
321.75,419.6739,215,1.5,r,r,r,r,r,r,r,r,E4,E4,C#5,E4,E4,E4,E3
322.0,420.0,215,1.6667,r,r,r,r,r,r,r,r,C#5,C#4,E5,A4,C#4,C#4,C#3
322.25,420.3261,215,1.8333,r,r,r,r,r,r,r,r,A4,A3,E5,C#5,A3,A3,A2
322.5,420.6522,216,1.0,r,r,r,r,B4,E4,B3,G#3,E4,E3,E-5,D5,E3,G#3,G#2
322.625,420.8152,216,1.0833,r,r,r,r,B4,E4,B3,G#3,E4,E3,E5,D5,E3,G#3,G#2
322.75,420.9783,216,1.1667,r,r,r,r,B4,E4,B3,G#3,E4,E3,F#5,E4,E3,G#3,G#2
322.875,421.1413,216,1.25,r,r,r,r,B4,E4,B3,G#3,E4,E3,E5,E4,E3,G#3,G#2
323.0,421.3043,216,1.3333,r,r,r,r,B4,E4,B3,G#3,E4,E3,D5,B4,E3,E3,E2
323.125,421.4674,216,1.4167,r,r,r,r,B4,E4,B3,G#3,E4,E3,E5,B4,E3,E3,E2
323.25,421.6304,216,1.5,E5,r,r,r,B4,E4,B3,G#3,E4,E3,B5,r,E3,E3,E2
323.375,421.7935,216,1.5833,E5,r,r,r,B4,E4,B3,G#3,E4,E3,A5,r,E3,E3,E2
323.5,421.9565,216,1.6667,B5,r,r,r,B4,E4,B3,G#3,E4,E3,G#5,r,E3,E3,E2
323.625,422.1196,216,1.75,B5,r,r,r,B4,E4,B3,G#3,E4,E3,F#5,r,E3,E3,E2
323.75,422.2826,216,1.8333,r,r,r,r,B4,E4,B3,G#3,E4,E3,E5,r,E3,E3,E2
323.875,422.4457,216,1.9167,r,r,r,r,B4,E4,B3,G#3,E4,E3,D5,r,E3,E3,E2
324.0,422.6087,217,1.0,r,r,r,r,C#5,E4,C#4,A3,E4,E3,D5,r,E3,A3,A2
324.125,422.7717,217,1.0833,r,r,r,r,C#5,E4,C#4,A3,E4,E3,C#5,r,E3,A3,A2
324.25,422.9348,217,1.1667,r,r,r,r,C#5,E4,C#4,A3,E4,E3,C5,E4,E3,A3,A2
324.375,423.0978,217,1.25,r,r,r,r,C#5,E4,C#4,A3,E4,E3,C#5,E4,E3,A3,A2
324.5,423.2609,217,1.3333,r,r,r,r,C#5,E4,C#4,A3,E4,E3,C5,C#5,E3,E3,E2
324.625,423.4239,217,1.4167,r,r,r,r,C#5,E4,C#4,A3,E4,E3,C#5,C#5,E3,E3,E2
324.75,423.587,217,1.5,E5,r,r,r,C#5,E4,C#4,A3,E4,E3,F#5,r,E3,E3,E2
324.875,423.75,217,1.5833,E5,r,r,r,C#5,E4,C#4,A3,E4,E3,E5,r,E3,E3,E2
325.0,423.913,217,1.6667,C#6,r,r,r,C#5,E4,C#4,A3,E4,E3,D5,r,E3,E3,E2
325.125,424.0761,217,1.75,C#6,r,r,r,C#5,E4,C#4,A3,E4,E3,C#5,r,E3,E3,E2
325.25,424.2391,217,1.8333,r,r,r,r,C#5,E4,C#4,A3,E4,E3,B4,r,E3,E3,E2
325.375,424.4022,217,1.9167,r,r,r,r,C#5,E4,C#4,A3,E4,E3,A4,r,E3,E3,E2
325.5,424.5652,218,1.0,r,r,r,r,D5,E4,D4,B3,E4,E3,A4,r,E3,B3,B2
325.625,424.7283,218,1.0833,r,r,r,r,D5,E4,D4,B3,E4,E3,G#4,r,E3,B3,B2
325.75,424.8913,218,1.1667,r,r,r,r,D5,E4,D4,B3,E4,E3,D5,E4,E3,B3,B2
325.875,425.0543,218,1.25,r,r,r,r,D5,E4,D4,B3,E4,E3,C#5,E4,E3,B3,B2
326.0,425.2174,218,1.3333,r,r,r,r,D5,E4,D4,B3,E4,E3,C#5,D5,E3,E3,E2
326.125,425.3804,218,1.4167,r,r,r,r,D5,E4,D4,B3,E4,E3,B4,D5,E3,E3,E2
326.25,425.5435,218,1.5,E5,r,r,r,D5,E4,D4,B3,E4,E3,A4,r,E3,E3,E2
326.375,425.7065,218,1.5833,E5,r,r,r,D5,E4,D4,B3,E4,E3,G#4,r,E3,E3,E2
326.5,425.8696,218,1.6667,D6,r,r,r,D5,E4,D4,B3,E4,E3,G#4,r,E3,E3,E2
326.625,426.0326,218,1.75,D6,r,r,r,D5,E4,D4,B3,E4,E3,F#4,r,E3,E3,E2
326.75,426.1957,218,1.8333,D5,r,r,r,D5,E4,D4,B3,E4,E3,E4,B3,E3,E3,E2
326.875,426.3587,218,1.9167,D5,r,r,r,D5,E4,D4,B3,E4,E3,D4,B3,E3,E3,E2
327.0,426.5217,219,1.0,C#5,r,r,r,C#5,E4,C#4,A3,E4,E3,C#4,A3,A3,A3,A2
327.25,426.8478,219,1.1667,C#5,r,r,r,C#5,E4,C#4,A3,E4,E3,G#4,A3,A3,A3,A2
327.5,427.1739,219,1.3333,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
327.75,427.5,219,1.5,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
328.0,427.8261,219,1.6667,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,r
328.25,428.1522,219,1.8333,r,r,r,r,r,r,r,r,r,r,A4,A4,E4,C#4,r
328.5,428.4783,220,1.0,r,r,r,r,r,r,r,r,r,r,A4,B4,F#4,D4,r
328.75,428.8043,220,1.1667,r,r,r,r,r,r,r,r,r,r,A4,A4,E4,C#4,r
329.0,429.1304,220,1.3333,r,r,r,r,r,r,r,r,r,r,A4,B4,F#4,D4,r
329.25,429.4565,220,1.5,r,r,r,r,r,r,r,r,r,r,G#4,B4,F#4,D4,r
329.5,429.7826,220,1.6667,r,r,r,r,r,r,r,r,r,r,A4,B4,F#4,D4,r
329.75,430.1087,220,1.8333,r,r,r,r,r,r,r,r,r,r,A4,B4,F#4,D4,r
330.0,430.4348,221,1.0,r,r,r,r,r,r,r,r,r,r,A4,C#5,G4,E4,r
330.25,430.7609,221,1.1667,r,r,r,r,r,r,r,r,r,r,A4,C5,F#4,E-4,r
330.5,431.087,221,1.3333,r,r,r,r,r,r,r,r,r,r,A4,C#5,G4,E4,r
330.75,431.413,221,1.5,r,r,r,r,r,r,r,r,r,r,G#4,C#5,G4,E4,r
331.0,431.7391,221,1.6667,r,r,r,r,r,r,r,r,r,r,A4,C#5,G4,E4,r
331.25,432.0652,221,1.8333,r,r,r,r,r,r,r,r,r,r,A4,C#5,G4,E4,r
331.5,432.3913,222,1.0,r,r,r,r,r,r,r,r,r,r,A4,D5,A4,F#4,r
331.75,432.7174,222,1.1667,r,r,r,r,r,r,r,r,r,r,A4,C#5,G#4,F4,r
332.0,433.0435,222,1.3333,r,r,r,r,r,r,r,r,r,r,A4,D5,A4,F#4,r
332.25,433.3696,222,1.5,r,r,r,r,r,r,r,r,r,r,A5,D5,A4,F#4,r
332.5,433.6957,222,1.6667,r,r,r,r,r,r,r,r,r,r,G#5,D5,A4,F#4,r
332.75,434.0217,222,1.8333,r,r,r,r,r,r,r,r,r,r,F#5,D5,A4,F#4,r
333.0,434.3478,223,1.0,r,r,r,r,r,r,r,r,r,r,E5,D5,B4,G#4,r
333.75,435.3261,223,1.5,r,r,r,r,r,r,r,r,r,r,E5,B4,E4,G#3,G#2
334.0,435.6522,223,1.6667,r,r,r,r,r,r,r,r,r,r,D5,B4,E4,G#3,G#2
334.25,435.9783,223,1.8333,r,r,r,r,r,r,r,r,r,r,C#5,A4,E4,A3,A2
334.5,436.3043,224,1.0,r,r,r,r,r,r,r,r,r,r,B4,F#4,D4,D3,D2
335.25,437.2826,224,1.5,r,r,r,r,D5,B4,D4,B3,r,r,D5,B4,F#4,D4,D3
335.5,437.6087,224,1.6667,r,r,r,r,E5,C#5,E4,C#4,r,r,E5,C#5,E4,C#4,C#3
335.75,437.9348,224,1.8333,r,r,r,r,F#5,D5,F#4,D4,r,r,F#5,D5,D4,B3,B2
336.0,438.2609,225,1.0,C#6,A5,r,r,E5,C#5,E4,C#4,E4,E3,C#5,A4,E4,E4,E3
336.125,438.4239,225,1.0833,C#6,A5,r,r,E5,C#5,E4,C#4,E4,E3,C#5,E5,E4,E4,E3
336.25,438.587,225,1.1667,C#6,A5,r,r,E5,C#5,E4,C#4,E4,E3,C#5,D5,E4,E4,E3
336.375,438.75,225,1.25,C#6,A5,r,r,E5,C#5,E4,C#4,E4,E3,C#5,C#5,E4,E4,E3
336.5,438.913,225,1.3333,C#6,A5,r,r,E5,C#5,E4,C#4,E4,E3,C#5,B4,E3,E3,E2
