qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
642.0,646.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(C Horn 1)&P3(C Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(C Horn 1)&P8(C Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(C Horn 1)&P3(C Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(C Horn 1)&P8(C Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 2)&P3(C Horn 1)&P3(C Horn 2)&U(F Trumpet 1)&P8(F Trumpet 2),P6(Flute 1)&P4(Flute 2)&P6(Oboe 1)&P4(Oboe 2)&P6(Bb Clarinet 1)&P4(C Horn 1)&P4(C Horn 2)&P6(F Trumpet 1)&P6(F Trumpet 2),P3(Bassoon 2),P3(Bassoon 1),P8(Trombone 3)&U(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(C Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(C Horn 1)&P3(F Trumpet 1)&P3(F Trumpet 2),Main Part,U(Main),P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&U(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(C Horn 1)&P3(C Horn 2)&P8(F Trumpet 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(C Horn 1)&P3(C Horn 2)&P8(F Trumpet 1),P3(Trombone 2),P3(Trombone 1),P8(Contrabassoon)&P8(Contrabass),,,,,,U(Contrabassoon)&P8(Trombone 3)
646.0,652.0,P8(Oboe 1)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(Main),P8(Flute 1)&U(Bb Clarinet 1),P8(Flute 2)&P8(Main),P8(Flute 1)&U(Oboe 1),,,U(C Horn 2),P8(Trombone 1)&P8(Trombone 2)&P8(Trombone 3)&U(Contrabass),Main Part,U(Bassoon 2),U(F Horn 4),U(F Horn 3),P8(F Trumpet 2),P8(F Trumpet 1),P8(Contrabassoon)&U(Trombone 2)&P8(Trombone 3)&P8(Contrabass),P8(Contrabassoon)&U(Trombone 1)&P8(Trombone 3)&P8(Contrabass),P8(Contrabassoon)&P8(Trombone 1)&P8(Trombone 2)&P8(Contrabass),,,,,,U(Contrabassoon)&P8(Trombone 1)&P8(Trombone 2)&P8(Trombone 3)
652.0,656.0,P8(Oboe 1)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Flute 1)&U(Bb Clarinet 1),P8(Flute 2)&U(Bb Clarinet 2),P8(Flute 1)&U(Oboe 1),P8(Flute 2)&U(Oboe 2),,,P8(Trombone 3)&U(Contrabass),U(C Horn 2),U(C Horn 1),,,U(F Trumpet 2),U(F Trumpet 1),Main Part,,P8(Contrabassoon)&P8(Contrabass),,,,,,U(Contrabassoon)&P8(Trombone 3)
656.0,666.0,Main Part,P8(Bb Clarinet 2)&P8(Bassoon 2),,,P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(Bb Clarinet 1),P8(Flute 2)&P8(Bb Clarinet 2),U(Contrabass),P3(C Horn 2)&P5(F Horn 3)&P5(F Horn 4)&P5(Timpani),P3(C Horn 1)&P3(F Horn 3)&P3(F Horn 4)&P3(Timpani),P5(C Horn 1)&P3(C Horn 2)&P8(F Horn 4)&P8(Timpani),P5(C Horn 1)&P3(C Horn 2)&P8(F Horn 3)&P8(Timpani),,,,,,P5(C Horn 1)&P3(C Horn 2)&P8(F Horn 3)&P8(F Horn 4),,,,,U(Contrabassoon)
666.0,684.0,Main Part,,,,,,,,U(Contrabass),,,,,,,,,,,,,,,U(Contrabassoon)
684.0,692.5,P8(F Horn 4),,,,P8(F Horn 3),,P8(Bassoon 2)&P8(Violoncello),P8(Bassoon 1)&P8(Violoncello),U(Contrabass),,,P8(Bb Clarinet 1),P8(Flute 1),P8(F Trumpet 2)&P5(Trombone 1)&P3(Trombone 2)&P8(Trombone 3)&P8(Timpani),P8(F Trumpet 1)&P5(Trombone 1)&P3(Trombone 2)&P8(Trombone 3)&P8(Timpani),P5(F Trumpet 1)&P5(F Trumpet 2)&P3(Trombone 2)&P5(Trombone 3)&P5(Timpani),P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Trombone 1)&P3(Trombone 3)&P3(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2)&P5(Trombone 1)&P3(Trombone 2)&U(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2)&P5(Trombone 1)&P3(Trombone 2)&U(Trombone 3),Main Part,,,P8(Bassoon 1)&P8(Bassoon 2),U(Contrabassoon)
692.5,712.0,,,,,,,P8(Bassoon 2),P8(Bassoon 1),U(Contrabass),,,,,,,,,,,Main Part,,,,U(Contrabassoon)
712.0,732.0,,,,,,,P8(Bassoon 2),P8(Bassoon 1),U(Contrabass),,,,,,,,,,,Main Part,,,,U(Contrabassoon)
732.0,748.0,,,P8(F Horn 3)&P8(Main),P8(F Horn 4)&P8(Violin 2),,,P8(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Contrabassoon)&P8(Violoncello)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)&U(Contrabass),U(C Horn 2),U(C Horn 1),P8(Oboe 1)&P8(Main),P8(Oboe 2)&P8(Violin 2),P8(F Trumpet 2),P8(F Trumpet 1),,,,,Main Part,P8(Oboe 2)&P8(F Horn 4),,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
748.0,756.0,P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 4),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(C Horn 1)&P8(C Horn 2)&P8(F Horn 3)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&U(Bb Clarinet 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(C Horn 1)&P8(C Horn 2)&P8(F Horn 3)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(F Horn 4),P8(Flute 2)&U(Oboe 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(C Horn 1)&P8(C Horn 2)&P8(F Horn 3)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(F Horn 4),P8(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Horn 4),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Contrabassoon)&P8(C Horn 1)&P8(C Horn 2)&P8(F Horn 3)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(F Horn 3)&P8(Violoncello)&U(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(Contrabassoon)&U(C Horn 2)&P8(F Horn 3)&U(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(Contrabassoon)&U(C Horn 1)&P8(F Horn 3)&U(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(C Horn 1)&P8(C Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1),,,,,,,Main Part,P8(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 2)&P8(Contrabassoon)&U(C Horn 1)&U(C Horn 2)&P8(F Horn 3)&P8(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 2)&U(Contrabassoon)&P8(C Horn 1)&P8(C Horn 2)&P8(F Horn 3)&P8(Violoncello)
756.0,764.0,Main Part,P8(Bassoon 2),U(Bb Clarinet 1),U(Bb Clarinet 2),U(Oboe 1),U(Oboe 2),P8(Main),P8(Flute 2),,,,,,,,,,,,P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)
764.0,768.0,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(F Trumpet 1)&P8(F Trumpet 2),P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&U(F Trumpet 1)&P8(F Trumpet 2),P8(Flute 2)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&P8(Bassoon 1)&U(F Trumpet 1)&P8(F Trumpet 2),P8(Flute 2)&U(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(F Trumpet 1)&U(F Trumpet 2),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2),,,P8(Violoncello)&P8(Contrabass),U(F Horn 4),U(F Horn 3),P8(Flute 1)&U(Oboe 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(F Trumpet 2),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(F Trumpet 1),,,,,Main Part,,P8(Main),P8(C Horn 2)&U(Contrabass),P8(C Horn 2)&U(Violoncello)
768.0,772.0,Main Part,P8(Oboe 2)&P8(Bb Clarinet 2),P8(Main)&U(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute 2)&U(Bb Clarinet 2),P8(Main)&U(Oboe 1)&P8(Bassoon 1),P8(Flute 2)&U(Oboe 2),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1),,,P8(Violoncello)&P8(Contrabass),,,,P8(F Trumpet 2)&P3(Violin 2),P8(F Trumpet 1)&P3(Violin 2),,,,,P8(Viola),P3(F Trumpet 1)&P3(F Trumpet 2),P8(Violin 1),P8(C Horn 1)&P8(Contrabass),P8(C Horn 1)&P8(Violoncello)
772.0,788.0,P3(Flute 2)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Flute 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2),,P3(Flute 1)&P8(Flute 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 2),P3(Flute 1)&P8(Flute 2)&U(Oboe 2)&P3(Bb Clarinet 1),,,,Main Part,,U(Main)&U(Violoncello),,,,,,,,,,,U(Main)&U(F Horn 3),
788.0,812.0,,,U(Main),,U(Bb Clarinet 2),U(Bb Clarinet 1),,,,U(F Horn 3),,U(C Horn 1),,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
812.0,828.0,U(Flute 2)&P8(C Horn 1),U(Flute 1)&P8(C Horn 1),Main Part,,,,P8(Bassoon 2),P8(Bassoon 1),,P8(Flute 1)&P8(Flute 2),,,,,,,,,,,,,,
828.0,846.0,U(Flute 2),U(Flute 1),Main Part,,,,P8(Bassoon 2),P8(Bassoon 1),P4(C Horn 2)&P2(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),,P4(Contrabassoon)&P5(F Horn 3)&P4(F Horn 4)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(Timpani),P2(Contrabassoon)&P5(C Horn 2)&P2(F Horn 4)&P2(F Trumpet 1)&P2(F Trumpet 2)&P2(Timpani),P8(Contrabassoon)&P4(C Horn 2)&P2(F Horn 3)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(Contrabassoon)&P4(C Horn 2)&P2(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 2)&P8(Timpani),P8(Contrabassoon)&P4(C Horn 2)&P2(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(Timpani),,,,P8(Contrabassoon)&P4(C Horn 2)&P2(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2),,,,,
846.0,863.0,U(Violin 1),P8(Oboe 2),Main Part,P8(Flute 2),,,P8(Bassoon 2)&P8(Violoncello),P8(Bassoon 1)&P8(Violoncello),U(Contrabass),,,,,P8(F Trumpet 2),P8(F Trumpet 1),P5(Trombone 2)&P2(Trombone 3)&P2(Timpani),P5(Trombone 1)&P4(Trombone 3)&P4(Timpani),P2(Trombone 1)&P4(Trombone 2)&P8(Timpani),P2(Trombone 1)&P4(Trombone 2)&P8(Trombone 3),U(Flute 1),,,P8(Bassoon 1)&P8(Bassoon 2),U(Contrabassoon)
863.0,888.0,P8(Main),,,,,,,,U(Contrabass),,,,,P8(F Trumpet 2),P8(F Trumpet 1),P4(Trombone 2)&P7(Trombone 3)&P7(Timpani),P4(Trombone 1)&P4(Trombone 3)&P4(Timpani),P7(Trombone 1)&P4(Trombone 2)&P8(Timpani),P7(Trombone 1)&P4(Trombone 2)&P8(Trombone 3),Main Part,,,,U(Contrabassoon)
888.0,928.0,,,,,,,,,U(Contrabass),,,,,,,,,,,Main Part,,,,U(Contrabassoon)
928.0,948.0,P8(Oboe 2)&P8(Bb Clarinet 1),P8(Oboe 1)&P8(Bb Clarinet 2),P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&U(Bb Clarinet 1),P8(Flute 1)&U(Oboe 2),P8(Flute 2)&P8(Oboe 1),P8(Bassoon 2)&P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&U(Contrabass),,,,,P8(F Trumpet 2)&P8(Trombone 3)&P8(Timpani),P8(F Trumpet 1)&P8(Trombone 3)&P8(Timpani),,,P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Trombone 3),Main Part,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
948.0,956.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1),P8(Violoncello)&U(Contrabass),,,P8(F Horn 4),P8(F Horn 3),P8(F Trumpet 2),P8(F Trumpet 1),,,,,,,,P8(Contrabassoon)&P8(Contrabass),U(Contrabassoon)&P8(Violoncello)
956.0,972.0,,,,,,,U(Bassoon 2)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&U(Contrabass),,,,P8(F Trumpet 2),,P8(F Horn 4),,,,,Main Part,,,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
972.0,980.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&U(Flute 2)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1),P8(Bassoon 2)&P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&U(Contrabass),,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,Main Part,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabassoon)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Contrabassoon)&P8(Violoncello)
980.0,986.0,,,P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2),P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1),Main Part,P8(Main)&P8(F Horn 3)&P8(F Horn 4),P8(Violoncello)&U(Contrabass),U(C Horn 2)&P4(F Trumpet 1)&P4(F Trumpet 2),U(C Horn 1)&P4(F Trumpet 1)&P4(F Trumpet 2),U(Main)&P8(Bassoon 2)&U(F Horn 4),U(Main)&P8(Bassoon 2)&U(F Horn 3),P4(C Horn 1)&P4(C Horn 2)&P8(F Trumpet 2),P4(C Horn 1)&P4(C Horn 2)&P8(F Trumpet 1),,,,,,,,P8(Contrabassoon)&P8(Contrabass),U(Contrabassoon)&P8(Violoncello)
986.0,992.0,P3(Flute 2),P3(Flute 1),Main Part,P3(Main),P3(Bb Clarinet 2),P3(Bb Clarinet 1),P8(Bassoon 2)&U(F Horn 3)&U(F Horn 4),P8(Bassoon 1)&P8(F Horn 3)&P8(F Horn 4),,U(C Horn 2)&P3(Violin 1)&P5(Violin 2)&P3(Violoncello)&P5(Contrabass),U(C Horn 1)&P3(Violin 1)&P5(Violin 2)&P3(Violoncello)&P5(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&U(F Horn 4),U(Bassoon 1)&P8(Bassoon 2)&U(F Horn 3),,,,,,,P3(C Horn 1)&P3(C Horn 2)&P7(Violin 2)&P8(Violoncello)&P7(Contrabass),P5(C Horn 1)&P5(C Horn 2)&P7(Violin 1)&P7(Violoncello)&P8(Contrabass),,P3(C Horn 1)&P3(C Horn 2)&P8(Violin 1)&P7(Violin 2)&P7(Contrabass),P5(C Horn 1)&P5(C Horn 2)&P7(Violin 1)&P8(Violin 2)&P7(Violoncello)
992.0,1004.0,,,,,,,,,,Main Part,U(Main),U(F Horn 4),U(F Horn 3),,,,,,,,,,,
1004.0,1022.0,,,,,,,,,,P8(C Horn 2),P8(C Horn 1),,,,,,,,,,,Main Part,,
1022.0,1030.0,,,P8(F Horn 3)&P8(Violin 2),,Main Part,,P8(Main),,,,,P8(Oboe 1)&P8(Violin 2),,,,,,,,,P8(Oboe 1)&P8(F Horn 3),,,
1030.0,1038.0,P3(C Horn 1)&P8(C Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Timpani),,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,P3(Flute 1)&P3(C Horn 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(C Horn 1)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Timpani),Main Part,,P8(Flute 1)&P3(C Horn 1)&P8(C Horn 2)&P8(F Trumpet 2)&P8(Timpani),P8(Flute 1)&P3(C Horn 1)&U(C Horn 2)&P8(F Trumpet 1)&P8(Timpani),,,,P8(Flute 1)&P3(C Horn 1)&P8(C Horn 2)&P8(F Trumpet 1)&P8(F Trumpet 2),,,,,
1038.0,1064.0,Main Part,P8(Bb Clarinet 2),,,P8(Main)&P8(Bassoon 1),P8(Flute 2),P8(Main)&P8(Bb Clarinet 1),,,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,,,,,
1064.0,1088.0,,,Main Part,,,P8(Bassoon 2),,P8(Bb Clarinet 2),,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,,,,P8(Contrabass),P8(Violoncello)
1088.0,1098.0,P8(Bassoon 1),,,,,,P8(Flute 1),,,,,Main Part,,,,,,,,,,,,
1098.0,1102.0,Main Part,,,,,,P8(Main),,,,,,,,,,,,,,,,,
1102.0,1108.0,,,,,Main Part,,,,,,U(Trombone 1),,,,,U(C Horn 2),,,,,,,,
1108.0,1118.0,,,U(Oboe 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Contrabassoon)&P3(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P3(F Trumpet 2),U(Oboe 1)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Contrabassoon)&P3(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P3(F Trumpet 2),,,P3(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2)&P3(Contrabassoon)&P8(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P8(F Trumpet 2),P5(Oboe 1)&P5(Oboe 2)&P3(Bassoon 1)&P8(Contrabassoon)&P3(F Horn 3)&P5(F Horn 4)&P5(F Trumpet 1)&P3(F Trumpet 2),P5(Oboe 1)&P5(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 3)&P5(F Horn 4)&P5(F Trumpet 1)&P3(F Trumpet 2),,,P3(Oboe 1)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Contrabassoon)&P3(F Horn 4)&P3(F Trumpet 1)&U(F Trumpet 2),P8(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Contrabassoon)&P3(F Horn 3)&P8(F Trumpet 1)&P3(F Trumpet 2),U(Oboe 1)&U(Oboe 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Contrabassoon)&P3(F Horn 3)&P8(F Horn 4)&P3(F Trumpet 2),P3(Oboe 1)&P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Contrabassoon)&U(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1),P3(Trombone 2),P3(Trombone 1),,,Main Part,,,,
1118.0,1134.0,,,Main Part,,,,P8(F Horn 3)&P8(F Trumpet 2)&U(Trombone 2),U(Trombone 3),,P3(C Horn 2),P3(C Horn 1),P8(Bassoon 1)&U(F Trumpet 2)&P8(Trombone 2),P8(F Trumpet 1),P8(F Horn 4),P8(Bassoon 1)&U(F Horn 3)&P8(Trombone 2),P8(Main),U(Bassoon 1)&P8(F Horn 3)&P8(F Trumpet 2),U(Bassoon 2),,,,,P4(Contrabass),P4(Violoncello)
1134.0,1150.0,,,Main Part,P3(Main)&P3(C Horn 1)&P8(C Horn 2),,,,U(Trombone 3),U(Contrabass),P8(Main)&P3(Oboe 2)&P3(C Horn 2),P3(Main)&P8(Oboe 2)&P3(C Horn 1),P8(F Trumpet 1)&U(F Trumpet 2),,P8(F Horn 3)&P8(F Trumpet 2),U(F Horn 3)&P8(F Trumpet 1),,,U(Bassoon 2),,,,,,U(Contrabassoon)
1150.0,1158.0,,,P5(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P5(Oboe 1)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2),P8(Oboe 1)&P5(Oboe 2)&U(Bb Clarinet 2),P8(Oboe 1)&P5(Oboe 2)&U(Bb Clarinet 1),,U(Trombone 3),P5(Violoncello)&U(Contrabass),,,Main Part,U(Trombone 1),U(F Trumpet 2),U(F Trumpet 1),U(F Horn 4),,U(Bassoon 2),,,,,P5(Contrabassoon)&P5(Contrabass),U(Contrabassoon)&P5(Violoncello)
1158.0,1166.0,P4(Flute 2)&P8(C Horn 1)&P4(C Horn 2),P4(Flute 1)&P4(C Horn 1)&P8(C Horn 2),Main Part,,P3(Bassoon 1)&P8(Trombone 1),,P3(Bb Clarinet 1)&P3(Trombone 1),P8(Main)&P8(F Horn 4),P6(Violoncello)&U(Contrabass),P8(Flute 1)&P4(Flute 2)&P4(C Horn 2),P4(Flute 1)&P8(Flute 2)&P4(C Horn 1),,P8(Main)&P8(Bassoon 2),U(F Trumpet 2),U(F Trumpet 1),P8(Bb Clarinet 1)&P3(Bassoon 1),,,,,,,P6(Contrabassoon)&P6(Contrabass),U(Contrabassoon)&P6(Violoncello)
1166.0,1182.0,Main Part,P8(Oboe 2),P8(Main),P8(Flute 2),,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1182.0,1200.0,P8(F Horn 4),P8(F Horn 3),,,,,Main Part,P8(Contrabass),,,,P8(Flute 2),P8(Flute 1),,,,,,,,,,U(Main),P8(Bassoon 2)
