qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
340.5,141.875,86,1.5,F6,C#6,C#6,F5,C#5,F4,C#4,F3,B-2,F4,F4,F4,F3,F5,F5,F4,C#4,B-3,r,C#6,F5,C#5,B-3,B-2
341.0,142.0833,86,2.0,F6,C#6,C#6,F5,C#5,F4,C#4,F3,B-2,F4,F4,F4,F3,F5,F5,F4,C#4,B-3,r,C#6,F5,C#5,B-3,B-2
341.5,142.2917,86,2.5,F6,C#6,C#6,F5,C#5,F4,C#4,F3,B-2,F4,F4,F4,F3,F5,F5,F4,C#4,B-3,r,C#6,F5,C#5,B-3,B-2
342.0,142.5,86,3.0,F6,D6,D6,F5,D5,B4,D4,B3,G2,G3,G2,G4,F4,G5,F5,G4,B-3,G3,r,D6,B5,D5,G3,G2
343.5,143.125,86,4.5,F6,D6,D6,F5,D5,B4,D4,B3,G2,G3,G2,G4,F4,G5,F5,G4,B-3,G3,r,D6,B5,D5,G3,G2
344.0,143.3333,87,1.0,E-6,C6,G5,E-5,E-5,G4,C4,C3,C3,C4,C3,G4,E-4,C5,C4,E-4,C4,C3,r,E-6,G5,E-4,C4,C3
344.5,143.5417,87,1.5,E-6,C6,G5,E-5,E-5,G4,C4,C3,C3,C4,C3,G4,E-4,C5,C4,E-4,C4,C3,r,E-6,G5,C4,C4,C3
345.0,143.75,87,2.0,E-6,E-6,G5,E-5,E-5,G4,C4,C3,C3,C4,C3,G4,E-4,C5,C4,r,r,r,r,E-6,E-5,G3,E-3,C3
345.5,143.9583,87,2.5,E-6,E-6,G5,E-5,E-5,G4,C4,C3,C3,C4,C3,G4,E-4,C5,C4,r,r,r,r,E-6,E-5,G3,C3,C3
346.0,144.1667,87,3.0,E-6,E-6,G5,C5,C5,G4,E-3,E-2,E-2,E-4,E-3,G4,C4,C5,C4,r,r,r,r,E-6,E-5,G4,G2,E-2
346.5,144.375,87,3.5,E-6,E-6,G5,C5,C5,G4,E-3,E-2,E-2,E-4,E-3,G4,C4,C5,C4,r,r,r,r,E-6,E-5,E-4,G2,E-2
347.0,144.5833,87,4.0,D6,D6,G5,C5,C5,G4,E-3,E-2,E-2,E-4,E-3,G4,C4,C5,C4,r,r,r,r,D6,D5,C4,G3,E-2
347.5,144.7917,87,4.5,C6,C6,G5,C5,C5,G4,E-3,E-2,E-2,E-4,E-3,G4,C4,C5,C4,r,r,r,r,C6,C5,C4,E-3,E-2
348.0,145.0,88,1.0,E-6,E-6,A5,C5,C5,A4,F#3,F#2,F#2,E-4,C4,A4,A3,E-5,C5,r,r,r,r,E-6,E-5,A4,C3,F#2
348.5,145.2083,88,1.5,E-6,E-6,A5,C5,C5,A4,F#3,F#2,F#2,E-4,C4,A4,A3,E-5,C5,r,r,r,r,E-6,E-5,E-4,C3,F#2
349.0,145.4167,88,2.0,E-6,E-6,A5,C5,C5,A4,F#3,F#2,F#2,E-4,C4,A4,A3,E-5,C5,r,r,r,r,E-6,E-5,C4,A3,F#2
349.5,145.625,88,2.5,E-6,E-6,A5,C5,C5,A4,F#3,F#2,F#2,E-4,C4,A4,A3,E-5,C5,r,r,r,r,E-6,E-5,C4,E-3,F#2
350.0,145.8333,88,3.0,E-6,E-6,F#5,C5,F#5,C5,A2,A2,A1,E-4,C4,C4,A3,E-5,C5,r,r,r,r,E-6,E-5,C5,C3,A1
350.5,146.0417,88,3.5,E-6,E-6,F#5,C5,F#5,C5,A2,A2,A1,E-4,C4,C4,A3,E-5,C5,r,r,r,r,E-6,E-5,A4,C3,A1
351.0,146.25,88,4.0,D6,D6,F#5,C5,F#5,C5,A2,A2,A1,E-4,C4,C4,A3,E-5,C5,r,r,r,r,D6,D5,E-4,C4,A1
351.5,146.4583,88,4.5,C6,C6,F#5,C5,F#5,C5,A2,A2,A1,E-4,C4,C4,A3,E-5,C5,r,r,r,r,C6,C5,E-4,G#3,A1
352.0,146.6667,89,1.0,E-6,C6,G5,E-5,G5,C5,G2,G2,G1,E-4,E-3,G4,C4,G5,G5,r,r,r,r,C7,C6,E-5,G2,G1
353.0,147.0833,89,2.0,G6,E-6,G5,E-5,G5,E-5,G3,G2,G2,r,r,G4,E-4,r,r,r,r,r,r,G6,G5,E-5,G3,G2
354.0,147.5,89,3.0,G6,E-6,G5,E-5,G5,E-5,G#3,G#2,G#2,r,r,C4,C4,r,r,r,r,r,r,G6,G5,E-5,G#3,G#2
355.0,147.9167,89,4.0,F6,D6,F5,D5,F5,D5,A3,A2,A2,r,r,F4,F3,r,r,r,r,r,r,F6,F5,D5,A3,A2
355.5,148.125,89,4.5,E-6,C6,E-5,C5,E-5,C5,A3,A2,A2,r,r,F4,F3,r,r,r,r,r,r,E-6,E-5,C5,A3,A2
356.0,148.3333,90,1.0,E-6,C6,E-5,C5,E-5,C5,B-3,B-2,B-2,r,r,F4,F3,r,r,r,r,r,r,E-6,E-5,C5,B-3,B-2
356.5,148.5417,90,1.5,D6,B5,D5,B-4,D5,B-4,B-3,B-2,B-2,r,r,F4,F3,r,r,r,r,r,r,D6,D5,B-4,B-3,B-2
357.0,148.75,90,2.0,G6,B5,G5,B4,G5,B4,E-3,E-2,E-2,r,r,G4,E-4,r,r,r,r,r,r,G6,G5,B4,E-3,E-2
358.0,149.1667,90,3.0,F6,C6,F5,C5,F5,C5,G#3,G#2,G#2,r,r,F4,C4,r,r,r,r,r,r,F6,F5,C5,G#3,G#2
359.0,149.5833,90,4.0,C6,A5,C5,A4,C5,A4,F#3,F#2,F#2,C4,C3,E-4,A3,C5,C5,r,r,r,r,E-6,E-5,A4,F#3,F#2
360.0,150.0,91,1.0,F6,B5,F5,B4,F5,B4,G3,G2,G2,F4,G3,F4,B3,F5,F4,F4,B3,F2,F2,E-6,E-5,B4,G3,G2
361.5,150.625,91,2.5,F6,B5,F5,B4,F5,B4,G3,G2,G2,F4,G3,F4,B3,F5,F4,F4,B3,F2,F2,D6,D5,B4,G3,G2
362.0,150.8333,91,3.0,E-6,C6,E-5,C5,E-5,C5,C4,C3,C3,E-4,C3,E-4,C4,E-5,C5,E-4,C4,C3,C3,B5,B4,B4,C4,C3
362.5,151.0417,91,3.5,E-6,C6,E-5,C5,E-5,C5,C4,C3,C3,E-4,C3,E-4,C4,E-5,C5,E-4,C4,C3,C3,C6,C5,C5,C4,C3
363.0,151.25,91,4.0,r,r,r,r,r,r,C4,C3,C3,r,r,r,r,r,r,r,r,r,r,E-6,E-5,E-5,C4,C3
363.5,151.4583,91,4.5,r,r,r,r,r,r,G#3,G#2,G#2,E-4,C3,G#4,G#3,r,r,r,r,r,r,G#6,G#5,C5,G#3,G#2
364.0,151.6667,92,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,r,r
364.5,151.875,92,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#4,r,r
365.0,152.0833,92,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,C5,r,r
365.5,152.2917,92,2.5,r,r,r,r,r,r,F3,F2,F2,C4,C3,F4,G#3,r,r,r,r,r,r,F6,F5,G#4,F3,F2
366.0,152.5,92,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E4,r,r
366.5,152.7083,92,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,r,r
367.0,152.9167,92,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#4,r,r
367.5,153.125,92,4.5,r,r,r,r,r,r,C#3,C#2,C#2,F4,F4,G#3,F3,r,r,r,r,r,r,C#6,C#5,F4,C#3,C#2
368.0,153.3333,93,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,r,r
368.5,153.5417,93,1.5,r,r,r,r,r,r,G#3,G#2,G#2,F4,D4,G#3,F3,r,r,r,r,r,r,G#5,G#4,C5,G#3,G#2
369.0,153.75,93,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,r,r
369.5,153.9583,93,2.5,r,r,r,r,r,r,F3,F2,F2,F4,D4,G#3,F3,r,r,r,r,r,r,B5,B4,B4,F3,F2
370.0,154.1667,93,3.0,r,r,r,r,r,r,C4,C3,C3,E-4,G3,C4,C3,r,r,r,r,r,r,B5,B4,B4,C4,C3
370.5,154.375,93,3.5,r,r,r,r,r,r,C4,C3,C3,E-4,G3,C4,C3,r,r,r,r,r,r,C6,C5,C5,C4,C3
371.0,154.5833,93,4.0,r,r,r,r,r,r,C4,C3,C3,E-4,G3,C4,C3,r,r,r,r,r,r,E-6,E-5,E-5,C4,C3
371.5,154.7917,93,4.5,r,r,r,r,r,r,G#3,G#2,G#2,E-4,C3,G#4,G#3,r,r,r,r,r,r,G#6,G#5,C5,G#3,G#2
372.0,155.0,94,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,r,r
372.5,155.2083,94,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#4,r,r
373.0,155.4167,94,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,C5,C5,r,r
373.5,155.625,94,2.5,r,r,r,r,r,r,F3,F2,F2,C4,C3,F4,G#3,r,r,r,r,r,r,F6,F5,G#4,F3,F2
374.0,155.8333,94,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E4,r,r
374.5,156.0417,94,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,r,r
375.0,156.25,94,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#4,r,r
375.5,156.4583,94,4.5,r,r,r,r,r,r,C#3,C#2,C#2,C#4,C#4,F4,F3,r,r,r,r,r,r,C#6,C#5,F4,C#3,C#2
376.0,156.6667,95,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,F4,r,r
376.5,156.875,95,1.5,r,r,r,r,r,r,B-3,B-2,B-2,r,r,r,r,r,r,r,r,r,r,B-5,B-4,C#4,B-3,B-2
377.0,157.0833,95,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,C#4,r,r
377.5,157.2917,95,2.5,r,r,r,r,r,r,F#3,F#2,F#2,r,r,r,r,r,r,r,r,r,r,F#5,F#4,B-3,F#3,F#2
378.0,157.5,95,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,B-3,r,r
378.5,157.7083,95,3.5,r,r,r,r,r,r,E-3,E-3,E-2,r,r,r,r,r,r,r,r,r,r,E-5,E-4,F#3,E-3,E-2
379.0,157.9167,95,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#4,F#3,r,r
379.5,158.125,95,4.5,r,r,r,r,r,r,B2,B2,B1,r,r,r,r,r,r,r,r,r,r,B4,D4,D3,B2,B1
380.0,158.3333,96,1.0,F#5,F#5,F#5,F#5,F#4,F#4,F#3,F#3,F#1,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#3,F#2,F#1
381.0,158.75,96,2.0,F5,F5,F5,F5,F4,F4,F3,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
381.5,158.9583,96,2.5,F#5,F#5,F#5,F#5,F#4,F#4,F#3,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
382.0,159.1667,96,3.0,G5,G5,G5,G5,G4,G4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
383.0,159.5833,96,4.0,F#5,F#5,F#5,F#5,F#4,F#4,F#3,F#3,F#2,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#3,F#2
383.3333,159.7222,96,4.3333,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#3,F#2,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#3,F#2
383.6667,159.8611,96,4.6667,B-5,B-5,B-5,B-5,B-4,B-4,B-3,B-3,F#2,r,r,r,r,r,r,r,r,r,r,F#5,F#4,F#3,F#3,F#2
384.0,160.0,97,1.0,B5,B5,B5,B5,B4,B4,B3,B3,D2,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,D2
384.3333,160.1389,97,1.3333,F#5,F#5,F#5,F#5,F#4,F#4,F#3,F#3,D2,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,D2
384.6667,160.2778,97,1.6667,G#5,G#5,G#5,G#5,G#4,G#4,G#3,G#3,D2,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,D2
385.0,160.4167,97,2.0,B-5,B-5,B-5,B-5,B-4,B-4,B-3,B-3,D2,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,D2
385.3333,160.5555,97,2.3333,B5,B5,B5,B5,B4,B4,B3,B3,D2,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,D2
385.6667,160.6945,97,2.6667,C#6,C#6,C#6,C#6,C#5,C#5,C#4,C#4,D2,r,r,r,r,r,r,r,r,r,r,B5,B4,D4,D3,D2
386.0,160.8333,97,3.0,D6,D6,D6,D6,D5,D5,D4,D4,B1,D4,D4,r,r,r,r,r,r,r,r,D6,B4,D4,B2,B1
386.3333,160.9722,97,3.3333,B5,B5,B4,B4,B4,B4,B3,B3,B1,D4,D4,r,r,r,r,r,r,r,r,D6,B4,D4,B2,B1
386.6667,161.1111,97,3.6667,C#6,C#6,C#5,C#5,C#5,C#5,C#4,C#4,B1,D4,D4,r,r,r,r,r,r,r,r,D6,B4,D4,B2,B1
387.0,161.25,97,4.0,D6,D6,D5,D5,D5,D5,D4,D4,B1,D4,D4,r,r,r,r,r,r,r,r,D6,B4,D4,B2,B1
387.3333,161.3889,97,4.3333,E6,E6,E5,E5,E5,E5,E4,E4,B1,D4,D4,r,r,r,r,r,r,r,r,D6,B4,D4,B2,B1
387.6667,161.5278,97,4.6667,F#6,F#6,F#5,F#5,F#5,F#5,F#4,F#4,B1,D4,D4,r,r,r,r,r,r,r,r,D6,B4,D4,B2,B1
388.0,161.6667,98,1.0,G6,G6,G5,G5,G5,G5,G4,G4,G1,D4,G3,G4,G4,G5,G5,r,r,r,r,G6,B4,D4,G2,G1
388.5,161.875,98,1.5,G6,G6,G5,G5,G5,G5,G4,G4,G1,D4,G3,F4,F4,G5,G5,r,r,r,r,F6,D5,D4,G2,G1
389.0,162.0833,98,2.0,r,r,r,r,r,r,B2,B2,B1,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
390.0,162.5,98,3.0,E-6,G5,E-5,G4,E-5,G4,C3,C3,C2,G3,C3,E-4,E-4,C5,C4,r,r,r,r,E-6,G4,E-4,C3,C2
390.5,162.7083,98,3.5,E-6,G5,E-5,G4,E-5,G4,C3,C3,C2,G3,C3,C4,C4,C5,C4,r,r,r,r,C6,E-4,E-4,C3,C2
391.0,162.9167,98,4.0,r,r,r,r,r,r,E-3,E-2,E-2,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,E-2
392.0,163.3333,99,1.0,G#6,C6,G#5,C5,G#5,C5,F3,F2,F2,E-4,C3,G#4,G#4,F5,F4,r,r,r,r,G#6,C5,E-4,F3,F2
392.5,163.5417,99,1.5,G#6,C6,G#5,C5,G#5,C5,F3,F2,F2,E-4,C3,G4,G4,F5,F4,r,r,r,r,G6,E-5,E-4,F3,F2
393.0,163.75,99,2.0,r,r,r,r,r,r,G#3,G#2,G#2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,G#2
394.0,164.1667,99,3.0,F6,D6,F5,D5,F5,D5,B-3,B-2,B-2,D4,B-3,F4,F4,F5,F4,r,r,r,r,F6,D5,D4,B-3,B-2
394.5,164.375,99,3.5,F6,D6,F5,D5,F5,D5,B-3,B-2,B-2,D4,B-3,D4,D4,F5,F4,r,r,r,r,D6,F4,D4,B-3,B-2
395.0,164.5833,99,4.0,r,r,r,r,r,r,D4,D3,D3,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D3
396.0,165.0,100,1.0,B-6,D6,B-5,D5,D5,B-4,G4,G3,G3,G3,G2,B-4,D4,G5,G5,r,r,r,r,B-6,D5,B-4,G4,G3
396.5,165.2083,100,1.5,B-6,D6,B-5,D5,D5,B-4,G4,G3,G3,G3,G2,G4,D4,G5,G5,r,r,r,r,G6,D5,B-4,G4,G3
397.0,165.4167,100,2.0,r,r,r,r,r,r,F4,F3,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3
398.0,165.8333,100,3.0,G6,C6,G5,C5,G5,C5,E4,E3,E3,C4,C3,C5,E4,C5,C4,r,r,r,r,C7,G5,G4,E4,E3
398.5,166.0417,100,3.5,G6,C6,G5,C5,G5,C5,E4,E3,E3,C4,C3,G#4,E4,C5,C4,r,r,r,r,G#6,G#5,G#4,E4,E3
399.0,166.25,100,4.0,r,r,r,r,r,r,C4,C3,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3
400.0,166.6667,101,1.0,F6,G#5,F5,G#4,F5,G#4,D4,D3,D3,F4,D4,F4,F4,F5,F5,r,r,r,r,F6,G#4,F4,D4,D3
400.5,166.875,101,1.5,F6,G#5,F5,G#4,F5,G#4,D4,D3,D3,F4,D4,D4,D4,F5,F5,r,r,r,r,D6,G#4,F4,D4,D3
401.0,167.0833,101,2.0,r,r,r,r,r,r,C4,C3,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3
402.0,167.5,101,3.0,G6,D6,G5,D5,G5,D5,B3,B2,B2,D4,G3,G4,G4,G5,G5,r,r,r,r,G6,D5,G4,B3,B2
402.5,167.7083,101,3.5,G6,D6,G5,D5,G5,D5,B3,B2,B2,E-4,G3,E-4,E-4,G5,G5,r,r,r,r,E-6,E-5,G4,B3,B2
403.0,167.9167,101,4.0,r,r,r,r,r,r,G3,G2,G2,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G2
404.0,168.3333,102,1.0,C6,C6,C5,C5,C5,C5,G#3,G#2,G#2,E-4,C4,C4,G#3,C5,C4,r,r,r,r,C5,E-4,C4,G#3,G#2
404.5,168.5417,102,1.5,C6,C6,C5,C5,C5,C5,G3,G2,G2,E-4,C4,C4,G#3,C5,C4,r,r,r,r,C5,E-4,C4,G3,G2
405.0,168.75,102,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,B3,r,r
405.5,168.9583,102,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,C4,r,r
406.0,169.1667,102,3.0,r,r,r,r,r,r,F3,F2,F2,F4,C#4,G#3,F3,F5,F4,r,r,r,r,C#5,G#4,C#4,F3,F2
406.5,169.375,102,3.5,r,r,r,r,r,r,C#3,C#2,C#2,F4,C#4,G#3,F3,F5,F4,r,r,r,r,C#5,G#4,C#4,C#3,C#2
407.5,169.7917,102,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,B4,r,r
408.0,170.0,103,1.0,r,r,r,r,r,r,C3,C3,C2,E4,C4,C4,C3,C5,C4,r,r,r,r,C6,E5,C5,C3,C2
408.5,170.2083,103,1.5,r,r,r,r,r,r,B-2,B-2,B-1,E4,C4,C4,C3,C5,C4,r,r,r,r,C6,E5,C5,B-2,B-1
409.0,170.4167,103,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,B4,r,r
409.5,170.625,103,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,r,C5,r,r
410.0,170.8333,103,3.0,r,r,r,r,r,r,G#2,G#2,G#1,F4,C#4,G#3,F3,F5,F4,r,r,r,r,C#6,F5,C#5,G#2,G#1
410.5,171.0417,103,3.5,r,r,r,r,r,r,F2,F2,F1,F4,C#4,G#3,F3,F5,F4,r,r,r,r,C#6,F5,C#5,F2,F1
411.5,171.4583,103,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F3,r,r
412.0,171.6667,104,1.0,r,r,r,r,r,r,C4,C3,G#1,C4,C4,C4,C3,C5,C4,r,r,r,r,C4,C4,E-3,G#2,G#1
413.0,172.0833,104,2.0,r,r,r,r,r,r,B3,B2,r,B3,B3,r,r,r,r,r,r,r,r,r,r,r,r,r
413.5,172.2917,104,2.5,r,r,r,r,r,r,C4,C3,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r
414.0,172.5,104,3.0,r,r,r,r,r,r,C#4,C#3,F1,C#4,C#4,r,r,r,r,r,r,r,r,G#3,G#3,F3,G#2,F1
416.0,173.3333,105,1.0,r,r,r,r,r,r,C#4,C#3,E1,C#4,C#4,r,r,r,r,r,r,r,r,G3,G3,E3,G2,E1
417.0,173.75,105,2.0,r,r,r,r,r,r,C#4,C#3,F1,C#4,C#4,r,r,r,r,r,r,r,r,G#3,G#3,F3,G#2,F1
418.0,174.1667,105,3.0,r,r,B4,G#4,B3,G#3,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
419.0,174.5833,105,4.0,r,r,B-4,G4,B-3,G3,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
419.5,174.7917,105,4.5,r,r,B4,G#4,B3,G#3,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
420.0,175.0,106,1.0,B5,G#5,r,r,B4,G#4,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
421.0,175.4167,106,2.0,B-5,G5,r,r,B-4,G4,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
421.5,175.625,106,2.5,B5,G#5,r,r,B4,G#4,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
422.0,175.8333,106,3.0,r,r,B4,G#4,B3,G#3,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
423.0,176.25,106,4.0,r,r,B-4,G4,B-3,G3,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
423.5,176.4583,106,4.5,r,r,B4,G#4,B3,G#3,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r
424.0,176.6667,107,1.0,r,r,r,r,r,r,C#4,C#3,r,C#4,C#4,r,r,r,r,r,r,r,r,G#3,G#3,F3,G#2,F2
426.0,177.5,107,3.0,r,r,r,r,r,r,B3,B2,r,r,r,r,r,r,r,r,r,r,r,G3,G3,E3,G2,E2
427.0,177.9167,107,4.0,r,r,r,r,r,r,B3,B2,r,r,r,r,r,r,r,r,r,r,r,G#3,G#3,F3,G#2,F2
428.0,178.3333,108,1.0,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C3,C3,C2
429.0,178.75,108,2.0,B5,r,r,r,B4,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
429.5,178.9583,108,2.5,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
430.0,179.1667,108,3.0,C#6,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,C#3,C#3,C#2
431.0,179.5833,108,4.0,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
431.5,179.7917,108,4.5,C#6,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
432.0,180.0,109,1.0,F6,r,r,r,F5,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F3,F2
432.5,180.2083,109,1.5,G#6,r,r,r,G#5,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F3,F2
433.0,180.4167,109,2.0,G6,r,r,r,G5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
433.5,180.625,109,2.5,F6,r,r,r,F5,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
434.0,180.8333,109,3.0,G6,r,r,r,G5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
434.5,181.0417,109,3.5,F6,r,r,r,F5,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
435.0,181.25,109,4.0,E-6,r,r,r,E-5,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
435.5,181.4583,109,4.5,C#6,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
436.0,181.6667,110,1.0,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C3,C3,C2
437.0,182.0833,110,2.0,B5,r,r,r,B4,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
437.5,182.2917,110,2.5,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
438.0,182.5,110,3.0,C#6,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,C#3,C#3,C#2
439.0,182.9167,110,4.0,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
439.5,183.125,110,4.5,C#6,r,r,r,C#5,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
440.0,183.3333,111,1.0,B-5,r,r,r,B-4,r,B-3,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,B-1
440.5,183.5417,111,1.5,G#5,r,r,r,G#4,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,B-3,B-2,B-1
441.0,183.75,111,2.0,G5,r,r,r,G4,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
441.5,183.9583,111,2.5,F5,r,r,r,F4,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
442.0,184.1667,111,3.0,C6,r,r,r,C5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C4,C3,C2
443.5,184.7917,111,4.5,C#6,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3,C#2
444.0,185.0,112,1.0,B-5,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-2,B-1
444.5,185.2083,112,1.5,G#5,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,G#2,G#1
445.0,185.4167,112,2.0,G5,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G2,G1
445.5,185.625,112,2.5,F5,r,F5,r,F4,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F3,F2,F1
446.0,185.8333,112,3.0,r,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C2
446.5,186.0417,112,3.5,r,r,C#5,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C2
