qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"F, F Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
3909.0,3915.0,Main Part,,P8(C Clarinet 2),,P8(Main),P8(Oboe 1),,,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3915.0,3918.0,Main Part,,P6(Main)&P6(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,P8(Main)&P6(Oboe 1)&P6(C Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P6(Main)&P8(Oboe 1)&P6(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P6(Main)&P8(Oboe 1)&P6(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),,,,,,,P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Viola)&U(Violoncello)&P8(Contrabass),P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Violoncello)&P8(Contrabass),P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Viola)&P8(Contrabass),P4(Main)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3918.0,3924.0,P8(C Clarinet 1),,P8(C Clarinet 2),,P8(Flute 1),P8(Oboe 1),P3(Bassoon 2),P3(Bassoon 1),,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,Main Part,P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3924.0,3927.0,P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P3(Oboe 1)&U(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&U(Flute 2)&P3(Oboe 1)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P4(Flute 1)&P4(Flute 2)&P6(Oboe 1)&P4(Oboe 2)&P6(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(Main)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P6(C Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Flute 1)&P4(Flute 2)&P6(Oboe 1)&P4(Oboe 2)&P8(C Clarinet 1)&P6(C Clarinet 2)&P6(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(Main)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P6(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Main)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 4)&P8(Main)&U(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),,,,,,,Main Part,P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Main)&U(Viola)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Main)&U(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Main)&U(Violin 2)&U(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3927.0,3933.0,Main Part,P8(Main)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,,P8(Bassoon 1),P8(Bassoon 2),P8(C Clarinet 1),P8(C Clarinet 2),,,P8(Main)&P8(Flute 2)&P8(Bb (basso) Horn 4),P8(Main)&P8(Flute 2)&P8(Bb (basso) Horn 3),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3933.0,3936.0,Main Part,P6(Main)&P8(Oboe 1)&P6(Oboe 2)&P6(C Clarinet 1)&P4(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P6(Main)&P8(Flute 2)&P6(Oboe 2)&P6(C Clarinet 1)&P4(C Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P8(Main)&P6(Flute 2)&P6(Oboe 1)&U(C Clarinet 1)&P3(C Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P6(Flute 2)&P6(Oboe 1)&U(Oboe 2)&P3(C Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P4(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P6(Main)&P8(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(C Clarinet 1)&P4(C Clarinet 2)&P6(Bassoon 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P4(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P8(Main)&P6(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P6(Bassoon 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Viola)&U(Violoncello)&P8(Contrabass),P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),,,,,,,P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Viola)&U(Violoncello)&P8(Contrabass),P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Violoncello)&P8(Contrabass),P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&U(Viola)&P8(Contrabass),P3(Main)&P4(Flute 2)&P4(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3936.0,3942.0,,,,,,,,,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,Main Part,P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
3942.0,3951.0,P8(Oboe 2)&P8(C Clarinet 1),P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4),P8(C Clarinet 2),P8(Flute 1)&U(C Clarinet 1),P8(Flute 1)&U(Oboe 2),P8(Oboe 1),,,,,P4(Flute 2)&P8(Bb (basso) Horn 4),P4(Flute 2)&P8(Bb (basso) Horn 3),,,,,,,Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
3951.0,3960.0,Main Part,P5(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4),,P5(Flute 2)&U(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P5(Flute 2)&U(Oboe 2)&P3(C Clarinet 2)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P3(Flute 2)&P3(Oboe 2)&P3(C Clarinet 1)&P8(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),,P3(Flute 2)&P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),,,P5(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P8(Bb (basso) Horn 4),P5(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P8(Bb (basso) Horn 3),,,,,,,,,,,
3960.0,3969.0,Main Part,P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4),P3(Main)&P3(Oboe 2),P8(Main)&P3(Oboe 1),,,P3(Bassoon 2),P3(Bassoon 1),,P8(D Trumpet 1),P5(Flute 2)&P8(Bb (basso) Horn 4),P5(Flute 2)&P8(Bb (basso) Horn 3),P8(D Horn 2),,,,,,,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
3969.0,3978.0,P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P3(Oboe 1)&P5(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P5(Bassoon 1)&P3(Bassoon 2),P8(C Clarinet 2),P8(C Clarinet 1),P5(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,,,,,,,Main Part,P3(Main),,P8(Contrabass),P8(Violoncello)
3978.0,3987.0,P3(Oboe 1)&P8(Oboe 2),,P3(Flute 1)&P3(Oboe 2),P8(Flute 1)&P3(Oboe 1),P8(C Clarinet 2),P8(C Clarinet 1),P3(Bassoon 2),P3(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
3987.0,3996.0,Main Part,,,,,,,,P8(D Horn 2),P8(D Horn 1),,,,,,,,,P3(Violin 2),P3(Violin 1),,P8(Contrabass),P8(Violoncello)
3996.0,4005.0,Main Part,,P8(C Clarinet 1),P8(C Clarinet 2),P8(Oboe 1),P8(Oboe 2),,,P8(D Horn 2),P8(D Horn 1),,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
4005.0,4014.0,,,,,P3(C Clarinet 2),P3(C Clarinet 1),,,P8(D Horn 2),P8(D Horn 1),,,,,,,,,Main Part,U(Main)&P8(Violoncello)&P8(Contrabass),,P8(Main)&P8(Violin 2)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)
4014.0,4023.0,P8(Oboe 1),,P8(Flute 1),,P3(C Clarinet 2),P3(C Clarinet 1),P3(Bassoon 2),P3(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,,,,,,,Main Part,U(Main),,P8(Contrabass),P8(Violoncello)
4023.0,4035.0,,,,U(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2),U(Oboe 2)&P3(C Clarinet 2)&P3(Bassoon 2),P3(Oboe 2)&P3(C Clarinet 1)&P8(Bassoon 2),,P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2),P8(D Horn 2),P8(D Horn 1),,,,,,,,,Main Part,,,,
4035.0,4047.0,,,,,,,,,,,,,,,,,,,Main Part,,,,
4047.0,4059.0,,,,,,,,,,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,Main Part,,,,
4059.0,4065.0,,"P3(F, F Timpani)",P8(Bassoon 1),,,,P8(Oboe 1),,,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,P3(Flute 2),Main Part,,,,
4065.0,4068.0,P4(Flute 2)&P3(Oboe 1)&P2(C Clarinet 1)&P3(Bassoon 1),P4(Flute 1)&P6(Oboe 1)&P3(C Clarinet 1)&P6(Bassoon 1),P3(Flute 1)&P6(Flute 2)&P4(C Clarinet 1)&P8(Bassoon 1),,P2(Flute 1)&P3(Flute 2)&P4(Oboe 1)&P4(Bassoon 1),,P3(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P4(C Clarinet 1),,,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,Main Part,P4(Main)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P2(Main)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Main)&P6(Violin 2)&P4(Viola)&P8(Contrabass),P3(Main)&P6(Violin 2)&P4(Viola)&P8(Violoncello)
4068.0,4071.0,,,Main Part,,,,,,U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,P4(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P4(Violin 1)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P2(Violin 1)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Violin 1)&P6(Violin 2)&P4(Viola)&P8(Contrabass),P3(Violin 1)&P6(Violin 2)&P4(Viola)&P8(Violoncello)
4071.0,4074.0,,,Main Part,,,,,,U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,P4(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P4(Violin 1)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P2(Violin 1)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Violin 1)&P6(Violin 2)&P4(Viola)&P8(Contrabass),P3(Violin 1)&P6(Violin 2)&P4(Viola)&P8(Violoncello)
4074.0,4077.0,P3(Flute 2)&P3(Main)&P3(C Clarinet 1)&P3(Bassoon 1),P3(Flute 1)&P5(Main)&P8(C Clarinet 1)&P5(Bassoon 1),Main Part,,P3(Flute 1)&P8(Flute 2)&P5(Main)&P5(Bassoon 1),,P3(Flute 1)&P5(Flute 2)&P8(Main)&P5(C Clarinet 1),,,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,P3(Violoncello)&P3(Contrabass),,,P3(Violin 1)&P8(Contrabass),P3(Violin 1)&P8(Violoncello)
4077.0,4089.0,P3(Main)&P3(Bassoon 1),P8(C Clarinet 1),Main Part,,P8(Flute 2),,P3(Flute 1)&P8(Main),"P4(F, F Timpani)",,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,P4(Bassoon 2),,,,P8(Contrabass),P8(Violoncello)
4089.0,4092.0,P4(Flute 2)&P3(Main)&P4(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P4(Flute 1)&P6(Main)&P8(C Clarinet 1)&P6(Bassoon 1)&P6(Bassoon 2),Main Part,,P4(Flute 1)&P8(Flute 2)&P6(Main)&P6(Bassoon 1)&P6(Bassoon 2),,P3(Flute 1)&P6(Flute 2)&P8(Main)&P6(C Clarinet 1)&P8(Bassoon 2),P3(Flute 1)&P6(Flute 2)&P8(Main)&P6(C Clarinet 1)&P8(Bassoon 1),,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,P2(Violin 2)&P4(Viola)&P3(Violoncello)&P3(Contrabass),P2(Violin 1)&P3(Viola)&P4(Violoncello)&P4(Contrabass),P4(Violin 1)&P3(Violin 2)&P6(Violoncello)&P6(Contrabass),P3(Violin 1)&P4(Violin 2)&P6(Viola)&P8(Contrabass),P3(Violin 1)&P4(Violin 2)&P6(Viola)&P8(Violoncello)
4092.0,4095.0,,,,,,,,,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,,,,P2(Violin 2)&P4(Main)&P3(Violoncello)&P3(Contrabass),P2(Violin 1)&P3(Main)&P4(Violoncello)&P4(Contrabass),Main Part,P3(Violin 1)&P4(Violin 2)&P6(Main)&P8(Contrabass),P3(Violin 1)&P4(Violin 2)&P6(Main)&P8(Violoncello)
4095.0,4098.0,,,,,,,,,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,,,,P2(Violin 2)&P4(Main)&P3(Violoncello)&P3(Contrabass),P2(Violin 1)&P3(Main)&P4(Violoncello)&P4(Contrabass),Main Part,P3(Violin 1)&P4(Violin 2)&P6(Main)&P8(Contrabass),P3(Violin 1)&P4(Violin 2)&P6(Main)&P8(Violoncello)
4098.0,4101.0,"P3(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F, F Timpani)","P3(Flute 1)&P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F, F Timpani)","P3(Flute 1)&P8(Flute 2)&P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F, F Timpani)","P5(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P3(F, F Timpani)","P5(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(C Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P3(F, F Timpani)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F, F Timpani)","P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 2)&P3(F, F Timpani)","P8(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(F, F Timpani)",,,U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,P3(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),Main Part,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
