qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
524.0,532.0,Main Part,U(Main)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1),,,P8(Main)&P8(Flute 2)&U(C Clarinet 2)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&U(C Clarinet 1)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P5(Viola)&U(Violoncello)&P8(Contrabass),,P3(Violin 1),,,,P3(C Horn 2),,P5(Bassoon 2)&P5(Violoncello)&P5(Contrabass),U(Bassoon 2)&P5(Viola)&P8(Contrabass),P8(Bassoon 2)&P5(Viola)&P8(Violoncello)
532.0,540.0,Main Part,U(Main)&P8(C Clarinet 1)&P8(Bassoon 1)&P3(C Horn 2),,,P8(Main)&P8(Flute 2)&P8(Bassoon 1)&P3(C Horn 2),,P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P3(C Horn 2),U(Violoncello)&P8(Contrabass),,P3(Main)&P3(Flute 2)&P3(C Clarinet 1)&P3(Bassoon 1),P3(C Trumpet 2)&P8(Timpani),P3(C Trumpet 1)&P3(Timpani),P8(C Trumpet 1)&P3(C Trumpet 2),P8(Violin 2),P8(Violin 1),,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
540.0,548.0,Main Part,U(Main)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1),,,P8(Main)&P8(Flute 2)&U(C Clarinet 2)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&U(C Clarinet 1)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2),U(Violoncello)&P8(Contrabass),P3(Viola),P3(Violin 1),,,,P3(C Horn 2),,P3(C Horn 1),U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
548.0,564.0,U(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(C Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,,P3(C Trumpet 2)&P8(Timpani),P3(C Trumpet 1)&P3(Timpani),P8(C Trumpet 1)&P3(C Trumpet 2),Main Part,P8(Main),P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
564.0,595.0,,,,,,,,,,,,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
595.0,600.0,Main Part,,,,,,,,,,,,,,,U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
600.0,604.0,Main Part,,,,,,,,,,,,,,,U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
604.0,608.0,,,,,,,,,,,,,,Main Part,,U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
608.0,612.0,,,P3(Viola)&P3(Violoncello)&P3(Contrabass),,P3(C Clarinet 2),P3(C Clarinet 1),,,,,,,,Main Part,,P3(Oboe 1)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P8(Viola)&P8(Contrabass),P3(Oboe 1)&P8(Viola)&P8(Violoncello)
612.0,627.0,Main Part,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
627.0,632.0,Main Part,,P8(Main)&P8(C Clarinet 1),,P8(Main)&P8(Oboe 1),,,,,,,,,P8(Violin 2),P8(Violin 1),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
632.0,636.0,P8(Oboe 1),,P8(Flute 1),,,,,,,,,,,Main Part,P8(Main),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
636.0,640.0,,,,,,,,,,,,,,Main Part,P8(Main),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
640.0,644.0,,,,,,,,,,,,,,P8(Violin 2)&P3(Viola)&P3(Main)&P3(Contrabass),P8(Violin 1)&P3(Viola)&P3(Main)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&U(Main)&P8(Contrabass),Main Part,P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Main)
644.0,692.0,,,,,,,,,,,U(C Trumpet 2),U(C Trumpet 1),,,,,Main Part,P8(Main)
692.0,736.0,,,,,,,,,P4(C Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),P4(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P4(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2),P4(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
736.0,824.0,,,,,,,,,,,P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
824.0,832.0,P8(Violin 2),P4(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2),,P3(Viola),P4(Flute 2)&P4(C Clarinet 2)&P6(Bassoon 1)&P4(C Horn 1)&P4(C Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2),P8(Flute 2)&P4(C Clarinet 1)&P3(Bassoon 1)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P3(Flute 2)&P6(C Clarinet 1)&P3(C Clarinet 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2),U(Violoncello)&P8(Contrabass),P8(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 1)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P8(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),U(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2),P8(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 1)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1),,Main Part,P8(Flute 1),P3(Oboe 2),U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
832.0,840.0,Main Part,P5(C Clarinet 1)&P8(C Clarinet 2)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2),,P3(Viola),P5(Flute 2)&P5(C Clarinet 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&U(C Trumpet 2),P8(Flute 2)&P5(C Clarinet 1)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2),,P8(Violoncello)&P8(Contrabass),P5(Flute 2)&P8(C Clarinet 1)&P5(C Clarinet 2)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P5(Flute 2)&P8(C Clarinet 1)&P5(C Clarinet 2)&U(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P5(Flute 2)&U(C Clarinet 1)&P5(C Clarinet 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2),P5(Flute 2)&U(C Clarinet 1)&P5(C Clarinet 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1),,,P8(Main),P3(Oboe 2),P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
840.0,848.0,P8(Violin 2),P5(C Clarinet 1)&P8(C Clarinet 2)&P5(Bassoon 1)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2),,P3(Viola),P5(Flute 2)&P5(C Clarinet 2)&P8(Bassoon 1)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&U(C Trumpet 2),P8(Flute 2)&P5(C Clarinet 1)&P5(Bassoon 1)&P5(C Horn 1)&P5(C Horn 2)&P5(C Trumpet 1)&P5(C Trumpet 2),P5(Flute 2)&P8(C Clarinet 1)&P5(C Clarinet 2)&U(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Violoncello)&P8(Contrabass),P5(Flute 2)&P8(C Clarinet 1)&P5(C Clarinet 2)&U(Bassoon 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P5(Flute 2)&P8(C Clarinet 1)&P5(C Clarinet 2)&U(Bassoon 1)&U(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P5(Flute 2)&U(C Clarinet 1)&P5(C Clarinet 2)&P8(Bassoon 1)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 2),P5(Flute 2)&U(C Clarinet 1)&P5(C Clarinet 2)&P8(Bassoon 1)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1),,Main Part,P8(Flute 1),P3(Oboe 2),P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
848.0,856.0,Main Part,P8(C Clarinet 1)&P4(C Clarinet 2)&P8(C Horn 1)&P4(C Horn 2)&P8(C Trumpet 1)&P4(C Trumpet 2),,,P8(Flute 2)&P4(C Clarinet 2)&P8(C Horn 1)&P4(C Horn 2)&U(C Trumpet 1)&P4(C Trumpet 2),P4(Flute 2)&P4(C Clarinet 1)&P4(C Horn 1)&P8(C Horn 2)&P4(C Trumpet 1)&U(C Trumpet 2),,P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(C Clarinet 1)&P4(C Clarinet 2)&P4(C Horn 2)&P8(C Trumpet 1)&P4(C Trumpet 2),P4(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P4(C Horn 1)&P4(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 2)&U(C Clarinet 1)&P4(C Clarinet 2)&P8(C Horn 1)&P4(C Horn 2)&P4(C Trumpet 2),P4(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&P4(C Horn 1)&P8(C Horn 2)&P4(C Trumpet 1),,,,,P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
856.0,864.0,,P8(C Clarinet 1)&P4(C Clarinet 2)&P4(Bassoon 1)&P8(C Horn 1)&P4(C Horn 2)&P8(C Trumpet 1)&P4(C Trumpet 2),P3(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P6(Viola),P8(Flute 2)&P4(C Clarinet 2)&P4(Bassoon 1)&P8(C Horn 1)&P4(C Horn 2)&U(C Trumpet 1)&P4(C Trumpet 2),P4(Flute 2)&P4(C Clarinet 1)&U(Bassoon 1)&P4(C Horn 1)&P8(C Horn 2)&P4(C Trumpet 1)&U(C Trumpet 2),P4(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&P4(C Horn 1)&P8(C Horn 2)&P4(C Trumpet 1)&U(C Trumpet 2),P3(Oboe 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(C Clarinet 1)&P4(C Clarinet 2)&P4(Bassoon 1)&P4(C Horn 2)&P8(C Trumpet 1)&P4(C Trumpet 2),P4(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P4(C Horn 1)&P4(C Trumpet 1)&P8(C Trumpet 2),P8(Flute 2)&U(C Clarinet 1)&P4(C Clarinet 2)&P4(Bassoon 1)&P8(C Horn 1)&P4(C Horn 2)&P4(C Trumpet 2),P4(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&U(Bassoon 1)&P4(C Horn 1)&P8(C Horn 2)&P4(C Trumpet 1),,Main Part,,P6(Oboe 2),P3(Oboe 1)&P8(Bassoon 2)&P8(Contrabass),P3(Oboe 1)&P8(Bassoon 2)&P8(Violoncello)
864.0,880.0,Main Part,,,,P8(C Clarinet 2),P8(C Clarinet 1),,,,,P8(C Trumpet 2),P8(C Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
880.0,892.0,,,,,P8(C Clarinet 2)&P8(C Horn 1)&P8(C Horn 2),P8(C Clarinet 1)&U(C Horn 1)&P8(C Horn 2),P8(Main),,P8(C Clarinet 1)&U(C Clarinet 2)&P8(C Horn 2),P8(C Clarinet 1)&P8(C Clarinet 2)&P8(C Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
892.0,896.0,P8(Main),,Main Part,,P8(C Clarinet 2)&P8(Bassoon 1)&P8(C Horn 1)&P8(C Horn 2)&P8(Violin 1),P8(C Clarinet 1)&P8(Bassoon 1)&U(C Horn 1)&U(C Horn 2)&U(Violin 1),P8(C Clarinet 1)&P8(C Clarinet 2)&P8(C Horn 1)&P8(C Horn 2)&P8(Violin 1),,P8(C Clarinet 1)&U(C Clarinet 2)&P8(Bassoon 1)&U(C Horn 2)&U(Violin 1),P8(C Clarinet 1)&U(C Clarinet 2)&P8(Bassoon 1)&U(C Horn 1)&U(Violin 1),,,,P8(C Clarinet 1)&U(C Clarinet 2)&P8(Bassoon 1)&U(C Horn 1)&U(C Horn 2),P2(Viola),P2(Violin 2),P8(Contrabass),P8(Violoncello)
896.0,960.0,,,,,P8(C Clarinet 2),P8(C Clarinet 1),,,U(C Horn 2),U(C Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
960.0,965.0,,,,,,,Main Part,,,,,,,,,,,
965.0,967.0,,,Main Part,,,,,,,,,,,,,,,
967.0,981.0,Main Part,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
981.0,983.0,,,,,,,Main Part,,,,,,,,,,,
983.0,985.0,P5(Viola),,Main Part,,,,,,,,,,,,,P5(Flute 1),,
985.0,997.0,Main Part,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
997.0,999.0,,,,,,,Main Part,,,,,,,,,,,
999.0,1001.0,P6(Viola),,Main Part,,,,,,,,,,,,,P6(Flute 1),,
1001.0,1003.0,Main Part,,,,,,,,,,,,,,P6(Viola),P6(Violin 2),,
1003.0,1005.0,,,P3(Bassoon 1),,,,P3(Oboe 1),,,,,,,Main Part,,,,
1005.0,1017.0,,,Main Part,,,,,,,,,,,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1017.0,1032.0,Main Part,P4(C Clarinet 1)&P4(C Clarinet 2),,,P4(Flute 2)&P8(C Clarinet 2),P4(Flute 2)&P8(C Clarinet 1),,,P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1),,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1032.0,1048.0,Main Part,P8(Oboe 2)&P8(Bassoon 2),P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(C Clarinet 2),P8(C Clarinet 1),P8(Main)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2),P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1),,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1048.0,1095.0,Main Part,P8(Bassoon 2),P8(Main)&P8(Bassoon 1),,P8(C Clarinet 2),P8(C Clarinet 1),P8(Main)&P8(Oboe 1),P8(Flute 2),P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1),,U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1095.0,1120.0,P8(Flute 2),P8(Flute 1),,,,,,,P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Timpani),P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1120.0,1136.0,U(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Flute 1)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,,,Main Part,P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1136.0,1158.0,,,Main Part,,,,,,P8(C Horn 2),P8(C Horn 1),,,,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1158.0,1192.0,Main Part,,,,,,,,,,P8(C Trumpet 2),P8(C Trumpet 1),,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
1192.0,1200.0,Main Part,U(Main)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 2),P8(Oboe 1),P8(Main)&P8(Flute 2)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&U(Bassoon 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P8(C Horn 1)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani),P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(Timpani),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1200.0,1207.0,P8(C Clarinet 1),P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P8(Flute 2)&U(Oboe 2)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P8(Flute 2)&U(Oboe 1)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P8(Flute 1),P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&U(Bassoon 2)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&U(Bassoon 1)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(C Horn 1)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(Timpani),P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1207.0,1212.0,Main Part,,P8(Bassoon 1),,P8(Main),,P8(Oboe 1),,,,,,,U(Violin 2),U(Violin 1),,P8(Contrabass),P8(Violoncello)
1212.0,1216.0,,,Main Part,,,,P8(Main),,,,,,,U(Violin 2),U(Violin 1),,P8(Contrabass),P8(Violoncello)
1216.0,1220.0,Main Part,,P8(Bassoon 1),,,,P8(Oboe 1),,,,,,,P3(Violoncello)&P3(Contrabass),,,P3(Violin 1)&P8(Contrabass),P3(Violin 1)&P8(Violoncello)
1220.0,1239.0,,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1239.0,1244.0,Main Part,,P8(Violin 2),,,,,,,,,,,P8(Main),P8(Oboe 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1244.0,1248.0,P8(Violin 1),,Main Part,,P6(C Clarinet 2),P6(C Clarinet 1),P8(Main)&U(Bassoon 2),P8(Main)&U(Bassoon 1),,,,,,P8(Flute 1),,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
