qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
374.125,394.125,Main Part,,,,,,,,,,,,,U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
394.125,411.125,Main Part,P6(A Clarinet 1),P8(A Clarinet 2),,P6(Flute 2),P8(Oboe 1),,,P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
411.125,419.125,Main Part,P8(Oboe 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&U(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Main)&U(A Clarinet 1)&P8(Bassoon 1),P8(Main)&U(Oboe 2)&P8(Bassoon 1),P8(Flute 2)&P8(Oboe 1)&P8(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 2)&P8(A Clarinet 1),P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P8(Viola),P8(D Horn 1)&P8(Viola),P8(Flute 2)&P8(Oboe 1)&U(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),U(Flute 2)&P8(Oboe 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),,P8(D Horn 1)&P8(D Horn 2),P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Contrabass),P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)
419.125,428.125,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(D Horn 2),P8(D Horn 1),P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)
428.125,435.125,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P8(Viola),P8(D Horn 1)&P8(Viola),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Main)&P8(Violoncello)&U(Contrabass),Main Part,,P8(D Horn 1)&P8(D Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Main)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani)&P8(Main)&P8(Violoncello)
435.125,443.125,P8(Flute 2)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&U(Violin 1)&P8(Violoncello)&P8(Contrabass),U(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Oboe 1)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1),,P8(Flute 1)&U(Flute 2)&P8(Violoncello)&P8(Contrabass),,Main Part,P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Violin 1)&P8(Violoncello)
443.125,448.125,U(Flute 2)&U(Violin 1),U(Flute 1)&U(Violin 1),P5(Oboe 2),P5(Oboe 1),,,,,P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1),,U(Flute 1)&U(Flute 2),,Main Part,P8(Contrabass),P8(Violoncello)
448.125,451.125,U(Main),,P8(Violin 2),P8(Viola),,,,,P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,Main Part,P8(Oboe 1),P8(Oboe 2),P8(Contrabass),P8(Violoncello)
451.125,456.125,U(Flute 2)&U(Main),U(Flute 1)&U(Main),,,,,,,P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
456.125,459.125,U(Main),,P8(Violin 2),P8(Viola),,,P3(Bassoon 2),P3(Bassoon 1),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1),,Main Part,P8(Oboe 1),P8(Oboe 2),P8(Contrabass),P8(Violoncello)
459.125,467.125,,,P3(Oboe 2)&P4(Main)&P8(Violin 2),P3(Oboe 1)&P6(Main)&P3(Violin 2),P8(A Clarinet 2),P8(A Clarinet 1),,U(Viola),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Violoncello)&P8(Contrabass),Main Part,P8(Oboe 1)&P3(Oboe 2)&P4(Main),U(Bassoon 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)
467.125,483.125,P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),,P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),U(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
483.125,491.125,P8(Oboe 1),,P8(Flute 1),,,,,,,P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,U(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
491.125,502.125,P8(Main),,Main Part,,,,U(Bassoon 2),U(Bassoon 1),,,,,,U(Violin 2)&P8(Viola)&P8(Violoncello),U(Violin 1)&P8(Viola)&P8(Violoncello),P8(Violin 1)&P8(Violin 2)&P8(Violoncello),P8(Violin 1)&P8(Violin 2)&P8(Viola),
502.125,511.125,,,Main Part,P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2),,,P8(Main)&P3(Oboe 2)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2),P3(Main)&P8(Oboe 2)&P3(Bassoon 1)&U(D Horn 1)&P8(D Horn 2),P3(Main)&P8(Oboe 2)&P3(Bassoon 1)&U(Bassoon 2)&P8(D Horn 2),P3(Main)&P8(Oboe 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1),,,,,,U(Violoncello),U(Viola),
511.125,515.125,,,P8(Bassoon 1),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Violin 2),,,P8(Oboe 1),P8(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&U(Violin 2),P8(Oboe 2)&U(Bassoon 2)&P8(D Horn 2)&U(Violin 2),P8(Oboe 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(Violin 2),,,,Main Part,P8(Oboe 2)&U(Bassoon 2)&U(D Horn 1)&P8(D Horn 2),,,
515.125,527.125,,,P8(Bassoon 1)&P2(D Horn 1)&P2(D Horn 2),P8(Bassoon 2),,,P8(Oboe 1)&P2(D Horn 1)&P2(D Horn 2),P8(Oboe 2),P2(Oboe 1)&P2(Bassoon 1)&P8(D Horn 2),P2(Oboe 1)&P2(Bassoon 1)&P8(D Horn 1),,,,Main Part,P2(Main),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
527.125,531.125,,,Main Part,,,,P8(Main)&U(Violin 1),,P8(D Horn 2)&U(Violin 2),P8(D Horn 1)&P8(Violin 2),,,,P8(Main)&U(Bassoon 1),U(D Horn 1)&P8(D Horn 2),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
531.125,535.125,,,Main Part,,,,P8(Main),,P8(D Horn 2)&P3(Violin 1)&U(Violin 2),P8(D Horn 1)&P3(Violin 1)&P8(Violin 2),,,,P3(D Horn 1)&P3(D Horn 2)&P3(Violin 2),U(D Horn 1)&P8(D Horn 2)&P3(Violin 1),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
535.125,551.125,U(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),U(Flute 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Bassoon 1),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(Bassoon 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P8(D Horn 2),P8(D Horn 1),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
551.125,569.125,,,U(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),U(Oboe 1)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),,,,,P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),U(Oboe 1)&U(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P8(Oboe 1)&P8(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
569.125,576.125,P8(A Clarinet 1),P8(A Clarinet 2),Main Part,,P8(Flute 1),P8(Flute 2),,,P8(D Trumpet 1),P8(D Trumpet 2),P8(D Horn 1),P8(D Horn 2),,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
576.125,585.125,P8(A Clarinet 1),P8(A Clarinet 2),Main Part,U(Main)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 1),P8(Flute 2),,,P8(Main)&P8(Oboe 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(Main)&P8(Oboe 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),U(Main)&U(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P8(Main)&P8(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(Main)&P8(Oboe 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
585.125,592.875,,,,,P8(Bassoon 1),P8(Bassoon 2),P8(A Clarinet 1),P8(A Clarinet 2),,P8(Timpani),,,P8(D Horn 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
592.875,594.125,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,P3(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
594.125,600.875,P3(Flute 2)&P8(Main)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(Flute 1)&P3(Main)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P3(Flute 1)&P8(Flute 2)&P3(Main)&P3(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2),P8(Flute 1)&P3(Flute 2)&P8(Main)&P3(Oboe 2)&P3(A Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(Flute 1)&P8(Flute 2)&P3(Main)&P8(Oboe 2)&P3(A Clarinet 1)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P8(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&P3(Main)&P8(Oboe 2)&P3(A Clarinet 1)&U(A Clarinet 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P3(Flute 1)&P8(Flute 2)&P3(Main)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P3(Flute 1)&P8(Flute 2)&P3(Main)&U(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P3(Flute 1)&P8(Flute 2)&P3(Main)&P8(Oboe 2)&P3(A Clarinet 1)&U(A Clarinet 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
600.875,602.125,,,Main Part,,,,P8(Bassoon 2)&P6(Violin 1)&P6(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P6(Violin 1)&P6(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,,,P6(Bassoon 1)&P6(Bassoon 2)&P8(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P6(Bassoon 1)&P6(Bassoon 2)&P8(Violin 1)&P6(Viola)&P6(Violoncello)&P6(Contrabass),U(Bassoon 1)&P8(Bassoon 2)&P6(Violin 1)&P6(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P6(Violin 1)&P6(Violin 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P6(Violin 1)&P6(Violin 2)&P8(Viola)&P8(Violoncello)
602.125,607.125,P8(Oboe 1)&P8(A Clarinet 1),P8(Oboe 2)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(Flute 1)&P8(A Clarinet 1),P8(Flute 2)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2),P8(Flute 1)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P8(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&U(A Clarinet 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(Flute 2)&U(Oboe 2)&P8(A Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(Flute 2)&P8(Oboe 2)&U(A Clarinet 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,Main Part,P8(Main),U(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
