qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,G Horn 1,G Horn 2,C Horn 3,C Horn 4,Violin 1,Violin 2,Viola,Violoncello,Contrabass
383.5,165.7572,181,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,B4,r,r
384.0,165.9176,181,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r
384.5,166.0781,181,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,r,r
385.0,166.2385,182,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C4,r
385.5,166.3989,182,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B3,r
386.0,166.5594,182,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,r
386.5,166.7198,183,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,E3,r
387.0,166.8802,183,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
387.5,167.0406,183,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
388.0,167.2011,184,1.0,C6,C6,r,r,E5,A4,A3,F#2,r,r,r,r,C6,r,r,F#2,F#1
388.5,167.3615,184,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,F#2,F#1
389.0,167.5219,184,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,C5,r,r
389.5,167.6824,185,1.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,B4,r,r
390.0,167.8428,185,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r
390.5,168.0032,185,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E4,r,r
391.0,168.1636,186,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,C4,r
391.5,168.3241,186,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,B3,r
392.0,168.4845,186,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,A3,r
392.5,168.6449,187,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,E3,r
393.0,168.8053,187,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
393.5,168.9658,187,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
394.0,169.1262,188,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,A5,r,r,B2,B1
394.5,169.2866,188,1.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,F#5,r,r,B2,B1
395.0,169.4471,188,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,E5,A4,r,r,r
395.5,169.6075,188,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,E-5,F#4,r,r,r
396.0,169.7679,188,2.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,E4,r,r,r
396.5,169.9283,188,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,r,r
397.0,170.0888,188,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,r,r
397.5,170.2492,188,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
398.0,170.4096,188,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r,r
398.5,170.5701,189,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,G5,r,E3,C#3,C#2
399.0,170.7305,189,1.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,E5,r,r,C#3,C#2
399.5,170.8909,189,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,r,r,r
400.0,171.0513,189,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,C#5,E4,r,r,r
400.5,171.2118,189,2.3333,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,E-4,r,r,r
401.0,171.3722,189,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,G3,r,r
401.5,171.5326,189,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r
402.0,171.693,189,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r,r
402.5,171.8535,189,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#3,r,r
403.0,172.0139,190,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,F#5,r,F#3,E-3,E-2
403.5,172.1743,190,1.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,E-5,r,r,E-3,E-2
404.0,172.3348,190,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,C#5,F#4,r,r,r
404.5,172.4952,190,2.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,B4,E-4,r,r,r
405.0,172.6556,190,3.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,C#4,F#4,D3,D2
405.5,172.816,190,3.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,B3,D4,D3,D2
406.0,172.9765,191,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,F#5,r,C#4,r,r
406.5,173.1369,191,1.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,D5,r,B3,r,r
407.0,173.2973,191,2.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,C#5,F#4,r,G#2,G#1
407.5,173.4578,191,2.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,B4,D4,r,G#2,G#1
408.0,173.6182,191,3.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,C#4,F#3,r,r
408.5,173.7786,191,3.5,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,r,B3,D3,r,r
409.0,173.939,192,1.0,B5,B5,r,r,B4,B4,B3,B3,r,r,r,r,B3,G#3,F3,C#3,C#2
410.0,174.2599,192,2.0,B5,G#5,r,r,B4,G#4,B3,G#3,r,r,r,r,B3,G#3,F3,C#3,r
411.0,174.5807,192,3.0,E-6,B5,r,r,E-5,B4,E-4,B3,r,r,r,r,B3,G#3,F3,C#3,r
412.0,174.9016,193,1.0,E-6,B5,r,r,E-5,B4,E-4,B3,r,r,r,r,F4,B3,G#3,C#3,r
413.0,175.2225,193,2.0,C#6,B-5,r,r,C#5,B-4,C#4,B-3,r,r,r,r,F4,B3,G#3,C#3,r
414.0,175.5433,193,3.0,B5,G#5,r,r,B4,G#4,B3,G#3,r,r,r,r,G#4,F4,B3,C#3,r
415.0,175.8642,194,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
415.5,176.1642,194,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
416.0,176.4642,194,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
416.5,176.7642,194,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#4,r
417.0,177.0642,194,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,B3,E-4,r
417.5,177.3642,194,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,B3,r
418.0,177.6642,195,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
418.5,177.9642,195,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
419.0,178.2642,195,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
419.5,178.5642,195,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#4,r
420.0,178.8642,195,3.0,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G#4,F4,B3,r
420.5,179.1642,195,3.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B4,F4,G#3,r
421.0,179.4642,196,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
421.5,179.7642,196,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
422.0,180.0642,196,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
422.5,180.3642,196,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,C#4,B-3,r
423.0,180.6642,196,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,C#4,G#3,r
423.5,180.9642,196,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,C#4,C#3,r
424.0,181.2642,197,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#2,r
424.5,181.5642,197,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#3,r
425.0,181.8642,197,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,F#3,r
425.5,182.1642,197,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,C#4,C#4,r
426.0,182.4642,197,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,F#4,r
426.3333,182.6642,197,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,C#4,F#4,r
426.6667,182.8642,197,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E-4,B3,r,r
427.0,183.0642,198,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,r,r
427.5,183.3642,198,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,F#2,r
428.0,183.6642,198,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,r,r
428.5,183.9642,198,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,F#2,r
429.0,184.2642,198,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,r,r
429.5,184.5642,198,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,F#2,r
430.0,184.8642,199,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B3,E-3,B2,B1
430.5,185.1642,199,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B3,E-3,F#2,F#2
431.0,185.4642,199,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B3,F#3,B2,B2
431.5,185.7642,199,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E-4,B3,F#3,F#3,r
432.0,186.0642,199,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,F#3,r
432.3333,186.2642,199,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E4,C#4,F#3,r
432.6667,186.4642,199,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E-4,B3,r,r
433.0,186.6642,200,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,r,r
433.5,186.9642,200,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#4,B-3,F#2,r
434.0,187.2642,200,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,r,r
434.5,187.5642,200,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,G#3,F#2,r
435.0,187.8642,200,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,r,r
435.5,188.1642,200,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,E3,F#2,r
436.0,188.4642,201,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,r,r
436.5,188.7642,201,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,B2,B1
437.0,189.0642,201,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,F#2
437.5,189.3642,201,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,B2,B2
438.0,189.6642,201,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,E-3,r
438.5,189.9642,201,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,r
439.0,190.2642,202,1.0,r,r,E5,E5,C#5,B-4,G4,G4,r,r,r,r,r,r,r,B2,r
439.5,190.5642,202,1.5,r,r,E5,E5,C#5,B-4,G4,G4,r,r,r,r,r,r,r,F#3,r
440.0,190.8642,202,2.0,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,B3,r
440.5,191.1642,202,2.5,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,F#3,r
441.0,191.4642,202,3.0,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,B2,r
441.5,191.7642,202,3.5,r,r,E-5,E-5,E-5,B4,F#4,F#4,r,r,r,r,r,r,r,F#3,r
442.0,192.0642,203,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,r,r
442.5,192.3642,203,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B-3,G3,E3,B2,B1
443.0,192.6642,203,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,F#2
443.5,192.9642,203,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,B2,B2
444.0,193.2642,203,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,E-3,r
444.5,193.5642,203,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F#3,F#3,r
445.0,193.8642,204,1.0,r,r,G5,E5,C#5,B-4,r,r,r,r,r,r,r,r,r,B2,r
445.5,194.1642,204,1.5,r,r,G5,E5,C#5,B-4,r,r,r,r,r,r,r,r,r,F#3,r
446.0,194.4642,204,2.0,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,B3,r
446.5,194.7642,204,2.5,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,F#3,r
447.0,195.0642,204,3.0,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,B2,r
447.5,195.3642,204,3.5,r,r,F#5,E-5,E-5,B4,r,r,r,r,r,r,r,r,r,F#3,r
448.0,195.6642,205,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,B2,r
448.5,195.9642,205,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,F#3,r
449.0,196.2642,205,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,B3,r
449.5,196.5642,205,2.5,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,F#3,r
450.0,196.8642,205,3.0,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,B2,r
450.5,197.1642,205,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,C#5,F#3,r
451.0,197.4642,206,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,B3,r
451.5,197.7642,206,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,E-5,F#3,r
452.0,198.0642,206,2.0,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,C#5,B2,r
452.5,198.3642,206,2.5,r,r,r,r,r,r,r,r,r,r,r,r,E5,G4,C#5,F#3,r
453.0,198.6642,206,3.0,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-5,B3,r
453.5,198.9642,206,3.5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-5,F#3,r
454.0,199.2642,207,1.0,r,r,r,r,r,r,B3,G3,r,r,r,r,E5,G4,r,G2,G2
454.5,199.5642,207,1.5,r,r,r,r,r,r,B3,G3,r,r,r,r,E5,G4,r,D3,G2
455.0,199.8642,207,2.0,r,r,r,r,r,r,B3,G3,r,r,r,r,D5,F4,r,B3,r
455.5,200.1642,207,2.5,r,r,r,r,r,r,B3,G3,r,r,r,r,D5,F4,r,G3,r
456.0,200.4642,207,3.0,r,r,r,r,r,r,B3,G3,r,r,r,r,D5,F4,r,G2,G2
456.5,200.7642,207,3.5,r,r,r,r,r,r,B3,G3,r,r,r,r,E5,G4,r,G3,G2
457.0,201.0642,208,1.0,r,r,r,r,r,r,G3,C3,r,r,r,r,D5,F4,r,C2,C2
457.5,201.3642,208,1.5,r,r,r,r,r,r,G3,C3,r,r,r,r,C5,E4,r,C3,C2
458.0,201.6642,208,2.0,r,r,r,r,r,r,C4,D3,F#4,F#4,r,r,B4,D4,F#4,D2,D2
458.5,201.9642,208,2.5,r,r,r,r,r,r,C4,D3,F#4,F#4,r,r,A4,C4,F#4,D3,D2
459.0,202.2642,208,3.0,r,r,r,r,r,r,B3,G3,G4,G4,r,r,B4,D4,G4,G2,G2
459.5,202.5642,208,3.5,r,r,r,r,r,r,B3,G3,G4,G4,r,r,G4,B3,G4,D3,G2
460.0,202.8642,209,1.0,r,r,r,r,r,r,G3,B2,G4,G4,r,r,E5,G4,G4,B2,B1
460.5,203.1642,209,1.5,r,r,r,r,r,r,G3,B2,G4,G4,r,r,E5,G4,G4,D3,B1
461.0,203.4642,209,2.0,r,r,r,r,r,r,G3,B2,G4,G4,r,r,D5,F4,G4,G3,r
461.5,203.7642,209,2.5,r,r,r,r,r,r,G3,B2,G4,G4,r,r,D5,F4,G4,D3,r
462.0,204.0642,209,3.0,r,r,r,r,r,r,G#3,G#2,G#4,G#4,r,r,D5,F4,G#4,B-2,B-1
462.5,204.3642,209,3.5,r,r,r,r,r,r,G#3,G#2,G#4,G#4,r,r,E5,E4,G#4,G3,B-1
463.0,204.6642,210,1.0,r,r,r,r,r,r,A3,A2,A4,A4,r,r,F5,D4,A4,A2,A1
463.5,204.9642,210,1.5,r,r,r,r,r,r,A3,A2,A4,A4,r,r,E5,G4,A4,A3,A1
464.0,205.2642,210,2.0,r,r,r,r,r,r,A3,A2,A4,A4,r,r,D5,F4,A4,r,r
464.5,205.5642,210,2.5,r,r,r,r,r,r,A3,A2,A4,A4,r,r,C#5,E4,A4,A3,r
465.0,205.8642,210,3.0,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,D5,D4,A4,r,D2
465.5,206.1642,210,3.5,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,D5,D4,A4,D3,D2
466.0,206.4642,211,1.0,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,r,r,A4,G2,G1
466.5,206.7642,211,1.5,D6,F5,r,r,D5,F4,A3,D3,A4,A4,r,r,r,r,A4,D3,G1
467.0,207.0642,211,2.0,D6,F5,r,r,D5,F4,G3,G2,B4,B4,r,r,r,r,B4,G3,r
467.5,207.3642,211,2.5,D6,F5,r,r,D5,F4,G3,G2,B4,B4,r,r,r,r,B4,D3,r
468.0,207.6642,211,3.0,D6,F5,r,r,D5,F4,G3,G2,B4,B4,r,r,r,r,B4,G2,G2
468.5,207.9642,211,3.5,E6,G5,r,r,E5,G4,G3,G2,B4,B4,r,r,r,r,B4,D3,G2
469.0,208.2642,212,1.0,D6,F5,r,r,D5,F4,G3,C3,G4,G4,r,r,r,r,G4,C2,C2
469.5,208.5642,212,1.5,C6,E5,r,r,C5,E4,G3,C3,G4,G4,r,r,r,r,G4,C3,C2
470.0,208.8642,212,2.0,B5,D5,r,r,B4,D4,C4,D3,F#4,F#4,r,r,F#5,r,F#4,D2,D2
470.5,209.1642,212,2.5,A5,C5,r,r,A4,C4,C4,D3,F#4,F#4,r,r,F#5,r,F#4,D3,D2
471.0,209.4642,212,3.0,B5,D5,r,r,B4,D4,B3,G3,G4,G4,r,r,G5,r,G4,G2,G2
471.5,209.7642,212,3.5,G5,B4,r,r,G4,B3,B3,G3,G4,G4,r,r,G5,r,G4,D3,G2
472.0,210.0642,213,1.0,E6,G5,E5,G4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,B2,B1
472.5,210.3642,213,1.5,E6,G5,E5,G4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,D3,B1
473.0,210.6642,213,2.0,D6,F5,D5,F4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,G3,r
473.5,210.9642,213,2.5,D6,F5,D5,F4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,D3,r
474.0,211.2642,213,3.0,D6,F5,D5,F4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,B2,B1
474.5,211.5642,213,3.5,E6,E5,E5,E4,r,r,G3,B2,G4,G4,r,r,G5,r,G4,D3,B1
475.0,211.8642,214,1.0,F6,D5,F5,D4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,B-2,B-1
475.5,212.1642,214,1.5,E6,E5,E5,E4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,D3,B-1
476.0,212.4642,214,2.0,D6,F5,D5,F4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,B-3,r
476.5,212.7642,214,2.5,D6,F5,D5,F4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,D3,r
477.0,213.0642,214,3.0,D6,F5,D5,F4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,B-2,B-1
477.5,213.3642,214,3.5,E6,E5,E5,E4,r,r,D3,B-2,G#4,G#4,r,r,G#5,r,G#4,D3,B-1
478.0,213.6642,215,1.0,F6,D5,F5,D4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A2,A1
478.5,213.9642,215,1.5,E6,G5,E5,G4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,D3,A1
479.0,214.2642,215,2.0,D6,F5,D5,F4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,r
479.5,214.5642,215,2.5,D6,F5,D5,F4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,r
480.0,214.8642,215,3.0,C#6,E5,C#5,E4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,A2
480.3333,215.0642,215,3.3333,C#6,E5,C#5,E4,r,r,A3,A2,A4,A4,r,r,B-5,r,A4,A3,A2
480.6667,215.2642,215,3.6667,C#6,E5,C#5,E4,r,r,A3,A2,A4,A4,r,r,A5,r,A4,A3,A2
481.0,215.4642,216,1.0,D6,D5,D5,D4,r,r,A3,D3,A4,A4,r,r,F5,r,A4,D3,D2
481.5,215.7642,216,1.5,D6,D5,D5,D4,r,r,A3,D3,A4,A4,r,r,E5,r,A4,A3,D2
482.0,216.0642,216,2.0,r,r,r,r,r,r,r,r,F4,F4,r,r,D5,r,F4,D4,r
482.5,216.3642,216,2.5,r,r,r,r,r,r,r,r,E4,E4,r,r,D5,r,E4,D4,r
483.0,216.6642,216,3.0,r,r,r,r,r,r,r,r,D4,D4,r,r,D5,D5,D4,D4,r
483.5,216.9642,216,3.5,r,r,r,r,r,r,r,r,D4,D4,r,r,D5,C5,D4,D4,r
484.0,217.2642,217,1.0,r,r,E5,E5,r,r,r,r,D4,D4,r,r,D5,B4,D4,D4,r
484.5,217.5642,217,1.5,r,r,E5,E5,r,r,r,r,D4,D4,r,r,D5,B4,D4,D4,r
485.0,217.8642,217,2.0,r,r,E5,E5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
485.5,218.1642,217,2.5,r,r,E5,E5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
486.0,218.4642,217,3.0,r,r,F5,F5,r,r,r,r,D4,D4,r,r,B4,G#4,D4,D4,r
486.5,218.7642,217,3.5,r,r,F5,F5,r,r,r,r,D4,D4,r,r,B4,G#4,D4,D4,r
487.0,219.0642,218,1.0,r,r,D5,D5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
487.5,219.3642,218,1.5,r,r,D5,D5,r,r,r,r,D4,D4,r,r,C5,A4,D4,D4,r
488.0,219.6642,218,2.0,r,r,D5,D5,r,r,r,r,D4,D4,r,r,B4,G4,D4,D4,r
488.5,219.9642,218,2.5,r,r,D5,D5,r,r,r,r,D4,D4,r,r,B4,G4,D4,D4,r
489.0,220.2642,218,3.0,r,r,E5,E5,r,r,r,r,D4,D4,r,r,A4,F#4,D4,D4,r
489.5,220.5642,218,3.5,r,r,E5,E5,r,r,r,r,D4,D4,r,r,A4,F#4,D4,D4,r
490.0,220.8642,219,1.0,r,r,B4,B4,B4,G4,D4,G3,r,r,r,r,r,r,r,G2,r
490.5,221.1642,219,1.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
491.0,221.4642,219,2.0,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
491.5,221.7642,219,2.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D4,r
492.0,222.0642,219,3.0,r,r,C5,C5,G4,E4,C4,G3,D4,D4,r,r,r,r,r,E4,r
492.5,222.3642,219,3.5,r,r,C5,C5,G4,E4,C4,G3,D4,D4,r,r,r,r,r,C4,r
493.0,222.6642,220,1.0,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G2,r
493.5,222.9642,220,1.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
494.0,223.2642,220,2.0,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
494.5,223.5642,220,2.5,r,r,B4,B4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D4,r
495.0,223.8642,220,3.0,r,r,E5,E5,A4,F#4,C4,G3,D4,D4,r,r,r,r,r,C4,r
495.5,224.1642,220,3.5,r,r,E5,E5,A4,F#4,C4,G3,D4,D4,r,r,r,r,r,A3,r
496.0,224.4642,221,1.0,r,r,B4,G4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G2,r
496.5,224.7642,221,1.5,r,r,B4,G4,B4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
497.0,225.0642,221,2.0,r,r,B4,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,G3,r
497.5,225.3642,221,2.5,r,r,D5,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,B3,r
498.0,225.6642,221,3.0,r,r,C5,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,A3,r
498.5,225.9642,221,3.5,r,r,A4,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,D3,r
499.0,226.2642,222,1.0,r,r,B-4,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,G3,r
499.5,226.5642,222,1.5,r,r,D5,G4,r,r,D4,G3,D4,D4,r,r,r,r,r,B-3,r
500.0,226.8642,222,2.0,r,r,C5,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,A3,r
500.5,227.1642,222,2.5,r,r,A4,F#4,r,r,D4,G3,D4,D4,r,r,r,r,r,D3,r
501.0,227.4642,222,3.0,B-5,G5,B-4,G4,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
501.5,227.7642,222,3.5,B-5,G5,B-4,G4,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
502.0,228.0642,223,1.0,B-5,G5,r,r,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,G2,r
502.5,228.3642,223,1.5,B-5,G5,r,r,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,D3,r
503.0,228.6642,223,2.0,B5,G5,r,r,B4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
503.5,228.9642,223,2.5,D6,G5,r,r,D5,G4,D4,G3,D4,D4,r,r,r,r,r,B3,r
504.0,229.2642,223,3.0,C6,F#5,r,r,C5,F#4,D4,G3,D4,D4,r,r,r,r,r,A3,r
504.5,229.5642,223,3.5,A5,F#5,r,r,A4,F#4,D4,G3,D4,D4,r,r,r,r,r,D3,r
505.0,229.8642,224,1.0,B-5,G5,r,r,B-4,G4,D4,G3,D4,D4,r,r,r,r,r,G3,r
